S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02641,OANT_RS22765,59.039,437,176,2,1,436,1,435,8.24e-178,503
SMc02644,OANT_RS07565,79.097,775,147,4,1,768,1,767,0.0,1177
SMc02645,OANT_RS02935,51.597,407,189,4,1,403,1,403,8.88e-144,414
SMc02647,OANT_RS16570,46.903,113,58,2,1,112,1,112,4.37e-31,105
SMc02648,OANT_RS05065,36.893,103,64,1,6,108,1,102,1.23e-10,56.6
SMc02649,OANT_RS16560,63.309,139,50,1,1,139,1,138,6.88e-64,189
SMc02650,OANT_RS16550,75.536,233,57,0,9,241,5,237,1.43e-130,365
SMc02651,OANT_RS13620,74.754,305,77,0,8,312,6,310,1.08e-170,473
SMc02652,OANT_RS13625,61.261,222,86,0,12,233,9,230,5.97e-93,270
SMc02653,OANT_RS13630,62.500,248,92,1,1,247,3,250,1.03e-111,319
SMc02654,OANT_RS13635,79.389,131,27,0,1,131,1,131,1.09e-76,222
SMc02655,OANT_RS13640,41.758,182,103,2,30,209,1,181,6.93e-39,130
SMc02659,OANT_RS13675,70.989,748,206,4,1,739,1,746,0.0,1082
SMc02661,OANT_RS06870,27.921,505,336,7,43,532,54,545,2.97e-45,166
SMc02668,OANT_RS21510,86.815,493,65,0,429,921,446,938,0.0,754
SMc02669,OANT_RS21505,78.947,38,8,0,2,39,1,38,1.13e-12,52.0
SMc02675,OANT_RS21525,94.253,174,10,0,321,494,321,494,6.76e-98,301
SMc02676,OANT_RS21525,94.253,174,10,0,321,494,321,494,6.76e-98,301
SMc02677,OANT_RS20445,47.940,267,131,5,9,270,5,268,2.71e-67,207
SMc02678,OANT_RS08540,71.084,166,48,0,1,166,1,166,5.55e-88,252
SMc02681,OANT_RS08530,60.821,268,105,0,11,278,11,278,4.18e-113,325
SMc02682,OANT_RS08525,52.514,358,167,2,10,367,6,360,7.82e-129,371
SMc02683,OANT_RS08520,61.355,251,94,1,8,255,6,256,4.28e-109,313
SMc02684,OANT_RS08515,68.504,381,120,0,1,381,1,381,0.0,565
SMc02685,OANT_RS08510,48.246,114,59,0,173,286,98,211,3.51e-38,131
SMc02686,OANT_RS08505,84.516,310,48,0,1,310,1,310,0.0,541
SMc02687,OANT_RS15205,24.335,263,184,5,24,276,20,277,1.64e-09,54.7
SMc02688,OANT_RS01450,70.536,112,33,0,1,112,4,115,2.01e-55,166
SMc02689,OANT_RS01440,81.162,499,94,0,4,502,7,505,0.0,846
SMc02690,OANT_RS01435,53.605,319,142,4,2,317,4,319,5.86e-105,307
SMc02691,OANT_RS04160,39.628,376,216,4,34,407,13,379,3.35e-72,228
SMc02692,OANT_RS08490,72.043,186,52,0,1,186,1,186,1.54e-95,274
SMc02693,OANT_RS08485,64.050,242,74,5,1,229,1,242,8.15e-97,280
SMc02694,OANT_RS10485,41.463,82,48,0,12,93,21,102,5.77e-21,77.8
SMc02695,OANT_RS08480,80.654,367,71,0,1,367,1,367,0.0,600
SMc02696,OANT_RS08475,51.351,148,72,0,4,151,10,157,1.08e-54,167
SMc02697,OANT_RS08470,49.045,157,70,3,1,153,1,151,2.18e-50,156
SMc02698,OANT_RS08465,80.337,178,35,0,2,179,3,180,8.72e-98,278
SMc02700,OANT_RS08395,58.025,405,170,0,9,413,9,413,1.82e-165,468
SMc02701,OANT_RS08390,55.349,215,81,3,1,209,1,206,3.09e-75,223
SMc02702,OANT_RS08385,68.205,195,58,2,34,224,24,218,1.09e-89,261
SMc02703,OANT_RS08380,75.229,327,81,0,9,335,8,334,0.0,504
SMc02704,OANT_RS08375,60.797,301,117,1,4,304,3,302,1.37e-129,369
SMc02705,OANT_RS08370,50.313,958,447,11,5,937,4,957,0.0,875
SMc02706,OANT_RS08365,60.203,691,273,2,1,689,1,691,0.0,805
SMc02707,OANT_RS08360,49.383,162,82,0,1,162,1,162,1.20e-48,153
SMc02708,OANT_RS08355,69.697,330,95,1,1,330,1,325,2.18e-173,481
SMc02709,OANT_RS23390,61.290,62,24,0,1,62,1,62,3.20e-25,85.9
SMc02710,OANT_RS23400,65.436,298,102,1,1,297,1,298,2.92e-140,397
SMc02711,OANT_RS08345,50.993,151,73,1,14,163,1,151,1.28e-49,154
SMc02712,OANT_RS08340,55.052,287,126,2,1,286,1,285,1.27e-108,315
SMc02713,OANT_RS17580,37.037,162,97,3,3,164,16,172,9.87e-27,97.1
SMc02715,OANT_RS23710,40.559,143,79,2,3,141,2,142,8.58e-27,95.1
SMc02716,OANT_RS23705,45.679,81,44,0,1,81,1,81,1.77e-20,75.1
SMc02717,OANT_RS08330,82.353,561,99,0,4,564,11,571,0.0,977
SMc02720,OANT_RS11455,42.690,171,97,1,22,191,30,200,5.00e-48,153
SMc02722,OANT_RS06810,34.091,176,107,5,44,217,50,218,3.29e-12,62.8
SMc02723,OANT_RS10425,74.342,152,39,0,3,154,4,155,4.29e-85,243
SMc02724,OANT_RS08320,60.071,283,113,0,9,291,7,289,5.96e-106,308
SMc02725,OANT_RS08315,74.415,727,186,0,1,727,1,727,0.0,1113
SMc02726,OANT_RS18720,24.607,764,448,33,6,743,14,675,2.12e-24,105
SMc02727,OANT_RS08620,34.254,181,116,2,149,328,131,309,6.24e-34,124
SMc02729,OANT_RS08280,52.184,412,175,5,5,407,26,424,3.06e-153,437
SMc02737,OANT_RS08275,66.771,319,104,2,2,318,4,322,7.73e-155,434
SMc02738,OANT_RS08270,62.816,277,103,0,1,277,1,277,1.59e-110,318
SMc02739,OANT_RS08265,60.000,345,137,1,5,349,4,347,2.32e-145,412
SMc02752,OANT_RS04270,38.710,124,75,1,7,130,9,131,1.38e-18,74.7
SMc02753,OANT_RS04265,76.692,133,31,0,1,133,1,133,1.78e-70,205
SMc02754,OANT_RS04260,65.957,94,32,0,2,95,10,103,4.25e-42,130
SMc02755,OANT_RS04250,87.124,466,60,0,1,466,1,466,0.0,843
SMc02756,OANT_RS04245,50.971,824,391,4,15,826,36,858,0.0,811
SMc02757,OANT_RS04240,52.684,503,235,3,2,502,6,507,6.99e-171,489
SMc02758,OANT_RS04235,50.213,235,115,1,5,239,10,242,6.66e-79,235
SMc02759,OANT_RS04230,45.005,1051,556,7,3,1049,9,1041,0.0,828
SMc02760,OANT_RS04225,47.109,1176,587,14,20,1186,11,1160,0.0,928
SMc02761,OANT_RS04220,73.832,107,28,0,1,107,1,107,6.21e-57,169
SMc02763,OANT_RS04205,67.882,439,140,1,8,446,4,441,0.0,602
SMc02764,OANT_RS04200,69.930,286,86,0,1,286,1,286,1.48e-152,426
SMc02765,OANT_RS04195,69.176,279,86,0,1,279,1,279,3.51e-138,388
SMc02766,OANT_RS04185,80.198,404,80,0,1,404,1,404,0.0,688
SMc02767,OANT_RS04180,65.714,210,72,0,1,210,1,210,2.31e-93,270
SMc02768,OANT_RS04170,53.712,229,100,3,23,250,29,252,1.36e-83,247
SMc02769,OANT_RS04165,65.385,130,43,1,1,128,1,130,2.35e-55,167
SMc02771,OANT_RS20130,34.824,313,198,4,21,328,20,331,1.98e-54,179
SMc02772,OANT_RS17325,37.612,335,191,3,4,321,11,344,7.40e-60,192
SMc02773,OANT_RS17330,40.447,492,289,4,27,514,14,505,3.67e-122,365
SMc02774,OANT_RS17320,39.564,321,178,8,10,324,2,312,2.48e-50,167
SMc02775,OANT_RS01885,43.027,337,182,2,2,329,7,342,4.24e-86,260
SMc02776,OANT_RS20135,52.600,500,230,4,7,499,13,512,2.49e-174,498
SMc02777,OANT_RS20140,28.085,235,139,8,71,285,2,226,1.50e-09,54.3
SMc02778,OANT_RS12365,32.530,249,163,3,7,251,2,249,1.71e-31,114
SMc02780,OANT_RS06555,62.213,479,179,1,1,479,2,478,0.0,603
SMc02782,OANT_RS00705,79.238,814,165,2,1,811,1,813,0.0,1311
SMc02783,OANT_RS04355,59.829,117,47,0,1,117,1,117,1.58e-47,146
SMc02784,OANT_RS04360,47.849,186,84,2,3,182,9,187,1.51e-50,159
SMc02785,OANT_RS04365,55.000,360,158,4,1,359,4,360,1.92e-130,375
SMc02786,OANT_RS04370,60.811,222,83,2,13,233,13,231,7.31e-96,277
SMc02787,OANT_RS04375,37.838,185,89,5,4,187,5,164,1.90e-30,107
SMc02788,OANT_RS04380,75.641,156,36,1,7,162,10,163,7.86e-79,229
SMc02789,OANT_RS04385,67.100,231,75,1,1,230,1,231,3.22e-110,314
SMc02790,OANT_RS04390,57.068,191,82,0,1,191,1,191,1.80e-73,218
SMc02791,OANT_RS04395,56.159,276,116,2,12,284,5,278,7.75e-107,309
SMc02792,OANT_RS04400,57.789,199,84,0,1,199,1,199,6.61e-74,219
SMc02793,OANT_RS04405,66.406,256,86,0,6,261,6,261,2.64e-123,350
SMc02794,OANT_RS04410,69.592,319,97,0,1,319,22,340,1.14e-162,454
SMc02795,OANT_RS04415,51.977,177,82,1,7,180,2,178,1.63e-68,204
SMc02796,OANT_RS04420,95.012,421,21,0,1,421,1,421,0.0,818
SMc02797,OANT_RS04430,53.846,442,189,6,5,439,9,442,2.47e-154,442
SMc02798,OANT_RS04435,67.647,612,198,0,2,613,7,618,0.0,834
SMc02799,OANT_RS04440,48.485,198,99,1,14,211,17,211,1.20e-62,191
SMc02800,OANT_RS04445,76.628,261,59,1,6,264,5,265,1.55e-142,398
SMc02801,OANT_RS04450,61.486,296,108,3,1,294,1,292,1.24e-126,360
SMc02802,OANT_RS04455,43.149,343,194,1,1,342,1,343,1.38e-96,287
SMc02803,OANT_RS05670,37.879,198,100,6,1,181,1,192,2.57e-27,99.4
SMc02804,OANT_RS05665,73.696,882,219,4,1,875,1,876,0.0,1367
SMc02812,OANT_RS05660,72.300,213,59,0,7,219,8,220,7.08e-107,304
SMc02814,OANT_RS18985,37.500,272,167,3,25,294,90,360,1.37e-47,161
SMc02817,OANT_RS18890,42.662,293,165,2,19,308,15,307,8.16e-72,222
SMc02818,OANT_RS08925,49.296,284,144,0,24,307,24,307,7.78e-97,286
SMc02819,OANT_RS13405,24.731,186,121,6,44,228,38,205,2.36e-11,58.9
SMc02820,OANT_RS03745,77.119,472,98,2,2,464,19,489,0.0,745
SMc02821,OANT_RS03750,53.709,337,155,1,1,336,1,337,5.97e-128,367
SMc02822,OANT_RS03755,63.950,319,114,1,6,324,7,324,2.73e-142,402
SMc02824,OANT_RS03760,58.167,251,100,2,17,265,15,262,6.18e-96,280
SMc02825,OANT_RS03765,59.502,442,177,1,19,458,12,453,1.81e-180,510
SMc02826,OANT_RS03770,69.298,114,35,0,1,114,1,114,4.29e-52,157
SMc02827,OANT_RS03775,56.491,285,119,2,4,284,3,286,1.02e-109,316
SMc02828,OANT_RS00060,53.025,281,129,3,41,319,39,318,1.01e-90,271
SMc02829,OANT_RS00065,77.778,531,118,0,5,535,17,547,0.0,854
SMc02830,OANT_RS00070,76.064,376,90,0,2,377,4,379,0.0,592
SMc02831,OANT_RS00075,74.795,365,87,2,1,360,1,365,0.0,545
SMc02832,OANT_RS00085,48.534,614,304,7,5,612,1,608,0.0,591
SMc02833,OANT_RS06885,65.000,280,94,4,37,315,33,309,7.96e-127,363
SMc02834,OANT_RS06880,71.074,121,35,0,1,121,1,121,7.12e-61,180
SMc02835,OANT_RS06875,61.862,333,127,0,6,338,11,343,1.31e-152,430
SMc02836,OANT_RS06870,58.923,594,243,1,4,597,5,597,0.0,730
SMc02837,OANT_RS06865,72.763,257,70,0,16,272,20,276,1.81e-135,381
SMc02838,OANT_RS06860,79.412,204,42,0,1,204,1,204,3.29e-119,334
SMc02841,OANT_RS02490,31.183,279,185,3,12,287,85,359,6.04e-40,140
SMc02842,OANT_RS00890,53.750,160,72,2,5,163,6,164,1.22e-51,160
SMc02843,OANT_RS00895,72.016,243,62,1,1,243,1,237,5.00e-127,358
SMc02844,OANT_RS14750,36.250,160,97,4,17,174,5,161,2.06e-19,79.0
SMc02846,OANT_RS00905,68.882,331,102,1,1,330,1,331,4.61e-166,463
SMc02848,OANT_RS03790,62.329,146,54,1,77,222,45,189,5.01e-66,199
SMc02849,OANT_RS03785,78.679,333,71,0,1,333,1,333,0.0,546
SMc02850,OANT_RS00695,75.398,1004,219,4,1,1004,1,976,0.0,1556
SMc02851,OANT_RS25525,27.434,113,82,0,32,144,32,144,1.64e-11,56.2
SMc02852,OANT_RS00690,78.556,457,98,0,8,464,13,469,0.0,762
SMc02853,OANT_RS09665,60.577,312,123,0,3,314,2,313,7.79e-123,352
SMc02854,OANT_RS11655,44.118,136,75,1,29,163,79,214,6.44e-35,119
SMc02855,OANT_RS15450,52.381,294,136,2,13,306,1,290,1.15e-108,315
SMc02856,OANT_RS00665,56.443,776,290,11,22,766,9,767,0.0,831
SMc02857,OANT_RS04085,84.219,640,97,2,1,640,1,636,0.0,1101
SMc02858,OANT_RS04080,77.836,379,82,1,1,379,2,378,0.0,570
SMc02863,OANT_RS00035,57.754,374,154,4,2,373,11,382,5.48e-137,393
SMc02864,OANT_RS00040,72.131,244,68,0,7,250,8,251,1.08e-125,354
SMc02865,OANT_RS00045,51.656,151,73,0,6,156,9,159,1.12e-52,162
SMc02866,OANT_RS01970,36.139,202,128,1,1,201,1,202,1.24e-35,122
SMc02867,OANT_RS01980,44.677,1052,567,10,1,1046,1,1043,0.0,904
SMc02868,OANT_RS01975,38.424,406,241,6,5,405,1,402,2.05e-66,214
SMc02869,OANT_RS18345,75.676,333,81,0,17,349,1,333,0.0,533
SMc02870,OANT_RS18340,79.656,349,70,1,7,354,8,356,0.0,597
SMc02871,OANT_RS18335,87.455,279,35,0,1,279,1,279,1.14e-177,488
SMc02872,OANT_RS18330,81.457,302,56,0,14,315,13,314,0.0,517
SMc02873,OANT_RS18325,82.816,419,72,0,1,419,1,419,0.0,731
SMc02874,OANT_RS16160,35.069,288,187,0,6,293,15,302,6.39e-49,162
SMc02875,OANT_RS18320,54.983,291,131,0,1,291,1,291,3.70e-109,316
SMc02876,OANT_RS18315,70.588,255,73,1,1,253,1,255,2.58e-130,366
SMc02877,OANT_RS07510,42.560,336,191,2,5,339,8,342,5.71e-79,242
SMc02878,OANT_RS07515,50.130,385,186,3,1,381,1,383,2.57e-119,348
SMc02879,OANT_RS18040,52.564,234,111,0,6,239,5,238,1.48e-81,241
SMc02880,OANT_RS18035,50.836,299,136,3,6,297,19,313,3.06e-81,246
SMc02881,OANT_RS13935,40.360,389,224,6,60,446,44,426,7.39e-76,241
SMc02882,OANT_RS00900,62.140,243,90,1,1,243,1,241,2.77e-91,266
SMc02883,OANT_RS06780,55.385,65,29,0,6,70,4,68,2.88e-19,70.9
SMc02884,OANT_RS22905,33.048,351,199,11,1,319,2,348,2.70e-41,145
SMc02885,OANT_RS06770,67.907,215,68,1,1,215,1,214,3.87e-108,307
SMc02887,OANT_RS03220,84.615,52,8,0,1,52,58,109,4.00e-25,86.3
SMc02888,OANT_RS16880,29.358,109,73,3,218,325,212,317,2.62e-08,51.6
SMc02889,OANT_RS16870,30.649,385,247,6,2,374,7,383,8.39e-34,128
SMc02890,OANT_RS21080,21.934,693,456,27,1,639,5,666,5.08e-17,82.0
SMc02891,OANT_RS22655,27.635,351,221,14,5,342,8,338,1.51e-14,71.6
SMc02892,OANT_RS06615,32.864,426,269,5,27,447,25,438,1.79e-46,165
SMc02893,OANT_RS20570,28.349,321,201,8,5,300,8,324,2.74e-25,100
SMc02895,OANT_RS08965,28.797,316,208,6,1,309,1,306,1.75e-27,106
SMc02896,OANT_RS08570,29.861,288,174,12,40,321,1,266,1.87e-16,76.3
SMc02897,OANT_RS00090,55.747,174,73,3,5,177,6,176,2.45e-58,182
SMc02898,OANT_RS00095,74.583,240,60,1,5,243,3,242,2.29e-123,348
SMc02899,OANT_RS00100,72.662,278,76,0,4,281,2,279,7.80e-158,438
SMc02900,OANT_RS25845,62.222,45,17,0,1,45,1,45,4.90e-18,66.2
SMc02902,OANT_RS06090,42.647,204,113,3,1,202,1,202,7.27e-45,147
SMc02903,OANT_RS00105,47.664,321,157,6,1,320,1,311,1.80e-89,268
SMc02904,OANT_RS00110,61.069,131,51,0,111,241,4,134,1.89e-55,171
SMc02905,OANT_RS00115,63.419,585,205,4,19,603,9,584,0.0,713
SMc02906,OANT_RS00120,68.224,107,34,0,1,107,1,107,1.01e-49,150
SMc02907,OANT_RS15615,56.098,205,88,1,1,203,1,205,7.43e-73,216
SMc02908,OANT_RS00125,78.607,201,43,0,1,201,1,201,1.61e-118,332
SMc02909,OANT_RS00130,58.088,408,171,0,5,412,12,419,1.67e-179,504
SMc02910,OANT_RS17400,66.979,533,175,1,10,542,1,532,0.0,694
SMc02911,OANT_RS03870,58.376,197,81,1,5,201,12,207,1.39e-79,234
SMc02912,OANT_RS03865,84.749,518,79,0,1,518,1,518,0.0,885
SMc02913,OANT_RS03855,57.576,198,82,1,18,215,41,236,1.18e-72,218
SMc02914,OANT_RS03850,73.543,858,170,10,73,889,123,964,0.0,1204
SMc02915,OANT_RS06760,90.000,30,3,0,1,30,1,30,8.38e-16,59.3
SMc02940,OANT_RS06290,33.034,445,263,10,16,436,17,450,2.38e-48,169
SMc02941,OANT_RS06285,34.967,306,163,5,67,345,209,505,1.67e-54,183
SMc02942,OANT_RS06280,80.723,166,32,0,11,176,3,168,8.06e-100,282
SMc02975,OANT_RS07105,78.078,333,73,0,2,334,1,333,0.0,538
SMc02976,OANT_RS25525,46.094,128,69,0,33,160,13,140,1.23e-32,111
SMc02977,OANT_RS07095,68.163,245,78,0,19,263,7,251,3.60e-108,310
SMc02978,OANT_RS07090,76.517,379,75,2,2,367,16,393,0.0,531
SMc02979,OANT_RS07085,65.854,328,107,1,1,328,1,323,5.08e-161,450
SMc02980,OANT_RS17085,37.302,126,72,3,14,133,14,138,5.05e-22,83.6
SMc02981,OANT_RS05165,38.806,201,119,1,1,201,1,197,2.34e-30,108
SMc02982,OANT_RS21885,65.497,171,59,0,17,187,19,189,4.75e-73,216
SMc02983,OANT_RS21890,80.371,377,74,0,3,379,1,377,0.0,625
SMc02984,OANT_RS21900,62.585,294,110,0,1,294,1,294,8.78e-137,386
SMc02985,OANT_RS21905,50.495,202,97,2,15,214,24,224,7.03e-72,215
SMc02986,OANT_RS21910,49.568,347,145,4,25,342,20,365,1.65e-106,313
SMc02987,OANT_RS23710,47.183,142,74,1,2,142,1,142,1.13e-42,135
SMc03000,OANT_RS18435,68.317,303,96,0,23,325,22,324,2.27e-145,410
SMc03001,OANT_RS18430,73.375,323,86,0,9,331,7,329,8.77e-164,457
SMc03002,OANT_RS18425,67.647,102,33,0,2,103,4,105,2.25e-48,147
SMc03003,OANT_RS18420,51.096,456,217,4,3,455,1,453,7.88e-143,414
SMc03006,OANT_RS14895,36.364,110,69,1,5,113,12,121,1.19e-16,69.7
SMc03007,OANT_RS24150,28.571,140,67,5,466,605,593,699,8.64e-08,52.8
SMc03009,OANT_RS24145,28.452,239,129,10,55,275,41,255,3.56e-14,68.6
SMc03010,OANT_RS24140,39.130,161,94,3,159,318,9,166,2.35e-24,95.9
SMc03011,OANT_RS19525,31.034,116,77,2,6,121,5,117,4.05e-13,60.8
SMc03014,OANT_RS21670,45.471,552,282,7,14,557,21,561,3.22e-147,433
SMc03015,OANT_RS01005,43.103,58,33,0,182,239,172,229,5.81e-08,49.3
SMc03016,OANT_RS14895,47.541,61,32,0,185,245,153,213,5.68e-09,52.0
SMc03017,OANT_RS21785,49.630,135,68,0,3,137,1,135,2.74e-45,142
SMc03018,OANT_RS21780,50.142,351,175,0,1,351,1,351,6.14e-122,353
SMc03019,OANT_RS21775,35.588,340,210,2,7,341,13,348,4.41e-66,209
SMc03020,OANT_RS21770,61.538,78,30,0,130,207,37,114,1.68e-26,95.9
SMc03021,OANT_RS21760,25.403,248,168,8,76,315,78,316,6.40e-14,68.2
SMc03022,OANT_RS21755,68.683,281,88,0,1,281,1,281,8.56e-150,418
SMc03023,OANT_RS21750,54.440,259,115,1,4,259,4,262,1.51e-96,281
SMc03024,OANT_RS21745,44.444,234,130,0,5,238,6,239,1.21e-70,214
SMc03025,OANT_RS21740,56.595,417,180,1,35,450,28,444,9.62e-160,457
SMc03026,OANT_RS21735,28.723,188,126,4,3,183,14,200,4.73e-12,59.3
SMc03027,OANT_RS21730,53.279,122,55,2,1,121,1,121,2.75e-41,130
SMc03028,OANT_RS21725,60.584,137,54,0,2,138,4,140,1.04e-60,181
SMc03029,OANT_RS21720,50.893,112,53,2,1,111,1,111,1.04e-26,92.8
SMc03030,OANT_RS21715,72.137,262,73,0,1,262,1,262,3.28e-144,402
SMc03031,OANT_RS21710,50.820,122,59,1,45,165,36,157,5.31e-33,112
SMc03032,OANT_RS21705,58.475,354,147,0,18,371,52,405,8.73e-147,419
SMc03033,OANT_RS21700,49.219,128,65,0,48,175,56,183,1.68e-37,125
SMc03034,OANT_RS21695,52.301,239,104,4,3,236,9,242,4.39e-80,238
SMc03035,OANT_RS21690,38.462,169,85,5,4,163,6,164,1.70e-20,80.1
SMc03036,OANT_RS21685,68.868,212,65,1,33,244,35,245,1.15e-103,298
SMc03037,OANT_RS21675,47.442,215,98,5,1,201,1,214,1.41e-46,159
SMc03038,OANT_RS21675,46.296,216,99,6,1,201,1,214,2.80e-43,150
SMc03039,OANT_RS21675,45.041,242,111,7,1,225,1,237,2.40e-45,156
SMc03040,OANT_RS21675,43.917,337,161,6,1,320,1,326,4.61e-71,221
SMc03042,OANT_RS21660,47.013,385,178,7,10,391,8,369,9.79e-111,326
SMc03043,OANT_RS21655,32.187,407,247,8,31,429,41,426,1.31e-44,158
SMc03045,OANT_RS21645,61.798,178,68,0,10,187,1,178,1.72e-81,237
SMc03046,OANT_RS21640,70.222,225,63,1,1,221,1,225,3.68e-110,313
SMc03047,OANT_RS21635,48.905,411,191,7,1,406,1,397,1.07e-114,338
SMc03048,OANT_RS21630,40.619,485,273,5,1,471,1,484,8.43e-106,320
SMc03049,OANT_RS21625,35.817,349,218,4,1,345,1,347,8.01e-65,206
SMc03050,OANT_RS21620,48.246,114,59,0,1,114,1,114,1.71e-35,115
SMc03051,OANT_RS21615,57.812,128,54,0,2,129,6,133,3.25e-50,155
SMc03052,OANT_RS21610,58.879,107,44,0,29,135,27,133,2.70e-42,134
SMc03053,OANT_RS21605,68.966,87,27,0,2,88,2,88,6.33e-41,127
SMc03054,OANT_RS21600,69.912,678,204,0,18,695,19,696,0.0,975
SMc03055,OANT_RS21595,39.583,240,144,1,6,244,9,248,1.66e-62,194
SMc03057,OANT_RS21575,26.415,159,114,3,1,158,1,157,3.20e-20,80.9
SMc03058,OANT_RS21855,38.065,310,191,1,21,329,21,330,1.18e-78,241
SMc03059,OANT_RS20425,69.595,296,90,0,4,299,4,299,3.62e-151,422
SMc03060,OANT_RS15230,45.217,345,177,4,3,342,1,338,9.16e-90,270
SMc03062,OANT_RS03310,32.721,272,169,5,60,325,29,292,1.84e-29,112
SMc03063,OANT_RS17880,38.839,224,128,3,158,379,104,320,3.00e-40,142
SMc03065,OANT_RS15250,57.660,359,125,4,1,359,1,332,8.96e-140,397
SMc03068,OANT_RS20420,76.949,603,139,0,2,604,5,607,0.0,957
SMc03069,OANT_RS20415,53.478,230,107,0,1,230,1,230,1.65e-78,233
SMc03070,OANT_RS20410,74.745,491,124,0,1,491,1,491,0.0,796
SMc03071,OANT_RS21585,44.000,150,59,4,1,135,1,140,4.42e-28,101
SMc03074,OANT_RS21515,84.000,25,4,0,1,25,1,25,1.03e-09,43.9
SMc03075,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
SMc03085,OANT_RS19720,61.317,243,94,0,31,273,24,266,2.36e-101,295
SMc03088,OANT_RS25915,35.000,120,70,3,1,116,1,116,1.53e-10,54.7
SMc03091,OANT_RS07585,53.000,300,139,2,6,304,5,303,7.80e-107,311
SMc03092,OANT_RS07580,46.809,141,75,0,1,141,1,141,2.90e-38,124
SMc03094,OANT_RS06810,55.039,258,114,1,6,261,9,266,8.88e-88,259
SMc03096,OANT_RS00280,39.744,546,315,8,1333,1869,1038,1578,6.87e-86,308
SMc03097,OANT_RS00275,39.365,630,357,8,11,618,13,639,1.86e-128,389
SMc03098,OANT_RS04295,26.452,155,101,6,19,161,12,165,1.61e-08,51.6
SMc03101,OANT_RS02365,39.216,153,82,5,4,146,13,164,1.95e-25,98.2
SMc03102,OANT_RS02370,26.071,794,508,22,17,777,29,776,3.70e-40,155
SMc03103,OANT_RS02365,31.489,235,141,7,46,263,248,479,6.52e-21,89.0
SMc03104,OANT_RS02160,59.701,402,162,0,2,403,1,402,3.50e-165,467
SMc03106,OANT_RS13455,43.564,101,57,0,36,136,164,264,4.11e-22,89.4
SMc03108,OANT_RS14450,35.200,375,174,11,39,364,150,504,3.94e-31,121
SMc03109,OANT_RS18035,27.703,296,206,2,6,295,19,312,2.75e-23,94.7
SMc03110,OANT_RS09180,45.570,158,86,0,7,164,11,168,2.50e-39,129
SMc03112,OANT_RS01000,81.564,1253,225,2,2,1249,3,1254,0.0,2133
SMc03116,OANT_RS07210,72.075,530,148,0,2,531,3,532,0.0,826
SMc03117,OANT_RS07215,74.312,327,82,1,1,325,1,327,3.86e-168,468
SMc03118,OANT_RS07220,83.390,295,49,0,1,295,1,295,5.14e-159,442
SMc03119,OANT_RS07225,76.596,235,52,1,2,233,5,239,1.22e-131,368
SMc03120,OANT_RS07230,76.172,256,60,1,4,258,7,262,1.11e-138,388
SMc03121,OANT_RS07235,81.266,379,71,0,21,399,21,399,0.0,659
SMc03122,OANT_RS07245,60.943,297,116,0,4,300,3,299,1.71e-132,376
SMc03123,OANT_RS03330,42.623,305,175,0,1,305,13,317,1.97e-89,268
SMc03124,OANT_RS09545,68.015,544,171,2,1,541,1,544,0.0,787
SMc03125,OANT_RS09550,71.651,321,87,2,8,324,4,324,8.54e-164,458
SMc03126,OANT_RS09555,70.701,314,92,0,3,316,4,317,2.66e-159,446
SMc03127,OANT_RS09560,73.052,308,83,0,1,308,1,308,1.29e-158,442
SMc03128,OANT_RS09565,79.259,270,56,0,24,293,19,288,2.38e-159,442
SMc03129,OANT_RS10515,31.818,154,93,6,5,154,12,157,5.75e-10,55.1
SMc03130,OANT_RS19465,56.207,290,126,1,3,291,6,295,2.25e-117,337
SMc03131,OANT_RS16900,83.582,268,44,0,8,275,1,268,7.35e-160,442
SMc03132,OANT_RS16895,65.493,426,147,0,1,426,1,426,0.0,554
SMc03133,OANT_RS16890,67.485,326,92,2,1,319,1,319,5.78e-154,431
SMc03134,OANT_RS18525,30.657,274,186,3,16,288,9,279,2.33e-22,91.7
SMc03135,OANT_RS13250,71.888,249,67,1,3,251,24,269,9.38e-143,398
SMc03138,OANT_RS01530,29.020,255,149,9,20,246,28,278,4.52e-10,56.2
SMc03140,OANT_RS21370,29.752,242,160,5,7,243,6,242,7.75e-15,68.9
SMc03141,OANT_RS19735,37.201,293,182,2,39,330,473,764,3.05e-54,187
SMc03146,OANT_RS17775,33.484,442,280,6,15,449,36,470,1.34e-78,249
SMc03147,OANT_RS17780,39.595,543,326,2,161,702,33,574,5.02e-126,384
SMc03150,OANT_RS01420,36.220,127,61,1,96,222,129,235,2.74e-18,78.2
SMc03151,OANT_RS21920,44.395,223,123,1,1,223,1,222,2.52e-67,204
SMc03152,OANT_RS12235,66.949,236,73,3,1,232,1,235,5.30e-105,300
SMc03153,OANT_RS21950,70.616,211,62,0,1,211,1,211,1.12e-103,295
SMc03156,OANT_RS21940,62.333,300,112,1,17,315,6,305,1.40e-137,389
SMc03157,OANT_RS03800,66.795,259,85,1,1,258,1,259,7.28e-130,365
SMc03158,OANT_RS19575,59.113,203,83,0,15,217,20,222,1.60e-70,212
SMc03159,OANT_RS19580,52.160,324,153,2,35,357,42,364,2.47e-110,324
