Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS29050,BME_RS13175,100.000,134,0,0,1,134,1,134,9.33e-96,268
BAB_RS29055,BME_RS13180,99.456,551,3,0,1,551,1,551,0.0,1111
BAB_RS29060,BME_RS13185,100.000,253,0,0,1,253,1,253,0.0,497
BAB_RS29065,BME_RS13190,97.701,87,2,0,1,87,1,87,1.72e-55,176
BAB_RS29070,BME_RS13195,99.344,305,2,0,1,305,1,305,0.0,603
BAB_RS29075,BME_RS13200,100.000,45,0,0,1,45,1,45,4.86e-28,90.9
BAB_RS29085,BME_RS13205,100.000,162,0,0,1,162,1,162,1.70e-114,318
BAB_RS29090,BME_RS13210,97.183,142,4,0,289,430,289,430,1.78e-88,272
BAB_RS29095,BME_RS13215,98.492,199,3,0,1,199,1,199,5.15e-150,411
BAB_RS29100,BME_RS13220,99.088,548,3,1,1,546,1,548,0.0,1066
BAB_RS29105,BME_RS13225,99.145,351,3,0,1,351,1,351,0.0,709
BAB_RS29110,BME_RS17255,99.422,173,1,0,110,282,1,173,6.70e-122,342
BAB_RS29115,BME_RS13235,98.425,254,1,1,40,293,1,251,1.61e-180,494
BAB_RS29120,BME_RS13240,99.538,433,2,0,1,433,1,433,0.0,888
BAB_RS29125,BME_RS13245,99.422,346,2,0,1,346,1,346,0.0,706
BAB_RS29130,BME_RS13250,99.666,599,2,0,1,599,1,599,0.0,1209
BAB_RS29135,BME_RS13255,99.160,238,2,0,1,238,1,238,7.02e-173,472
BAB_RS29140,BME_RS13260,100.000,249,0,0,1,249,1,249,0.0,497
BAB_RS29145,BME_RS13265,96.129,155,6,0,1,155,1,155,1.05e-96,286
BAB_RS29150,BME_RS13270,99.654,289,1,0,1,289,1,289,0.0,558
BAB_RS29155,BME_RS13275,99.744,390,1,0,1,390,1,390,0.0,791
BAB_RS29160,BME_RS13280,99.435,354,2,0,1,354,1,354,0.0,708
BAB_RS29165,BME_RS13285,99.512,205,1,0,1,205,1,205,1.63e-154,422
BAB_RS29170,BME_RS13290,100.000,215,0,0,32,246,1,215,3.13e-162,444
BAB_RS29175,BME_RS13295,100.000,139,0,0,1,139,1,139,1.44e-102,286
BAB_RS29180,BME_RS13300,100.000,267,0,0,1,267,1,267,0.0,551
BAB_RS29185,BME_RS13305,99.338,302,2,0,1,302,1,302,0.0,601
BAB_RS29190,BME_RS13310,99.698,331,1,0,1,331,1,331,0.0,679
BAB_RS29195,BME_RS13315,99.672,305,1,0,1,305,1,305,0.0,632
BAB_RS29200,BME_RS13320,99.219,256,2,0,1,256,1,256,0.0,509
BAB_RS29205,BME_RS17265,96.748,123,4,0,1,123,1,123,1.74e-80,238
BAB_RS29210,BME_RS13335,100.000,229,0,0,1,229,1,229,6.14e-172,469
BAB_RS29215,BME_RS01335,42.820,383,182,7,6,361,9,381,5.69e-82,252
BAB_RS29220,BME_RS10785,27.592,569,343,15,47,573,17,558,7.73e-46,166
BAB_RS29235,BME_RS05535,50.000,232,110,2,30,257,29,258,2.44e-82,244
BAB_RS29240,BME_RS05535,52.586,232,104,2,26,253,29,258,2.10e-83,247
BAB_RS29245,BME_RS01250,29.398,432,269,11,2,415,5,418,7.23e-41,147
BAB_RS29255,BME_RS13350,100.000,93,0,0,1,93,1,93,8.00e-64,184
BAB_RS29260,BME_RS13355,100.000,25,0,0,1,25,1,25,2.76e-12,49.7
BAB_RS29265,BME_RS13360,100.000,235,0,0,1,235,1,235,0.0,493
BAB_RS29270,BME_RS13365,96.923,65,2,0,1,65,1,65,5.07e-45,135
BAB_RS29275,BME_RS13370,100.000,62,0,0,1,62,1,62,6.53e-40,122
BAB_RS29280,BME_RS13375,100.000,101,0,0,1,101,1,101,3.75e-72,206
BAB_RS29285,BME_RS13380,100.000,125,0,0,1,125,1,125,7.85e-89,250
BAB_RS29290,BME_RS13385,99.346,153,1,0,1,153,88,240,1.22e-109,308
BAB_RS29295,BME_RS13390,100.000,24,0,0,1,24,1,24,3.84e-12,49.3
BAB_RS29300,BME_RS13395,99.588,729,3,0,1,729,1,729,0.0,1465
BAB_RS29305,BME_RS13400,100.000,445,0,0,1,445,1,445,0.0,912
BAB_RS29310,BME_RS13405,92.537,67,5,0,1,67,1,67,1.66e-38,126
BAB_RS29315,BME_RS13410,100.000,95,0,0,1,95,1,95,2.97e-66,191
BAB_RS29320,BME_RS13415,100.000,123,0,0,1,123,1,123,1.44e-89,252
BAB_RS29325,BME_RS13420,98.915,461,0,1,1,456,1,461,0.0,912
BAB_RS29330,BME_RS13425,100.000,55,0,0,1,55,1,55,1.20e-34,108
BAB_RS29335,BME_RS13430,99.474,380,2,0,1,380,1,380,0.0,734
BAB_RS29340,BME_RS13435,99.177,243,2,0,1,243,1,243,4.92e-178,485
BAB_RS29345,BME_RS13440,99.200,125,1,0,29,153,1,125,1.76e-92,261
BAB_RS29350,BME_RS13445,99.361,783,5,0,1,783,1,783,0.0,1567
BAB_RS29355,BME_RS13450,99.772,877,2,0,1,877,1,877,0.0,1781
BAB_RS29365,BME_RS13460,100.000,393,0,0,1,393,1,393,0.0,776
BAB_RS29370,BME_RS13465,98.507,201,3,0,1,201,1,201,5.67e-136,375
BAB_RS29375,BME_RS13470,99.766,428,1,0,1,428,1,428,0.0,859
BAB_RS29380,BME_RS13475,100.000,322,0,0,1,322,1,322,0.0,654
BAB_RS29385,BME_RS13480,100.000,542,0,0,1,542,1,542,0.0,1112
BAB_RS29390,BME_RS13485,98.765,162,2,0,1,162,1,162,1.45e-115,321
BAB_RS29395,BME_RS13490,100.000,237,0,0,1,237,1,237,8.49e-178,484
BAB_RS29400,BME_RS13495,100.000,95,0,0,1,95,1,95,2.76e-65,188
BAB_RS29405,BME_RS13500,99.594,493,2,0,1,493,1,493,0.0,998
BAB_RS29415,BME_RS13510,100.000,699,0,0,1,699,1,699,0.0,1439
BAB_RS29420,BME_RS13515,99.353,309,2,0,1,309,1,309,0.0,607
BAB_RS29425,BME_RS13520,98.413,252,1,1,1,252,1,249,0.0,504
BAB_RS29430,BME_RS13525,100.000,489,0,0,1,489,1,489,0.0,1018
BAB_RS29435,BME_RS13530,100.000,166,0,0,1,166,1,166,1.76e-121,336
BAB_RS29440,BME_RS13535,100.000,25,0,0,1,25,1,25,1.05e-12,50.8
BAB_RS29445,BME_RS13540,99.741,386,1,0,1,386,1,386,0.0,786
BAB_RS29450,BME_RS13545,99.771,872,2,0,1,872,1,872,0.0,1734
BAB_RS29455,BME_RS13550,100.000,248,0,0,1,248,1,248,1.01e-175,480
BAB_RS29460,BME_RS13555,99.780,454,1,0,1,454,1,454,0.0,910
BAB_RS29465,BME_RS13560,99.671,607,2,0,1,607,1,607,0.0,1246
BAB_RS29470,BME_RS13565,100.000,702,0,0,1,702,1,702,0.0,1405
BAB_RS29475,BME_RS13570,97.938,97,0,1,1,95,1,97,2.51e-66,191
BAB_RS29480,BME_RS13575,99.573,1170,5,0,1,1170,1,1170,0.0,2362
BAB_RS29485,BME_RS13580,100.000,139,0,0,1,139,1,139,4.92e-103,287
BAB_RS29490,BME_RS13585,99.554,224,1,0,1,224,1,224,3.03e-167,456
BAB_RS29495,BME_RS13590,99.837,615,1,0,1,615,1,615,0.0,1263
BAB_RS29500,BME_RS13595,100.000,205,0,0,1,205,1,205,2.69e-151,414
BAB_RS29505,BME_RS13600,100.000,112,0,0,1,112,1,112,1.50e-83,236
BAB_RS29510,BME_RS13605,100.000,414,0,0,1,414,1,414,0.0,833
BAB_RS29515,BME_RS13610,99.638,276,1,0,1,276,1,276,0.0,552
BAB_RS29520,BME_RS13615,100.000,238,0,0,1,238,1,238,4.17e-177,483
BAB_RS29530,BME_RS13625,100.000,520,0,0,1,520,1,520,0.0,1040
BAB_RS29535,BME_RS13630,99.643,280,1,0,1,280,1,280,0.0,555
BAB_RS29540,BME_RS13635,98.366,306,0,1,1,301,1,306,0.0,575
BAB_RS29545,BME_RS13640,98.873,355,4,0,1,355,1,355,0.0,721
BAB_RS29550,BME_RS13645,100.000,437,0,0,1,437,1,437,0.0,901
BAB_RS29555,BME_RS13650,97.516,161,4,0,1,161,1,161,8.51e-115,318
BAB_RS29560,BME_RS13655,99.029,103,1,0,1,103,1,103,8.58e-75,213
BAB_RS29565,BME_RS13660,100.000,104,0,0,1,104,1,104,2.63e-77,219
BAB_RS29570,BME_RS13665,100.000,152,0,0,1,152,1,152,2.56e-111,309
BAB_RS29575,BME_RS13670,99.342,152,1,0,1,152,1,152,9.68e-111,308
BAB_RS29580,BME_RS13675,100.000,30,0,0,1,30,1,30,1.14e-15,58.5
BAB_RS29585,BME_RS13680,100.000,135,0,0,1,135,1,135,8.80e-97,271
BAB_RS29590,BME_RS13685,100.000,107,0,0,1,107,1,107,7.95e-78,221
BAB_RS29595,BME_RS13690,95.798,119,5,0,1,119,1,119,1.09e-83,236
BAB_RS29600,BME_RS13695,99.355,155,1,0,1,155,1,155,5.99e-113,313
BAB_RS29605,BME_RS13700,99.145,117,1,0,1,117,1,117,4.19e-81,230
BAB_RS29610,BME_RS13705,96.037,328,10,1,1,328,1,325,0.0,649
BAB_RS29615,BME_RS13715,100.000,201,0,0,1,201,1,201,2.21e-151,414
BAB_RS29625,BME_RS13735,97.260,73,2,0,1,73,1,73,3.70e-42,149
BAB_RS29630,BME_RS13740,98.333,60,1,0,1,60,49,108,5.90e-41,125
BAB_RS29635,BME_RS13745,100.000,165,0,0,1,165,1,165,1.25e-122,339
BAB_RS29640,BME_RS13750,99.588,243,1,0,72,314,1,243,0.0,500
BAB_RS29645,BME_RS13755,100.000,181,0,0,1,181,1,181,1.04e-137,378
BAB_RS29650,BME_RS13760,99.789,474,1,0,1,474,1,474,0.0,952
BAB_RS29655,BME_RS13765,41.975,81,39,2,1,73,1,81,6.55e-09,55.1
BAB_RS29660,BME_RS13770,99.390,328,2,0,1,328,1,328,0.0,662
BAB_RS29665,BME_RS13775,98.333,180,3,0,158,337,19,198,3.91e-131,369
BAB_RS29670,BME_RS13780,100.000,115,0,0,1,115,1,115,2.49e-84,238
BAB_RS29675,BME_RS13785,99.810,525,1,0,1,525,1,525,0.0,1085
BAB_RS29680,BME_RS13790,99.619,525,2,0,1,525,1,525,0.0,1083
BAB_RS29685,BME_RS13795,99.674,307,1,0,1,307,1,307,0.0,595
BAB_RS29690,BME_RS13800,98.939,377,4,0,1,377,1,377,0.0,741
BAB_RS29695,BME_RS13805,100.000,536,0,0,1,536,1,536,0.0,1083
BAB_RS29700,BME_RS13810,99.528,212,1,0,1,212,1,212,3.72e-161,440
BAB_RS29705,BME_RS08980,98.462,130,2,0,1,130,1,130,1.52e-95,267
BAB_RS29710,BME_RS08985,98.361,122,2,0,1,122,1,122,2.47e-85,241
BAB_RS29715,BME_RS13815,100.000,436,0,0,1,436,1,436,0.0,851
BAB_RS29720,BME_RS13820,100.000,340,0,0,1,340,1,340,0.0,690
BAB_RS29725,BME_RS13825,99.513,821,2,1,1,819,1,821,0.0,1648
BAB_RS29730,BME_RS13830,99.567,231,1,0,1,231,23,253,1.08e-171,469
BAB_RS29735,BME_RS13835,98.915,461,5,0,1,461,1,461,0.0,914
BAB_RS29740,BME_RS13840,99.768,431,1,0,1,431,1,431,0.0,857
BAB_RS29745,BME_RS13845,99.703,337,1,0,1,337,1,337,0.0,692
BAB_RS29750,BME_RS13850,96.341,410,0,1,1,395,1,410,0.0,814
BAB_RS29755,BME_RS13855,100.000,83,0,0,1,83,1,83,1.70e-58,170
BAB_RS29760,BME_RS13860,100.000,333,0,0,1,333,1,333,0.0,678
BAB_RS29765,BME_RS13865,98.596,356,5,0,1,356,1,356,0.0,734
BAB_RS29770,BME_RS13870,100.000,279,0,0,1,279,1,279,0.0,549
BAB_RS29775,BME_RS13875,100.000,314,0,0,1,314,1,314,0.0,630
BAB_RS29790,BME_RS13890,100.000,295,0,0,1,295,1,295,0.0,594
BAB_RS29795,BME_RS13895,99.611,257,1,0,1,257,1,257,0.0,513
BAB_RS29800,BME_RS13900,100.000,51,0,0,1,51,1,51,2.86e-33,104
BAB_RS29805,BME_RS13905,96.296,27,1,0,1,27,1,27,6.21e-10,56.6
BAB_RS29810,BME_RS13910,100.000,525,0,0,1,525,1,525,0.0,1057
BAB_RS29815,BME_RS13915,99.286,560,4,0,1,560,1,560,0.0,1063
BAB_RS29820,BME_RS13920,99.654,578,2,0,1,578,1,578,0.0,1137
BAB_RS29825,BME_RS13925,100.000,178,0,0,1,178,1,178,5.08e-131,361
BAB_RS29830,BME_RS13930,100.000,120,0,0,1,120,1,120,8.23e-84,237
BAB_RS29835,BME_RS13935,100.000,93,0,0,1,93,1,93,7.08e-61,177
BAB_RS29840,BME_RS13940,99.415,171,1,0,1,171,1,171,3.36e-125,346
BAB_RS29845,BME_RS13945,99.446,542,3,0,1,542,1,542,0.0,1064
BAB_RS29850,BME_RS13950,99.107,112,1,0,1,112,1,112,6.37e-77,219
BAB_RS29855,BME_RS13955,99.794,972,2,0,1,972,1,972,0.0,1921
BAB_RS29860,BME_RS13960,100.000,442,0,0,1,442,1,442,0.0,899
BAB_RS29865,BME_RS13965,100.000,199,0,0,1,199,1,199,3.35e-150,411
BAB_RS29870,BME_RS13970,100.000,172,0,0,1,172,1,172,1.34e-125,347
BAB_RS29875,BME_RS13975,100.000,93,0,0,1,93,1,93,3.62e-68,195
BAB_RS29880,BME_RS13980,100.000,346,0,0,1,346,1,346,0.0,714
BAB_RS29885,BME_RS13985,99.206,378,3,0,1,378,1,378,0.0,752
BAB_RS29890,BME_RS13990,99.528,212,1,0,1,212,1,212,1.63e-155,426
BAB_RS29895,BME_RS13995,99.528,424,2,0,1,424,1,424,0.0,874
BAB_RS29900,BME_RS14000,100.000,326,0,0,1,326,1,326,0.0,660
BAB_RS29905,BME_RS15780,100.000,147,0,0,1,147,1,147,1.09e-105,295
BAB_RS29910,BME_RS14015,99.673,306,1,0,1,306,1,306,0.0,635
BAB_RS29915,BME_RS14020,99.661,295,1,0,1,295,1,295,0.0,608
BAB_RS29920,BME_RS14025,100.000,477,0,0,1,477,1,477,0.0,955
BAB_RS29930,BME_RS14035,100.000,206,0,0,1,206,1,206,6.79e-151,417
BAB_RS29935,BME_RS14040,100.000,149,0,0,1,149,1,149,3.76e-108,301
BAB_RS29940,BME_RS14045,99.528,424,2,0,1,424,1,424,0.0,849
BAB_RS29945,BME_RS14050,100.000,116,0,0,1,116,1,116,1.07e-84,239
BAB_RS29950,BME_RS14055,100.000,72,0,0,1,72,1,72,7.31e-46,137
BAB_RS29955,BME_RS14060,100.000,66,0,0,1,66,1,66,1.34e-44,134
BAB_RS29960,BME_RS14065,100.000,238,0,0,1,238,1,238,2.36e-176,481
BAB_RS29965,BME_RS14070,99.789,474,1,0,1,474,1,474,0.0,947
BAB_RS29970,BME_RS14075,100.000,349,0,0,1,349,1,349,0.0,707
BAB_RS29975,BME_RS14080,97.357,227,6,0,1,227,1,227,4.57e-153,446
BAB_RS29980,BME_RS14085,99.383,162,1,0,1,162,1,162,8.30e-116,321
BAB_RS29985,BME_RS14095,100.000,363,0,0,1,363,1,363,0.0,739
BAB_RS29990,BME_RS14100,99.608,255,1,0,1,255,1,255,0.0,514
BAB_RS29995,BME_RS14105,99.632,272,1,0,1,272,1,272,0.0,523
BAB_RS30000,BME_RS14110,99.242,132,1,0,1,132,1,132,4.75e-95,266
BAB_RS30005,BME_RS14115,100.000,379,0,0,1,379,1,379,0.0,760
BAB_RS30020,BME_RS14125,99.363,314,2,0,1,314,1,314,0.0,614
BAB_RS30025,BME_RS14130,100.000,239,0,0,1,239,1,239,8.67e-179,487
BAB_RS30030,BME_RS14135,99.716,352,1,0,1,352,1,352,0.0,695
BAB_RS30035,BME_RS14140,100.000,235,0,0,1,235,1,235,8.17e-174,474
BAB_RS30040,BME_RS14145,100.000,145,0,0,1,145,1,145,4.85e-100,280
BAB_RS30045,BME_RS14150,100.000,136,0,0,1,136,1,136,4.01e-89,252
BAB_RS30050,BME_RS14155,100.000,107,0,0,1,107,1,107,1.38e-75,215
BAB_RS30055,BME_RS14160,99.681,313,1,0,1,313,1,313,0.0,613
BAB_RS30060,BME_RS14165,100.000,164,0,0,1,164,1,164,3.16e-120,333
BAB_RS30065,BME_RS14170,99.515,412,2,0,1,412,1,412,0.0,835
BAB_RS30070,BME_RS14175,100.000,41,0,0,1,41,1,41,2.47e-26,86.3
BAB_RS30075,BME_RS14180,99.694,327,1,0,1,327,1,327,0.0,662
BAB_RS30080,BME_RS14185,99.569,232,1,0,1,232,1,232,7.39e-166,467
BAB_RS30085,BME_RS14185,99.333,300,2,0,1,300,256,555,0.0,611
BAB_RS30090,BME_RS14190,100.000,51,0,0,1,51,1,51,1.95e-26,100
BAB_RS30095,BME_RS14195,98.737,396,5,0,1,396,1,396,0.0,786
BAB_RS30100,BME_RS14200,100.000,345,0,0,1,345,1,345,0.0,706
BAB_RS30105,BME_RS14205,99.315,146,1,0,1,146,1,146,5.36e-109,303
BAB_RS30110,BME_RS14210,100.000,295,0,0,1,295,1,295,0.0,590
BAB_RS30115,BME_RS14215,99.538,433,2,0,1,433,1,433,0.0,829
BAB_RS30120,BME_RS14220,100.000,55,0,0,1,55,1,55,4.50e-38,116
BAB_RS30125,BME_RS14225,100.000,438,0,0,1,438,1,438,0.0,895
BAB_RS30140,BME_RS14235,98.500,200,3,0,1,200,19,218,2.03e-149,410
BAB_RS30145,BME_RS17355,100.000,83,0,0,12,94,1,83,4.14e-57,167
BAB_RS30150,BME_RS14350,100.000,415,0,0,1,415,1,415,0.0,837
BAB_RS30155,BME_RS14355,99.863,729,1,0,1,729,1,729,0.0,1461
BAB_RS30160,BME_RS14360,100.000,255,0,0,1,255,1,255,0.0,529
BAB_RS30165,BME_RS14365,99.206,252,2,0,1,252,1,252,0.0,515
BAB_RS30170,BME_RS14370,100.000,86,0,0,1,86,1,86,9.13e-63,181
BAB_RS30175,BME_RS14375,99.742,388,1,0,1,388,1,388,0.0,766
BAB_RS30180,BME_RS14380,99.609,512,2,0,1,512,1,512,0.0,993
BAB_RS30185,BME_RS14385,100.000,249,0,0,1,249,1,249,0.0,503
BAB_RS30190,BME_RS14390,99.810,527,1,0,1,527,1,527,0.0,1079
BAB_RS30195,BME_RS14395,99.636,275,1,0,1,275,45,319,0.0,544
BAB_RS30200,BME_RS14400,100.000,290,0,0,1,290,1,290,0.0,565
BAB_RS30205,BME_RS14405,99.016,305,3,0,1,305,1,305,0.0,612
BAB_RS30210,BME_RS14410,99.112,338,3,0,1,338,1,338,0.0,682
BAB_RS30215,BME_RS14415,100.000,317,0,0,1,317,1,317,0.0,642
BAB_RS30220,BME_RS14420,99.392,329,2,0,1,329,1,329,0.0,670
BAB_RS30225,BME_RS14425,99.698,331,1,0,1,331,1,331,0.0,676
BAB_RS30230,BME_RS14430,99.733,375,1,0,1,375,1,375,0.0,752
BAB_RS30235,BME_RS14435,98.997,399,4,0,1,399,1,399,0.0,795
BAB_RS30240,BME_RS14440,99.160,476,4,0,1,476,1,476,0.0,966
BAB_RS30245,BME_RS14445,100.000,544,0,0,1,544,1,544,0.0,1115
BAB_RS30250,BME_RS14450,99.632,272,1,0,1,272,1,272,0.0,542
BAB_RS30255,BME_RS14455,99.623,265,1,0,1,265,1,265,0.0,535
BAB_RS30260,BME_RS14460,100.000,234,0,0,1,234,1,234,5.40e-172,469
BAB_RS30265,BME_RS14465,99.507,609,3,0,1,609,299,907,0.0,1221
BAB_RS30270,BME_RS14465,97.569,288,7,0,1,288,1,288,0.0,540
BAB_RS30275,BME_RS14475,99.752,403,1,0,1,403,1,403,0.0,811
BAB_RS30280,BME_RS14480,100.000,335,0,0,1,335,1,335,0.0,671
BAB_RS30285,BME_RS14485,100.000,225,0,0,1,225,1,225,4.90e-168,458
BAB_RS30290,BME_RS14490,99.742,387,1,0,1,387,1,387,0.0,788
BAB_RS30300,BME_RS14500,99.501,401,2,0,1,401,1,401,0.0,806
BAB_RS30305,BME_RS14505,99.874,792,1,0,1,792,1,792,0.0,1646
BAB_RS30310,BME_RS14510,98.532,477,7,0,1,477,1,477,0.0,942
BAB_RS30315,BME_RS14515,100.000,278,0,0,1,278,1,278,0.0,546
BAB_RS30320,BME_RS14520,99.242,132,1,0,1,132,1,132,3.13e-96,269
BAB_RS30325,BME_RS14525,100.000,182,0,0,1,182,1,182,1.16e-135,373
BAB_RS30330,BME_RS14530,98.904,456,5,0,1,456,1,456,0.0,915
BAB_RS30335,BME_RS14535,99.524,210,1,0,1,210,1,210,3.45e-153,420
BAB_RS30340,BME_RS14540,100.000,151,0,0,1,151,1,151,3.35e-110,306
BAB_RS30345,BME_RS14545,100.000,71,0,0,1,71,1,71,4.60e-39,142
BAB_RS30350,BME_RS14555,81.373,204,32,2,1,202,1,200,4.64e-106,300
BAB_RS30360,BME_RS14565,100.000,499,0,0,1,499,1,499,0.0,1046
BAB_RS30365,BME_RS14570,99.685,317,1,0,1,317,1,317,0.0,644
BAB_RS30370,BME_RS14575,98.925,372,1,1,1,372,1,369,0.0,758
BAB_RS30375,BME_RS14580,100.000,497,0,0,1,497,1,497,0.0,1000
BAB_RS30380,BME_RS14585,100.000,451,0,0,1,451,1,451,0.0,895
BAB_RS30385,BME_RS14590,100.000,353,0,0,1,353,16,368,0.0,709
BAB_RS30390,BME_RS14595,100.000,477,0,0,1,477,1,477,0.0,962
BAB_RS30395,BME_RS14600,99.788,471,1,0,1,471,1,471,0.0,967
BAB_RS30400,BME_RS17370,99.200,125,1,0,1,125,1,125,2.40e-83,249
BAB_RS30405,BME_RS14615,99.434,530,3,0,1,530,1,530,0.0,1081
BAB_RS30410,BME_RS14620,100.000,83,0,0,1,83,1,83,5.78e-57,166
BAB_RS30415,BME_RS14625,100.000,114,0,0,1,114,1,114,1.39e-79,226
BAB_RS30420,BME_RS14630,85.641,195,21,1,1,195,1,188,1.96e-113,328
BAB_RS30425,BME_RS14635,99.804,510,1,0,1,510,1,510,0.0,999
BAB_RS30430,BME_RS14640,99.569,464,2,0,1,464,1,464,0.0,960
BAB_RS30435,BME_RS14650,100.000,177,0,0,1,177,1,177,5.18e-127,351
BAB_RS30440,BME_RS14655,98.054,411,4,1,1,411,1,407,0.0,811
BAB_RS30450,BME_RS14660,94.393,1070,56,2,1,1068,1,1068,0.0,1991
BAB_RS30455,BME_RS14665,100.000,166,0,0,1,166,1,166,1.88e-121,336
BAB_RS30460,BME_RS14670,99.429,175,1,0,1,175,1,175,5.30e-132,363
BAB_RS30465,BME_RS14675,100.000,71,0,0,1,71,1,71,6.96e-49,145
BAB_RS30470,BME_RS14680,99.225,258,2,0,1,258,1,258,2.05e-178,488
BAB_RS30475,BME_RS14685,97.692,390,9,0,1,390,1,390,0.0,750
BAB_RS30480,BME_RS14690,99.437,355,2,0,1,355,1,355,0.0,724
BAB_RS30485,BME_RS14695,100.000,348,0,0,1,348,1,348,0.0,701
BAB_RS30490,BME_RS14700,98.462,130,2,0,1,130,1,130,3.84e-90,254
BAB_RS30495,BME_RS14705,100.000,25,0,0,1,25,1,25,2.33e-13,52.4
BAB_RS30505,BME_RS14715,100.000,90,0,0,1,90,1,90,4.51e-62,180
BAB_RS30510,BME_RS14720,99.631,271,1,0,1,271,1,271,0.0,536
BAB_RS30515,BME_RS14725,100.000,248,0,0,1,248,1,248,0.0,498
BAB_RS30520,BME_RS14730,99.392,329,2,0,1,329,1,329,0.0,677
BAB_RS30525,BME_RS14735,100.000,738,0,0,1,738,1,738,0.0,1538
BAB_RS30530,BME_RS14740,100.000,135,0,0,1,135,1,135,1.02e-98,276
BAB_RS30535,BME_RS14745,100.000,73,0,0,1,73,1,73,2.67e-52,154
BAB_RS30540,BME_RS14750,100.000,286,0,0,1,286,1,286,0.0,560
BAB_RS30545,BME_RS14755,100.000,76,0,0,26,101,1,76,1.27e-52,156
BAB_RS30550,BME_RS14760,98.305,354,0,1,1,354,1,348,0.0,708
BAB_RS30555,BME_RS14765,99.234,261,2,0,1,261,1,261,0.0,531
BAB_RS30560,BME_RS13860,55.856,333,146,1,1,333,1,332,1.95e-136,387
BAB_RS30565,BME_RS14775,98.010,201,4,0,3,203,70,270,4.33e-136,379
BAB_RS30570,BME_RS14780,93.548,155,10,0,1,155,1,155,2.19e-94,283
BAB_RS30575,BME_RS14800,99.674,307,1,0,8,314,609,915,0.0,613
BAB_RS30580,BME_RS14805,99.437,355,2,0,1,355,1,355,0.0,767
BAB_RS30585,BME_RS14810,99.805,512,1,0,1,512,1,512,0.0,1069
BAB_RS30590,BME_RS14815,99.149,235,2,0,1,235,1,235,2.61e-174,475
BAB_RS30595,BME_RS14820,100.000,241,0,0,1,241,1,241,5.99e-177,482
BAB_RS30600,BME_RS14825,100.000,271,0,0,41,311,1,271,0.0,541
BAB_RS30605,BME_RS14830,100.000,178,0,0,1,178,1,178,7.79e-131,360
BAB_RS30610,BME_RS14835,100.000,196,0,0,1,196,1,196,1.70e-144,397
BAB_RS30625,BME_RS14845,100.000,174,0,0,1,174,1,174,3.17e-126,348
BAB_RS30630,BME_RS14850,100.000,325,0,0,1,325,1,325,0.0,669
BAB_RS30635,BME_RS14855,99.677,310,1,0,1,310,1,310,0.0,635
BAB_RS30640,BME_RS14860,99.644,281,1,0,1,281,1,281,0.0,573
BAB_RS30645,BME_RS14865,100.000,263,0,0,1,263,1,263,0.0,519
BAB_RS30650,BME_RS14870,91.892,37,3,0,1,37,1,37,1.99e-13,67.0
BAB_RS30655,BME_RS14875,99.274,413,3,0,1,413,1,413,0.0,810
BAB_RS30660,BME_RS14880,98.630,146,2,0,1,146,1,146,1.32e-104,291
BAB_RS30665,BME_RS14980,61.572,229,88,0,3,231,2,230,2.24e-103,295
BAB_RS30670,BME_RS14890,98.507,268,4,0,59,326,1,268,0.0,544
BAB_RS30675,BME_RS14900,100.000,179,0,0,1,179,1,179,3.91e-135,372
BAB_RS30680,BME_RS14905,98.551,276,1,1,1,276,1,273,0.0,509
BAB_RS30685,BME_RS14910,99.698,331,1,0,1,331,1,331,0.0,668
BAB_RS30690,BME_RS14915,100.000,464,0,0,1,464,1,464,0.0,946
BAB_RS30695,BME_RS14920,99.687,639,2,0,1,639,1,639,0.0,1332
BAB_RS30700,BME_RS14925,99.468,752,4,0,1,752,1,752,0.0,1522
BAB_RS30705,BME_RS14930,100.000,63,0,0,1,63,1,63,7.11e-44,132
BAB_RS30710,BME_RS14935,100.000,616,0,0,1,616,1,616,0.0,1260
BAB_RS30715,BME_RS14940,99.429,175,1,0,1,175,1,175,3.52e-128,353
BAB_RS30720,BME_RS14945,99.548,221,1,0,1,221,1,221,3.91e-164,448
BAB_RS30725,BME_RS14950,100.000,534,0,0,1,534,1,534,0.0,1079
BAB_RS30730,BME_RS14955,100.000,242,0,0,1,242,1,242,0.0,493
BAB_RS30735,BME_RS14960,99.756,409,1,0,4,412,1,409,0.0,790
BAB_RS30740,BME_RS14965,99.541,218,1,0,1,218,1,218,1.04e-155,431
BAB_RS30745,BME_RS14970,100.000,350,0,0,1,350,1,350,0.0,708
BAB_RS30750,BME_RS17425,100.000,73,0,0,1,73,1,73,4.11e-51,150
BAB_RS30755,BME_RS14975,99.715,351,1,0,1,351,1,351,0.0,722
BAB_RS30760,BME_RS14980,99.134,231,2,0,1,231,1,231,1.13e-172,471
BAB_RS30765,BME_RS14985,99.673,306,1,0,1,306,1,306,0.0,631
BAB_RS30770,BME_RS14990,100.000,376,0,0,1,376,1,376,0.0,772
BAB_RS30775,BME_RS14995,99.517,207,1,0,1,207,1,207,7.05e-152,416
BAB_RS30780,BME_RS15000,99.485,194,1,0,1,194,1,194,2.32e-141,389
BAB_RS30785,BME_RS15005,100.000,391,0,0,1,391,1,391,0.0,801
