Melitensis16M|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS07905,CC_2020,27.928,444,280,11,23,456,28,441,1.94e-19,87.4
BME_RS07930,CC_3208,54.297,256,110,2,8,256,9,264,3.80e-99,287
BME_RS07935,CC_1651,57.600,250,105,1,23,272,2,250,3.47e-105,303
BME_RS07940,CC_2166,42.105,285,154,5,3,281,6,285,9.69e-63,197
BME_RS07960,CC_3697,28.622,283,188,6,2,274,5,283,1.59e-23,94.7
BME_RS07985,CC_1355,60.506,395,155,1,1,394,1,395,2.03e-174,491
BME_RS07990,CC_3585,47.482,139,66,3,1,135,3,138,1.04e-32,109
BME_RS07995,CC_2482,27.157,394,257,11,639,1015,448,828,4.41e-31,128
BME_RS08005,CC_1227,55.806,310,137,0,3,312,6,315,5.38e-133,378
BME_RS08015,CC_0527,47.321,112,56,1,5,116,3,111,1.91e-30,102
BME_RS08020,CC_0528,53.061,343,160,1,5,346,3,345,6.72e-115,335
BME_RS08040,CC_2960,24.679,312,230,2,25,336,4,310,1.67e-25,101
BME_RS08045,CC_2237,52.646,359,142,5,6,363,31,362,1.52e-122,355
BME_RS08055,CC_2238,57.761,393,165,1,4,396,13,404,7.45e-167,470
BME_RS08060,CC_2239,48.837,129,66,0,2,130,26,154,2.71e-37,121
BME_RS08065,CC_2241,42.949,312,151,6,27,335,12,299,2.32e-78,239
BME_RS08070,CC_2242,56.721,305,123,4,8,305,5,307,1.55e-117,338
BME_RS08075,CC_2243,55.759,382,167,2,8,387,12,393,1.16e-156,444
BME_RS08080,CC_2245,45.000,180,78,5,1,179,18,177,9.56e-41,133
BME_RS08090,CC_3416,53.241,216,101,0,64,279,3,218,6.77e-78,235
BME_RS08095,CC_1189,40.133,451,253,7,159,604,15,453,8.96e-89,280
BME_RS08100,CC_1441,27.350,234,156,6,43,275,35,255,4.02e-17,75.9
BME_RS08110,CC_0807,47.353,1020,526,7,1,1014,2,1016,0.0,905
BME_RS08115,CC_0808,35.777,341,212,4,36,374,39,374,9.95e-51,172
BME_RS08120,CC_0732,39.706,68,41,0,11,78,28,95,5.23e-08,48.1
BME_RS08125,CC_0966,29.570,558,328,13,44,580,5,518,5.98e-67,224
BME_RS08150,CC_0222,52.140,514,242,3,31,543,27,537,7.60e-168,484
BME_RS08160,CC_3606,29.498,478,295,12,10,459,9,472,5.75e-40,147
BME_RS08170,CC_1346,45.312,128,58,6,2,124,3,123,1.46e-21,80.9
BME_RS08175,CC_2794,49.231,195,99,0,23,217,57,251,5.92e-56,176
BME_RS08180,CC_2603,31.649,376,252,3,33,404,31,405,3.79e-52,177
BME_RS08185,CC_0388,29.978,457,286,20,9,455,8,440,3.57e-41,150
BME_RS08190,CC_1204,38.132,1049,612,10,14,1040,5,1038,0.0,571
BME_RS08195,CC_1203,29.667,300,207,1,68,363,34,333,1.20e-37,136
BME_RS08200,CC_0530,34.096,481,309,6,23,502,8,481,3.55e-85,269
BME_RS08205,CC_t04,80.000,25,5,0,1,25,1,25,3.89e-09,42.0
BME_RS08290,CC_2350,58.741,429,171,1,1,429,1,423,1.57e-170,482
BME_RS08295,CC_2349,36.620,142,84,2,4,144,26,162,1.27e-28,100
BME_RS08300,CC_2346,58.432,421,172,2,8,428,7,424,5.23e-164,465
BME_RS08305,CC_2345,54.321,162,69,4,1,160,1,159,2.14e-60,181
BME_RS08310,CC_2344,46.099,141,72,2,19,155,5,145,1.37e-37,123
BME_RS08315,CC_2343,91.667,72,6,0,1,72,1,72,2.71e-46,139
BME_RS08320,CC_2342,58.639,191,73,1,7,197,7,191,2.00e-72,215
BME_RS08325,CC_2340,53.191,47,19,1,24,70,5,48,3.11e-13,55.1
BME_RS08330,CC_t36,80.000,25,5,0,1,25,1,25,4.25e-09,42.0
BME_RS08480,CC_3567,32.020,203,125,4,72,271,27,219,2.83e-21,86.7
BME_RS08485,CC_3384,33.333,264,142,10,5,242,7,262,6.06e-32,115
BME_RS08505,CC_0532,26.446,363,219,9,35,354,21,378,1.89e-26,105
BME_RS08510,CC_3134,47.368,247,128,1,4,250,15,259,6.49e-78,241
BME_RS08515,CC_3135,23.196,194,134,6,56,242,82,267,8.09e-10,55.5
BME_RS08545,CC_3355,28.344,314,198,10,648,956,43,334,8.30e-23,98.6
BME_RS08560,CC_2082,24.756,307,178,11,52,347,26,290,5.23e-11,60.5
BME_RS08580,CC_3134,43.460,237,130,2,1,237,14,246,4.74e-58,188
BME_RS08595,CC_1407,33.729,759,432,17,73,819,19,718,2.60e-93,305
BME_RS08600,CC_3094,43.676,593,321,6,116,697,118,708,8.36e-156,466
BME_RS08605,CC_3223,48.361,244,119,5,37,278,23,261,4.68e-61,192
BME_RS08615,CC_1881,37.879,66,40,1,1,65,1,66,1.20e-08,43.5
BME_RS08620,CC_1880,43.320,247,139,1,6,252,22,267,1.64e-55,176
BME_RS08625,CC_3264,33.553,152,95,5,28,177,37,184,2.32e-14,65.9
BME_RS08630,CC_2633,25.076,327,221,12,1,310,4,323,3.59e-14,68.9
BME_RS08640,CC_2635,30.488,164,112,1,21,182,11,174,1.96e-15,70.9
BME_RS08645,CC_0822,53.602,472,217,2,5,475,6,476,1.29e-169,483
BME_RS08650,CC_3420,36.870,377,226,5,14,384,256,626,2.08e-69,237
BME_RS08655,CC_2053,44.277,332,183,1,7,336,4,335,7.07e-97,288
BME_RS08665,CC_3029,32.880,368,208,13,5,337,1,364,5.52e-44,152
BME_RS08670,CC_3580,78.458,506,108,1,1,505,1,506,0.0,828
BME_RS08675,CC_3579,56.369,314,125,4,9,320,6,309,2.17e-111,323
BME_RS08690,CC_1150,36.190,105,61,2,125,229,92,190,1.45e-10,55.8
BME_RS08695,CC_0752,25.248,202,130,3,43,229,11,206,6.91e-11,57.4
BME_RS08705,CC_3469,41.296,247,136,4,26,271,24,262,9.81e-50,162
BME_RS08710,CC_1482,61.409,596,230,0,17,612,15,610,0.0,746
BME_RS08715,CC_1483,71.717,297,84,0,10,306,15,311,1.60e-162,452
BME_RS08720,CC_3132,42.667,450,251,5,8,454,13,458,8.58e-118,350
BME_RS08725,CC_1150,44.068,59,33,0,175,233,141,199,4.74e-08,48.5
BME_RS08730,CC_2137,67.230,888,279,6,372,1253,9,890,0.0,1203
BME_RS08745,CC_0659,48.603,179,92,0,1,179,1,179,1.43e-46,148
BME_RS08755,CC_1120,39.496,119,71,1,17,134,16,134,4.25e-22,84.7
BME_RS08760,CC_1121,51.131,221,101,3,30,247,26,242,2.44e-74,223
BME_RS08765,CC_1119,61.829,503,186,3,1,500,1,500,0.0,650
BME_RS08775,CC_1118,49.167,240,120,1,224,463,24,261,1.97e-60,197
BME_RS08780,CC_0143,42.718,103,59,0,15,117,17,119,3.34e-16,66.6
BME_RS08785,CC_0144,49.104,279,135,3,23,299,14,287,1.56e-72,222
BME_RS08790,CC_0145,45.910,379,200,5,27,403,8,383,4.65e-95,287
BME_RS08795,CC_0146,50.254,197,83,4,8,204,4,185,4.40e-58,179
BME_RS08810,CC_0152,64.135,237,84,1,1,237,1,236,9.65e-110,312
BME_RS08815,CC_0153,52.312,346,161,3,10,355,15,356,7.57e-123,355
BME_RS08820,CC_0154,46.296,162,84,2,50,210,4,163,2.19e-43,142
BME_RS08825,CC_3680,50.000,212,97,4,2,212,23,226,4.76e-59,182
BME_RS08830,CC_3733,51.829,328,157,1,2,329,39,365,2.16e-113,330
BME_RS08840,CC_3731,53.219,233,105,3,1,230,1,232,2.95e-77,231
BME_RS08850,CC_3592,52.817,142,57,4,1,136,23,160,6.38e-43,136
BME_RS08860,CC_3596,42.949,156,85,2,1,154,27,180,9.00e-42,134
BME_RS08865,CC_3597,45.641,195,97,3,1,186,1,195,1.45e-51,162
BME_RS08870,CC_3599,51.085,507,222,8,1,494,1,494,7.17e-170,486
BME_RS08875,CC_3600,59.184,245,100,0,32,276,2,246,2.55e-108,311
BME_RS08880,CC_3601,31.902,163,99,4,52,213,32,183,7.16e-16,69.7
BME_RS08885,CC_1168,25.000,148,111,0,80,227,60,207,7.24e-11,57.0
BME_RS08890,CC_0927,32.768,177,111,3,76,247,339,512,1.12e-14,71.6
BME_RS08895,CC_3586,62.637,91,34,0,1,91,1,91,7.61e-39,122
BME_RS08910,CC_1187,48.263,259,133,1,28,286,4,261,5.22e-87,258
BME_RS08915,CC_0700,32.824,131,79,5,34,160,40,165,2.54e-08,47.8
BME_RS08925,CC_0012,51.059,897,417,8,21,906,15,900,0.0,818
BME_RS08935,CC_3549,52.436,349,166,0,1,349,410,758,2.21e-122,367
BME_RS08940,CC_0013,44.903,873,465,9,38,902,38,902,0.0,725
BME_RS08945,CC_0065,38.606,531,304,8,3,522,31,550,1.40e-93,293
BME_RS08950,CC_0064,53.314,347,144,1,6,352,13,341,5.83e-137,390
BME_RS08960,CC_0062,56.771,192,76,4,1,189,35,222,8.43e-72,214
BME_RS08970,CC_3467,46.565,131,70,0,17,147,11,141,4.83e-39,127
BME_RS08975,CC_0247,71.519,158,45,0,30,187,28,185,2.29e-68,203
BME_RS08980,CC_2897,42.308,130,73,2,1,130,37,164,1.16e-26,94.7
BME_RS08985,CC_3595,48.760,121,61,1,1,120,1,121,2.12e-38,122
BME_RS08990,CC_0248,44.096,415,216,8,25,429,52,460,1.95e-93,286
BME_RS08995,CC_1185,54.639,194,87,1,1,193,620,813,3.73e-65,211
BME_RS09000,CC_1185,59.478,575,226,3,52,622,2,573,0.0,579
BME_RS09010,CC_2516,75.946,370,88,1,1,370,1,369,0.0,564
BME_RS09025,CC_2515,53.957,278,123,3,1,276,3,277,3.91e-99,288
BME_RS09030,CC_0160,65.361,817,254,8,10,813,5,805,0.0,1030
BME_RS09035,CC_1478,50.394,635,283,7,9,624,8,629,0.0,552
BME_RS09040,CC_3464,58.993,973,365,7,7,978,28,967,0.0,1090
BME_RS09050,CC_3603,54.000,200,92,0,6,205,6,205,2.44e-73,218
BME_RS09065,CC_0252,43.851,618,327,5,67,678,19,622,7.62e-164,486
BME_RS09070,CC_1816,29.389,262,156,9,22,268,3,250,1.62e-26,104
BME_RS09075,CC_1298,26.048,334,189,13,2,300,10,320,4.03e-15,72.4
BME_RS09080,CC_1846,28.729,181,123,4,38,217,43,218,1.35e-14,68.2
BME_RS09085,CC_3221,28.511,235,124,11,6,221,6,215,6.23e-08,49.3
BME_RS09100,CC_1598,59.929,282,111,1,1,282,21,300,1.05e-111,327
BME_RS09105,CC_1597,67.491,283,91,1,5,286,3,285,2.39e-123,351
BME_RS09110,CC_1596,60.072,278,111,0,5,282,40,317,1.42e-109,317
BME_RS09115,CC_0286,61.290,310,117,3,31,340,42,348,4.93e-136,387
BME_RS09140,CC_3058,37.391,115,67,1,2,116,348,457,6.76e-17,72.0
BME_RS09150,CC_3044,76.634,612,139,2,1,609,1,611,0.0,968
BME_RS09155,CC_3674,43.182,176,87,4,17,192,4,166,2.81e-41,135
BME_RS09165,CC_3672,52.564,234,109,2,14,245,10,243,9.55e-80,238
BME_RS09170,CC_3669,40.271,221,123,3,4,221,7,221,2.58e-18,77.4
BME_RS09175,CC_3668,39.247,186,109,1,6,187,8,193,2.31e-32,113
BME_RS09180,CC_3667,67.002,894,291,3,1,893,1,891,0.0,1239
BME_RS09185,CC_3666,33.333,240,150,5,3,238,14,247,3.66e-35,122
BME_RS09190,CC_3664,56.250,96,42,0,32,127,9,104,5.38e-38,122
BME_RS09195,CC_0935,52.047,171,81,1,3,173,1,170,1.01e-54,168
BME_RS09200,CC_3663,49.027,257,112,6,1,245,32,281,6.49e-70,213
BME_RS09205,CC_1758,34.660,854,523,15,9,848,6,838,2.04e-88,295
BME_RS09210,CC_1759,55.615,187,83,0,12,198,13,199,7.32e-54,170
BME_RS09220,CC_1760,45.509,167,91,0,52,218,31,197,6.17e-47,152
BME_RS09225,CC_3661,38.418,177,108,1,1,176,1,177,1.65e-31,110
BME_RS09235,CC_0245,48.454,97,46,2,1,96,1,94,4.68e-30,99.8
BME_RS09240,CC_0123,36.667,120,73,1,3,119,10,129,2.74e-23,85.1
BME_RS09255,CC_0134,60.526,380,132,5,29,404,26,391,2.78e-170,479
BME_RS09265,CC_0029,30.476,210,146,0,10,219,1,210,1.52e-29,106
BME_RS09270,CC_0129,78.218,404,86,1,5,406,4,407,0.0,647
BME_RS09290,CC_3213,31.481,162,83,6,99,249,68,212,1.77e-08,50.8
BME_RS09295,CC_3212,40.710,479,247,11,21,483,1,458,9.77e-84,263
BME_RS09300,CC_3211,54.662,1094,460,11,4,1077,6,1083,0.0,1136
BME_RS09305,CC_3487,38.579,197,114,3,20,212,30,223,5.52e-34,118
BME_RS09330,CC_3567,53.648,233,97,3,1,229,1,226,1.63e-84,248
BME_RS09345,CC_2517,34.737,285,179,2,9,293,7,284,4.91e-43,146
BME_RS09350,CC_0085,28.539,445,271,17,3,419,27,452,6.89e-25,105
BME_RS09355,CC_2095,44.355,372,177,5,13,372,12,365,1.09e-98,295
BME_RS09360,CC_1315,36.364,132,64,5,5,125,23,145,1.17e-12,58.5
BME_RS09370,CC_3502,43.564,101,56,1,215,315,36,135,1.16e-19,81.3
BME_RS09390,CC_1604,30.361,415,267,6,1169,1579,1002,1398,6.72e-37,149
BME_RS09395,CC_1603,30.669,538,344,9,114,639,108,628,2.80e-65,223
BME_RS09405,CC_1770,51.163,129,52,4,2,121,3,129,1.96e-38,123
BME_RS09410,CC_1771,55.882,204,90,0,6,209,4,207,2.82e-75,223
BME_RS09415,CC_1772,69.970,656,196,1,1,656,9,663,0.0,961
BME_RS09420,CC_1773,52.189,297,129,3,5,293,10,301,8.90e-112,326
BME_RS09430,CC_2935,37.356,174,106,1,1,174,1,171,1.70e-32,114
BME_RS09435,CC_2934,48.954,239,120,2,5,242,1,238,1.19e-68,209
BME_RS09440,CC_2933,57.609,276,116,1,4,279,5,279,1.96e-102,298
BME_RS09445,CC_0266,39.863,291,159,8,19,297,10,296,4.64e-54,176
BME_RS09450,CC_3657,44.604,139,72,1,1,134,1,139,5.05e-37,120
BME_RS09455,CC_0267,47.276,569,265,6,9,574,55,591,2.23e-162,474
BME_RS09460,CC_0268,44.898,98,47,1,8,98,1,98,7.53e-19,72.0
BME_RS09465,CC_0269,60.403,149,59,0,50,198,1,149,6.57e-60,181
BME_RS09470,CC_3322,36.951,387,226,8,43,427,56,426,3.25e-61,201
BME_RS09475,CC_1117,33.529,170,108,3,3,172,35,199,8.97e-18,79.3
BME_RS09480,CC_0425,29.845,258,177,2,44,298,170,426,1.39e-11,62.0
BME_RS09485,CC_3587,68.972,564,164,5,5,563,4,561,0.0,759
BME_RS09490,CC_3588,54.762,210,95,0,9,218,3,212,3.78e-72,215
BME_RS09495,CC_3589,56.552,435,181,5,17,447,13,443,2.98e-153,439
BME_RS09505,CC_t49,80.000,25,5,0,1,25,1,25,1.27e-08,40.8
BME_RS09510,CC_1521,25.474,369,234,8,1,352,17,361,4.39e-16,75.9
BME_RS09525,CC_2172,69.312,378,114,1,11,388,1,376,0.0,538
BME_RS09530,CC_2170,68.598,535,163,1,1,535,1,530,0.0,750
BME_RS09535,CC_2168,54.476,659,283,8,19,669,1,650,0.0,601
BME_RS09540,CC_0467,41.877,277,158,3,1,275,1,276,3.54e-64,201
BME_RS09590,CC_2669,35.808,229,131,7,301,523,18,236,2.44e-32,124
BME_RS09595,CC_2147,25.726,241,150,8,57,286,67,289,3.06e-15,72.0
BME_RS09600,CC_3726,53.696,257,107,3,4,260,6,250,3.73e-77,231
BME_RS09605,CC_0159,44.180,378,197,7,19,384,9,384,7.77e-81,249
BME_RS09610,CC_0156,53.763,372,172,0,1,372,1,372,1.58e-144,411
BME_RS09615,CC_0008,38.716,483,268,10,62,539,27,486,1.81e-92,288
BME_RS09620,CC_0007,65.517,87,30,0,1,87,1,87,5.63e-35,112
BME_RS09630,CC_0006,63.953,258,89,2,3,256,4,261,9.22e-104,299
BME_RS09635,CC_3707,50.171,293,140,3,1,293,29,315,9.10e-98,287
BME_RS09645,CC_2937,50.216,462,216,8,5,457,8,464,4.35e-146,422
BME_RS09655,CC_2936,42.066,271,147,3,9,278,5,266,8.90e-68,209
BME_RS09660,CC_2411,32.090,134,87,2,41,172,3,134,1.07e-11,60.5
BME_RS09665,CC_3722,66.055,327,106,2,5,331,20,341,1.77e-163,457
BME_RS09670,CC_3721,35.135,148,90,1,29,176,33,174,5.70e-27,97.8
BME_RS09675,CC_2664,44.015,259,142,1,4,259,10,268,9.38e-66,202
BME_RS09685,CC_3720,65.432,162,56,0,4,165,2,163,1.14e-78,228
BME_RS09690,CC_3719,71.605,405,111,3,1,404,1,402,0.0,603
BME_RS09695,CC_3717,57.143,259,111,0,4,262,19,277,1.78e-107,310
BME_RS09710,CC_0034,72.507,702,193,0,1,702,1,702,0.0,1025
BME_RS09715,CC_0035,78.652,89,19,0,1,89,1,89,5.61e-46,139
BME_RS09720,CC_0036,44.985,329,151,6,1,321,1,307,2.97e-90,269
BME_RS09725,CC_0037,42.000,150,80,3,1,144,1,149,2.44e-31,107
BME_RS09730,CC_0741,35.714,140,70,3,462,581,6,145,1.95e-15,77.4
BME_RS09735,CC_0043,44.503,191,97,4,21,210,17,199,2.67e-39,132
BME_RS09740,CC_0044,64.535,516,180,1,1,513,3,518,0.0,652
BME_RS09745,CC_0045,46.043,139,66,2,51,183,1,136,3.04e-34,117
BME_RS09750,CC_0049,38.991,218,127,3,15,232,59,270,4.73e-47,154
BME_RS09755,CC_0050,59.005,422,149,10,1,416,1,404,8.52e-153,436
BME_RS09760,CC_0051,51.880,133,60,2,3,135,6,134,2.72e-46,144
BME_RS09765,CC_0052,38.509,483,266,13,32,499,29,495,7.08e-86,272
BME_RS09770,CC_0053,45.455,242,107,3,86,326,61,278,4.88e-61,196
BME_RS09775,CC_0054,55.556,117,47,1,37,153,44,155,4.61e-40,129
BME_RS09785,CC_0056,61.697,389,139,3,23,410,7,386,1.29e-170,484
BME_RS09795,CC_0058,38.000,150,92,1,14,163,1,149,1.91e-29,102
BME_RS09800,CC_0059,33.486,218,128,7,3,215,2,207,4.91e-25,95.1
BME_RS09805,CC_2873,32.258,155,98,3,8,159,23,173,7.80e-12,57.4
BME_RS09820,CC_2967,31.884,138,83,4,74,200,217,354,5.86e-12,63.2
BME_RS09825,CC_0294,64.732,224,79,0,4,227,2,225,2.24e-102,293
BME_RS09830,CC_0293,50.000,226,113,0,3,228,2,227,9.78e-77,228
BME_RS09835,CC_0292,76.800,250,56,1,24,273,27,274,3.29e-139,390
BME_RS09840,CC_0291,52.036,442,195,4,1,436,1,431,2.29e-148,426
BME_RS09845,CC_0290,45.257,506,233,12,5,496,2,477,1.35e-116,348
BME_RS09850,CC_1515,42.727,330,185,3,1,330,1,326,2.83e-85,258
BME_RS09860,CC_1825,43.333,90,48,1,30,116,68,157,6.95e-19,76.6
BME_RS09865,CC_0167,42.373,118,62,2,82,194,155,271,4.87e-23,90.5
BME_RS09870,CC_0140,60.800,500,194,2,1,500,1,498,0.0,553
BME_RS09875,CC_0141,56.129,310,135,1,1,309,1,310,2.29e-125,358
BME_RS09880,CC_0820,33.214,280,181,4,14,291,13,288,1.63e-35,126
BME_RS09890,CC_0105,49.784,231,112,1,9,235,3,233,1.63e-66,202
BME_RS09900,CC_0011,57.480,381,152,3,4,375,3,382,8.77e-154,436
BME_RS09910,CC_0010,75.824,637,148,2,1,637,1,631,0.0,994
BME_RS09915,CC_1225,24.545,330,235,6,4,323,36,361,5.23e-22,92.0
BME_RS09920,CC_1043,50.879,796,369,11,1,787,1,783,0.0,693
BME_RS09925,CC_1044,58.152,368,143,2,1,368,1,357,3.95e-161,452
BME_RS09935,CC_1045,70.085,117,35,0,1,117,1,117,1.93e-53,161
BME_RS09940,CC_1046,62.121,66,25,0,1,66,1,66,4.69e-26,87.4
BME_RS09950,CC_1049,72.515,171,47,0,8,178,3,173,4.58e-77,224
BME_RS09960,CC_1053,51.020,245,113,4,16,257,12,252,2.05e-72,220
BME_RS09980,CC_0251,32.127,221,141,3,35,250,21,237,2.61e-31,112
BME_RS09990,CC_3545,49.524,210,105,1,6,214,9,218,3.00e-67,203
BME_RS09995,CC_3544,71.182,406,117,0,1,406,5,410,0.0,600
BME_RS10005,CC_3543,54.435,248,109,3,4,248,5,251,3.48e-75,228
BME_RS10010,CC_3542,57.554,278,116,2,2,279,23,298,2.31e-111,322
BME_RS10015,CC_3541,50.698,430,199,7,7,434,10,428,8.08e-114,338
BME_RS10020,CC_3539,52.941,102,48,0,1,102,1,102,1.46e-42,132
BME_RS10025,CC_3538,38.814,894,501,18,13,878,53,928,5.62e-150,479
BME_RS10030,CC_3537,36.648,1056,573,23,12,1047,14,993,5.69e-149,467
BME_RS10035,CC_3536,42.174,230,128,2,2,227,3,231,1.11e-47,155
BME_RS10040,CC_3535,34.444,360,207,10,153,495,6,353,8.81e-44,155
BME_RS10045,CC_3484,36.244,607,356,9,234,826,166,755,2.07e-111,355
BME_RS10050,CC_0257,73.102,461,124,0,6,466,3,463,0.0,691
BME_RS10055,CC_0241,55.814,86,38,0,18,103,6,91,1.74e-29,98.6
BME_RS10060,CC_0240,66.418,134,44,1,1,133,13,146,6.48e-59,176
BME_RS10065,CC_0239,43.038,79,39,1,8,86,5,77,1.19e-09,50.8
BME_RS10070,CC_0238,40.998,561,271,7,43,598,25,530,6.00e-118,358
BME_RS10075,CC_0237,66.524,233,76,1,9,239,3,235,4.24e-112,318
BME_RS10090,CC_1214,50.714,140,67,2,7,145,4,142,6.39e-39,125
BME_RS10100,CC_3738,46.296,108,52,3,1,104,1,106,3.01e-18,70.9
BME_RS10105,CC_3737,69.231,260,75,2,3,261,2,257,5.39e-128,360
BME_RS10110,CC_3736,59.746,236,95,0,1,236,1,236,8.76e-96,277
BME_RS10115,CC_3735,53.271,214,96,2,3,216,4,213,1.99e-74,221
BME_RS10125,CC_3734,55.670,194,86,0,7,200,3,196,4.30e-77,226
BME_RS10130,CC_3727,71.751,177,45,1,10,181,12,188,1.20e-88,255
BME_RS10135,CC_3728,70.276,434,125,3,1,434,1,430,0.0,559
BME_RS10150,CC_3739,36.066,183,104,4,6,179,11,189,3.71e-25,93.6
BME_RS10155,CC_3740,31.356,354,216,9,16,364,63,394,5.83e-34,126
BME_RS10160,CC_3741,32.420,219,115,5,6,224,41,226,1.46e-28,105
BME_RS10170,CC_3742,43.038,158,90,0,1,158,1,158,1.30e-44,141
BME_RS10175,CC_0005,49.356,233,111,4,2,232,3,230,1.04e-69,211
BME_RS10180,CC_0004,58.031,193,79,1,1,191,24,216,2.73e-73,218
BME_RS10185,CC_0003,46.718,259,133,4,14,270,14,269,2.05e-57,183
BME_RS10190,CC_0002,47.340,188,98,1,5,192,6,192,7.62e-55,170
BME_RS10195,CC_0001,49.077,271,137,1,3,273,39,308,1.79e-85,255
BME_RS10210,CC_0691,32.432,185,116,4,17,197,18,197,8.79e-24,91.7
BME_RS10215,CC_3134,37.719,228,128,5,24,244,39,259,5.66e-36,131
BME_RS10220,CC_0329,40.659,182,108,0,9,190,3,184,1.19e-31,112
BME_RS10225,CC_0328,30.924,249,161,5,2,243,5,249,1.26e-21,87.4
BME_RS10230,CC_1060,53.242,293,126,3,6,291,4,292,4.10e-114,329
BME_RS10240,CC_1495,27.751,209,145,2,8,210,8,216,1.85e-17,74.7
BME_RS10245,CC_1512,46.259,147,77,1,46,192,69,213,9.54e-37,134
BME_RS10250,CC_3315,38.066,486,283,5,1,472,1,482,3.75e-100,306
BME_RS10255,CC_3313,45.854,591,309,6,33,618,11,595,1.43e-169,493
BME_RS10260,CC_2953,44.262,244,130,3,134,372,272,514,2.78e-52,179
BME_RS10265,CC_2952,33.607,122,80,1,97,218,105,225,1.89e-08,50.1
BME_RS10280,CC_3762,29.321,324,211,10,27,345,4,314,5.45e-23,95.1
BME_RS10285,CC_3375,58.442,308,123,1,19,326,3,305,2.91e-123,353
BME_RS10295,CC_2263,54.082,294,134,1,38,331,24,316,2.23e-105,308
BME_RS10300,CC_0163,23.889,360,242,11,138,481,81,424,4.31e-11,61.6
BME_RS10305,CC_3637,57.762,277,116,1,4,279,1,277,2.72e-121,346
BME_RS10310,CC_3322,43.617,376,199,8,40,410,59,426,4.32e-84,261
BME_RS10330,CC_2419,35.105,809,478,12,14,815,18,786,9.56e-157,474
BME_RS10355,CC_2421,28.511,235,141,5,25,257,28,237,1.05e-19,83.2
BME_RS10360,CC_2422,37.611,226,137,3,149,374,157,378,3.32e-44,154
BME_RS10365,CC_2423,39.441,322,183,7,24,344,10,320,1.72e-64,205
BME_RS10380,CC_0426,23.450,371,232,9,1,341,34,382,3.96e-15,74.3
BME_RS10385,CC_3606,37.882,491,271,11,3,480,4,473,2.43e-73,236
BME_RS10390,CC_3607,45.020,1526,775,24,47,1565,21,1489,0.0,1197
BME_RS10395,CC_3093,34.203,345,207,6,3,345,10,336,1.25e-44,153
BME_RS10400,CC_2258,55.479,146,63,1,1,146,1,144,1.14e-53,164
BME_RS10410,CC_2253,29.245,318,219,4,12,329,14,325,6.03e-36,129
BME_RS10415,CC_2252,45.749,247,122,4,6,241,13,258,1.20e-64,200
BME_RS10420,CC_0743,46.183,262,138,1,25,283,15,276,7.42e-75,228
BME_RS10425,CC_0744,62.185,119,44,1,1,119,1,118,1.49e-46,143
BME_RS10430,CC_t06,100.000,25,0,0,1,25,1,25,3.87e-11,47.0
BME_RS10435,CC_0758,42.188,192,110,1,9,200,5,195,2.25e-45,146
BME_RS10440,CC_0759,34.979,243,157,1,111,352,251,493,2.49e-37,137
BME_RS10460,CC_1592,23.065,620,362,17,126,732,89,606,1.04e-18,87.8
BME_RS10470,CC_0003,31.698,265,163,5,3,257,5,261,6.10e-14,67.0
BME_RS10475,CC_1729,48.028,431,211,4,1,421,1,428,8.55e-116,342
BME_RS10480,CC_1726,38.188,309,166,5,38,345,35,319,1.90e-48,171
BME_RS10485,CC_1286,37.052,251,147,5,4,247,11,257,1.27e-37,129
BME_RS10490,CC_1675,33.333,222,142,4,27,244,26,245,1.52e-35,124
BME_RS10500,CC_3600,29.148,223,155,2,16,236,20,241,1.86e-35,123
BME_RS10505,CC_3600,33.333,249,147,3,4,247,9,243,1.35e-38,132
BME_RS10530,CC_0986,30.455,220,139,4,13,228,8,217,3.00e-17,75.5
BME_RS10535,CC_3252,40.845,213,122,3,2,211,3,214,1.13e-35,122
BME_RS10540,CC_3253,40.000,155,79,3,1,148,12,159,6.94e-28,99.8
BME_RS10555,CC_2748,32.877,146,87,3,101,237,100,243,1.63e-18,80.1
BME_RS10565,CC_1895,27.869,244,153,5,164,387,266,506,7.54e-17,79.0
BME_RS10570,CC_0966,27.255,510,347,13,34,530,20,518,1.60e-41,153
BME_RS10575,CC_1170,29.605,152,86,5,71,208,58,202,3.94e-10,55.5
BME_RS10580,CC_1816,35.200,250,142,4,18,256,10,250,1.09e-29,113
BME_RS10605,CC_0860,34.568,486,302,6,26,504,9,485,4.36e-80,256
BME_RS10620,CC_2615,35.252,278,170,7,4,275,6,279,1.43e-41,144
BME_RS10625,CC_0950,38.361,305,182,3,8,310,1,301,5.40e-45,152
BME_RS10640,CC_3752,42.353,85,48,1,79,162,55,139,7.24e-12,62.0
BME_RS10645,CC_3753,33.908,174,102,4,117,288,6,168,4.18e-22,92.0
BME_RS10655,CC_1411,44.027,452,248,2,1,448,2,452,3.80e-129,378
BME_RS10660,CC_2726,41.653,605,309,12,48,622,81,671,4.34e-120,369
BME_RS10665,CC_3600,27.350,234,166,4,10,241,11,242,2.38e-30,110
BME_RS10670,CC_3600,32.121,165,106,2,1,164,85,244,1.02e-19,80.1
BME_RS10690,CC_2399,32.773,119,76,3,140,255,194,311,2.38e-10,56.6
