C_crescentus|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_1845,BAB_RS29475,43.373,83,47,0,21,103,8,90,6.61e-21,77.4
CC_1846,BAB_RS16460,28.729,181,123,4,43,218,38,217,9.65e-15,68.2
CC_1847,BAB_RS20510,51.538,520,203,10,1,512,1,479,7.51e-162,465
CC_1849,BAB_RS31140,42.605,453,249,4,19,471,16,457,3.80e-125,370
CC_1850,BAB_RS29325,34.637,179,105,4,169,341,280,452,3.10e-22,94.0
CC_1851,BAB_RS31280,35.741,263,157,3,6,267,31,282,3.55e-34,121
CC_1856,BAB_RS25440,32.340,235,157,2,7,240,5,238,5.40e-40,136
CC_1858,BAB_RS20515,53.000,100,46,1,1,100,17,115,3.42e-35,114
CC_1859,BAB_RS20490,59.091,110,45,0,9,118,30,139,3.35e-47,145
CC_1860,BAB_RS20485,60.546,403,157,2,7,407,11,413,0.0,511
CC_1861,BAB_RS20480,31.608,367,203,6,5,324,42,407,3.52e-46,159
CC_1862,BAB_RS20475,63.745,251,89,1,1,249,1,251,1.73e-116,330
CC_1864,BAB_RS20470,74.213,508,111,4,1,489,1,507,0.0,801
CC_1865,BAB_RS20465,43.570,381,198,6,8,376,8,383,7.88e-79,244
CC_1866,BAB_RS31475,31.852,135,87,3,3,136,2,132,1.19e-15,66.6
CC_1867,BAB_RS20460,59.434,212,86,0,66,277,1,212,1.75e-95,277
CC_1869,BAB_RS20450,38.965,367,215,4,17,378,6,368,4.51e-75,234
CC_1870,BAB_RS20445,57.108,415,177,1,5,418,2,416,2.04e-172,485
CC_1871,BAB_RS20435,58.000,150,63,0,3,152,5,154,6.72e-64,189
CC_1872,BAB_RS19280,37.671,146,88,2,241,383,393,538,3.67e-22,94.7
CC_1874,BAB_RS20400,61.290,341,129,1,29,369,1,338,3.63e-154,434
CC_1875,BAB_RS20395,46.429,784,357,16,5,736,10,782,0.0,664
CC_1876,BAB_RS20390,36.364,396,220,11,17,387,22,410,2.44e-60,197
CC_1877,BAB_RS20380,61.538,442,167,2,128,566,199,640,1.73e-176,531
CC_1878,BAB_RS20370,34.071,452,287,5,47,489,20,469,1.79e-70,229
CC_1879,BAB_RS20365,36.471,255,132,10,4,231,1,252,3.63e-37,128
CC_1880,BAB_RS16930,43.320,247,139,1,22,267,6,252,3.54e-55,175
CC_1881,BAB_RS16935,37.879,66,40,1,1,66,1,65,9.67e-09,43.5
CC_1882,BAB_RS20360,51.079,139,68,0,1,139,1,139,6.04e-50,154
CC_1883,BAB_RS20355,59.355,155,57,1,16,170,8,156,4.29e-49,152
CC_1884,BAB_RS20350,71.106,443,128,0,1,443,1,443,0.0,654
CC_1885,BAB_RS20345,51.099,182,89,0,10,191,2,183,1.24e-65,197
CC_1886,BAB_RS20340,39.130,115,63,3,105,219,44,151,6.45e-22,85.1
CC_1887,BAB_RS20335,45.370,108,52,2,1,104,30,134,4.46e-29,99.0
CC_1889,BAB_RS21015,31.603,867,425,23,141,878,288,1115,5.67e-101,339
CC_1892,BAB_RS19625,63.711,609,199,4,1,605,1,591,0.0,816
CC_1893,BAB_RS21480,52.049,244,116,1,9,251,6,249,1.16e-79,237
CC_1894,BAB_RS21485,28.893,533,353,7,1,522,1,518,4.77e-49,178
CC_1895,BAB_RS23475,31.646,395,222,8,125,511,158,512,5.71e-44,162
CC_1897,BAB_RS23475,41.538,195,104,5,2,189,531,722,3.93e-38,135
CC_1898,BAB_RS21490,50.595,336,165,1,1,336,1,335,4.38e-108,316
CC_1899,BAB_RS21495,64.615,260,92,0,2,261,3,262,5.79e-116,330
CC_1902,BAB_RS21510,67.347,245,63,4,12,244,1,240,1.94e-107,306
CC_1904,BAB_RS21515,33.333,498,311,9,17,502,58,546,2.27e-45,171
CC_1905,BAB_RS21520,53.992,476,205,5,1,466,1,472,4.98e-170,484
CC_1906,BAB_RS21525,69.464,429,128,2,1,426,1,429,0.0,645
CC_1907,BAB_RS26925,42.308,78,42,2,13,87,275,352,1.45e-10,52.4
CC_1909,BAB_RS21530,35.227,352,205,7,7,345,6,347,3.33e-54,181
CC_1910,BAB_RS21535,40.221,271,158,3,3,271,20,288,2.86e-55,177
CC_1911,BAB_RS21540,44.358,257,143,0,3,259,6,262,2.65e-73,222
CC_1912,BAB_RS21545,47.368,152,78,2,1,152,1,150,1.36e-44,140
CC_1913,BAB_RS21550,40.116,344,197,2,1,335,1,344,1.64e-77,238
CC_1915,BAB_RS21555,37.612,779,462,9,1,768,16,781,1.29e-167,499
CC_1916,BAB_RS21560,37.705,366,203,5,22,384,33,376,1.20e-72,229
CC_1918,BAB_RS21565,38.247,251,134,7,14,254,3,242,8.78e-28,104
CC_1919,BAB_RS21570,49.780,227,114,0,24,250,6,232,3.35e-76,228
CC_1920,BAB_RS21575,58.621,174,72,0,15,188,13,186,1.05e-71,212
CC_1921,BAB_RS21580,54.701,234,106,0,10,243,7,240,2.23e-85,251
CC_1922,BAB_RS21585,57.047,298,123,2,4,301,3,295,4.38e-118,339
CC_1923,BAB_RS21590,71.084,249,71,1,1,248,1,249,1.71e-133,374
CC_1925,BAB_RS21450,46.597,191,100,1,17,207,5,193,9.69e-51,159
CC_1926,BAB_RS19960,51.986,1158,522,13,8,1143,18,1163,0.0,1122
CC_1928,BAB_RS26390,31.385,325,195,11,2,318,4,308,6.24e-34,123
CC_1929,BAB_RS19955,60.731,219,86,0,5,223,6,224,7.42e-91,263
CC_1930,BAB_RS19950,49.061,426,208,5,4,426,18,437,3.38e-137,397
CC_1931,BAB_RS19945,66.743,439,145,1,1,438,1,439,0.0,612
CC_1932,BAB_RS19940,38.554,83,50,1,1,83,1,82,1.37e-14,59.7
CC_1933,BAB_RS19935,52.593,135,61,2,1,133,1,134,2.77e-48,149
CC_1934,BAB_RS19930,46.346,561,295,3,1,559,1,557,2.33e-178,511
CC_1936,BAB_RS19925,39.271,247,136,4,14,250,18,260,1.82e-40,137
CC_1937,BAB_RS19920,47.575,433,221,3,5,435,7,435,2.86e-131,385
CC_1938,BAB_RS19915,64.803,483,166,2,4,485,6,485,0.0,629
CC_1939,BAB_RS19910,54.985,682,263,8,8,679,6,653,0.0,687
CC_1940,BAB_RS19905,77.000,100,23,0,2,101,3,102,7.70e-47,142
CC_1941,BAB_RS19900,60.526,190,75,0,14,203,16,205,1.32e-75,223
CC_1942,BAB_RS19895,76.875,160,36,1,5,163,4,163,2.98e-90,257
CC_1945,BAB_RS19890,61.446,332,95,6,37,355,36,347,1.98e-130,374
CC_1946,BAB_RS19885,63.793,696,240,4,1,686,1,694,0.0,883
CC_1947,BAB_RS19880,72.477,436,119,1,4,439,1,435,0.0,653
CC_1950,BAB_RS19875,55.024,209,83,4,1,201,1,206,1.90e-71,214
CC_1952,BAB_RS19870,77.273,396,88,1,5,398,1,396,0.0,647
CC_1954,BAB_RS19865,69.318,176,53,1,23,197,25,200,5.66e-90,259
CC_1955,BAB_RS19860,87.117,163,21,0,31,193,31,193,2.66e-107,302
CC_1956,BAB_RS19855,71.200,125,32,1,1,125,1,121,3.02e-59,175
CC_1957,BAB_RS21245,61.180,322,124,1,14,334,3,324,3.92e-141,399
CC_1959,BAB_RS21330,48.864,88,45,0,4,91,3,90,4.19e-24,84.3
CC_1960,BAB_RS21335,70.291,791,233,1,9,799,24,812,0.0,1125
CC_1961,BAB_RS21340,80.529,416,79,1,1,414,1,416,0.0,697
CC_1963,BAB_RS21345,77.941,204,45,0,2,205,1,204,2.38e-124,347
CC_1964,BAB_RS20320,44.196,448,244,2,1,445,9,453,4.04e-122,361
CC_1965,BAB_RS20835,45.984,498,244,11,4,479,3,497,1.90e-119,356
CC_1968,BAB_RS20830,77.679,112,25,0,1,112,1,112,3.07e-61,179
CC_1969,BAB_RS20825,68.737,467,146,0,1,467,1,467,0.0,684
CC_1974,BAB_RS29415,66.151,647,208,7,54,695,59,699,0.0,855
CC_1975,BAB_RS21705,73.922,510,133,0,1,510,1,510,0.0,801
CC_1977,BAB_RS20820,39.565,230,137,2,11,239,32,260,2.85e-49,159
CC_1980,BAB_RS20805,45.110,317,166,5,11,319,9,325,5.93e-90,269
CC_1981,BAB_RS28350,38.261,115,70,1,5,118,7,121,1.19e-13,60.1
CC_1983,BAB_RS22795,45.893,560,278,10,1,554,1,541,7.26e-127,380
CC_1984,BAB_RS22800,45.525,257,137,2,8,261,11,267,9.85e-79,238
CC_1985,BAB_RS22805,47.122,278,136,6,1,273,12,283,1.27e-74,226
CC_1987,BAB_RS20290,30.579,242,133,8,10,218,11,250,2.62e-13,64.3
CC_1989,BAB_RS20285,39.640,111,67,0,7,117,18,128,6.12e-18,70.5
CC_1990,BAB_RS22355,46.801,297,154,4,4,298,530,824,9.04e-81,258
CC_1991,BAB_RS22355,42.589,533,293,5,5,532,4,528,4.62e-132,401
CC_1992,BAB_RS20275,47.872,94,48,1,10,102,20,113,1.19e-27,94.4
CC_1993,BAB_RS20270,47.143,280,140,4,13,284,5,284,1.02e-85,255
CC_1996,BAB_RS20265,34.307,274,147,7,334,607,190,430,1.57e-35,135
CC_1997,BAB_RS20255,33.333,198,131,1,23,220,24,220,2.58e-33,116
CC_1998,BAB_RS20250,54.331,254,114,2,1,254,1,252,1.01e-93,273
CC_1999,BAB_RS20245,55.439,478,158,3,1,478,1,423,0.0,512
CC_2001,BAB_RS20240,52.041,294,113,3,5,296,1,268,4.82e-86,256
CC_2002,BAB_RS20235,40.659,91,47,1,4,87,3,93,1.13e-11,57.8
CC_2003,BAB_RS20230,53.521,71,22,3,1,70,1,61,1.11e-10,48.9
CC_2004,BAB_RS20225,52.020,198,88,1,11,208,34,224,2.34e-60,186
CC_2005,BAB_RS20220,47.104,259,123,5,15,268,24,273,2.32e-58,184
CC_2006,BAB_RS20215,50.147,341,161,2,1,337,1,336,8.05e-110,320
CC_2008,BAB_RS20200,52.742,383,177,1,10,388,13,395,2.32e-131,380
CC_2009,BAB_RS20195,55.238,105,47,0,6,110,4,108,2.09e-40,126
CC_2011,BAB_RS20185,59.690,258,100,2,1,257,1,255,9.02e-110,314
CC_2013,BAB_RS16270,28.022,182,125,3,16,194,19,197,2.51e-17,73.9
CC_2015,BAB_RS30220,34.559,136,87,1,5,138,2,137,6.28e-13,64.7
CC_2016,BAB_RS29520,27.823,248,161,6,9,252,5,238,3.29e-17,76.6
CC_2020,BAB_RS17685,28.297,417,259,11,55,441,2,408,8.00e-23,97.1
CC_2031,BAB_RS27660,37.662,77,43,2,97,171,76,149,2.14e-08,49.3
CC_2039,BAB_RS24145,25.980,204,149,2,86,288,102,304,2.42e-10,57.4
CC_2040,BAB_RS28310,54.338,876,333,7,7,857,16,849,0.0,912
CC_2041,BAB_RS28315,51.923,208,98,2,26,232,29,235,3.02e-65,199
CC_2042,BAB_RS28220,46.154,117,57,3,7,121,6,118,1.03e-30,103
CC_2043,BAB_RS20420,44.928,138,72,3,30,164,1,137,2.50e-31,107
CC_2045,BAB_RS28330,24.318,880,522,30,162,969,101,908,9.56e-30,123
CC_2047,BAB_RS29450,38.943,511,306,4,10,519,359,864,2.26e-109,343
CC_2049,BAB_RS28450,28.883,367,234,10,42,397,32,382,9.81e-36,131
CC_2050,BAB_RS30100,29.551,379,252,6,3,373,2,373,1.95e-37,135
CC_2051,BAB_RS24320,49.263,475,240,1,1,474,1,475,1.09e-157,452
CC_2053,BAB_RS16880,44.277,332,183,1,4,335,7,336,2.95e-97,288
CC_2054,BAB_RS31095,36.392,316,195,4,11,324,16,327,4.22e-56,182
CC_2055,BAB_RS28555,60.535,598,233,2,7,601,10,607,0.0,736
CC_2056,BAB_RS28560,36.797,231,139,3,6,231,3,231,2.08e-40,135
CC_2057,BAB_RS28565,50.418,478,225,7,2,471,14,487,2.70e-153,442
CC_2063,BAB_RS26970,33.865,251,148,4,2,245,3,242,3.22e-36,125
CC_2064,BAB_RS27075,54.440,259,118,0,1,259,1,259,3.21e-90,265
CC_2066,BAB_RS27100,44.398,241,127,4,5,244,8,242,9.90e-59,183
CC_2068,BAB_RS18125,70.016,627,188,0,5,631,6,632,0.0,879
CC_2069,BAB_RS24430,50.943,265,127,2,32,294,41,304,3.23e-71,219
CC_2070,BAB_RS18100,54.321,81,34,2,1,80,2,80,2.86e-23,81.6
CC_2072,BAB_RS18095,45.695,302,154,3,2,293,12,313,8.93e-82,246
CC_2080,BAB_RS30025,41.818,55,32,0,14,68,11,65,3.57e-08,48.9
CC_2082,BAB_RS16990,24.430,307,179,11,26,290,52,347,1.42e-11,61.6
CC_2084,BAB_RS20170,48.768,203,91,2,3,192,7,209,1.00e-61,188
CC_2088,BAB_RS23125,32.738,168,102,6,1,165,2,161,5.02e-14,64.7
CC_2091,BAB_RS23985,40.948,232,131,3,19,246,16,245,2.23e-45,152
CC_2092,BAB_RS23990,26.277,274,166,5,6,261,25,280,1.75e-14,70.1
CC_2093,BAB_RS21405,31.088,193,123,1,4,196,1,183,5.29e-24,94.7
CC_2095,BAB_RS16185,44.892,372,175,6,12,365,13,372,3.13e-102,303
CC_2096,BAB_RS27635,30.857,175,116,3,11,184,11,181,6.92e-15,67.8
CC_2097,BAB_RS22655,57.447,235,100,0,60,294,63,297,5.17e-87,259
CC_2098,BAB_RS22650,45.172,290,157,2,3,290,2,291,2.75e-60,191
CC_2100,BAB_RS22645,69.060,585,177,2,1,582,24,607,0.0,874
CC_2101,BAB_RS22640,55.435,184,76,1,8,185,7,190,2.21e-67,201
CC_2102,BAB_RS22710,40.957,188,77,5,8,162,3,189,7.87e-40,130
CC_2103,BAB_RS24260,38.889,126,76,1,28,153,11,135,2.87e-26,93.6
CC_2105,BAB_RS27740,30.102,196,117,7,97,287,7,187,2.97e-12,65.9
CC_2109,BAB_RS27260,70.563,462,136,0,1,462,1,462,0.0,681
CC_2113,BAB_RS17960,52.000,325,156,0,12,336,12,336,1.52e-110,322
CC_2114,BAB_RS17950,32.911,237,149,5,18,245,24,259,4.50e-19,80.5
CC_2120,BAB_RS22610,73.746,339,89,0,1,339,1,339,0.0,512
CC_2122,BAB_RS21695,48.925,186,87,4,2,185,1,180,8.24e-51,158
CC_2124,BAB_RS22690,73.004,263,70,1,18,279,2,264,1.44e-145,405
CC_2125,BAB_RS29520,38.498,213,128,2,1,210,5,217,8.01e-37,129
CC_2126,BAB_RS22685,48.538,171,87,1,1,171,1,170,7.24e-54,165
CC_2128,BAB_RS31355,40.152,132,69,6,7,136,10,133,4.88e-16,73.6
CC_2129,BAB_RS27965,39.496,238,121,7,3,222,1,233,4.51e-42,147
CC_2131,BAB_RS28450,36.715,207,119,5,52,251,44,245,3.54e-33,124
CC_2134,BAB_RS22900,41.969,193,107,2,60,248,41,232,6.36e-46,150
CC_2137,BAB_RS16805,67.076,896,283,6,9,898,372,1261,0.0,1204
CC_2138,BAB_RS16805,54.467,347,156,2,11,357,22,366,3.47e-118,367
CC_2140,BAB_RS22925,59.310,290,115,1,24,313,17,303,1.34e-123,353
CC_2141,BAB_RS22930,45.912,318,169,1,1,315,4,321,4.12e-96,285
CC_2147,BAB_RS27575,36.822,258,161,2,62,317,56,313,2.09e-48,161
CC_2148,BAB_RS22950,67.086,556,175,4,1,555,1,549,0.0,758
CC_2150,BAB_RS19190,46.429,224,114,2,21,242,17,236,1.95e-64,198
CC_2156,BAB_RS21615,52.577,388,176,4,2,383,9,394,7.52e-146,416
CC_2157,BAB_RS21610,36.214,243,140,6,15,255,10,239,5.56e-34,120
CC_2158,BAB_RS21605,48.507,134,67,2,2,134,21,153,1.26e-36,119
CC_2161,BAB_RS21635,40.381,473,232,12,2,433,5,468,2.60e-96,294
CC_2162,BAB_RS22600,54.115,401,179,4,22,419,3,401,2.58e-153,437
CC_2166,BAB_RS17645,42.105,285,154,5,6,285,3,281,5.37e-65,202
CC_2167,BAB_RS21645,49.315,146,55,6,1,130,1,143,2.12e-36,119
CC_2168,BAB_RS16015,54.476,659,283,8,1,650,19,669,0.0,600
CC_2169,BAB_RS16005,38.281,256,156,2,5,260,7,260,6.27e-54,172
CC_2170,BAB_RS16020,68.785,535,162,1,1,530,1,535,0.0,749
CC_2171,BAB_RS21180,29.749,279,185,6,316,586,34,309,1.38e-25,104
CC_2172,BAB_RS16025,71.008,238,67,1,141,376,3,240,3.94e-117,337
CC_2174,BAB_RS28080,30.435,437,269,11,65,483,39,458,1.44e-54,186
CC_2175,BAB_RS26940,33.735,83,52,1,1,83,21,100,7.13e-11,51.6
CC_2176,BAB_RS29425,67.123,219,67,1,5,218,30,248,9.14e-105,300
CC_2179,BAB_RS21710,57.292,672,277,5,1,668,1,666,0.0,748
CC_2183,BAB_RS30105,51.282,117,56,1,27,142,11,127,2.92e-33,112
CC_2185,BAB_RS20060,46.369,179,92,3,12,188,8,184,8.92e-53,164
CC_2187,BAB_RS30385,40.909,330,160,11,10,327,27,333,6.21e-52,172
CC_2194,BAB_RS22470,23.129,588,320,21,32,592,31,513,2.60e-21,95.1
CC_2195,BAB_RS23850,38.919,185,110,3,1,182,1,185,1.83e-39,130
CC_2196,BAB_RS23855,40.940,149,85,3,58,205,24,170,1.76e-27,99.8
CC_2198,BAB_RS19000,23.789,475,302,20,45,491,16,458,6.69e-12,64.7
CC_2200,BAB_RS23860,67.797,177,57,0,10,186,13,189,1.54e-89,257
CC_2201,BAB_RS23865,47.317,205,106,2,10,213,10,213,1.22e-46,150
CC_2202,BAB_RS18690,48.125,160,75,3,1,159,1,153,2.69e-40,130
CC_2205,BAB_RS23870,47.959,294,127,7,4,278,5,291,1.80e-82,246
CC_2209,BAB_RS25180,30.435,207,138,4,2,204,42,246,2.87e-16,71.6
CC_2210,BAB_RS25370,39.259,135,73,4,76,204,102,233,8.49e-26,97.1
CC_2211,BAB_RS25375,65.611,442,152,0,1,442,23,464,0.0,593
CC_2213,BAB_RS25385,55.294,425,182,4,1,421,1,421,2.41e-151,432
CC_2214,BAB_RS25395,35.714,168,103,2,8,173,10,174,2.19e-25,93.2
CC_2216,BAB_RS25455,59.070,215,88,0,1,215,1,215,9.62e-93,268
CC_2217,BAB_RS25450,34.043,235,155,0,9,243,28,262,4.12e-41,142
CC_2218,BAB_RS25445,37.895,190,113,3,7,192,103,291,1.33e-37,129
CC_2219,BAB_RS25440,40.090,222,131,2,1,220,2,223,6.56e-50,160
CC_2220,BAB_RS25420,48.851,174,89,0,5,178,3,176,1.58e-53,165
CC_2223,BAB_RS25405,50.562,356,176,0,2,357,12,367,3.56e-119,346
CC_2224,BAB_RS25410,57.333,300,125,1,8,307,6,302,8.74e-122,349
CC_2225,BAB_RS25550,37.387,222,136,2,24,243,2,222,1.55e-51,166
CC_2237,BAB_RS17540,52.646,359,142,5,31,362,6,363,1.21e-122,355
CC_2238,BAB_RS17530,57.761,393,165,1,13,404,4,396,3.28e-164,463
CC_2239,BAB_RS17525,48.837,129,66,0,26,154,2,130,3.03e-37,121
CC_2241,BAB_RS17520,42.628,312,152,5,12,299,27,335,7.82e-80,242
CC_2242,BAB_RS17515,56.721,305,123,4,5,307,8,305,1.23e-117,338
CC_2243,BAB_RS17510,55.102,392,174,2,6,397,2,391,1.24e-159,452
CC_2245,BAB_RS17505,45.810,179,78,4,18,177,1,179,8.96e-42,135
CC_2246,BAB_RS28635,46.640,506,245,6,2,484,5,508,5.04e-136,400
CC_2248,BAB_RS20265,38.298,94,58,0,163,256,334,427,3.04e-16,74.3
CC_2249,BAB_RS29960,31.707,123,78,2,6,128,3,119,1.67e-10,54.7
CC_2250,BAB_RS20080,30.108,279,188,2,23,295,30,307,2.78e-45,152
CC_2251,BAB_RS26215,39.535,129,71,2,6,127,9,137,2.37e-28,98.2
CC_2252,BAB_RS26585,45.749,247,122,4,13,258,6,241,7.39e-64,198
CC_2253,BAB_RS26590,29.560,318,218,4,14,325,12,329,2.35e-36,130
CC_2258,BAB_RS26600,55.479,146,63,1,1,144,1,146,8.85e-54,164
CC_2261,BAB_RS31110,46.009,213,93,2,3,215,4,194,1.12e-54,171
CC_2263,BAB_RS26705,54.082,294,134,1,24,316,38,331,1.69e-105,308
CC_2264,BAB_RS24060,27.442,430,260,17,26,430,18,420,3.38e-20,89.7
CC_2268,BAB_RS31185,66.505,206,69,0,4,209,3,208,1.83e-101,289
CC_2269,BAB_RS17740,25.575,391,245,16,183,538,8,387,1.83e-09,57.4
CC_2270,BAB_RS17735,36.601,153,87,3,4,146,10,162,1.80e-18,77.8
CC_2271,BAB_RS21020,43.972,141,78,1,22,161,19,159,6.26e-33,112
CC_2272,BAB_RS16695,34.579,107,64,3,117,223,130,230,9.76e-12,59.7
CC_2274,BAB_RS24665,61.245,498,193,0,1,498,1,498,0.0,634
CC_2277,BAB_RS20495,25.379,264,166,7,3,243,5,260,2.14e-15,72.0
CC_2284,BAB_RS27570,29.912,341,213,9,33,360,6,333,9.83e-26,102
CC_2290,BAB_RS32270,68.421,152,48,0,89,240,162,313,1.16e-71,221
CC_2291,BAB_RS32270,70.270,74,22,0,15,88,1,74,1.35e-31,108
CC_2294,BAB_RS23045,35.246,244,145,4,13,246,9,249,3.58e-35,122
CC_2299,BAB_RS17460,22.857,560,361,15,74,594,52,579,2.02e-21,94.7
CC_2300,BAB_RS20865,66.519,451,149,2,1,451,1,449,0.0,622
CC_2302,BAB_RS20860,53.304,454,206,3,1,453,1,449,1.77e-169,482
CC_2303,BAB_RS20850,47.345,226,111,4,4,222,2,226,5.15e-55,172
CC_2304,BAB_RS29460,49.558,452,223,2,10,457,4,454,1.12e-141,410
CC_2305,BAB_RS20845,42.439,205,118,0,12,216,10,214,2.65e-48,155
CC_2306,BAB_RS26425,32.973,185,107,6,8,186,18,191,9.41e-15,68.6
CC_2309,BAB_RS20030,25.424,177,122,5,36,203,23,198,8.12e-08,47.8
CC_2312,BAB_RS24255,42.079,202,116,1,23,224,1,201,1.79e-43,144
CC_2314,BAB_RS23570,50.000,256,127,1,6,260,14,269,2.82e-79,237
CC_2316,BAB_RS16880,39.420,345,195,4,5,349,9,339,1.35e-75,233
CC_2318,BAB_RS20900,38.211,369,218,4,11,370,23,390,7.75e-72,226
CC_2319,BAB_RS20905,48.971,243,124,0,21,263,24,266,9.30e-72,219
CC_2320,BAB_RS20910,26.935,323,213,6,1,304,1,319,4.74e-31,115
CC_2322,BAB_RS29340,28.495,186,104,5,10,179,18,190,1.08e-10,56.6
CC_2324,BAB_RS18995,30.833,240,151,6,209,441,535,766,1.63e-22,98.6
CC_2325,BAB_RS31225,32.333,300,196,4,2,299,53,347,2.54e-42,150
CC_2328,BAB_RS28450,44.619,381,200,4,13,387,11,386,1.20e-112,331
CC_2330,BAB_RS26215,41.538,130,71,1,8,132,6,135,2.12e-36,118
CC_2331,BAB_RS21330,48.913,92,46,1,1,92,1,91,1.19e-20,75.5
CC_2333,BAB_RS19015,31.720,186,114,4,281,462,103,279,3.16e-22,93.2
CC_2335,BAB_RS23965,50.000,140,64,3,1,139,1,135,4.58e-34,114
CC_2336,BAB_RS24105,42.857,231,125,3,70,300,7,230,1.07e-48,159
CC_2337,BAB_RS18225,35.052,194,118,3,13,203,6,194,1.34e-21,87.8
CC_2340,BAB_RS17260,53.191,47,19,1,5,48,24,70,2.15e-13,55.1
CC_2341,BAB_RS20380,31.356,118,78,2,162,276,412,529,2.99e-09,55.1
CC_2342,BAB_RS17265,58.639,191,73,1,7,191,7,197,1.47e-72,215
CC_2343,BAB_RS17270,91.667,72,6,0,1,72,1,72,2.15e-46,139
CC_2344,BAB_RS17275,46.099,141,72,2,5,145,19,155,1.09e-37,123
CC_2345,BAB_RS17280,54.321,162,69,4,1,159,1,160,1.69e-60,181
CC_2346,BAB_RS17285,58.670,421,171,2,7,424,8,428,1.80e-170,481
CC_2349,BAB_RS17290,36.620,142,84,2,26,162,4,144,1.13e-28,100
CC_2350,BAB_RS17295,58.741,429,171,1,1,423,1,429,9.59e-166,469
CC_2352,BAB_RS23145,30.534,262,177,3,8,264,5,266,3.92e-32,117
CC_2353,BAB_RS24270,29.859,355,188,11,1,323,9,334,2.45e-29,111
CC_2354,BAB_RS27025,39.713,418,245,4,6,419,12,426,1.64e-93,285
CC_2355,BAB_RS16880,40.476,336,197,2,28,361,6,340,1.94e-69,218
CC_2368,BAB_RS16310,33.654,104,64,2,63,166,1,99,3.55e-14,62.0
CC_2369,BAB_RS29015,57.626,1213,481,11,5,1195,1,1202,0.0,1342
CC_2371,BAB_RS18460,43.860,114,62,2,4,117,2,113,6.73e-22,88.2
CC_2372,BAB_RS28295,69.688,320,97,0,1,320,1,320,4.27e-157,439
CC_2373,BAB_RS21715,28.118,473,301,8,16,451,5,475,3.58e-47,170
CC_2374,BAB_RS21715,60.955,712,271,4,2,709,4,712,0.0,863
CC_2378,BAB_RS29665,31.529,314,190,7,6,312,20,315,2.16e-34,125
CC_2379,BAB_RS29650,59.540,435,174,2,1,434,1,434,1.31e-178,504
CC_2382,BAB_RS29650,59.633,436,174,2,1,435,1,435,1.13e-178,504
CC_2383,BAB_RS29660,50.476,315,155,1,2,315,4,318,7.23e-109,317
CC_2384,BAB_RS19755,44.845,194,99,3,1,188,321,512,9.94e-53,172
CC_2390,BAB_RS17475,26.190,1050,685,23,41,1048,23,1024,6.51e-75,265
CC_2392,BAB_RS30940,34.300,207,115,6,12,214,16,205,4.74e-19,79.7
CC_2394,BAB_RS22980,24.834,302,180,9,48,308,70,365,9.09e-15,70.9
CC_2395,BAB_RS31255,27.801,241,159,5,20,260,185,410,9.37e-20,85.1
CC_2396,BAB_RS16530,35.580,371,228,8,1,363,1,368,3.85e-65,208
CC_2397,BAB_RS29045,36.943,471,275,10,14,470,11,473,6.62e-79,251
CC_2399,BAB_RS31650,26.103,272,184,5,48,309,52,316,1.24e-19,84.3
CC_2400,BAB_RS17460,30.250,519,295,15,26,487,73,581,2.11e-52,183
CC_2401,BAB_RS26345,26.744,258,181,2,4,261,2,251,4.27e-28,105
CC_2402,BAB_RS25670,35.667,457,282,5,8,457,37,488,1.07e-75,243
CC_2403,BAB_RS29195,29.433,282,186,4,8,279,22,300,6.04e-35,124
CC_2404,BAB_RS29190,59.621,317,127,1,1,317,1,316,5.87e-138,396
CC_2405,BAB_RS29205,51.142,219,103,2,1,217,1,217,2.34e-71,215
CC_2406,BAB_RS29210,45.813,203,108,1,7,209,15,215,2.74e-62,190
CC_2407,BAB_RS29215,66.416,399,107,2,1,398,1,373,0.0,513
CC_2408,BAB_RS29170,47.009,234,119,3,2,231,9,241,8.34e-66,201
CC_2409,BAB_RS29165,41.346,208,98,7,21,216,10,205,2.01e-39,131
CC_2410,BAB_RS29160,33.227,313,191,9,15,323,24,322,1.79e-30,116
CC_2411,BAB_RS29180,34.940,249,154,7,20,263,21,266,4.43e-39,137
CC_2412,BAB_RS29715,29.659,381,213,13,63,403,67,432,1.25e-23,98.6
CC_2416,BAB_RS19120,31.783,129,60,3,107,207,534,662,1.82e-10,56.6
CC_2419,BAB_RS26670,35.105,809,478,12,18,786,14,815,9.51e-158,476
CC_2421,BAB_RS26645,28.926,242,131,7,28,237,29,261,3.06e-18,78.6
CC_2422,BAB_RS26640,37.611,226,137,3,157,378,157,382,3.38e-44,154
CC_2423,BAB_RS26635,40.411,292,165,6,10,293,24,314,5.60e-60,192
CC_2425,BAB_RS19755,38.320,381,225,4,138,510,133,511,2.03e-82,262
CC_2429,BAB_RS26855,31.472,197,107,9,170,352,182,364,1.39e-11,62.4
CC_2432,BAB_RS19765,33.051,118,76,2,54,170,51,166,1.34e-10,55.5
CC_2433,BAB_RS19060,35.938,64,40,1,26,89,20,82,3.97e-10,48.5
CC_2434,BAB_RS19045,55.833,240,98,2,2,241,5,236,4.73e-96,278
CC_2435,BAB_RS29670,34.314,102,37,3,96,197,44,115,1.65e-08,47.8
