O_anthropi|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS20975,OANT_RS20975,100.000,329,0,0,1,329,1,329,0.0,671
OANT_RS20980,OANT_RS20980,100.000,257,0,0,1,257,1,257,0.0,509
OANT_RS20985,OANT_RS20985,100.000,330,0,0,1,330,1,330,0.0,669
OANT_RS20990,OANT_RS20990,100.000,213,0,0,1,213,1,213,1.06e-152,419
OANT_RS21005,OANT_RS21005,100.000,215,0,0,1,215,1,215,1.31e-156,429
OANT_RS21010,OANT_RS21010,100.000,241,0,0,1,241,1,241,0.0,503
OANT_RS21015,OANT_RS21015,100.000,419,0,0,1,419,1,419,0.0,855
OANT_RS21020,OANT_RS21020,100.000,256,0,0,1,256,1,256,0.0,516
OANT_RS21025,OANT_RS21025,100.000,218,0,0,1,218,1,218,8.15e-159,435
OANT_RS21030,OANT_RS21030,100.000,237,0,0,1,237,1,237,2.78e-177,483
OANT_RS21035,OANT_RS21035,100.000,277,0,0,1,277,1,277,0.0,566
OANT_RS21040,OANT_RS21040,100.000,154,0,0,1,154,1,154,1.35e-109,305
OANT_RS21045,OANT_RS21045,100.000,304,0,0,1,304,1,304,0.0,622
OANT_RS21050,OANT_RS21050,100.000,583,0,0,1,583,1,583,0.0,1193
OANT_RS21055,OANT_RS21055,100.000,348,0,0,1,348,1,348,0.0,682
OANT_RS21060,OANT_RS21060,100.000,335,0,0,1,335,1,335,0.0,642
OANT_RS21065,OANT_RS21065,100.000,320,0,0,1,320,1,320,0.0,650
OANT_RS21070,OANT_RS21070,100.000,264,0,0,1,264,1,264,0.0,534
OANT_RS21075,OANT_RS21075,100.000,265,0,0,1,265,1,265,0.0,539
OANT_RS21080,OANT_RS21080,100.000,694,0,0,1,694,1,694,0.0,1424
OANT_RS21085,OANT_RS21085,100.000,434,0,0,1,434,1,434,0.0,882
OANT_RS21090,OANT_RS21090,100.000,76,0,0,1,76,1,76,4.95e-53,156
OANT_RS21095,OANT_RS21095,100.000,224,0,0,1,224,1,224,6.71e-165,451
OANT_RS21100,OANT_RS21100,100.000,324,0,0,1,324,1,324,0.0,662
OANT_RS21105,OANT_RS21105,100.000,166,0,0,1,166,1,166,4.36e-119,330
OANT_RS21110,OANT_RS21110,100.000,425,0,0,1,425,1,425,0.0,820
OANT_RS21115,OANT_RS21115,100.000,358,0,0,1,358,1,358,0.0,719
OANT_RS21120,OANT_RS21120,100.000,405,0,0,1,405,1,405,0.0,835
OANT_RS21125,OANT_RS21125,100.000,488,0,0,1,488,1,488,0.0,995
OANT_RS21130,OANT_RS21130,100.000,178,0,0,1,178,1,178,6.35e-130,359
OANT_RS21135,OANT_RS21135,100.000,410,0,0,1,410,1,410,0.0,838
OANT_RS21140,OANT_RS21140,100.000,119,0,0,1,119,1,119,1.53e-86,244
OANT_RS21145,OANT_RS21145,100.000,701,0,0,1,701,1,701,0.0,1379
OANT_RS21150,OANT_RS21150,100.000,317,0,0,1,317,1,317,0.0,636
OANT_RS21155,OANT_RS21155,100.000,211,0,0,1,211,1,211,5.46e-148,407
OANT_RS21160,OANT_RS21160,100.000,169,0,0,1,169,1,169,3.47e-122,338
OANT_RS21165,OANT_RS21165,100.000,92,0,0,1,92,1,92,2.09e-60,176
OANT_RS21170,OANT_RS21170,100.000,270,0,0,1,270,1,270,0.0,555
OANT_RS21175,OANT_RS21175,100.000,262,0,0,1,262,1,262,0.0,546
OANT_RS21180,OANT_RS21180,100.000,211,0,0,1,211,1,211,3.61e-160,438
OANT_RS21185,OANT_RS21185,100.000,143,0,0,1,143,1,143,2.51e-102,286
OANT_RS21190,OANT_RS21190,100.000,261,0,0,1,261,1,261,0.0,530
OANT_RS21195,OANT_RS21195,100.000,327,0,0,1,327,1,327,0.0,637
OANT_RS21200,OANT_RS21200,100.000,126,0,0,1,126,1,126,3.01e-86,244
OANT_RS21205,OANT_RS21205,100.000,657,0,0,1,657,1,657,0.0,1316
OANT_RS21210,OANT_RS21210,100.000,261,0,0,1,261,1,261,0.0,533
OANT_RS21215,OANT_RS21215,100.000,339,0,0,1,339,1,339,0.0,686
OANT_RS21220,OANT_RS21220,100.000,443,0,0,1,443,1,443,0.0,886
OANT_RS21225,OANT_RS21225,100.000,332,0,0,1,332,1,332,0.0,666
OANT_RS21230,OANT_RS21230,100.000,345,0,0,1,345,1,345,0.0,718
OANT_RS21235,OANT_RS21235,100.000,439,0,0,1,439,1,439,0.0,890
OANT_RS21240,OANT_RS21240,100.000,469,0,0,1,469,1,469,0.0,904
OANT_RS21245,OANT_RS21245,100.000,153,0,0,1,153,1,153,1.87e-110,307
OANT_RS21250,OANT_RS21250,100.000,95,0,0,1,95,1,95,7.90e-66,190
OANT_RS21255,OANT_RS21255,100.000,694,0,0,1,694,1,694,0.0,1402
OANT_RS21260,OANT_RS21260,100.000,122,0,0,1,122,1,122,3.43e-90,254
OANT_RS21265,OANT_RS21265,100.000,64,0,0,1,64,1,64,2.16e-36,113
OANT_RS21270,OANT_RS21270,100.000,160,0,0,1,160,1,160,3.98e-113,315
OANT_RS21275,OANT_RS21275,100.000,202,0,0,1,202,1,202,7.04e-148,406
OANT_RS21280,OANT_RS21280,100.000,512,0,0,1,512,1,512,0.0,1028
OANT_RS21285,OANT_RS15955,100.000,217,0,0,1,217,94,310,3.01e-160,442
OANT_RS21290,OANT_RS21290,100.000,118,0,0,1,118,1,118,3.77e-83,236
OANT_RS21295,OANT_RS21295,100.000,561,0,0,1,561,1,561,0.0,1140
OANT_RS21300,OANT_RS21300,100.000,67,0,0,1,67,1,67,4.17e-44,133
OANT_RS21305,OANT_RS21305,100.000,143,0,0,1,143,1,143,9.88e-108,300
OANT_RS21310,OANT_RS21310,100.000,106,0,0,1,106,1,106,1.60e-77,221
OANT_RS21315,OANT_RS21315,100.000,94,0,0,1,94,1,94,1.14e-66,192
OANT_RS21320,OANT_RS21320,100.000,726,0,0,1,726,1,726,0.0,1485
OANT_RS21325,OANT_RS21325,100.000,251,0,0,1,251,1,251,0.0,525
OANT_RS21330,OANT_RS21330,100.000,365,0,0,1,365,1,365,0.0,744
OANT_RS21335,OANT_RS21335,100.000,276,0,0,1,276,1,276,0.0,567
OANT_RS21340,OANT_RS21340,100.000,496,0,0,1,496,1,496,0.0,1010
OANT_RS21345,OANT_RS21345,100.000,410,0,0,1,410,1,410,0.0,789
OANT_RS21350,OANT_RS21350,100.000,287,0,0,1,287,1,287,0.0,583
OANT_RS21355,OANT_RS21355,100.000,345,0,0,1,345,1,345,0.0,677
OANT_RS21360,OANT_RS21360,100.000,101,0,0,1,101,1,101,2.15e-67,194
OANT_RS21365,OANT_RS21365,100.000,283,0,0,1,283,1,283,0.0,544
OANT_RS21370,OANT_RS21370,100.000,247,0,0,1,247,1,247,1.30e-178,488
OANT_RS21375,OANT_RS21375,100.000,180,0,0,1,180,1,180,5.58e-134,369
OANT_RS21380,OANT_RS21380,100.000,92,0,0,1,92,1,92,4.68e-65,188
OANT_RS21385,OANT_RS21385,100.000,262,0,0,1,262,1,262,0.0,539
OANT_RS21390,OANT_RS21390,100.000,307,0,0,1,307,1,307,0.0,628
OANT_RS21395,OANT_RS21395,100.000,221,0,0,1,221,1,221,3.09e-162,444
OANT_RS21400,OANT_RS21400,100.000,279,0,0,1,279,1,279,0.0,582
OANT_RS21405,OANT_RS21405,100.000,244,0,0,1,244,1,244,0.0,506
OANT_RS21410,OANT_RS21410,100.000,263,0,0,1,263,1,263,0.0,506
OANT_RS21415,OANT_RS21415,100.000,296,0,0,1,296,1,296,0.0,583
OANT_RS21420,OANT_RS21420,100.000,359,0,0,1,359,1,359,0.0,740
OANT_RS21425,OANT_RS21425,100.000,358,0,0,1,358,1,358,0.0,729
OANT_RS21430,OANT_RS21430,100.000,346,0,0,1,346,1,346,0.0,728
OANT_RS21435,OANT_RS21435,100.000,128,0,0,1,128,1,128,1.65e-87,248
OANT_RS21440,OANT_RS21440,100.000,372,0,0,1,372,1,372,0.0,752
OANT_RS21445,OANT_RS21445,100.000,153,0,0,1,153,1,153,4.90e-112,311
OANT_RS21450,OANT_RS21450,100.000,294,0,0,1,294,1,294,0.0,587
OANT_RS21455,OANT_RS21455,100.000,194,0,0,1,194,1,194,2.44e-145,399
OANT_RS21460,OANT_RS21460,100.000,597,0,0,1,597,1,597,0.0,1170
OANT_RS21465,OANT_RS21465,100.000,120,0,0,1,120,1,120,2.74e-86,244
OANT_RS21470,OANT_RS21470,100.000,198,0,0,1,198,1,198,5.59e-142,391
OANT_RS21475,OANT_RS21475,100.000,130,0,0,1,130,1,130,9.14e-95,266
OANT_RS21480,OANT_RS21480,100.000,154,0,0,1,154,1,154,5.49e-109,304
OANT_RS21485,OANT_RS21485,100.000,367,0,0,1,367,1,367,0.0,726
OANT_RS21490,OANT_RS21490,100.000,82,0,0,1,82,1,82,3.24e-48,145
OANT_RS21495,OANT_RS21495,100.000,135,0,0,1,135,1,135,1.15e-94,266
OANT_RS21500,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
OANT_RS21505,OANT_RS21505,100.000,38,0,0,1,38,1,38,7.42e-20,70.1
OANT_RS21510,OANT_RS21510,100.000,973,0,0,1,973,1,973,0.0,1810
OANT_RS21515,OANT_RS21515,100.000,25,0,0,1,25,1,25,1.41e-12,50.8
OANT_RS21520,OANT_RS21520,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
OANT_RS21525,OANT_RS21525,100.000,497,0,0,1,497,1,497,0.0,933
OANT_RS21530,OANT_RS21530,100.000,293,0,0,1,293,1,293,0.0,578
OANT_RS21535,OANT_RS21535,100.000,143,0,0,1,143,1,143,1.01e-104,292
OANT_RS21540,OANT_RS21540,100.000,401,0,0,1,401,1,401,0.0,822
OANT_RS21545,OANT_RS21545,100.000,244,0,0,1,244,1,244,0.0,498
OANT_RS21550,OANT_RS21550,100.000,346,0,0,1,346,1,346,0.0,699
OANT_RS21555,OANT_RS21555,100.000,293,0,0,1,293,1,293,0.0,590
OANT_RS21560,OANT_RS21560,100.000,286,0,0,1,286,1,286,0.0,550
OANT_RS21565,OANT_RS21565,100.000,138,0,0,1,138,1,138,1.88e-103,288
OANT_RS21570,OANT_RS21570,100.000,111,0,0,1,111,1,111,3.60e-79,225
OANT_RS21575,OANT_RS21575,100.000,179,0,0,1,179,1,179,4.54e-133,367
OANT_RS21580,OANT_RS21580,100.000,156,0,0,1,156,1,156,6.06e-113,314
OANT_RS21585,OANT_RS21585,100.000,205,0,0,1,205,1,205,1.09e-150,414
OANT_RS21590,OANT_RS21590,100.000,133,0,0,1,133,1,133,3.28e-90,254
OANT_RS21595,OANT_RS21595,100.000,255,0,0,1,255,1,255,0.0,502
OANT_RS21600,OANT_RS21600,100.000,696,0,0,1,696,1,696,0.0,1398
OANT_RS21605,OANT_RS21605,100.000,88,0,0,1,88,1,88,1.22e-58,171
OANT_RS21610,OANT_RS21610,100.000,136,0,0,1,136,1,136,1.64e-96,271
OANT_RS21615,OANT_RS21615,100.000,152,0,0,1,152,1,152,9.18e-111,308
OANT_RS21620,OANT_RS21620,100.000,114,0,0,1,114,1,114,6.49e-81,229
OANT_RS21625,OANT_RS21625,100.000,348,0,0,1,348,1,348,0.0,703
OANT_RS21630,OANT_RS21630,100.000,484,0,0,1,484,1,484,0.0,966
OANT_RS21635,OANT_RS21635,100.000,397,0,0,1,397,1,397,0.0,794
OANT_RS21640,OANT_RS21640,100.000,227,0,0,1,227,1,227,2.46e-169,462
OANT_RS21645,OANT_RS21645,100.000,180,0,0,1,180,1,180,6.54e-137,377
OANT_RS21650,OANT_RS21650,100.000,416,0,0,1,416,1,416,0.0,824
OANT_RS21655,OANT_RS21655,100.000,431,0,0,1,431,1,431,0.0,859
OANT_RS21660,OANT_RS21660,100.000,371,0,0,1,371,1,371,0.0,763
OANT_RS21665,OANT_RS21665,100.000,235,0,0,1,235,1,235,1.95e-165,453
OANT_RS21670,OANT_RS21670,100.000,584,0,0,1,584,1,584,0.0,1179
OANT_RS21675,OANT_RS21675,100.000,327,0,0,1,327,1,327,0.0,638
OANT_RS21680,OANT_RS21680,100.000,151,0,0,1,151,1,151,2.32e-113,315
OANT_RS21685,OANT_RS21685,100.000,246,0,0,1,246,1,246,2.96e-175,479
OANT_RS21690,OANT_RS21690,100.000,164,0,0,1,164,1,164,1.10e-117,327
OANT_RS21695,OANT_RS21695,100.000,242,0,0,1,242,1,242,0.0,494
OANT_RS21700,OANT_RS21700,100.000,206,0,0,1,206,1,206,1.27e-149,411
OANT_RS21705,OANT_RS21705,100.000,405,0,0,1,405,1,405,0.0,806
OANT_RS21710,OANT_RS21710,100.000,160,0,0,1,160,1,160,9.89e-113,314
OANT_RS21715,OANT_RS21715,100.000,262,0,0,1,262,1,262,0.0,528
OANT_RS21720,OANT_RS21720,100.000,111,0,0,1,111,1,111,1.13e-76,219
OANT_RS21725,OANT_RS21725,100.000,140,0,0,1,140,1,140,7.82e-102,285
OANT_RS21730,OANT_RS21730,100.000,126,0,0,1,126,1,126,7.86e-93,261
OANT_RS21735,OANT_RS21735,100.000,201,0,0,1,201,1,201,7.34e-149,409
OANT_RS21740,OANT_RS21740,100.000,452,0,0,1,452,1,452,0.0,899
OANT_RS21745,OANT_RS21745,100.000,243,0,0,1,243,1,243,1.70e-179,489
OANT_RS21750,OANT_RS21750,100.000,262,0,0,1,262,1,262,0.0,535
OANT_RS21755,OANT_RS21755,100.000,290,0,0,1,290,1,290,0.0,593
OANT_RS21760,OANT_RS21760,100.000,317,0,0,1,317,1,317,0.0,650
OANT_RS21765,OANT_RS21765,100.000,153,0,0,1,153,1,153,1.53e-105,295
OANT_RS21770,OANT_RS21770,100.000,115,0,0,1,115,1,115,3.88e-79,225
OANT_RS21775,OANT_RS21775,100.000,351,0,0,1,351,1,351,0.0,693
OANT_RS21780,OANT_RS21780,100.000,356,0,0,1,356,1,356,0.0,709
OANT_RS21785,OANT_RS21785,100.000,142,0,0,1,142,1,142,1.43e-104,292
OANT_RS21790,OANT_RS21790,100.000,260,0,0,1,260,1,260,0.0,544
OANT_RS21795,OANT_RS21795,100.000,257,0,0,1,257,1,257,0.0,532
OANT_RS21800,OANT_RS21800,100.000,411,0,0,1,411,1,411,0.0,826
OANT_RS21805,OANT_RS21805,100.000,525,0,0,1,525,1,525,0.0,1054
OANT_RS21810,OANT_RS21810,100.000,367,0,0,1,367,1,367,0.0,738
OANT_RS21815,OANT_RS21815,100.000,296,0,0,1,296,1,296,0.0,578
OANT_RS21820,OANT_RS21820,100.000,267,0,0,1,267,1,267,0.0,529
OANT_RS21825,OANT_RS21825,100.000,353,0,0,1,353,1,353,0.0,720
OANT_RS21830,OANT_RS21830,100.000,470,0,0,1,470,1,470,0.0,952
OANT_RS21835,OANT_RS21835,100.000,180,0,0,1,180,1,180,1.39e-128,355
OANT_RS21840,OANT_RS21840,100.000,349,0,0,1,349,1,349,0.0,707
OANT_RS21845,OANT_RS21845,100.000,378,0,0,1,378,1,378,0.0,781
OANT_RS21850,OANT_RS21850,100.000,450,0,0,1,450,1,450,0.0,895
OANT_RS21855,OANT_RS21855,100.000,330,0,0,1,330,1,330,0.0,681
OANT_RS21860,OANT_RS21860,100.000,400,0,0,1,400,1,400,0.0,806
OANT_RS21865,OANT_RS21865,100.000,252,0,0,1,252,1,252,0.0,524
OANT_RS21870,OANT_RS21870,100.000,300,0,0,1,300,1,300,0.0,621
OANT_RS21875,OANT_RS21875,100.000,421,0,0,1,421,1,421,0.0,817
OANT_RS21880,OANT_RS21880,100.000,595,0,0,1,595,1,595,0.0,1180
OANT_RS21885,OANT_RS21885,100.000,200,0,0,1,200,1,200,1.90e-144,397
OANT_RS21890,OANT_RS21890,100.000,377,0,0,1,377,1,377,0.0,773
OANT_RS21895,OANT_RS21895,100.000,395,0,0,1,395,1,395,0.0,796
OANT_RS21900,OANT_RS21900,100.000,297,0,0,1,297,1,297,0.0,605
OANT_RS21905,OANT_RS21905,100.000,231,0,0,1,231,1,231,1.16e-173,474
OANT_RS21910,OANT_RS21910,100.000,367,0,0,1,367,1,367,0.0,733
OANT_RS21915,OANT_RS21915,100.000,69,0,0,1,69,1,69,3.13e-44,134
OANT_RS21920,OANT_RS21920,100.000,225,0,0,1,225,1,225,4.34e-170,464
OANT_RS21925,OANT_RS21925,100.000,359,0,0,1,359,1,359,0.0,710
OANT_RS21930,OANT_RS21930,100.000,227,0,0,1,227,1,227,1.01e-156,431
OANT_RS21935,OANT_RS21935,100.000,251,0,0,1,251,1,251,1.25e-179,490
OANT_RS21940,OANT_RS21940,100.000,305,0,0,1,305,1,305,0.0,635
OANT_RS21945,OANT_RS21945,100.000,203,0,0,1,203,1,203,2.37e-149,410
OANT_RS21950,OANT_RS21950,100.000,212,0,0,1,212,1,212,5.98e-154,422
OANT_RS21955,OANT_RS21955,100.000,657,0,0,1,657,1,657,0.0,1311
OANT_RS21960,OANT_RS21960,100.000,504,0,0,1,504,1,504,0.0,1023
OANT_RS21965,OANT_RS21965,100.000,90,0,0,1,90,1,90,3.70e-66,191
OANT_RS21970,OANT_RS21970,100.000,620,0,0,1,620,1,620,0.0,1279
OANT_RS21975,OANT_RS21975,100.000,386,0,0,1,386,1,386,0.0,799
OANT_RS21980,OANT_RS21980,100.000,231,0,0,1,231,1,231,3.55e-173,473
OANT_RS21985,OANT_RS21985,100.000,481,0,0,1,481,1,481,0.0,1001
OANT_RS21990,OANT_RS21990,100.000,110,0,0,1,110,1,110,1.31e-76,218
OANT_RS21995,OANT_RS21995,100.000,126,0,0,1,126,1,126,4.04e-91,256
OANT_RS22000,OANT_RS22000,100.000,350,0,0,1,350,1,350,0.0,726
OANT_RS22005,OANT_RS22005,100.000,329,0,0,1,329,1,329,0.0,664
OANT_RS22010,OANT_RS22010,100.000,153,0,0,1,153,1,153,1.65e-106,298
OANT_RS22015,OANT_RS22015,100.000,333,0,0,1,333,1,333,0.0,664
OANT_RS22020,OANT_RS22020,100.000,528,0,0,1,528,1,528,0.0,1071
OANT_RS22025,OANT_RS22025,100.000,459,0,0,1,459,1,459,0.0,880
OANT_RS22030,OANT_RS22030,100.000,297,0,0,1,297,1,297,0.0,612
OANT_RS22035,OANT_RS22035,100.000,412,0,0,1,412,1,412,0.0,845
OANT_RS22040,OANT_RS22040,100.000,372,0,0,1,372,1,372,0.0,751
OANT_RS22045,OANT_RS22045,100.000,467,0,0,1,467,1,467,0.0,931
OANT_RS22050,OANT_RS22050,100.000,484,0,0,1,484,1,484,0.0,1002
OANT_RS22055,OANT_RS22055,100.000,1583,0,0,1,1583,1,1583,0.0,3271
OANT_RS22060,OANT_RS22060,100.000,349,0,0,1,349,1,349,0.0,720
OANT_RS22065,OANT_RS22065,100.000,156,0,0,1,156,1,156,4.68e-116,322
OANT_RS22070,OANT_RS22070,100.000,132,0,0,1,132,1,132,6.07e-90,254
OANT_RS22075,OANT_RS22075,100.000,330,0,0,1,330,1,330,0.0,673
OANT_RS22080,OANT_RS22080,100.000,260,0,0,1,260,1,260,0.0,524
OANT_RS22085,OANT_RS22085,100.000,296,0,0,1,296,1,296,0.0,604
OANT_RS22090,OANT_RS22090,100.000,120,0,0,1,120,1,120,1.69e-85,242
OANT_RS22095,OANT_RS22095,100.000,25,0,0,1,25,1,25,4.86e-11,47.0
OANT_RS22100,OANT_RS22100,100.000,217,0,0,1,217,1,217,7.25e-164,448
OANT_RS22105,OANT_RS22105,100.000,66,0,0,1,66,1,66,2.02e-46,139
OANT_RS22110,OANT_RS22110,100.000,95,0,0,1,95,1,95,3.22e-68,196
OANT_RS22115,OANT_RS22115,100.000,84,0,0,1,84,1,84,9.80e-59,171
OANT_RS22120,OANT_RS22120,100.000,93,0,0,1,93,1,93,3.75e-65,188
OANT_RS22125,OANT_RS22125,100.000,123,0,0,1,123,1,123,4.63e-88,248
OANT_RS22130,OANT_RS22130,100.000,70,0,0,1,70,1,70,3.05e-46,139
OANT_RS22135,OANT_RS22135,100.000,210,0,0,1,210,1,210,2.93e-159,436
OANT_RS22140,OANT_RS22140,100.000,95,0,0,1,95,1,95,4.02e-68,196
OANT_RS22145,OANT_RS22145,100.000,88,0,0,1,88,1,88,4.43e-61,177
OANT_RS22150,OANT_RS22150,100.000,62,0,0,1,62,1,62,2.55e-37,115
OANT_RS22155,OANT_RS22155,100.000,167,0,0,1,167,1,167,1.34e-123,342
OANT_RS22160,OANT_RS22160,100.000,369,0,0,1,369,1,369,0.0,763
OANT_RS22165,OANT_RS22165,100.000,242,0,0,1,242,1,242,0.0,498
OANT_RS22170,OANT_RS22170,100.000,105,0,0,1,105,1,105,2.83e-74,212
OANT_RS22175,OANT_RS22175,100.000,201,0,0,1,201,1,201,1.01e-140,388
OANT_RS22180,OANT_RS22180,100.000,71,0,0,1,71,1,71,7.87e-49,145
OANT_RS22185,OANT_RS22185,100.000,207,0,0,1,207,1,207,4.79e-155,425
OANT_RS22195,OANT_RS22195,100.000,167,0,0,1,167,1,167,7.60e-126,347
OANT_RS22200,OANT_RS22200,100.000,130,0,0,1,130,1,130,6.76e-93,261
OANT_RS22205,OANT_RS22205,100.000,286,0,0,1,286,1,286,0.0,588
OANT_RS22210,OANT_RS22210,100.000,147,0,0,1,147,1,147,1.72e-106,297
OANT_RS22215,OANT_RS22215,100.000,236,0,0,1,236,1,236,3.24e-177,483
OANT_RS22220,OANT_RS22220,100.000,243,0,0,1,243,1,243,0.0,498
OANT_RS22225,OANT_RS22225,100.000,90,0,0,1,90,1,90,5.43e-63,182
OANT_RS22230,OANT_RS22230,100.000,166,0,0,1,166,1,166,1.93e-125,347
OANT_RS22235,OANT_RS22235,100.000,69,0,0,1,69,1,69,5.95e-48,143
OANT_RS22240,OANT_RS22240,100.000,203,0,0,1,203,1,203,2.63e-152,417
OANT_RS22245,OANT_RS22245,100.000,88,0,0,1,88,1,88,7.00e-63,182
OANT_RS22250,OANT_RS22250,100.000,365,0,0,1,365,1,365,0.0,758
OANT_RS22255,OANT_RS22255,100.000,228,0,0,1,228,1,228,5.27e-166,454
OANT_RS22260,OANT_RS22260,100.000,370,0,0,1,370,1,370,0.0,759
OANT_RS22265,OANT_RS22265,100.000,266,0,0,1,266,1,266,0.0,545
OANT_RS22270,OANT_RS22270,100.000,834,0,0,1,834,1,834,0.0,1702
OANT_RS22275,OANT_RS22275,100.000,285,0,0,1,285,1,285,0.0,577
OANT_RS22280,OANT_RS22280,100.000,285,0,0,1,285,1,285,0.0,592
OANT_RS22285,OANT_RS22285,100.000,225,0,0,1,225,1,225,1.97e-169,462
OANT_RS22295,OANT_RS22295,100.000,206,0,0,1,206,1,206,1.20e-156,429
OANT_RS22300,OANT_RS22300,100.000,118,0,0,1,118,1,118,2.48e-87,246
OANT_RS22305,OANT_RS22305,100.000,193,0,0,1,193,1,193,1.62e-143,394
OANT_RS22310,OANT_RS22310,100.000,682,0,0,1,682,1,682,0.0,1419
OANT_RS22320,OANT_RS22320,100.000,169,0,0,1,169,1,169,3.73e-124,343
OANT_RS22325,OANT_RS24615,100.000,152,0,0,1,152,1,152,9.02e-109,303
OANT_RS22330,OANT_RS24610,100.000,118,0,0,1,118,1,118,1.73e-84,239
OANT_RS22335,OANT_RS24605,100.000,524,0,0,1,524,1,524,0.0,1072
OANT_RS22340,OANT_RS22340,100.000,187,0,0,1,187,1,187,4.31e-141,388
OANT_RS22350,OANT_RS22350,100.000,88,0,0,1,88,1,88,5.89e-61,177
OANT_RS22355,OANT_RS22355,100.000,701,0,0,1,701,1,701,0.0,1438
OANT_RS22360,OANT_RS22360,100.000,1444,0,0,1,1444,1,1444,0.0,2942
OANT_RS22365,OANT_RS22365,100.000,168,0,0,1,168,1,168,3.00e-124,343
OANT_RS22375,OANT_RS23325,100.000,396,0,0,1,396,1,396,0.0,778
OANT_RS22380,OANT_RS22380,100.000,91,0,0,1,91,1,91,1.35e-63,184
OANT_RS22385,OANT_RS22385,100.000,269,0,0,1,269,1,269,0.0,538
OANT_RS22390,OANT_RS22390,100.000,420,0,0,1,420,1,420,0.0,850
OANT_RS22395,OANT_RS22395,100.000,336,0,0,1,336,1,336,0.0,689
OANT_RS22400,OANT_RS22400,100.000,180,0,0,1,180,1,180,1.02e-133,369
OANT_RS22405,OANT_RS22405,100.000,276,0,0,1,276,1,276,0.0,520
OANT_RS22410,OANT_RS22410,100.000,310,0,0,1,310,1,310,0.0,622
OANT_RS22415,OANT_RS22415,100.000,462,0,0,1,462,1,462,0.0,944
OANT_RS22420,OANT_RS22420,100.000,638,0,0,1,638,1,638,0.0,1337
OANT_RS22425,OANT_RS22425,100.000,746,0,0,1,746,1,746,0.0,1527
OANT_RS22430,OANT_RS22430,100.000,198,0,0,1,198,1,198,5.66e-147,404
OANT_RS22435,OANT_RS22435,100.000,309,0,0,1,309,1,309,0.0,619
OANT_RS22440,OANT_RS22440,100.000,314,0,0,1,314,1,314,0.0,630
OANT_RS22455,OANT_RS22455,100.000,183,0,0,1,183,1,183,2.18e-136,375
OANT_RS22460,OANT_RS22460,100.000,399,0,0,1,399,1,399,0.0,807
OANT_RS22465,OANT_RS22465,100.000,449,0,0,1,449,1,449,0.0,914
OANT_RS22470,OANT_RS22470,100.000,82,0,0,1,82,1,82,8.06e-58,169
OANT_RS22475,OANT_RS22475,100.000,154,0,0,1,154,1,154,9.00e-114,316
OANT_RS22480,OANT_RS22480,100.000,186,0,0,1,186,1,186,1.77e-136,376
OANT_RS22485,OANT_RS22485,100.000,342,0,0,1,342,1,342,0.0,687
OANT_RS22490,OANT_RS22490,100.000,208,0,0,1,208,1,208,2.11e-152,418
OANT_RS22495,OANT_RS22495,100.000,333,0,0,1,333,1,333,0.0,677
OANT_RS22500,OANT_RS22500,100.000,469,0,0,1,469,1,469,0.0,950
OANT_RS22505,OANT_RS22505,100.000,234,0,0,1,234,1,234,1.90e-174,476
OANT_RS22510,OANT_RS22510,100.000,377,0,0,1,377,1,377,0.0,763
OANT_RS22515,OANT_RS22515,100.000,501,0,0,1,501,1,501,0.0,1028
OANT_RS22520,OANT_RS22520,100.000,258,0,0,1,258,1,258,0.0,529
OANT_RS22525,OANT_RS22525,100.000,301,0,0,1,301,1,301,0.0,622
OANT_RS22530,OANT_RS22530,100.000,214,0,0,1,214,1,214,2.41e-152,418
OANT_RS22535,OANT_RS22535,100.000,333,0,0,1,333,1,333,0.0,677
OANT_RS22540,OANT_RS22540,100.000,341,0,0,1,341,1,341,0.0,665
OANT_RS22545,OANT_RS22545,100.000,520,0,0,1,520,1,520,0.0,1050
OANT_RS22550,OANT_RS22550,100.000,336,0,0,1,336,1,336,0.0,683
OANT_RS22555,OANT_RS22555,100.000,341,0,0,1,341,1,341,0.0,652
OANT_RS22560,OANT_RS22560,100.000,354,0,0,1,354,1,354,0.0,724
OANT_RS22565,OANT_RS22565,100.000,398,0,0,1,398,1,398,0.0,808
OANT_RS22570,OANT_RS22570,100.000,95,0,0,1,95,1,95,1.08e-68,197
OANT_RS22575,OANT_RS22575,100.000,455,0,0,1,455,1,455,0.0,882
OANT_RS22580,OANT_RS22580,100.000,177,0,0,1,177,1,177,4.57e-130,359
OANT_RS22585,OANT_RS22585,100.000,105,0,0,1,105,1,105,9.51e-76,216
OANT_RS22590,OANT_RS22590,100.000,376,0,0,1,376,1,376,0.0,769
OANT_RS22595,OANT_RS22595,100.000,306,0,0,1,306,1,306,0.0,632
OANT_RS22600,OANT_RS22600,100.000,231,0,0,1,231,1,231,3.26e-172,470
OANT_RS22605,OANT_RS22605,100.000,157,0,0,1,157,1,157,2.78e-112,312
OANT_RS22610,OANT_RS22610,100.000,187,0,0,1,187,1,187,5.10e-133,367
OANT_RS22615,OANT_RS22615,100.000,91,0,0,1,91,1,91,4.86e-58,170
