Melitensis16M|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS08820,AYT27_RS00280,66.514,218,71,2,1,217,1,217,1.52e-100,287
BME_RS08835,AYT27_RS00185,51.515,231,112,0,1,231,1,231,5.06e-85,249
BME_RS08840,AYT27_RS00400,64.502,231,82,0,14,244,5,235,3.10e-113,321
BME_RS08850,AYT27_RS00395,55.714,140,62,0,1,140,1,140,2.26e-58,174
BME_RS08855,AYT27_RS00390,51.899,79,38,0,3,81,5,83,2.25e-29,96.3
BME_RS08860,AYT27_RS00095,75.974,154,37,0,1,154,1,154,2.76e-82,235
BME_RS08875,AYT27_RS00085,79.592,245,50,0,33,277,20,264,8.97e-147,408
BME_RS08880,AYT27_RS00080,48.734,158,78,2,47,201,37,194,2.47e-48,153
BME_RS08885,AYT27_RS00075,41.237,194,111,2,36,227,22,214,1.46e-51,163
BME_RS08890,AYT27_RS02180,30.137,219,129,5,38,241,13,222,1.75e-22,91.3
BME_RS08895,AYT27_RS00070,79.121,91,19,0,1,91,1,91,1.72e-50,150
BME_RS08900,AYT27_RS00065,40.000,90,54,0,1,90,1,90,1.42e-21,77.8
BME_RS08910,AYT27_RS00055,66.545,275,92,0,22,296,4,278,1.45e-141,396
BME_RS08915,AYT27_RS00050,46.203,158,84,1,1,157,1,158,2.17e-31,107
BME_RS08925,AYT27_RS00505,67.692,910,288,4,1,906,1,908,0.0,1253
BME_RS08935,AYT27_RS00510,64.286,350,125,0,1,350,413,762,3.25e-162,468
BME_RS08945,AYT27_RS06880,61.996,521,195,1,1,518,1,521,0.0,640
BME_RS08950,AYT27_RS06885,70.423,355,105,0,1,355,1,355,0.0,534
BME_RS08955,AYT27_RS06890,44.720,161,88,1,19,178,1,161,3.59e-52,160
BME_RS08960,AYT27_RS06895,71.053,190,55,0,1,190,1,190,2.70e-102,289
BME_RS08965,AYT27_RS06030,49.268,205,89,3,17,206,14,218,2.27e-62,190
BME_RS08975,AYT27_RS03030,29.245,106,73,1,18,121,5,110,4.14e-13,62.4
BME_RS08990,AYT27_RS00305,25.112,223,149,6,206,412,355,575,2.45e-11,60.8
BME_RS09010,AYT27_RS03835,25.410,244,149,12,29,266,27,243,1.82e-08,50.8
BME_RS09030,AYT27_RS00205,79.276,801,162,2,14,813,13,810,0.0,1304
BME_RS09035,AYT27_RS05475,37.166,374,219,6,7,371,14,380,5.25e-66,219
BME_RS09040,AYT27_RS00030,69.121,978,292,2,1,978,1,968,0.0,1422
BME_RS09045,AYT27_RS01295,72.103,466,125,1,6,471,2,462,0.0,685
BME_RS09050,AYT27_RS01300,78.325,203,44,0,3,205,4,206,1.10e-117,329
BME_RS09055,AYT27_RS01315,37.193,285,116,9,1,228,1,279,9.00e-54,170
BME_RS09060,AYT27_RS02490,37.681,276,124,6,1,230,1,274,2.53e-56,176
BME_RS09065,AYT27_RS02430,40.333,600,340,10,75,664,70,661,4.88e-145,438
BME_RS09070,AYT27_RS02775,34.387,253,139,11,24,265,5,241,3.25e-28,104
BME_RS09090,AYT27_RS00455,80.415,434,85,0,1,434,1,434,0.0,752
BME_RS09095,AYT27_RS00460,57.378,2860,1188,9,15,2864,14,2852,0.0,3444
BME_RS09100,AYT27_RS00955,42.917,240,132,2,3,241,4,239,1.39e-65,207
BME_RS09110,AYT27_RS01255,25.991,227,142,7,77,284,262,481,1.38e-08,50.8
BME_RS09150,AYT27_RS00495,77.288,612,136,1,1,609,1,612,0.0,1002
BME_RS09155,AYT27_RS00550,47.799,159,73,2,42,200,45,193,1.03e-50,159
BME_RS09165,AYT27_RS00560,54.008,237,109,0,15,251,15,251,3.29e-94,273
BME_RS09170,AYT27_RS00565,47.716,197,103,0,1,197,1,197,1.01e-42,140
BME_RS09175,AYT27_RS00570,49.735,189,95,0,1,189,1,189,8.97e-65,195
BME_RS09180,AYT27_RS00575,80.291,893,176,0,1,893,1,893,0.0,1486
BME_RS09200,AYT27_RS00040,63.218,261,76,4,1,245,1,257,2.78e-107,306
BME_RS09210,AYT27_RS04510,43.353,173,96,1,28,198,23,195,7.50e-39,130
BME_RS09225,AYT27_RS00285,44.000,175,97,1,1,174,1,175,4.15e-53,164
BME_RS09245,AYT27_RS00100,52.410,166,79,0,1,166,1,166,1.69e-63,189
BME_RS09255,AYT27_RS00105,77.561,410,83,2,1,405,1,406,0.0,658
BME_RS09265,AYT27_RS00110,46.919,211,112,0,7,217,1,211,1.61e-72,215
BME_RS09275,AYT27_RS00800,32.749,171,103,3,75,245,36,194,2.86e-24,92.0
BME_RS09300,AYT27_RS05025,25.962,1117,706,31,3,1042,16,1088,4.22e-83,289
BME_RS09330,AYT27_RS03790,28.272,191,132,4,25,215,2,187,2.85e-26,97.1
BME_RS09335,AYT27_RS01055,25.000,156,110,4,43,191,104,259,3.36e-10,54.7
BME_RS09345,AYT27_RS05920,29.010,293,192,7,9,297,10,290,7.77e-26,100
BME_RS09350,AYT27_RS06925,58.379,543,225,1,1,543,1,542,0.0,670
BME_RS09355,AYT27_RS06280,54.570,372,151,3,1,367,1,359,2.75e-144,410
BME_RS09370,AYT27_RS00320,41.803,122,71,0,199,320,52,173,8.28e-27,100
BME_RS09385,AYT27_RS06030,41.350,237,113,4,8,240,2,216,2.52e-57,179
BME_RS09390,AYT27_RS00230,36.660,1533,940,15,56,1579,38,1548,0.0,964
BME_RS09395,AYT27_RS00225,49.601,627,305,3,18,639,33,653,0.0,634
BME_RS09400,AYT27_RS05945,29.213,89,63,0,11,99,2,90,2.62e-10,52.0
BME_RS09405,AYT27_RS00620,34.615,104,65,1,8,108,4,107,3.07e-12,57.0
BME_RS09410,AYT27_RS00615,48.325,209,88,2,21,209,13,221,3.12e-64,194
BME_RS09415,AYT27_RS00610,55.755,669,283,5,1,657,1,668,0.0,782
BME_RS09420,AYT27_RS00605,45.724,304,147,5,7,297,6,304,6.63e-79,240
BME_RS09430,AYT27_RS01220,35.714,182,109,4,1,182,1,174,7.17e-38,125
BME_RS09435,AYT27_RS01215,66.116,242,81,1,5,246,3,243,2.46e-115,326
BME_RS09440,AYT27_RS01210,66.312,282,95,0,2,283,6,287,5.32e-147,410
BME_RS09455,AYT27_RS01190,56.825,630,226,6,1,588,1,626,0.0,713
BME_RS09460,AYT27_RS01185,63.551,107,39,0,1,107,1,107,7.67e-51,152
BME_RS09465,AYT27_RS01180,80.597,201,39,0,1,201,1,201,1.96e-119,333
BME_RS09470,AYT27_RS00905,31.690,426,259,9,8,427,17,416,1.69e-65,211
BME_RS09475,AYT27_RS05920,29.134,127,90,0,4,130,8,134,3.53e-11,58.5
BME_RS09480,AYT27_RS01175,54.192,334,150,2,3,335,3,334,1.97e-108,316
BME_RS09485,AYT27_RS00465,85.159,566,84,0,1,566,1,566,0.0,1001
BME_RS09490,AYT27_RS00470,59.804,204,82,0,8,211,3,206,1.06e-87,254
BME_RS09495,AYT27_RS00475,67.048,437,144,0,9,445,6,442,0.0,588
BME_RS09500,AYT27_RS00480,66.400,125,40,2,1,124,1,124,1.49e-31,105
BME_RS09505,AYT27_RS00485,96.000,25,1,0,1,25,1,25,2.60e-12,48.9
BME_RS09535,AYT27_RS04115,50.905,442,208,3,19,458,1,435,9.06e-146,428
BME_RS09555,AYT27_RS04260,26.720,378,253,13,4,368,5,371,8.24e-28,108
BME_RS09570,AYT27_RS04495,36.111,576,352,8,40,608,35,601,3.06e-121,368
BME_RS09575,AYT27_RS04495,33.675,585,367,9,35,609,28,601,1.75e-104,324
BME_RS09580,AYT27_RS01225,64.171,374,124,3,1,365,1,373,2.68e-176,491
BME_RS09585,AYT27_RS01230,66.048,377,125,2,2,377,4,378,0.0,510
BME_RS09590,AYT27_RS01235,65.730,534,182,1,1,534,1,533,0.0,735
BME_RS09600,AYT27_RS01240,65.726,248,80,1,8,255,5,247,1.68e-121,343
BME_RS09605,AYT27_RS00595,56.757,370,158,2,13,381,7,375,7.83e-144,409
BME_RS09610,AYT27_RS00590,66.845,374,121,3,1,372,1,373,0.0,513
BME_RS09615,AYT27_RS00585,71.457,494,119,6,57,546,48,523,0.0,689
BME_RS09620,AYT27_RS00580,74.713,87,22,0,1,87,1,87,4.30e-44,134
BME_RS09630,AYT27_RS04380,27.126,247,157,6,11,249,16,247,1.90e-19,82.0
BME_RS09635,AYT27_RS01290,55.667,300,115,4,1,292,1,290,5.50e-114,327
BME_RS09645,AYT27_RS01050,56.733,453,191,2,4,455,7,455,0.0,531
BME_RS09655,AYT27_RS01045,49.291,282,140,1,9,290,5,283,1.36e-96,282
BME_RS09660,AYT27_RS04275,32.824,131,82,3,41,165,8,138,3.28e-13,62.8
BME_RS09670,AYT27_RS00650,53.672,177,66,2,2,178,21,181,1.73e-69,205
BME_RS09675,AYT27_RS06565,46.218,238,127,1,23,259,35,272,5.17e-70,213
BME_RS09680,AYT27_RS00645,63.235,136,50,0,6,141,26,161,6.33e-64,189
BME_RS09685,AYT27_RS00640,76.786,168,39,0,1,168,1,168,3.27e-98,277
BME_RS09690,AYT27_RS00635,84.691,405,62,0,1,405,1,405,0.0,714
BME_RS09695,AYT27_RS00630,76.471,272,64,0,1,272,1,272,6.20e-162,446
BME_RS09705,AYT27_RS01075,43.983,241,133,1,9,249,3,241,3.26e-70,218
BME_RS09710,AYT27_RS01080,82.553,705,123,0,1,705,1,705,0.0,1223
BME_RS09715,AYT27_RS01085,80.899,89,17,0,1,89,1,89,7.79e-51,150
BME_RS09720,AYT27_RS01095,63.975,322,112,1,1,322,1,318,5.91e-151,422
BME_RS09725,AYT27_RS01100,65.600,125,40,1,14,135,7,131,2.38e-57,171
BME_RS09730,AYT27_RS01105,65.869,961,210,13,1,959,1,845,0.0,1194
BME_RS09735,AYT27_RS01110,49.746,197,99,0,18,214,1,197,3.10e-66,199
BME_RS09740,AYT27_RS01115,81.853,518,94,0,1,518,1,518,0.0,877
BME_RS09745,AYT27_RS01120,57.949,195,82,0,8,202,10,204,1.86e-79,233
BME_RS09750,AYT27_RS01125,60.851,235,88,2,1,233,1,233,6.18e-105,299
BME_RS09755,AYT27_RS01130,78.282,419,91,0,1,419,1,419,0.0,652
BME_RS09760,AYT27_RS01135,65.942,138,41,3,1,137,1,133,2.51e-62,183
BME_RS09765,AYT27_RS01140,44.639,513,281,2,12,523,27,537,2.17e-154,448
BME_RS09770,AYT27_RS01145,52.522,337,152,1,10,346,6,334,1.49e-125,361
BME_RS09775,AYT27_RS01150,54.362,149,68,0,1,149,7,155,1.39e-60,181
BME_RS09785,AYT27_RS01160,68.233,447,140,2,18,464,10,454,0.0,655
BME_RS09795,AYT27_RS01165,42.581,155,89,0,10,164,7,161,1.29e-44,140
BME_RS09800,AYT27_RS01170,40.517,232,127,4,1,226,1,227,2.80e-50,159
BME_RS09810,AYT27_RS01285,67.308,416,135,1,1,416,1,415,0.0,587
BME_RS09820,AYT27_RS01280,48.760,242,98,9,23,256,6,229,2.58e-66,206
BME_RS09825,AYT27_RS00310,39.565,230,127,3,7,227,11,237,1.82e-48,155
BME_RS09830,AYT27_RS01270,64.831,236,83,0,1,236,1,236,7.63e-114,322
BME_RS09835,AYT27_RS01265,80.000,250,50,0,24,273,3,252,1.21e-153,424
BME_RS09840,AYT27_RS01260,73.397,421,112,0,15,435,9,429,0.0,620
BME_RS09845,AYT27_RS01255,60.757,502,173,5,1,496,3,486,0.0,581
BME_RS09850,AYT27_RS01250,68.966,348,108,0,1,348,1,348,0.0,525
BME_RS09855,AYT27_RS00445,37.931,116,72,0,22,137,12,127,5.65e-21,78.6
BME_RS09860,AYT27_RS04340,50.538,93,43,1,24,113,95,187,1.82e-24,90.1
BME_RS09870,AYT27_RS00220,70.866,508,148,0,1,508,1,508,0.0,740
BME_RS09875,AYT27_RS01245,73.226,310,83,0,3,312,1,310,6.71e-177,488
BME_RS09900,AYT27_RS00330,76.330,376,88,1,1,375,1,376,0.0,595
BME_RS09910,AYT27_RS00325,87.244,635,76,1,1,635,1,630,0.0,1123
BME_RS09915,AYT27_RS06150,27.108,166,111,3,31,196,29,184,1.91e-12,62.8
BME_RS09920,AYT27_RS00420,63.636,803,292,0,1,803,1,803,0.0,1038
BME_RS09925,AYT27_RS00415,71.935,367,94,1,1,367,1,358,0.0,554
BME_RS09935,AYT27_RS00410,88.806,134,14,1,1,134,1,133,5.03e-83,235
BME_RS09940,AYT27_RS00405,80.597,67,12,1,1,66,1,67,7.58e-36,111
BME_RS09950,AYT27_RS00245,78.947,171,36,0,8,178,2,172,2.81e-99,280
BME_RS09960,AYT27_RS00250,56.800,250,108,0,11,260,8,257,2.95e-108,310
BME_RS09980,AYT27_RS00255,46.753,231,115,2,30,252,11,241,2.90e-75,225
BME_RS10010,AYT27_RS00175,75.817,306,69,1,1,301,1,306,1.59e-177,488
BME_RS10015,AYT27_RS00170,53.349,433,198,1,9,441,10,438,1.02e-170,482
BME_RS10020,AYT27_RS00125,76.699,103,24,0,1,103,1,103,1.01e-58,172
BME_RS10025,AYT27_RS00130,46.438,1165,596,11,7,1155,6,1158,0.0,1027
BME_RS10030,AYT27_RS00135,49.904,1044,499,6,10,1043,4,1033,0.0,953
BME_RS10040,AYT27_RS00140,40.741,189,112,0,313,501,1,189,1.30e-51,170
BME_RS10045,AYT27_RS00155,45.742,728,389,2,99,826,92,813,0.0,649
BME_RS10050,AYT27_RS00160,82.618,466,80,1,1,466,1,465,0.0,816
BME_RS10055,AYT27_RS00290,64.835,91,32,0,13,103,8,98,2.18e-39,122
BME_RS10060,AYT27_RS00295,67.424,132,41,1,1,130,1,132,3.55e-59,175
BME_RS10065,AYT27_RS00300,43.836,146,79,2,10,155,8,150,3.79e-38,124
BME_RS10070,AYT27_RS00305,66.195,565,184,3,34,598,34,591,0.0,717
BME_RS10075,AYT27_RS00310,81.277,235,44,0,5,239,6,240,2.17e-142,394
BME_RS10095,AYT27_RS01055,70.096,311,93,0,12,322,22,332,1.13e-167,465
BME_RS10130,AYT27_RS01065,79.459,185,37,1,1,184,1,185,3.62e-108,303
BME_RS10135,AYT27_RS01070,81.986,433,75,2,4,434,5,436,0.0,716
BME_RS10150,AYT27_RS00530,46.237,186,87,3,3,177,13,196,1.20e-47,150
BME_RS10160,AYT27_RS00525,50.870,230,109,2,4,231,3,230,3.49e-81,238
BME_RS10165,AYT27_RS00520,36.129,155,96,2,11,165,17,168,1.02e-26,95.1
BME_RS10170,AYT27_RS00515,64.151,159,54,1,5,163,2,157,9.51e-76,219
BME_RS10175,AYT27_RS00025,56.034,232,101,1,1,232,1,231,2.90e-96,277
BME_RS10180,AYT27_RS00020,47.396,192,100,1,1,191,1,192,9.34e-61,184
BME_RS10185,AYT27_RS00015,55.235,277,121,2,11,285,15,290,5.39e-104,301
BME_RS10190,AYT27_RS00010,50.249,201,94,2,1,199,2,198,6.51e-57,174
BME_RS10195,AYT27_RS00005,60.145,276,105,2,1,273,1,274,3.31e-123,348
BME_RS10215,AYT27_RS00955,34.975,203,123,2,22,221,27,223,1.16e-31,118
BME_RS10220,AYT27_RS01260,25.455,220,136,5,20,222,221,429,4.32e-08,48.5
BME_RS10230,AYT27_RS06460,63.758,298,96,2,6,291,5,302,6.30e-141,395
BME_RS10240,AYT27_RS06465,54.717,212,96,0,1,212,1,212,2.46e-85,248
BME_RS10250,AYT27_RS00925,33.262,466,295,5,1,466,1,450,2.16e-72,233
BME_RS10275,AYT27_RS00920,47.581,124,58,3,1,123,1,118,6.90e-33,108
BME_RS10285,AYT27_RS05590,28.631,241,154,7,6,236,7,239,1.21e-11,60.1
BME_RS10295,AYT27_RS00915,64.688,320,113,0,14,333,12,331,3.70e-153,429
BME_RS10305,AYT27_RS00910,78.840,293,61,1,4,295,1,293,2.65e-175,482
BME_RS10310,AYT27_RS00905,57.946,409,170,1,6,412,10,418,2.40e-177,497
BME_RS10315,AYT27_RS08125,28.070,171,112,4,4,173,6,166,9.18e-19,77.8
BME_RS10325,AYT27_RS08175,36.634,101,58,2,15,113,6,102,1.43e-20,75.9
BME_RS10330,AYT27_RS08180,41.796,835,440,10,8,820,7,817,0.0,662
BME_RS10335,AYT27_RS08185,27.811,169,105,5,62,224,97,254,1.19e-13,64.3
BME_RS10340,AYT27_RS08205,25.200,250,180,3,13,260,12,256,1.34e-16,74.7
BME_RS10350,AYT27_RS08215,41.921,229,123,7,10,235,7,228,3.08e-51,162
BME_RS10355,AYT27_RS08220,30.466,279,171,4,1,278,9,265,2.30e-43,145
BME_RS10360,AYT27_RS08225,46.907,194,103,0,184,377,199,392,9.68e-67,213
BME_RS10365,AYT27_RS06810,40.176,341,183,6,25,352,20,352,1.73e-79,243
BME_RS10375,AYT27_RS00900,35.862,290,171,3,95,375,52,335,1.67e-60,194
BME_RS10380,AYT27_RS05555,55.895,458,199,2,12,467,6,462,0.0,510
BME_RS10400,AYT27_RS03775,60.959,146,57,0,1,146,1,146,9.51e-64,189
BME_RS10410,AYT27_RS03770,27.184,309,212,3,5,313,5,300,1.60e-33,121
BME_RS10415,AYT27_RS07800,32.512,203,122,5,38,232,40,235,6.23e-21,85.1
BME_RS10425,AYT27_RS03765,89.167,120,13,0,1,120,1,120,6.05e-76,216
BME_RS10430,AYT27_RS03760,100.000,25,0,0,1,25,1,25,1.57e-11,47.0
BME_RS10435,AYT27_RS03030,32.692,104,68,1,11,112,5,108,1.38e-12,61.6
BME_RS10440,AYT27_RS04920,26.829,246,159,5,118,349,458,696,1.28e-17,79.7
BME_RS10470,AYT27_RS00015,31.600,250,155,5,12,251,18,261,2.00e-28,105
BME_RS10475,AYT27_RS02990,47.630,443,209,9,1,421,1,442,2.86e-132,384
BME_RS10480,AYT27_RS02980,38.591,298,159,4,37,333,40,314,6.22e-53,182
BME_RS10485,AYT27_RS02775,31.381,239,157,5,10,247,10,242,5.22e-28,103
BME_RS10490,AYT27_RS02775,31.837,245,162,3,3,244,2,244,1.04e-39,133
BME_RS10500,AYT27_RS04240,36.752,234,145,2,5,236,2,234,7.18e-54,169
BME_RS10505,AYT27_RS04245,38.132,257,152,2,1,250,1,257,3.78e-59,184
BME_RS10570,AYT27_RS08055,23.077,533,347,21,48,533,103,619,3.26e-15,73.9
BME_RS10580,AYT27_RS02775,28.346,254,163,4,11,256,2,244,9.70e-32,113
BME_RS10605,AYT27_RS03280,29.680,219,149,3,19,235,15,230,2.13e-30,115
BME_RS10645,AYT27_RS08695,28.862,246,146,6,116,353,3,227,4.29e-23,93.6
BME_RS10655,AYT27_RS00265,28.261,184,122,5,50,227,7,186,8.65e-18,80.5
BME_RS10665,AYT27_RS04240,42.308,234,133,2,9,241,3,235,5.49e-66,200
BME_RS10670,AYT27_RS04245,37.931,174,92,3,3,162,82,253,1.70e-27,99.8
BME_RS10675,AYT27_RS04250,31.696,224,127,6,38,239,43,262,4.62e-21,87.8
BME_RS10680,AYT27_RS04255,29.060,351,182,10,2,286,4,353,7.51e-23,92.4
BME_RS10685,AYT27_RS04260,24.403,377,269,9,11,384,5,368,1.04e-20,88.6
BME_RS10710,AYT27_RS00955,34.802,227,117,6,5,202,4,228,1.08e-38,133
BME_RS10730,AYT27_RS00955,46.183,262,122,2,1,261,1,244,7.37e-74,229
BME_RS10735,AYT27_RS00965,29.630,297,198,6,19,310,4,294,7.81e-40,137
BME_RS10740,AYT27_RS00960,27.083,240,165,3,39,269,43,281,1.10e-22,90.5
BME_RS10745,AYT27_RS00970,23.714,447,298,16,1,418,1,433,4.67e-18,81.3
BME_RS10755,AYT27_RS06230,24.066,241,162,7,39,265,41,274,5.75e-09,51.6
BME_RS10765,AYT27_RS04240,30.932,236,155,2,1,229,1,235,2.97e-42,139
BME_RS10770,AYT27_RS04245,31.154,260,141,3,335,564,4,255,1.99e-35,129
BME_RS10790,AYT27_RS01985,33.990,203,132,1,18,220,7,207,6.98e-30,117
BME_RS10815,AYT27_RS00540,25.359,418,258,9,36,448,23,391,1.62e-37,137
BME_RS10820,AYT27_RS00540,23.855,415,272,11,22,427,13,392,3.46e-26,105
BME_RS10840,AYT27_RS01985,38.242,455,273,5,42,492,25,475,5.81e-97,297
BME_RS10885,AYT27_RS01235,25.646,503,312,18,21,484,24,503,6.19e-33,127
BME_RS10945,AYT27_RS06125,31.884,138,90,2,70,207,70,203,1.68e-14,66.2
BME_RS11010,AYT27_RS06715,37.168,113,70,1,39,150,21,133,7.46e-17,68.9
BME_RS11025,AYT27_RS06425,53.968,126,58,0,10,135,2,127,1.24e-46,144
BME_RS11030,AYT27_RS00435,29.435,248,161,4,33,270,21,264,1.71e-21,87.4
BME_RS11035,AYT27_RS00430,31.667,240,134,7,25,244,15,244,2.48e-27,103
BME_RS11040,AYT27_RS00975,24.555,281,172,6,58,334,61,305,1.40e-18,80.5
BME_RS11045,AYT27_RS06615,33.766,308,155,9,4,293,10,286,3.19e-46,158
BME_RS11050,AYT27_RS03020,31.111,90,61,1,2,91,3,91,4.48e-11,53.5
BME_RS11060,AYT27_RS07045,90.342,497,47,1,1,496,1,497,0.0,838
BME_RS11065,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
BME_RS11070,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
BME_RS11075,AYT27_RS07030,89.767,772,77,1,172,941,136,907,0.0,1293
BME_RS11080,AYT27_RS07025,78.378,37,8,0,2,38,2,38,1.19e-13,53.1
BME_RS11085,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
BME_RS11135,AYT27_RS00540,23.473,311,200,12,43,330,19,314,7.33e-11,58.9
BME_RS11140,AYT27_RS00955,40.143,279,152,3,14,289,4,270,4.72e-64,203
BME_RS11160,AYT27_RS04230,27.146,501,302,15,2,459,3,483,3.12e-29,115
BME_RS11170,AYT27_RS06170,39.286,252,144,4,4,254,6,249,5.62e-61,191
BME_RS11175,AYT27_RS01235,41.197,284,160,4,1,279,4,285,3.21e-64,208
BME_RS11180,AYT27_RS06180,39.535,258,154,1,14,271,46,301,2.50e-56,179
BME_RS11185,AYT27_RS06185,33.333,321,209,3,16,333,39,357,9.76e-56,181
BME_RS11190,AYT27_RS06215,25.000,416,262,17,13,392,11,412,6.41e-22,94.7
BME_RS11200,AYT27_RS01235,45.217,230,123,3,44,272,298,525,1.28e-57,191
BME_RS11205,AYT27_RS01235,44.747,257,141,1,10,265,4,260,4.04e-67,216
BME_RS11210,AYT27_RS06180,33.088,136,88,2,5,139,23,156,1.77e-22,90.9
BME_RS11215,AYT27_RS06185,39.210,329,178,3,6,312,29,357,2.65e-68,213
BME_RS11240,AYT27_RS04380,25.888,197,134,4,41,231,21,211,6.32e-11,57.8
BME_RS11250,AYT27_RS02980,32.184,348,204,5,1,342,1,322,3.07e-46,164
BME_RS11255,AYT27_RS06190,26.824,425,273,16,9,411,3,411,1.07e-32,127
BME_RS11260,AYT27_RS02990,33.333,174,96,4,1,154,1,174,4.23e-21,90.5
BME_RS11270,AYT27_RS06185,40.774,336,193,4,4,335,24,357,1.61e-81,248
BME_RS11275,AYT27_RS06180,45.794,107,57,1,112,217,203,309,1.83e-26,99.8
BME_RS11280,AYT27_RS06175,48.276,261,131,4,10,269,5,262,3.08e-73,224
BME_RS11285,AYT27_RS01235,45.038,262,140,3,3,262,268,527,3.81e-74,234
BME_RS11295,AYT27_RS01985,33.945,436,278,6,9,438,6,437,7.19e-85,265
BME_RS11315,AYT27_RS00715,93.333,30,2,0,1,30,1,30,2.01e-16,59.7
BME_RS11320,AYT27_RS01425,25.000,112,69,2,1,105,1,104,7.35e-09,45.4
BME_RS11340,AYT27_RS00200,68.627,255,80,0,15,269,6,260,3.24e-136,380
BME_RS11345,AYT27_RS00195,63.567,527,189,2,1,526,1,525,0.0,690
BME_RS11350,AYT27_RS00190,57.778,405,170,1,1,405,54,457,1.98e-167,474
BME_RS11355,AYT27_RS00120,78.571,518,111,0,7,524,8,525,0.0,856
BME_RS11365,AYT27_RS00930,27.536,207,126,4,88,283,46,239,6.34e-13,66.2
BME_RS11370,AYT27_RS00035,55.263,266,118,1,9,273,20,285,7.39e-108,310
BME_RS11405,AYT27_RS06315,72.195,205,57,0,1,205,1,205,2.72e-115,323
BME_RS11410,AYT27_RS06310,59.551,267,107,1,12,278,1,266,2.80e-107,308
BME_RS11415,AYT27_RS00240,38.676,574,350,2,19,591,13,585,5.66e-141,418
BME_RS11445,AYT27_RS06305,62.174,230,87,0,1,230,1,230,7.09e-112,316
BME_RS11455,AYT27_RS00165,46.440,323,168,1,8,325,7,329,1.54e-107,313
BME_RS11460,AYT27_RS00350,86.644,599,80,0,1,599,1,599,0.0,1094
BME_RS11475,AYT27_RS00380,60.714,392,148,2,18,407,7,394,1.03e-175,492
BME_RS11480,AYT27_RS00375,56.000,175,77,0,1,175,1,175,4.93e-76,221
BME_RS11485,AYT27_RS00370,58.013,312,122,2,1,306,3,311,2.20e-127,362
BME_RS11490,AYT27_RS00365,61.134,247,96,0,1,247,1,247,1.69e-117,332
BME_RS11500,AYT27_RS00260,60.914,394,149,2,1,394,1,389,5.26e-174,487
BME_RS11510,AYT27_RS00355,75.000,280,70,0,5,284,3,282,2.29e-162,448
BME_RS11515,AYT27_RS00360,65.455,275,95,0,2,276,12,286,2.23e-143,400
BME_RS11525,AYT27_RS00340,81.597,288,53,0,8,295,13,300,3.63e-176,484
BME_RS11530,AYT27_RS06300,73.500,200,53,0,61,260,10,209,6.35e-107,305
BME_RS11535,AYT27_RS06295,59.420,621,225,7,1,607,1,608,0.0,725
BME_RS11540,AYT27_RS06290,58.621,116,46,1,4,119,3,116,9.55e-40,126
BME_RS11545,AYT27_RS06285,88.636,44,5,0,1,44,1,44,7.62e-16,59.3
BME_RS11560,AYT27_RS08500,96.000,25,1,0,1,25,1,25,1.13e-10,45.1
BME_RS11565,AYT27_RS06435,26.829,410,279,12,33,429,29,430,4.07e-25,103
BME_RS11575,AYT27_RS01985,35.443,474,296,7,25,493,8,476,8.88e-78,247
BME_RS11580,AYT27_RS02775,28.685,251,168,5,3,252,4,244,1.07e-22,89.4
BME_RS11585,AYT27_RS06190,24.691,405,277,11,20,398,29,431,6.98e-26,106
BME_RS11590,AYT27_RS06185,33.639,327,189,5,9,310,32,355,1.80e-52,172
BME_RS11595,AYT27_RS06180,37.931,261,162,0,21,281,48,308,1.36e-54,175
BME_RS11600,AYT27_RS01235,44.275,262,144,1,5,264,4,265,1.53e-67,217
BME_RS11605,AYT27_RS01235,45.455,231,125,1,29,259,298,527,4.44e-66,211
BME_RS11610,AYT27_RS04230,28.542,487,306,14,1,450,1,482,4.26e-31,120
BME_RS11615,AYT27_RS00025,33.607,122,74,4,74,193,4,120,1.25e-08,50.4
BME_RS11650,AYT27_RS02575,23.636,440,262,18,256,641,273,692,1.51e-11,63.2
BME_RS11705,AYT27_RS06620,54.037,322,147,1,1,322,1,321,2.35e-134,380
BME_RS11710,AYT27_RS06615,68.994,358,86,1,13,370,9,341,0.0,522
BME_RS11715,AYT27_RS06610,55.696,237,105,0,11,247,7,243,2.48e-100,288
BME_RS11745,AYT27_RS02775,27.016,248,167,5,6,246,1,241,3.20e-21,85.1
BME_RS11750,AYT27_RS02320,24.221,706,469,18,85,750,271,950,1.66e-46,174
BME_RS11785,AYT27_RS06590,65.367,436,151,0,1,436,1,436,0.0,592
BME_RS11790,AYT27_RS02350,35.426,223,136,5,7,222,4,225,1.80e-34,119
BME_RS11795,AYT27_RS06585,72.549,153,41,1,1,153,1,152,2.07e-71,208
BME_RS11810,AYT27_RS00655,90.541,74,7,0,1,74,1,74,9.29e-43,129
BME_RS11815,AYT27_RS02165,24.599,187,134,3,63,243,360,545,5.00e-08,49.3
BME_RS11825,AYT27_RS06575,50.476,210,104,0,9,218,9,218,1.07e-56,175
