S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02241,CC_2448,40.773,233,125,5,78,310,178,397,5.22e-37,133
SMc02245,CC_0528,52.023,346,165,1,4,348,2,347,1.93e-108,318
SMc02246,CC_0527,53.922,102,47,0,5,106,4,105,1.00e-31,105
SMc02248,CC_1150,27.723,202,131,6,4,202,2,191,5.75e-12,59.3
SMc02249,CC_0026,29.650,371,237,10,803,1160,530,889,3.33e-29,122
SMc02250,CC_3585,47.183,142,70,3,1,142,3,139,2.38e-29,101
SMc02251,CC_1534,30.667,375,243,6,26,387,28,398,2.60e-51,173
SMc02252,CC_0092,44.201,319,173,4,3,320,4,318,5.75e-73,226
SMc02253,CC_1116,44.318,88,48,1,5,92,26,112,1.79e-16,66.2
SMc02254,CC_0763,29.781,366,208,10,5,326,10,370,2.53e-37,134
SMc02255,CC_0762,29.495,495,282,6,33,461,8,501,7.20e-59,199
SMc02256,CC_2456,38.191,398,223,9,16,393,18,412,4.16e-69,221
SMc02257,CC_1440,34.862,218,125,5,51,268,13,213,1.28e-24,95.5
SMc02258,CC_1440,34.783,230,129,6,10,236,6,217,1.32e-18,78.6
SMc02259,CC_1441,32.328,232,145,5,26,257,40,259,2.10e-32,116
SMc02260,CC_1439,52.610,249,107,2,33,281,2,239,4.22e-81,242
SMc02261,CC_3123,35.149,202,119,2,1,198,9,202,1.93e-27,100
SMc02262,CC_1534,30.000,380,242,8,20,381,19,392,1.49e-50,172
SMc02263,CC_2100,28.086,559,353,16,7,531,2,545,1.84e-51,182
SMc02265,CC_1991,40.977,532,302,7,4,527,5,532,9.80e-120,370
SMc02267,CC_2625,42.754,138,77,1,1,138,1,136,4.84e-36,119
SMc02268,CC_2263,53.185,314,139,4,23,336,12,317,6.97e-106,310
SMc02271,CC_3384,28.340,247,161,4,5,246,13,248,1.01e-22,91.3
SMc02272,CC_1355,36.522,345,213,5,98,439,47,388,1.48e-63,208
SMc02273,CC_0770,32.416,327,216,3,1764,2089,3,325,1.82e-26,109
SMc02282,CC_0964,44.262,122,66,1,86,207,65,184,2.53e-23,99.4
SMc02287,CC_3371,33.803,142,86,5,2,138,22,160,9.19e-08,46.6
SMc02295,CC_0621,27.273,176,118,4,20,189,253,424,1.67e-11,62.4
SMc02296,CC_0620,23.491,464,291,17,6,428,4,444,1.15e-21,95.5
SMc02305,CC_2350,59.674,429,166,3,1,429,1,422,1.16e-168,477
SMc02306,CC_2349,38.849,139,83,1,4,142,26,162,1.03e-28,100
SMc02307,CC_2346,57.110,429,181,2,4,432,3,428,1.04e-160,457
SMc02308,CC_2345,55.195,154,66,2,6,158,8,159,5.90e-61,182
SMc02309,CC_2344,48.366,153,74,3,6,154,1,152,3.05e-44,140
SMc02310,CC_2343,93.056,72,5,0,1,72,1,72,3.75e-47,141
SMc02311,CC_2342,55.838,197,81,1,1,197,1,191,3.86e-72,214
SMc02312,CC_2340,46.512,43,23,0,21,63,5,47,4.66e-10,47.0
SMc02320,CC_1682,40.506,79,44,2,5,81,18,95,1.58e-08,44.7
SMc02322,CC_0094,36.293,259,155,7,435,692,5,254,8.36e-32,122
SMc02325,CC_0860,44.625,493,253,6,10,488,9,495,1.66e-131,389
SMc02327,CC_3365,43.506,154,79,4,12,165,2,147,8.68e-39,126
SMc02329,CC_2742,26.946,167,107,5,25,190,37,189,3.49e-08,49.7
SMc02334,CC_1223,25.420,476,313,13,3,460,4,455,6.92e-19,86.3
SMc02335,CC_1223,28.520,277,186,4,1,271,1,271,1.39e-20,91.3
SMc02336,CC_2836,40.329,243,131,5,13,247,7,243,6.67e-37,127
SMc02337,CC_0860,44.466,506,262,6,4,494,3,504,2.36e-133,393
SMc02338,CC_0859,27.715,267,183,5,25,288,37,296,2.42e-24,97.8
SMc02339,CC_1286,38.610,259,142,6,6,255,9,259,9.47e-45,148
SMc02340,CC_0962,28.289,152,105,2,10,158,4,154,4.57e-12,60.8
SMc02341,CC_1223,24.893,466,311,15,1,439,5,458,8.70e-21,91.7
SMc02342,CC_3620,44.376,649,344,10,7,651,8,643,6.05e-180,523
SMc02343,CC_3069,35.676,185,115,2,10,192,6,188,6.77e-19,85.9
SMc02345,CC_0610,28.788,198,139,1,87,284,101,296,3.76e-18,79.7
SMc02346,CC_0611,48.611,216,107,3,28,239,19,234,1.99e-63,197
SMc02350,CC_0220,29.121,182,105,7,15,182,27,198,1.42e-08,49.7
SMc02351,CC_3056,42.537,134,75,2,14,146,2,134,1.21e-29,102
SMc02352,CC_3130,25.000,432,269,10,13,417,42,445,1.46e-22,96.7
SMc02353,CC_1297,22.692,260,191,3,10,261,17,274,7.74e-13,64.3
SMc02355,CC_2795,28.796,191,105,5,12,184,9,186,7.07e-18,75.9
SMc02357,CC_3600,34.615,234,152,1,6,239,11,243,5.08e-36,125
SMc02358,CC_3600,35.021,237,145,2,2,234,11,242,4.21e-40,135
SMc02361,CC_2762,32.591,359,209,9,1,348,2,338,2.04e-28,111
SMc02362,CC_2761,44.138,145,79,2,1,144,6,149,8.12e-35,116
SMc02363,CC_2760,51.553,644,307,3,1,639,1,644,0.0,601
SMc02364,CC_2759,48.438,128,64,1,22,149,22,147,2.36e-32,109
SMc02365,CC_2758,38.752,529,276,9,4,501,17,528,5.57e-106,323
SMc02366,CC_2757,62.100,219,83,0,5,223,1,219,6.21e-99,284
SMc02367,CC_2755,36.632,475,278,8,3,463,2,467,5.98e-77,245
SMc02368,CC_2753,45.412,850,449,8,110,956,120,957,0.0,631
SMc02369,CC_2482,38.735,648,358,15,140,771,205,829,2.38e-120,379
SMc02370,CC_2481,49.434,884,421,10,1,880,1,862,0.0,768
SMc02371,CC_0093,30.169,295,198,3,7,300,4,291,2.86e-32,118
SMc02375,CC_1333,39.493,276,142,5,14,285,12,266,1.11e-46,155
SMc02376,CC_1476,50.116,431,209,3,2,426,12,442,2.55e-138,400
SMc02377,CC_1334,62.996,554,196,4,9,554,6,558,0.0,687
SMc02379,CC_2668,29.496,139,80,4,95,217,15,151,8.81e-09,51.6
SMc02380,CC_3759,37.056,197,113,5,21,216,18,204,3.67e-22,92.0
SMc02381,CC_2972,34.454,119,72,2,15,133,58,170,8.61e-19,74.7
SMc02384,CC_0469,35.021,237,143,7,19,251,10,239,1.67e-31,115
SMc02386,CC_0264,52.506,419,193,4,84,500,70,484,9.63e-144,419
SMc02387,CC_1976,62.500,104,39,0,3,106,3,106,2.49e-34,111
SMc02390,CC_2434,62.656,241,82,2,1,233,1,241,4.06e-108,308
SMc02391,CC_1636,31.690,142,67,8,1,113,33,173,3.42e-08,46.2
SMc02392,CC_2433,46.970,66,34,1,21,85,24,89,3.49e-15,61.6
SMc02393,CC_2223,28.660,321,213,5,37,349,27,339,8.13e-30,114
SMc02394,CC_2867,47.222,72,38,0,8,79,14,85,4.55e-17,67.4
SMc02397,CC_3006,28.395,243,149,6,84,302,53,294,6.89e-12,62.0
SMc02403,CC_1194,36.672,589,354,9,87,665,83,662,2.22e-99,317
SMc02404,CC_1195,57.388,291,121,3,2,292,6,293,2.57e-113,326
SMc02405,CC_1196,62.252,151,56,1,10,159,1,151,1.39e-65,194
SMc02407,CC_1550,63.212,193,68,1,2,191,3,195,1.20e-89,258
SMc02408,CC_1552,68.493,73,23,0,1,73,1,73,1.98e-30,103
SMc02413,CC_3132,33.958,427,242,17,23,420,38,453,3.34e-51,176
SMc02414,CC_2616,23.990,396,243,14,22,398,27,383,2.44e-12,65.5
SMc02423,CC_2669,38.824,255,136,7,27,273,18,260,1.81e-32,120
SMc02424,CC_2669,42.667,225,113,6,41,255,18,236,3.43e-40,141
SMc02425,CC_1776,38.889,90,52,1,20,109,20,106,1.50e-10,55.8
SMc02429,CC_2517,34.256,289,182,4,5,292,3,284,1.80e-40,139
SMc02432,CC_3034,41.445,263,145,5,387,646,184,440,3.08e-60,205
SMc02433,CC_0878,69.849,859,255,2,1,859,1,855,0.0,1197
SMc02434,CC_0876,67.241,58,18,1,34,90,30,87,7.68e-20,83.2
SMc02435,CC_0875,40.283,283,164,2,1,282,29,307,5.94e-61,193
SMc02436,CC_0856,61.798,356,131,2,3,357,31,382,2.02e-158,446
SMc02437,CC_0849,51.681,714,341,3,7,719,10,720,0.0,719
SMc02438,CC_0843,61.085,424,154,5,1,423,1,414,5.75e-177,497
SMc02440,CC_0840,55.833,240,105,1,8,246,12,251,1.04e-95,278
SMc02441,CC_0827,43.478,138,78,0,1,138,1,138,1.32e-40,130
SMc02442,CC_0828,51.575,254,117,2,23,270,27,280,2.23e-84,251
SMc02443,CC_0829,57.647,85,35,1,4,88,1,84,1.85e-30,100
SMc02444,CC_0830,40.928,237,136,2,7,242,23,256,3.91e-44,147
SMc02445,CC_0831,48.727,275,137,2,25,295,27,301,3.27e-82,247
SMc02448,CC_0833,67.424,132,43,0,4,135,3,134,9.21e-64,188
SMc02449,CC_2209,45.570,79,43,0,225,303,126,204,2.91e-09,53.1
SMc02450,CC_3066,52.970,404,184,2,32,432,3,403,1.13e-129,377
SMc02451,CC_3067,34.500,200,129,2,67,265,73,271,1.08e-24,97.8
SMc02452,CC_0861,40.127,314,178,5,3,309,1,311,3.53e-42,146
SMc02462,CC_r02,82.821,390,67,0,532,921,509,898,0.0,587
SMc02463,CC_3529,39.535,129,73,3,1,125,1,128,3.94e-14,61.6
SMc02464,CC_3528,33.871,124,82,0,1,124,10,133,3.47e-19,74.7
SMc02465,CC_3527,70.764,602,166,5,13,613,4,596,0.0,857
SMc02466,CC_3526,75.581,258,62,1,1,257,1,258,1.29e-149,415
SMc02467,CC_1039,41.538,195,108,3,1,189,1,195,3.29e-47,150
SMc02469,CC_1225,25.850,294,190,9,58,345,95,366,1.03e-13,68.6
SMc02474,CC_3134,49.206,252,126,1,4,255,15,264,6.02e-81,249
SMc02477,CC_2867,43.182,88,48,2,2,87,17,104,3.61e-20,74.7
SMc02478,CC_3531,47.945,365,172,5,16,373,13,366,1.65e-104,310
SMc02479,CC_3655,71.160,319,92,0,1,319,1,319,1.55e-168,468
SMc02480,CC_0337,74.121,398,103,0,1,398,1,398,0.0,587
SMc02481,CC_0338,80.667,300,52,2,1,300,1,294,3.76e-173,478
SMc02482,CC_0339,63.068,991,352,6,7,996,9,986,0.0,1289
SMc02483,CC_0340,62.077,414,143,2,4,417,3,402,1.09e-160,455
SMc02484,CC_0456,27.638,199,128,6,20,212,19,207,2.47e-18,77.0
SMc02486,CC_2655,38.824,255,143,8,3,249,7,256,1.63e-35,124
SMc02487,CC_0342,62.009,458,169,4,3,459,13,466,0.0,544
SMc02489,CC_0344,49.158,297,143,6,38,329,10,303,8.91e-85,255
SMc02490,CC_3533,47.788,226,117,1,65,289,1,226,7.58e-70,214
SMc02495,CC_3614,65.741,216,74,0,1,216,1,216,8.13e-103,293
SMc02496,CC_0346,50.139,722,352,8,16,734,3,719,0.0,646
SMc02498,CC_3450,48.634,183,93,1,3,185,1,182,1.64e-48,153
SMc02499,CC_3449,77.059,510,116,1,1,509,1,510,0.0,803
SMc02500,CC_3448,58.108,296,117,3,1,294,1,291,2.81e-120,343
SMc02501,CC_3447,75.267,469,107,4,33,493,62,529,0.0,728
SMc02502,CC_3445,51.250,80,38,1,8,87,5,83,1.79e-20,77.0
SMc02504,CC_2887,31.111,135,86,4,14,144,32,163,3.21e-13,60.8
SMc02508,CC_1193,30.932,236,148,7,29,257,10,237,3.59e-28,106
SMc02510,CC_0057,50.388,129,64,0,8,136,1,129,1.01e-43,137
SMc02518,CC_3134,40.639,219,129,1,24,242,29,246,1.37e-54,181
SMc02519,CC_3134,38.565,223,137,0,1,223,14,236,4.11e-47,161
SMc02522,CC_1286,35.178,253,144,9,13,255,17,259,3.27e-29,108
SMc02523,CC_3045,26.715,277,187,7,2,270,3,271,1.01e-13,67.0
SMc02524,CC_1950,31.250,112,75,2,28,138,40,150,4.33e-11,55.8
SMc02525,CC_1947,38.919,370,217,5,141,504,46,412,1.09e-70,229
SMc02544,CC_1313,46.829,205,105,1,1,205,234,434,2.42e-48,160
SMc02545,CC_0254,40.717,307,170,7,9,312,3,300,1.49e-60,192
SMc02546,CC_1541,29.234,496,310,13,3,490,12,474,3.87e-43,158
SMc02547,CC_1227,55.663,309,136,1,6,313,7,315,1.32e-125,359
SMc02548,CC_3683,43.046,151,76,2,6,156,3,143,9.95e-38,123
SMc02549,CC_3683,48.252,143,70,2,7,148,4,143,3.22e-43,137
SMc02550,CC_3683,50.000,146,66,2,7,151,4,143,1.27e-44,140
SMc02551,CC_0460,50.429,466,191,8,7,447,3,453,6.51e-150,432
SMc02554,CC_1554,29.078,141,91,4,2,137,1,137,8.16e-12,56.2
SMc02558,CC_0385,33.473,239,152,4,4,241,9,241,6.87e-35,124
SMc02559,CC_1451,62.766,188,67,2,5,191,48,233,2.88e-76,226
SMc02560,CC_0237,64.435,239,81,1,1,239,1,235,6.37e-111,315
SMc02563,CC_1214,49.640,139,63,3,6,144,11,142,6.49e-34,113
SMc02565,CC_1450,53.916,332,120,7,20,331,19,337,3.51e-102,301
SMc02566,CC_0009,54.726,201,88,3,3,203,19,216,1.04e-65,199
SMc02568,CC_3738,45.192,104,55,2,1,104,5,106,2.02e-18,71.2
SMc02569,CC_3737,69.531,256,75,1,3,258,2,254,7.99e-127,357
SMc02570,CC_3736,60.593,236,93,0,1,236,1,236,1.50e-97,282
SMc02571,CC_0683,25.714,280,174,8,164,429,113,372,4.37e-15,73.2
SMc02572,CC_3735,56.542,214,89,2,3,216,4,213,3.13e-77,228
SMc02574,CC_3734,53.846,195,90,0,7,201,2,196,1.41e-81,238
SMc02575,CC_3727,66.129,186,58,1,2,182,3,188,7.87e-86,248
SMc02577,CC_3728,70.575,435,123,3,1,435,1,430,0.0,552
SMc02579,CC_2997,31.739,460,289,10,2,453,4,446,6.86e-53,181
SMc02580,CC_2369,30.172,348,202,13,7,333,12,339,8.42e-17,81.6
SMc02583,CC_3467,48.092,131,68,0,17,147,11,141,1.38e-42,136
SMc02584,CC_0247,68.987,158,49,0,37,194,28,185,1.38e-65,197
SMc02585,CC_0248,39.364,409,234,6,25,424,52,455,3.09e-76,242
SMc02586,CC_1185,52.083,816,385,4,7,820,2,813,0.0,735
SMc02587,CC_3134,42.056,214,118,3,16,226,15,225,1.46e-46,155
SMc02594,CC_3245,36.620,142,86,3,80,217,63,204,2.96e-20,82.4
SMc02595,CC_3168,40.458,393,218,5,27,405,2,392,2.00e-80,250
SMc02596,CC_3510,28.947,152,107,1,1,152,7,157,6.99e-10,55.5
SMc02597,CC_1579,38.816,152,85,5,26,172,26,174,1.68e-22,85.9
SMc02598,CC_2915,54.296,291,119,1,8,298,6,282,5.79e-94,276
SMc02599,CC_2913,51.823,521,217,9,18,525,12,511,1.82e-136,402
SMc02601,CC_2912,60.182,329,127,1,33,357,26,354,1.59e-149,424
SMc02604,CC_1217,56.122,294,123,4,4,294,53,343,5.68e-105,307
SMc02606,CC_3355,28.652,356,219,11,593,943,9,334,3.47e-24,102
SMc02609,CC_2960,29.394,330,185,9,13,320,5,308,1.32e-29,112
SMc02610,CC_0118,41.489,94,54,1,163,256,68,160,1.72e-12,64.7
SMc02612,CC_3607,28.086,324,207,4,94,410,886,1190,1.87e-21,94.4
SMc02613,CC_3130,29.646,452,275,13,8,433,28,462,1.56e-43,155
SMc02616,CC_0426,26.722,363,228,12,3,338,35,386,8.46e-12,63.9
SMc02635,CC_1564,38.914,221,134,1,13,232,8,228,3.61e-48,157
SMc02640,CC_2378,46.037,328,159,2,4,329,7,318,1.49e-98,291
SMc02641,CC_2379,68.349,436,135,2,1,435,1,434,0.0,609
SMc02644,CC_3587,36.364,77,48,1,644,720,192,267,1.92e-09,57.4
SMc02645,CC_1427,32.984,382,235,9,14,383,35,407,6.94e-55,184
SMc02646,CC_3172,28.676,136,68,4,34,169,2,108,4.07e-10,56.6
SMc02647,CC_1505,48.980,98,50,0,10,107,2,99,7.11e-30,101
SMc02648,CC_1504,57.078,219,93,1,1,218,1,219,4.95e-75,224
SMc02649,CC_1503,58.915,129,52,1,3,131,8,135,2.17e-49,152
SMc02650,CC_1506,70.485,227,66,1,9,234,3,229,7.64e-113,320
SMc02651,CC_1562,53.727,322,128,3,4,311,17,331,6.50e-119,342
SMc02652,CC_1560,47.945,219,111,2,14,229,11,229,7.69e-49,157
SMc02653,CC_1559,46.947,262,113,1,12,247,20,281,3.00e-75,227
SMc02654,CC_1558,67.939,131,42,0,1,131,1,131,4.29e-62,184
SMc02659,CC_1553,46.738,751,356,9,1,738,20,739,0.0,659
SMc02661,CC_3274,32.328,464,285,8,87,533,118,569,1.20e-59,205
SMc02668,CC_r02,82.821,390,67,0,532,921,509,898,0.0,587
SMc02675,CC_r06,90.323,31,3,0,329,359,329,359,2.67e-10,59.3
SMc02676,CC_r06,90.323,31,3,0,329,359,329,359,2.67e-10,59.3
SMc02677,CC_0494,37.828,267,155,4,8,272,3,260,2.58e-41,140
SMc02678,CC_0493,31.818,154,105,0,13,166,15,168,3.81e-33,112
SMc02681,CC_0492,46.853,286,126,4,13,273,3,287,6.22e-80,241
SMc02682,CC_0491,40.483,373,194,9,10,363,3,366,5.71e-81,249
SMc02683,CC_0490,48.638,257,129,2,6,261,5,259,1.56e-80,240
SMc02686,CC_0487,67.308,312,100,2,1,310,1,312,1.75e-152,427
SMc02687,CC_1903,47.085,223,107,6,11,230,12,226,1.26e-53,172
SMc02689,CC_3580,80.962,499,95,0,4,502,8,506,0.0,844
SMc02690,CC_3579,52.866,314,133,4,7,317,6,307,7.73e-101,296
SMc02692,CC_0485,42.135,178,102,1,7,184,6,182,8.81e-48,152
SMc02693,CC_0484,47.264,201,101,3,1,196,1,201,9.07e-58,179
SMc02694,CC_2467,42.268,97,54,1,4,98,21,117,5.68e-22,80.5
SMc02695,CC_0479,65.761,368,123,2,1,367,1,366,2.61e-174,486
SMc02700,CC_0408,43.269,416,216,7,9,417,7,409,3.72e-103,309
SMc02701,CC_0407,46.111,180,92,4,32,209,31,207,6.40e-49,156
SMc02702,CC_0406,56.818,176,62,5,41,216,18,179,6.79e-56,173
SMc02703,CC_2826,54.397,307,138,2,24,328,14,320,1.47e-110,322
SMc02704,CC_2827,30.224,268,155,7,35,280,22,279,8.37e-18,79.0
SMc02707,CC_0405,40.845,142,84,0,9,150,17,158,1.81e-27,99.0
SMc02711,CC_0418,43.624,149,79,3,12,156,35,182,4.26e-33,113
SMc02712,CC_1158,36.727,275,162,6,1,273,3,267,1.15e-46,156
SMc02713,CC_2883,33.121,157,102,3,8,163,7,161,1.24e-19,78.6
SMc02715,CC_0639,38.028,142,70,5,3,141,2,128,5.64e-20,77.0
SMc02717,CC_1541,25.185,540,328,16,48,564,22,508,6.99e-25,105
SMc02720,CC_1963,40.936,171,100,1,22,191,31,201,3.06e-45,146
SMc02721,CC_0139,28.571,616,370,22,8,603,7,572,1.42e-44,169
SMc02723,CC_2654,68.212,151,47,1,4,154,2,151,1.86e-78,226
SMc02724,CC_3641,30.169,295,196,4,6,295,11,300,1.51e-30,114
SMc02725,CC_1895,32.576,396,213,10,158,510,125,509,7.16e-42,157
SMc02726,CC_2194,29.032,713,430,20,70,743,58,733,5.52e-68,235
SMc02732,CC_0421,45.714,105,56,1,9,112,4,108,1.89e-24,87.8
SMc02739,CC_3134,41.277,235,128,1,39,273,25,249,1.39e-52,175
SMc02752,CC_0239,36.842,133,74,2,9,137,4,130,2.55e-13,60.5
SMc02753,CC_0240,66.418,134,44,1,1,133,13,146,1.13e-60,180
SMc02754,CC_0241,56.977,86,37,0,10,95,6,91,1.21e-28,96.3
SMc02755,CC_0257,73.319,461,123,0,6,466,3,463,0.0,688
SMc02756,CC_3484,31.902,652,424,8,179,826,131,766,2.86e-104,336
SMc02757,CC_3535,32.164,342,202,13,166,490,24,352,5.16e-38,139
SMc02758,CC_3536,43.612,227,121,2,6,228,8,231,6.93e-51,163
SMc02759,CC_3537,34.522,1066,598,25,5,1054,13,994,1.38e-134,429
SMc02760,CC_3538,41.126,924,499,21,6,907,37,937,5.66e-169,530
SMc02761,CC_3539,50.476,105,52,0,1,105,1,105,1.48e-39,124
SMc02763,CC_3541,52.558,430,190,8,13,440,12,429,1.02e-119,353
SMc02764,CC_3542,56.631,279,119,2,2,280,23,299,5.60e-114,328
SMc02765,CC_3543,51.471,272,128,1,4,275,5,272,3.36e-78,235
SMc02766,CC_3544,75.434,403,99,0,1,403,5,407,0.0,612
SMc02767,CC_3545,44.286,210,116,1,6,214,9,218,4.89e-58,179
SMc02768,CC_0251,32.906,234,140,4,21,248,15,237,3.85e-33,117
SMc02770,CC_0250,53.528,411,186,1,1,406,8,418,3.18e-161,458
SMc02771,CC_2837,29.032,310,195,13,23,313,20,323,5.75e-15,71.6
SMc02772,CC_0861,37.801,291,176,2,35,320,38,328,7.84e-44,150
SMc02773,CC_0860,37.425,497,295,5,29,512,3,496,9.55e-109,330
SMc02774,CC_0859,29.740,269,159,9,63,317,66,318,7.89e-17,77.0
SMc02775,CC_3002,28.660,321,188,14,1,307,1,294,1.45e-11,61.2
SMc02776,CC_1488,40.784,510,279,11,2,501,6,502,3.86e-109,330
SMc02777,CC_0986,26.923,234,141,9,76,290,5,227,5.32e-11,58.5
SMc02779,CC_2923,31.429,280,174,7,31,301,28,298,1.62e-23,95.5
SMc02780,CC_3140,56.994,479,203,2,7,484,5,481,0.0,555
SMc02782,CC_0160,65.968,811,255,5,11,811,6,805,0.0,1039
SMc02784,CC_3739,43.434,99,54,2,84,182,91,187,1.28e-18,76.6
SMc02785,CC_3740,31.215,362,210,12,8,359,62,394,7.95e-41,145
SMc02786,CC_3741,34.091,220,109,6,7,226,43,226,3.45e-28,103
SMc02788,CC_3742,46.711,152,80,1,12,163,13,163,4.52e-47,148
SMc02789,CC_0005,46.320,231,119,4,2,230,3,230,4.38e-63,194
SMc02790,CC_0004,57.216,194,81,1,1,192,24,217,3.84e-71,212
SMc02791,CC_0003,42.412,257,144,3,14,268,14,268,1.18e-51,168
SMc02792,CC_0002,47.668,193,100,1,5,197,6,197,4.49e-54,168
SMc02793,CC_0001,50.190,263,130,1,6,268,42,303,4.18e-87,259
SMc02794,CC_3763,45.938,320,170,3,1,319,31,348,1.74e-91,273
SMc02795,CC_3761,44.286,140,72,1,45,178,11,150,7.13e-35,117
SMc02796,CC_3760,80.998,421,80,0,1,421,61,481,0.0,717
SMc02797,CC_3756,45.089,448,231,6,4,439,2,446,2.55e-111,332
SMc02798,CC_3755,61.475,610,235,0,4,613,27,636,0.0,751
SMc02799,CC_3754,34.286,210,130,3,1,210,2,203,2.01e-35,121
SMc02800,CC_3753,62.791,258,95,1,7,263,7,264,1.99e-121,344
SMc02801,CC_3752,50.000,298,130,5,7,295,5,292,1.35e-82,248
SMc02802,CC_3751,34.021,194,122,3,5,192,5,198,8.74e-19,83.2
SMc02804,CC_3749,58.534,873,344,6,5,875,3,859,0.0,1061
SMc02812,CC_3745,61.224,196,73,1,24,219,22,214,1.63e-82,242
SMc02817,CC_0093,29.537,281,166,8,45,312,35,296,2.91e-22,91.7
SMc02818,CC_2083,35.915,142,79,4,13,153,47,177,2.43e-10,57.4
SMc02820,CC_2942,72.398,442,118,1,22,463,64,501,0.0,674
SMc02821,CC_2941,42.769,325,178,3,10,334,7,323,3.40e-81,247
SMc02822,CC_2940,48.765,324,164,2,5,327,39,361,1.45e-89,269
SMc02824,CC_2938,37.629,194,121,0,67,260,88,281,5.48e-28,105
SMc02825,CC_2937,46.980,447,229,5,16,455,12,457,3.34e-131,384
SMc02827,CC_2936,41.901,284,149,6,6,283,5,278,3.20e-62,195
SMc02828,CC_3215,30.078,256,156,9,43,288,44,286,4.68e-17,78.6
SMc02829,CC_2669,33.441,311,182,10,5,313,1,288,2.44e-37,137
SMc02835,CC_2054,40.252,318,180,6,14,325,11,324,2.42e-58,188
SMc02836,CC_0305,39.655,580,339,2,19,588,14,592,1.20e-124,377
SMc02837,CC_3550,50.562,267,115,4,6,271,5,255,1.08e-76,231
SMc02838,CC_2261,49.296,213,86,2,4,194,3,215,4.67e-60,185
SMc02841,CC_3729,47.059,272,138,3,16,287,30,295,6.73e-85,254
SMc02843,CC_3731,54.667,225,99,1,15,239,15,236,1.26e-79,237
SMc02844,CC_0732,37.634,93,56,1,17,107,28,120,1.57e-08,49.7
SMc02846,CC_3733,55.793,328,144,1,2,329,39,365,2.94e-119,345
SMc02848,CC_3721,32.624,141,88,1,78,218,41,174,5.47e-23,89.0
SMc02849,CC_3722,66.565,329,105,2,3,331,18,341,8.38e-161,450
SMc02850,CC_3464,56.456,999,375,9,7,1004,28,967,0.0,1061
SMc02851,CC_3149,27.559,127,79,2,27,141,32,157,4.55e-10,53.1
SMc02852,CC_0275,31.500,200,121,8,83,282,68,251,2.91e-10,58.5
SMc02855,CC_0093,27.090,299,207,5,13,305,3,296,8.61e-21,87.4
SMc02856,CC_0252,47.218,593,308,3,90,679,19,609,1.31e-177,521
SMc02857,CC_0010,75.351,641,148,3,1,641,1,631,0.0,985
SMc02858,CC_0011,56.397,383,159,2,3,378,2,383,8.99e-157,443
SMc02863,CC_0159,46.505,372,177,10,7,362,6,371,2.10e-83,256
SMc02864,CC_3726,57.317,246,94,2,6,251,13,247,3.77e-81,241
SMc02866,CC_0732,39.583,48,29,0,11,58,28,75,1.79e-08,49.7
SMc02867,CC_0807,53.890,1041,477,2,1,1038,2,1042,0.0,1090
SMc02868,CC_0808,42.819,376,210,4,5,377,1,374,2.51e-86,265
SMc02869,CC_3134,47.917,240,123,1,20,259,15,252,1.90e-74,232
SMc02870,CC_1296,29.545,132,80,2,14,138,8,133,1.80e-08,52.0
SMc02871,CC_3135,25.641,156,103,2,54,199,84,236,2.62e-09,53.9
SMc02876,CC_0445,50.638,235,113,1,16,250,13,244,3.50e-72,218
SMc02877,CC_0444,47.478,337,176,1,3,339,27,362,1.24e-85,259
SMc02878,CC_0534,46.027,365,194,2,21,385,19,380,9.95e-88,268
SMc02879,CC_2360,57.083,240,97,2,3,236,5,244,1.37e-76,229
SMc02880,CC_2465,34.164,281,164,5,6,278,7,274,2.02e-27,105
SMc02881,CC_2613,35.792,461,255,15,6,443,5,447,2.01e-36,136
SMc02885,CC_0994,64.762,210,73,1,7,216,4,212,1.62e-97,280
SMc02889,CC_0137,27.811,169,113,1,42,201,50,218,4.12e-14,70.9
SMc02890,CC_0185,23.795,643,366,19,34,560,30,664,2.71e-27,114
SMc02892,CC_3069,30.383,418,267,9,26,431,15,420,1.52e-24,103
SMc02893,CC_2143,32.753,287,177,7,5,289,10,282,3.56e-20,85.5
SMc02895,CC_2524,27.329,322,204,9,3,313,5,307,3.85e-08,50.4
SMc02896,CC_1744,29.365,252,136,10,108,348,60,280,8.86e-15,70.9
SMc02897,CC_2935,41.420,169,91,4,6,172,7,169,1.59e-31,113
SMc02898,CC_2934,49.789,237,116,3,10,244,4,239,7.97e-71,214
SMc02899,CC_2933,55.797,276,121,1,6,281,5,279,1.97e-96,282
SMc02902,CC_2312,44.545,220,121,1,1,219,23,242,2.35e-60,187
SMc02903,CC_0266,46.114,193,96,2,127,319,125,309,2.32e-51,169
SMc02904,CC_3657,42.857,126,65,2,108,227,1,125,2.85e-29,104
SMc02905,CC_0267,34.513,113,74,0,484,596,479,591,9.31e-14,70.9
SMc02906,CC_0268,41.905,105,51,2,8,105,1,102,2.46e-18,70.9
SMc02907,CC_2013,32.520,123,81,1,19,141,26,146,4.46e-13,62.4
SMc02908,CC_0269,58.389,149,62,0,50,198,1,149,7.75e-58,176
SMc02909,CC_3322,40.464,388,211,9,28,412,56,426,9.97e-66,213
SMc02910,CC_0403,30.986,355,213,13,20,356,28,368,2.29e-17,81.3
