Melitensis16M|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS12980,BME_RS12980,100.000,607,0,0,1,607,1,607,0.0,1254
BME_RS12985,BME_RS12985,100.000,634,0,0,1,634,1,634,0.0,1296
BME_RS12990,BME_RS12990,100.000,276,0,0,1,276,1,276,0.0,555
BME_RS12995,BME_RS12995,100.000,334,0,0,1,334,1,334,0.0,667
BME_RS13000,BME_RS13000,100.000,374,0,0,1,374,1,374,0.0,745
BME_RS13005,BME_RS13005,100.000,301,0,0,1,301,1,301,0.0,607
BME_RS13010,BME_RS13010,100.000,184,0,0,1,184,1,184,2.01e-138,380
BME_RS13015,BME_RS13015,100.000,175,0,0,1,175,1,175,5.28e-129,356
BME_RS13020,BME_RS13020,100.000,426,0,0,1,426,1,426,0.0,832
BME_RS13025,BME_RS13025,100.000,131,0,0,1,131,1,131,2.31e-95,267
BME_RS13030,BME_RS13030,100.000,534,0,0,1,534,1,534,0.0,1085
BME_RS13035,BME_RS13035,100.000,173,0,0,1,173,1,173,1.07e-126,350
BME_RS13040,BME_RS13040,100.000,74,0,0,1,74,1,74,2.80e-50,149
BME_RS13045,BME_RS13045,100.000,367,0,0,1,367,1,367,0.0,743
BME_RS13050,BME_RS13050,100.000,367,0,0,1,367,1,367,0.0,746
BME_RS13055,BME_RS13055,100.000,338,0,0,1,338,1,338,0.0,687
BME_RS13060,BME_RS13060,100.000,590,0,0,1,590,1,590,0.0,1170
BME_RS13065,BME_RS13065,100.000,133,0,0,1,133,1,133,1.35e-96,270
BME_RS13070,BME_RS13070,100.000,114,0,0,1,114,1,114,2.72e-81,230
BME_RS13075,BME_RS13075,100.000,269,0,0,1,269,1,269,0.0,545
BME_RS13080,BME_RS13080,100.000,158,0,0,1,158,1,158,3.62e-116,322
BME_RS13085,BME_RS13085,100.000,421,0,0,1,421,1,421,0.0,860
BME_RS13090,BME_RS13090,100.000,293,0,0,1,293,1,293,0.0,590
BME_RS13095,BME_RS13095,100.000,293,0,0,1,293,1,293,0.0,583
BME_RS13100,BME_RS13100,100.000,371,0,0,1,371,1,371,0.0,756
BME_RS13110,BME_RS13110,100.000,469,0,0,1,469,1,469,0.0,917
BME_RS13115,BME_RS13115,100.000,240,0,0,1,240,1,240,0.0,492
BME_RS13120,BME_RS13120,100.000,509,0,0,1,509,1,509,0.0,1029
BME_RS13125,BME_RS13125,100.000,253,0,0,1,253,1,253,0.0,520
BME_RS13130,BME_RS13130,100.000,226,0,0,1,226,1,226,1.57e-159,437
BME_RS13135,BME_RS13135,100.000,257,0,0,1,257,1,257,0.0,513
BME_RS13140,BME_RS13140,100.000,1204,0,0,1,1204,1,1204,0.0,2460
BME_RS13145,BME_RS13145,100.000,202,0,0,1,202,1,202,5.95e-149,408
BME_RS13150,BME_RS13150,100.000,252,0,0,1,252,1,252,0.0,509
BME_RS13155,BME_RS13155,100.000,317,0,0,1,317,1,317,0.0,616
BME_RS13160,BME_RS13160,100.000,320,0,0,1,320,1,320,0.0,613
BME_RS13165,BME_RS13165,100.000,315,0,0,1,315,1,315,0.0,641
BME_RS13170,BME_RS13170,100.000,482,0,0,1,482,1,482,0.0,946
BME_RS13175,BME_RS13175,100.000,134,0,0,1,134,1,134,9.33e-96,268
BME_RS13180,BME_RS13180,100.000,551,0,0,1,551,1,551,0.0,1117
BME_RS13185,BME_RS13185,100.000,253,0,0,1,253,1,253,0.0,497
BME_RS13190,BME_RS13190,100.000,258,0,0,1,258,1,258,0.0,516
BME_RS13195,BME_RS13195,100.000,305,0,0,1,305,1,305,0.0,607
BME_RS13200,BME_RS13200,100.000,45,0,0,1,45,1,45,4.86e-28,90.9
BME_RS13205,BME_RS13205,100.000,162,0,0,1,162,1,162,1.70e-114,318
BME_RS13210,BME_RS13210,100.000,430,0,0,1,430,1,430,0.0,839
BME_RS13215,BME_RS13215,100.000,199,0,0,1,199,1,199,1.45e-151,415
BME_RS13220,BME_RS13220,100.000,548,0,0,1,548,1,548,0.0,1085
BME_RS13225,BME_RS13225,100.000,351,0,0,1,351,1,351,0.0,715
BME_RS13235,BME_RS13235,100.000,251,0,0,1,251,1,251,0.0,501
BME_RS13240,BME_RS13240,100.000,433,0,0,1,433,1,433,0.0,890
BME_RS13245,BME_RS13245,100.000,346,0,0,1,346,1,346,0.0,709
BME_RS13250,BME_RS13250,100.000,599,0,0,1,599,1,599,0.0,1211
BME_RS13255,BME_RS13255,100.000,238,0,0,1,238,1,238,8.44e-175,477
BME_RS13260,BME_RS13260,100.000,249,0,0,1,249,1,249,0.0,497
BME_RS13265,BME_RS13265,100.000,329,0,0,1,329,1,329,0.0,637
BME_RS13270,BME_RS13270,100.000,289,0,0,1,289,1,289,0.0,560
BME_RS13275,BME_RS13275,100.000,390,0,0,1,390,1,390,0.0,793
BME_RS13280,BME_RS13280,100.000,354,0,0,1,354,1,354,0.0,715
BME_RS13285,BME_RS13285,100.000,205,0,0,1,205,1,205,2.79e-155,424
BME_RS13290,BME_RS13290,100.000,215,0,0,1,215,1,215,2.34e-162,443
BME_RS13295,BME_RS13295,100.000,139,0,0,1,139,1,139,1.44e-102,286
BME_RS13300,BME_RS13300,100.000,267,0,0,1,267,1,267,0.0,551
BME_RS13305,BME_RS13305,100.000,302,0,0,1,302,1,302,0.0,605
BME_RS13310,BME_RS13310,100.000,389,0,0,1,389,1,389,0.0,808
BME_RS13315,BME_RS13315,100.000,305,0,0,1,305,1,305,0.0,635
BME_RS13320,BME_RS13320,100.000,256,0,0,1,256,1,256,0.0,514
BME_RS13335,BME_RS13335,100.000,229,0,0,1,229,1,229,6.14e-172,469
BME_RS13340,BME_RS13340,100.000,117,0,0,1,117,1,117,2.39e-82,233
BME_RS13345,BME_RS13345,100.000,301,0,0,1,301,1,301,0.0,628
BME_RS13350,BME_RS13350,100.000,93,0,0,1,93,1,93,8.00e-64,184
BME_RS13355,BME_RS13355,100.000,25,0,0,1,25,1,25,2.76e-12,49.7
BME_RS13360,BME_RS13360,100.000,235,0,0,1,235,1,235,0.0,493
BME_RS13365,BME_RS13365,100.000,65,0,0,1,65,1,65,3.51e-46,138
BME_RS13370,BME_RS13370,100.000,62,0,0,1,62,1,62,6.53e-40,122
BME_RS13375,BME_RS13375,100.000,101,0,0,1,101,1,101,3.75e-72,206
BME_RS13380,BME_RS13380,100.000,125,0,0,1,125,1,125,7.85e-89,250
BME_RS13385,BME_RS13385,100.000,240,0,0,1,240,1,240,2.16e-176,481
BME_RS13390,BME_RS13390,100.000,24,0,0,1,24,1,24,3.84e-12,49.3
BME_RS13395,BME_RS13395,100.000,729,0,0,1,729,1,729,0.0,1471
BME_RS13400,BME_RS13400,100.000,445,0,0,1,445,1,445,0.0,912
BME_RS13405,BME_RS13405,100.000,169,0,0,1,169,1,169,1.12e-117,327
BME_RS13410,BME_RS13410,100.000,95,0,0,1,95,1,95,2.97e-66,191
BME_RS13415,BME_RS13415,100.000,123,0,0,1,123,1,123,1.44e-89,252
BME_RS13420,BME_RS13420,100.000,461,0,0,1,461,1,461,0.0,928
BME_RS13425,BME_RS13425,100.000,55,0,0,1,55,1,55,1.20e-34,108
BME_RS13430,BME_RS13430,100.000,380,0,0,1,380,1,380,0.0,738
BME_RS13435,BME_RS13435,100.000,243,0,0,1,243,1,243,1.79e-180,491
BME_RS13440,BME_RS13440,100.000,125,0,0,1,125,1,125,5.53e-93,261
BME_RS13445,BME_RS13445,100.000,783,0,0,1,783,1,783,0.0,1576
BME_RS13450,BME_RS13450,100.000,877,0,0,1,877,1,877,0.0,1785
BME_RS13460,BME_RS13460,100.000,393,0,0,1,393,1,393,0.0,776
BME_RS13465,BME_RS13465,100.000,201,0,0,1,201,1,201,6.97e-138,380
BME_RS13470,BME_RS13470,100.000,428,0,0,1,428,1,428,0.0,861
BME_RS13475,BME_RS13475,100.000,322,0,0,1,322,1,322,0.0,654
BME_RS13480,BME_RS13480,100.000,542,0,0,1,542,1,542,0.0,1112
BME_RS13485,BME_RS13485,100.000,162,0,0,1,162,1,162,9.15e-117,323
BME_RS13490,BME_RS13490,100.000,237,0,0,1,237,1,237,8.49e-178,484
BME_RS13495,BME_RS13495,100.000,95,0,0,1,95,1,95,2.76e-65,188
BME_RS13500,BME_RS13500,100.000,493,0,0,1,493,1,493,0.0,1003
BME_RS13510,BME_RS13510,100.000,699,0,0,1,699,1,699,0.0,1439
BME_RS13515,BME_RS13515,100.000,309,0,0,1,309,1,309,0.0,612
BME_RS13520,BME_RS13520,100.000,249,0,0,1,249,1,249,0.0,510
BME_RS13525,BME_RS13525,100.000,489,0,0,1,489,1,489,0.0,1018
BME_RS13530,BME_RS13530,100.000,166,0,0,1,166,1,166,1.76e-121,336
BME_RS13535,BME_RS13535,100.000,25,0,0,1,25,1,25,1.05e-12,50.8
BME_RS13540,BME_RS13540,100.000,386,0,0,1,386,1,386,0.0,787
BME_RS13545,BME_RS13545,100.000,872,0,0,1,872,1,872,0.0,1738
BME_RS13550,BME_RS13550,100.000,248,0,0,1,248,1,248,1.01e-175,480
BME_RS13555,BME_RS13555,100.000,454,0,0,1,454,1,454,0.0,912
BME_RS13560,BME_RS13560,100.000,607,0,0,1,607,1,607,0.0,1249
BME_RS13565,BME_RS13565,100.000,702,0,0,1,702,1,702,0.0,1405
BME_RS13570,BME_RS13570,100.000,97,0,0,1,97,1,97,4.36e-70,201
BME_RS13575,BME_RS13575,100.000,1170,0,0,1,1170,1,1170,0.0,2375
BME_RS13580,BME_RS13580,100.000,139,0,0,1,139,1,139,4.92e-103,287
BME_RS13585,BME_RS13585,100.000,224,0,0,1,224,1,224,1.83e-168,459
BME_RS13590,BME_RS13590,100.000,615,0,0,1,615,1,615,0.0,1265
BME_RS13595,BME_RS13595,100.000,205,0,0,1,205,1,205,2.69e-151,414
BME_RS13600,BME_RS13600,100.000,112,0,0,1,112,1,112,1.50e-83,236
BME_RS13605,BME_RS13605,100.000,414,0,0,1,414,1,414,0.0,833
BME_RS13610,BME_RS13610,100.000,276,0,0,1,276,1,276,0.0,555
BME_RS13615,BME_RS13615,100.000,238,0,0,1,238,1,238,4.17e-177,483
BME_RS13620,BME_RS13620,100.000,60,0,0,1,60,1,60,3.36e-40,122
BME_RS13625,BME_RS13625,100.000,520,0,0,1,520,1,520,0.0,1040
BME_RS13630,BME_RS13630,100.000,360,0,0,1,360,1,360,0.0,707
BME_RS13635,BME_RS13635,100.000,306,0,0,1,306,1,306,0.0,591
BME_RS13640,BME_RS13640,100.000,355,0,0,1,355,1,355,0.0,727
BME_RS13645,BME_RS13645,100.000,437,0,0,1,437,1,437,0.0,901
BME_RS13650,BME_RS13650,100.000,161,0,0,1,161,1,161,3.08e-118,327
BME_RS13655,BME_RS13655,100.000,103,0,0,1,103,1,103,1.89e-75,214
BME_RS13660,BME_RS13660,100.000,104,0,0,1,104,1,104,2.63e-77,219
BME_RS13665,BME_RS13665,100.000,153,0,0,1,153,1,153,4.24e-112,311
BME_RS13670,BME_RS13670,100.000,152,0,0,1,152,1,152,8.47e-112,310
BME_RS13675,BME_RS13675,100.000,30,0,0,1,30,1,30,1.14e-15,58.5
BME_RS13680,BME_RS13680,100.000,135,0,0,1,135,1,135,8.80e-97,271
BME_RS13685,BME_RS13685,100.000,107,0,0,1,107,1,107,7.95e-78,221
BME_RS13690,BME_RS13690,100.000,119,0,0,1,119,1,119,1.55e-87,246
BME_RS13695,BME_RS13695,100.000,155,0,0,1,155,1,155,1.02e-113,315
BME_RS13700,BME_RS13700,100.000,117,0,0,1,117,1,117,3.54e-82,233
BME_RS13705,BME_RS13705,100.000,325,0,0,1,325,1,325,0.0,671
BME_RS13715,BME_RS13715,100.000,201,0,0,1,201,1,201,2.21e-151,414
BME_RS13725,BME_RS13725,100.000,674,0,0,1,674,1,674,0.0,1326
BME_RS13730,BME_RS13730,100.000,122,0,0,1,122,1,122,2.46e-87,246
BME_RS13735,BME_RS13735,100.000,407,0,0,1,407,1,407,0.0,765
BME_RS13740,BME_RS13740,100.000,108,0,0,1,108,1,108,3.73e-80,227
BME_RS13745,BME_RS13745,100.000,165,0,0,1,165,1,165,1.25e-122,339
BME_RS13750,BME_RS13750,100.000,243,0,0,1,243,1,243,0.0,498
BME_RS13755,BME_RS13755,100.000,181,0,0,1,181,1,181,1.04e-137,378
BME_RS13760,BME_RS13760,100.000,474,0,0,1,474,1,474,0.0,955
BME_RS13765,BME_RS13765,100.000,612,0,0,1,612,1,612,0.0,1192
BME_RS13770,BME_RS13770,100.000,328,0,0,1,328,1,328,0.0,667
BME_RS13775,BME_RS13775,100.000,198,0,0,1,198,1,198,5.51e-149,408
BME_RS13780,BME_RS13780,100.000,115,0,0,1,115,1,115,2.49e-84,238
BME_RS13785,BME_RS13785,100.000,525,0,0,1,525,1,525,0.0,1088
BME_RS13790,BME_RS13790,100.000,525,0,0,1,525,1,525,0.0,1088
BME_RS13795,BME_RS13795,100.000,307,0,0,1,307,1,307,0.0,596
BME_RS13800,BME_RS13800,100.000,377,0,0,1,377,1,377,0.0,748
BME_RS13805,BME_RS13805,100.000,536,0,0,1,536,1,536,0.0,1083
BME_RS13810,BME_RS13810,100.000,212,0,0,1,212,1,212,1.02e-161,441
BME_RS13815,BME_RS13815,100.000,436,0,0,1,436,1,436,0.0,851
BME_RS13820,BME_RS13820,100.000,340,0,0,1,340,1,340,0.0,690
BME_RS13825,BME_RS13825,100.000,821,0,0,1,821,1,821,0.0,1660
BME_RS13830,BME_RS13830,100.000,253,0,0,1,253,1,253,0.0,517
BME_RS13835,BME_RS13835,100.000,461,0,0,1,461,1,461,0.0,926
BME_RS13840,BME_RS13840,100.000,431,0,0,1,431,1,431,0.0,860
BME_RS13845,BME_RS13845,100.000,337,0,0,1,337,1,337,0.0,693
BME_RS13850,BME_RS13850,100.000,410,0,0,1,410,1,410,0.0,852
BME_RS13855,BME_RS13855,100.000,83,0,0,1,83,1,83,1.70e-58,170
BME_RS13860,BME_RS13860,100.000,333,0,0,1,333,1,333,0.0,678
BME_RS13865,BME_RS13865,100.000,356,0,0,1,356,1,356,0.0,746
BME_RS13870,BME_RS13870,100.000,279,0,0,1,279,1,279,0.0,549
BME_RS13875,BME_RS13875,100.000,314,0,0,1,314,1,314,0.0,630
BME_RS13890,BME_RS13890,100.000,295,0,0,1,295,1,295,0.0,594
BME_RS13895,BME_RS13895,100.000,257,0,0,1,257,1,257,0.0,514
BME_RS13900,BME_RS13900,100.000,51,0,0,1,51,1,51,2.86e-33,104
BME_RS13905,BME_RS13905,100.000,384,0,0,1,384,1,384,0.0,741
BME_RS13910,BME_RS13910,100.000,525,0,0,1,525,1,525,0.0,1057
BME_RS13915,BME_RS13915,100.000,560,0,0,1,560,1,560,0.0,1073
BME_RS13920,BME_RS13920,100.000,578,0,0,1,578,1,578,0.0,1141
BME_RS13925,BME_RS13925,100.000,178,0,0,1,178,1,178,5.08e-131,361
BME_RS13930,BME_RS13930,100.000,120,0,0,1,120,1,120,8.23e-84,237
BME_RS13935,BME_RS13935,100.000,93,0,0,1,93,1,93,7.08e-61,177
BME_RS13940,BME_RS13940,100.000,171,0,0,1,171,1,171,7.64e-126,347
BME_RS13945,BME_RS13945,100.000,542,0,0,1,542,1,542,0.0,1070
BME_RS13950,BME_RS13950,100.000,112,0,0,1,112,1,112,1.18e-77,221
BME_RS13955,BME_RS13955,100.000,972,0,0,1,972,1,972,0.0,1925
BME_RS13960,BME_RS13960,100.000,442,0,0,1,442,1,442,0.0,899
BME_RS13965,BME_RS13965,100.000,199,0,0,1,199,1,199,3.35e-150,411
BME_RS13970,BME_RS13970,100.000,172,0,0,1,172,1,172,1.34e-125,347
BME_RS13975,BME_RS13975,100.000,93,0,0,1,93,1,93,3.62e-68,195
BME_RS13980,BME_RS13980,100.000,346,0,0,1,346,1,346,0.0,714
BME_RS13985,BME_RS13985,100.000,378,0,0,1,378,1,378,0.0,758
BME_RS13990,BME_RS13990,100.000,212,0,0,1,212,1,212,3.36e-156,427
BME_RS13995,BME_RS13995,100.000,424,0,0,1,424,1,424,0.0,877
BME_RS14000,BME_RS14000,100.000,326,0,0,1,326,1,326,0.0,660
BME_RS14015,BME_RS14015,100.000,306,0,0,1,306,1,306,0.0,639
BME_RS14020,BME_RS14020,100.000,295,0,0,1,295,1,295,0.0,610
BME_RS14025,BME_RS14025,100.000,477,0,0,1,477,1,477,0.0,955
BME_RS14035,BME_RS14035,100.000,250,0,0,1,250,1,250,0.0,509
BME_RS14040,BME_RS14040,100.000,149,0,0,1,149,1,149,3.76e-108,301
BME_RS14045,BME_RS14045,100.000,424,0,0,1,424,1,424,0.0,853
BME_RS14050,BME_RS14050,100.000,116,0,0,1,116,1,116,1.07e-84,239
BME_RS14055,BME_RS14055,100.000,72,0,0,1,72,1,72,7.31e-46,137
BME_RS14060,BME_RS14060,100.000,66,0,0,1,66,1,66,1.34e-44,134
BME_RS14065,BME_RS14065,100.000,238,0,0,1,238,1,238,2.36e-176,481
BME_RS14070,BME_RS14070,100.000,474,0,0,1,474,1,474,0.0,951
BME_RS14075,BME_RS14075,100.000,349,0,0,1,349,1,349,0.0,707
BME_RS14080,BME_RS14080,100.000,543,0,0,1,543,1,543,0.0,1091
BME_RS14085,BME_RS14085,100.000,162,0,0,1,162,1,162,2.80e-116,322
BME_RS14090,BME_RS14090,100.000,59,0,0,1,59,1,59,1.20e-39,121
BME_RS14095,BME_RS14095,100.000,363,0,0,1,363,1,363,0.0,739
BME_RS14100,BME_RS14100,100.000,255,0,0,1,255,1,255,0.0,516
BME_RS14105,BME_RS14105,100.000,272,0,0,1,272,1,272,0.0,526
BME_RS14110,BME_RS14110,100.000,132,0,0,1,132,1,132,3.27e-96,269
BME_RS14115,BME_RS14115,100.000,379,0,0,1,379,1,379,0.0,760
BME_RS14120,BME_RS14120,100.000,306,0,0,1,306,1,306,0.0,626
BME_RS14125,BME_RS14125,100.000,314,0,0,1,314,1,314,0.0,619
BME_RS14130,BME_RS14130,100.000,239,0,0,1,239,1,239,8.67e-179,487
BME_RS14135,BME_RS14135,100.000,352,0,0,1,352,1,352,0.0,695
BME_RS14140,BME_RS14140,100.000,235,0,0,1,235,1,235,8.17e-174,474
BME_RS14145,BME_RS14145,100.000,145,0,0,1,145,1,145,4.85e-100,280
BME_RS14150,BME_RS14150,100.000,136,0,0,1,136,1,136,4.01e-89,252
BME_RS14155,BME_RS14155,100.000,107,0,0,1,107,1,107,1.38e-75,215
BME_RS14160,BME_RS14160,100.000,313,0,0,1,313,1,313,0.0,615
BME_RS14165,BME_RS14165,100.000,164,0,0,1,164,1,164,3.16e-120,333
BME_RS14170,BME_RS14170,100.000,412,0,0,1,412,1,412,0.0,839
BME_RS14175,BME_RS14175,100.000,41,0,0,1,41,1,41,2.47e-26,86.3
BME_RS14180,BME_RS14180,100.000,327,0,0,1,327,1,327,0.0,666
BME_RS14185,BME_RS14185,100.000,555,0,0,1,555,1,555,0.0,1136
BME_RS14190,BME_RS14190,100.000,255,0,0,1,255,1,255,0.0,505
BME_RS14195,BME_RS14195,100.000,396,0,0,1,396,1,396,0.0,797
BME_RS14200,BME_RS14200,100.000,375,0,0,1,375,1,375,0.0,766
BME_RS14205,BME_RS14205,100.000,146,0,0,1,146,1,146,2.48e-110,306
BME_RS14210,BME_RS14210,100.000,295,0,0,1,295,1,295,0.0,590
BME_RS14215,BME_RS14215,100.000,433,0,0,1,433,1,433,0.0,832
BME_RS14220,BME_RS14220,100.000,55,0,0,1,55,1,55,4.50e-38,116
BME_RS14225,BME_RS14225,100.000,438,0,0,1,438,1,438,0.0,895
BME_RS14230,BME_RS14230,100.000,426,0,0,1,426,1,426,0.0,823
BME_RS14235,BME_RS14235,100.000,218,0,0,1,218,1,218,9.07e-166,452
BME_RS14240,BME_RS14240,100.000,269,0,0,1,269,1,269,0.0,562
BME_RS14245,BME_RS14245,100.000,433,0,0,1,433,1,433,0.0,866
BME_RS14250,BME_RS14250,100.000,174,0,0,1,174,1,174,8.38e-123,340
BME_RS14255,BME_RS14255,100.000,437,0,0,1,437,1,437,0.0,903
BME_RS14260,BME_RS14260,100.000,353,0,0,1,353,1,353,0.0,729
BME_RS14265,BME_RS14265,100.000,444,0,0,1,444,1,444,0.0,895
BME_RS14270,BME_RS14270,100.000,453,0,0,1,453,1,453,0.0,937
BME_RS14275,BME_RS14275,100.000,409,0,0,1,409,1,409,0.0,833
BME_RS14280,BME_RS14280,100.000,413,0,0,1,413,1,413,0.0,844
BME_RS14285,BME_RS14285,100.000,337,0,0,1,337,1,337,0.0,691
BME_RS14290,BME_RS14290,100.000,497,0,0,1,497,1,497,0.0,986
BME_RS14295,BME_RS14295,100.000,373,0,0,1,373,1,373,0.0,732
BME_RS14300,BME_RS14300,100.000,293,0,0,1,293,1,293,0.0,608
BME_RS14305,BME_RS14305,100.000,205,0,0,1,205,1,205,1.09e-154,423
BME_RS14310,BME_RS14310,100.000,420,0,0,1,420,1,420,0.0,847
BME_RS14315,BME_RS14315,100.000,204,0,0,1,204,1,204,2.97e-151,414
BME_RS14320,BME_RS14320,100.000,240,0,0,1,240,1,240,3.95e-177,483
BME_RS14325,BME_RS14325,100.000,374,0,0,1,374,1,374,0.0,763
BME_RS14330,BME_RS14330,100.000,411,0,0,1,411,1,411,0.0,836
BME_RS14335,BME_RS14335,100.000,416,0,0,1,416,1,416,0.0,854
BME_RS14340,BME_RS14340,100.000,356,0,0,1,356,1,356,0.0,741
BME_RS14345,BME_RS14345,100.000,246,0,0,1,246,1,246,0.0,510
BME_RS14350,BME_RS14350,100.000,415,0,0,1,415,1,415,0.0,837
BME_RS14355,BME_RS14355,100.000,729,0,0,1,729,1,729,0.0,1462
BME_RS14360,BME_RS14360,100.000,255,0,0,1,255,1,255,0.0,529
BME_RS14365,BME_RS14365,100.000,252,0,0,1,252,1,252,0.0,519
BME_RS14370,BME_RS14370,100.000,86,0,0,1,86,1,86,9.13e-63,181
BME_RS14375,BME_RS14375,100.000,388,0,0,1,388,1,388,0.0,768
BME_RS14380,BME_RS14380,100.000,512,0,0,1,512,1,512,0.0,996
BME_RS14385,BME_RS14385,100.000,249,0,0,1,249,1,249,0.0,503
BME_RS14390,BME_RS14390,100.000,527,0,0,1,527,1,527,0.0,1081
BME_RS14395,BME_RS14395,100.000,319,0,0,1,319,1,319,0.0,632
BME_RS14400,BME_RS14400,100.000,290,0,0,1,290,1,290,0.0,565
BME_RS14405,BME_RS14405,100.000,305,0,0,1,305,1,305,0.0,620
BME_RS14410,BME_RS14410,100.000,338,0,0,1,338,1,338,0.0,686
BME_RS14415,BME_RS14415,100.000,317,0,0,1,317,1,317,0.0,642
BME_RS14420,BME_RS14420,100.000,329,0,0,1,329,1,329,0.0,674
BME_RS14425,BME_RS14425,100.000,331,0,0,1,331,1,331,0.0,676
BME_RS14430,BME_RS14430,100.000,375,0,0,1,375,1,375,0.0,756
BME_RS14435,BME_RS14435,100.000,399,0,0,1,399,1,399,0.0,804
BME_RS14440,BME_RS14440,100.000,476,0,0,1,476,1,476,0.0,971
BME_RS14445,BME_RS14445,100.000,544,0,0,1,544,1,544,0.0,1115
BME_RS14450,BME_RS14450,100.000,272,0,0,1,272,1,272,0.0,544
BME_RS14455,BME_RS14455,100.000,265,0,0,1,265,1,265,0.0,540
BME_RS14460,BME_RS14460,100.000,234,0,0,1,234,1,234,5.40e-172,469
BME_RS14465,BME_RS14465,100.000,907,0,0,1,907,1,907,0.0,1802
BME_RS14475,BME_RS14475,100.000,403,0,0,1,403,1,403,0.0,813
BME_RS14480,BME_RS14480,100.000,335,0,0,1,335,1,335,0.0,671
BME_RS14485,BME_RS14485,100.000,225,0,0,1,225,1,225,4.90e-168,458
BME_RS14490,BME_RS14490,100.000,387,0,0,1,387,1,387,0.0,791
BME_RS14500,BME_RS14500,100.000,401,0,0,1,401,1,401,0.0,811
BME_RS14505,BME_RS14505,100.000,792,0,0,1,792,1,792,0.0,1647
BME_RS14510,BME_RS14510,100.000,477,0,0,1,477,1,477,0.0,959
BME_RS14515,BME_RS14515,100.000,278,0,0,1,278,1,278,0.0,546
BME_RS14520,BME_RS14520,100.000,132,0,0,1,132,1,132,1.04e-96,271
BME_RS14525,BME_RS14525,100.000,182,0,0,1,182,1,182,1.16e-135,373
BME_RS14530,BME_RS14530,100.000,521,0,0,1,521,1,521,0.0,1059
BME_RS14535,BME_RS14535,100.000,210,0,0,1,210,1,210,2.40e-154,422
BME_RS14540,BME_RS14540,100.000,151,0,0,1,151,1,151,3.35e-110,306
BME_RS14545,BME_RS14545,100.000,429,0,0,1,429,1,429,0.0,814
BME_RS14555,BME_RS14555,100.000,208,0,0,1,208,1,208,2.51e-152,417
BME_RS14565,BME_RS14565,100.000,499,0,0,1,499,1,499,0.0,1046
BME_RS14570,BME_RS14570,100.000,317,0,0,1,317,1,317,0.0,647
BME_RS14575,BME_RS14575,100.000,369,0,0,1,369,1,369,0.0,764
BME_RS14580,BME_RS14580,100.000,497,0,0,1,497,1,497,0.0,1000
BME_RS14585,BME_RS14585,100.000,451,0,0,1,451,1,451,0.0,895
BME_RS14590,BME_RS14590,100.000,368,0,0,1,368,1,368,0.0,737
BME_RS14595,BME_RS14595,100.000,477,0,0,1,477,1,477,0.0,962
BME_RS14600,BME_RS14600,100.000,471,0,0,1,471,1,471,0.0,970
BME_RS14615,BME_RS14615,100.000,530,0,0,1,530,1,530,0.0,1084
BME_RS14620,BME_RS14620,100.000,83,0,0,1,83,1,83,5.78e-57,166
BME_RS14625,BME_RS14625,100.000,114,0,0,1,114,1,114,1.39e-79,226
BME_RS14630,BME_RS14630,100.000,317,0,0,1,317,1,317,0.0,626
BME_RS14635,BME_RS14635,100.000,510,0,0,1,510,1,510,0.0,1003
BME_RS14640,BME_RS14640,100.000,464,0,0,1,464,1,464,0.0,967
BME_RS14650,BME_RS14650,100.000,177,0,0,1,177,1,177,5.18e-127,351
BME_RS14655,BME_RS14655,100.000,407,0,0,1,407,1,407,0.0,826
BME_RS14660,BME_RS14660,100.000,1075,0,0,1,1075,1,1075,0.0,2150
BME_RS14665,BME_RS14665,100.000,166,0,0,1,166,1,166,1.88e-121,336
BME_RS14670,BME_RS14670,100.000,175,0,0,1,175,1,175,1.20e-133,367
BME_RS14675,BME_RS14675,100.000,71,0,0,1,71,1,71,6.96e-49,145
BME_RS14680,BME_RS14680,100.000,258,0,0,1,258,1,258,7.01e-180,491
BME_RS14685,BME_RS14685,100.000,392,0,0,1,392,1,392,0.0,773
BME_RS14690,BME_RS14690,100.000,355,0,0,1,355,1,355,0.0,728
BME_RS14695,BME_RS14695,100.000,348,0,0,1,348,1,348,0.0,701
BME_RS14700,BME_RS14700,100.000,130,0,0,1,130,1,130,1.90e-91,257
BME_RS14705,BME_RS14705,100.000,25,0,0,1,25,1,25,2.33e-13,52.4
BME_RS14715,BME_RS14715,100.000,90,0,0,1,90,1,90,4.51e-62,180
BME_RS14720,BME_RS14720,100.000,271,0,0,1,271,1,271,0.0,538
BME_RS14725,BME_RS14725,100.000,248,0,0,1,248,1,248,0.0,498
BME_RS14730,BME_RS14730,100.000,329,0,0,1,329,1,329,0.0,682
BME_RS14735,BME_RS14735,100.000,738,0,0,1,738,1,738,0.0,1538
BME_RS14740,BME_RS14740,100.000,135,0,0,1,135,1,135,1.02e-98,276
BME_RS14745,BME_RS14745,100.000,73,0,0,1,73,1,73,2.67e-52,154
BME_RS14750,BME_RS14750,100.000,459,0,0,1,459,1,459,0.0,901
BME_RS14755,BME_RS14755,100.000,76,0,0,1,76,1,76,1.16e-52,155
BME_RS14760,BME_RS14760,100.000,348,0,0,1,348,1,348,0.0,715
BME_RS14765,BME_RS14765,100.000,261,0,0,1,261,1,261,0.0,535
