C_crescentus|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_1885,BME_RS05325,51.648,182,88,0,10,191,2,183,3.03e-66,199
CC_1886,BME_RS05330,39.130,115,63,3,105,219,44,151,6.49e-22,85.1
CC_1887,BME_RS05335,45.370,108,52,2,1,104,30,134,4.49e-29,99.0
CC_1889,BME_RS04690,31.336,868,430,22,141,878,288,1119,1.26e-101,341
CC_1892,BME_RS06045,63.875,609,198,4,1,605,1,591,0.0,818
CC_1893,BME_RS04225,52.049,244,116,1,9,251,6,249,7.22e-80,238
CC_1894,BME_RS04220,28.705,533,354,7,1,522,1,518,2.09e-48,176
CC_1895,BME_RS02245,31.392,395,223,8,125,511,158,512,6.25e-43,159
CC_1897,BME_RS02245,41.538,195,104,5,2,189,531,722,3.22e-38,135
CC_1898,BME_RS04215,50.595,336,165,1,1,336,1,335,4.40e-108,316
CC_1899,BME_RS04210,64.615,260,92,0,2,261,3,262,5.82e-116,330
CC_1902,BME_RS04195,66.939,245,64,4,12,244,1,240,3.13e-107,306
CC_1904,BME_RS04190,38.346,266,159,3,242,502,3,268,5.93e-34,134
CC_1905,BME_RS04180,53.992,476,205,5,1,466,1,472,5.70e-170,483
CC_1906,BME_RS04175,69.697,429,127,2,1,426,1,429,0.0,646
CC_1907,BME_RS15615,42.308,78,42,2,13,87,275,352,1.55e-10,52.0
CC_1909,BME_RS04170,35.227,352,205,7,7,345,6,347,3.35e-54,181
CC_1910,BME_RS04165,40.221,271,158,3,3,271,20,288,2.88e-55,177
CC_1911,BME_RS04160,44.358,257,143,0,3,259,6,262,2.67e-73,222
CC_1912,BME_RS04155,46.711,152,79,2,1,152,1,150,1.06e-43,139
CC_1913,BME_RS04150,40.116,344,197,2,1,335,1,344,1.64e-77,238
CC_1915,BME_RS04145,37.612,779,462,9,1,768,16,781,1.07e-167,500
CC_1916,BME_RS04140,37.432,366,204,5,22,384,33,376,2.57e-71,225
CC_1918,BME_RS04135,38.247,251,134,7,14,254,3,242,2.17e-29,108
CC_1919,BME_RS04130,49.780,227,114,0,24,250,6,232,3.36e-76,228
CC_1920,BME_RS04125,58.046,174,73,0,15,188,13,186,3.63e-70,208
CC_1921,BME_RS04120,53.846,234,108,0,10,243,7,240,6.60e-83,244
CC_1922,BME_RS04115,57.047,298,123,2,4,301,3,295,4.40e-118,339
CC_1923,BME_RS04110,70.281,249,73,1,1,248,1,249,3.17e-132,371
CC_1925,BME_RS04255,46.597,191,100,1,17,207,5,193,9.74e-51,159
CC_1926,BME_RS05700,51.986,1158,522,13,8,1143,18,1163,0.0,1122
CC_1928,BME_RS10620,31.385,325,195,11,2,318,4,308,6.28e-34,123
CC_1929,BME_RS05705,60.731,219,86,0,5,223,6,224,7.46e-91,263
CC_1930,BME_RS05710,48.826,426,209,5,4,426,18,437,5.37e-137,396
CC_1931,BME_RS05715,66.743,439,145,1,1,438,1,439,0.0,611
CC_1932,BME_RS05720,37.349,83,51,1,1,83,1,82,2.68e-13,56.6
CC_1933,BME_RS05725,52.593,135,61,2,1,133,1,134,2.78e-48,149
CC_1934,BME_RS05730,46.346,561,295,3,1,559,1,557,3.32e-178,511
CC_1936,BME_RS05735,39.271,247,136,4,14,250,18,260,2.08e-40,137
CC_1937,BME_RS05740,47.575,433,221,3,5,435,7,435,1.83e-131,386
CC_1938,BME_RS05745,65.010,483,165,2,4,485,6,485,0.0,632
CC_1939,BME_RS05750,54.839,682,264,8,8,679,6,653,0.0,686
CC_1940,BME_RS05755,77.000,100,23,0,2,101,3,102,7.74e-47,142
CC_1941,BME_RS05760,60.526,190,75,0,14,203,16,205,1.32e-75,223
CC_1942,BME_RS05765,76.250,160,37,1,5,163,4,163,1.47e-89,255
CC_1945,BME_RS05770,61.145,332,96,6,37,355,36,347,4.91e-129,370
CC_1946,BME_RS05775,63.857,700,233,7,1,686,1,694,0.0,880
CC_1947,BME_RS05780,72.477,436,119,1,4,439,1,435,0.0,653
CC_1950,BME_RS05785,55.024,209,83,4,1,201,1,206,1.91e-71,214
CC_1952,BME_RS05790,77.525,396,87,1,5,398,1,396,0.0,650
CC_1954,BME_RS05795,69.886,176,52,1,23,197,25,200,9.66e-91,261
CC_1955,BME_RS05800,87.117,163,21,0,31,193,31,193,4.20e-107,302
CC_1956,BME_RS05805,71.200,125,32,1,1,125,1,121,3.04e-59,175
CC_1957,BME_RS04455,61.491,322,123,1,14,334,3,324,1.47e-141,400
CC_1959,BME_RS04375,48.864,88,45,0,4,91,3,90,4.21e-24,84.3
CC_1960,BME_RS04370,70.291,791,233,1,9,799,24,812,0.0,1127
CC_1961,BME_RS04365,80.529,416,79,1,1,414,1,416,0.0,697
CC_1963,BME_RS04360,77.451,204,46,0,2,205,1,204,8.07e-123,343
CC_1964,BME_RS05350,44.196,448,244,2,1,445,9,453,4.25e-122,361
CC_1965,BME_RS04870,46.185,498,243,11,4,479,3,497,1.43e-120,359
CC_1968,BME_RS04875,77.679,112,25,0,1,112,1,112,3.08e-61,179
CC_1969,BME_RS04880,68.951,467,145,0,1,467,1,467,0.0,684
CC_1974,BME_RS13510,66.151,647,208,7,54,695,59,699,0.0,855
CC_1975,BME_RS03995,74.314,510,131,0,1,510,1,510,0.0,802
CC_1977,BME_RS04885,39.565,230,137,2,11,239,32,260,2.19e-49,159
CC_1980,BME_RS04900,45.031,322,169,5,6,319,4,325,2.82e-91,272
CC_1981,BME_RS12490,38.261,115,70,1,5,118,7,121,1.20e-13,60.1
CC_1983,BME_RS02925,45.714,560,279,10,1,554,1,541,7.89e-126,377
CC_1984,BME_RS02920,45.525,257,137,2,8,261,11,267,9.91e-79,238
CC_1985,BME_RS02915,47.122,278,136,6,1,273,12,283,8.53e-75,227
CC_1987,BME_RS05380,30.992,242,132,8,10,218,11,250,6.30e-14,66.2
CC_1989,BME_RS05385,39.640,111,67,0,7,117,18,128,6.15e-18,70.5
CC_1990,BME_RS03365,46.801,297,154,4,4,298,530,824,9.88e-81,258
CC_1991,BME_RS03365,42.589,533,293,5,5,532,4,528,1.32e-131,400
CC_1992,BME_RS05395,47.872,94,48,1,10,102,20,113,1.20e-27,94.4
CC_1993,BME_RS05400,47.143,280,140,4,13,284,5,284,1.02e-85,255
CC_1996,BME_RS05405,34.307,274,147,7,334,607,190,430,1.57e-35,135
CC_1997,BME_RS05415,33.838,198,130,1,23,220,24,220,4.18e-34,118
CC_1998,BME_RS05420,54.724,254,113,2,1,254,1,252,1.13e-94,276
CC_1999,BME_RS05425,55.439,478,158,3,1,478,1,423,0.0,511
CC_2001,BME_RS05430,51.701,294,114,3,5,296,1,268,4.09e-85,253
CC_2002,BME_RS05435,40.659,91,47,1,4,87,3,93,1.15e-11,57.8
CC_2003,BME_RS05440,53.521,71,22,3,1,70,1,61,1.11e-10,48.9
CC_2004,BME_RS05445,51.515,198,89,1,11,208,34,224,9.66e-60,184
CC_2005,BME_RS05450,47.104,259,123,5,15,268,24,273,1.80e-58,185
CC_2006,BME_RS05455,50.733,341,159,2,1,337,1,336,7.25e-112,325
CC_2008,BME_RS05470,52.742,383,177,1,10,388,13,395,3.02e-131,379
CC_2009,BME_RS05475,55.238,105,47,0,6,110,4,108,2.10e-40,126
CC_2011,BME_RS05485,59.302,258,101,2,1,257,1,255,5.05e-109,312
CC_2013,BME_RS09265,27.473,182,126,3,16,194,19,197,7.40e-17,72.8
CC_2015,BME_RS14420,35.294,136,86,1,5,138,2,137,2.30e-13,66.2
CC_2016,BME_RS13615,27.823,248,161,6,9,252,5,238,3.31e-17,76.6
CC_2020,BME_RS07905,28.153,444,279,11,28,441,23,456,8.03e-27,109
CC_2031,BME_RS11815,37.662,77,43,2,97,171,76,149,2.16e-08,49.3
CC_2039,BME_RS12470,31.169,154,105,1,75,228,672,824,5.57e-13,66.2
CC_2040,BME_RS12450,54.338,876,333,7,7,857,16,849,0.0,911
CC_2041,BME_RS12455,51.923,208,98,2,26,232,29,235,1.71e-65,200
CC_2042,BME_RS13730,46.154,117,57,3,7,121,6,118,1.20e-30,103
CC_2043,BME_RS17285,42.647,136,77,1,30,164,1,136,3.10e-29,101
CC_2045,BME_RS12470,30.418,263,163,6,725,969,684,944,2.45e-27,115
CC_2047,BME_RS13545,38.943,511,306,4,10,519,359,864,2.30e-109,343
CC_2049,BME_RS12585,28.883,367,234,10,42,397,32,382,8.13e-36,132
CC_2050,BME_RS09525,31.217,378,235,9,4,368,15,380,9.42e-42,147
CC_2051,BME_RS01420,49.053,475,241,1,1,474,1,475,1.23e-157,452
CC_2053,BME_RS08655,44.277,332,183,1,4,335,7,336,5.62e-97,288
CC_2054,BME_RS11420,36.392,316,195,4,11,324,16,327,1.66e-55,181
CC_2055,BME_RS12685,60.535,598,233,2,7,601,10,607,0.0,736
CC_2056,BME_RS12690,36.797,231,139,3,6,231,3,231,2.09e-40,135
CC_2057,BME_RS12695,50.209,478,226,7,2,471,14,487,2.93e-153,442
CC_2063,BME_RS15475,36.546,249,127,8,19,241,18,261,5.17e-30,109
CC_2064,BME_RS15475,54.440,259,118,0,1,259,1,259,3.23e-90,265
CC_2066,BME_RS15455,44.398,241,127,4,5,244,8,242,8.37e-59,183
CC_2068,BME_RS07480,70.175,627,187,0,5,631,6,632,0.0,880
CC_2069,BME_RS01315,50.943,265,127,2,32,294,41,304,3.25e-71,219
CC_2070,BME_RS07505,54.321,81,34,2,1,80,2,80,2.88e-23,81.6
CC_2072,BME_RS07510,45.695,302,154,3,2,293,12,313,1.86e-82,248
CC_2080,BME_RS14130,41.818,55,32,0,14,68,11,65,3.59e-08,48.9
CC_2082,BME_RS08560,24.756,307,178,11,26,290,52,347,2.72e-11,60.8
CC_2084,BME_RS05500,48.768,203,91,2,3,192,7,209,1.38e-61,187
CC_2088,BME_RS02595,32.738,168,102,6,1,165,2,161,5.05e-14,64.7
CC_2091,BME_RS01755,41.379,232,130,3,19,246,16,245,1.78e-45,153
CC_2092,BME_RS01750,26.277,274,166,5,6,261,25,280,1.76e-14,70.1
CC_2093,BME_RS04300,31.088,193,123,1,4,196,1,183,5.32e-24,94.7
CC_2095,BME_RS09355,44.892,372,175,6,12,365,13,372,5.24e-102,303
CC_2096,BME_RS11790,30.857,175,116,3,11,184,11,181,6.96e-15,67.8
CC_2097,BME_RS03065,57.021,235,101,0,60,294,63,297,9.26e-87,258
CC_2098,BME_RS03070,45.172,290,157,2,3,290,2,291,2.02e-60,191
CC_2100,BME_RS03075,69.060,585,177,2,1,582,24,607,0.0,874
CC_2101,BME_RS03080,55.435,184,76,1,8,185,7,190,2.23e-67,201
CC_2102,BME_RS03010,40.957,188,77,5,8,162,3,189,8.00e-40,130
CC_2103,BME_RS01475,38.889,126,76,1,28,153,11,135,2.88e-26,93.6
CC_2105,BME_RS11895,30.102,196,117,7,97,287,7,187,2.86e-12,65.9
CC_2109,BME_RS15295,70.563,462,136,0,1,462,1,462,0.0,681
CC_2113,BME_RS07640,52.000,325,156,0,12,336,12,336,1.53e-110,322
CC_2114,BME_RS07650,32.911,237,149,5,18,245,24,259,4.53e-19,80.5
CC_2120,BME_RS03110,73.746,339,89,0,1,339,1,339,0.0,513
CC_2122,BME_RS04005,48.925,186,87,4,2,185,1,180,3.79e-51,159
CC_2124,BME_RS03030,73.004,263,70,1,18,279,2,264,1.45e-145,405
CC_2125,BME_RS13615,38.498,213,128,2,1,210,5,217,8.06e-37,129
CC_2126,BME_RS03035,48.538,171,87,1,1,171,1,170,7.28e-54,165
CC_2128,BME_RS11165,40.152,132,69,6,7,136,10,133,5.10e-16,73.6
CC_2129,BME_RS12120,39.496,238,121,7,3,222,1,233,4.63e-42,147
CC_2131,BME_RS12585,37.198,207,118,5,52,251,44,245,2.77e-33,125
CC_2134,BME_RS02820,41.969,193,107,2,60,248,41,232,6.60e-46,150
CC_2137,BME_RS08730,66.964,896,284,6,9,898,372,1261,0.0,1202
CC_2138,BME_RS08730,54.755,347,155,2,11,357,22,366,1.25e-118,368
CC_2140,BME_RS02795,58.966,290,116,1,24,313,17,303,1.80e-122,350
CC_2141,BME_RS02790,45.912,318,169,1,1,315,4,321,4.33e-96,285
CC_2147,BME_RS11735,36.822,258,161,2,62,317,56,313,1.73e-48,162
CC_2148,BME_RS02770,67.266,556,174,4,1,555,1,549,0.0,753
CC_2150,BME_RS06475,46.429,224,114,2,21,242,17,236,1.96e-64,198
CC_2156,BME_RS04085,52.062,388,178,4,2,383,9,394,2.95e-143,409
CC_2157,BME_RS04090,36.214,243,140,6,15,255,10,239,5.59e-34,120
CC_2158,BME_RS04095,48.507,134,67,2,2,134,21,153,3.10e-37,121
CC_2161,BME_RS04065,40.638,470,229,12,2,430,5,465,3.31e-96,293
CC_2162,BME_RS03120,54.115,401,179,4,22,419,3,401,1.74e-153,437
CC_2166,BME_RS07940,42.105,285,154,5,6,285,3,281,4.40e-65,202
CC_2167,BME_RS04055,48.630,146,56,6,1,130,1,143,1.37e-35,116
CC_2168,BME_RS09535,54.476,659,283,8,1,650,19,669,0.0,600
CC_2169,BME_RS16860,35.570,149,96,0,5,153,7,155,2.15e-25,97.8
CC_2170,BME_RS09530,68.598,535,163,1,1,530,1,535,0.0,750
CC_2171,BME_RS04520,29.749,279,185,6,316,586,34,309,1.39e-25,104
CC_2172,BME_RS09525,69.312,378,114,1,1,376,11,388,0.0,550
CC_2174,BME_RS12235,30.206,437,270,11,65,483,39,458,1.07e-53,184
CC_2175,BME_RS15600,33.735,83,52,1,1,83,21,100,7.17e-11,51.6
CC_2176,BME_RS13520,67.580,219,66,1,5,218,27,245,1.22e-105,301
CC_2179,BME_RS03990,57.292,672,277,5,1,668,1,666,0.0,748
CC_2183,BME_RS14205,52.137,117,55,1,27,142,11,127,1.37e-34,115
CC_2185,BME_RS16145,51.412,177,86,0,9,185,1,177,1.52e-56,174
CC_2187,BME_RS14590,40.909,330,160,11,10,327,42,348,8.24e-52,172
CC_2194,BME_RS03255,22.766,593,316,22,32,592,31,513,4.15e-21,94.4
CC_2195,BME_RS01895,38.919,185,110,3,1,182,1,185,1.84e-39,130
CC_2196,BME_RS01890,40.940,149,85,3,58,205,24,170,1.81e-27,99.4
CC_2198,BME_RS06665,23.207,474,306,19,45,491,16,458,9.09e-12,64.3
CC_2200,BME_RS01885,67.797,177,57,0,10,186,13,189,6.31e-90,258
CC_2201,BME_RS01880,47.317,205,106,2,10,213,10,213,1.23e-46,150
CC_2202,BME_RS06935,48.125,160,75,3,1,159,1,153,5.55e-40,129
CC_2205,BME_RS01875,47.619,294,128,7,4,278,5,291,2.59e-81,243
CC_2209,BME_RS00590,30.918,207,137,4,2,204,42,246,1.03e-16,72.8
CC_2210,BME_RS00405,39.259,135,73,4,76,204,102,233,8.54e-26,97.1
CC_2211,BME_RS00400,65.611,442,152,0,1,442,23,464,0.0,593
CC_2213,BME_RS00390,55.059,425,183,4,1,421,1,421,8.94e-146,418
CC_2214,BME_RS00380,35.714,168,103,2,8,173,10,174,2.20e-25,93.2
CC_2216,BME_RS00320,59.070,215,88,0,1,215,1,215,9.68e-93,268
CC_2217,BME_RS00325,34.043,235,155,0,9,243,28,262,3.93e-41,142
CC_2218,BME_RS00330,37.895,190,113,3,7,192,103,291,1.34e-37,129
CC_2219,BME_RS00335,40.090,222,131,2,1,220,2,223,6.60e-50,160
CC_2220,BME_RS00355,48.851,174,89,0,5,178,3,176,1.59e-53,165
CC_2223,BME_RS00370,50.281,356,177,0,2,357,12,367,2.18e-118,344
CC_2224,BME_RS00365,57.333,300,125,1,8,307,6,302,1.35e-121,348
CC_2225,BME_RS00230,37.838,222,135,2,24,243,2,222,2.30e-52,168
CC_2237,BME_RS08045,52.646,359,142,5,31,362,6,363,1.22e-122,355
CC_2238,BME_RS08055,57.761,393,165,1,13,404,4,396,4.57e-164,463
CC_2239,BME_RS08060,48.837,129,66,0,26,154,2,130,3.05e-37,121
CC_2241,BME_RS08065,42.949,312,151,6,12,299,27,335,1.65e-78,239
CC_2242,BME_RS08070,56.721,305,123,4,5,307,8,305,1.23e-117,338
CC_2243,BME_RS08075,55.102,392,174,2,6,397,2,391,1.25e-159,452
CC_2245,BME_RS08080,45.810,179,78,4,18,177,1,179,9.01e-42,135
CC_2246,BME_RS12765,46.640,506,245,6,2,484,5,508,8.16e-136,399
CC_2248,BME_RS05405,38.298,94,58,0,163,256,334,427,3.05e-16,74.3
CC_2249,BME_RS14065,31.707,123,78,2,6,128,3,119,1.68e-10,54.7
CC_2250,BME_RS05590,29.749,279,189,2,23,295,30,307,3.92e-44,150
CC_2251,BME_RS09760,39.535,129,71,2,6,127,9,137,2.38e-28,98.2
CC_2252,BME_RS10415,45.749,247,122,4,13,258,6,241,1.45e-63,197
CC_2253,BME_RS10410,29.245,318,219,4,14,325,12,329,4.74e-36,129
CC_2258,BME_RS10400,55.479,146,63,1,1,144,1,146,8.90e-54,164
CC_2261,BME_RS11405,46.009,213,93,2,3,215,4,194,8.19e-55,171
CC_2263,BME_RS10295,54.082,294,134,1,24,316,38,331,1.70e-105,308
CC_2264,BME_RS01675,27.209,430,261,17,26,430,18,420,6.77e-20,88.6
CC_2268,BME_RS11335,66.990,206,68,0,4,209,3,208,4.01e-102,290
CC_2269,BME_RS07850,25.320,391,246,16,183,538,8,387,3.72e-09,56.2
CC_2270,BME_RS07855,35.948,153,88,3,4,146,10,162,3.62e-17,73.9
CC_2271,BME_RS04685,43.972,141,78,1,22,161,19,159,6.30e-33,112
CC_2272,BME_RS08840,34.579,107,64,3,117,223,130,230,1.56e-11,58.9
CC_2274,BME_RS01080,61.044,498,194,0,1,498,1,498,0.0,631
CC_2275,BME_RS03515,33.125,160,102,2,16,171,15,173,2.09e-21,82.8
CC_2277,BME_RS05190,25.379,264,166,7,3,243,5,260,2.15e-15,72.0
CC_2284,BME_RS11730,29.912,341,213,9,33,360,6,333,1.39e-25,102
CC_2291,BME_RS07115,70.270,74,22,0,15,88,1,74,2.25e-30,105
CC_2294,BME_RS02675,35.656,244,144,4,13,246,9,249,7.14e-36,124
CC_2299,BME_RS08125,22.857,560,361,15,74,594,52,579,2.62e-21,94.7
CC_2300,BME_RS04840,66.519,451,149,2,1,451,1,449,0.0,622
CC_2302,BME_RS04845,53.524,454,205,3,1,453,1,449,5.92e-170,483
CC_2303,BME_RS04855,47.345,226,111,4,4,222,2,226,5.18e-55,172
CC_2304,BME_RS13555,49.558,452,223,2,10,457,4,454,2.11e-142,412
CC_2305,BME_RS04860,42.439,205,118,0,12,216,10,214,2.66e-48,155
CC_2306,BME_RS10580,32.973,185,107,6,8,186,18,191,8.83e-15,68.6
CC_2312,BME_RS01480,40.237,169,100,1,23,191,1,168,9.24e-30,108
CC_2314,BME_RS02160,50.391,256,126,1,6,260,14,269,2.27e-80,240
CC_2316,BME_RS08655,39.420,345,195,4,5,349,9,339,3.44e-75,232
CC_2318,BME_RS04805,38.211,369,218,4,11,370,23,390,1.02e-71,226
CC_2319,BME_RS04800,48.560,243,125,0,21,263,24,266,1.39e-70,216
CC_2320,BME_RS04795,26.935,323,213,6,1,304,1,319,4.77e-31,115
CC_2322,BME_RS13435,28.495,186,104,5,10,179,18,190,2.87e-10,55.5
CC_2324,BME_RS06670,30.833,240,151,6,209,441,535,766,1.67e-22,98.6
CC_2325,BME_RS04470,35.492,386,229,8,2,380,6,378,1.80e-53,179
CC_2328,BME_RS12585,44.619,381,200,4,13,387,11,386,2.77e-112,330
CC_2330,BME_RS09760,41.538,130,71,1,8,132,6,135,2.13e-36,118
CC_2331,BME_RS04375,48.913,92,46,1,1,92,1,91,1.20e-20,75.5
CC_2333,BME_RS06650,31.720,186,114,4,281,462,103,279,3.18e-22,93.2
CC_2335,BME_RS01775,50.714,140,63,3,1,139,1,135,1.17e-34,115
CC_2336,BME_RS01630,42.857,231,125,3,70,300,7,230,1.08e-48,159
CC_2337,BME_RS07380,35.052,194,118,3,13,203,6,194,1.35e-21,87.8
CC_2340,BME_RS08325,53.191,47,19,1,5,48,24,70,2.00e-13,55.1
CC_2341,BME_RS05290,31.356,118,78,2,162,276,412,529,3.29e-09,54.7
CC_2342,BME_RS08320,58.639,191,73,1,7,191,7,197,1.48e-72,215
CC_2343,BME_RS08315,91.667,72,6,0,1,72,1,72,2.16e-46,139
CC_2344,BME_RS08310,46.099,141,72,2,5,145,19,155,1.06e-37,123
CC_2345,BME_RS08305,54.321,162,69,4,1,159,1,160,1.70e-60,181
CC_2346,BME_RS08300,58.432,421,172,2,7,424,8,428,5.05e-170,480
CC_2349,BME_RS08295,36.620,142,84,2,26,162,4,144,1.14e-28,100
CC_2350,BME_RS08290,58.741,429,171,1,1,423,1,429,9.65e-166,469
CC_2352,BME_RS02575,30.534,262,177,3,8,264,5,266,3.95e-32,117
CC_2353,BME_RS01465,29.859,355,188,11,1,323,9,334,3.74e-29,111
CC_2354,BME_RS15525,39.474,418,246,4,6,419,12,426,2.77e-92,282
CC_2355,BME_RS08655,40.476,336,197,2,28,361,6,340,3.84e-69,217
CC_2368,BME_RS16800,39.506,162,92,3,6,166,36,192,2.97e-35,119
CC_2369,BME_RS13140,57.708,1213,480,11,5,1195,1,1202,0.0,1346
CC_2371,BME_RS07145,43.860,114,62,2,4,117,2,113,6.77e-22,88.2
CC_2372,BME_RS12435,70.000,320,96,0,1,320,1,320,3.01e-158,442
CC_2373,BME_RS03985,27.907,473,302,8,16,451,5,475,1.15e-46,169
CC_2374,BME_RS03985,60.815,712,272,4,2,709,4,712,0.0,862
CC_2378,BME_RS04580,27.434,339,207,12,6,319,3,327,2.87e-24,97.8
CC_2379,BME_RS13760,59.540,435,174,2,1,434,1,434,1.93e-177,501
CC_2382,BME_RS13760,59.633,436,174,2,1,435,1,435,1.35e-177,501
CC_2383,BME_RS13770,50.476,315,155,1,2,315,4,318,1.27e-108,316
CC_2384,BME_RS05915,44.845,194,99,3,1,188,321,512,8.90e-53,172
CC_2390,BME_RS08110,26.381,1050,683,23,41,1048,23,1024,4.33e-76,268
CC_2392,BME_RS11570,34.300,207,115,6,12,214,16,205,3.84e-19,80.1
CC_2394,BME_RS02740,25.166,302,179,11,48,308,70,365,1.36e-14,70.1
CC_2395,BME_RS11260,27.801,241,159,5,20,260,185,410,9.42e-20,85.1
CC_2396,BME_RS09010,35.580,371,228,8,1,363,1,368,5.52e-66,210
CC_2397,BME_RS00110,34.029,479,303,9,3,471,10,485,2.96e-73,237
CC_2399,BME_RS10875,26.471,272,183,5,48,309,52,316,5.38e-20,85.5
CC_2400,BME_RS08125,30.268,522,291,17,26,487,73,581,3.45e-52,182
CC_2401,BME_RS09630,26.744,258,181,2,4,261,2,251,6.09e-27,102
CC_2402,BME_RS00110,35.667,457,282,5,8,457,37,488,1.07e-75,243
CC_2403,BME_RS13315,29.433,282,186,4,8,279,22,300,5.24e-35,124
CC_2404,BME_RS13310,58.462,390,161,1,1,390,1,389,1.26e-167,471
CC_2405,BME_RS17265,52.800,125,55,2,1,123,1,123,3.72e-33,117
CC_2406,BME_RS13335,45.813,203,108,1,7,209,15,215,2.76e-62,190
CC_2407,BME_RS01335,44.386,383,201,6,6,386,9,381,5.67e-96,289
CC_2408,BME_RS13290,49.048,210,102,3,26,231,2,210,5.59e-62,190
CC_2409,BME_RS13285,40.865,208,99,7,21,216,10,205,5.28e-39,130
CC_2410,BME_RS13280,32.907,313,192,9,15,323,24,322,4.62e-31,118
CC_2411,BME_RS13300,34.940,249,154,7,20,263,21,266,4.46e-39,137
CC_2412,BME_RS13815,29.659,381,213,13,63,403,67,432,1.26e-23,98.6
CC_2416,BME_RS06545,31.783,129,60,3,107,207,534,662,1.83e-10,56.6
CC_2419,BME_RS10330,35.105,809,478,12,18,786,14,815,4.33e-158,478
CC_2421,BME_RS10355,28.926,242,131,7,28,237,25,257,3.34e-18,78.6
CC_2422,BME_RS10360,37.611,226,137,3,157,378,149,374,2.90e-44,154
CC_2423,BME_RS10365,40.411,292,165,6,10,293,24,314,6.07e-60,192
CC_2425,BME_RS05915,38.058,381,226,4,138,510,133,511,1.85e-80,256
CC_2429,BME_RS15680,31.472,197,107,9,170,352,182,364,3.25e-11,61.2
CC_2432,BME_RS05905,33.051,118,76,2,54,170,51,166,1.35e-10,55.5
CC_2433,BME_RS06605,37.500,64,39,1,26,89,20,82,1.07e-10,50.1
CC_2434,BME_RS06620,56.250,240,97,2,2,241,5,236,3.49e-97,280
CC_2435,BME_RS13780,34.314,102,37,3,96,197,44,115,1.66e-08,47.8
CC_2436,BME_RS05345,65.669,501,156,4,3,498,10,499,0.0,672
CC_2437,BME_RS13500,68.839,491,148,4,3,489,4,493,0.0,659
CC_2438,BME_RS13495,53.684,95,44,0,1,95,1,95,3.89e-26,89.7
CC_2439,BME_RS13485,49.351,154,76,2,1,154,1,152,4.49e-41,132
CC_2443,BME_RS13475,68.439,301,94,1,23,323,10,309,7.22e-136,385
CC_2444,BME_RS13470,47.294,425,220,2,9,431,6,428,1.43e-123,362
CC_2446,BME_RS13465,51.832,191,88,2,15,205,14,200,1.63e-54,170
CC_2447,BME_RS13460,46.277,376,185,4,5,365,12,385,4.19e-96,288
CC_2448,BME_RS04590,42.180,211,111,4,197,397,66,275,1.41e-37,134
CC_2451,BME_RS13450,63.803,873,301,9,1,864,1,867,0.0,1092
CC_2453,BME_RS13445,51.451,758,349,11,16,760,30,781,0.0,710
CC_2455,BME_RS05295,43.155,336,184,4,2,331,7,341,8.60e-75,234
CC_2456,BME_RS00150,35.897,390,220,11,16,399,10,375,1.92e-62,203
CC_2457,BME_RS13435,41.441,222,123,3,35,249,14,235,1.19e-39,134
CC_2459,BME_RS13425,74.545,55,14,0,1,55,1,55,3.32e-25,84.3
CC_2462,BME_RS13420,46.204,461,241,2,1,454,1,461,6.06e-137,398
CC_2463,BME_RS13415,79.167,120,25,0,6,125,1,120,4.00e-69,201
CC_2465,BME_RS10700,27.437,277,172,10,5,269,80,339,7.31e-21,88.2
CC_2466,BME_RS13400,52.174,414,194,3,2,412,12,424,1.54e-145,418
CC_2467,BME_RS04070,69.369,111,34,0,8,118,5,115,5.29e-55,164
CC_2468,BME_RS04075,72.617,745,204,0,1,745,1,745,0.0,1142
CC_2470,BME_RS04080,56.338,142,60,2,3,144,1,140,1.59e-52,160
CC_2473,BME_RS13500,32.033,487,288,17,19,482,17,483,1.24e-29,118
CC_2478,BME_RS12585,28.267,375,237,10,32,389,24,383,2.22e-35,130
CC_2479,BME_RS15170,29.819,332,204,12,21,331,44,367,1.90e-27,107
CC_2481,BME_RS06665,49.095,884,426,9,1,862,1,882,0.0,799
CC_2482,BME_RS06670,39.109,606,337,12,240,830,181,769,1.16e-116,369
CC_2485,BME_RS15525,24.454,229,158,5,2,217,4,230,1.01e-11,62.8
CC_2486,BME_RS15175,25.965,285,187,8,58,336,42,308,2.22e-15,74.7
CC_2487,BME_RS05600,71.824,433,122,0,1,433,1,433,0.0,615
CC_2490,BME_RS05620,55.140,107,45,2,1,104,1,107,1.45e-30,101
CC_2491,BME_RS05625,73.663,243,64,0,3,245,2,244,6.74e-138,385
CC_2492,BME_RS05630,53.165,79,37,0,1,79,2,80,1.01e-23,82.4
CC_2494,BME_RS14490,28.713,303,197,6,101,399,76,363,1.54e-30,118
CC_2497,BME_RS05635,58.605,215,87,1,1,213,1,215,7.20e-89,258
CC_2500,BME_RS05650,59.756,738,289,6,1,735,1,733,0.0,863
CC_2501,BME_RS06670,37.778,270,148,5,228,482,495,759,2.02e-37,145
CC_2503,BME_RS05655,44.928,69,38,0,28,96,8,76,1.90e-19,72.4
CC_2505,BME_RS05660,61.000,100,39,0,11,110,6,105,5.12e-44,136
CC_2509,BME_RS01160,56.289,318,121,6,1,315,1,303,1.82e-108,315
