Abortus2308|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS24825,AYT27_RS07045,90.342,497,47,1,1,496,1,497,0.0,838
BAB_RS24830,AYT27_RS07050,44.495,654,332,8,10,636,10,659,0.0,586
BAB_RS24840,AYT27_RS07225,76.079,857,205,0,1,857,1,857,0.0,1355
BAB_RS24845,AYT27_RS07105,66.667,93,29,1,25,117,27,117,1.16e-35,123
BAB_RS24850,AYT27_RS01010,46.237,279,150,0,9,287,6,284,5.65e-89,263
BAB_RS24855,AYT27_RS01015,78.310,355,77,0,1,355,1,355,0.0,575
BAB_RS24860,AYT27_RS00710,30.297,538,365,6,183,718,275,804,1.55e-60,214
BAB_RS24865,AYT27_RS02095,79.905,423,79,1,1,423,1,417,0.0,684
BAB_RS24870,AYT27_RS02090,67.886,246,79,0,1,246,1,246,3.74e-137,382
BAB_RS24890,AYT27_RS02085,65.476,84,26,2,1,83,1,82,7.41e-38,117
BAB_RS24895,AYT27_RS02080,52.402,229,109,0,34,262,26,254,8.51e-82,242
BAB_RS24900,AYT27_RS02075,59.155,284,116,0,10,293,6,289,8.92e-122,347
BAB_RS24905,AYT27_RS01090,27.557,352,246,6,7,352,2,350,6.24e-20,87.4
BAB_RS24920,AYT27_RS08405,39.627,429,254,2,1,426,1,427,2.61e-96,298
BAB_RS24925,AYT27_RS08410,30.462,325,187,10,110,418,70,371,1.48e-33,126
BAB_RS24940,AYT27_RS08415,68.132,364,111,1,1,359,1,364,6.11e-180,499
BAB_RS24945,AYT27_RS00625,36.585,328,201,3,5,325,6,333,2.19e-72,223
BAB_RS24955,AYT27_RS08425,78.832,137,29,0,1,137,1,137,1.47e-82,235
BAB_RS24975,AYT27_RS08105,55.886,875,301,12,1,854,1,811,0.0,892
BAB_RS24990,AYT27_RS08110,53.086,405,189,1,11,414,22,426,4.24e-164,464
BAB_RS25000,AYT27_RS08245,82.625,259,45,0,1,259,1,259,4.61e-169,463
BAB_RS25005,AYT27_RS08250,85.455,605,88,0,9,613,10,614,0.0,1073
BAB_RS25010,AYT27_RS08255,53.125,128,60,0,4,131,1,128,2.06e-46,142
BAB_RS25015,AYT27_RS08260,48.485,132,67,1,1,131,1,132,2.80e-41,130
BAB_RS25025,AYT27_RS00575,27.895,380,234,11,111,460,194,563,3.24e-21,92.4
BAB_RS25030,AYT27_RS08265,81.395,129,24,0,3,131,2,130,7.13e-74,213
BAB_RS25065,AYT27_RS08270,67.826,230,74,0,11,240,2,231,5.05e-115,325
BAB_RS25070,AYT27_RS08275,47.024,168,88,1,3,170,7,173,2.01e-50,157
BAB_RS25075,AYT27_RS08285,57.792,308,130,0,8,315,15,322,4.58e-132,375
BAB_RS25085,AYT27_RS08625,74.359,468,119,1,1,467,1,468,0.0,723
BAB_RS25095,AYT27_RS00110,24.138,145,99,4,6,149,13,147,8.25e-10,52.4
BAB_RS25105,AYT27_RS08630,71.429,413,106,4,1,408,1,406,0.0,589
BAB_RS25110,AYT27_RS08635,76.394,1004,231,2,1,1004,1,998,0.0,1641
BAB_RS25115,AYT27_RS08640,89.333,300,32,0,1,300,1,300,0.0,516
BAB_RS25120,AYT27_RS08645,87.154,397,51,0,1,397,1,397,0.0,694
BAB_RS25125,AYT27_RS08650,84.375,320,50,0,1,320,1,320,0.0,552
BAB_RS25130,AYT27_RS08655,56.764,377,152,3,29,395,4,379,7.64e-154,436
BAB_RS25135,AYT27_RS08660,42.135,178,102,1,1,177,1,178,1.09e-43,139
BAB_RS25140,AYT27_RS08665,50.877,285,135,1,4,288,2,281,8.70e-94,275
BAB_RS25145,AYT27_RS08670,71.053,418,121,0,1,418,1,418,0.0,649
BAB_RS25150,AYT27_RS08675,74.608,319,80,1,146,463,95,413,3.82e-178,501
BAB_RS25155,AYT27_RS08680,56.054,223,94,2,2,220,7,229,7.61e-90,260
BAB_RS25160,AYT27_RS08685,58.964,251,103,0,10,260,3,253,4.72e-110,314
BAB_RS25175,AYT27_RS01040,62.406,133,50,0,6,138,4,136,3.42e-60,178
BAB_RS25185,AYT27_RS01035,63.570,409,146,1,5,413,5,410,0.0,513
BAB_RS25190,AYT27_RS01030,44.795,317,169,2,11,327,4,314,5.65e-96,283
BAB_RS25200,AYT27_RS01025,76.159,906,213,3,1,905,1,904,0.0,1444
BAB_RS25230,AYT27_RS07585,96.429,28,1,0,1,28,1,28,1.19e-13,52.8
BAB_RS25240,AYT27_RS05920,35.366,82,53,0,14,95,5,86,7.79e-09,51.6
BAB_RS25245,AYT27_RS03295,25.564,266,170,9,5,264,2,245,4.71e-19,80.1
BAB_RS25250,AYT27_RS03285,31.169,154,96,1,6,149,66,219,1.99e-20,80.5
BAB_RS25255,AYT27_RS03285,29.756,205,129,3,15,209,22,221,2.94e-24,92.8
BAB_RS25260,AYT27_RS03280,45.850,253,127,3,3,255,14,256,2.05e-76,229
BAB_RS25270,AYT27_RS06915,41.866,461,263,3,11,469,4,461,6.98e-113,337
BAB_RS25275,AYT27_RS03280,58.197,244,101,1,9,251,14,257,2.39e-109,311
BAB_RS25280,AYT27_RS01060,29.221,308,210,7,10,312,3,307,8.06e-32,117
BAB_RS25290,AYT27_RS01060,48.387,279,143,1,1,279,1,278,2.48e-91,271
BAB_RS25320,AYT27_RS06245,61.935,310,113,2,1,309,1,306,3.03e-139,392
BAB_RS25325,AYT27_RS06240,64.516,248,88,0,1,248,1,248,3.38e-119,336
BAB_RS25355,AYT27_RS02710,27.778,234,147,7,8,229,11,234,7.20e-12,59.7
BAB_RS25360,AYT27_RS08470,54.417,283,128,1,1,283,2,283,7.35e-105,303
BAB_RS25365,AYT27_RS08465,54.305,151,68,1,8,158,15,164,2.78e-57,172
BAB_RS25370,AYT27_RS08460,36.638,232,139,4,5,235,3,227,5.23e-51,162
BAB_RS25375,AYT27_RS04945,28.783,337,204,14,46,364,28,346,7.33e-17,78.2
BAB_RS25380,AYT27_RS08455,38.596,57,35,0,4,60,2,58,2.52e-12,51.6
BAB_RS25385,AYT27_RS08450,60.526,418,165,0,4,421,4,421,0.0,522
BAB_RS25390,AYT27_RS08445,38.123,863,467,14,29,886,11,811,0.0,569
BAB_RS25400,AYT27_RS08440,47.881,236,123,0,4,239,2,237,2.10e-82,243
BAB_RS25405,AYT27_RS05915,27.979,193,122,6,87,267,93,280,2.03e-11,60.5
BAB_RS25410,AYT27_RS08475,72.168,309,86,0,1,309,1,309,3.89e-170,471
BAB_RS25415,AYT27_RS08395,25.501,349,216,7,35,339,3,351,2.79e-35,127
BAB_RS25430,AYT27_RS00870,66.279,86,29,0,3,88,4,89,1.46e-37,117
BAB_RS25435,AYT27_RS00880,77.011,174,40,0,1,174,1,174,6.35e-103,289
BAB_RS25440,AYT27_RS08515,63.178,258,95,0,1,258,4,261,2.23e-116,330
BAB_RS25445,AYT27_RS08070,40.000,190,112,1,92,281,34,221,1.55e-49,160
BAB_RS25450,AYT27_RS08065,47.000,300,159,0,27,326,11,310,1.38e-107,313
BAB_RS25455,AYT27_RS08060,78.995,219,46,0,1,219,1,219,2.83e-129,359
BAB_RS25470,AYT27_RS08100,49.462,186,92,2,34,219,15,198,5.86e-65,196
BAB_RS25475,AYT27_RS08095,61.940,268,102,0,1,268,1,268,7.88e-127,357
BAB_RS25485,AYT27_RS08435,62.667,225,84,0,1,225,1,225,1.75e-107,305
BAB_RS25525,AYT27_RS08315,62.189,201,76,0,21,221,22,222,2.30e-86,251
BAB_RS25530,AYT27_RS08320,89.888,89,9,0,1,89,1,89,1.07e-57,169
BAB_RS25540,AYT27_RS03170,38.028,71,42,2,6,76,7,75,9.78e-08,43.9
BAB_RS25560,AYT27_RS08305,61.093,622,226,6,9,619,6,622,0.0,786
BAB_RS25565,AYT27_RS08300,76.923,325,75,0,1,325,1,325,0.0,551
BAB_RS25570,AYT27_RS08295,60.766,209,79,1,1,209,1,206,5.38e-95,271
BAB_RS25575,AYT27_RS08290,55.172,87,35,1,8,94,6,88,2.09e-31,102
BAB_RS25580,AYT27_RS05535,29.487,234,158,3,189,420,288,516,9.80e-27,108
BAB_RS25585,AYT27_RS08555,60.270,370,142,1,12,376,5,374,1.11e-160,452
BAB_RS25590,AYT27_RS08550,50.270,185,89,1,14,195,12,196,1.02e-67,202
BAB_RS25600,AYT27_RS08545,57.282,309,128,3,1,307,1,307,2.69e-117,336
BAB_RS25605,AYT27_RS08540,76.972,317,73,0,1,317,1,317,2.99e-179,494
BAB_RS25610,AYT27_RS08535,57.806,237,99,1,1,236,1,237,1.80e-106,310
BAB_RS25620,AYT27_RS08525,44.386,383,177,2,5,387,8,354,4.47e-117,340
BAB_RS25625,AYT27_RS08520,49.254,335,168,2,2,336,1,333,1.42e-116,339
BAB_RS25635,AYT27_RS04860,79.167,24,5,0,1,24,1,24,6.66e-09,40.4
BAB_RS25640,AYT27_RS02775,30.453,243,163,3,2,244,6,242,6.37e-34,119
BAB_RS25660,AYT27_RS02775,30.612,245,160,6,8,251,9,244,3.62e-29,106
BAB_RS25670,AYT27_RS01985,35.597,486,291,9,15,491,2,474,1.43e-93,288
BAB_RS25675,AYT27_RS04380,27.222,180,130,1,3,182,9,187,1.35e-16,73.9
BAB_RS25690,AYT27_RS06150,22.768,224,158,4,28,251,27,235,8.17e-11,57.8
BAB_RS25710,AYT27_RS08495,55.254,295,132,0,23,317,27,321,6.40e-116,334
BAB_RS25715,AYT27_RS08490,59.655,290,113,2,1,286,1,290,3.10e-111,320
BAB_RS25720,AYT27_RS08485,65.354,254,88,0,1,254,1,254,2.67e-118,335
BAB_RS25725,AYT27_RS08480,51.453,344,167,0,1,344,1,344,9.37e-131,374
BAB_RS25730,AYT27_RS08690,62.623,305,98,2,1,293,1,301,2.09e-133,376
BAB_RS25735,AYT27_RS08695,76.981,265,60,1,1,265,1,264,3.13e-152,421
BAB_RS25740,AYT27_RS08700,52.885,208,98,0,2,209,4,211,1.54e-76,225
BAB_RS25745,AYT27_RS08705,65.902,610,208,0,9,618,4,613,0.0,843
BAB_RS25750,AYT27_RS08710,53.687,434,201,0,9,442,2,435,7.11e-172,485
BAB_RS25760,AYT27_RS08715,90.670,418,39,0,1,418,4,421,0.0,780
BAB_RS25780,AYT27_RS00005,60.145,276,105,2,1,273,1,274,3.31e-123,348
BAB_RS25785,AYT27_RS00010,50.249,201,94,2,1,199,2,198,2.78e-57,175
BAB_RS25790,AYT27_RS00015,55.235,277,121,2,11,285,15,290,3.19e-104,301
BAB_RS25795,AYT27_RS00020,47.396,192,100,1,1,191,1,192,1.05e-60,184
BAB_RS25800,AYT27_RS00025,56.466,232,100,1,1,232,1,231,5.22e-97,279
BAB_RS25805,AYT27_RS00515,64.151,159,54,1,5,163,2,157,9.51e-76,219
BAB_RS25810,AYT27_RS00520,36.129,155,96,2,11,165,17,168,1.02e-26,95.1
BAB_RS25815,AYT27_RS00525,50.870,230,109,2,4,231,3,230,5.95e-81,238
BAB_RS25825,AYT27_RS00530,44.444,198,97,3,1,187,1,196,3.61e-48,152
BAB_RS25840,AYT27_RS01070,81.986,433,75,2,4,434,5,436,0.0,716
BAB_RS25845,AYT27_RS01065,79.459,185,37,1,1,184,1,185,3.62e-108,303
BAB_RS25880,AYT27_RS01055,69.775,311,94,0,12,322,22,332,2.12e-167,464
BAB_RS25900,AYT27_RS00310,81.277,235,44,0,5,239,6,240,2.17e-142,394
BAB_RS25905,AYT27_RS00305,66.018,565,185,3,34,598,34,591,0.0,715
BAB_RS25910,AYT27_RS00300,43.836,146,79,2,10,155,8,150,3.79e-38,124
BAB_RS25915,AYT27_RS00295,67.424,132,41,1,1,130,1,132,3.55e-59,175
BAB_RS25920,AYT27_RS00290,63.736,91,33,0,13,103,8,98,9.26e-39,121
BAB_RS25925,AYT27_RS00160,82.833,466,79,1,1,466,1,465,0.0,818
BAB_RS25930,AYT27_RS00155,44.664,759,413,3,68,826,62,813,0.0,649
BAB_RS25935,AYT27_RS00140,40.741,189,112,0,313,501,1,189,1.30e-51,170
BAB_RS25945,AYT27_RS00135,50.000,1044,498,6,10,1043,4,1033,0.0,955
BAB_RS25950,AYT27_RS00130,46.649,1164,595,11,7,1155,6,1158,0.0,1029
BAB_RS25955,AYT27_RS00125,76.699,103,24,0,1,103,1,103,1.01e-58,172
BAB_RS25960,AYT27_RS00170,53.349,433,198,1,9,441,10,438,1.02e-170,482
BAB_RS25965,AYT27_RS00175,75.490,306,70,1,1,301,1,306,5.31e-177,487
BAB_RS25995,AYT27_RS00255,46.753,231,115,2,30,252,11,241,2.84e-75,225
BAB_RS26015,AYT27_RS00250,56.400,250,109,0,11,260,8,257,2.18e-107,307
BAB_RS26025,AYT27_RS00245,78.947,171,36,0,8,178,2,172,2.81e-99,280
BAB_RS26035,AYT27_RS00405,80.597,67,12,1,1,66,1,67,7.58e-36,111
BAB_RS26040,AYT27_RS00410,88.806,134,14,1,1,134,1,133,5.03e-83,235
BAB_RS26050,AYT27_RS00415,72.207,367,93,1,1,367,1,358,0.0,557
BAB_RS26055,AYT27_RS00420,64.134,803,288,0,1,803,1,803,0.0,1045
BAB_RS26060,AYT27_RS06150,27.108,166,111,3,31,196,29,184,1.57e-12,62.8
BAB_RS26065,AYT27_RS00325,87.402,635,75,1,1,635,1,630,0.0,1123
BAB_RS26070,AYT27_RS00330,76.064,376,89,1,1,375,1,376,0.0,594
BAB_RS26095,AYT27_RS01245,73.548,310,82,0,3,312,1,310,1.99e-178,491
BAB_RS26105,AYT27_RS00220,75.676,111,27,0,1,111,1,111,8.32e-50,174
BAB_RS26115,AYT27_RS04340,51.613,93,42,1,24,113,95,187,2.05e-25,92.8
BAB_RS26120,AYT27_RS00445,37.931,116,72,0,22,137,12,127,5.65e-21,78.6
BAB_RS26125,AYT27_RS01250,68.966,348,108,0,1,348,1,348,0.0,525
BAB_RS26130,AYT27_RS01255,60.558,502,174,5,1,496,3,486,0.0,579
BAB_RS26135,AYT27_RS01260,73.634,421,111,0,15,435,9,429,0.0,623
BAB_RS26140,AYT27_RS01265,80.000,250,50,0,24,273,3,252,1.21e-153,424
BAB_RS26145,AYT27_RS01270,64.831,236,83,0,1,236,1,236,7.63e-114,322
BAB_RS26150,AYT27_RS00310,39.565,230,127,3,7,227,11,237,1.82e-48,155
BAB_RS26155,AYT27_RS01280,47.934,242,100,8,23,256,6,229,8.49e-67,207
BAB_RS26165,AYT27_RS01285,68.029,416,132,1,1,416,1,415,0.0,593
BAB_RS26175,AYT27_RS01170,40.517,232,127,4,1,226,1,227,2.80e-50,159
BAB_RS26180,AYT27_RS01165,41.935,155,90,0,10,164,7,161,2.03e-44,140
BAB_RS26190,AYT27_RS01160,68.680,447,138,2,18,464,10,454,0.0,659
BAB_RS26195,AYT27_RS01155,68.438,320,100,1,3,321,35,354,5.37e-164,457
BAB_RS26200,AYT27_RS01150,54.362,149,68,0,1,149,7,155,1.39e-60,181
BAB_RS26205,AYT27_RS01145,52.522,337,152,1,10,346,6,334,8.39e-126,362
BAB_RS26210,AYT27_RS01140,44.639,513,281,2,12,523,27,537,9.70e-155,449
BAB_RS26215,AYT27_RS01135,65.942,138,41,3,1,137,1,133,2.51e-62,183
BAB_RS26220,AYT27_RS01130,78.759,419,89,0,1,419,1,419,0.0,660
BAB_RS26225,AYT27_RS01125,60.426,235,89,2,1,233,1,233,5.16e-104,296
BAB_RS26230,AYT27_RS01120,57.949,195,82,0,8,202,10,204,2.03e-79,233
BAB_RS26235,AYT27_RS01115,81.853,518,94,0,1,518,1,518,0.0,877
BAB_RS26240,AYT27_RS01110,49.746,197,99,0,18,214,1,197,3.10e-66,199
BAB_RS26245,AYT27_RS01105,65.973,961,209,13,1,959,1,845,0.0,1197
BAB_RS26250,AYT27_RS01100,66.400,125,39,1,14,135,7,131,1.88e-58,174
BAB_RS26255,AYT27_RS01095,64.286,322,111,1,1,322,1,318,1.22e-151,424
BAB_RS26260,AYT27_RS01085,80.899,89,17,0,1,89,1,89,7.79e-51,150
BAB_RS26265,AYT27_RS01080,82.553,705,123,0,1,705,1,705,0.0,1224
BAB_RS26270,AYT27_RS01075,43.983,241,133,1,9,249,3,241,3.26e-70,218
BAB_RS26280,AYT27_RS00630,76.471,272,64,0,1,272,1,272,6.20e-162,446
BAB_RS26285,AYT27_RS00635,84.691,405,62,0,1,405,1,405,0.0,714
BAB_RS26290,AYT27_RS00640,76.786,168,39,0,1,168,1,168,3.27e-98,277
BAB_RS26295,AYT27_RS00645,63.235,136,50,0,6,141,26,161,6.33e-64,189
BAB_RS26300,AYT27_RS06565,45.798,238,128,1,23,259,35,272,1.84e-68,209
BAB_RS26305,AYT27_RS00650,53.672,177,66,2,2,178,21,181,6.86e-69,204
BAB_RS26315,AYT27_RS04275,32.824,131,82,3,41,165,8,138,3.99e-13,62.8
BAB_RS26320,AYT27_RS01045,49.291,282,140,1,9,290,5,283,1.36e-96,282
BAB_RS26330,AYT27_RS01050,56.512,453,192,2,4,455,7,455,0.0,528
BAB_RS26340,AYT27_RS01290,55.667,300,115,4,1,292,1,290,5.50e-114,327
BAB_RS26345,AYT27_RS04380,27.126,247,157,6,11,249,16,247,5.61e-20,83.6
BAB_RS26350,AYT27_RS00580,74.713,87,22,0,1,87,1,87,4.30e-44,134
BAB_RS26405,AYT27_RS03280,30.137,219,148,3,19,235,15,230,1.19e-31,118
BAB_RS26425,AYT27_RS02775,27.953,254,164,4,11,256,2,244,3.00e-31,112
BAB_RS26435,AYT27_RS08055,22.533,537,349,20,46,533,101,619,5.68e-16,76.3
BAB_RS26480,AYT27_RS04260,26.536,407,253,20,1,391,1,377,4.47e-12,62.8
BAB_RS26485,AYT27_RS04255,21.769,294,163,6,11,241,17,306,3.13e-08,50.1
BAB_RS26495,AYT27_RS04245,38.132,257,152,2,1,250,1,257,3.78e-59,184
BAB_RS26500,AYT27_RS04240,36.325,234,146,2,5,236,2,234,2.57e-53,168
BAB_RS26510,AYT27_RS02775,31.837,245,162,3,3,244,2,244,6.55e-40,134
BAB_RS26515,AYT27_RS02775,31.381,239,157,5,10,247,10,242,5.22e-28,103
BAB_RS26520,AYT27_RS02980,38.255,298,160,4,37,333,40,314,4.74e-52,180
BAB_RS26525,AYT27_RS02990,47.856,443,208,9,1,421,1,442,9.53e-133,385
BAB_RS26530,AYT27_RS00015,31.600,250,155,5,12,251,18,261,2.00e-28,105
BAB_RS26560,AYT27_RS03025,29.412,221,143,5,121,334,501,715,4.06e-18,81.3
BAB_RS26565,AYT27_RS03030,32.692,104,68,1,11,112,5,108,1.38e-12,61.6
BAB_RS26570,AYT27_RS03760,100.000,25,0,0,1,25,1,25,1.57e-11,47.0
BAB_RS26575,AYT27_RS03765,89.167,120,13,0,1,120,1,120,6.05e-76,216
BAB_RS26585,AYT27_RS07800,32.020,203,123,5,38,232,40,235,4.37e-20,82.8
BAB_RS26590,AYT27_RS03770,27.508,309,211,3,5,313,5,300,5.78e-34,122
BAB_RS26600,AYT27_RS03775,60.959,146,57,0,1,146,1,146,9.51e-64,189
BAB_RS26620,AYT27_RS05555,55.895,458,199,2,12,467,6,462,0.0,510
BAB_RS26625,AYT27_RS00900,33.233,331,194,5,54,375,23,335,1.14e-60,195
BAB_RS26635,AYT27_RS06810,40.176,341,183,6,25,352,20,352,1.51e-79,243
BAB_RS26640,AYT27_RS08225,46.907,194,103,0,192,385,199,392,1.04e-66,213
BAB_RS26645,AYT27_RS08220,30.314,287,173,5,1,282,1,265,1.89e-43,145
BAB_RS26650,AYT27_RS08215,41.921,229,123,7,10,235,7,228,3.08e-51,162
BAB_RS26660,AYT27_RS08205,25.200,250,180,3,13,260,12,256,1.67e-16,74.7
BAB_RS26665,AYT27_RS08185,27.811,169,105,5,62,224,97,254,1.04e-13,64.3
BAB_RS26670,AYT27_RS08180,41.677,835,441,10,8,820,7,817,0.0,661
BAB_RS26675,AYT27_RS08175,36.634,101,58,2,15,113,6,102,1.43e-20,75.9
BAB_RS26685,AYT27_RS08125,28.070,171,112,4,4,173,6,166,8.90e-19,77.8
BAB_RS26690,AYT27_RS00905,57.702,409,171,1,6,412,10,418,7.46e-177,496
BAB_RS26695,AYT27_RS00910,78.840,293,61,1,4,295,1,293,2.65e-175,482
BAB_RS26705,AYT27_RS00915,64.688,320,113,0,14,333,12,331,3.70e-153,429
BAB_RS26715,AYT27_RS05590,28.631,241,154,7,6,236,7,239,1.12e-11,60.5
BAB_RS26725,AYT27_RS00920,47.581,124,58,3,1,123,1,118,6.90e-33,108
BAB_RS26750,AYT27_RS00925,33.262,466,295,5,1,466,1,450,7.09e-73,234
BAB_RS26760,AYT27_RS06465,54.245,212,97,0,1,212,1,212,2.31e-84,245
BAB_RS26770,AYT27_RS06460,65.101,298,103,1,6,302,5,302,9.01e-148,413
BAB_RS26780,AYT27_RS01260,25.455,220,136,5,20,222,221,429,4.32e-08,48.5
BAB_RS26785,AYT27_RS00955,34.975,203,123,2,22,221,27,223,2.66e-31,117
BAB_RS26815,AYT27_RS05920,24.497,298,207,6,6,292,9,299,7.42e-25,97.4
BAB_RS26820,AYT27_RS04230,34.694,196,118,3,10,197,55,248,1.71e-12,64.3
BAB_RS26825,AYT27_RS06445,81.698,377,69,0,1,377,1,377,0.0,649
BAB_RS26860,AYT27_RS06150,25.547,274,168,8,3,271,5,247,1.48e-11,60.5
BAB_RS26865,AYT27_RS06150,24.215,223,149,6,37,253,27,235,2.66e-09,53.1
BAB_RS26875,AYT27_RS00955,35.613,351,209,4,1,348,1,337,1.89e-74,230
BAB_RS26895,AYT27_RS06435,56.098,369,140,2,1,347,149,517,7.23e-139,400
BAB_RS26900,AYT27_RS06435,69.118,136,42,0,14,149,9,144,2.66e-63,198
BAB_RS26905,AYT27_RS06430,65.455,165,57,0,142,306,182,346,2.23e-73,226
BAB_RS26975,AYT27_RS07990,31.307,329,202,7,90,399,119,442,2.80e-35,133
BAB_RS27125,AYT27_RS05920,32.520,123,83,0,4,126,6,128,1.79e-11,59.3
BAB_RS27165,AYT27_RS01220,35.780,109,69,1,14,121,56,164,6.86e-20,76.6
BAB_RS27185,AYT27_RS05920,22.300,287,212,3,8,287,10,292,1.77e-19,82.8
BAB_RS27190,AYT27_RS02210,28.000,475,314,13,17,471,3,469,1.34e-38,142
BAB_RS27195,AYT27_RS02210,27.174,184,119,4,6,184,43,216,3.97e-09,53.5
BAB_RS27215,AYT27_RS06030,37.566,189,92,3,30,214,21,187,3.76e-33,116
BAB_RS27220,AYT27_RS06205,64.062,192,69,0,10,201,17,208,2.66e-92,265
BAB_RS27225,AYT27_RS00110,24.623,199,147,3,6,202,10,207,8.75e-13,60.5
BAB_RS27230,AYT27_RS06955,70.303,495,147,0,1,495,1,495,0.0,692
BAB_RS27260,AYT27_RS06915,70.842,463,134,1,1,463,1,462,0.0,654
BAB_RS27270,AYT27_RS06905,89.015,528,58,0,1,528,1,528,0.0,933
BAB_RS27275,AYT27_RS06910,83.673,98,16,0,1,98,1,98,4.94e-57,167
BAB_RS27280,AYT27_RS06745,55.435,276,122,1,6,281,6,280,1.38e-114,327
BAB_RS27285,AYT27_RS06740,53.659,328,149,1,4,328,2,329,1.34e-119,344
BAB_RS27290,AYT27_RS01325,73.602,966,253,1,7,972,8,971,0.0,1508
BAB_RS27295,AYT27_RS01330,34.615,208,107,8,7,210,6,188,7.39e-24,90.5
BAB_RS27305,AYT27_RS01335,65.972,144,49,0,14,157,4,147,7.51e-67,196
BAB_RS27310,AYT27_RS01340,65.217,345,102,4,69,396,3,346,5.52e-156,451
BAB_RS27315,AYT27_RS01345,56.989,186,80,0,1,186,1,186,3.55e-72,212
BAB_RS27320,AYT27_RS02325,23.866,419,287,12,64,475,2,395,2.96e-24,100
BAB_RS27330,AYT27_RS02325,26.115,314,226,4,9,320,99,408,1.16e-24,99.0
BAB_RS27340,AYT27_RS05525,25.494,557,362,14,28,537,27,577,4.01e-36,138
BAB_RS27345,AYT27_RS01365,64.760,437,154,0,11,447,7,443,0.0,568
BAB_RS27350,AYT27_RS01370,48.810,252,129,0,12,263,10,261,7.08e-83,246
BAB_RS27355,AYT27_RS01375,59.740,77,31,0,1,77,1,77,4.35e-31,100
BAB_RS27365,AYT27_RS01385,48.980,441,222,2,1,440,1,439,7.80e-147,422
BAB_RS27370,AYT27_RS01390,49.853,341,168,2,1,341,1,338,1.53e-116,337
BAB_RS27375,AYT27_RS01395,46.575,73,39,0,6,78,3,75,1.56e-20,73.6
BAB_RS27380,AYT27_RS01400,63.884,623,214,2,1,623,1,612,0.0,832
BAB_RS27385,AYT27_RS05620,25.602,332,201,10,83,387,80,392,2.41e-12,63.9
BAB_RS27400,AYT27_RS04380,27.778,162,113,4,21,179,22,182,3.60e-11,60.8
BAB_RS27425,AYT27_RS02500,26.695,236,155,9,206,426,524,756,4.36e-13,67.0
BAB_RS27430,AYT27_RS02440,40.278,216,129,0,1,216,1,216,1.20e-51,162
BAB_RS27460,AYT27_RS02320,33.526,173,112,3,140,310,520,691,1.60e-23,96.7
BAB_RS27485,AYT27_RS02575,23.636,440,262,18,256,641,273,692,1.28e-11,63.2
BAB_RS27510,AYT27_RS04245,27.586,232,150,3,25,243,15,241,3.92e-27,105
BAB_RS27545,AYT27_RS06620,54.037,322,147,1,1,322,1,321,2.74e-134,380
BAB_RS27550,AYT27_RS06615,67.123,365,88,1,13,377,9,341,0.0,513
BAB_RS27555,AYT27_RS06610,55.696,237,105,0,11,247,7,243,2.48e-100,288
BAB_RS27585,AYT27_RS02775,27.016,248,167,5,6,246,1,241,3.20e-21,85.1
BAB_RS27590,AYT27_RS02320,22.242,553,368,15,85,598,271,800,1.12e-23,102
BAB_RS27630,AYT27_RS06590,65.596,436,150,0,1,436,1,436,0.0,594
BAB_RS27635,AYT27_RS02350,35.426,223,136,5,7,222,4,225,1.80e-34,119
BAB_RS27640,AYT27_RS06585,72.549,153,41,1,1,153,1,152,2.07e-71,208
BAB_RS27655,AYT27_RS00655,90.541,74,7,0,1,74,1,74,9.29e-43,129
BAB_RS27660,AYT27_RS02165,24.599,187,134,3,63,243,360,545,5.00e-08,49.3
BAB_RS27670,AYT27_RS06575,50.952,210,103,0,9,218,9,218,2.04e-57,177
BAB_RS27675,AYT27_RS06570,54.277,339,152,1,13,348,6,344,1.19e-130,373
BAB_RS27680,AYT27_RS06565,55.510,245,107,2,35,277,28,272,3.28e-96,280
BAB_RS27690,AYT27_RS04250,25.168,298,177,8,52,315,43,328,1.57e-12,63.2
BAB_RS27695,AYT27_RS04255,38.462,130,76,2,169,294,224,353,9.76e-12,60.5
BAB_RS27700,AYT27_RS04240,37.209,215,130,2,7,219,3,214,1.54e-41,138
BAB_RS27705,AYT27_RS04245,35.983,239,146,3,36,267,15,253,4.30e-48,156
BAB_RS27710,AYT27_RS04260,22.923,349,237,12,2,336,5,335,8.26e-11,58.5
BAB_RS27715,AYT27_RS05920,23.846,260,189,4,3,255,4,261,4.33e-22,89.7
BAB_RS27730,AYT27_RS00540,27.033,418,246,14,618,1020,18,391,1.12e-31,124
BAB_RS27735,AYT27_RS05395,28.750,240,161,6,1,234,1,236,9.49e-19,81.3
BAB_RS27750,AYT27_RS05575,27.190,548,374,11,10,539,18,558,1.65e-59,204
BAB_RS27775,AYT27_RS00495,29.252,588,337,16,42,571,28,594,1.72e-57,199
BAB_RS27785,AYT27_RS06465,28.289,152,107,2,29,179,32,182,3.27e-15,67.4
BAB_RS27800,AYT27_RS01235,25.347,505,315,16,39,505,24,504,7.59e-29,115
BAB_RS27830,AYT27_RS03360,69.216,510,157,0,1,510,1,510,0.0,703
BAB_RS27850,AYT27_RS00540,28.087,413,224,14,43,438,33,389,3.69e-35,130
BAB_RS27865,AYT27_RS06505,47.312,372,182,2,17,388,15,372,1.55e-123,358
