Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS06360,SMc00583,55.801,362,158,1,1,362,1,360,4.76e-143,407
BME_RS06365,SMc00582,47.952,757,368,9,38,792,43,775,0.0,699
BME_RS06370,SMc00581,44.237,321,170,5,1,318,2,316,1.09e-85,258
BME_RS06375,SMc00580,60.355,338,133,1,1,338,1,337,1.88e-125,361
BME_RS06380,SMc00579,72.364,275,72,4,2,275,3,274,9.26e-136,382
BME_RS06385,SMc02432,43.415,205,111,3,354,555,436,638,3.73e-49,178
BME_RS06390,SMc02545,54.266,293,133,1,13,304,14,306,8.47e-110,318
BME_RS06395,SMc02546,73.978,538,139,1,1,537,1,538,0.0,825
BME_RS06400,SMc02551,55.159,504,174,9,6,504,5,461,1.89e-178,507
BME_RS06415,SMc02553,61.832,262,91,3,1,259,21,276,2.21e-107,309
BME_RS06420,SMc02554,41.176,119,66,3,17,133,11,127,1.45e-18,74.7
BME_RS06425,SMc02555,43.119,109,57,3,24,127,39,147,3.95e-25,90.9
BME_RS06430,SMc02556,45.977,87,47,0,2,88,3,89,2.03e-19,72.8
BME_RS06435,SMc02557,42.798,243,131,3,18,253,5,246,5.72e-54,172
BME_RS06440,SMc01821,28.924,446,287,15,5,426,1,440,7.26e-47,166
BME_RS06445,SMc02558,46.350,274,141,3,8,279,2,271,1.43e-76,232
BME_RS06450,SMc02559,64.824,199,65,2,12,206,5,202,2.99e-88,256
BME_RS06455,SMc02561,47.977,173,85,4,1,169,1,172,2.76e-38,126
BME_RS06460,SMc02635,59.494,237,95,1,1,237,13,248,1.59e-103,298
BME_RS06465,SMc02651,76.768,297,69,0,14,310,16,312,1.36e-171,476
BME_RS06470,SMc02652,60.909,220,86,0,11,230,14,233,3.59e-93,271
BME_RS06475,SMc02653,62.753,247,91,1,3,249,1,246,5.24e-112,320
BME_RS06480,SMc02654,78.788,132,28,0,1,132,1,132,6.03e-76,219
BME_RS06485,SMc02655,40.659,182,105,2,1,181,30,209,1.74e-37,126
BME_RS06490,SMc00994,50.199,251,123,1,11,261,17,265,6.41e-84,250
BME_RS06495,SMc00990,64.691,388,137,0,13,400,11,398,5.30e-171,481
BME_RS06500,SMa1266,44.344,442,240,2,1,436,1,442,1.25e-125,369
BME_RS06505,SMa1141,35.909,220,138,2,29,247,12,229,4.56e-34,120
BME_RS06515,SMc02659,70.628,749,209,3,1,748,1,739,0.0,1074
BME_RS06520,SMc02408,77.037,135,29,1,1,133,1,135,5.98e-66,194
BME_RS06525,SMc02407,82.609,184,32,0,1,184,1,184,4.25e-114,320
BME_RS06535,SMc02405,70.064,157,45,1,4,158,3,159,2.74e-79,229
BME_RS06540,SMc02404,71.429,294,83,1,1,293,1,294,3.66e-161,447
BME_RS06545,SMc02403,55.296,642,287,0,43,684,37,678,0.0,697
BME_RS06550,SMc01919,40.984,61,36,0,124,184,148,208,1.01e-08,51.2
BME_RS06565,SMc02400,32.576,396,186,17,1,362,1,349,6.92e-26,103
BME_RS06575,SMc02400,31.527,406,182,15,1,367,1,349,1.51e-27,108
BME_RS06580,SMc02397,66.667,288,96,0,21,308,21,308,1.68e-142,402
BME_RS06585,SMc02393,60.479,167,66,0,5,171,6,172,5.73e-69,219
BME_RS06590,SMc01519,42.478,113,62,2,1,113,1,110,1.25e-11,55.1
BME_RS06600,SMc02240,48.241,199,101,2,58,255,14,211,1.88e-47,154
BME_RS06605,SMc02392,64.179,67,24,0,19,85,22,88,1.65e-16,65.5
BME_RS06615,SMc02391,44.737,114,61,2,1,114,1,112,5.59e-21,78.6
BME_RS06620,SMc02390,71.983,232,65,0,5,236,2,233,7.21e-127,356
BME_RS06635,SMc02386,74.000,500,130,0,1,500,1,500,0.0,781
BME_RS06645,SMc02377,84.014,563,81,1,1,563,1,554,0.0,942
BME_RS06650,SMc02375,44.444,279,149,4,9,285,11,285,1.77e-67,209
BME_RS06655,SMc02372,47.420,407,212,1,10,416,10,414,3.33e-128,374
BME_RS06660,SMc02371,58.305,295,122,1,15,308,5,299,1.74e-113,328
BME_RS06665,SMc02370,59.751,882,353,1,1,882,1,880,0.0,1062
BME_RS06670,SMc02369,49.595,740,368,3,32,768,34,771,0.0,689
BME_RS06680,SMc02368,56.321,973,415,5,14,978,13,983,0.0,1048
BME_RS06685,SMc02367,53.996,463,208,3,2,461,1,461,1.02e-166,476
BME_RS06690,SMc02366,75.556,225,55,0,1,225,5,229,4.43e-122,344
BME_RS06695,SMc02365,60.200,500,188,5,20,512,8,503,0.0,569
BME_RS06700,SMc02364,66.667,132,43,1,24,155,19,149,9.79e-57,172
BME_RS06705,SMc02363,68.030,660,210,1,1,660,1,659,0.0,860
BME_RS06710,SMc02362,58.451,142,57,2,25,164,3,144,2.72e-50,156
BME_RS06715,SMc02361,42.298,383,215,4,1,379,1,381,6.77e-82,253
BME_RS06720,SMc00067,65.060,83,28,1,68,150,55,136,1.96e-34,115
BME_RS06725,SMc00129,47.552,429,218,1,11,432,30,458,2.51e-118,351
BME_RS06730,SMc00458,81.081,222,42,0,1,222,1,222,5.04e-138,384
BME_RS06735,SMc00065,51.613,62,26,2,35,96,25,82,6.98e-10,48.9
BME_RS06800,SMc00122,64.023,706,245,6,12,712,12,713,0.0,888
BME_RS06805,SMc00457,46.032,189,102,0,1,189,1,189,1.56e-51,162
BME_RS06810,SMc00128,33.526,173,113,1,8,178,8,180,2.97e-38,127
BME_RS06815,SMc00120,32.624,141,83,3,5,145,2,130,5.49e-11,60.5
BME_RS06820,SMc00061,43.119,109,61,1,1,109,6,113,1.36e-24,87.8
BME_RS06825,SMc00060,28.182,330,211,7,2,321,6,319,1.01e-21,91.3
BME_RS06830,SMc00059,44.751,362,186,4,205,556,106,463,5.47e-80,259
BME_RS06840,SMc00118,59.701,134,53,1,3,135,2,135,1.24e-55,168
BME_RS06845,SMc03245,64.637,427,150,1,5,431,9,434,1.89e-165,470
BME_RS06865,SMc00058,61.069,131,51,0,10,140,9,139,8.00e-54,164
BME_RS06870,SMc00114,72.806,695,184,2,8,697,18,712,0.0,1048
BME_RS06880,SMc00043,84.925,199,30,0,1,199,1,199,1.16e-126,352
BME_RS06885,SMc00103,67.039,179,57,1,1,179,1,177,6.49e-86,251
BME_RS06895,SMc00039,55.187,241,90,2,16,238,2,242,3.69e-91,266
BME_RS06900,SMc00100,67.308,520,153,3,1,503,1,520,0.0,694
BME_RS06905,SMc00041,56.489,131,46,1,1,120,1,131,5.94e-39,125
BME_RS06915,SMa0246,40.881,159,83,4,20,173,26,178,5.78e-24,93.2
BME_RS06920,SMc00399,49.186,307,149,4,27,330,27,329,3.63e-100,296
BME_RS06935,SMa0149,45.963,161,77,6,1,153,1,159,1.02e-31,108
BME_RS06940,SMc00035,61.656,326,125,0,3,328,2,327,1.72e-147,417
BME_RS06945,SMc00095,57.527,186,79,0,1,186,1,186,3.15e-71,212
BME_RS06950,SMc00093,70.163,429,128,0,1,429,1,429,0.0,633
BME_RS06955,SMc00094,69.121,489,147,3,1,487,1,487,0.0,689
BME_RS06965,SM_b20457,39.286,112,61,2,22,130,247,354,1.12e-14,68.2
BME_RS06970,SMc03165,58.651,341,140,1,1,340,1,341,2.23e-120,348
BME_RS06975,SMc03164,72.025,479,134,0,1,479,1,479,0.0,709
BME_RS06980,SMc03163,83.945,436,69,1,1,435,1,436,0.0,773
BME_RS06985,SMc03161,72.589,394,104,1,1,390,1,394,0.0,573
BME_RS06990,SMc03162,83.714,350,57,0,1,350,1,350,0.0,631
BME_RS06995,SM_b20720,79.062,320,63,1,1,320,1,316,0.0,531
BME_RS07000,SM_b20719,80.374,321,63,0,13,333,15,335,0.0,517
BME_RS07005,SMa0270,52.008,498,234,2,11,507,19,512,3.70e-167,481
BME_RS07010,SM_b21503,31.034,203,123,6,132,330,179,368,7.15e-12,63.5
BME_RS07015,SMc03111,53.906,384,175,2,8,390,5,387,1.09e-147,421
BME_RS07020,SM_b21082,35.989,364,224,6,10,368,9,368,7.56e-60,207
BME_RS07025,SMc00637,27.749,382,234,14,5,365,6,366,2.52e-23,99.4
BME_RS07045,SMc03248,30.392,102,66,2,72,172,69,166,1.57e-11,58.9
BME_RS07060,SM_b21078,25.562,356,230,9,15,355,55,390,3.73e-19,85.5
BME_RS07085,SM_b21326,26.496,351,220,12,6,342,4,330,4.57e-21,90.5
BME_RS07090,SM_b21248,37.405,262,152,3,31,280,29,290,4.12e-50,170
BME_RS07100,SM_b20832,34.010,197,124,3,53,248,25,216,2.13e-34,120
BME_RS07110,SM_b21235,30.588,170,115,2,66,233,64,232,1.94e-18,80.5
BME_RS07115,SMa0841,68.852,61,19,0,10,70,75,135,1.12e-23,92.4
BME_RS07130,SMc00125,100.000,25,0,0,1,25,1,25,5.32e-13,52.4
BME_RS07140,SM_b21232,45.062,324,164,4,261,578,295,610,1.91e-77,258
BME_RS07150,SM_b21285,62.393,117,42,2,2,118,9,123,7.29e-47,144
BME_RS07155,SM_b20873,59.477,153,62,0,6,158,5,157,8.71e-65,194
BME_RS07165,SMc00087,65.993,297,101,0,5,301,6,302,7.66e-147,412
BME_RS07170,SMc00026,30.952,294,160,2,4,254,3,296,5.17e-37,130
BME_RS07185,SMc00025,77.828,884,196,0,1,884,1,884,0.0,1433
BME_RS07190,SMc04266,53.211,109,46,3,6,111,9,115,4.35e-34,112
BME_RS07195,SMc04167,29.781,319,186,8,3,290,10,321,2.31e-27,106
BME_RS07200,SMc00024,65.625,1152,395,1,1,1151,4,1155,0.0,1290
BME_RS07205,SMc00023,61.735,196,75,0,22,217,74,269,2.38e-91,266
BME_RS07210,SMc00022,42.857,168,92,2,1,165,21,187,8.67e-41,134
BME_RS07215,SMc00452,64.972,354,119,1,6,354,13,366,8.94e-163,457
BME_RS07220,SMc00081,66.500,200,67,0,1,200,1,200,2.25e-98,282
BME_RS07225,SMc00021,79.570,372,75,1,2,373,3,373,0.0,630
BME_RS07235,SMc00079,61.842,228,87,0,1,228,1,228,6.53e-102,292
BME_RS07245,SMc00074,32.911,237,153,4,281,514,718,951,1.07e-33,134
BME_RS07250,SMc00020,38.953,172,91,3,25,192,20,181,2.02e-36,123
BME_RS07255,SMc00077,70.563,462,136,0,1,462,2,463,0.0,685
BME_RS07260,SMc00451,66.038,424,143,1,1,423,1,424,0.0,596
BME_RS07265,SMc00075,53.261,184,86,0,7,190,11,194,1.72e-70,211
BME_RS07270,SMc00074,62.947,950,350,2,12,960,16,964,0.0,1250
BME_RS07275,SMc00019,53.646,192,89,0,9,200,10,201,4.42e-78,229
BME_RS07280,SMc00073,30.537,298,152,13,1,266,38,312,3.44e-29,110
BME_RS07285,SMc00072,73.292,161,43,0,1,161,1,161,6.63e-84,241
BME_RS07290,SMc00018,78.082,146,32,0,1,146,1,146,8.82e-85,243
BME_RS07295,SMc00017,64.724,326,115,0,1,326,1,326,1.94e-161,451
BME_RS07300,SMc00016,79.027,329,69,0,5,333,22,350,0.0,548
BME_RS07305,SMc00085,59.111,225,90,2,21,245,20,242,1.79e-95,277
BME_RS07310,SMc00014,62.295,122,46,0,3,124,4,125,3.03e-58,174
BME_RS07315,SMc00013,81.507,292,54,0,1,292,1,292,6.70e-170,469
BME_RS07320,SMc00012,60.622,193,75,1,1,193,1,192,6.22e-85,247
BME_RS07330,SMc00450,66.096,292,99,0,11,302,47,338,1.08e-134,384
BME_RS07335,SMc00010,84.014,563,78,2,1,552,1,562,0.0,895
BME_RS07340,SMc00009,71.375,269,74,3,23,288,19,287,2.27e-135,382
BME_RS07345,SMc00071,79.866,149,27,1,60,208,31,176,6.13e-87,251
BME_RS07350,SMc00960,75.536,466,114,0,3,468,4,469,0.0,735
BME_RS07355,SMc00577,70.000,210,60,2,10,218,11,218,5.13e-107,305
BME_RS07360,SMc00576,53.381,281,131,0,2,282,15,295,4.04e-99,290
BME_RS07365,SMc00575,59.563,366,147,1,22,387,7,371,1.51e-155,442
BME_RS07370,SMc00574,80.668,419,81,0,1,419,1,419,0.0,683
BME_RS07375,SMc00573,88.462,78,9,0,1,78,1,78,1.25e-44,135
BME_RS07380,SMc00572,81.224,245,46,0,1,245,1,245,1.15e-151,419
BME_RS07385,SMc00571,77.778,306,68,0,1,306,1,306,1.28e-171,476
BME_RS07390,SMc00568,74.528,106,27,0,1,106,1,106,1.39e-55,169
BME_RS07395,SMc00567,86.420,81,11,0,1,81,1,81,4.68e-50,149
BME_RS07400,SMc00566,38.750,320,190,2,3,322,4,317,2.50e-64,203
BME_RS07405,SMc00565,68.156,179,57,0,1,179,1,179,2.93e-88,254
BME_RS07410,SMc02645,51.843,407,188,4,1,403,1,403,1.74e-145,418
BME_RS07415,SMc00561,82.530,498,83,3,5,501,4,498,0.0,838
BME_RS07420,SMc00556,79.654,462,88,2,1,462,21,476,0.0,753
BME_RS07425,SMc00555,62.371,194,70,3,1,192,1,193,2.11e-80,235
BME_RS07430,SMc00554,81.855,496,90,0,1,496,1,496,0.0,840
BME_RS07435,SMc00553,68.163,245,78,0,1,245,1,245,3.13e-124,350
BME_RS07440,SMc00552,69.323,251,76,1,11,261,22,271,8.91e-119,339
BME_RS07445,SMc00551,66.810,232,77,0,20,251,1,232,1.13e-117,333
BME_RS07450,SMc00550,78.135,622,136,0,5,626,5,626,0.0,998
BME_RS07455,SMc02543,45.378,238,126,3,74,308,87,323,1.01e-52,182
BME_RS07460,SMc03106,42.308,104,59,1,17,120,137,239,5.90e-25,92.4
BME_RS07465,SMc02544,65.842,202,64,2,2,200,6,205,1.24e-98,282
BME_RS07470,SMc00974,56.627,415,172,3,5,412,2,415,1.22e-152,436
BME_RS07475,SMc00973,63.710,248,90,0,4,251,3,250,9.73e-111,317
BME_RS07480,SMc00972,76.923,624,144,0,4,627,10,633,0.0,992
BME_RS07485,SMc00971,67.657,303,98,0,12,314,3,305,6.04e-149,418
BME_RS07490,SMa1765,38.739,111,58,2,62,171,44,145,2.92e-16,70.1
BME_RS07505,SMc00970,64.474,76,27,0,9,84,8,83,1.24e-32,105
BME_RS07510,SMc00969,63.407,317,107,2,1,316,1,309,1.66e-141,399
BME_RS07515,SMc00008,73.995,373,88,3,1,371,1,366,0.0,551
BME_RS07520,SMc00007,81.319,364,68,0,1,364,1,364,0.0,577
BME_RS07525,SMc00070,37.349,83,49,2,1,80,1,83,1.23e-14,60.5
BME_RS07545,SMc01428,72.464,69,19,0,1,69,1,69,3.03e-34,108
BME_RS07550,SMc00006,52.850,193,90,1,5,196,2,194,2.22e-69,207
BME_RS07555,SMc00005,80.147,272,54,0,1,272,1,272,1.56e-164,454
BME_RS07560,SMa0116,38.710,310,166,5,3,311,4,290,8.86e-65,204
BME_RS07570,SMc00069,77.889,199,44,0,5,203,8,206,5.26e-118,331
BME_RS07575,SMc00988,63.009,319,112,2,7,325,2,314,9.27e-128,365
BME_RS07580,SMc00993,68.941,425,130,1,1,425,1,423,0.0,572
BME_RS07585,SM_b20523,34.551,356,233,0,8,363,8,363,4.21e-56,186
BME_RS07590,SMc00977,67.227,595,189,3,1,591,1,593,0.0,816
BME_RS07595,SMc00976,58.824,238,94,2,1,235,1,237,1.62e-89,263
BME_RS07600,SMc00987,58.564,181,75,0,7,187,7,187,5.07e-72,213
BME_RS07615,SMc00985,63.404,470,172,0,1,470,21,490,0.0,626
BME_RS07620,SMc00984,59.873,314,121,2,11,323,14,323,9.95e-120,345
BME_RS07625,SMc00851,66.924,777,201,5,1,777,1,721,0.0,1014
BME_RS07630,SMc00855,84.839,310,44,1,1,307,1,310,0.0,564
BME_RS07635,SMc00861,47.107,605,311,5,1,599,1,602,0.0,541
BME_RS07640,SMc00860,77.219,338,77,0,1,338,1,338,0.0,535
BME_RS07645,SMc00859,70.833,72,21,0,1,72,1,72,2.28e-31,102
BME_RS07650,SMc00858,56.680,247,106,1,9,255,26,271,3.08e-81,243
BME_RS07655,SMc00857,65.172,290,99,1,447,736,1,288,2.21e-128,380
BME_RS07660,SMc00856,40.984,61,36,0,1,61,1,61,6.97e-08,42.0
BME_RS07665,SMc00862,48.432,287,138,4,8,288,8,290,4.91e-76,232
BME_RS07675,SMc00865,37.405,131,82,0,1,131,1,131,2.15e-22,86.3
BME_RS07680,SMc00866,73.151,365,96,1,26,388,21,385,0.0,564
BME_RS07685,SMc00867,60.748,214,82,2,2,215,3,214,6.99e-75,223
BME_RS07690,SMc00868,60.377,159,63,0,1,159,3,161,1.07e-57,175
BME_RS07695,SMc00869,60.396,202,78,1,1,202,1,200,2.12e-78,231
BME_RS07700,SMc00870,95.082,61,3,0,1,61,1,61,4.00e-36,114
BME_RS07705,SMc00871,77.823,248,55,0,1,248,1,248,2.60e-142,396
BME_RS07710,SMc00872,53.704,108,47,2,26,130,37,144,7.93e-30,102
BME_RS07715,SMc00928,51.053,380,179,2,51,429,12,385,1.12e-138,400
BME_RS07720,SMc02376,46.572,423,225,1,15,437,5,426,1.31e-130,381
BME_RS07725,SM_b20995,72.050,483,128,2,1,483,1,476,0.0,714
BME_RS07730,SM_b20996,54.128,218,100,0,3,220,5,222,6.90e-78,231
BME_RS07735,SM_b20998,55.822,292,127,2,32,321,32,323,7.59e-120,346
BME_RS07740,SM_b20999,68.116,414,132,0,1,414,1,414,0.0,604
BME_RS07745,SM_b21000,46.809,235,121,1,1,231,1,235,3.28e-52,175
BME_RS07755,SMc00386,63.158,114,42,0,1,114,1,114,1.05e-48,149
BME_RS07760,SMc01728,32.102,352,220,6,12,358,8,345,3.08e-45,156
BME_RS07765,SM_b20378,33.854,192,120,4,4,192,13,200,3.46e-17,81.3
BME_RS07770,SMc01342,33.742,163,98,3,45,202,91,248,1.01e-23,92.4
BME_RS07780,SMc00329,51.639,122,59,0,22,143,13,134,4.79e-44,139
BME_RS07785,SMa1220,76.038,530,125,1,1,528,1,530,0.0,833
BME_RS07790,SMa1216,79.424,243,50,0,1,243,1,243,1.13e-148,412
BME_RS07795,SMa1214,55.319,47,21,0,3,49,4,50,1.17e-15,60.8
BME_RS07800,SMa0769,61.324,287,111,0,1,287,1,287,1.60e-138,390
BME_RS07805,SMa1211,68.102,511,159,2,5,513,11,519,0.0,743
BME_RS07810,SMa1210,39.264,163,96,1,1,160,1,163,1.88e-31,108
BME_RS07815,SMa1209,53.947,760,323,10,1,745,1,748,0.0,768
BME_RS07820,SMa0622,68.085,47,15,0,1,47,1,47,2.94e-18,68.2
BME_RS07825,SM_b20678,64.218,422,109,2,1,381,1,421,3.06e-166,469
BME_RS07830,SM_b21293,66.821,431,143,0,1,431,1,431,0.0,622
BME_RS07835,SM_b21292,77.859,411,90,1,1,411,1,410,0.0,674
BME_RS07840,SM_b21291,76.974,304,66,1,1,300,1,304,1.55e-180,498
BME_RS07845,SM_b21288,61.172,273,82,3,5,276,7,256,3.88e-113,325
BME_RS07850,SM_b21287,67.057,768,246,3,13,777,9,772,0.0,1043
BME_RS07855,SM_b21286,63.522,477,174,0,1,477,1,477,0.0,612
BME_RS07865,SM_b21284,66.667,474,153,2,1,472,1,471,0.0,643
BME_RS07870,SM_b20684,74.632,272,69,0,1,272,1,272,1.17e-157,437
BME_RS07875,SMc04251,65.625,224,74,1,38,258,33,256,3.02e-102,304
BME_RS07880,SMc04249,75.000,32,8,0,1,32,1,32,1.60e-08,54.3
BME_RS07885,SMc04248,53.073,179,84,0,1,179,1,179,1.81e-60,184
BME_RS07890,SM_b21520,35.025,197,119,3,7,195,5,200,1.56e-30,109
BME_RS07895,SMa0204,28.500,200,126,4,228,418,184,375,2.07e-15,75.1
BME_RS07900,SMc00950,28.788,132,88,4,38,166,40,168,3.34e-10,54.3
BME_RS07905,SMc01211,41.089,404,236,1,18,421,15,416,4.85e-102,310
BME_RS07910,SM_b20270,67.847,339,108,1,1,338,1,339,1.40e-171,478
BME_RS07915,SM_b21630,84.504,413,64,0,1,413,1,413,0.0,741
BME_RS07920,SM_b21631,82.466,365,64,0,1,365,1,365,0.0,644
BME_RS07930,SMc02122,56.627,249,108,0,8,256,21,269,8.90e-100,290
BME_RS07935,SMc01881,73.162,272,73,0,1,272,1,272,4.50e-152,423
BME_RS07940,SMc01880,67.972,281,90,0,1,281,1,281,2.77e-139,392
BME_RS07945,SM_b20335,58.678,363,148,2,28,389,41,402,8.70e-159,452
BME_RS07960,SMc01651,26.936,297,201,6,2,288,4,294,1.07e-29,112
BME_RS07980,SMc00001,31.068,103,68,1,131,230,236,338,5.36e-11,58.9
BME_RS07985,SMc03104,59.398,399,162,0,1,399,2,400,2.89e-165,468
BME_RS07990,SMc02250,53.901,141,59,4,1,135,1,141,5.20e-46,144
BME_RS07995,SMc02249,52.373,1138,525,7,1,1128,2,1132,0.0,1118
BME_RS08005,SMc02547,55.340,309,137,1,5,313,7,314,1.50e-120,347
BME_RS08010,SMc02247,41.600,125,67,3,14,136,8,128,1.45e-27,97.8
BME_RS08015,SMc02246,67.857,112,36,0,3,114,2,113,2.01e-49,150
BME_RS08020,SMc02245,66.116,363,121,2,1,362,1,362,3.78e-171,479
BME_RS08025,SMc02244,55.149,437,192,2,19,454,18,451,7.99e-150,432
BME_RS08030,SMc02243,38.889,162,88,3,7,158,5,165,3.08e-30,105
BME_RS08035,SMc02242,61.364,88,34,0,1,88,45,132,5.55e-29,98.6
BME_RS08040,SMc04169,27.273,330,215,9,22,336,7,326,8.66e-34,124
BME_RS08045,SMc02218,79.778,361,72,1,4,363,3,363,0.0,580
BME_RS08055,SMc02217,72.237,389,108,0,6,394,2,390,0.0,625
BME_RS08060,SMc02135,63.077,130,48,0,1,130,1,130,2.57e-60,179
BME_RS08065,SMc02136,65.312,320,111,0,18,337,7,326,2.67e-144,408
BME_RS08070,SMc02137,73.154,298,80,0,8,305,3,300,5.49e-173,479
BME_RS08075,SMc02138,71.611,391,109,1,4,394,3,391,0.0,571
BME_RS08080,SMc02139,60.656,183,59,2,1,180,1,173,1.15e-75,222
BME_RS08090,SMc02148,62.069,290,110,0,18,307,10,299,3.42e-138,391
BME_RS08095,SM_b20391,24.907,269,177,11,220,477,97,351,2.39e-10,60.8
BME_RS08100,SMc02219,45.669,254,134,2,29,280,56,307,5.03e-80,241
BME_RS08110,SMc03971,46.615,1034,536,7,3,1022,5,1036,0.0,892
BME_RS08115,SMc02868,39.157,332,199,3,45,375,49,378,3.52e-69,221
BME_RS08120,SMc02866,37.129,202,126,1,1,202,1,201,4.37e-39,131
BME_RS08125,SMc02162,67.260,562,184,0,19,580,4,565,0.0,795
BME_RS08140,SMc00893,36.170,235,143,2,10,241,4,234,4.92e-45,149
BME_RS08145,SMc00388,47.740,354,178,6,3,353,4,353,1.06e-89,271
BME_RS08150,SMc02163,70.522,536,158,0,8,543,1,536,0.0,791
BME_RS08155,SMc01132,54.286,140,64,0,1,140,1,140,1.74e-52,161
BME_RS08160,SMc01814,59.361,438,175,2,19,456,8,442,0.0,535
BME_RS08165,SMc01815,84.247,438,66,2,1,436,1,437,0.0,767
BME_RS08170,SMc02448,43.333,60,30,1,2,57,5,64,3.03e-08,46.6
BME_RS08175,SMc01819,52.261,199,95,0,24,222,15,213,3.48e-70,211
BME_RS08180,SMc01820,74.328,409,105,0,6,414,7,415,0.0,643
BME_RS08185,SMc01821,72.899,476,128,1,7,481,2,477,0.0,744
BME_RS08190,SMc01457,62.877,1029,375,3,12,1039,21,1043,0.0,1286
BME_RS08195,SMc01458,40.898,401,197,5,1,373,1,389,2.54e-102,306
BME_RS08200,SMc01716,51.310,458,219,2,49,506,45,498,2.01e-160,463
BME_RS08205,SMc01733,92.000,25,2,0,1,25,1,25,6.44e-12,49.7
BME_RS08210,SMc01830,77.833,203,45,0,1,203,1,203,2.93e-118,332
BME_RS08215,SMc01831,53.917,217,100,0,12,228,7,223,7.26e-65,198
BME_RS08220,SMc01832,51.948,154,66,2,9,157,4,154,1.49e-44,142
BME_RS08225,SMc01837,79.123,570,119,0,1,570,1,570,0.0,950
BME_RS08230,SMc01939,68.317,101,32,0,1,101,1,101,2.09e-49,149
BME_RS08245,SMc01942,47.761,268,138,2,15,280,10,277,1.39e-79,239
BME_RS08265,SMc02287,27.604,192,121,7,6,196,5,179,6.10e-11,57.0
BME_RS08280,SMc02208,84.000,25,4,0,1,25,1,25,9.24e-08,38.9
BME_RS08290,SMc02305,79.254,429,88,1,1,428,1,429,0.0,696
BME_RS08295,SMc02306,52.414,145,65,2,1,144,1,142,1.81e-48,150
BME_RS08300,SMc02307,75.587,426,104,0,5,430,5,430,0.0,637
BME_RS08305,SMc02308,76.875,160,35,2,1,160,1,158,4.02e-88,252
BME_RS08310,SMc02309,63.309,139,51,0,17,155,9,147,4.68e-62,186
BME_RS08315,SMc02310,98.611,72,1,0,1,72,1,72,2.32e-48,144
BME_RS08320,SMc02311,64.078,206,74,0,1,206,1,206,2.16e-95,274
BME_RS08325,SMc02312,74.468,47,12,0,12,58,9,55,7.43e-24,82.8
BME_RS08330,SMc02207,100.000,25,0,0,1,25,1,25,9.42e-13,51.6
BME_RS08445,SMa0911,30.830,253,151,10,52,291,80,321,1.24e-17,79.3
BME_RS08450,SMc02201,62.903,62,23,0,1,62,1,62,1.29e-27,92.4
BME_RS08460,SMc02187,73.604,394,104,0,2,395,3,396,0.0,584
BME_RS08475,SM_b21113,85.882,425,60,0,1,425,1,425,0.0,763
BME_RS08480,SM_b21112,84.342,281,44,0,1,281,1,281,0.0,502
BME_RS08485,SM_b21111,79.098,244,51,0,1,244,1,244,2.86e-144,401
BME_RS08495,SM_b21109,77.871,357,79,0,1,357,1,357,0.0,576
BME_RS08500,SM_b21108,87.037,108,14,0,7,114,2,109,1.22e-70,204
BME_RS08505,SM_b21107,85.135,370,55,0,1,370,1,370,0.0,670
BME_RS08510,SM_b21106,74.105,363,92,1,1,361,1,363,0.0,569
BME_RS08515,SM_b21105,87.063,286,37,0,6,291,3,288,0.0,518
BME_RS08520,SM_b21104,81.017,295,56,0,3,297,4,298,1.16e-176,487
BME_RS08525,SM_b21103,78.588,439,94,0,1,439,1,439,0.0,701
BME_RS08530,SM_b21102,85.490,255,37,0,7,261,4,258,6.16e-163,449
BME_RS08535,SM_b21101,61.702,282,103,2,1,282,1,277,1.94e-129,366
BME_RS08540,SMc03930,32.571,175,111,4,7,179,12,181,3.08e-23,89.0
BME_RS08545,SMc03931,60.141,996,390,4,5,998,6,996,0.0,1192
BME_RS08550,SMc03932,68.750,96,30,0,1,96,1,96,2.22e-47,145
BME_RS08555,SMc03933,75.060,417,104,0,1,417,1,417,0.0,623
BME_RS08560,SMa0228,32.361,377,246,4,47,414,70,446,1.01e-46,164
BME_RS08570,SM_b21144,87.097,279,36,0,31,309,27,305,2.15e-172,477
BME_RS08575,SM_b21145,63.476,397,126,7,5,396,6,388,4.97e-132,382
BME_RS08580,SM_b21146,65.484,310,107,0,1,310,1,310,1.18e-149,420
BME_RS08585,SM_b21147,68.376,234,74,0,10,243,9,242,4.81e-111,317
BME_RS08590,SM_b21579,57.692,52,22,0,1,52,1,52,2.25e-15,64.3
BME_RS08595,SM_b21578,64.749,817,284,2,7,822,12,825,0.0,1050
BME_RS08600,SMa1548,40.603,697,356,12,21,686,397,1066,4.08e-146,451
BME_RS08605,SM_b20962,59.677,248,99,1,37,284,19,265,7.95e-93,273
BME_RS08610,SM_b20616,54.403,318,139,4,1,316,1,314,5.60e-110,321
BME_RS08620,SM_b20617,67.729,251,81,0,4,254,4,254,2.13e-111,318
BME_RS08625,SM_b20618,67.172,198,65,0,4,201,3,200,8.27e-92,265
BME_RS08630,SMc01827,24.367,316,224,8,1,305,1,312,2.73e-15,72.8
BME_RS08640,SMc01826,27.746,173,124,1,25,196,50,222,1.09e-16,75.5
BME_RS08645,SM_b20891,85.954,477,67,0,1,477,1,477,0.0,827
