S_meliloti|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc01956,SMc01956,100.000,518,0,0,1,518,1,518,0.0,1048
SMc01957,SMc01957,100.000,104,0,0,1,104,1,104,4.21e-74,212
SMc01959,SMa1615,100.000,123,0,0,1,123,8,130,2.58e-86,244
SMc01960,SMc01960,100.000,188,0,0,1,188,1,188,2.83e-138,381
SMc01961,SMc01961,100.000,317,0,0,1,317,1,317,0.0,642
SMc01962,SMc01962,100.000,259,0,0,1,259,1,259,0.0,528
SMc01963,SMc01963,100.000,266,0,0,1,266,1,266,0.0,517
SMc01964,SMc01964,100.000,284,0,0,1,284,1,284,0.0,555
SMc01965,SMc01965,100.000,345,0,0,1,345,1,345,0.0,692
SMc01966,SMc01966,100.000,359,0,0,1,359,1,359,0.0,741
SMc01967,SMc01967,100.000,352,0,0,1,352,1,352,0.0,713
SMc01968,SMc01968,100.000,347,0,0,1,347,1,347,0.0,701
SMc01969,SMc01969,100.000,392,0,0,1,392,1,392,0.0,793
SMc01970,SMc01970,100.000,281,0,0,1,281,1,281,0.0,530
SMc01971,SMc01971,100.000,477,0,0,1,477,1,477,0.0,978
SMc01972,SMc01972,100.000,437,0,0,1,437,1,437,0.0,900
SMc01973,SMc01973,100.000,455,0,0,1,455,1,455,0.0,926
SMc01974,SMc01974,100.000,230,0,0,1,230,1,230,2.67e-166,455
SMc01975,SMc01975,100.000,238,0,0,1,238,1,238,2.15e-174,476
SMc01976,SMc01976,100.000,390,0,0,1,390,1,390,0.0,788
SMc01977,SMc01977,100.000,420,0,0,1,420,1,420,0.0,858
SMc01978,SMc01978,100.000,311,0,0,1,311,1,311,0.0,604
SMc01979,SMc01979,100.000,277,0,0,1,277,1,277,0.0,545
SMc01980,SMc01980,100.000,355,0,0,1,355,1,355,0.0,719
SMc01981,SMc01981,100.000,128,0,0,1,128,1,128,5.37e-94,264
SMc01982,SMc01982,100.000,314,0,0,1,314,1,314,0.0,644
SMc01983,SMc01983,100.000,593,0,0,1,593,1,593,0.0,1186
SMc01984,SMc01984,100.000,232,0,0,1,232,1,232,1.86e-165,453
SMc01985,SMc01985,100.000,240,0,0,1,240,1,240,4.66e-178,486
SMc01986,SMc01986,100.000,119,0,0,1,119,1,119,1.03e-82,235
SMc01987,SMc01987,100.000,853,0,0,1,853,1,853,0.0,1770
SMc01988,SMc01988,100.000,280,0,0,1,280,1,280,0.0,562
SMc01989,SMc01989,100.000,132,0,0,1,132,1,132,2.77e-96,270
SMc01990,SMc01990,100.000,409,0,0,1,409,1,409,0.0,828
SMc01991,SMc01991,100.000,241,0,0,1,241,1,241,1.90e-176,482
SMc01992,SMc01992,100.000,346,0,0,1,346,1,346,0.0,693
SMc01993,SMc01993,100.000,109,0,0,1,109,1,109,8.88e-80,227
SMc01994,SM_b20919,100.000,276,0,0,1,276,1,276,0.0,578
SMc01995,SMc01995,100.000,128,0,0,1,128,1,128,1.67e-87,248
SMc02016,SMc02016,100.000,420,0,0,1,420,1,420,0.0,846
SMc02017,SMc02017,100.000,332,0,0,1,332,1,332,0.0,682
SMc02018,SMc02018,100.000,287,0,0,1,287,1,287,0.0,587
SMc02019,SMc02019,100.000,334,0,0,1,334,1,334,0.0,642
SMc02020,SMc02020,100.000,252,0,0,1,252,1,252,0.0,510
SMc02021,SMc02021,100.000,344,0,0,1,344,1,344,0.0,697
SMc02022,SMc02022,100.000,330,0,0,1,330,1,330,0.0,658
SMc02023,SMc02023,100.000,91,0,0,1,91,1,91,1.23e-65,189
SMc02024,SMc02024,100.000,486,0,0,1,486,1,486,0.0,1003
SMc02025,SMc02025,100.000,514,0,0,1,514,1,514,0.0,1058
SMc02026,SMc02026,100.000,278,0,0,1,278,1,278,0.0,575
SMc02027,SMc02027,100.000,542,0,0,1,542,1,542,0.0,1093
SMc02028,SMc02028,100.000,272,0,0,1,272,1,272,0.0,530
SMc02029,SMc02029,100.000,314,0,0,1,314,1,314,0.0,607
SMc02030,SMc02030,100.000,301,0,0,1,301,1,301,0.0,614
SMc02031,SMc02031,100.000,349,0,0,1,349,1,349,0.0,673
SMc02032,SMc02032,100.000,494,0,0,1,494,1,494,0.0,975
SMc02033,SMc02033,100.000,395,0,0,1,395,1,395,0.0,799
SMc02034,SMc02034,100.000,257,0,0,1,257,1,257,0.0,521
SMc02035,SMc02035,100.000,346,0,0,1,346,1,346,0.0,685
SMc02036,SMc02036,100.000,235,0,0,1,235,1,235,1.12e-171,469
SMc02037,SMc02037,100.000,256,0,0,1,256,1,256,0.0,519
SMc02038,SMc02038,100.000,364,0,0,1,364,1,364,0.0,728
SMc02039,SMc02039,100.000,232,0,0,1,232,1,232,3.54e-169,462
SMc02040,SMc02040,100.000,143,0,0,1,143,1,143,1.60e-107,300
SMc02041,SMc02041,100.000,254,0,0,1,254,1,254,0.0,506
SMc02042,SMc02042,100.000,214,0,0,1,214,1,214,5.95e-163,446
SMc02043,SMc02043,100.000,217,0,0,1,217,1,217,2.33e-152,419
SMc02044,SMc02044,100.000,317,0,0,1,317,1,317,0.0,649
SMc02045,SMc02045,100.000,310,0,0,1,310,1,310,0.0,604
SMc02046,SMc02046,100.000,139,0,0,1,139,1,139,1.04e-99,280
SMc02047,SMc02047,100.000,379,0,0,1,379,1,379,0.0,763
SMc02048,SMc02048,100.000,120,0,0,1,120,1,120,1.81e-84,239
SMc02049,SMc02049,100.000,954,0,0,1,954,1,954,0.0,1981
SMc02050,SMc02050,100.000,491,0,0,1,491,1,491,0.0,974
SMc02051,SMc02051,100.000,47,0,0,1,47,1,47,1.92e-31,100
SMc02052,SMc02052,100.000,47,0,0,1,47,1,47,1.02e-29,95.9
SMc02053,SMc02053,100.000,472,0,0,1,472,1,472,0.0,971
SMc02054,SMc02054,100.000,151,0,0,1,151,1,151,3.90e-111,309
SMc02055,SMc02055,100.000,280,0,0,1,280,1,280,0.0,558
SMc02056,SMc02056,100.000,130,0,0,1,130,1,130,2.31e-92,260
SMc02057,SMc02057,100.000,858,0,0,1,858,1,858,0.0,1670
SMc02058,SMc02058,100.000,110,0,0,1,110,1,110,1.18e-74,214
SMc02059,SMc02059,100.000,291,0,0,1,291,1,291,0.0,602
SMc02060,SMc02060,100.000,512,0,0,1,512,1,512,0.0,1019
SMc02061,SMc02061,100.000,217,0,0,1,217,1,217,3.78e-159,436
SMc02062,SMc02062,100.000,204,0,0,1,204,1,204,2.23e-152,418
SMc02063,SMc02063,100.000,256,0,0,1,256,1,256,0.0,516
SMc02064,SMc02064,100.000,427,0,0,1,427,1,427,0.0,875
SMc02065,SMc02065,100.000,280,0,0,1,280,1,280,0.0,555
SMc02066,SMc02066,100.000,215,0,0,1,215,1,215,1.25e-152,419
SMc02067,SMc02067,100.000,68,0,0,1,68,1,68,9.51e-45,135
SMc02068,SMc02068,100.000,369,0,0,1,369,1,369,0.0,739
SMc02069,SMc02069,100.000,239,0,0,1,239,1,239,1.14e-175,480
SMc02070,SMc02070,100.000,288,0,0,1,288,1,288,0.0,576
SMc02071,SMc02071,100.000,344,0,0,1,344,1,344,0.0,697
SMc02072,SMc02072,100.000,945,0,0,1,945,1,945,0.0,1835
SMc02073,SMc02073,100.000,585,0,0,1,585,1,585,0.0,1196
SMc02074,SMc02074,100.000,405,0,0,1,405,1,405,0.0,831
SMc02075,SMc02075,100.000,109,0,0,1,109,1,109,8.39e-77,219
SMc02076,SMc02076,100.000,487,0,0,1,487,1,487,0.0,983
SMc02077,SMc02077,100.000,263,0,0,1,263,1,263,0.0,546
SMc02078,SMc02078,100.000,268,0,0,1,268,1,268,0.0,550
SMc02079,SMc02079,100.000,429,0,0,1,429,1,429,0.0,872
SMc02080,SMc02080,100.000,947,0,0,1,947,1,947,0.0,1947
SMc02081,SMc02081,100.000,251,0,0,1,251,1,251,6.51e-177,484
SMc02082,SMc02082,100.000,456,0,0,1,456,1,456,0.0,903
SMc02083,SMc02083,100.000,219,0,0,1,219,1,219,2.00e-160,439
SMc02084,SMc02084,100.000,141,0,0,1,141,1,141,6.95e-100,280
SMc02085,SMc02085,100.000,328,0,0,1,328,1,328,0.0,639
SMc02086,SMc02086,100.000,801,0,0,1,801,1,801,0.0,1581
SMc02087,SMc02087,100.000,429,0,0,1,429,1,429,0.0,899
SMc02088,SMc02088,100.000,94,0,0,1,94,1,94,2.09e-68,197
SMc02089,SMc02089,100.000,389,0,0,1,389,1,389,0.0,772
SMc02090,SMc02090,100.000,295,0,0,1,295,1,295,0.0,565
SMc02091,SMc02091,100.000,270,0,0,1,270,1,270,0.0,541
SMc02092,SMc02092,100.000,154,0,0,1,154,1,154,7.78e-115,319
SMc02093,SMc02093,100.000,354,0,0,1,354,1,354,0.0,710
SMc02094,SMc02094,100.000,776,0,0,1,776,1,776,0.0,1558
SMc02095,SMc02095,100.000,374,0,0,1,374,1,374,0.0,751
SMc02096,SMc02096,100.000,277,0,0,1,277,1,277,0.0,531
SMc02097,SMc02097,100.000,247,0,0,1,247,1,247,0.0,497
SMc02098,SMc02098,100.000,186,0,0,1,186,1,186,4.82e-135,372
SMc02099,SMc02099,100.000,240,0,0,1,240,1,240,2.37e-174,476
SMc02100,SMc02100,100.000,307,0,0,1,307,1,307,0.0,607
SMc02101,SMc02101,100.000,255,0,0,1,255,1,255,0.0,525
SMc02102,SMc02102,100.000,272,0,0,1,272,1,272,0.0,560
SMc02103,SMc02103,100.000,154,0,0,1,154,1,154,3.99e-109,305
SMc02104,SMc02104,100.000,241,0,0,1,241,1,241,0.0,498
SMc02105,SMc02105,100.000,395,0,0,1,395,1,395,0.0,815
SMc02106,SMc02106,100.000,139,0,0,1,139,1,139,1.76e-101,284
SMc02107,SMc02107,100.000,111,0,0,1,111,1,111,4.67e-72,207
SMc02108,SMc02108,100.000,248,0,0,1,248,1,248,2.22e-178,487
SMc02109,SMc02109,100.000,838,0,0,1,838,1,838,0.0,1714
SMc02110,SMc02110,100.000,117,0,0,1,117,1,117,4.97e-87,246
SMc02111,SMc02111,100.000,117,0,0,1,117,1,117,2.75e-79,226
SMc02112,SMc02112,100.000,81,0,0,1,81,1,81,2.37e-55,163
SMc02113,SMc02113,100.000,275,0,0,1,275,1,275,0.0,567
SMc02114,SMc02114,100.000,259,0,0,1,259,1,259,0.0,520
SMc02115,SMc02115,100.000,81,0,0,1,81,1,81,4.04e-59,172
SMc02116,SMc02116,100.000,387,0,0,1,387,1,387,0.0,770
SMc02117,SMc02117,100.000,395,0,0,1,395,1,395,0.0,809
SMc02118,SMc02118,100.000,341,0,0,1,341,1,341,0.0,700
SMc02119,SMc02119,100.000,397,0,0,1,397,1,397,0.0,778
SMc02120,SMc02120,100.000,384,0,0,1,384,1,384,0.0,752
SMc02121,SMc02121,100.000,258,0,0,1,258,1,258,0.0,537
SMc02122,SMc02122,100.000,270,0,0,1,270,1,270,0.0,553
SMc02123,SMc02123,100.000,166,0,0,1,166,1,166,3.75e-123,341
SMc02124,SMc02124,100.000,557,0,0,1,557,1,557,0.0,1150
SMc02125,SMc02125,100.000,28,0,0,1,28,1,28,6.32e-14,54.7
SMc02134,SMc02134,100.000,203,0,0,1,203,1,203,3.13e-139,385
SMc02135,SMc02135,100.000,130,0,0,1,130,1,130,1.80e-95,268
SMc02136,SMc02136,100.000,330,0,0,1,330,1,330,0.0,667
SMc02137,SMc02137,100.000,303,0,0,1,303,1,303,0.0,631
SMc02138,SMc02138,100.000,399,0,0,1,399,1,399,0.0,801
SMc02139,SMc02139,100.000,173,0,0,1,173,1,173,1.13e-128,355
SMc02140,SMc02140,100.000,227,0,0,1,227,1,227,2.99e-164,450
SMc02141,SMc02141,100.000,237,0,0,1,237,1,237,5.14e-177,483
SMc02142,SMc02142,100.000,271,0,0,1,271,1,271,0.0,565
SMc02143,SMc02143,100.000,440,0,0,1,440,1,440,0.0,877
SMc02144,SMc02144,100.000,303,0,0,1,303,1,303,0.0,590
SMc02145,SMc02145,100.000,201,0,0,1,201,1,201,2.64e-144,397
SMc02146,SMc02146,100.000,344,0,0,1,344,1,344,0.0,691
SMc02147,SMc02147,100.000,420,0,0,1,420,1,420,0.0,838
SMc02148,SMc02148,100.000,300,0,0,1,300,1,300,0.0,620
SMc02149,SMc02149,100.000,386,0,0,1,386,1,386,0.0,762
SMc02150,SMc02150,100.000,336,0,0,1,336,1,336,0.0,682
SMc02151,SMc02151,100.000,110,0,0,1,110,1,110,3.01e-77,220
SMc02152,SMc02152,100.000,1170,0,0,1,1170,1,1170,0.0,2388
SMc02153,SMc02153,100.000,443,0,0,1,443,1,443,0.0,908
SMc02154,SMc02154,100.000,966,0,0,1,966,1,966,0.0,1982
SMc02155,SMc02155,100.000,942,0,0,1,942,1,942,0.0,1921
SMc02156,SMc02156,100.000,265,0,0,1,265,1,265,0.0,528
SMc02157,SMc02157,100.000,313,0,0,1,313,1,313,0.0,616
SMc02158,SMc02158,100.000,203,0,0,1,203,1,203,5.89e-149,409
SMc02159,SMc02159,100.000,221,0,0,1,221,1,221,1.07e-157,433
SMc02160,SMc02160,100.000,436,0,0,1,436,1,436,0.0,856
SMc02161,SMc02161,100.000,411,0,0,1,411,1,411,0.0,787
SMc02162,SMc02162,100.000,566,0,0,1,566,1,566,0.0,1164
SMc02163,SMc02163,100.000,541,0,0,1,541,1,541,0.0,1105
SMc02164,SMc02164,100.000,308,0,0,1,308,1,308,0.0,626
SMc02165,SMc02165,100.000,232,0,0,1,232,1,232,5.70e-173,472
SMc02166,SMc02166,100.000,347,0,0,1,347,1,347,0.0,710
SMc02167,SMc02167,100.000,206,0,0,1,206,1,206,1.97e-149,410
SMc02169,SMc02169,100.000,260,0,0,1,260,1,260,0.0,525
SMc02170,SMc02170,100.000,360,0,0,1,360,1,360,0.0,713
SMc02171,SMc02171,100.000,341,0,0,1,341,1,341,0.0,682
SMc02172,SMc02172,100.000,409,0,0,1,409,1,409,0.0,815
SMc02173,SMc02173,100.000,142,0,0,1,142,1,142,7.40e-101,283
SMc02174,SMc02174,100.000,145,0,0,1,145,1,145,3.95e-100,281
SMc02175,SMc02175,100.000,234,0,0,1,234,1,234,1.90e-174,476
SMc02176,SMc02176,100.000,623,0,0,1,623,1,623,0.0,1233
SMc02177,SMc02177,100.000,204,0,0,1,204,1,204,4.03e-146,402
SMc02178,SMc02178,100.000,153,0,0,1,153,1,153,2.85e-109,305
SMc02179,SMc02179,100.000,268,0,0,1,268,1,268,0.0,543
SMc02180,SMc02180,100.000,104,0,0,1,104,1,104,6.88e-75,214
SMc02181,SMc02181,100.000,1233,0,0,1,1233,1,1233,0.0,2486
SMc02182,SMc02182,100.000,25,0,0,1,25,1,25,2.19e-12,50.8
SMc02183,SMc02183,100.000,25,0,0,1,25,1,25,7.73e-13,52.0
SMc02184,SMc02184,100.000,89,0,0,1,89,1,89,2.57e-61,178
SMc02187,SMc02187,100.000,402,0,0,1,402,1,402,0.0,807
SMc02189,SMc02189,100.000,84,0,0,1,84,1,84,3.75e-57,167
SMc02199,SMc02199,100.000,164,0,0,1,164,1,164,7.10e-123,340
SMc02200,SMc02200,100.000,174,0,0,1,174,1,174,5.33e-131,361
SMc02201,SMc02201,100.000,65,0,0,1,65,1,65,3.49e-43,131
SMc02202,SMc02202,100.000,280,0,0,1,280,1,280,0.0,579
SMc02203,SMc02203,100.000,379,0,0,1,379,1,379,0.0,769
SMc02206,SMc02206,100.000,25,0,0,1,25,1,25,1.95e-11,48.1
SMc02207,SMc02207,100.000,25,0,0,1,25,1,25,9.42e-13,51.6
SMc02208,SMc02208,100.000,25,0,0,1,25,1,25,6.46e-11,47.0
SMc02217,SMc02217,100.000,394,0,0,1,394,1,394,0.0,817
SMc02218,SMc02218,100.000,365,0,0,1,365,1,365,0.0,731
SMc02219,SMc02219,100.000,307,0,0,1,307,1,307,0.0,620
SMc02220,SMc02220,100.000,270,0,0,1,270,1,270,0.0,531
SMc02221,SMc02221,100.000,136,0,0,1,136,1,136,6.48e-96,270
SMc02222,SMc02222,100.000,268,0,0,1,268,1,268,0.0,521
SMc02223,SMc02223,100.000,218,0,0,1,218,1,218,9.46e-162,443
SMc02224,SMc02224,100.000,361,0,0,1,361,1,361,0.0,706
SMc02225,SMc02225,100.000,175,0,0,1,175,1,175,1.75e-129,358
SMc02226,SMc02226,100.000,157,0,0,1,157,1,157,3.71e-116,322
SMc02227,SMc02227,100.000,737,0,0,1,737,1,737,0.0,1501
SMc02228,SMc02228,100.000,402,0,0,1,402,1,402,0.0,818
SMc02229,SMc02229,100.000,598,0,0,1,598,1,598,0.0,1234
SMc02230,SMc02230,100.000,960,0,0,1,960,1,960,0.0,1865
SMc02231,SMc02231,100.000,229,0,0,1,229,1,229,2.88e-166,455
SMc02232,SMc02232,100.000,308,0,0,1,308,1,308,0.0,593
SMc02234,SMc02234,100.000,267,0,0,1,267,1,267,0.0,538
SMc02235,SMc02235,100.000,78,0,0,1,78,1,78,4.91e-55,162
SMc02236,SMc02236,100.000,242,0,0,1,242,1,242,0.0,494
SMc02237,SMc02237,100.000,849,0,0,1,849,1,849,0.0,1721
SMc02238,SMc02238,100.000,168,0,0,1,168,1,168,7.47e-123,340
SMc02239,SMc02239,100.000,153,0,0,1,153,1,153,4.26e-115,320
SMc02240,SMc02240,100.000,211,0,0,1,211,1,211,1.06e-148,409
SMc02241,SMc02241,100.000,312,0,0,1,312,1,312,0.0,620
SMc02242,SMc02242,100.000,132,0,0,1,132,1,132,1.51e-93,263
SMc02243,SMc02243,100.000,167,0,0,1,167,1,167,3.62e-124,343
SMc02244,SMc02244,100.000,455,0,0,1,455,1,455,0.0,875
SMc02245,SMc02245,100.000,362,0,0,1,362,1,362,0.0,727
SMc02246,SMc02246,100.000,115,0,0,1,115,1,115,2.07e-81,231
SMc02247,SMc02247,100.000,145,0,0,1,145,1,145,4.99e-103,288
SMc02248,SMc02248,100.000,215,0,0,1,215,1,215,7.02e-156,427
SMc02249,SMc02249,100.000,1168,0,0,1,1168,1,1168,0.0,2344
SMc02250,SMc02250,100.000,142,0,0,1,142,1,142,7.83e-100,280
SMc02251,SMc02251,100.000,388,0,0,1,388,1,388,0.0,785
SMc02252,SMc02252,100.000,342,0,0,1,342,1,342,0.0,698
SMc02253,SMc02253,100.000,101,0,0,1,101,1,101,3.76e-71,204
SMc02254,SMc02254,100.000,334,0,0,1,334,1,334,0.0,650
SMc02255,SMc02255,100.000,493,0,0,1,493,1,493,0.0,996
SMc02256,SMc02256,100.000,393,0,0,1,393,1,393,0.0,796
SMc02257,SMc02257,100.000,274,0,0,1,274,1,274,0.0,544
SMc02258,SMc02258,100.000,241,0,0,1,241,1,241,3.21e-169,464
SMc02259,SMc02259,100.000,260,0,0,1,260,1,260,0.0,528
SMc02260,SMc02260,100.000,284,0,0,1,284,1,284,0.0,579
SMc02261,SMc02261,100.000,204,0,0,1,204,1,204,2.10e-149,410
SMc02262,SMc02262,100.000,396,0,0,1,396,1,396,0.0,801
SMc02263,SMc02263,100.000,537,0,0,1,537,1,537,0.0,1073
SMc02264,SMc02264,100.000,130,0,0,1,130,1,130,2.75e-88,250
SMc02265,SMc02265,100.000,844,0,0,1,844,1,844,0.0,1680
SMc02266,SMc02266,100.000,72,0,0,1,72,1,72,2.11e-49,147
SMc02267,SMc02267,100.000,151,0,0,1,151,1,151,4.56e-110,306
SMc02268,SMc02268,100.000,337,0,0,1,337,1,337,0.0,673
SMc02269,SMc02269,100.000,441,0,0,1,441,1,441,0.0,900
SMc02270,SMc02270,100.000,538,0,0,1,538,1,538,0.0,1090
SMc02271,SMc02271,100.000,267,0,0,1,267,1,267,0.0,542
SMc02272,SMc02272,100.000,471,0,0,1,471,1,471,0.0,964
SMc02273,SMc02273,100.000,2504,0,0,1,2504,1,2504,0.0,5065
SMc02274,SMc02274,100.000,407,0,0,1,407,1,407,0.0,816
SMc02275,SMc02275,100.000,211,0,0,1,211,1,211,1.98e-158,434
SMc02276,SMc02276,100.000,434,0,0,1,434,1,434,0.0,894
SMc02277,SMc02277,100.000,70,0,0,1,70,1,70,2.68e-48,144
SMc02278,SMc02278,100.000,50,0,0,1,50,1,50,4.79e-31,99.4
SMc02279,SMc02279,100.000,125,0,0,1,125,1,125,2.29e-91,257
SMc02280,SMc02280,100.000,89,0,0,1,89,1,89,3.24e-61,178
SMc02281,SMc02281,100.000,481,0,0,1,481,1,481,0.0,963
SMc02282,SMc02282,100.000,449,0,0,1,449,1,449,0.0,930
SMc02283,SMc02283,100.000,159,0,0,1,159,1,159,4.35e-118,327
SMc02284,SMc02284,100.000,94,0,0,1,94,1,94,9.44e-63,182
SMc02285,SMc02285,100.000,415,0,0,1,415,1,415,0.0,828
SMc02286,SMc02286,100.000,82,0,0,1,82,1,82,2.35e-58,171
SMc02287,SMc02287,100.000,184,0,0,1,184,1,184,1.33e-131,363
SMc02289,SMc03312,100.000,201,0,0,1,201,1,201,1.12e-150,414
SMc02291,SM_b20783,100.000,135,0,0,1,135,1,135,1.29e-98,276
SMc02292,SMc02292,100.000,1065,0,0,1,1065,1,1065,0.0,2161
SMc02295,SMc02295,100.000,424,0,0,1,424,1,424,0.0,868
SMc02296,SMc02296,100.000,526,0,0,1,526,1,526,0.0,1077
SMc02297,SMc02297,100.000,513,0,0,1,513,1,513,0.0,1063
SMc02298,SM_b20918,100.000,130,0,0,1,130,1,130,1.92e-92,260
SMc02300,SMa0785,100.000,694,0,0,1,694,1,694,0.0,1415
SMc02301,SMc02301,100.000,120,0,0,1,120,1,120,1.27e-87,247
SMc02302,SMa0781,100.000,149,0,0,1,149,1,149,4.25e-109,304
SMc02303,SM_b20919,100.000,60,0,0,1,60,217,276,2.08e-41,132
SMc02304,SMc02304,100.000,71,0,0,1,71,1,71,1.29e-46,140
SMc02305,SMc02305,100.000,430,0,0,1,430,1,430,0.0,864
SMc02306,SMc02306,100.000,146,0,0,1,146,1,146,5.67e-104,291
SMc02307,SMc02307,100.000,434,0,0,1,434,1,434,0.0,852
SMc02308,SMc02308,100.000,158,0,0,1,158,1,158,1.98e-117,326
SMc02309,SMc02309,100.000,159,0,0,1,159,1,159,4.09e-116,323
SMc02310,SMc02310,100.000,72,0,0,1,72,1,72,3.14e-49,147
SMc02311,SMc02311,100.000,206,0,0,1,206,1,206,4.18e-151,415
SMc02312,SMc02312,100.000,70,0,0,1,70,1,70,1.06e-48,145
SMc02313,SMc02313,100.000,118,0,0,1,118,1,118,1.72e-80,229
SMc02314,SMc02314,100.000,366,0,0,1,366,1,366,0.0,726
SMc02315,SMc02315,100.000,360,0,0,1,360,1,360,0.0,730
SMc02316,SMc02316,100.000,103,0,0,1,103,1,103,1.67e-68,197
SMc02317,SMc02317,100.000,129,0,0,1,129,1,129,1.84e-96,270
SMc02318,SMc02318,100.000,153,0,0,1,153,1,153,2.25e-112,313
SMc02319,SMc02319,100.000,62,0,0,1,62,1,62,1.01e-42,129
SMc02320,SMc02320,100.000,84,0,0,1,84,1,84,5.25e-48,144
SMc02321,SMc02321,100.000,430,0,0,1,430,1,430,0.0,888
SMc02322,SMc02322,100.000,699,0,0,1,699,1,699,0.0,1439
SMc02323,SMc02323,100.000,270,0,0,1,270,1,270,0.0,552
SMc02324,SMc02324,100.000,329,0,0,1,329,1,329,0.0,658
SMc02325,SMc02325,100.000,503,0,0,1,503,1,503,0.0,1004
SMc02326,SMc02326,100.000,160,0,0,1,160,1,160,1.71e-118,328
SMc02327,SMc02327,100.000,169,0,0,1,169,1,169,1.12e-124,345
SMc02328,SMc02328,100.000,214,0,0,1,214,1,214,3.42e-159,436
SMc02329,SMc02329,100.000,230,0,0,1,230,1,230,9.01e-174,474
SMc02332,SMc02332,100.000,286,0,0,1,286,1,286,0.0,579
SMc02333,SMc02333,100.000,248,0,0,1,248,1,248,1.59e-179,490
SMc02334,SMc02334,100.000,515,0,0,1,515,1,515,0.0,1034
SMc02335,SMc02335,100.000,509,0,0,1,509,1,509,0.0,1037
SMc02336,SMc02336,100.000,252,0,0,1,252,1,252,0.0,504
SMc02337,SMc02337,100.000,501,0,0,1,501,1,501,0.0,998
SMc02338,SMc02338,100.000,321,0,0,1,321,1,321,0.0,650
SMc02339,SMc02339,100.000,256,0,0,1,256,1,256,0.0,517
SMc02340,SMc02340,100.000,244,0,0,1,244,1,244,0.0,500
SMc02341,SMc02341,100.000,477,0,0,1,477,1,477,0.0,950
SMc02342,SMc02342,100.000,664,0,0,1,664,1,664,0.0,1363
SMc02343,SMc02343,100.000,479,0,0,1,479,1,479,0.0,926
SMc02344,SMc02344,100.000,344,0,0,1,344,1,344,0.0,689
SMc02345,SMc02345,100.000,287,0,0,1,287,1,287,0.0,567
SMc02346,SMc02346,100.000,278,0,0,1,278,1,278,0.0,566
SMc02347,SMc02347,100.000,109,0,0,1,109,1,109,3.05e-78,223
SMc02349,SMc02349,100.000,547,0,0,1,547,1,547,0.0,1094
SMc02350,SMc02350,100.000,195,0,0,1,195,1,195,6.34e-145,398
SMc02351,SMc02351,100.000,155,0,0,1,155,1,155,2.72e-113,315
SMc02352,SMc02352,100.000,437,0,0,1,437,1,437,0.0,902
SMc02353,SMc02353,100.000,300,0,0,1,300,1,300,0.0,610
SMc02354,SMc02354,100.000,271,0,0,1,271,1,271,0.0,549
SMc02355,SMc02355,100.000,217,0,0,1,217,1,217,8.73e-164,448
SMc02356,SMc02356,100.000,390,0,0,1,390,1,390,0.0,792
SMc02357,SMc02357,100.000,244,0,0,1,244,1,244,2.83e-175,479
SMc02358,SMc02358,100.000,235,0,0,1,235,1,235,1.36e-170,466
SMc02359,SMc02359,100.000,296,0,0,1,296,1,296,0.0,561
SMc02360,SMc02360,100.000,342,0,0,1,342,1,342,0.0,668
SMc02361,SMc02361,100.000,381,0,0,1,381,1,381,0.0,744
SMc02362,SMc02362,100.000,150,0,0,1,150,1,150,2.19e-105,295
SMc02363,SMc02363,100.000,676,0,0,1,676,1,676,0.0,1332
SMc02364,SMc02364,100.000,151,0,0,1,151,1,151,6.48e-105,293
SMc02365,SMc02365,100.000,504,0,0,1,504,1,504,0.0,994
SMc02366,SMc02366,100.000,233,0,0,1,233,1,233,2.17e-172,471
SMc02367,SMc02367,100.000,465,0,0,1,465,1,465,0.0,930
SMc02368,SMc02368,100.000,986,0,0,1,986,1,986,0.0,1972
SMc02369,SMc02369,100.000,772,0,0,1,772,1,772,0.0,1568
SMc02370,SMc02370,100.000,884,0,0,1,884,1,884,0.0,1817
SMc02371,SMc02371,100.000,312,0,0,1,312,1,312,0.0,620
SMc02372,SMc02372,100.000,429,0,0,1,429,1,429,0.0,854
SMc02373,SMc02373,100.000,51,0,0,1,51,1,51,2.46e-30,97.8
SMc02374,SMc02374,100.000,58,0,0,1,58,1,58,8.87e-38,117
SMc02375,SMc02375,100.000,286,0,0,1,286,1,286,0.0,570
SMc02376,SMc02376,100.000,429,0,0,1,429,1,429,0.0,868
SMc02377,SMc02377,100.000,554,0,0,1,554,1,554,0.0,1140
SMc02378,SMc02378,100.000,332,0,0,1,332,1,332,0.0,674
SMc02379,SMc02379,100.000,295,0,0,1,295,1,295,0.0,593
SMc02380,SMc02380,100.000,337,0,0,1,337,1,337,0.0,672
SMc02381,SMc02381,100.000,133,0,0,1,133,1,133,9.47e-96,269
SMc02382,SMc02382,100.000,308,0,0,1,308,1,308,0.0,627
SMc02383,SMc02383,100.000,495,0,0,1,495,1,495,0.0,976
SMc02384,SMc02384,100.000,339,0,0,1,339,1,339,0.0,691
SMc02385,SMc02385,100.000,318,0,0,1,318,1,318,0.0,617
SMc02386,SMc02386,100.000,500,0,0,1,500,1,500,0.0,1040
SMc02387,SMc02387,100.000,106,0,0,1,106,1,106,3.11e-70,202
SMc02388,SMc02388,100.000,57,0,0,1,57,1,57,9.95e-34,106
