S_meliloti|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc00585,AYT27_RS01050,35.238,420,237,11,48,464,41,428,5.42e-65,213
SMc00586,AYT27_RS02830,45.578,147,80,0,3,149,2,148,6.34e-51,155
SMc00590,AYT27_RS02865,61.264,617,234,2,11,627,1,612,0.0,772
SMc00595,AYT27_RS02870,86.429,140,19,0,1,140,1,140,2.33e-89,252
SMc00601,AYT27_RS02875,75.401,187,46,0,7,193,6,192,4.46e-99,281
SMc00602,AYT27_RS02880,67.712,638,202,2,37,670,23,660,0.0,929
SMc00603,AYT27_RS02775,25.911,247,174,5,1,242,2,244,7.84e-14,65.1
SMc00604,AYT27_RS01315,27.113,284,128,9,1,212,3,279,2.30e-18,77.0
SMc00608,AYT27_RS02885,53.147,286,133,1,1,285,1,286,1.50e-114,328
SMc00611,AYT27_RS05530,27.500,280,197,5,51,325,28,306,1.23e-23,98.2
SMc00614,AYT27_RS04890,56.771,192,83,0,7,198,2,193,3.22e-80,234
SMc00615,AYT27_RS04885,67.507,357,113,2,1,356,7,361,8.66e-176,488
SMc00616,AYT27_RS04880,53.429,350,161,2,9,356,44,393,1.30e-114,335
SMc00617,AYT27_RS04875,41.553,219,122,2,8,220,7,225,9.27e-55,171
SMc00618,AYT27_RS05010,65.149,703,245,0,29,731,16,718,0.0,941
SMc00619,AYT27_RS05005,49.603,504,249,2,1,503,1,500,1.23e-167,479
SMc00622,AYT27_RS05000,52.756,381,180,0,1,381,4,384,7.05e-141,402
SMc00637,AYT27_RS07655,65.914,443,151,0,1,443,1,443,0.0,613
SMc00640,AYT27_RS01960,68.475,387,122,0,1,387,1,387,0.0,560
SMc00643,AYT27_RS01965,72.454,432,116,2,1,432,1,429,0.0,647
SMc00644,AYT27_RS01970,32.677,254,135,5,490,742,219,437,7.66e-34,131
SMc00646,AYT27_RS01975,74.048,289,75,0,1,289,1,289,3.79e-169,467
SMc00647,AYT27_RS01980,57.729,317,133,1,24,339,15,331,1.47e-133,380
SMc00648,AYT27_RS07095,30.252,119,80,2,10,126,22,139,3.87e-15,63.5
SMc00649,AYT27_RS06105,36.029,272,158,5,8,272,8,270,7.51e-48,156
SMc00651,AYT27_RS06135,58.947,190,76,1,11,200,9,196,5.68e-80,233
SMc00652,AYT27_RS06130,46.798,203,106,2,8,209,5,206,2.16e-57,177
SMc00654,AYT27_RS06125,84.549,233,36,0,1,233,1,233,5.29e-147,405
SMc00655,AYT27_RS06120,60.714,112,44,0,1,112,1,112,2.84e-36,116
SMc00657,AYT27_RS06115,82.418,91,16,0,1,91,1,91,6.76e-55,161
SMc00659,AYT27_RS06110,68.367,392,119,1,1,392,3,389,0.0,548
SMc00669,AYT27_RS03360,38.926,447,257,6,53,490,53,492,1.82e-81,258
SMc00670,AYT27_RS06570,37.156,218,136,1,41,258,23,239,5.08e-47,156
SMc00675,AYT27_RS00540,27.451,408,242,13,567,961,13,379,2.73e-31,123
SMc00676,AYT27_RS05395,25.296,253,171,5,8,246,8,256,2.73e-18,79.7
SMc00677,AYT27_RS00540,27.251,422,246,14,607,1012,16,392,1.03e-31,124
SMc00678,AYT27_RS04150,26.056,142,97,5,21,156,1,140,4.72e-08,45.8
SMc00681,AYT27_RS04150,26.000,150,110,1,4,153,1,149,7.66e-19,74.3
SMc00683,AYT27_RS08520,45.455,297,160,1,16,310,21,317,1.01e-97,290
SMc00684,AYT27_RS08525,42.400,375,188,4,8,381,8,355,9.52e-107,314
SMc00689,AYT27_RS08535,49.367,237,116,1,4,240,5,237,3.77e-86,261
SMc00690,AYT27_RS08540,70.978,317,92,0,1,317,1,317,9.27e-164,454
SMc00691,AYT27_RS08545,55.195,308,134,2,5,308,3,310,2.61e-109,316
SMc00695,AYT27_RS08550,52.632,171,81,0,19,189,21,191,9.57e-67,199
SMc00696,AYT27_RS08555,59.626,374,144,2,6,374,1,372,1.23e-152,431
SMc00697,AYT27_RS05535,30.435,230,153,3,197,424,289,513,6.27e-24,99.8
SMc00698,AYT27_RS08290,52.941,85,37,1,2,83,4,88,9.24e-27,90.5
SMc00699,AYT27_RS08295,60.000,185,64,4,2,182,28,206,3.08e-80,233
SMc00700,AYT27_RS08300,77.538,325,73,0,1,325,1,325,0.0,548
SMc00701,AYT27_RS08305,58.882,608,244,3,16,620,23,627,0.0,739
SMc00703,AYT27_RS08315,50.495,202,88,4,4,200,13,207,1.62e-59,182
SMc00704,AYT27_RS08320,80.899,89,17,0,1,89,1,89,4.56e-51,152
SMc00708,AYT27_RS08685,52.191,251,120,0,6,256,3,253,8.76e-95,275
SMc00709,AYT27_RS08440,47.737,243,127,0,6,248,1,243,5.96e-83,244
SMc00710,AYT27_RS05915,26.141,241,159,7,40,265,44,280,5.21e-15,71.2
SMc00711,AYT27_RS08475,69.408,304,93,0,4,307,5,308,1.23e-156,436
SMc00714,AYT27_RS08515,50.973,257,126,0,1,257,5,261,1.56e-95,277
SMc00715,AYT27_RS08070,46.629,178,89,3,8,179,16,193,3.64e-50,159
SMc00716,AYT27_RS08065,47.099,293,155,0,32,324,18,310,1.76e-95,282
SMc00717,AYT27_RS08060,72.603,219,60,0,9,227,1,219,9.07e-121,338
SMc00720,AYT27_RS03765,37.815,119,74,0,1,119,1,119,5.26e-22,80.1
SMc00722,AYT27_RS08445,34.389,884,488,16,13,884,7,810,8.27e-143,439
SMc00723,AYT27_RS08450,59.091,418,171,0,4,421,4,421,3.05e-177,497
SMc00725,AYT27_RS04945,28.254,315,197,12,102,401,80,380,6.50e-17,78.2
SMc00726,AYT27_RS08460,37.557,221,129,3,5,218,10,228,1.70e-50,160
SMc00728,AYT27_RS06245,62.258,310,112,2,1,309,1,306,2.06e-139,392
SMc00729,AYT27_RS06240,65.844,243,83,0,1,243,1,243,9.63e-117,330
SMc00730,AYT27_RS03100,33.758,157,87,3,75,214,76,232,6.68e-18,76.6
SMc00733,AYT27_RS02775,30.220,182,123,3,8,186,10,190,1.21e-12,62.0
SMc00734,AYT27_RS08470,45.620,274,145,2,6,276,4,276,3.93e-78,235
SMc00735,AYT27_RS03340,30.877,285,184,5,12,295,5,277,2.47e-28,109
SMc00738,AYT27_RS07595,40.741,162,96,0,7,168,20,181,4.60e-40,130
SMc00741,AYT27_RS08055,29.190,531,312,14,55,538,106,619,1.80e-47,171
SMc00744,AYT27_RS04985,28.626,262,170,6,25,276,33,287,3.00e-20,87.4
SMc00758,AYT27_RS06155,96.000,25,1,0,1,25,1,25,6.62e-11,45.4
SMc00760,AYT27_RS05220,83.768,345,55,1,14,357,1,345,0.0,598
SMc00761,AYT27_RS02030,50.935,428,209,1,1,428,1,427,6.99e-148,423
SMc00762,AYT27_RS02025,67.957,465,148,1,15,478,11,475,0.0,636
SMc00766,AYT27_RS05920,25.882,255,167,6,5,238,6,259,7.02e-17,75.1
SMc00771,AYT27_RS00955,47.619,252,129,2,23,271,3,254,2.53e-81,248
SMc00774,AYT27_RS08055,23.750,640,441,19,33,640,15,639,4.77e-43,160
SMc00776,AYT27_RS02500,42.800,250,137,3,880,1127,524,769,3.75e-59,214
SMc00778,AYT27_RS02775,30.242,248,160,3,4,249,3,239,7.55e-31,110
SMc00780,AYT27_RS05920,30.233,258,175,2,1,253,5,262,6.06e-40,137
SMc00781,AYT27_RS01985,32.328,464,299,11,23,482,24,476,8.32e-59,197
SMc00783,AYT27_RS07905,27.211,147,96,4,200,337,101,245,3.24e-14,68.9
SMc00785,AYT27_RS03020,70.769,130,38,0,1,130,1,130,1.03e-67,198
SMc00786,AYT27_RS06215,22.199,473,314,15,71,515,83,529,5.32e-23,98.2
SMc00787,AYT27_RS06185,37.920,327,200,2,9,333,32,357,4.59e-79,241
SMc00788,AYT27_RS06180,44.485,272,145,1,27,298,43,308,6.42e-75,228
SMc00789,AYT27_RS01235,47.674,258,134,1,3,259,4,261,1.17e-76,239
SMc00790,AYT27_RS01235,45.968,248,125,6,14,256,284,527,6.36e-68,216
SMc00794,AYT27_RS07070,66.038,265,89,1,1,264,1,265,1.45e-126,356
SMc00810,AYT27_RS00805,60.360,333,128,2,92,423,103,432,4.58e-148,425
SMc00811,AYT27_RS00810,59.111,225,90,1,8,230,13,237,8.57e-102,292
SMc00813,AYT27_RS06435,23.841,453,276,12,4,425,21,435,5.78e-21,91.3
SMc00815,AYT27_RS00935,79.032,496,103,1,1,496,1,495,0.0,796
SMc00818,AYT27_RS05920,22.667,300,215,6,1,292,10,300,6.67e-11,57.8
SMc00820,AYT27_RS05920,28.873,142,98,2,1,139,1,142,2.45e-12,62.0
SMc00823,AYT27_RS01640,47.170,53,28,0,3,55,2,54,1.94e-11,51.6
SMc00825,AYT27_RS02065,63.676,457,166,0,1,457,1,457,0.0,616
SMc00826,AYT27_RS02060,48.770,244,125,0,1,244,1,244,6.00e-75,224
SMc00831,AYT27_RS05920,25.260,289,201,5,7,286,10,292,6.05e-25,97.4
SMc00832,AYT27_RS02210,27.061,473,319,12,19,471,3,469,7.23e-41,148
SMc00833,AYT27_RS02210,25.962,208,140,4,7,209,46,244,1.09e-08,52.4
SMc00838,AYT27_RS02055,23.217,603,400,17,14,582,1,574,1.88e-28,115
SMc00841,AYT27_RS02020,80.000,25,5,0,1,25,1,25,8.45e-10,42.7
SMc00851,AYT27_RS02155,57.995,738,291,3,1,719,1,738,0.0,851
SMc00853,AYT27_RS04045,37.143,175,99,3,18,182,40,213,4.28e-29,103
SMc00855,AYT27_RS02160,79.743,311,61,1,1,311,7,315,0.0,536
SMc00857,AYT27_RS02180,57.292,288,118,1,1,288,1,283,1.27e-122,348
SMc00858,AYT27_RS02175,52.245,245,116,1,28,271,10,254,1.31e-78,235
SMc00860,AYT27_RS02170,66.463,328,110,0,11,338,29,356,5.80e-165,460
SMc00861,AYT27_RS02165,34.457,534,347,2,45,578,33,563,7.44e-118,358
SMc00862,AYT27_RS02190,40.940,298,163,5,7,299,12,301,3.74e-59,187
SMc00867,AYT27_RS02200,55.276,199,87,2,19,215,18,216,1.31e-71,213
SMc00868,AYT27_RS02150,52.174,161,72,2,6,161,4,164,4.93e-48,149
SMc00869,AYT27_RS02145,48.039,204,85,2,1,201,1,186,1.99e-64,193
SMc00870,AYT27_RS02140,96.667,60,2,0,5,64,6,65,2.60e-36,113
SMc00871,AYT27_RS02135,69.388,245,75,0,4,248,7,251,1.75e-120,340
SMc00872,AYT27_RS02130,40.458,131,75,3,14,142,4,133,1.18e-21,80.9
SMc00876,AYT27_RS06280,54.848,361,157,4,4,363,4,359,7.75e-140,399
SMc00880,AYT27_RS02775,30.204,245,165,2,11,255,4,242,1.35e-30,110
SMc00882,AYT27_RS06465,27.551,196,136,4,9,202,13,204,9.64e-18,74.3
SMc00884,AYT27_RS00495,29.983,597,346,15,25,556,19,608,2.05e-70,234
SMc00885,AYT27_RS06040,33.793,145,89,3,35,179,7,144,5.89e-18,73.2
SMc00887,AYT27_RS02320,26.768,396,281,4,53,442,563,955,8.90e-47,169
SMc00888,AYT27_RS04010,33.913,115,73,2,444,557,4,116,5.12e-16,70.5
SMc00892,AYT27_RS01390,38.663,344,203,3,1,344,1,336,2.70e-82,249
SMc00894,AYT27_RS01385,46.296,432,230,2,1,431,1,431,4.80e-133,386
SMc00895,AYT27_RS01375,63.158,76,28,0,1,76,1,76,1.53e-32,103
SMc00896,AYT27_RS01370,41.897,253,146,1,15,267,11,262,9.21e-67,204
SMc00897,AYT27_RS01365,60.690,435,170,1,13,447,9,442,0.0,512
SMc00898,AYT27_RS05525,25.000,524,341,12,4,487,9,520,2.53e-33,130
SMc00902,AYT27_RS01345,52.717,184,87,0,1,184,1,184,2.96e-64,192
SMc00904,AYT27_RS01340,50.743,471,177,11,45,473,6,463,7.69e-141,412
SMc00905,AYT27_RS01335,58.451,142,59,0,8,149,6,147,1.54e-57,172
SMc00907,AYT27_RS01330,29.703,202,120,8,3,195,4,192,1.80e-15,67.8
SMc00908,AYT27_RS01325,70.704,966,281,2,1,965,1,965,0.0,1419
SMc00909,AYT27_RS06740,53.191,329,151,1,1,326,1,329,4.05e-107,312
SMc00910,AYT27_RS06745,47.510,261,137,0,15,275,14,274,4.65e-90,265
SMc00912,AYT27_RS06910,82.653,98,17,0,1,98,1,98,2.70e-57,167
SMc00913,AYT27_RS06905,85.094,530,79,0,1,530,1,530,0.0,899
SMc00919,AYT27_RS06955,63.052,498,177,4,1,496,1,493,0.0,599
SMc00923,AYT27_RS06205,61.856,194,74,0,3,196,15,208,1.69e-90,260
SMc00924,AYT27_RS06030,51.899,158,72,1,93,246,60,217,1.84e-55,174
SMc00925,AYT27_RS06030,49.673,153,77,0,54,206,65,217,3.31e-52,165
SMc00928,AYT27_RS01280,46.429,56,30,0,248,303,42,97,1.50e-10,57.0
SMc00929,AYT27_RS05920,25.667,300,193,9,19,303,12,296,1.38e-16,74.7
SMc00932,AYT27_RS01400,54.502,622,254,3,1,604,1,611,0.0,694
SMc00933,AYT27_RS01395,39.286,56,34,0,7,62,3,58,6.09e-15,59.3
SMc00936,AYT27_RS05490,57.212,416,175,1,3,415,10,425,4.51e-171,481
SMc00937,AYT27_RS05930,45.671,462,250,1,24,484,1,462,1.05e-144,419
SMc00944,AYT27_RS06355,30.208,192,123,4,5,190,364,550,1.69e-14,68.6
SMc00947,AYT27_RS05180,74.107,112,29,0,1,112,1,112,2.44e-59,174
SMc00948,AYT27_RS05185,81.237,469,88,0,1,469,1,469,0.0,832
SMc00950,AYT27_RS04490,35.577,208,128,2,1,208,1,202,3.72e-43,140
SMc00951,AYT27_RS04495,50.415,603,289,3,1,601,9,603,0.0,640
SMc00955,AYT27_RS03975,31.915,329,203,8,21,340,52,368,2.64e-45,156
SMc00956,AYT27_RS05390,44.231,260,139,4,1,256,1,258,1.30e-77,232
SMc00957,AYT27_RS03070,70.370,27,8,0,1,27,1,27,4.30e-09,41.2
SMc00960,AYT27_RS02280,69.231,468,143,1,4,470,3,470,0.0,684
SMc00962,AYT27_RS01435,43.119,218,124,0,3,220,4,221,4.46e-67,202
SMc00963,AYT27_RS01440,28.704,108,76,1,92,199,91,197,5.78e-12,58.2
SMc00964,AYT27_RS01445,47.594,187,92,2,1,186,1,182,6.48e-45,143
SMc00970,AYT27_RS02260,69.737,76,23,0,8,83,9,84,1.07e-34,109
SMc00972,AYT27_RS02265,70.128,626,186,1,12,636,6,631,0.0,904
SMc00973,AYT27_RS02270,53.527,241,112,0,10,250,6,246,1.82e-84,248
SMc00974,AYT27_RS02275,44.794,413,222,1,3,415,2,408,5.10e-128,372
SMc00979,AYT27_RS08600,39.796,98,39,3,59,136,61,158,3.44e-14,61.6
SMc00981,AYT27_RS06475,30.201,149,96,4,38,182,41,185,6.78e-11,57.8
SMc00984,AYT27_RS02205,54.341,311,141,1,14,324,10,319,8.27e-114,328
SMc00985,AYT27_RS02210,54.721,466,211,0,25,490,4,469,0.0,526
SMc00987,AYT27_RS02215,39.157,166,88,7,15,179,15,168,3.79e-28,99.8
SMc00988,AYT27_RS02225,54.740,327,131,4,1,317,10,329,6.17e-117,337
SMc00992,AYT27_RS02320,25.647,425,304,6,341,762,532,947,2.42e-44,168
SMc00993,AYT27_RS02220,64.103,429,144,2,1,423,1,425,0.0,578
SMc00996,AYT27_RS03190,42.355,484,210,11,30,496,14,445,1.35e-116,347
SMc01001,AYT27_RS03100,36.564,227,131,4,20,240,17,236,2.34e-41,137
SMc01005,AYT27_RS03965,60.622,193,76,0,9,201,11,203,1.01e-91,263
SMc01006,AYT27_RS03960,48.592,142,73,0,1,142,1,142,2.52e-51,156
SMc01007,AYT27_RS03955,65.686,102,35,0,22,123,14,115,8.47e-45,138
SMc01010,AYT27_RS03950,73.252,658,174,2,2,657,1,658,0.0,1050
SMc01011,AYT27_RS05080,44.637,289,144,4,28,316,37,309,1.47e-83,251
SMc01018,AYT27_RS04030,72.263,685,188,2,2,686,3,685,0.0,1027
SMc01023,AYT27_RS02945,57.874,254,107,0,1,254,1,254,2.11e-105,302
SMc01024,AYT27_RS02950,37.662,154,92,2,1,152,1,152,1.21e-21,81.6
SMc01025,AYT27_RS02955,79.336,542,112,0,1,542,1,542,0.0,889
SMc01027,AYT27_RS02960,68.817,279,83,1,1,279,1,275,1.50e-141,395
SMc01028,AYT27_RS02965,76.794,418,97,0,1,418,1,418,0.0,667
SMc01029,AYT27_RS02975,42.529,87,50,0,1,87,14,100,1.83e-19,72.4
SMc01030,AYT27_RS02980,79.128,321,67,0,28,348,26,346,0.0,520
SMc01031,AYT27_RS02985,74.130,460,115,1,1,460,1,456,0.0,709
SMc01032,AYT27_RS02990,61.197,451,162,4,1,447,1,442,0.0,550
SMc01035,AYT27_RS02995,77.618,487,102,2,1,481,1,486,0.0,773
SMc01036,AYT27_RS05885,53.659,82,38,0,1,82,1,82,3.48e-23,80.5
SMc01037,AYT27_RS03000,76.489,319,73,1,1,319,1,317,0.0,513
SMc01038,AYT27_RS03005,61.333,150,57,1,1,149,1,150,1.56e-63,187
SMc01039,AYT27_RS03010,50.633,158,78,0,3,160,2,159,8.15e-53,161
SMc01040,AYT27_RS03015,52.699,389,179,3,36,422,4,389,9.61e-142,407
SMc01041,AYT27_RS04140,30.638,235,142,8,27,246,11,239,3.51e-21,88.6
SMc01042,AYT27_RS03025,28.371,356,198,15,15,348,394,714,2.05e-21,91.7
SMc01043,AYT27_RS03030,34.937,478,274,7,6,476,5,452,1.57e-89,276
SMc01044,AYT27_RS03025,48.045,716,367,4,21,736,28,738,0.0,678
SMc01045,AYT27_RS03030,70.925,454,129,3,1,454,1,451,0.0,667
SMc01046,AYT27_RS03035,60.262,458,182,0,1,458,1,458,0.0,590
SMc01047,AYT27_RS05110,25.000,140,93,3,156,283,213,352,1.31e-09,53.9
SMc01048,AYT27_RS03865,87.179,78,10,0,1,78,1,78,1.42e-50,149
SMc01049,AYT27_RS03870,57.763,438,174,4,18,454,12,439,1.45e-163,465
SMc01051,AYT27_RS03825,48.507,268,138,0,3,270,3,270,8.45e-91,266
SMc01090,AYT27_RS03345,36.390,349,211,5,6,348,12,355,1.20e-63,213
SMc01092,AYT27_RS05920,22.945,292,209,5,1,285,10,292,6.01e-23,92.0
SMc01094,AYT27_RS00675,26.444,329,194,10,68,385,65,356,1.11e-13,67.4
SMc01095,AYT27_RS00680,28.844,1047,697,15,6,1043,22,1029,2.23e-124,402
SMc01096,AYT27_RS00260,60.411,389,150,3,4,392,5,389,3.03e-169,475
SMc01099,AYT27_RS00365,60.729,247,97,0,1,247,1,247,4.61e-117,331
SMc01100,AYT27_RS00370,55.449,312,126,2,3,306,3,309,2.25e-123,352
SMc01101,AYT27_RS00375,63.953,172,62,0,5,176,1,172,6.58e-85,244
SMc01102,AYT27_RS00380,56.633,392,143,4,25,401,15,394,3.45e-156,442
SMc01106,AYT27_RS00395,50.355,141,67,1,1,141,1,138,4.63e-53,160
SMc01107,AYT27_RS00390,41.558,77,45,0,9,85,7,83,1.55e-21,76.6
SMc01108,AYT27_RS01125,58.929,224,90,2,27,248,7,230,1.12e-98,284
SMc01109,AYT27_RS01130,76.867,415,88,1,4,410,5,419,0.0,628
SMc01110,AYT27_RS01135,63.504,137,46,1,1,137,1,133,3.29e-60,178
SMc01111,AYT27_RS01140,42.722,529,282,6,11,531,27,542,1.42e-138,407
SMc01112,AYT27_RS01145,50.482,311,135,3,40,349,32,324,6.38e-105,309
SMc01113,AYT27_RS01150,47.205,161,79,1,4,164,2,156,2.48e-51,157
SMc01114,AYT27_RS01155,63.314,338,119,2,5,337,13,350,1.94e-156,439
SMc01115,AYT27_RS01160,63.778,450,158,3,18,464,8,455,0.0,617
SMc01117,AYT27_RS01165,32.099,162,103,3,3,163,1,156,3.05e-26,94.0
SMc01118,AYT27_RS01170,35.808,229,131,5,1,217,1,225,5.65e-34,117
SMc01119,AYT27_RS06895,69.474,190,56,2,1,188,1,190,5.65e-99,280
SMc01120,AYT27_RS06890,45.395,152,83,0,11,162,10,161,1.98e-45,142
SMc01121,AYT27_RS06885,64.407,354,126,0,1,354,1,354,2.02e-170,474
SMc01123,AYT27_RS06880,62.764,521,191,1,1,518,1,521,0.0,643
SMc01125,AYT27_RS00505,63.379,882,322,1,30,911,27,907,0.0,1169
SMc01126,AYT27_RS00510,67.374,754,246,0,6,759,9,762,0.0,1075
SMc01128,AYT27_RS02500,33.688,282,172,7,125,400,498,770,2.90e-38,147
SMc01129,AYT27_RS00050,44.218,147,81,1,18,163,13,159,9.86e-30,102
SMc01130,AYT27_RS00055,61.029,272,106,0,14,285,5,276,2.00e-124,352
SMc01131,AYT27_RS00060,61.842,304,111,1,79,382,11,309,4.48e-138,392
SMc01133,AYT27_RS00065,36.145,83,53,0,3,85,4,86,2.37e-15,62.4
SMc01134,AYT27_RS00070,73.626,91,24,0,1,91,1,91,5.10e-49,147
SMc01135,AYT27_RS02180,33.708,178,107,4,81,253,60,231,3.62e-22,90.1
SMc01136,AYT27_RS00075,30.964,197,131,2,17,210,17,211,3.89e-28,102
SMc01137,AYT27_RS00080,32.673,202,109,7,2,184,6,199,5.13e-25,92.4
SMc01138,AYT27_RS00085,67.816,261,83,1,10,270,5,264,5.56e-127,357
SMc01141,AYT27_RS00095,66.883,154,51,0,1,154,1,154,2.98e-72,210
SMc01142,AYT27_RS00280,71.084,166,47,1,40,205,55,219,1.20e-84,246
SMc01143,AYT27_RS00275,63.188,345,126,1,15,359,13,356,2.73e-157,441
SMc01146,AYT27_RS00270,60.849,212,83,0,1,212,1,212,1.41e-96,276
SMc01147,AYT27_RS00265,57.789,398,150,1,13,392,1,398,1.27e-165,466
SMc01152,AYT27_RS00580,60.920,87,34,0,1,87,1,87,2.85e-34,108
SMc01153,AYT27_RS04380,29.189,185,116,4,11,187,16,193,1.39e-17,76.6
SMc01154,AYT27_RS01290,50.993,302,136,3,1,301,1,291,9.10e-103,298
SMc01155,AYT27_RS00200,66.275,255,86,0,16,270,6,260,2.71e-125,353
SMc01156,AYT27_RS00195,58.779,524,215,1,1,523,1,524,0.0,638
SMc01157,AYT27_RS02775,29.482,251,166,3,5,255,4,243,3.77e-30,109
SMc01160,AYT27_RS03020,25.490,153,109,3,1,150,1,151,5.68e-08,45.4
SMc01161,AYT27_RS00190,57.143,399,168,2,2,397,56,454,1.65e-165,468
SMc01163,AYT27_RS06150,31.624,117,78,1,40,156,27,141,5.41e-10,55.5
SMc01166,AYT27_RS05575,25.319,549,358,19,35,563,30,546,5.92e-31,123
SMc01167,AYT27_RS00585,66.597,476,149,2,32,507,55,520,0.0,628
SMc01168,AYT27_RS04150,30.986,142,97,1,4,145,1,141,2.04e-21,80.9
SMc01173,AYT27_RS05215,27.083,240,142,10,3,223,467,692,6.42e-10,54.7
SMc01174,AYT27_RS05490,25.784,287,189,9,26,299,23,298,9.23e-15,70.5
SMc01175,AYT27_RS02775,29.474,190,124,4,14,199,9,192,2.00e-15,70.1
SMc01183,AYT27_RS04330,63.291,237,84,1,1,237,1,234,1.02e-106,303
SMc01187,AYT27_RS04340,43.363,226,107,3,67,292,72,276,2.17e-57,184
SMc01188,AYT27_RS04345,47.207,358,189,0,27,384,26,383,3.97e-121,352
SMc01189,AYT27_RS04350,48.558,208,105,2,14,219,3,210,9.79e-72,214
SMc01190,AYT27_RS04355,38.650,326,190,4,14,336,18,336,2.94e-72,224
SMc01192,AYT27_RS04360,60.234,513,199,4,1,512,1,509,0.0,672
SMc01193,AYT27_RS04365,57.812,256,108,0,1,256,1,256,2.43e-114,325
SMc01194,AYT27_RS04370,54.647,269,121,1,1,269,1,268,2.28e-112,321
SMc01198,AYT27_RS00310,33.696,92,60,1,9,99,146,237,6.67e-09,52.4
SMc01200,AYT27_RS06030,49.693,163,81,1,32,193,55,217,3.66e-58,179
SMc01204,AYT27_RS02775,31.868,182,119,3,12,192,10,187,4.80e-16,72.0
SMc01205,AYT27_RS03295,27.717,184,116,3,32,213,22,190,2.30e-19,80.5
SMc01206,AYT27_RS05145,75.741,371,90,0,1,371,1,371,0.0,596
SMc01208,AYT27_RS05150,76.786,168,39,0,1,168,1,168,1.89e-99,280
SMc01209,AYT27_RS05160,60.870,161,63,0,1,161,1,161,4.76e-67,197
SMc01212,AYT27_RS04985,25.000,188,135,3,20,205,33,216,7.46e-10,55.8
SMc01214,AYT27_RS03835,28.253,269,182,11,25,287,26,289,2.39e-15,71.6
SMc01215,AYT27_RS05905,77.692,1161,258,1,1,1161,1,1160,0.0,1895
SMc01217,AYT27_RS05135,26.450,431,310,4,21,445,1,430,1.38e-29,116
SMc01218,AYT27_RS05940,79.487,156,32,0,2,157,1,156,7.09e-90,254
SMc01219,AYT27_RS05935,54.441,349,155,2,2,350,3,347,3.34e-137,390
SMc01223,AYT27_RS04150,29.333,150,105,1,7,156,1,149,4.03e-20,77.8
SMc01224,AYT27_RS05925,69.649,313,95,0,1,313,1,313,9.59e-169,468
SMc01225,AYT27_RS05920,66.000,300,101,1,4,302,2,301,9.71e-154,428
SMc01231,AYT27_RS05165,77.915,892,195,2,15,905,15,905,0.0,1414
SMc01233,AYT27_RS05170,59.551,178,62,2,1,174,1,172,3.60e-73,214
SMc01235,AYT27_RS05175,74.431,966,245,2,1,965,1,965,0.0,1489
SMc01237,AYT27_RS01000,25.172,290,181,8,429,701,345,615,5.74e-10,58.9
SMc01242,AYT27_RS00320,40.650,123,73,0,185,307,44,166,8.21e-28,103
SMc01243,AYT27_RS04700,80.000,25,5,0,1,25,1,25,4.66e-08,38.5
SMc01251,AYT27_RS05440,79.167,24,5,0,1,24,1,24,3.20e-08,38.5
SMc01256,AYT27_RS03180,66.309,466,156,1,1,466,1,465,0.0,659
SMc01260,AYT27_RS03170,46.774,124,66,0,4,127,4,127,4.74e-38,121
SMc01261,AYT27_RS00890,29.157,439,285,9,49,467,18,450,2.23e-56,190
SMc01262,AYT27_RS00375,40.244,164,95,1,1,161,1,164,6.79e-44,139
SMc01268,AYT27_RS04035,60.829,217,85,0,30,246,24,240,5.55e-104,298
SMc01271,AYT27_RS08465,42.759,145,83,0,2,146,17,161,9.87e-38,122
SMc01275,AYT27_RS05205,66.667,330,107,2,1,330,1,327,9.91e-166,461
SMc01276,AYT27_RS02350,24.490,196,138,5,3,193,6,196,6.87e-08,47.0
SMc01277,AYT27_RS05195,45.914,257,138,1,1,257,1,256,2.18e-86,254
SMc01279,AYT27_RS05225,78.009,432,95,0,3,434,4,435,0.0,702
SMc01280,AYT27_RS05230,52.727,440,203,5,29,465,26,463,1.48e-154,443
SMc01283,AYT27_RS05235,79.433,141,29,0,1,141,1,141,8.44e-82,233
SMc01285,AYT27_RS05240,81.899,337,60,1,1,336,1,337,0.0,573
SMc01286,AYT27_RS05245,90.698,129,12,0,1,129,1,129,3.51e-89,251
SMc01287,AYT27_RS05250,84.956,113,17,0,1,113,1,113,1.10e-68,198
SMc01288,AYT27_RS05255,64.398,191,68,0,1,191,1,191,1.04e-87,252
SMc01289,AYT27_RS05260,73.333,450,114,2,1,446,1,448,0.0,673
SMc01290,AYT27_RS05265,68.667,150,47,0,1,150,1,150,7.16e-72,209
SMc01291,AYT27_RS05270,73.438,64,17,0,3,66,4,67,6.36e-29,94.0
SMc01292,AYT27_RS05275,82.081,173,31,0,8,180,2,174,4.24e-105,295
SMc01293,AYT27_RS05280,70.000,120,36,0,1,120,1,120,1.45e-52,157
SMc01294,AYT27_RS05285,73.446,177,47,0,1,177,1,177,1.35e-99,281
SMc01295,AYT27_RS05290,76.515,132,31,0,1,132,1,132,4.99e-76,218
SMc01296,AYT27_RS05295,69.307,101,31,0,1,101,1,101,2.30e-51,153
SMc01297,AYT27_RS05300,75.676,185,45,0,1,185,1,185,2.86e-107,301
SMc01298,AYT27_RS05305,77.885,104,22,1,1,103,1,104,1.11e-56,166
