B_henselae|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
AYT27_RS04555,AYT27_RS04555,100.000,206,0,0,1,206,1,206,4.81e-146,400
AYT27_RS04560,AYT27_RS04560,100.000,163,0,0,1,163,1,163,1.69e-122,337
AYT27_RS04565,AYT27_RS04565,100.000,348,0,0,1,348,1,348,0.0,684
AYT27_RS04570,AYT27_RS04570,100.000,689,0,0,1,689,1,689,0.0,1421
AYT27_RS04575,AYT27_RS04575,100.000,435,0,0,1,435,1,435,0.0,898
AYT27_RS04580,AYT27_RS04580,100.000,222,0,0,1,222,1,222,5.35e-170,462
AYT27_RS04585,AYT27_RS04585,100.000,396,0,0,1,396,1,396,0.0,818
AYT27_RS04590,AYT27_RS04590,100.000,202,0,0,1,202,1,202,1.63e-152,417
AYT27_RS04595,AYT27_RS04595,100.000,193,0,0,1,193,1,193,4.82e-147,402
AYT27_RS04600,AYT27_RS04600,100.000,121,0,0,1,121,1,121,1.26e-84,238
AYT27_RS04605,AYT27_RS04605,100.000,25,0,0,1,25,1,25,1.74e-13,52.0
AYT27_RS04610,AYT27_RS04610,100.000,25,0,0,1,25,1,25,7.59e-13,50.4
AYT27_RS04615,AYT27_RS04615,100.000,73,0,0,1,73,1,73,1.03e-50,149
AYT27_RS04620,AYT27_RS04620,100.000,74,0,0,1,74,1,74,4.87e-50,147
AYT27_RS04625,AYT27_RS04625,100.000,153,0,0,1,153,1,153,9.38e-112,310
AYT27_RS04630,AYT27_RS04630,100.000,210,0,0,1,210,1,210,1.36e-155,425
AYT27_RS04635,AYT27_RS04635,100.000,66,0,0,1,66,1,66,3.59e-46,137
AYT27_RS04640,AYT27_RS04640,100.000,293,0,0,1,293,1,293,0.0,612
AYT27_RS04645,AYT27_RS04645,100.000,99,0,0,1,99,1,99,2.59e-69,198
AYT27_RS04650,AYT27_RS04650,100.000,62,0,0,1,62,1,62,3.91e-43,129
AYT27_RS04655,AYT27_RS04655,100.000,281,0,0,1,281,1,281,0.0,560
AYT27_RS04660,AYT27_RS04660,100.000,65,0,0,1,65,1,65,1.13e-45,135
AYT27_RS04665,AYT27_RS04665,100.000,95,0,0,1,95,1,95,2.68e-65,187
AYT27_RS04670,AYT27_RS04670,100.000,60,0,0,1,60,1,60,5.10e-41,124
AYT27_RS04675,AYT27_RS04675,100.000,294,0,0,1,294,1,294,0.0,585
AYT27_RS04680,AYT27_RS04680,100.000,133,0,0,1,133,1,133,2.95e-98,274
AYT27_RS04685,AYT27_RS04685,100.000,68,0,0,1,68,1,68,4.72e-48,142
AYT27_RS04690,AYT27_RS04690,100.000,97,0,0,1,97,1,97,6.09e-68,194
AYT27_RS04695,AYT27_RS04695,100.000,177,0,0,1,177,1,177,2.85e-127,350
AYT27_RS04700,AYT27_RS04700,100.000,30,0,0,1,30,1,30,1.73e-16,59.7
AYT27_RS04705,AYT27_RS04705,100.000,102,0,0,1,102,1,102,4.33e-72,205
AYT27_RS04710,AYT27_RS04710,100.000,72,0,0,1,72,1,72,3.29e-49,145
AYT27_RS04715,AYT27_RS04715,100.000,72,0,0,1,72,1,72,6.48e-50,147
AYT27_RS04720,AYT27_RS04720,100.000,75,0,0,1,75,1,75,2.23e-51,151
AYT27_RS04725,AYT27_RS04725,100.000,221,0,0,1,221,1,221,1.37e-166,454
AYT27_RS04730,AYT27_RS04730,100.000,642,0,0,1,642,1,642,0.0,1277
AYT27_RS04735,AYT27_RS04735,100.000,85,0,0,1,85,1,85,1.60e-58,169
AYT27_RS04740,AYT27_RS04740,100.000,326,0,0,1,326,1,326,0.0,688
AYT27_RS04745,AYT27_RS04745,100.000,307,0,0,1,307,1,307,0.0,634
AYT27_RS04750,AYT27_RS04750,100.000,739,0,0,1,739,1,739,0.0,1498
AYT27_RS04755,AYT27_RS04755,100.000,607,0,0,1,607,1,607,0.0,1249
AYT27_RS04760,AYT27_RS04760,100.000,351,0,0,1,351,1,351,0.0,715
AYT27_RS04765,AYT27_RS04765,100.000,127,0,0,1,127,1,127,3.27e-92,258
AYT27_RS04770,AYT27_RS04770,100.000,485,0,0,1,485,1,485,0.0,1003
AYT27_RS04775,AYT27_RS04775,100.000,232,0,0,1,232,1,232,1.37e-176,480
AYT27_RS04780,AYT27_RS04780,100.000,140,0,0,1,140,1,140,5.74e-104,289
AYT27_RS04785,AYT27_RS04785,100.000,381,0,0,1,381,1,381,0.0,787
AYT27_RS04790,AYT27_RS04790,100.000,298,0,0,1,298,1,298,0.0,605
AYT27_RS04795,AYT27_RS04795,100.000,684,0,0,1,684,1,684,0.0,1417
AYT27_RS04800,AYT27_RS04800,100.000,441,0,0,1,441,1,441,0.0,909
AYT27_RS04805,AYT27_RS04805,100.000,108,0,0,1,108,1,108,2.05e-76,217
AYT27_RS04810,AYT27_RS04810,100.000,107,0,0,1,107,1,107,7.84e-77,218
AYT27_RS04815,AYT27_RS04815,100.000,152,0,0,1,152,1,152,3.80e-109,303
AYT27_RS04820,AYT27_RS04820,100.000,129,0,0,1,129,1,129,3.56e-92,258
AYT27_RS04825,AYT27_RS04825,100.000,89,0,0,1,89,1,89,2.00e-56,164
AYT27_RS04830,AYT27_RS04830,100.000,75,0,0,1,75,1,75,1.41e-50,149
AYT27_RS04835,AYT27_RS04835,100.000,164,0,0,1,164,1,164,5.76e-124,341
AYT27_RS04840,AYT27_RS04840,100.000,148,0,0,1,148,1,148,3.71e-112,310
AYT27_RS04845,AYT27_RS04845,100.000,93,0,0,1,93,1,93,2.37e-68,195
AYT27_RS04850,AYT27_RS04850,100.000,97,0,0,1,97,1,97,4.43e-70,200
AYT27_RS04855,AYT27_RS04855,100.000,108,0,0,1,108,1,108,7.25e-80,225
AYT27_RS04860,AYT27_RS04860,100.000,25,0,0,1,25,1,25,2.39e-13,51.6
AYT27_RS04865,AYT27_RS04865,100.000,101,0,0,1,101,1,101,2.51e-75,213
AYT27_RS04870,AYT27_RS04870,100.000,25,0,0,1,25,1,25,3.68e-13,51.2
AYT27_RS04875,AYT27_RS04875,100.000,229,0,0,1,229,1,229,1.37e-173,472
AYT27_RS04880,AYT27_RS04880,100.000,403,0,0,1,403,1,403,0.0,806
AYT27_RS04885,AYT27_RS04885,100.000,361,0,0,1,361,1,361,0.0,733
AYT27_RS04890,AYT27_RS04890,100.000,203,0,0,1,203,1,203,3.70e-153,418
AYT27_RS04895,AYT27_RS04895,100.000,60,0,0,1,60,1,60,3.72e-38,116
AYT27_RS04900,AYT27_RS04900,100.000,126,0,0,1,126,1,126,1.35e-91,256
AYT27_RS04905,AYT27_RS04905,100.000,131,0,0,1,131,1,131,9.43e-96,267
AYT27_RS04910,AYT27_RS04910,100.000,91,0,0,1,91,1,91,8.60e-66,188
AYT27_RS04915,AYT27_RS04915,100.000,196,0,0,1,196,1,196,2.47e-139,383
AYT27_RS04920,AYT27_RS04920,100.000,845,0,0,1,845,1,845,0.0,1744
AYT27_RS04925,AYT27_RS04925,100.000,173,0,0,1,173,1,173,4.77e-127,350
AYT27_RS04930,AYT27_RS04930,100.000,138,0,0,1,138,1,138,1.28e-99,278
AYT27_RS04935,AYT27_RS04935,100.000,177,0,0,1,177,1,177,4.43e-136,373
AYT27_RS04940,AYT27_RS04940,100.000,224,0,0,1,224,1,224,6.94e-166,452
AYT27_RS04945,AYT27_RS04945,100.000,434,0,0,1,434,1,434,0.0,892
AYT27_RS04950,AYT27_RS04950,100.000,182,0,0,1,182,1,182,7.79e-138,378
AYT27_RS04955,AYT27_RS04955,100.000,254,0,0,1,254,1,254,0.0,519
AYT27_RS04960,AYT27_RS04960,100.000,79,0,0,1,79,1,79,3.93e-55,160
AYT27_RS04965,AYT27_RS04965,100.000,223,0,0,1,223,1,223,2.40e-170,463
AYT27_RS04970,AYT27_RS04970,100.000,735,0,0,1,735,1,735,0.0,1518
AYT27_RS04975,AYT27_RS04975,100.000,77,0,0,1,77,1,77,8.58e-55,159
AYT27_RS04980,AYT27_RS04980,100.000,110,0,0,1,110,1,110,7.59e-81,228
AYT27_RS04985,AYT27_RS04985,100.000,415,0,0,1,415,1,415,0.0,832
AYT27_RS04990,AYT27_RS04990,100.000,749,0,0,1,749,1,749,0.0,1536
AYT27_RS04995,AYT27_RS04995,100.000,596,0,0,1,596,1,596,0.0,1231
AYT27_RS05000,AYT27_RS05000,100.000,384,0,0,1,384,1,384,0.0,790
AYT27_RS05005,AYT27_RS05005,100.000,503,0,0,1,503,1,503,0.0,1028
AYT27_RS05010,AYT27_RS05010,100.000,726,0,0,1,726,1,726,0.0,1494
AYT27_RS05015,AYT27_RS05015,100.000,79,0,0,1,79,1,79,8.58e-58,167
AYT27_RS05020,AYT27_RS05020,100.000,414,0,0,1,414,1,414,0.0,859
AYT27_RS05025,AYT27_RS05025,100.000,1162,0,0,1,1162,1,1162,0.0,2397
AYT27_RS05030,AYT27_RS05030,100.000,702,0,0,1,702,1,702,0.0,1432
AYT27_RS05035,AYT27_RS05035,100.000,179,0,0,1,179,1,179,2.85e-125,346
AYT27_RS05040,AYT27_RS05040,100.000,76,0,0,1,76,1,76,1.27e-54,159
AYT27_RS05045,AYT27_RS05045,100.000,219,0,0,1,219,1,219,1.74e-164,448
AYT27_RS05050,AYT27_RS05050,100.000,60,0,0,1,60,1,60,4.52e-38,116
AYT27_RS05055,AYT27_RS05055,100.000,59,0,0,1,59,1,59,1.37e-39,120
AYT27_RS05060,AYT27_RS05060,100.000,69,0,0,1,69,1,69,9.14e-42,126
AYT27_RS05065,AYT27_RS05065,100.000,607,0,0,1,607,1,607,0.0,1251
AYT27_RS05070,AYT27_RS05070,100.000,448,0,0,1,448,1,448,0.0,911
AYT27_RS05075,AYT27_RS05075,100.000,262,0,0,1,262,1,262,0.0,514
AYT27_RS05080,AYT27_RS05080,100.000,323,0,0,1,323,1,323,0.0,661
AYT27_RS05085,AYT27_RS05085,100.000,107,0,0,1,107,1,107,2.31e-75,214
AYT27_RS05090,AYT27_RS05090,100.000,400,0,0,1,400,1,400,0.0,835
AYT27_RS05095,AYT27_RS05095,100.000,585,0,0,1,585,1,585,0.0,1213
AYT27_RS05100,AYT27_RS05100,100.000,839,0,0,1,839,1,839,0.0,1700
AYT27_RS05105,AYT27_RS05105,100.000,91,0,0,1,91,1,91,1.62e-66,190
AYT27_RS05110,AYT27_RS05110,100.000,368,0,0,1,368,1,368,0.0,767
AYT27_RS05115,AYT27_RS05115,100.000,328,0,0,1,328,1,328,0.0,664
AYT27_RS05120,AYT27_RS05120,100.000,436,0,0,1,436,1,436,0.0,883
AYT27_RS05125,AYT27_RS05125,100.000,25,0,0,1,25,1,25,5.30e-12,48.1
AYT27_RS05130,AYT27_RS05130,100.000,404,0,0,1,404,1,404,0.0,838
AYT27_RS05135,AYT27_RS05135,100.000,475,0,0,1,475,1,475,0.0,932
AYT27_RS05140,AYT27_RS05140,100.000,396,0,0,1,396,1,396,0.0,787
AYT27_RS05145,AYT27_RS05145,100.000,372,0,0,1,372,1,372,0.0,775
AYT27_RS05150,AYT27_RS05150,100.000,170,0,0,1,170,1,170,4.83e-128,352
AYT27_RS05155,AYT27_RS05155,100.000,190,0,0,1,190,1,190,3.83e-141,387
AYT27_RS05160,AYT27_RS05160,100.000,172,0,0,1,172,1,172,6.30e-126,347
AYT27_RS05165,AYT27_RS05165,100.000,931,0,0,1,931,1,931,0.0,1893
AYT27_RS05170,AYT27_RS05170,100.000,172,0,0,1,172,1,172,5.44e-128,352
AYT27_RS05175,AYT27_RS05175,100.000,971,0,0,1,971,1,971,0.0,2001
AYT27_RS05180,AYT27_RS05180,100.000,112,0,0,1,112,1,112,1.66e-77,220
AYT27_RS05185,AYT27_RS05185,100.000,469,0,0,1,469,1,469,0.0,972
AYT27_RS05190,AYT27_RS05190,100.000,181,0,0,1,181,1,181,3.11e-131,361
AYT27_RS05195,AYT27_RS05195,100.000,260,0,0,1,260,1,260,0.0,547
AYT27_RS05200,AYT27_RS05200,100.000,56,0,0,1,56,1,56,3.19e-38,116
AYT27_RS05205,AYT27_RS05205,100.000,327,0,0,1,327,1,327,0.0,672
AYT27_RS05210,AYT27_RS05210,100.000,595,0,0,1,595,1,595,0.0,1217
AYT27_RS05215,AYT27_RS05215,100.000,887,0,0,1,887,1,887,0.0,1815
AYT27_RS05220,AYT27_RS05220,100.000,347,0,0,1,347,1,347,0.0,699
AYT27_RS05225,AYT27_RS05225,100.000,439,0,0,1,439,1,439,0.0,909
AYT27_RS05230,AYT27_RS05230,100.000,463,0,0,1,463,1,463,0.0,936
AYT27_RS05235,AYT27_RS05235,100.000,142,0,0,1,142,1,142,2.60e-103,287
AYT27_RS05240,AYT27_RS05240,100.000,337,0,0,1,337,1,337,0.0,687
AYT27_RS05245,AYT27_RS05245,100.000,129,0,0,1,129,1,129,3.00e-94,263
AYT27_RS05250,AYT27_RS05250,100.000,122,0,0,1,122,1,122,4.22e-87,245
AYT27_RS05255,AYT27_RS05255,100.000,192,0,0,1,192,1,192,4.56e-141,387
AYT27_RS05260,AYT27_RS05260,100.000,448,0,0,1,448,1,448,0.0,901
AYT27_RS05265,AYT27_RS05265,100.000,154,0,0,1,154,1,154,5.68e-110,305
AYT27_RS05270,AYT27_RS05270,100.000,68,0,0,1,68,1,68,7.46e-46,136
AYT27_RS05275,AYT27_RS05275,100.000,182,0,0,1,182,1,182,9.17e-133,365
AYT27_RS05280,AYT27_RS05280,100.000,120,0,0,1,120,1,120,4.19e-84,237
AYT27_RS05285,AYT27_RS05285,100.000,177,0,0,1,177,1,177,7.12e-129,355
AYT27_RS05290,AYT27_RS05290,100.000,132,0,0,1,132,1,132,3.55e-95,266
AYT27_RS05295,AYT27_RS05295,100.000,101,0,0,1,101,1,101,1.25e-69,199
AYT27_RS05300,AYT27_RS05300,100.000,185,0,0,1,185,1,185,4.64e-139,381
AYT27_RS05305,AYT27_RS05305,100.000,104,0,0,1,104,1,104,1.34e-73,209
AYT27_RS05310,AYT27_RS05310,100.000,122,0,0,1,122,1,122,3.37e-85,240
AYT27_RS05315,AYT27_RS05315,100.000,79,0,0,1,79,1,79,1.06e-53,157
AYT27_RS05320,AYT27_RS05320,100.000,66,0,0,1,66,1,66,2.83e-42,127
AYT27_RS05325,AYT27_RS05325,100.000,137,0,0,1,137,1,137,1.77e-98,275
AYT27_RS05330,AYT27_RS05330,100.000,236,0,0,1,236,1,236,3.40e-176,479
AYT27_RS05335,AYT27_RS05335,100.000,129,0,0,1,129,1,129,1.27e-91,257
AYT27_RS05340,AYT27_RS05340,100.000,92,0,0,1,92,1,92,3.48e-66,189
AYT27_RS05345,AYT27_RS05345,100.000,277,0,0,1,277,1,277,0.0,567
AYT27_RS05350,AYT27_RS05350,100.000,97,0,0,1,97,1,97,1.90e-67,193
AYT27_RS05355,AYT27_RS05355,100.000,206,0,0,1,206,1,206,1.56e-152,417
AYT27_RS05360,AYT27_RS05360,100.000,246,0,0,1,246,1,246,0.0,503
AYT27_RS05365,AYT27_RS05365,100.000,102,0,0,1,102,1,102,1.24e-72,206
AYT27_RS05370,AYT27_RS05370,100.000,391,0,0,1,391,1,391,0.0,789
AYT27_RS05375,AYT27_RS05375,100.000,694,0,0,1,694,1,694,0.0,1422
AYT27_RS05380,AYT27_RS05380,100.000,156,0,0,1,156,1,156,7.45e-115,318
AYT27_RS05385,AYT27_RS05385,100.000,123,0,0,1,123,1,123,1.32e-87,246
AYT27_RS05390,AYT27_RS05390,100.000,260,0,0,1,260,1,260,0.0,544
AYT27_RS05395,AYT27_RS05395,100.000,303,0,0,1,303,1,303,0.0,622
AYT27_RS05400,AYT27_RS05400,100.000,250,0,0,1,250,1,250,0.0,510
AYT27_RS05405,AYT27_RS05405,100.000,238,0,0,1,238,1,238,6.53e-173,471
AYT27_RS05410,AYT27_RS05410,100.000,248,0,0,1,248,1,248,0.0,514
AYT27_RS05415,AYT27_RS05415,100.000,264,0,0,1,264,1,264,0.0,545
AYT27_RS05420,AYT27_RS05420,100.000,907,0,0,1,907,1,907,0.0,1877
AYT27_RS05425,AYT27_RS05425,100.000,186,0,0,1,186,1,186,1.96e-137,377
AYT27_RS05430,AYT27_RS05430,100.000,440,0,0,1,440,1,440,0.0,888
AYT27_RS05435,AYT27_RS05435,100.000,224,0,0,1,224,1,224,2.05e-166,454
AYT27_RS05440,AYT27_RS05440,100.000,24,0,0,1,24,1,24,4.31e-12,48.5
AYT27_RS05445,AYT27_RS05445,100.000,25,0,0,1,25,1,25,8.19e-13,50.4
AYT27_RS05450,AYT27_RS05450,100.000,103,0,0,1,103,1,103,5.15e-69,197
AYT27_RS05455,AYT27_RS05455,100.000,56,0,0,1,56,1,56,3.70e-37,114
AYT27_RS05460,AYT27_RS05460,100.000,89,0,0,1,89,1,89,5.04e-64,184
AYT27_RS05465,AYT27_RS05465,100.000,75,0,0,1,75,1,75,2.62e-52,153
AYT27_RS05470,AYT27_RS05470,100.000,216,0,0,1,216,1,216,3.45e-147,404
AYT27_RS05475,AYT27_RS05475,100.000,460,0,0,1,460,1,460,0.0,942
AYT27_RS05480,AYT27_RS05480,100.000,72,0,0,1,72,1,72,1.01e-46,139
AYT27_RS05485,AYT27_RS05485,100.000,173,0,0,1,173,1,173,3.41e-119,330
AYT27_RS05490,AYT27_RS05490,100.000,425,0,0,1,425,1,425,0.0,876
AYT27_RS05495,AYT27_RS05495,100.000,28,0,0,1,28,1,28,1.20e-16,60.1
AYT27_RS05500,AYT27_RS05500,100.000,294,0,0,1,294,1,294,0.0,597
AYT27_RS05505,AYT27_RS05505,100.000,90,0,0,1,90,1,90,3.94e-64,184
AYT27_RS05510,AYT27_RS05510,100.000,787,0,0,1,787,1,787,0.0,1578
AYT27_RS05515,AYT27_RS05515,100.000,124,0,0,1,124,1,124,4.30e-83,234
AYT27_RS05520,AYT27_RS05520,100.000,837,0,0,1,837,1,837,0.0,1683
AYT27_RS05525,AYT27_RS05525,100.000,579,0,0,1,579,1,579,0.0,1149
AYT27_RS05530,AYT27_RS05530,100.000,317,0,0,1,317,1,317,0.0,630
AYT27_RS05535,AYT27_RS05535,100.000,522,0,0,1,522,1,522,0.0,1047
AYT27_RS05540,AYT27_RS05540,100.000,59,0,0,1,59,1,59,1.02e-39,120
AYT27_RS05545,AYT27_RS05545,100.000,25,0,0,1,25,1,25,7.13e-12,47.8
AYT27_RS05550,AYT27_RS05550,100.000,59,0,0,1,59,1,59,8.14e-39,118
AYT27_RS05555,AYT27_RS05555,100.000,466,0,0,1,466,1,466,0.0,936
AYT27_RS05560,AYT27_RS05560,100.000,339,0,0,1,339,1,339,0.0,704
AYT27_RS05565,AYT27_RS05565,100.000,244,0,0,1,244,1,244,0.0,500
AYT27_RS05570,AYT27_RS05570,100.000,373,0,0,1,373,1,373,0.0,771
AYT27_RS05575,AYT27_RS05575,100.000,599,0,0,1,599,1,599,0.0,1246
AYT27_RS05580,AYT27_RS05580,100.000,290,0,0,1,290,1,290,0.0,596
AYT27_RS05585,AYT27_RS05585,100.000,505,0,0,1,505,1,505,0.0,1023
AYT27_RS05590,AYT27_RS05590,100.000,315,0,0,1,315,1,315,0.0,639
AYT27_RS05595,AYT27_RS05595,100.000,381,0,0,1,381,1,381,0.0,783
AYT27_RS05600,AYT27_RS05600,100.000,169,0,0,1,169,1,169,1.05e-127,351
AYT27_RS05605,AYT27_RS05605,100.000,264,0,0,1,264,1,264,0.0,551
AYT27_RS05610,AYT27_RS05610,100.000,435,0,0,1,435,1,435,0.0,879
AYT27_RS05615,AYT27_RS05615,100.000,435,0,0,1,435,1,435,0.0,875
AYT27_RS05620,AYT27_RS05620,100.000,435,0,0,1,435,1,435,0.0,876
AYT27_RS05625,AYT27_RS05625,100.000,101,0,0,1,101,1,101,5.33e-73,207
AYT27_RS05630,AYT27_RS05630,100.000,118,0,0,1,118,1,118,3.95e-80,227
AYT27_RS05635,AYT27_RS05635,100.000,181,0,0,1,181,1,181,4.59e-134,368
AYT27_RS05640,AYT27_RS05640,100.000,62,0,0,1,62,1,62,1.83e-41,125
AYT27_RS05645,AYT27_RS05645,100.000,83,0,0,1,83,1,83,1.92e-56,164
AYT27_RS05650,AYT27_RS05650,100.000,778,0,0,1,778,1,778,0.0,1615
AYT27_RS05655,AYT27_RS05655,100.000,209,0,0,1,209,1,209,6.97e-161,438
AYT27_RS05660,AYT27_RS05660,100.000,193,0,0,1,193,1,193,5.53e-144,394
AYT27_RS05665,AYT27_RS05665,100.000,289,0,0,1,289,1,289,0.0,591
AYT27_RS05670,AYT27_RS05670,100.000,608,0,0,1,608,1,608,0.0,1264
AYT27_RS05675,AYT27_RS05675,100.000,55,0,0,1,55,1,55,2.88e-38,116
AYT27_RS05680,AYT27_RS05680,100.000,716,0,0,1,716,1,716,0.0,1472
AYT27_RS05685,AYT27_RS05685,100.000,553,0,0,1,553,1,553,0.0,1105
AYT27_RS05690,AYT27_RS05690,100.000,297,0,0,1,297,1,297,0.0,608
AYT27_RS05695,AYT27_RS05695,100.000,291,0,0,1,291,1,291,0.0,602
AYT27_RS05700,AYT27_RS05700,100.000,581,0,0,1,581,1,581,0.0,1176
AYT27_RS05705,AYT27_RS05705,100.000,433,0,0,1,433,1,433,0.0,876
AYT27_RS05710,AYT27_RS05710,100.000,303,0,0,1,303,1,303,0.0,610
AYT27_RS05715,AYT27_RS05715,100.000,306,0,0,1,306,1,306,0.0,633
AYT27_RS05720,AYT27_RS05720,100.000,325,0,0,1,325,1,325,0.0,671
AYT27_RS05725,AYT27_RS05725,100.000,475,0,0,1,475,1,475,0.0,981
AYT27_RS05730,AYT27_RS05730,100.000,378,0,0,1,378,1,378,0.0,773
AYT27_RS05735,AYT27_RS05735,100.000,384,0,0,1,384,1,384,0.0,766
AYT27_RS05740,AYT27_RS05740,100.000,466,0,0,1,466,1,466,0.0,966
AYT27_RS05745,AYT27_RS05745,100.000,356,0,0,1,356,1,356,0.0,703
AYT27_RS05750,AYT27_RS05750,100.000,473,0,0,1,473,1,473,0.0,960
AYT27_RS05755,AYT27_RS05755,100.000,483,0,0,1,483,1,483,0.0,992
AYT27_RS05760,AYT27_RS05760,100.000,580,0,0,1,580,1,580,0.0,1198
AYT27_RS05765,AYT27_RS05765,100.000,134,0,0,1,134,1,134,1.49e-98,275
AYT27_RS05770,AYT27_RS05770,100.000,346,0,0,1,346,1,346,0.0,692
AYT27_RS05775,AYT27_RS05775,100.000,130,0,0,1,130,1,130,9.97e-88,247
AYT27_RS05780,AYT27_RS05780,100.000,169,0,0,1,169,1,169,2.46e-125,345
AYT27_RS05785,AYT27_RS05785,100.000,124,0,0,1,124,1,124,1.80e-88,248
AYT27_RS05790,AYT27_RS05790,100.000,114,0,0,1,114,1,114,1.01e-81,231
AYT27_RS05795,AYT27_RS05795,100.000,312,0,0,1,312,1,312,0.0,630
AYT27_RS05800,AYT27_RS05800,100.000,549,0,0,1,549,1,549,0.0,1128
AYT27_RS05805,AYT27_RS05805,100.000,176,0,0,1,176,1,176,8.24e-133,365
AYT27_RS05810,AYT27_RS05810,100.000,202,0,0,1,202,1,202,4.45e-154,421
AYT27_RS05815,AYT27_RS05815,100.000,352,0,0,1,352,1,352,0.0,693
AYT27_RS05820,AYT27_RS05820,100.000,179,0,0,1,179,1,179,6.47e-133,365
AYT27_RS05825,AYT27_RS05825,100.000,59,0,0,1,59,1,59,8.43e-41,123
AYT27_RS05830,AYT27_RS05830,100.000,104,0,0,1,104,1,104,2.30e-72,206
AYT27_RS05835,AYT27_RS05835,100.000,108,0,0,1,108,1,108,1.37e-76,217
AYT27_RS05840,AYT27_RS05840,100.000,104,0,0,1,104,1,104,3.33e-73,208
AYT27_RS05845,AYT27_RS05845,100.000,60,0,0,1,60,1,60,8.17e-39,118
AYT27_RS05850,AYT27_RS05850,100.000,25,0,0,1,25,1,25,9.35e-13,50.1
AYT27_RS05855,AYT27_RS05855,100.000,245,0,0,1,245,1,245,0.0,496
AYT27_RS05860,AYT27_RS05860,100.000,153,0,0,1,153,1,153,3.43e-115,318
AYT27_RS05865,AYT27_RS05865,100.000,667,0,0,1,667,1,667,0.0,1358
AYT27_RS05870,AYT27_RS05870,100.000,645,0,0,1,645,1,645,0.0,1332
AYT27_RS05875,AYT27_RS05875,100.000,405,0,0,1,405,1,405,0.0,826
AYT27_RS05880,AYT27_RS05880,100.000,557,0,0,1,557,1,557,0.0,1120
AYT27_RS05885,AYT27_RS05885,100.000,83,0,0,1,83,1,83,1.29e-53,157
AYT27_RS05890,AYT27_RS05890,100.000,171,0,0,1,171,1,171,1.58e-127,351
AYT27_RS05895,AYT27_RS05895,100.000,399,0,0,1,399,1,399,0.0,824
AYT27_RS05900,AYT27_RS05900,100.000,279,0,0,1,279,1,279,0.0,578
AYT27_RS05905,AYT27_RS05905,100.000,1161,0,0,1,1161,1,1161,0.0,2387
AYT27_RS05910,AYT27_RS05910,100.000,69,0,0,1,69,1,69,3.76e-48,142
AYT27_RS05915,AYT27_RS05915,100.000,400,0,0,1,400,1,400,0.0,829
AYT27_RS05920,AYT27_RS05920,100.000,301,0,0,1,301,1,301,0.0,626
AYT27_RS05925,AYT27_RS05925,100.000,317,0,0,1,317,1,317,0.0,650
AYT27_RS05930,AYT27_RS05930,100.000,464,0,0,1,464,1,464,0.0,926
AYT27_RS05935,AYT27_RS05935,100.000,352,0,0,1,352,1,352,0.0,727
AYT27_RS05940,AYT27_RS05940,100.000,157,0,0,1,157,1,157,3.14e-114,316
AYT27_RS05945,AYT27_RS05945,100.000,106,0,0,1,106,1,106,4.22e-79,223
AYT27_RS05950,AYT27_RS05950,100.000,770,0,0,1,770,1,770,0.0,1594
AYT27_RS05955,AYT27_RS05955,100.000,232,0,0,1,232,1,232,1.98e-177,482
AYT27_RS05960,AYT27_RS05960,100.000,216,0,0,1,216,1,216,1.34e-164,448
AYT27_RS05965,AYT27_RS05965,100.000,234,0,0,1,234,1,234,2.89e-174,474
AYT27_RS05970,AYT27_RS05970,100.000,446,0,0,1,446,1,446,0.0,914
AYT27_RS05975,AYT27_RS05975,100.000,166,0,0,1,166,1,166,1.79e-125,345
AYT27_RS05980,AYT27_RS05980,100.000,76,0,0,1,76,1,76,9.78e-51,149
AYT27_RS05985,AYT27_RS05985,100.000,85,0,0,1,85,1,85,1.64e-57,167
AYT27_RS05990,AYT27_RS05990,100.000,292,0,0,1,292,1,292,0.0,596
AYT27_RS05995,AYT27_RS05995,100.000,359,0,0,1,359,1,359,0.0,736
AYT27_RS06000,AYT27_RS06000,100.000,256,0,0,1,256,1,256,0.0,536
AYT27_RS06005,AYT27_RS06005,100.000,310,0,0,1,310,1,310,0.0,632
AYT27_RS06010,AYT27_RS06010,100.000,499,0,0,1,499,1,499,0.0,1014
AYT27_RS06015,AYT27_RS06015,100.000,206,0,0,1,206,1,206,6.69e-153,418
AYT27_RS06020,AYT27_RS06020,100.000,193,0,0,1,193,1,193,2.48e-145,398
AYT27_RS06025,AYT27_RS06025,100.000,77,0,0,1,77,1,77,2.53e-53,156
AYT27_RS06030,AYT27_RS06030,100.000,249,0,0,1,249,1,249,0.0,514
AYT27_RS06035,AYT27_RS06035,100.000,367,0,0,1,367,1,367,0.0,753
AYT27_RS06040,AYT27_RS06040,100.000,146,0,0,1,146,1,146,2.79e-108,300
AYT27_RS06045,AYT27_RS06045,100.000,63,0,0,1,63,1,63,5.22e-43,129
AYT27_RS06050,AYT27_RS06050,100.000,231,0,0,1,231,1,231,1.21e-163,447
AYT27_RS06055,AYT27_RS06055,100.000,74,0,0,1,74,1,74,4.49e-51,150
AYT27_RS06060,AYT27_RS06060,100.000,158,0,0,1,158,1,158,1.20e-120,332
AYT27_RS06065,AYT27_RS06065,100.000,417,0,0,1,417,1,417,0.0,856
