Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS13560,BAB_RS29465,99.671,607,2,0,1,607,1,607,0.0,1246
BME_RS13565,BAB_RS29470,100.000,702,0,0,1,702,1,702,0.0,1405
BME_RS13570,BAB_RS29475,97.938,97,0,1,1,97,1,95,2.55e-66,191
BME_RS13575,BAB_RS29480,99.573,1170,5,0,1,1170,1,1170,0.0,2362
BME_RS13580,BAB_RS29485,100.000,139,0,0,1,139,1,139,4.89e-103,287
BME_RS13585,BAB_RS29490,99.554,224,1,0,1,224,1,224,3.01e-167,456
BME_RS13590,BAB_RS29495,99.837,615,1,0,1,615,1,615,0.0,1263
BME_RS13595,BAB_RS29500,100.000,205,0,0,1,205,1,205,2.67e-151,414
BME_RS13600,BAB_RS29505,100.000,112,0,0,1,112,1,112,1.49e-83,236
BME_RS13605,BAB_RS29510,100.000,414,0,0,1,414,1,414,0.0,833
BME_RS13610,BAB_RS29515,99.638,276,1,0,1,276,1,276,0.0,552
BME_RS13615,BAB_RS29520,100.000,238,0,0,1,238,1,238,4.15e-177,483
BME_RS13620,BAB_RS33325,98.333,60,1,0,1,60,1,60,1.16e-39,121
BME_RS13625,BAB_RS29530,100.000,520,0,0,1,520,1,520,0.0,1040
BME_RS13630,BAB_RS29535,99.643,280,1,0,1,280,1,280,0.0,555
BME_RS13635,BAB_RS29540,98.366,306,0,1,1,306,1,301,0.0,575
BME_RS13640,BAB_RS29545,98.873,355,4,0,1,355,1,355,0.0,721
BME_RS13645,BAB_RS29550,100.000,437,0,0,1,437,1,437,0.0,901
BME_RS13650,BAB_RS29555,97.516,161,4,0,1,161,1,161,8.47e-115,318
BME_RS13655,BAB_RS29560,99.029,103,1,0,1,103,1,103,8.54e-75,213
BME_RS13660,BAB_RS29565,100.000,104,0,0,1,104,1,104,2.61e-77,219
BME_RS13665,BAB_RS29570,100.000,152,0,0,1,152,1,152,2.55e-111,309
BME_RS13670,BAB_RS29575,99.342,152,1,0,1,152,1,152,9.63e-111,308
BME_RS13675,BAB_RS29580,100.000,30,0,0,1,30,1,30,1.13e-15,58.5
BME_RS13680,BAB_RS29585,100.000,135,0,0,1,135,1,135,8.75e-97,271
BME_RS13685,BAB_RS29590,100.000,107,0,0,1,107,1,107,7.90e-78,221
BME_RS13690,BAB_RS32295,97.479,119,3,0,1,119,1,119,7.84e-85,244
BME_RS13695,BAB_RS29600,99.355,155,1,0,1,155,1,155,5.96e-113,313
BME_RS13700,BAB_RS29605,99.145,117,1,0,1,117,1,117,4.16e-81,230
BME_RS13705,BAB_RS29610,96.037,328,10,1,1,325,1,328,0.0,649
BME_RS13715,BAB_RS29615,100.000,201,0,0,1,201,1,201,2.19e-151,414
BME_RS13730,BAB_RS20720,99.180,122,1,0,1,122,1,122,7.24e-87,245
BME_RS13735,BAB_RS29625,97.260,73,2,0,1,73,1,73,3.67e-42,149
BME_RS13740,BAB_RS29630,98.333,60,1,0,49,108,1,60,1.05e-40,125
BME_RS13745,BAB_RS29635,100.000,165,0,0,1,165,1,165,1.25e-122,339
BME_RS13750,BAB_RS29640,99.588,243,1,0,1,243,72,314,0.0,500
BME_RS13755,BAB_RS29645,100.000,181,0,0,1,181,1,181,1.04e-137,378
BME_RS13760,BAB_RS29650,99.789,474,1,0,1,474,1,474,0.0,952
BME_RS13765,BAB_RS29655,41.975,81,39,2,1,81,1,73,5.41e-09,55.5
BME_RS13770,BAB_RS29660,99.390,328,2,0,1,328,1,328,0.0,662
BME_RS13775,BAB_RS29665,98.333,180,3,0,19,198,158,337,2.29e-131,369
BME_RS13780,BAB_RS29670,100.000,115,0,0,1,115,1,115,2.48e-84,238
BME_RS13785,BAB_RS29675,99.810,525,1,0,1,525,1,525,0.0,1085
BME_RS13790,BAB_RS29680,99.619,525,2,0,1,525,1,525,0.0,1083
BME_RS13795,BAB_RS29685,99.674,307,1,0,1,307,1,307,0.0,595
BME_RS13800,BAB_RS29690,98.939,377,4,0,1,377,1,377,0.0,741
BME_RS13805,BAB_RS29695,100.000,536,0,0,1,536,1,536,0.0,1083
BME_RS13810,BAB_RS29700,99.528,212,1,0,1,212,1,212,3.69e-161,440
BME_RS13815,BAB_RS29715,100.000,436,0,0,1,436,1,436,0.0,851
BME_RS13820,BAB_RS29720,100.000,340,0,0,1,340,1,340,0.0,690
BME_RS13825,BAB_RS29725,99.513,821,2,1,1,821,1,819,0.0,1648
BME_RS13830,BAB_RS29730,99.567,231,1,0,23,253,1,231,1.17e-171,469
BME_RS13835,BAB_RS29735,98.915,461,5,0,1,461,1,461,0.0,914
BME_RS13840,BAB_RS29740,99.768,431,1,0,1,431,1,431,0.0,857
BME_RS13845,BAB_RS29745,99.703,337,1,0,1,337,1,337,0.0,692
BME_RS13850,BAB_RS29750,96.341,410,0,1,1,410,1,395,0.0,814
BME_RS13855,BAB_RS29755,100.000,83,0,0,1,83,1,83,1.69e-58,170
BME_RS13860,BAB_RS29760,100.000,333,0,0,1,333,1,333,0.0,678
BME_RS13865,BAB_RS29765,98.596,356,5,0,1,356,1,356,0.0,734
BME_RS13870,BAB_RS29770,100.000,279,0,0,1,279,1,279,0.0,549
BME_RS13875,BAB_RS29775,100.000,314,0,0,1,314,1,314,0.0,630
BME_RS13890,BAB_RS29790,100.000,295,0,0,1,295,1,295,0.0,594
BME_RS13895,BAB_RS29795,99.611,257,1,0,1,257,1,257,0.0,513
BME_RS13900,BAB_RS29800,100.000,51,0,0,1,51,1,51,2.84e-33,104
BME_RS13905,BAB_RS29805,96.296,27,1,0,1,27,1,27,6.50e-10,56.6
BME_RS13910,BAB_RS29810,100.000,525,0,0,1,525,1,525,0.0,1057
BME_RS13915,BAB_RS29815,99.286,560,4,0,1,560,1,560,0.0,1063
BME_RS13920,BAB_RS29820,99.654,578,2,0,1,578,1,578,0.0,1137
BME_RS13925,BAB_RS29825,100.000,178,0,0,1,178,1,178,5.05e-131,361
BME_RS13930,BAB_RS29830,100.000,120,0,0,1,120,1,120,8.18e-84,237
BME_RS13935,BAB_RS29835,100.000,93,0,0,1,93,1,93,7.04e-61,177
BME_RS13940,BAB_RS29840,99.415,171,1,0,1,171,1,171,3.34e-125,346
BME_RS13945,BAB_RS29845,99.446,542,3,0,1,542,1,542,0.0,1064
BME_RS13950,BAB_RS29850,99.107,112,1,0,1,112,1,112,6.34e-77,219
BME_RS13955,BAB_RS29855,99.794,972,2,0,1,972,1,972,0.0,1921
BME_RS13960,BAB_RS29860,100.000,442,0,0,1,442,1,442,0.0,899
BME_RS13965,BAB_RS29865,100.000,199,0,0,1,199,1,199,3.34e-150,411
BME_RS13970,BAB_RS29870,100.000,172,0,0,1,172,1,172,1.33e-125,347
BME_RS13975,BAB_RS29875,100.000,93,0,0,1,93,1,93,3.60e-68,195
BME_RS13980,BAB_RS29880,100.000,346,0,0,1,346,1,346,0.0,714
BME_RS13985,BAB_RS29885,99.206,378,3,0,1,378,1,378,0.0,752
BME_RS13990,BAB_RS29890,99.528,212,1,0,1,212,1,212,1.62e-155,426
BME_RS13995,BAB_RS29895,99.528,424,2,0,1,424,1,424,0.0,874
BME_RS14000,BAB_RS29900,100.000,326,0,0,1,326,1,326,0.0,660
BME_RS14015,BAB_RS29910,99.673,306,1,0,1,306,1,306,0.0,635
BME_RS14020,BAB_RS29915,99.661,295,1,0,1,295,1,295,0.0,608
BME_RS14025,BAB_RS29920,100.000,477,0,0,1,477,1,477,0.0,955
BME_RS14035,BAB_RS29930,100.000,206,0,0,1,206,1,206,6.49e-151,417
BME_RS14040,BAB_RS29935,100.000,149,0,0,1,149,1,149,3.74e-108,301
BME_RS14045,BAB_RS29940,99.528,424,2,0,1,424,1,424,0.0,849
BME_RS14050,BAB_RS29945,100.000,116,0,0,1,116,1,116,1.06e-84,239
BME_RS14055,BAB_RS29950,100.000,72,0,0,1,72,1,72,7.27e-46,137
BME_RS14060,BAB_RS29955,100.000,66,0,0,1,66,1,66,1.33e-44,134
BME_RS14065,BAB_RS29960,100.000,238,0,0,1,238,1,238,2.35e-176,481
BME_RS14070,BAB_RS29965,99.789,474,1,0,1,474,1,474,0.0,947
BME_RS14075,BAB_RS29970,100.000,349,0,0,1,349,1,349,0.0,707
BME_RS14080,BAB_RS29975,97.357,227,6,0,1,227,1,227,4.54e-153,446
BME_RS14085,BAB_RS29980,99.383,162,1,0,1,162,1,162,8.26e-116,321
BME_RS14090,BAB_RS33380,100.000,59,0,0,1,59,1,59,1.19e-39,121
BME_RS14095,BAB_RS29985,100.000,363,0,0,1,363,1,363,0.0,739
BME_RS14100,BAB_RS29990,99.608,255,1,0,1,255,1,255,0.0,514
BME_RS14105,BAB_RS29995,99.632,272,1,0,1,272,1,272,0.0,523
BME_RS14110,BAB_RS30000,99.242,132,1,0,1,132,1,132,4.73e-95,266
BME_RS14115,BAB_RS30005,100.000,379,0,0,1,379,1,379,0.0,760
BME_RS14120,BAB_RS33385,96.512,172,6,0,1,172,1,172,1.99e-117,337
BME_RS14125,BAB_RS30020,99.363,314,2,0,1,314,1,314,0.0,614
BME_RS14130,BAB_RS30025,100.000,239,0,0,1,239,1,239,8.62e-179,487
BME_RS14135,BAB_RS30030,99.716,352,1,0,1,352,1,352,0.0,695
BME_RS14140,BAB_RS30035,100.000,235,0,0,1,235,1,235,8.12e-174,474
BME_RS14145,BAB_RS30040,100.000,145,0,0,1,145,1,145,4.82e-100,280
BME_RS14150,BAB_RS30045,100.000,136,0,0,1,136,1,136,3.98e-89,252
BME_RS14155,BAB_RS30050,100.000,107,0,0,1,107,1,107,1.38e-75,215
BME_RS14160,BAB_RS30055,99.681,313,1,0,1,313,1,313,0.0,613
BME_RS14165,BAB_RS30060,100.000,164,0,0,1,164,1,164,3.15e-120,333
BME_RS14170,BAB_RS30065,99.515,412,2,0,1,412,1,412,0.0,835
BME_RS14175,BAB_RS30070,100.000,41,0,0,1,41,1,41,2.45e-26,86.3
BME_RS14180,BAB_RS30075,99.694,327,1,0,1,327,1,327,0.0,662
BME_RS14185,BAB_RS30085,99.333,300,2,0,256,555,1,300,0.0,611
BME_RS14190,BAB_RS26510,33.074,257,154,6,1,253,3,245,8.28e-35,122
BME_RS14195,BAB_RS30095,98.737,396,5,0,1,396,1,396,0.0,786
BME_RS14200,BAB_RS30100,100.000,345,0,0,1,345,1,345,0.0,706
BME_RS14205,BAB_RS30105,99.315,146,1,0,1,146,1,146,5.33e-109,303
BME_RS14210,BAB_RS30110,100.000,295,0,0,1,295,1,295,0.0,590
BME_RS14215,BAB_RS30115,99.538,433,2,0,1,433,1,433,0.0,829
BME_RS14220,BAB_RS30120,100.000,55,0,0,1,55,1,55,4.48e-38,116
BME_RS14225,BAB_RS30125,100.000,438,0,0,1,438,1,438,0.0,895
BME_RS14230,BAB_RS33400,99.573,234,1,0,193,426,1,234,1.44e-160,448
BME_RS14235,BAB_RS30140,98.500,200,3,0,19,218,1,200,2.20e-149,410
BME_RS14260,BAB_RS19430,29.344,259,133,8,1,250,1,218,7.07e-19,82.4
BME_RS14270,BAB_RS31385,26.585,410,266,11,14,408,15,404,3.72e-28,112
BME_RS14275,BAB_RS18565,27.703,148,92,5,187,325,192,333,4.56e-08,50.8
BME_RS14295,BAB_RS22855,32.222,180,89,7,145,305,175,340,5.30e-08,50.4
BME_RS14320,BAB_RS23735,65.234,256,70,6,1,240,9,261,2.32e-111,317
BME_RS14325,BAB_RS23165,28.500,200,131,4,149,338,137,334,2.70e-11,60.8
BME_RS14340,BAB_RS18530,64.045,356,123,1,4,354,3,358,3.30e-172,480
BME_RS14350,BAB_RS30150,100.000,415,0,0,1,415,1,415,0.0,837
BME_RS14355,BAB_RS30155,99.863,729,1,0,1,729,1,729,0.0,1461
BME_RS14360,BAB_RS30160,100.000,255,0,0,1,255,1,255,0.0,529
BME_RS14365,BAB_RS30165,99.206,252,2,0,1,252,1,252,0.0,515
BME_RS14370,BAB_RS30170,100.000,86,0,0,1,86,1,86,9.08e-63,181
BME_RS14375,BAB_RS30175,99.742,388,1,0,1,388,1,388,0.0,766
BME_RS14380,BAB_RS30180,99.609,512,2,0,1,512,1,512,0.0,993
BME_RS14385,BAB_RS30185,100.000,249,0,0,1,249,1,249,0.0,503
BME_RS14390,BAB_RS30190,99.810,527,1,0,1,527,1,527,0.0,1079
BME_RS14395,BAB_RS30195,99.636,275,1,0,45,319,1,275,0.0,544
BME_RS14400,BAB_RS30200,100.000,290,0,0,1,290,1,290,0.0,565
BME_RS14405,BAB_RS30205,99.016,305,3,0,1,305,1,305,0.0,612
BME_RS14410,BAB_RS30210,99.112,338,3,0,1,338,1,338,0.0,682
BME_RS14415,BAB_RS30215,100.000,317,0,0,1,317,1,317,0.0,642
BME_RS14420,BAB_RS30220,99.392,329,2,0,1,329,1,329,0.0,670
BME_RS14425,BAB_RS30225,99.698,331,1,0,1,331,1,331,0.0,676
BME_RS14430,BAB_RS30230,99.733,375,1,0,1,375,1,375,0.0,752
BME_RS14435,BAB_RS30235,98.997,399,4,0,1,399,1,399,0.0,795
BME_RS14440,BAB_RS30240,99.160,476,4,0,1,476,1,476,0.0,966
BME_RS14445,BAB_RS30245,100.000,544,0,0,1,544,1,544,0.0,1115
BME_RS14450,BAB_RS30250,99.632,272,1,0,1,272,1,272,0.0,542
BME_RS14455,BAB_RS30255,99.623,265,1,0,1,265,1,265,0.0,535
BME_RS14460,BAB_RS30260,100.000,234,0,0,1,234,1,234,5.37e-172,469
BME_RS14465,BAB_RS30265,99.507,609,3,0,299,907,1,609,0.0,1221
BME_RS14475,BAB_RS30275,99.752,403,1,0,1,403,1,403,0.0,811
BME_RS14480,BAB_RS30280,100.000,335,0,0,1,335,1,335,0.0,671
BME_RS14485,BAB_RS30285,100.000,225,0,0,1,225,1,225,4.88e-168,458
BME_RS14490,BAB_RS30290,99.742,387,1,0,1,387,1,387,0.0,788
BME_RS14500,BAB_RS30300,99.501,401,2,0,1,401,1,401,0.0,806
BME_RS14505,BAB_RS30305,99.874,792,1,0,1,792,1,792,0.0,1646
BME_RS14510,BAB_RS30310,98.532,477,7,0,1,477,1,477,0.0,942
BME_RS14515,BAB_RS30315,100.000,278,0,0,1,278,1,278,0.0,546
BME_RS14520,BAB_RS30320,99.242,132,1,0,1,132,1,132,3.11e-96,269
BME_RS14525,BAB_RS30325,100.000,182,0,0,1,182,1,182,1.15e-135,373
BME_RS14530,BAB_RS30330,98.904,456,5,0,1,456,1,456,0.0,915
BME_RS14535,BAB_RS30335,99.524,210,1,0,1,210,1,210,3.43e-153,420
BME_RS14540,BAB_RS30340,100.000,151,0,0,1,151,1,151,3.33e-110,306
BME_RS14545,BAB_RS30345,100.000,71,0,0,1,71,1,71,4.57e-39,142
BME_RS14555,BAB_RS30350,81.373,204,32,2,1,200,1,202,1.03e-112,317
BME_RS14565,BAB_RS30360,100.000,499,0,0,1,499,1,499,0.0,1046
BME_RS14570,BAB_RS30365,99.685,317,1,0,1,317,1,317,0.0,644
BME_RS14575,BAB_RS30370,98.925,372,1,1,1,369,1,372,0.0,758
BME_RS14580,BAB_RS30375,100.000,497,0,0,1,497,1,497,0.0,1000
BME_RS14585,BAB_RS30380,100.000,451,0,0,1,451,1,451,0.0,895
BME_RS14590,BAB_RS30385,100.000,353,0,0,16,368,1,353,0.0,709
BME_RS14595,BAB_RS30390,100.000,477,0,0,1,477,1,477,0.0,962
BME_RS14600,BAB_RS30395,99.788,471,1,0,1,471,1,471,0.0,967
BME_RS14615,BAB_RS30405,99.434,530,3,0,1,530,1,530,0.0,1081
BME_RS14620,BAB_RS30410,100.000,83,0,0,1,83,1,83,5.75e-57,166
BME_RS14625,BAB_RS30415,100.000,114,0,0,1,114,1,114,1.38e-79,226
BME_RS14630,BAB_RS30420,85.641,195,21,1,1,188,1,195,1.95e-113,328
BME_RS14635,BAB_RS30425,99.804,510,1,0,1,510,1,510,0.0,999
BME_RS14640,BAB_RS30430,99.569,464,2,0,1,464,1,464,0.0,960
BME_RS14650,BAB_RS30435,100.000,177,0,0,1,177,1,177,5.15e-127,351
BME_RS14655,BAB_RS30440,98.054,411,4,1,1,407,1,411,0.0,811
BME_RS14660,BAB_RS30450,94.393,1070,56,2,1,1068,1,1068,0.0,1991
BME_RS14665,BAB_RS30455,100.000,166,0,0,1,166,1,166,1.87e-121,336
BME_RS14670,BAB_RS30460,99.429,175,1,0,1,175,1,175,5.27e-132,363
BME_RS14675,BAB_RS30465,100.000,71,0,0,1,71,1,71,6.92e-49,145
BME_RS14680,BAB_RS30470,99.225,258,2,0,1,258,1,258,2.04e-178,488
BME_RS14685,BAB_RS30475,97.692,390,9,0,1,390,1,390,0.0,750
BME_RS14690,BAB_RS30480,99.437,355,2,0,1,355,1,355,0.0,724
BME_RS14695,BAB_RS30485,100.000,348,0,0,1,348,1,348,0.0,701
BME_RS14700,BAB_RS30490,98.462,130,2,0,1,130,1,130,3.82e-90,254
BME_RS14705,BAB_RS30495,100.000,25,0,0,1,25,1,25,2.32e-13,52.4
BME_RS14715,BAB_RS30505,100.000,90,0,0,1,90,1,90,4.48e-62,180
BME_RS14720,BAB_RS30510,99.631,271,1,0,1,271,1,271,0.0,536
BME_RS14725,BAB_RS30515,100.000,248,0,0,1,248,1,248,0.0,498
BME_RS14730,BAB_RS30520,99.392,329,2,0,1,329,1,329,0.0,677
BME_RS14735,BAB_RS30525,100.000,738,0,0,1,738,1,738,0.0,1538
BME_RS14740,BAB_RS30530,100.000,135,0,0,1,135,1,135,1.01e-98,276
BME_RS14745,BAB_RS30535,100.000,73,0,0,1,73,1,73,2.65e-52,154
BME_RS14750,BAB_RS30540,100.000,286,0,0,1,286,1,286,0.0,560
BME_RS14755,BAB_RS30545,100.000,76,0,0,1,76,26,101,9.55e-53,156
BME_RS14760,BAB_RS30550,98.305,354,0,1,1,348,1,354,0.0,708
BME_RS14765,BAB_RS30555,99.234,261,2,0,1,261,1,261,0.0,531
BME_RS14770,BAB_RS30560,91.870,123,10,0,1,123,1,123,1.69e-77,237
BME_RS14775,BAB_RS30565,98.010,201,4,0,70,270,3,203,5.72e-136,379
BME_RS14780,BAB_RS30570,93.548,155,10,0,1,155,1,155,1.72e-94,283
BME_RS14785,BAB_RS33460,100.000,73,0,0,349,421,1,73,2.01e-46,151
BME_RS14790,BAB_RS27570,30.267,337,227,3,1,335,5,335,5.22e-38,135
BME_RS14795,BAB_RS30665,21.359,206,149,5,5,201,6,207,1.30e-09,53.1
BME_RS14800,BAB_RS30575,99.674,307,1,0,609,915,8,314,0.0,613
BME_RS14805,BAB_RS30580,99.437,355,2,0,1,355,1,355,0.0,767
BME_RS14810,BAB_RS30585,99.805,512,1,0,1,512,1,512,0.0,1069
BME_RS14815,BAB_RS30590,99.149,235,2,0,1,235,1,235,2.59e-174,475
BME_RS14820,BAB_RS30595,100.000,241,0,0,1,241,1,241,5.96e-177,482
BME_RS14825,BAB_RS30600,100.000,271,0,0,1,271,41,311,0.0,541
BME_RS14830,BAB_RS30605,100.000,178,0,0,1,178,1,178,7.75e-131,360
BME_RS14835,BAB_RS30610,100.000,196,0,0,1,196,1,196,1.69e-144,397
BME_RS14840,BAB_RS33465,99.206,504,4,0,1,504,1,504,0.0,1014
BME_RS14845,BAB_RS30625,100.000,174,0,0,1,174,1,174,3.15e-126,348
BME_RS14850,BAB_RS30630,100.000,325,0,0,1,325,1,325,0.0,669
BME_RS14855,BAB_RS30635,99.677,310,1,0,1,310,1,310,0.0,635
BME_RS14860,BAB_RS30640,99.644,281,1,0,1,281,1,281,0.0,573
BME_RS14865,BAB_RS30645,100.000,263,0,0,1,263,1,263,0.0,519
BME_RS14870,BAB_RS30650,91.892,37,3,0,1,37,1,37,1.84e-13,67.0
BME_RS14875,BAB_RS30655,99.274,413,3,0,1,413,1,413,0.0,810
BME_RS14880,BAB_RS30660,98.630,146,2,0,1,146,1,146,1.31e-104,291
BME_RS14890,BAB_RS30670,98.507,268,4,0,1,268,59,326,0.0,544
BME_RS14895,BAB_RS30670,98.276,58,1,0,1,58,1,58,9.34e-36,119
BME_RS14900,BAB_RS30675,100.000,179,0,0,1,179,1,179,3.89e-135,372
BME_RS14905,BAB_RS30680,98.551,276,1,1,1,273,1,276,0.0,509
BME_RS14910,BAB_RS30685,99.698,331,1,0,1,331,1,331,0.0,668
BME_RS14915,BAB_RS30690,100.000,464,0,0,1,464,1,464,0.0,946
BME_RS14920,BAB_RS30695,99.687,639,2,0,1,639,1,639,0.0,1332
BME_RS14925,BAB_RS30700,99.468,752,4,0,1,752,1,752,0.0,1522
BME_RS14930,BAB_RS30705,100.000,63,0,0,1,63,1,63,7.07e-44,132
BME_RS14935,BAB_RS30710,100.000,616,0,0,1,616,1,616,0.0,1260
BME_RS14940,BAB_RS30715,99.429,175,1,0,1,175,1,175,3.50e-128,353
BME_RS14945,BAB_RS30720,99.548,221,1,0,1,221,1,221,3.89e-164,448
BME_RS14950,BAB_RS30725,100.000,534,0,0,1,534,1,534,0.0,1079
BME_RS14955,BAB_RS30730,100.000,242,0,0,1,242,1,242,0.0,493
BME_RS14960,BAB_RS30735,99.756,409,1,0,1,409,4,412,0.0,790
BME_RS14965,BAB_RS30740,99.541,218,1,0,1,218,1,218,1.06e-155,431
BME_RS14970,BAB_RS30745,100.000,350,0,0,1,350,1,350,0.0,708
BME_RS14975,BAB_RS30755,99.715,351,1,0,1,351,1,351,0.0,722
BME_RS14980,BAB_RS30760,99.134,231,2,0,1,231,1,231,1.13e-172,471
BME_RS14985,BAB_RS30765,99.673,306,1,0,1,306,1,306,0.0,631
BME_RS14990,BAB_RS30770,100.000,376,0,0,1,376,1,376,0.0,772
BME_RS14995,BAB_RS30775,99.517,207,1,0,1,207,1,207,7.01e-152,416
BME_RS15000,BAB_RS30780,99.485,194,1,0,1,194,1,194,2.31e-141,389
BME_RS15005,BAB_RS30785,100.000,391,0,0,1,391,1,391,0.0,801
BME_RS15010,BAB_RS30790,100.000,108,0,0,1,108,1,108,9.60e-78,221
BME_RS15015,BAB_RS30795,99.429,175,1,0,1,175,1,175,1.63e-125,347
BME_RS15020,BAB_RS30800,100.000,455,0,0,1,455,1,455,0.0,878
BME_RS15025,BAB_RS30805,97.938,97,0,1,1,97,1,95,1.29e-60,176
BME_RS15030,BAB_RS30810,99.526,633,3,0,1,633,1,633,0.0,1267
BME_RS15035,BAB_RS30815,100.000,270,0,0,1,270,1,270,0.0,548
BME_RS15040,BAB_RS30820,99.332,449,3,0,1,449,1,449,0.0,897
BME_RS15045,BAB_RS30825,100.000,150,0,0,1,150,1,150,2.96e-114,316
BME_RS15050,BAB_RS30830,100.000,92,0,0,1,92,1,92,6.22e-60,174
BME_RS15055,BAB_RS30835,94.180,189,2,1,1,189,1,180,2.11e-122,340
BME_RS15065,BAB_RS30845,100.000,137,0,0,1,137,1,137,4.07e-100,280
BME_RS15070,BAB_RS30850,99.526,422,2,0,1,422,1,422,0.0,817
BME_RS15075,BAB_RS30855,99.130,345,3,0,1,345,1,345,0.0,692
BME_RS15080,BAB_RS30860,99.688,320,1,0,1,320,1,320,0.0,659
BME_RS15085,BAB_RS30865,99.571,233,1,0,1,233,1,233,1.30e-172,471
BME_RS15090,BAB_RS30870,100.000,297,0,0,1,297,1,297,0.0,571
BME_RS15095,BAB_RS30875,98.667,75,1,0,1,75,1,75,7.96e-52,152
BME_RS15100,BAB_RS27460,99.684,316,1,0,76,391,1,316,0.0,656
BME_RS15105,BAB_RS27455,100.000,325,0,0,1,325,1,325,0.0,654
BME_RS15110,BAB_RS27450,99.836,611,1,0,123,733,1,611,0.0,1230
BME_RS15115,BAB_RS27440,100.000,156,0,0,1,156,1,156,5.00e-112,311
BME_RS15120,BAB_RS27435,100.000,131,0,0,1,131,1,131,9.25e-95,266
BME_RS15125,BAB_RS27430,100.000,225,0,0,1,225,1,225,2.47e-168,459
BME_RS15130,BAB_RS27425,99.776,447,1,0,1,447,1,447,0.0,895
BME_RS15140,BAB_RS27420,100.000,154,0,0,1,154,1,154,7.22e-111,308
BME_RS15145,BAB_RS27415,99.528,424,2,0,1,424,1,424,0.0,852
BME_RS15150,BAB_RS27405,93.606,391,14,1,1,380,1,391,0.0,746
BME_RS15155,BAB_RS27400,99.605,506,2,0,1,506,264,769,0.0,1026
BME_RS15160,BAB_RS27400,99.590,244,1,0,1,244,1,244,2.72e-171,489
BME_RS15165,BAB_RS27395,100.000,284,0,0,1,284,1,284,0.0,584
BME_RS15170,BAB_RS27390,97.917,384,4,1,1,380,1,384,0.0,763
BME_RS15175,BAB_RS27385,99.099,333,3,0,1,333,1,333,0.0,665
BME_RS15180,BAB_RS27380,100.000,623,0,0,1,623,1,623,0.0,1255
BME_RS15185,BAB_RS27375,98.718,78,1,0,1,78,1,78,9.12e-55,160
BME_RS15190,BAB_RS27370,100.000,341,0,0,1,341,1,341,0.0,685
BME_RS15195,BAB_RS27365,99.552,446,2,0,1,446,1,446,0.0,909
BME_RS15200,BAB_RS27360,100.000,258,0,0,1,258,1,258,0.0,520
BME_RS15205,BAB_RS27355,100.000,83,0,0,1,83,1,83,8.72e-60,173
BME_RS15210,BAB_RS27350,99.628,269,1,0,1,269,1,269,0.0,540
BME_RS15215,BAB_RS27345,99.329,447,3,0,1,447,1,447,0.0,881
BME_RS15220,BAB_RS27340,99.511,614,3,0,1,614,1,614,0.0,1213
BME_RS15225,BAB_RS27335,99.659,293,1,0,1,293,1,293,0.0,588
BME_RS15230,BAB_RS27330,99.688,320,1,0,135,454,1,320,0.0,650
BME_RS15235,BAB_RS27320,99.206,504,4,0,1,504,11,514,0.0,1022
BME_RS15240,BAB_RS27315,99.465,187,1,0,1,187,1,187,2.42e-135,373
BME_RS15245,BAB_RS27310,99.484,581,3,0,1,581,1,581,0.0,1121
BME_RS15250,BAB_RS27305,100.000,157,0,0,1,157,1,157,6.31e-116,321
BME_RS15255,BAB_RS27300,98.387,186,3,0,1,186,1,186,2.60e-132,365
BME_RS15260,BAB_RS27295,100.000,223,0,0,1,223,1,223,2.46e-164,449
BME_RS15265,BAB_RS27290,99.691,972,3,0,1,972,1,972,0.0,2001
BME_RS15270,BAB_RS27285,100.000,329,0,0,1,329,1,329,0.0,665
BME_RS15275,BAB_RS27280,98.936,282,3,0,1,282,1,282,0.0,563
BME_RS15280,BAB_RS27275,100.000,98,0,0,1,98,1,98,9.65e-66,189
BME_RS15285,BAB_RS27270,99.817,546,1,0,1,546,1,546,0.0,1065
BME_RS15290,BAB_RS27265,100.000,84,0,0,1,84,1,84,2.43e-57,167
BME_RS15295,BAB_RS27260,100.000,463,0,0,1,463,1,463,0.0,947
BME_RS15300,BAB_RS27255,100.000,133,0,0,1,133,1,133,3.08e-90,254
BME_RS15305,BAB_RS27250,100.000,79,0,0,1,79,1,79,1.20e-55,162
BME_RS15310,BAB_RS27245,99.515,412,2,0,1,412,1,412,0.0,813
BME_RS15315,BAB_RS27240,98.701,231,3,0,1,231,1,231,4.89e-167,456
BME_RS15320,BAB_RS27235,99.734,376,1,0,1,376,1,376,0.0,744
BME_RS15325,BAB_RS27230,99.602,502,2,0,1,502,1,502,0.0,1004
BME_RS15330,BAB_RS27225,99.512,205,1,0,1,205,1,205,1.92e-146,402
BME_RS15335,BAB_RS27220,99.541,218,1,0,1,218,1,218,5.83e-165,450
BME_RS15340,BAB_RS27215,99.065,214,2,0,1,214,1,214,2.04e-157,433
BME_RS15345,BAB_RS27205,100.000,275,0,0,1,275,1,275,0.0,565
BME_RS15350,BAB_RS27200,98.845,433,1,1,1,429,1,433,0.0,879
BME_RS15355,BAB_RS27195,99.710,345,1,0,1,345,66,410,0.0,694
BME_RS15360,BAB_RS27195,100.000,60,0,0,1,60,1,60,1.82e-35,119
