Abortus2308|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS24130,CC_3295,48.026,152,73,3,15,166,23,168,1.56e-37,124
BAB_RS24140,CC_3264,31.771,192,127,4,13,201,5,195,5.11e-20,81.6
BAB_RS24145,CC_2045,29.921,127,85,1,193,319,742,864,8.22e-11,60.1
BAB_RS24150,CC_0721,40.323,186,111,0,1,186,1,186,1.19e-55,171
BAB_RS24155,CC_3269,50.394,254,123,3,10,260,1,254,5.10e-90,264
BAB_RS24165,CC_0201,30.263,152,88,6,192,340,86,222,4.47e-08,50.1
BAB_RS24170,CC_3274,52.249,578,276,0,94,671,34,611,0.0,576
BAB_RS24175,CC_3275,61.972,71,27,0,1,71,1,71,2.35e-31,101
BAB_RS24180,CC_3243,59.600,250,97,1,1,246,1,250,1.61e-100,290
BAB_RS24185,CC_1776,28.571,189,126,2,25,208,16,200,9.58e-19,78.6
BAB_RS24200,CC_0347,62.403,258,80,3,6,247,45,301,3.27e-103,299
BAB_RS24205,CC_3244,56.985,272,114,2,1,270,5,275,3.57e-107,309
BAB_RS24210,CC_3245,36.552,145,87,3,49,190,62,204,6.05e-21,83.6
BAB_RS24215,CC_3247,40.000,70,42,0,1,70,1,70,1.29e-16,67.0
BAB_RS24225,CC_3620,58.970,641,258,3,9,648,7,643,0.0,761
BAB_RS24230,CC_3248,72.836,335,91,0,1,335,1,335,0.0,507
BAB_RS24235,CC_3249,61.266,395,153,0,1,395,1,395,3.71e-164,463
BAB_RS24245,CC_3581,40.224,624,343,15,13,622,33,640,2.12e-144,431
BAB_RS24255,CC_2312,42.079,202,116,1,1,201,23,224,8.68e-42,140
BAB_RS24260,CC_2103,38.889,126,76,1,11,135,28,153,3.11e-26,93.6
BAB_RS24265,CC_3292,48.035,229,100,5,15,229,1,224,3.62e-67,203
BAB_RS24270,CC_3293,50.613,326,154,3,9,333,1,320,2.24e-93,278
BAB_RS24290,CC_3291,42.857,56,32,0,1,56,14,69,3.39e-09,44.7
BAB_RS24295,CC_3288,39.726,73,38,2,1,67,67,139,1.61e-09,47.4
BAB_RS24300,CC_3284,73.684,152,40,0,5,156,8,159,1.74e-73,214
BAB_RS24305,CC_3283,51.811,359,170,2,1,358,1,357,5.43e-124,358
BAB_RS24310,CC_3321,73.171,41,11,0,1,41,1,41,2.94e-19,68.6
BAB_RS24320,CC_2051,49.263,475,240,1,1,475,1,474,2.03e-153,442
BAB_RS24335,CC_3319,53.012,83,35,1,2,84,9,87,7.37e-25,86.3
BAB_RS24340,CC_2631,45.641,585,311,6,4,585,8,588,2.74e-132,397
BAB_RS24360,CC_3135,26.540,211,137,7,69,275,111,307,4.37e-09,54.7
BAB_RS24365,CC_3134,38.397,237,144,1,7,241,15,251,2.82e-46,155
BAB_RS24370,CC_0877,36.527,167,84,5,102,259,87,240,8.93e-22,91.3
BAB_RS24380,CC_3098,46.154,260,131,4,42,297,29,283,2.31e-74,228
BAB_RS24390,CC_0653,60.947,169,64,1,6,172,15,183,2.65e-72,214
BAB_RS24395,CC_0654,65.179,112,38,1,1,111,1,112,1.74e-50,152
BAB_RS24400,CC_0656,47.561,82,39,1,19,96,13,94,5.05e-17,68.2
BAB_RS24405,CC_0657,46.310,786,381,10,37,813,1,754,0.0,633
BAB_RS24410,CC_0510,70.466,386,114,0,7,392,4,389,0.0,564
BAB_RS24420,CC_1721,72.881,59,16,0,1,59,1,59,2.00e-29,95.5
BAB_RS24425,CC_0325,40.291,206,120,2,47,250,24,228,1.18e-44,147
BAB_RS24430,CC_2069,50.943,265,127,2,41,304,32,294,1.96e-70,217
BAB_RS24435,CC_0851,36.056,355,185,8,15,369,16,328,2.25e-54,182
BAB_RS24440,CC_3384,56.641,256,111,0,8,263,10,265,1.31e-101,294
BAB_RS24450,CC_2179,38.324,561,313,9,8,555,2,542,4.38e-110,356
BAB_RS24470,CC_3134,32.780,241,146,3,6,239,8,239,2.27e-34,124
BAB_RS24475,CC_3600,29.183,257,157,6,11,267,11,242,2.99e-28,109
BAB_RS24500,CC_2661,32.143,168,108,2,20,184,22,186,7.33e-16,71.2
BAB_RS24505,CC_0396,31.008,129,84,3,18,143,17,143,8.80e-10,50.8
BAB_RS24510,CC_3445,50.000,80,37,2,6,84,5,82,7.08e-19,72.8
BAB_RS24515,CC_3447,75.693,469,105,4,50,510,62,529,0.0,722
BAB_RS24520,CC_3448,57.192,292,124,1,1,292,1,291,1.13e-116,334
BAB_RS24525,CC_3449,77.800,509,112,1,1,508,1,509,0.0,814
BAB_RS24530,CC_3450,48.538,171,88,0,13,183,12,182,1.47e-47,150
BAB_RS24540,CC_0346,49.180,732,350,5,21,744,2,719,0.0,651
BAB_RS24545,CC_3614,63.889,216,78,0,1,216,1,216,6.05e-100,286
BAB_RS24555,CC_3749,59.018,876,338,11,5,877,3,860,0.0,1048
BAB_RS24560,CC_3745,59.898,197,76,1,27,223,24,217,1.81e-80,237
BAB_RS24570,CC_3546,57.955,88,37,0,8,95,2,89,2.11e-36,115
BAB_RS24575,CC_3581,69.854,617,179,3,32,647,34,644,0.0,882
BAB_RS24585,CC_2509,55.975,318,122,6,1,303,1,315,2.13e-109,318
BAB_RS24590,CC_0102,41.556,450,231,10,24,465,4,429,2.42e-93,286
BAB_RS24595,CC_0100,30.891,505,334,9,20,518,21,516,5.94e-46,167
BAB_RS24600,CC_0086,66.352,529,169,3,10,538,10,529,0.0,672
BAB_RS24605,CC_2954,29.073,399,270,6,12,401,23,417,4.83e-44,156
BAB_RS24610,CC_0088,43.730,1539,810,14,93,1599,90,1604,0.0,1185
BAB_RS24615,CC_3457,33.333,222,129,3,11,213,31,252,5.47e-33,116
BAB_RS24620,CC_3456,43.750,208,107,2,3,200,57,264,9.03e-45,149
BAB_RS24625,CC_3455,58.947,190,77,1,19,207,16,205,1.33e-76,226
BAB_RS24630,CC_3652,64.865,111,38,1,3,112,2,112,6.61e-45,141
BAB_RS24640,CC_3653,58.422,469,186,5,1,463,1,466,7.68e-178,507
BAB_RS24645,CC_3322,33.010,206,135,3,39,242,59,263,4.30e-22,92.0
BAB_RS24650,CC_3569,54.118,85,33,3,33,117,29,107,3.58e-20,82.0
BAB_RS24655,CC_0256,32.168,286,177,7,13,289,5,282,2.09e-23,94.0
BAB_RS24665,CC_1302,64.600,500,174,2,1,498,1,499,0.0,647
BAB_RS24670,CC_2352,33.096,281,181,5,1,277,8,285,6.00e-30,112
BAB_RS24675,CC_1700,60.465,43,17,0,6,48,8,50,2.39e-11,56.6
BAB_RS24680,CC_1682,39.759,83,47,2,5,84,18,100,3.48e-09,46.6
BAB_RS24685,CC_3440,46.429,168,80,3,11,177,1,159,1.10e-43,140
BAB_RS24690,CC_3435,49.556,450,201,12,2,436,1,439,5.51e-134,390
BAB_RS24695,CC_3434,29.353,402,210,10,37,436,16,345,3.13e-34,128
BAB_RS24705,CC_3433,38.690,168,88,3,1,168,2,154,3.08e-32,110
BAB_RS24710,CC_3432,59.574,94,38,0,15,108,9,102,9.16e-39,123
BAB_RS24715,CC_3431,46.073,191,103,0,26,216,24,214,4.64e-53,167
BAB_RS24720,CC_3430,58.252,412,172,0,15,426,1,412,5.24e-158,449
BAB_RS24725,CC_0314,60.165,364,141,4,9,369,13,375,3.25e-130,375
BAB_RS24730,CC_0315,68.278,331,104,1,1,330,1,331,1.91e-143,407
BAB_RS24745,CC_0317,35.714,154,96,3,33,185,4,155,3.48e-25,94.4
BAB_RS24750,CC_0318,74.157,89,23,0,1,89,1,89,2.00e-45,138
BAB_RS24755,CC_0319,54.455,101,42,1,1,97,1,101,1.15e-31,108
BAB_RS24760,CC_t03,70.000,30,9,0,1,30,1,30,2.24e-10,45.4
BAB_RS24785,CC_1732,37.029,478,272,5,3,473,19,474,8.59e-83,261
BAB_RS24805,CC_r05,60.204,196,73,2,344,537,304,496,5.73e-49,185
BAB_RS24815,CC_t47,80.000,25,5,0,1,25,1,25,1.33e-08,40.8
BAB_RS24830,CC_3034,38.971,272,151,4,382,645,183,447,1.09e-54,190
BAB_RS24840,CC_0878,69.591,855,258,2,1,855,1,853,0.0,1203
BAB_RS24845,CC_0876,64.912,57,19,1,29,84,29,85,2.88e-18,80.1
BAB_RS24850,CC_0875,40.074,272,158,2,16,286,40,307,3.74e-60,191
BAB_RS24855,CC_0856,60.563,355,135,2,4,357,32,382,5.28e-156,440
BAB_RS24860,CC_0849,52.727,715,333,5,7,720,10,720,0.0,709
BAB_RS24865,CC_0843,60.849,424,155,5,1,423,1,414,6.29e-178,500
BAB_RS24870,CC_0840,56.356,236,102,1,8,242,12,247,6.16e-97,281
BAB_RS24880,CC_0827,44.366,142,78,1,1,141,1,142,2.80e-42,134
BAB_RS24885,CC_0828,50.000,274,131,2,4,271,7,280,2.73e-90,266
BAB_RS24890,CC_0829,69.512,82,25,0,1,82,1,82,8.76e-41,126
BAB_RS24895,CC_0830,41.429,210,123,0,50,259,48,257,9.28e-43,144
BAB_RS24900,CC_0831,50.903,277,125,4,27,295,22,295,1.65e-84,253
BAB_RS24905,CC_0403,47.229,415,212,1,2,409,15,429,7.35e-112,332
BAB_RS24920,CC_0075,30.521,403,274,4,1,399,1,401,7.65e-29,116
BAB_RS24935,CC_0072,51.935,310,134,5,11,306,7,315,6.03e-89,266
BAB_RS24940,CC_0071,55.525,362,155,3,1,359,9,367,7.03e-125,360
BAB_RS24945,CC_0070,50.765,327,155,2,4,325,5,330,2.03e-100,296
BAB_RS24950,CC_0069,56.667,90,38,1,2,91,3,91,1.48e-25,88.6
BAB_RS24960,CC_3423,57.895,209,87,1,10,217,10,218,3.90e-81,238
BAB_RS24970,CC_2162,29.494,356,233,9,141,480,55,408,1.14e-32,126
BAB_RS24975,CC_3704,52.606,825,312,17,49,848,44,814,0.0,735
BAB_RS24980,CC_1338,47.717,438,185,4,37,430,68,505,4.82e-129,379
BAB_RS24985,CC_3649,48.399,281,143,2,17,297,6,284,1.13e-89,266
BAB_RS24990,CC_0107,44.660,412,213,5,15,414,1,409,2.92e-109,324
BAB_RS24995,CC_0687,73.913,46,12,0,77,122,18,63,2.89e-21,77.8
BAB_RS25000,CC_3526,75.385,260,63,1,1,259,1,260,1.71e-148,412
BAB_RS25005,CC_3527,72.712,601,156,3,14,613,3,596,0.0,877
BAB_RS25010,CC_3528,33.065,124,83,0,6,129,10,133,3.67e-17,69.7
BAB_RS25015,CC_3529,35.772,123,79,0,9,131,10,132,2.57e-19,75.1
BAB_RS25025,CC_0196,69.083,469,137,3,5,466,4,471,0.0,652
BAB_RS25030,CC_0197,65.517,116,40,0,3,118,4,119,4.14e-53,161
BAB_RS25060,CC_3070,43.119,218,110,6,6,214,4,216,1.16e-44,146
BAB_RS25065,CC_0198,56.652,233,99,2,12,242,3,235,3.36e-94,273
BAB_RS25070,CC_3651,40.000,180,97,8,4,178,5,178,1.40e-31,110
BAB_RS25075,CC_0344,47.475,297,149,4,22,314,10,303,1.57e-81,246
BAB_RS25085,CC_0342,63.537,458,163,3,2,458,12,466,0.0,562
BAB_RS25095,CC_0456,27.536,207,116,6,20,210,19,207,6.78e-18,75.5
BAB_RS25100,CC_1618,42.857,126,71,1,12,137,7,131,6.41e-25,89.7
BAB_RS25105,CC_0340,63.210,405,144,2,4,408,3,402,4.53e-163,461
BAB_RS25110,CC_0339,63.142,993,350,6,12,1003,9,986,0.0,1301
BAB_RS25115,CC_0338,80.000,300,54,2,1,300,1,294,4.37e-172,475
BAB_RS25120,CC_0337,72.292,397,110,0,1,397,1,397,0.0,566
BAB_RS25125,CC_3655,73.981,319,83,0,1,319,1,319,1.91e-171,475
BAB_RS25130,CC_3531,44.920,374,190,4,28,395,4,367,4.97e-105,312
BAB_RS25140,CC_3686,47.312,279,139,4,7,278,5,282,8.56e-81,243
BAB_RS25145,CC_3684,60.095,421,156,3,3,422,33,442,2.24e-180,507
BAB_RS25150,CC_3679,51.140,307,150,0,158,464,5,311,1.71e-106,316
BAB_RS25155,CC_3678,36.620,142,89,1,78,219,40,180,1.19e-29,106
BAB_RS25160,CC_0519,50.000,254,117,4,8,260,3,247,5.16e-76,228
BAB_RS25175,CC_0833,65.385,130,45,0,9,138,5,134,4.38e-60,179
BAB_RS25180,CC_2209,30.435,207,138,4,42,246,2,204,5.98e-12,60.1
BAB_RS25185,CC_3066,54.950,404,176,2,13,413,3,403,8.58e-139,399
BAB_RS25190,CC_3067,32.487,197,131,2,104,299,76,271,5.30e-21,88.6
BAB_RS25200,CC_3068,60.455,923,338,11,6,905,3,921,0.0,1103
BAB_RS25230,CC_t31,89.286,28,3,0,1,28,1,28,3.07e-12,50.1
BAB_RS25240,CC_3697,24.221,289,191,8,16,288,6,282,2.61e-11,60.5
BAB_RS25245,CC_1441,27.347,245,165,4,23,266,25,257,2.15e-21,87.8
BAB_RS25250,CC_1440,36.810,163,103,0,3,165,56,218,3.71e-29,103
BAB_RS25255,CC_1440,37.264,212,133,0,1,212,1,212,1.24e-45,149
BAB_RS25260,CC_1439,49.590,244,112,2,10,253,8,240,2.50e-77,232
BAB_RS25270,CC_2109,43.653,449,236,6,11,451,4,443,2.16e-115,345
BAB_RS25275,CC_1439,48.954,239,122,0,10,248,2,240,1.34e-77,232
BAB_RS25285,CC_2392,31.455,213,123,8,15,208,6,214,3.33e-13,63.9
BAB_RS25295,CC_0988,26.457,446,274,11,3,424,6,421,4.80e-29,115
BAB_RS25300,CC_3168,38.142,409,225,7,20,425,10,393,2.37e-85,263
BAB_RS25310,CC_3625,67.834,314,98,2,13,324,16,328,7.48e-133,378
BAB_RS25315,CC_0715,71.280,289,83,0,3,291,4,292,8.11e-157,436
BAB_RS25320,CC_0726,69.256,309,94,1,1,309,1,308,1.45e-141,399
BAB_RS25325,CC_0727,69.355,248,76,0,1,248,1,248,2.47e-122,345
BAB_RS25330,CC_3160,30.263,228,126,9,4,206,10,229,6.54e-17,73.9
BAB_RS25335,CC_3158,37.383,107,66,1,1,107,4,109,5.12e-16,65.9
BAB_RS25345,CC_0729,61.026,195,73,1,1,195,1,192,6.50e-81,236
BAB_RS25350,CC_0730,51.282,39,17,1,27,63,44,82,4.66e-08,42.4
BAB_RS25355,CC_2861,30.216,278,171,8,8,272,5,272,3.95e-20,84.7
BAB_RS25365,CC_1215,52.381,147,69,1,10,156,5,150,5.43e-49,152
BAB_RS25370,CC_2210,33.906,233,111,10,10,233,6,204,5.51e-28,103
BAB_RS25375,CC_2211,65.611,442,152,0,23,464,1,442,0.0,593
BAB_RS25385,CC_2213,55.294,425,182,4,1,421,1,421,3.16e-154,440
BAB_RS25395,CC_2214,35.714,168,103,2,10,174,8,173,2.79e-25,93.2
BAB_RS25400,CC_0520,42.437,238,134,2,1,237,17,252,6.57e-58,183
BAB_RS25405,CC_2223,50.562,356,176,0,12,367,2,357,7.16e-123,355
BAB_RS25410,CC_2224,57.333,300,125,1,6,302,8,307,1.13e-121,349
BAB_RS25420,CC_2220,48.851,174,89,0,3,176,5,178,2.03e-53,165
BAB_RS25425,CC_t51,80.000,25,5,0,1,25,1,25,3.19e-09,42.4
BAB_RS25430,CC_3621,52.055,73,35,0,19,91,42,114,2.35e-20,76.3
BAB_RS25435,CC_0047,54.070,172,79,0,1,172,1,172,1.73e-68,203
BAB_RS25440,CC_2219,40.090,222,131,2,2,223,1,220,3.82e-49,159
BAB_RS25445,CC_2218,37.895,190,113,3,103,291,7,192,2.45e-37,129
BAB_RS25450,CC_2217,34.101,217,143,0,28,244,9,225,2.67e-30,114
BAB_RS25455,CC_2216,59.070,215,88,0,1,215,1,215,1.20e-92,268
BAB_RS25465,CC_1504,37.234,94,57,1,3,94,8,101,4.62e-08,48.9
BAB_RS25470,CC_3705,38.750,160,92,4,37,193,27,183,6.51e-23,89.7
BAB_RS25475,CC_3706,47.388,268,132,3,1,263,1,264,7.07e-80,239
BAB_RS25485,CC_3743,65.566,212,73,0,16,227,21,232,6.69e-103,294
BAB_RS25490,CC_3744,47.368,152,75,3,33,180,17,167,2.39e-40,131
BAB_RS25530,CC_0661,58.025,81,34,0,1,81,1,81,6.64e-30,99.8
BAB_RS25540,CC_3082,35.135,111,69,1,4,114,1,108,1.83e-15,65.1
BAB_RS25545,CC_2726,40.137,583,310,11,246,799,98,670,1.61e-111,352
BAB_RS25550,CC_0112,50.407,246,120,2,1,246,1,244,6.39e-96,278
BAB_RS25560,CC_0672,56.033,605,261,3,22,622,9,612,0.0,660
BAB_RS25565,CC_3021,74.534,322,81,1,8,328,15,336,0.0,503
BAB_RS25570,CC_3010,35.648,216,118,5,6,209,10,216,3.73e-36,123
BAB_RS25575,CC_3011,42.424,99,49,2,3,101,1,91,2.03e-19,73.2
BAB_RS25580,CC_3017,51.523,394,182,3,29,417,1,390,6.44e-139,400
BAB_RS25585,CC_3009,54.348,368,165,3,12,377,4,370,8.82e-127,366
BAB_RS25590,CC_3008,53.659,164,75,1,21,184,29,191,3.42e-60,184
BAB_RS25600,CC_3006,45.847,301,153,4,8,306,9,301,5.36e-82,247
BAB_RS25605,CC_2995,60.383,313,124,0,3,315,4,316,7.45e-138,390
BAB_RS25615,CC_1839,40.000,70,41,1,9,77,6,75,7.94e-12,52.4
BAB_RS25620,CC_0321,48.634,183,88,3,5,187,11,187,3.38e-42,149
BAB_RS25625,CC_2161,43.891,221,114,2,28,244,49,263,1.97e-54,182
BAB_RS25630,CC_2456,34.190,389,226,10,11,375,17,399,1.70e-59,195
BAB_RS25640,CC_1808,40.486,247,137,6,2,244,7,247,1.02e-41,140
BAB_RS25655,CC_0945,43.978,548,273,9,1,521,5,545,7.66e-141,415
BAB_RS25660,CC_1808,33.871,248,156,3,7,252,9,250,6.35e-28,104
BAB_RS25665,CC_1634,23.966,580,324,18,6,490,15,572,8.33e-23,98.6
BAB_RS25670,CC_3141,39.916,476,281,5,23,494,21,495,6.82e-113,340
BAB_RS25675,CC_2575,37.008,254,151,4,12,256,11,264,9.73e-42,140
BAB_RS25690,CC_1225,29.010,293,198,5,40,325,73,362,1.41e-27,107
BAB_RS25695,CC_1627,33.134,335,216,4,7,337,3,333,2.97e-42,147
BAB_RS25720,CC_1831,29.183,257,158,4,1,244,3,248,9.35e-26,99.0
BAB_RS25725,CC_3751,34.848,198,124,2,1,193,1,198,1.94e-28,110
BAB_RS25730,CC_3752,51.049,286,139,1,7,291,5,290,1.49e-90,268
BAB_RS25735,CC_3753,64.479,259,91,1,6,264,7,264,1.14e-120,342
BAB_RS25740,CC_3754,42.473,186,104,1,25,210,21,203,1.47e-48,155
BAB_RS25745,CC_3755,58.023,617,259,0,2,618,20,636,0.0,730
BAB_RS25750,CC_3756,44.743,447,231,5,9,442,3,446,3.69e-112,334
BAB_RS25760,CC_3760,80.861,418,80,0,1,418,64,481,0.0,709
BAB_RS25770,CC_3761,49.286,140,65,1,43,176,11,150,9.63e-41,132
BAB_RS25775,CC_3763,45.401,337,183,1,4,340,13,348,1.18e-99,295
BAB_RS25780,CC_0001,49.077,271,137,1,3,273,39,308,1.79e-85,255
BAB_RS25785,CC_0002,48.404,188,96,1,5,192,6,192,8.46e-56,172
BAB_RS25790,CC_0003,46.332,259,134,4,14,270,14,269,1.64e-56,181
BAB_RS25795,CC_0004,58.031,193,79,1,1,191,24,216,3.91e-73,218
BAB_RS25800,CC_0005,49.356,233,111,4,2,232,3,230,7.15e-70,211
BAB_RS25805,CC_3742,43.038,158,90,0,1,158,1,158,1.30e-44,141
BAB_RS25815,CC_3741,32.420,219,115,5,6,224,41,226,1.45e-28,105
BAB_RS25820,CC_3740,31.638,354,215,9,16,364,63,394,7.81e-35,129
BAB_RS25825,CC_3739,36.066,183,104,4,16,189,11,189,4.57e-25,93.6
BAB_RS25840,CC_3728,70.276,434,125,3,1,434,1,430,0.0,558
BAB_RS25845,CC_3727,71.751,177,45,1,10,181,12,188,1.20e-88,255
BAB_RS25850,CC_3734,55.670,194,86,0,7,200,3,196,4.30e-77,226
BAB_RS25860,CC_3735,53.738,214,95,2,3,216,4,213,5.24e-75,223
BAB_RS25865,CC_3736,59.746,236,95,0,1,236,1,236,8.76e-96,277
BAB_RS25870,CC_3737,69.231,260,75,2,3,261,2,257,6.14e-128,360
BAB_RS25875,CC_3738,46.296,108,52,3,1,104,1,106,3.01e-18,70.9
BAB_RS25885,CC_1214,50.714,140,67,2,7,145,4,142,6.39e-39,125
BAB_RS25900,CC_0237,66.524,233,76,1,9,239,3,235,4.24e-112,318
BAB_RS25905,CC_0238,40.820,561,272,7,43,598,25,530,3.65e-117,356
BAB_RS25910,CC_0239,43.038,79,39,1,8,86,5,77,1.19e-09,50.8
BAB_RS25915,CC_0240,66.418,134,44,1,1,133,13,146,6.48e-59,176
BAB_RS25920,CC_0241,54.651,86,39,0,18,103,6,91,1.35e-28,96.3
BAB_RS25925,CC_0257,73.319,461,123,0,6,466,3,463,0.0,691
BAB_RS25930,CC_3484,36.244,607,356,9,234,826,166,755,1.46e-111,355
BAB_RS25935,CC_3535,34.444,360,207,10,153,495,6,353,8.81e-44,155
BAB_RS25940,CC_3536,42.174,230,128,2,2,227,3,231,3.75e-48,156
BAB_RS25945,CC_3537,36.648,1056,573,23,12,1047,14,993,5.69e-149,467
BAB_RS25950,CC_3538,39.150,894,498,18,13,878,53,928,8.29e-151,481
BAB_RS25955,CC_3539,52.941,102,48,0,1,102,1,102,1.46e-42,132
BAB_RS25960,CC_3541,50.698,430,199,7,7,434,10,428,8.08e-114,338
BAB_RS25965,CC_3542,57.554,278,116,2,2,279,23,298,5.29e-111,321
BAB_RS25970,CC_3543,54.839,248,108,3,4,248,5,251,5.03e-77,232
BAB_RS25980,CC_3544,71.182,406,117,0,1,406,5,410,0.0,600
BAB_RS25985,CC_3545,49.524,210,105,1,6,214,9,218,3.00e-67,203
BAB_RS25995,CC_0251,32.127,221,141,3,35,250,21,237,3.44e-31,112
BAB_RS26015,CC_1053,50.612,245,114,4,16,257,12,252,4.37e-72,219
BAB_RS26025,CC_1049,72.515,171,47,0,8,178,3,173,4.58e-77,224
BAB_RS26035,CC_1046,62.121,66,25,0,1,66,1,66,4.69e-26,87.4
BAB_RS26040,CC_1045,70.085,117,35,0,1,117,1,117,1.93e-53,161
BAB_RS26050,CC_1044,58.424,368,142,2,1,368,1,357,2.96e-162,456
BAB_RS26055,CC_1043,51.256,796,366,11,1,787,1,783,0.0,695
BAB_RS26060,CC_1225,24.545,330,235,6,4,323,36,361,1.34e-22,94.0
BAB_RS26065,CC_0010,75.981,637,147,2,1,637,1,631,0.0,995
BAB_RS26070,CC_0011,57.218,381,153,3,4,375,3,382,3.36e-153,434
BAB_RS26080,CC_0105,49.784,231,112,1,9,235,3,233,6.26e-67,204
BAB_RS26090,CC_0820,32.857,280,182,4,14,291,13,288,4.37e-35,125
BAB_RS26095,CC_0141,56.774,310,133,1,1,309,1,310,1.13e-127,364
BAB_RS26105,CC_0140,55.856,111,49,0,1,111,1,111,6.13e-32,125
BAB_RS26110,CC_0167,44.068,118,60,2,82,194,155,271,1.86e-25,97.1
BAB_RS26115,CC_1825,44.444,90,47,1,30,116,68,157,7.33e-20,79.3
BAB_RS26125,CC_1515,42.727,330,185,3,1,330,1,326,2.83e-85,258
BAB_RS26130,CC_0290,45.257,506,233,12,5,496,2,477,7.42e-116,347
BAB_RS26135,CC_0291,52.262,442,194,4,1,436,1,431,2.96e-149,428
BAB_RS26140,CC_0292,76.800,250,56,1,24,273,27,274,3.29e-139,390
BAB_RS26145,CC_0293,50.000,226,113,0,3,228,2,227,9.78e-77,228
BAB_RS26150,CC_0294,64.732,224,79,0,4,227,2,225,2.24e-102,293
BAB_RS26155,CC_2967,31.884,138,83,4,74,200,217,354,5.81e-12,63.2
BAB_RS26170,CC_2873,32.258,155,98,3,8,159,23,173,7.80e-12,57.4
BAB_RS26175,CC_0059,33.486,218,128,7,3,215,2,207,4.91e-25,95.1
BAB_RS26180,CC_0058,38.000,150,92,1,14,163,1,149,1.23e-29,103
BAB_RS26190,CC_0056,61.697,389,139,3,23,410,7,386,4.34e-171,486
BAB_RS26195,CC_0055,48.534,307,145,3,16,322,10,303,3.79e-92,274
BAB_RS26200,CC_0054,55.556,117,47,1,37,153,44,155,4.61e-40,129
BAB_RS26205,CC_0053,45.868,242,106,3,86,326,61,278,2.48e-62,199
BAB_RS26210,CC_0052,38.509,483,266,13,32,499,29,495,6.30e-86,272
BAB_RS26215,CC_0051,51.880,133,60,2,3,135,6,134,2.72e-46,144
BAB_RS26220,CC_0050,59.479,422,147,10,1,416,1,404,7.49e-156,443
BAB_RS26225,CC_0049,38.991,218,127,3,15,232,59,270,3.18e-47,154
BAB_RS26230,CC_0045,41.176,170,82,4,51,214,1,158,2.48e-34,117
BAB_RS26235,CC_0044,64.535,516,180,1,1,513,3,518,0.0,652
BAB_RS26240,CC_0043,44.503,191,97,4,21,210,17,199,2.67e-39,132
BAB_RS26245,CC_0741,35.714,140,70,3,462,581,6,145,1.86e-15,77.4
BAB_RS26250,CC_0037,42.000,150,80,3,1,144,1,149,7.07e-32,108
BAB_RS26255,CC_0036,44.985,329,151,6,1,321,1,307,1.22e-90,270
BAB_RS26260,CC_0035,78.652,89,19,0,1,89,1,89,5.61e-46,139
BAB_RS26265,CC_0034,72.507,702,193,0,1,702,1,702,0.0,1025
BAB_RS26280,CC_3717,57.143,259,111,0,4,262,19,277,1.78e-107,310
BAB_RS26285,CC_3719,72.099,405,109,3,1,404,1,402,0.0,606
BAB_RS26290,CC_3720,65.432,162,56,0,4,165,2,163,1.14e-78,228
BAB_RS26300,CC_2664,43.243,259,144,1,4,259,10,268,7.57e-64,197
BAB_RS26305,CC_3721,35.135,148,90,1,29,176,33,174,7.70e-27,97.4
BAB_RS26310,CC_3722,66.055,327,106,2,5,331,20,341,1.77e-163,457
BAB_RS26315,CC_2411,31.343,134,88,2,41,172,3,134,4.75e-11,58.5
BAB_RS26320,CC_2936,42.066,271,147,3,9,278,5,266,8.90e-68,209
BAB_RS26330,CC_2937,49.784,462,218,8,5,457,8,464,1.83e-144,418
BAB_RS26340,CC_3707,50.171,293,140,3,1,293,29,315,9.10e-98,287
BAB_RS26345,CC_0006,64.341,258,88,2,3,256,4,261,3.83e-105,302
BAB_RS26350,CC_0007,65.517,87,30,0,1,87,1,87,5.63e-35,112
BAB_RS26385,CC_0950,38.361,305,182,3,8,310,1,301,3.03e-46,155
BAB_RS26390,CC_2615,35.252,278,170,7,4,275,6,279,1.43e-41,144
BAB_RS26405,CC_0860,34.774,486,301,6,26,504,9,485,2.04e-81,260
BAB_RS26425,CC_1816,35.200,250,142,4,18,256,10,250,8.47e-30,113
BAB_RS26430,CC_1170,29.605,152,86,5,71,208,58,202,3.94e-10,55.5
BAB_RS26435,CC_0966,27.255,510,347,13,34,530,20,518,5.32e-42,155
BAB_RS26440,CC_1895,27.869,244,153,5,164,387,266,506,9.20e-17,78.6
BAB_RS26450,CC_2748,32.877,146,87,3,101,237,100,243,1.63e-18,80.1
BAB_RS26465,CC_3253,45.714,175,79,5,1,167,8,174,1.95e-38,127
BAB_RS26470,CC_3252,40.845,213,122,3,2,211,3,214,1.19e-35,122
BAB_RS26475,CC_0986,31.674,221,135,6,13,228,8,217,6.44e-17,74.7
BAB_RS26495,CC_3600,33.333,249,147,3,4,247,9,243,1.35e-38,132
BAB_RS26500,CC_3600,28.700,223,156,2,16,236,20,241,5.21e-35,122
BAB_RS26510,CC_1675,33.333,222,142,4,27,244,26,245,8.84e-36,124
BAB_RS26515,CC_1286,37.052,251,147,5,4,247,11,257,1.27e-37,129
BAB_RS26520,CC_1726,37.864,309,167,5,38,345,35,319,1.13e-47,169
BAB_RS26525,CC_1729,48.028,431,211,4,1,421,1,428,1.08e-115,342
