O_anthropi|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS19105,SMc01180,43.820,89,48,2,3,91,8,94,6.89e-19,72.0
OANT_RS19110,SMc01610,34.409,93,61,0,142,234,198,290,1.69e-15,71.6
OANT_RS19125,SMc02509,77.338,278,63,0,35,312,24,301,3.00e-162,451
OANT_RS19130,SMc02508,76.557,273,61,1,9,278,21,293,1.25e-149,419
OANT_RS19135,SMc02507,81.720,279,51,0,4,282,5,283,6.99e-167,461
OANT_RS19140,SMc02506,73.404,282,75,0,1,282,2,283,8.97e-141,395
OANT_RS19145,SMc01608,43.675,332,175,2,3,332,2,323,7.11e-92,276
OANT_RS19155,SMa2205,36.036,111,68,2,120,229,127,235,3.61e-11,59.7
OANT_RS19160,SM_b20632,27.966,236,146,5,33,259,56,276,2.41e-20,85.9
OANT_RS19165,SM_b20366,43.243,333,183,3,16,345,3,332,1.99e-86,262
OANT_RS19175,SMc00570,55.685,343,150,2,4,345,6,347,1.13e-134,385
OANT_RS19180,SMc00797,45.913,416,220,4,5,416,2,416,5.85e-130,378
OANT_RS19185,SMc00140,52.174,253,106,3,5,253,17,258,1.47e-89,263
OANT_RS19190,SMc00140,50.403,248,116,3,11,253,13,258,3.91e-85,252
OANT_RS19195,SMc02503,75.824,364,88,0,1,364,1,364,0.0,555
OANT_RS19200,SMc02504,60.714,140,55,0,3,142,11,150,9.23e-54,164
OANT_RS19205,SMa1751,74.000,250,65,0,3,252,4,253,2.11e-114,327
OANT_RS19210,SMa1753,71.117,367,105,1,25,390,25,391,1.10e-176,495
OANT_RS19215,SMa1754,69.714,350,105,1,6,354,9,358,7.09e-180,500
OANT_RS19220,SMa1755,81.081,333,63,0,7,339,18,350,0.0,560
OANT_RS19225,SM_b20589,82.750,400,69,0,1,400,1,400,0.0,657
OANT_RS19235,SMa1409,25.610,246,151,7,10,223,9,254,1.69e-12,63.5
OANT_RS19240,SM_b20586,69.323,251,77,0,1,251,1,251,2.00e-122,346
OANT_RS19245,SMc02609,41.772,79,46,0,215,293,243,321,3.22e-10,57.4
OANT_RS19250,SM_b20583,75.385,390,95,1,1,389,1,390,0.0,622
OANT_RS19255,SM_b20580,75.410,305,74,1,1,304,1,305,6.80e-170,471
OANT_RS19260,SM_b20579,60.536,261,103,0,1,261,1,261,7.40e-116,330
OANT_RS19265,SM_b20578,74.615,130,33,0,1,130,1,130,1.04e-70,206
OANT_RS19270,SM_b20577,75.102,245,61,0,2,246,9,253,2.15e-141,394
OANT_RS19275,SM_b20576,69.756,205,61,1,1,205,1,204,2.62e-105,299
OANT_RS19280,SM_b20575,54.131,351,157,2,1,348,1,350,8.94e-121,350
OANT_RS19285,SM_b20568,83.246,382,63,1,8,389,21,401,0.0,659
OANT_RS19290,SM_b20787,83.916,286,46,0,1,286,1,286,2.19e-163,453
OANT_RS19295,SM_b20786,73.252,329,84,2,1,328,4,329,3.44e-168,468
OANT_RS19300,SM_b20785,76.210,248,59,0,1,248,1,248,1.80e-132,372
OANT_RS19305,SM_b20784,75.210,238,59,0,1,238,1,238,2.32e-129,362
OANT_RS19310,SMc01533,74.153,561,145,0,2,562,5,565,0.0,829
OANT_RS19320,SMc01529,56.504,246,106,1,2,246,5,250,2.28e-98,285
OANT_RS19325,SMc01528,59.926,272,109,0,2,273,4,275,2.66e-116,333
OANT_RS19330,SMc01527,60.135,296,116,2,7,300,13,308,1.06e-125,358
OANT_RS19335,SMc01526,55.689,334,148,0,2,335,10,343,8.48e-134,382
OANT_RS19340,SMc01525,39.231,520,303,3,24,531,27,545,2.26e-136,404
OANT_RS19345,SMc01524,51.852,351,147,6,9,344,4,347,3.74e-124,358
OANT_RS19350,SMa0087,73.148,108,29,0,1,108,1,108,8.02e-56,166
OANT_RS19355,SMa0085,66.246,317,106,1,1,316,1,317,3.88e-151,424
OANT_RS19360,SMa0083,83.740,246,40,0,14,259,14,259,2.33e-161,445
OANT_RS19365,SMa0082,77.820,266,58,1,1,266,7,271,2.95e-155,431
OANT_RS19370,SMa0081,86.697,218,29,0,1,218,1,218,5.98e-137,380
OANT_RS19375,SMa0079,79.279,222,46,0,1,222,1,222,4.73e-132,368
OANT_RS19380,SMa0078,63.501,337,123,0,1,337,1,337,5.03e-162,454
OANT_RS19385,SM_b20416,84.906,424,61,1,1,424,1,421,0.0,765
OANT_RS19390,SM_b20417,86.348,293,40,0,1,293,1,293,0.0,520
OANT_RS19395,SM_b20418,88.298,282,33,0,1,282,1,282,0.0,503
OANT_RS19400,SM_b20419,73.429,350,91,2,1,349,1,349,0.0,521
OANT_RS19405,SMc04179,63.621,591,214,1,1,590,1,591,0.0,763
OANT_RS19410,SM_b21119,59.355,155,62,1,4,158,19,172,1.85e-62,188
OANT_RS19415,SMa0513,68.110,254,77,2,4,257,2,251,6.59e-121,342
OANT_RS19420,SMa0246,64.935,231,81,0,2,232,6,236,9.22e-101,290
OANT_RS19425,SMa0244,69.697,462,139,1,15,475,20,481,0.0,664
OANT_RS19430,SMa0241,83.436,326,54,0,1,326,1,326,0.0,555
OANT_RS19435,SMa0237,68.070,285,91,0,4,288,6,290,7.39e-135,381
OANT_RS19440,SMa0064,75.000,396,99,0,1,396,1,396,0.0,647
OANT_RS19445,SMa0247,69.948,386,116,0,1,386,7,392,0.0,566
OANT_RS19450,SMa0249,64.000,175,62,1,1,174,1,175,1.27e-78,229
OANT_RS19455,SMa0250,80.706,425,82,0,1,425,1,425,0.0,633
OANT_RS19460,SMa0252,80.597,335,63,2,1,334,1,334,0.0,560
OANT_RS19465,SMc03130,56.207,290,126,1,6,295,3,291,2.87e-117,337
OANT_RS19470,SMc01052,74.093,193,48,1,7,199,5,195,5.54e-107,303
OANT_RS19475,SM_b21281,81.860,430,78,0,1,430,28,457,0.0,684
OANT_RS19485,SMc02817,33.333,207,129,3,83,280,97,303,1.20e-30,115
OANT_RS19490,SMc00042,56.383,282,122,1,4,284,8,289,1.44e-112,324
OANT_RS19495,SMc03997,38.306,248,139,6,8,245,7,250,1.31e-43,145
OANT_RS19505,SMa2333,61.336,569,218,1,1,567,1,569,0.0,665
OANT_RS19510,SMa2331,70.235,682,198,3,2,683,3,679,0.0,912
OANT_RS19515,SMa2329,53.439,189,88,0,1,189,1,189,1.21e-62,190
OANT_RS19520,SMa2327,45.057,870,463,7,10,875,9,867,0.0,652
OANT_RS19525,SMa2325,48.444,225,107,3,7,226,5,225,3.63e-74,222
OANT_RS19535,SMc01971,63.983,472,165,2,9,479,4,471,0.0,609
OANT_RS19540,SMa0110,61.006,318,122,2,9,325,1,317,1.09e-135,385
OANT_RS19545,SMa0108,62.245,294,110,1,4,296,3,296,4.44e-130,370
OANT_RS19550,SMa0106,73.529,272,72,0,1,272,1,272,1.66e-148,414
OANT_RS19555,SMa0105,71.613,310,88,0,2,311,2,311,1.37e-166,463
OANT_RS19560,SMa0104,63.168,505,186,0,27,531,25,529,0.0,687
OANT_RS19565,SMa0101,65.291,533,185,0,9,541,7,539,0.0,739
OANT_RS19575,SMc03158,57.971,207,87,0,20,226,15,221,1.18e-60,187
OANT_RS19580,SMc03159,52.160,324,153,2,42,364,35,357,3.27e-110,324
OANT_RS19585,SMc03157,52.066,242,115,1,24,265,18,258,3.67e-82,245
OANT_RS19590,SMc00294,28.912,377,257,6,13,381,14,387,2.11e-41,148
OANT_RS19595,SMc02893,48.913,92,43,1,24,111,5,96,1.50e-15,74.7
OANT_RS19600,SMc02890,23.333,720,394,30,11,667,34,658,3.25e-11,63.5
OANT_RS19615,SMc01511,30.530,321,203,7,18,319,45,364,2.20e-25,102
OANT_RS19620,SM_b21430,25.105,239,158,8,47,276,86,312,2.42e-08,52.0
OANT_RS19625,SMa1741,37.395,238,147,1,1,236,5,242,1.67e-45,151
OANT_RS19635,SMa0106,44.195,267,146,2,17,282,6,270,1.59e-68,211
OANT_RS19640,SMa0105,38.835,309,183,3,4,307,4,311,3.10e-66,207
OANT_RS19645,SM_b20476,33.267,499,303,13,31,509,33,521,6.79e-65,216
OANT_RS19650,SMc03268,55.665,609,255,6,7,607,20,621,0.0,642
OANT_RS19660,SM_b20023,82.167,1200,212,2,7,1205,5,1203,0.0,2023
OANT_RS19665,SMc03891,78.903,237,50,0,21,257,21,257,2.66e-134,377
OANT_RS19670,SMc03893,81.858,226,41,0,1,226,1,226,7.33e-127,355
OANT_RS19675,SMc03894,74.308,253,65,0,1,253,1,253,1.65e-144,402
OANT_RS19680,SMc00810,65.470,362,119,2,143,502,59,416,8.06e-157,451
OANT_RS19685,SMc00811,59.833,239,83,1,2,240,4,229,1.29e-106,305
OANT_RS19690,SMc00813,60.669,478,180,1,1,478,1,470,0.0,577
OANT_RS19695,SMc04393,82.796,372,59,2,1,370,1,369,0.0,633
OANT_RS19700,SMc04394,89.420,293,31,0,1,293,1,293,0.0,525
OANT_RS19705,SMc04395,85.959,292,41,0,1,292,1,292,0.0,527
OANT_RS19710,SMc04396,86.445,391,53,0,22,412,24,414,0.0,708
OANT_RS19715,SMc01609,58.621,145,60,0,10,154,26,170,8.05e-61,183
OANT_RS19720,SMc03085,61.317,243,94,0,24,266,31,273,1.14e-98,288
OANT_RS19725,SMc01573,54.286,105,47,1,1,105,1,104,1.14e-34,113
OANT_RS19735,SMa1548,47.332,431,220,1,338,761,626,1056,4.02e-126,401
OANT_RS19740,SMc00775,42.205,526,301,3,31,554,34,558,1.16e-127,383
OANT_RS19745,SMc00784,55.821,335,144,3,8,338,9,343,3.72e-133,380
OANT_RS19750,SMc02068,43.228,347,189,4,20,364,24,364,1.13e-91,277
OANT_RS19755,SMc03200,50.801,437,215,0,2,438,5,441,2.97e-139,404
OANT_RS19760,SMc02597,30.822,146,85,7,35,173,36,172,8.03e-13,60.8
OANT_RS19765,SMc01754,26.316,494,262,25,60,530,47,461,1.58e-22,97.8
OANT_RS19770,SMc01869,74.257,404,104,0,12,415,21,424,0.0,582
OANT_RS19780,SM_b20964,26.404,178,97,5,10,165,2,167,1.16e-12,61.6
OANT_RS19785,SMc00818,34.708,291,189,1,9,299,1,290,2.96e-52,171
OANT_RS19790,SM_b20042,43.636,385,189,5,1,357,1,385,8.31e-87,265
OANT_RS19795,SM_b20899,72.424,330,91,0,1,330,1,330,1.48e-153,431
OANT_RS19800,SMc01164,37.545,277,168,4,4,275,2,278,9.63e-59,186
OANT_RS19805,SMc01165,55.644,629,273,5,2,627,16,641,0.0,696
OANT_RS19810,SMc01166,63.993,611,210,5,2,604,4,612,0.0,753
OANT_RS19815,SMc00433,67.559,299,96,1,1,298,1,299,1.28e-149,419
OANT_RS19820,SMc00432,59.091,264,107,1,1,264,1,263,2.41e-109,314
OANT_RS19830,SM_b20362,74.242,264,68,0,1,264,1,264,1.27e-146,409
OANT_RS19835,SM_b20363,80.966,352,67,0,1,352,1,352,0.0,594
OANT_RS19840,SM_b20364,78.869,743,154,2,1,741,1,742,0.0,1145
OANT_RS19845,SM_b20365,85.000,320,48,0,22,341,23,342,0.0,578
OANT_RS19850,SMc02181,78.164,1209,263,1,20,1227,25,1233,0.0,1856
OANT_RS19855,SMc00681,42.384,151,87,0,7,157,1,151,2.52e-42,136
OANT_RS19860,SMc01501,62.475,493,179,3,2,492,3,491,0.0,611
OANT_RS19865,SMc01214,30.347,346,223,7,1,335,1,339,2.41e-40,142
OANT_RS19870,SMc01500,64.314,255,91,0,2,256,3,257,2.39e-116,331
OANT_RS19875,SM_b20002,59.218,358,144,2,1,358,1,356,1.06e-143,409
OANT_RS19880,SMc01498,65.649,262,88,1,16,275,15,276,2.40e-128,363
OANT_RS19885,SMc01497,56.446,287,123,1,18,304,5,289,1.39e-114,330
OANT_RS19890,SMc01496,62.233,421,158,1,1,420,16,436,0.0,541
OANT_RS19895,SM_b21372,66.372,339,113,1,1,339,15,352,3.18e-173,482
OANT_RS19920,SMc02220,28.571,168,109,5,87,247,96,259,2.47e-12,63.5
OANT_RS19930,SMc02049,56.684,935,390,5,11,936,21,949,0.0,995
OANT_RS19935,SMc02048,57.265,117,50,0,6,122,4,120,2.10e-46,143
OANT_RS19940,SMc02047,50.132,379,172,10,3,366,3,379,3.80e-108,319
OANT_RS19945,SMc02161,55.779,398,174,1,2,397,8,405,1.02e-140,405
OANT_RS19950,SM_b20118,33.913,115,65,2,19,128,30,138,3.26e-16,67.8
OANT_RS19955,SM_b20820,40.000,410,232,10,6,406,5,409,2.11e-76,240
OANT_RS19960,SMc02977,43.825,251,140,1,2,252,5,254,3.29e-62,194
OANT_RS19965,SMc01823,44.444,234,129,1,27,260,25,257,1.25e-63,198
OANT_RS19970,SMc01826,35.039,254,155,6,27,277,42,288,2.37e-33,120
OANT_RS19975,SM_b20128,30.412,388,244,9,1,369,23,403,4.69e-34,129
OANT_RS19980,SMa0244,30.319,188,114,6,57,231,54,237,7.26e-11,61.2
OANT_RS19985,SMc01827,27.206,272,171,10,1,254,1,263,6.89e-12,62.8
OANT_RS19990,SMc01819,37.037,162,101,1,29,189,23,184,1.24e-33,117
OANT_RS19995,SMc01602,39.560,273,162,1,4,273,9,281,1.20e-66,207
OANT_RS20000,SMc01600,41.667,240,139,1,10,248,8,247,2.91e-61,191
OANT_RS20005,SMc04287,28.481,158,107,2,12,165,22,177,3.34e-17,73.9
OANT_RS20010,SMa0151,31.881,436,278,8,12,440,4,427,1.91e-51,183
OANT_RS20015,SMc04289,24.031,258,174,8,34,278,33,281,1.61e-10,59.3
OANT_RS20020,SMc01594,66.000,450,153,0,6,455,4,453,0.0,612
OANT_RS20025,SMc01588,58.370,454,189,0,6,459,5,458,0.0,557
OANT_RS20030,SMc01582,66.053,380,125,1,3,382,2,377,0.0,508
OANT_RS20035,SMc04336,50.649,154,68,2,4,149,1,154,2.66e-46,145
OANT_RS20045,SMc01970,62.633,281,105,0,19,299,1,281,2.64e-113,326
OANT_RS20050,SM_b20410,29.553,291,187,10,10,286,5,291,1.77e-30,114
OANT_RS20055,SMc00671,58.371,221,89,2,55,272,56,276,2.54e-80,243
OANT_RS20060,SMc00670,52.692,260,123,0,9,268,4,263,3.51e-94,281
OANT_RS20065,SM_b21156,52.318,151,71,1,6,155,32,182,4.75e-54,166
OANT_RS20070,SM_b21134,52.450,347,162,2,10,353,5,351,2.32e-127,367
OANT_RS20075,SM_b21158,39.636,275,164,1,19,293,15,287,8.81e-55,177
OANT_RS20080,SM_b20661,54.830,352,152,3,1,347,1,350,3.92e-136,389
OANT_RS20085,SM_b21159,39.608,255,142,5,10,253,3,256,5.54e-40,136
OANT_RS20090,SM_b21151,28.061,392,265,12,11,394,12,394,6.21e-35,131
OANT_RS20095,SM_b21149,32.734,278,185,2,8,285,12,287,1.24e-48,161
OANT_RS20100,SM_b21150,36.398,261,161,4,19,275,25,284,6.91e-49,161
OANT_RS20105,SM_b21139,47.321,112,58,1,8,119,14,124,1.28e-34,114
OANT_RS20110,SM_b21155,56.237,489,207,3,1,488,8,490,0.0,525
OANT_RS20115,SM_b20297,40.625,384,213,4,43,416,40,418,6.70e-89,274
OANT_RS20120,SMc00266,27.922,154,107,2,9,160,19,170,1.25e-12,62.4
OANT_RS20125,SM_b20981,33.540,322,210,3,1,320,1,320,4.42e-63,200
OANT_RS20130,SMc02771,34.824,313,198,4,20,331,21,328,2.50e-54,179
OANT_RS20135,SMc02776,52.600,500,230,4,13,512,7,499,3.21e-174,498
OANT_RS20140,SM_b20441,42.128,235,131,3,4,235,2,234,4.33e-51,164
OANT_RS20145,SMc01501,23.810,378,247,13,4,354,28,391,2.80e-13,68.2
OANT_RS20150,SMa0206,81.013,237,44,1,1,236,1,237,1.42e-142,396
OANT_RS20155,SMa0204,61.787,403,148,1,6,408,6,402,5.12e-177,498
OANT_RS20160,SMa0203,78.402,338,73,0,1,338,1,338,0.0,546
OANT_RS20165,SMa0199,61.715,478,178,4,8,483,11,485,0.0,578
OANT_RS20170,SMa0198,81.848,303,55,0,2,304,4,306,6.21e-151,423
OANT_RS20175,SMa0197,73.333,315,84,0,1,315,1,315,1.23e-170,473
OANT_RS20180,SMa0196,75.779,289,69,1,1,289,17,304,7.54e-170,470
OANT_RS20185,SM_b20058,74.031,258,67,0,1,258,1,258,1.83e-134,378
OANT_RS20190,SM_b20057,83.282,323,54,0,7,329,22,344,0.0,530
OANT_RS20195,SM_b20056,64.035,342,120,2,1,340,1,341,1.82e-163,458
OANT_RS20200,SM_b20724,72.152,316,86,1,1,316,1,314,3.88e-168,467
OANT_RS20205,SM_b20725,56.790,162,66,1,3,164,4,161,1.41e-52,162
OANT_RS20210,SM_b20726,77.043,514,109,1,1,514,1,505,0.0,742
OANT_RS20225,SMc00799,48.765,162,80,1,1,159,1,162,4.43e-52,162
OANT_RS20240,SMc00776,48.446,869,369,13,224,1055,308,1134,0.0,740
OANT_RS20250,SMc00838,26.129,620,393,12,31,645,40,599,2.80e-53,190
OANT_RS20255,SMc00773,82.836,268,46,0,3,270,2,269,2.01e-166,459
OANT_RS20260,SMc00772,72.607,303,83,0,1,303,1,303,1.81e-153,429
OANT_RS20265,SMc00771,72.032,379,105,1,1,379,2,379,0.0,580
OANT_RS20270,SMc00770,69.697,363,110,0,5,367,2,364,0.0,543
OANT_RS20275,SMc00769,66.667,471,155,2,1,470,1,470,0.0,627
OANT_RS20280,SMc00768,93.939,429,26,0,1,429,1,429,0.0,843
OANT_RS20285,SMc00767,79.487,78,16,0,1,78,1,78,7.76e-42,129
OANT_RS20305,SMc00762,70.299,468,137,1,9,476,13,478,0.0,698
OANT_RS20310,SMc00761,67.991,428,137,0,1,428,1,428,0.0,593
OANT_RS20320,SMa5033,83.333,42,7,0,151,192,133,174,1.31e-08,53.5
OANT_RS20330,SMc04167,71.613,310,79,1,18,318,12,321,5.77e-140,396
OANT_RS20335,SMc04168,56.044,91,39,1,1,91,1,90,2.46e-31,103
OANT_RS20340,SMc00711,33.166,199,116,6,6,188,3,200,3.69e-13,65.9
OANT_RS20350,SMc00131,38.667,150,91,1,3,152,1,149,1.53e-35,118
OANT_RS20355,SMc00559,39.367,221,127,2,8,228,21,234,9.36e-41,138
OANT_RS20360,SMc01883,36.667,90,56,1,10,98,12,101,3.83e-10,50.1
OANT_RS20365,SM_b20030,81.022,274,52,0,13,286,12,285,1.41e-155,433
OANT_RS20370,SM_b20029,73.103,145,39,0,1,145,1,145,2.42e-78,227
OANT_RS20375,SMa2319,72.727,209,56,1,15,223,4,211,1.38e-107,306
OANT_RS20380,SM_b20847,61.512,291,110,1,7,295,8,298,9.07e-134,379
OANT_RS20390,SMa0222,31.443,194,129,2,6,195,32,225,7.85e-17,74.3
OANT_RS20395,SMc01212,25.501,349,240,11,46,384,22,360,4.57e-13,67.8
OANT_RS20400,SMc02632,65.865,208,70,1,6,213,11,217,3.36e-89,259
OANT_RS20405,SMc00268,35.938,256,144,5,4,249,6,251,3.44e-43,144
OANT_RS20410,SMc03070,74.745,491,124,0,1,491,1,491,0.0,796
OANT_RS20415,SMc03069,53.478,230,107,0,1,230,1,230,2.33e-73,220
OANT_RS20420,SMc03068,76.949,603,139,0,5,607,2,604,0.0,957
OANT_RS20425,SMc03059,69.595,296,90,0,4,299,4,299,4.56e-151,422
OANT_RS20440,SMc04229,45.026,191,105,0,10,200,6,196,7.50e-64,193
OANT_RS20445,SMc02677,47.619,252,124,5,5,253,9,255,7.49e-62,194
OANT_RS20450,SMc03268,48.333,240,118,1,16,249,345,584,1.15e-67,218
OANT_RS20455,SMc02423,45.161,248,123,2,13,248,21,267,3.06e-69,214
OANT_RS20460,SMa2083,45.788,273,148,0,4,276,59,331,2.42e-75,230
OANT_RS20465,SMa2085,43.438,320,180,1,8,326,6,325,5.58e-80,244
OANT_RS20470,SMa2075,39.444,540,316,7,2,536,7,540,4.25e-115,349
OANT_RS20475,SM_b20600,37.755,98,60,1,1,98,66,162,2.31e-16,68.9
OANT_RS20480,SMc02221,52.632,133,63,0,3,135,4,136,1.31e-36,120
OANT_RS20490,SM_b21080,29.915,234,144,4,1,232,47,262,1.38e-23,93.2
OANT_RS20495,SM_b21315,33.703,451,290,4,35,479,26,473,1.42e-78,250
OANT_RS20500,SM_b21316,35.263,570,348,6,11,570,24,582,1.78e-110,340
OANT_RS20515,SMc02519,74.788,353,89,0,1,353,1,353,0.0,546
OANT_RS20520,SMc02518,74.438,356,91,0,1,356,1,356,0.0,555
OANT_RS20525,SMc02517,84.669,287,44,0,1,287,1,287,1.11e-170,471
OANT_RS20530,SMc02516,86.742,264,35,0,33,296,11,274,8.00e-173,476
OANT_RS20535,SMc02515,74.157,89,23,0,9,97,51,139,4.29e-42,132
OANT_RS20540,SMc02514,88.112,572,68,0,1,572,1,572,0.0,1074
OANT_RS20545,SMa2029,39.011,182,109,2,8,189,5,184,7.74e-34,118
OANT_RS20550,SMc00971,31.890,254,166,5,35,287,48,295,4.09e-30,112
OANT_RS20555,SMc01570,41.980,293,167,2,6,297,1,291,3.48e-70,217
OANT_RS20560,SMc01570,42.857,294,160,4,1,290,1,290,2.45e-65,204
OANT_RS20565,SMa2029,41.081,185,105,3,8,190,11,193,1.36e-40,135
OANT_RS20570,SMc00283,30.421,309,191,5,8,315,11,296,1.65e-41,144
OANT_RS20580,SMc00564,40.694,317,185,2,109,425,45,358,9.14e-65,209
OANT_RS20585,SMc03167,28.803,493,346,2,13,503,13,502,2.28e-52,184
OANT_RS20610,SMc02116,31.215,362,195,11,5,347,9,335,6.30e-24,100
OANT_RS20620,SM_b20568,30.871,379,236,13,12,374,22,390,2.41e-30,117
OANT_RS20625,SM_b20604,36.301,292,159,6,23,305,259,532,1.72e-36,134
OANT_RS20630,SMc03117,37.024,289,178,4,51,337,40,326,4.30e-47,159
OANT_RS20635,SM_b20785,42.562,242,139,0,5,246,4,245,1.74e-58,184
OANT_RS20640,SM_b20784,41.810,232,131,2,2,232,6,234,5.73e-60,186
OANT_RS20645,SMc00741,32.176,547,324,15,20,532,1,534,2.19e-53,187
OANT_RS20650,SMa0259,26.848,257,166,7,21,260,12,263,9.50e-16,72.8
OANT_RS20665,SM_b20573,40.881,159,93,1,13,170,15,173,1.85e-38,128
OANT_RS20670,SMa1727,24.535,269,173,10,10,259,38,295,2.37e-08,51.2
OANT_RS20680,SMc03209,31.068,103,69,2,28,128,8,110,4.75e-09,50.1
OANT_RS20685,SMa1447,25.280,447,304,9,1,433,1,431,4.66e-16,77.0
OANT_RS20700,SM_b21570,27.811,338,219,10,405,731,5,328,5.41e-30,124
OANT_RS20705,SM_b21010,38.039,255,149,4,13,261,3,254,4.22e-46,152
OANT_RS20710,SM_b21633,32.271,251,166,4,33,282,15,262,1.45e-29,110
OANT_RS20715,SMc01639,38.037,326,189,6,71,389,63,382,8.62e-57,188
OANT_RS20720,SM_b21157,31.092,119,74,4,12,130,16,126,3.51e-10,51.6
OANT_RS20725,SMc02227,32.647,680,400,14,17,649,13,681,1.62e-86,284
OANT_RS20730,SM_b20589,79.052,401,83,1,1,401,1,400,0.0,621
OANT_RS20735,SMa1759,32.673,202,128,2,15,216,11,204,1.81e-30,110
OANT_RS20740,SMc00533,25.568,176,121,3,131,302,163,332,8.68e-10,57.4
OANT_RS20745,SMc03133,37.864,206,127,1,20,224,118,323,5.88e-38,132
OANT_RS20750,SMc00140,29.323,266,166,6,1,254,1,256,8.46e-26,100
OANT_RS20755,SMc01578,34.026,385,239,5,13,385,14,395,7.23e-78,243
OANT_RS20765,SMc00146,33.663,101,65,2,18,118,20,118,8.59e-10,52.4
OANT_RS20770,SMc01459,34.000,250,143,7,14,260,43,273,8.18e-32,116
OANT_RS20780,SMc02222,43.750,160,72,4,114,273,101,242,1.04e-30,114
OANT_RS20785,SMc02223,65.297,219,73,2,1,217,1,218,1.52e-91,265
OANT_RS20790,SMc02227,72.320,737,204,0,1,737,1,737,0.0,1100
OANT_RS20795,SMc02228,83.831,402,65,0,1,402,1,402,0.0,709
OANT_RS20800,SMc02229,77.759,598,132,1,1,597,1,598,0.0,994
OANT_RS20805,SMc01546,80.769,78,15,0,1,78,1,78,3.36e-44,134
OANT_RS20810,SMc01590,46.875,64,33,1,30,93,145,207,7.48e-12,58.9
OANT_RS20815,SMc01260,37.615,109,68,0,35,143,2,110,1.77e-20,79.3
OANT_RS20820,SMc02231,58.590,227,93,1,969,1195,3,228,9.09e-74,242
OANT_RS20830,SMc02232,68.896,299,93,0,3,301,3,301,2.27e-142,401
OANT_RS20835,SMc02234,45.091,275,142,2,1,274,1,267,1.39e-73,224
OANT_RS20840,SMc02236,53.363,223,104,0,15,237,20,242,9.13e-77,229
OANT_RS20845,SMc02237,73.200,847,212,4,6,850,9,842,0.0,1241
OANT_RS20850,SMc03176,72.997,337,90,1,1,337,1,336,0.0,509
OANT_RS20855,SMc03177,63.755,538,190,2,1,538,1,533,0.0,672
OANT_RS20860,SMc02149,36.620,142,88,1,197,336,241,382,2.53e-24,99.8
OANT_RS20865,SMc02150,78.931,318,66,1,1,318,1,317,6.02e-177,490
OANT_RS20870,SMc02183,88.000,25,3,0,1,25,1,25,9.38e-11,46.6
OANT_RS20880,SM_b21579,58.621,145,60,0,1,145,1,145,1.04e-58,176
OANT_RS20890,SMa1009,36.066,61,39,0,2,62,3,63,6.48e-09,44.7
OANT_RS20895,SM_b21636,28.994,169,113,4,115,276,16,184,4.55e-13,66.6
OANT_RS20905,SMc03972,43.651,378,199,6,35,404,14,385,7.93e-85,261
OANT_RS20910,SMc01095,61.137,1055,407,2,1,1054,1,1053,0.0,1216
OANT_RS20915,SMc00803,45.725,269,103,4,3,231,5,270,2.15e-70,214
OANT_RS20925,SMc00804,62.095,401,151,1,1,400,1,401,2.48e-147,422
OANT_RS20930,SMc00805,72.115,208,58,0,1,208,1,208,5.84e-112,317
OANT_RS20935,SM_b20312,38.801,317,190,3,9,324,21,334,8.10e-71,230
OANT_RS20940,SM_b21462,27.759,299,188,9,3,292,12,291,5.18e-17,77.4
OANT_RS20945,SM_b20318,66.082,342,116,0,1,342,1,342,6.90e-139,395
OANT_RS20950,SM_b20317,66.667,510,165,2,13,522,12,516,0.0,672
OANT_RS20955,SM_b20316,77.177,333,75,1,1,332,1,333,0.0,532
OANT_RS20960,SM_b20315,67.081,322,106,0,7,328,7,328,3.13e-141,400
OANT_RS20965,SM_b20713,46.843,491,260,1,2,491,21,511,7.24e-151,438
OANT_RS20970,SM_b20854,44.109,331,170,4,2,327,3,323,5.87e-75,231
OANT_RS20975,SM_b20712,35.294,289,173,8,1,282,1,282,4.44e-43,148
OANT_RS20980,SMc02041,48.617,253,128,2,4,256,3,253,2.05e-79,237
OANT_RS20985,SM_b20314,88.485,330,38,0,1,330,1,330,0.0,553
OANT_RS20990,SM_b20313,84.434,212,33,0,1,212,15,226,7.42e-128,357
OANT_RS21005,SM_b20307,57.746,213,90,0,1,213,2,214,1.84e-82,242
OANT_RS21010,SMa2221,32.618,233,153,2,8,240,7,235,1.51e-38,132
OANT_RS21015,SMc03265,34.053,417,264,6,4,417,5,413,1.43e-68,221
OANT_RS21020,SM_b21096,53.279,244,111,2,12,252,12,255,1.67e-84,250
OANT_RS21025,SMa2197,33.641,217,127,3,2,201,51,267,1.56e-34,122
OANT_RS21030,SMa2221,36.726,226,137,2,1,220,1,226,4.50e-47,153
OANT_RS21035,SMa0082,27.839,273,169,10,1,261,7,263,7.50e-16,73.2
OANT_RS21040,SMc02504,37.956,137,85,0,8,144,14,150,7.97e-28,98.6
OANT_RS21045,SMc04882,32.990,291,194,1,2,292,5,294,3.08e-55,179
OANT_RS21050,SM_b20681,30.017,603,368,15,1,571,4,584,3.96e-62,213
OANT_RS21055,SMa1742,36.207,290,180,5,50,338,51,336,7.92e-44,152
OANT_RS21060,SMa1745,39.222,334,198,3,4,335,36,366,2.07e-61,197
