S_meliloti|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc02553,BAB_RS19250,61.832,262,91,3,21,276,1,259,1.28e-114,327
SMc02554,BAB_RS19245,41.176,119,66,3,11,127,17,133,9.62e-19,74.3
SMc02555,BAB_RS19240,43.119,109,57,3,39,147,24,127,3.80e-26,92.8
SMc02556,BAB_RS19235,45.977,87,47,0,3,89,2,88,3.80e-24,84.3
SMc02557,BAB_RS19230,42.387,243,132,3,5,246,18,253,5.83e-54,171
SMc02558,BAB_RS19220,46.715,274,140,3,2,271,8,279,2.21e-77,233
SMc02559,BAB_RS19215,64.824,199,65,2,5,202,12,206,1.47e-88,256
SMc02560,BAB_RS25900,87.342,237,24,1,2,238,8,238,3.78e-152,419
SMc02561,BAB_RS19210,47.977,173,85,4,1,172,1,169,3.42e-38,125
SMc02562,BAB_RS25895,76.986,491,113,0,1,491,1,491,0.0,785
SMc02563,BAB_RS25885,61.871,139,52,1,6,144,8,145,5.04e-41,130
SMc02564,BAB_RS18150,40.816,49,27,1,104,152,340,386,1.20e-09,52.4
SMc02566,BAB_RS29700,43.548,186,98,4,23,204,29,211,1.16e-42,139
SMc02567,BAB_RS25880,75.949,316,76,0,16,331,7,322,0.0,512
SMc02568,BAB_RS25875,66.346,104,35,0,1,104,1,104,3.22e-43,133
SMc02569,BAB_RS25870,93.023,258,18,0,1,258,1,258,5.15e-170,466
SMc02570,BAB_RS25865,85.950,242,34,0,1,242,1,242,7.52e-155,427
SMc02572,BAB_RS25860,74.074,216,56,0,1,216,1,216,1.82e-118,332
SMc02573,BAB_RS25855,31.361,169,104,2,1,157,1,169,1.01e-15,67.0
SMc02574,BAB_RS25850,72.449,196,54,0,6,201,5,200,1.07e-107,304
SMc02575,BAB_RS25845,79.459,185,37,1,1,185,1,184,7.84e-110,308
SMc02577,BAB_RS25840,80.963,436,80,2,1,435,1,434,0.0,715
SMc02578,BAB_RS25835,57.188,313,127,2,9,316,29,339,7.08e-135,383
SMc02580,BAB_RS29015,27.143,350,190,11,7,316,8,332,6.36e-11,62.0
SMc02581,BAB_RS23875,73.743,716,187,1,4,718,10,725,0.0,1107
SMc02582,BAB_RS16575,59.043,188,73,3,91,278,23,206,3.15e-78,233
SMc02583,BAB_RS16570,63.871,155,56,0,1,155,1,155,2.46e-68,202
SMc02584,BAB_RS16565,78.333,180,39,0,15,194,8,187,8.55e-104,293
SMc02585,BAB_RS16550,58.454,414,172,0,11,424,11,424,1.21e-155,444
SMc02586,BAB_RS16540,63.545,598,214,2,1,597,46,640,0.0,691
SMc02587,BAB_RS31380,45.604,182,96,1,37,218,36,214,2.06e-44,149
SMc02594,BAB_RS24210,29.444,180,122,3,42,217,12,190,3.56e-18,76.3
SMc02595,BAB_RS17530,35.015,337,218,1,70,405,57,393,3.64e-69,220
SMc02596,BAB_RS28630,26.316,171,121,3,1,170,5,171,9.47e-11,57.8
SMc02597,BAB_RS28905,25.000,180,119,7,2,172,1,173,2.90e-10,53.1
SMc02599,BAB_RS25005,33.077,520,284,16,55,517,64,576,1.41e-62,212
SMc02603,BAB_RS23495,29.927,411,265,10,21,411,20,427,9.48e-32,122
SMc02604,BAB_RS28550,64.068,295,106,0,1,295,1,295,1.07e-140,396
SMc02606,BAB_RS17015,44.222,450,245,5,539,986,1,446,9.01e-122,375
SMc02607,BAB_RS17000,37.647,85,47,4,4,83,3,86,5.10e-13,56.2
SMc02608,BAB_RS16995,55.528,407,179,2,2,406,3,409,3.41e-151,431
SMc02609,BAB_RS22325,35.350,314,195,3,13,319,11,323,3.60e-58,187
SMc02610,BAB_RS29465,41.237,97,56,1,158,254,63,158,2.39e-12,63.9
SMc02612,BAB_RS26610,28.012,332,207,5,90,410,926,1236,3.95e-26,108
SMc02613,BAB_RS28615,30.052,386,240,10,63,433,103,473,1.04e-44,159
SMc02622,BAB_RS31455,88.000,25,3,0,1,25,1,25,4.33e-10,44.3
SMc02623,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
SMc02635,BAB_RS19205,57.895,247,103,1,13,258,1,247,5.67e-106,304
SMc02636,BAB_RS18735,55.367,177,77,1,1,175,62,238,2.12e-68,206
SMc02640,BAB_RS29665,27.697,343,203,12,4,336,21,328,6.16e-27,105
SMc02641,BAB_RS29650,58.257,436,179,2,1,435,1,434,9.75e-176,497
SMc02644,BAB_RS27955,80.645,465,90,0,55,519,1,465,0.0,751
SMc02645,BAB_RS18195,52.088,407,187,4,1,403,1,403,1.86e-146,420
SMc02648,BAB_RS25465,35.870,92,58,1,6,97,1,91,3.42e-09,52.0
SMc02649,BAB_RS20760,54.783,115,52,0,1,115,1,115,9.49e-42,131
SMc02651,BAB_RS19200,76.768,297,69,0,16,312,14,310,3.39e-173,479
SMc02652,BAB_RS19195,60.909,220,86,0,14,233,11,230,1.84e-93,271
SMc02653,BAB_RS19190,62.753,247,91,1,1,246,3,249,2.50e-112,320
SMc02654,BAB_RS19185,78.788,132,28,0,1,132,1,132,3.14e-76,219
SMc02655,BAB_RS19180,42.767,159,90,1,30,188,1,158,5.79e-37,124
SMc02659,BAB_RS19150,70.628,749,209,3,1,739,1,748,0.0,1082
SMc02661,BAB_RS24170,31.441,458,291,6,89,532,180,628,1.29e-44,164
SMc02668,BAB_RS24805,88.439,173,20,0,251,423,270,442,6.35e-78,271
SMc02669,BAB_RS31440,81.579,38,7,0,2,39,1,38,1.80e-14,56.2
SMc02675,BAB_RS23835,93.478,46,3,0,449,494,450,495,4.39e-19,86.3
SMc02676,BAB_RS23835,93.478,46,3,0,449,494,450,495,4.39e-19,86.3
SMc02677,BAB_RS28545,48.302,265,133,4,9,270,5,268,7.98e-69,211
SMc02678,BAB_RS23265,70.482,166,49,0,1,166,1,166,8.63e-88,251
SMc02681,BAB_RS23275,62.692,260,97,0,11,270,11,270,8.19e-111,318
SMc02682,BAB_RS23280,50.829,362,171,3,10,367,6,364,1.93e-121,352
SMc02683,BAB_RS23285,57.769,251,103,1,8,255,6,256,1.33e-102,296
SMc02684,BAB_RS23290,69.816,381,115,0,1,381,1,381,0.0,568
SMc02685,BAB_RS23295,43.421,152,86,0,135,286,27,178,8.39e-41,137
SMc02686,BAB_RS23305,84.194,310,49,0,1,310,1,310,0.0,540
SMc02688,BAB_RS16875,74.038,104,27,0,9,112,12,115,2.49e-55,166
SMc02689,BAB_RS16865,76.754,228,53,0,4,231,7,234,6.59e-129,381
SMc02690,BAB_RS16860,54.088,318,141,4,2,317,4,318,4.41e-105,306
SMc02691,BAB_RS26010,41.155,277,152,4,34,308,13,280,6.09e-55,180
SMc02692,BAB_RS23315,72.581,186,51,0,1,186,1,186,9.68e-98,279
SMc02693,BAB_RS23320,61.728,243,77,3,1,229,1,241,4.42e-97,280
SMc02694,BAB_RS21630,41.463,82,48,0,12,93,28,109,5.15e-20,75.1
SMc02695,BAB_RS23325,80.109,367,73,0,1,367,1,367,0.0,597
SMc02696,BAB_RS23330,45.775,142,75,1,4,143,10,151,3.92e-47,147
SMc02697,BAB_RS23335,51.049,143,70,0,11,153,9,151,1.10e-51,159
SMc02698,BAB_RS23340,80.337,178,35,0,2,179,3,180,1.35e-97,277
SMc02700,BAB_RS23405,56.049,405,178,0,9,413,13,417,2.00e-163,463
SMc02701,BAB_RS23410,55.814,215,80,4,1,209,1,206,4.94e-75,222
SMc02702,BAB_RS23415,66.990,206,64,2,23,224,13,218,6.61e-97,278
SMc02703,BAB_RS23420,75.841,327,79,0,9,335,8,334,0.0,506
SMc02704,BAB_RS23425,62.671,292,109,0,4,295,3,294,6.84e-129,366
SMc02705,BAB_RS23430,50.679,957,436,14,5,937,4,948,0.0,886
SMc02706,BAB_RS23435,60.926,691,266,3,1,689,1,689,0.0,813
SMc02707,BAB_RS23440,54.110,146,67,0,1,146,1,146,5.01e-51,158
SMc02708,BAB_RS23445,67.273,330,103,1,1,330,1,325,1.55e-169,471
SMc02711,BAB_RS23455,50.331,151,74,1,14,163,1,151,1.56e-48,150
SMc02712,BAB_RS23460,56.098,287,123,2,1,286,1,285,5.83e-107,310
SMc02713,BAB_RS23930,29.870,154,107,1,10,163,15,167,3.67e-19,77.0
SMc02717,BAB_RS23465,81.541,558,103,0,7,564,16,573,0.0,969
SMc02720,BAB_RS21345,42.604,169,96,1,22,189,30,198,9.99e-48,152
SMc02723,BAB_RS21685,74.342,152,39,0,3,154,4,155,1.73e-83,239
SMc02724,BAB_RS23470,59.364,283,115,0,9,291,7,289,1.20e-106,310
SMc02725,BAB_RS23475,74.441,716,183,0,12,727,12,727,0.0,1108
SMc02726,BAB_RS22470,24.727,275,167,8,472,743,383,620,9.74e-12,64.7
SMc02727,BAB_RS23190,31.734,271,168,6,72,328,36,303,4.35e-35,126
SMc02729,BAB_RS23505,53.960,404,170,4,5,407,10,398,3.07e-157,446
SMc02737,BAB_RS23510,66.349,315,104,1,4,318,10,322,7.85e-151,423
SMc02738,BAB_RS23515,63.177,277,102,0,1,277,1,277,3.24e-115,329
SMc02739,BAB_RS23520,60.580,345,135,1,5,349,4,347,1.19e-146,414
SMc02752,BAB_RS25910,37.398,123,76,1,8,130,10,131,5.53e-16,67.4
SMc02753,BAB_RS25915,75.188,133,33,0,1,133,1,133,2.47e-70,204
SMc02754,BAB_RS25920,65.957,94,32,0,2,95,10,103,1.96e-42,131
SMc02755,BAB_RS25925,86.481,466,63,0,1,466,1,466,0.0,835
SMc02756,BAB_RS25930,51.485,808,380,5,19,816,22,827,0.0,799
SMc02757,BAB_RS25935,52.705,499,232,3,1,497,5,501,1.44e-172,493
SMc02758,BAB_RS25940,51.464,239,113,2,1,239,3,238,3.71e-81,240
SMc02759,BAB_RS25945,44.919,1053,554,7,3,1049,9,1041,0.0,810
SMc02760,BAB_RS25950,47.494,1177,581,14,20,1186,11,1160,0.0,952
SMc02761,BAB_RS25955,71.963,107,30,0,1,107,1,107,2.48e-55,164
SMc02763,BAB_RS25960,66.818,440,145,1,8,447,4,442,0.0,602
SMc02764,BAB_RS25965,70.629,286,84,0,1,286,1,286,5.16e-154,429
SMc02765,BAB_RS25970,67.025,279,92,0,1,279,1,279,1.64e-134,378
SMc02766,BAB_RS25980,79.208,404,84,0,1,404,1,404,0.0,684
SMc02767,BAB_RS25985,67.907,215,69,0,1,215,1,215,7.42e-87,253
SMc02768,BAB_RS25995,54.585,229,98,3,23,250,29,252,1.74e-87,257
SMc02769,BAB_RS26000,57.971,138,56,2,1,136,1,138,3.16e-44,139
SMc02771,BAB_RS20085,26.129,310,216,9,1,299,1,308,2.30e-13,66.6
SMc02772,BAB_RS23785,36.304,303,184,2,29,322,31,333,2.18e-55,180
SMc02773,BAB_RS18620,40.120,501,290,7,22,514,4,502,6.35e-117,351
SMc02774,BAB_RS28160,25.490,255,179,7,25,277,18,263,8.17e-13,64.7
SMc02776,BAB_RS28415,52.600,500,230,4,7,499,13,512,8.30e-176,501
SMc02777,BAB_RS24500,27.320,194,130,4,79,269,27,212,7.24e-08,48.9
SMc02778,BAB_RS31660,63.241,253,93,0,1,253,1,253,1.39e-118,337
SMc02780,BAB_RS23845,62.839,479,176,1,1,479,2,478,0.0,614
SMc02782,BAB_RS16510,78.133,814,174,2,1,811,1,813,0.0,1298
SMc02783,BAB_RS25830,58.929,112,46,0,1,112,1,112,2.21e-46,143
SMc02784,BAB_RS25825,54.749,179,74,2,7,182,13,187,2.29e-58,178
SMc02785,BAB_RS25820,58.056,360,147,4,1,359,8,364,2.35e-143,408
SMc02786,BAB_RS25815,60.811,222,83,2,13,233,13,231,2.84e-95,275
SMc02787,BAB_RS25810,35.638,188,90,4,4,190,5,162,1.77e-31,108
SMc02788,BAB_RS25805,75.641,156,36,1,7,162,10,163,2.52e-79,229
SMc02789,BAB_RS25800,64.655,232,80,1,1,230,1,232,2.41e-107,306
SMc02790,BAB_RS25795,53.927,191,88,0,1,191,1,191,1.37e-70,209
SMc02791,BAB_RS25790,55.556,288,121,3,1,284,1,285,1.15e-106,308
SMc02792,BAB_RS25785,59.487,195,79,0,5,199,5,199,9.12e-76,223
SMc02793,BAB_RS25780,65.019,263,92,0,6,268,6,268,5.66e-125,354
SMc02794,BAB_RS25775,68.652,319,100,0,1,319,22,340,1.71e-160,448
SMc02795,BAB_RS25770,52.299,174,83,0,7,180,5,178,1.51e-68,203
SMc02796,BAB_RS25760,95.455,418,19,0,4,421,1,418,0.0,815
SMc02797,BAB_RS25750,53.409,440,194,4,5,439,9,442,6.17e-151,432
SMc02798,BAB_RS25745,67.213,610,200,0,4,613,9,618,0.0,829
SMc02799,BAB_RS25740,49.749,199,97,1,14,212,17,212,8.71e-65,196
SMc02800,BAB_RS25735,75.862,261,61,1,6,264,5,265,5.84e-142,396
SMc02801,BAB_RS25730,61.149,296,109,3,1,294,1,292,1.70e-126,359
SMc02802,BAB_RS25725,44.315,343,190,1,1,342,1,343,4.86e-100,296
SMc02803,BAB_RS24550,40.217,184,91,7,1,169,1,180,5.06e-28,100
SMc02804,BAB_RS24555,73.583,882,220,4,1,875,1,876,0.0,1365
SMc02812,BAB_RS24560,68.807,218,68,0,2,219,3,220,1.99e-107,305
SMc02814,BAB_RS29335,35.662,272,172,3,25,294,90,360,2.63e-45,154
SMc02817,BAB_RS29420,42.230,296,167,3,19,311,15,309,1.03e-68,213
SMc02818,BAB_RS22960,47.423,291,153,0,24,314,24,314,1.82e-92,274
SMc02819,BAB_RS19385,23.223,211,135,8,25,228,19,209,2.45e-09,52.8
SMc02820,BAB_RS26635,30.818,318,190,8,112,401,27,342,1.83e-33,126
SMc02824,BAB_RS17965,27.072,181,117,6,62,232,337,512,7.42e-08,49.7
SMc02825,BAB_RS26330,56.726,446,191,2,13,456,6,451,4.66e-172,488
SMc02826,BAB_RS26325,71.053,114,33,0,1,114,1,114,1.47e-52,157
SMc02827,BAB_RS26320,59.155,284,111,2,5,284,8,290,2.36e-117,335
SMc02828,BAB_RS15960,50.725,276,134,2,46,319,43,318,6.72e-91,270
SMc02829,BAB_RS15965,76.735,533,124,0,1,533,1,533,0.0,844
SMc02830,BAB_RS15970,75.532,376,91,1,2,376,3,378,0.0,584
SMc02831,BAB_RS15975,74.247,365,89,2,1,360,1,365,0.0,548
SMc02832,BAB_RS15985,48.440,609,299,8,11,612,8,608,0.0,583
SMc02833,BAB_RS31085,63.091,317,107,8,2,315,4,313,3.47e-134,382
SMc02834,BAB_RS31090,70.248,121,36,0,1,121,1,121,4.65e-61,180
SMc02835,BAB_RS31095,60.180,334,133,0,5,338,7,340,3.84e-149,420
SMc02836,BAB_RS31100,58.446,592,246,0,6,597,6,597,0.0,722
SMc02837,BAB_RS31105,72.963,270,73,0,3,272,9,278,1.59e-140,393
SMc02838,BAB_RS31110,78.922,204,43,0,1,204,1,204,3.63e-118,331
SMc02841,BAB_RS17835,31.086,267,167,5,28,286,101,358,1.08e-35,128
SMc02842,BAB_RS16690,54.430,158,72,0,6,163,7,164,2.15e-52,161
SMc02843,BAB_RS16695,72.727,253,64,1,1,253,1,248,2.58e-133,373
SMc02844,BAB_RS17465,45.312,64,34,1,7,70,2,64,1.30e-11,57.8
SMc02846,BAB_RS16705,69.697,330,100,0,1,330,1,330,4.85e-171,475
SMc02848,BAB_RS26305,57.962,157,65,1,66,222,25,180,1.94e-64,194
SMc02849,BAB_RS26310,78.078,333,73,0,1,333,1,333,0.0,541
SMc02850,BAB_RS16500,75.124,1005,222,5,1,1004,1,978,0.0,1549
SMc02851,BAB_RS28040,33.010,103,66,1,17,119,24,123,1.88e-11,55.1
SMc02852,BAB_RS16495,77.223,461,101,1,8,464,9,469,0.0,752
SMc02853,BAB_RS22365,58.013,312,131,0,3,314,2,313,3.61e-126,360
SMc02854,BAB_RS20520,38.095,84,51,1,81,163,1,84,4.65e-16,66.2
SMc02855,BAB_RS29420,29.766,299,184,5,14,294,10,300,9.46e-31,114
SMc02856,BAB_RS16475,60.610,688,249,5,22,708,9,675,0.0,822
SMc02857,BAB_RS26065,85.047,642,90,3,1,641,1,637,0.0,1091
SMc02858,BAB_RS26070,79.156,379,77,1,1,379,1,377,0.0,573
SMc02863,BAB_RS10435,58.400,375,152,4,2,374,11,383,1.02e-139,399
SMc02864,BAB_RS15955,73.361,244,65,0,7,250,12,255,8.79e-127,357
SMc02866,BAB_RS17465,37.129,202,126,1,1,201,1,202,3.24e-39,131
SMc02867,BAB_RS17475,45.490,1031,552,7,1,1025,1,1027,0.0,912
SMc02868,BAB_RS17470,37.468,395,240,4,5,393,1,394,1.75e-64,208
SMc02869,BAB_RS29760,76.577,333,78,0,17,349,1,333,0.0,533
SMc02870,BAB_RS29765,76.504,349,81,1,7,354,8,356,0.0,568
SMc02871,BAB_RS29770,86.022,279,39,0,1,279,1,279,1.00e-175,483
SMc02872,BAB_RS29775,80.132,302,60,0,14,315,13,314,0.0,510
SMc02873,BAB_RS33360,83.055,419,71,0,1,419,1,419,0.0,728
SMc02875,BAB_RS29790,56.701,291,126,0,1,291,1,291,9.96e-113,324
SMc02876,BAB_RS29795,71.318,258,69,2,1,254,1,257,4.28e-130,365
SMc02877,BAB_RS27915,43.452,336,188,2,5,339,8,342,9.12e-83,251
SMc02878,BAB_RS27920,49.871,389,189,3,1,385,1,387,3.94e-121,353
SMc02880,BAB_RS31820,36.893,103,55,2,89,191,173,265,9.69e-09,52.4
SMc02881,BAB_RS18785,40.863,394,229,2,59,452,36,425,2.35e-85,265
SMc02882,BAB_RS16700,64.502,231,82,0,1,231,1,231,2.01e-92,268
SMc02883,BAB_RS31190,60.606,66,26,0,5,70,3,68,1.60e-21,76.3
SMc02884,BAB_RS26410,34.188,351,195,11,1,319,2,348,3.79e-43,149
SMc02885,BAB_RS31195,66.512,215,71,1,1,215,1,214,1.21e-107,305
SMc02888,BAB_RS31830,24.444,135,100,2,191,323,121,255,3.28e-09,53.5
SMc02890,BAB_RS22470,25.000,240,160,6,398,636,379,599,4.76e-08,52.4
SMc02891,BAB_RS20600,21.033,271,184,7,109,368,4,255,4.51e-10,56.2
SMc02892,BAB_RS30945,33.086,405,262,4,27,428,25,423,7.70e-45,160
SMc02895,BAB_RS22920,28.391,317,208,7,1,309,1,306,1.76e-24,97.8
SMc02896,BAB_RS27810,33.077,130,74,3,219,348,170,286,3.83e-12,62.8
SMc02897,BAB_RS16110,53.409,176,81,1,6,181,7,181,2.75e-60,186
SMc02898,BAB_RS16105,72.131,244,67,1,5,247,3,246,5.00e-122,344
SMc02899,BAB_RS16100,75.627,279,68,0,4,282,2,280,2.70e-163,451
SMc02900,BAB_RS29075,68.889,45,14,0,1,45,1,45,1.22e-19,69.7
SMc02902,BAB_RS24255,41.667,204,115,3,1,202,1,202,6.44e-44,144
SMc02903,BAB_RS16095,46.250,320,161,6,1,319,1,310,3.93e-81,246
SMc02904,BAB_RS16090,56.716,134,58,0,108,241,1,134,6.87e-53,164
SMc02905,BAB_RS16085,61.716,606,220,4,19,624,9,602,0.0,706
SMc02906,BAB_RS16080,70.093,107,32,0,1,107,1,107,9.90e-51,152
SMc02907,BAB_RS27225,50.262,191,93,1,1,189,1,191,1.93e-68,205
SMc02908,BAB_RS16075,79.602,201,41,0,1,201,1,201,4.04e-120,335
SMc02909,BAB_RS16070,59.184,392,160,0,21,412,36,427,3.94e-176,495
SMc02910,BAB_RS30540,67.304,471,153,1,72,542,1,470,0.0,629
SMc02911,BAB_RS26230,55.024,209,88,1,1,203,1,209,1.87e-79,233
SMc02912,BAB_RS26235,83.397,524,87,0,1,524,1,524,0.0,885
SMc02913,BAB_RS26240,56.701,194,82,1,22,215,19,210,4.18e-71,213
SMc02914,BAB_RS31055,29.694,229,125,8,392,595,11,228,4.16e-14,72.4
SMc02915,BAB_RS31205,90.000,30,3,0,1,30,1,30,5.30e-16,59.3
SMc02940,BAB_RS24070,36.073,438,242,15,22,436,20,442,3.97e-50,173
SMc02941,BAB_RS24075,37.931,290,158,5,67,345,210,488,7.15e-49,167
SMc02942,BAB_RS24085,80.606,165,32,0,11,175,3,167,3.92e-99,280
SMc02975,BAB_RS27570,76.577,333,78,0,2,334,1,333,0.0,529
SMc02976,BAB_RS27560,59.322,59,24,0,36,94,16,74,1.46e-17,69.7
SMc02977,BAB_RS27555,68.163,245,78,0,19,263,7,251,1.40e-121,344
SMc02978,BAB_RS27550,79.339,363,67,1,10,364,15,377,0.0,528
SMc02979,BAB_RS27545,64.526,327,111,1,1,327,1,322,8.40e-158,441
SMc02981,BAB_RS16270,31.176,170,103,5,1,166,10,169,9.74e-10,53.1
SMc02982,BAB_RS23440,39.394,165,93,2,21,185,10,167,1.40e-26,96.7
SMc02983,BAB_RS26825,80.106,377,75,0,3,379,1,377,0.0,619
SMc02984,BAB_RS26815,62.245,294,111,0,1,294,1,294,9.86e-138,388
SMc02985,BAB_RS26810,48.148,216,106,3,4,214,13,227,2.95e-70,211
SMc02986,BAB_RS26805,49.864,367,151,8,5,342,3,365,1.35e-106,313
SMc03000,BAB_RS23785,36.449,321,187,6,4,313,18,332,1.93e-49,164
SMc03001,BAB_RS23785,31.507,292,184,3,42,321,39,326,5.54e-41,142
SMc03002,BAB_RS17060,30.000,110,64,4,2,102,7,112,4.96e-12,54.7
SMc03006,BAB_RS29320,26.496,117,86,0,1,117,1,117,7.45e-16,65.1
SMc03010,BAB_RS21370,35.714,112,65,4,5,113,3,110,1.10e-09,55.8
SMc03011,BAB_RS29960,33.333,123,78,2,3,125,1,119,1.68e-13,61.6
SMc03014,BAB_RS31615,45.338,547,291,5,14,557,21,562,3.29e-147,432
SMc03015,BAB_RS26915,44.643,56,31,0,185,240,190,245,8.12e-08,48.1
SMc03016,BAB_RS26915,42.188,64,37,0,182,245,187,250,2.00e-08,50.1
SMc03017,BAB_RS26920,51.111,135,66,0,3,137,1,135,5.07e-48,150
SMc03018,BAB_RS26925,51.009,347,170,0,1,347,1,347,3.66e-121,350
SMc03020,BAB_RS26940,59.770,87,35,0,121,207,28,114,1.31e-28,100
SMc03021,BAB_RS26950,31.579,95,65,0,221,315,3,97,9.62e-13,60.1
SMc03022,BAB_RS26960,66.904,281,93,0,1,281,1,281,8.71e-145,405
SMc03023,BAB_RS26965,50.385,260,124,2,4,259,4,262,3.62e-92,269
SMc03024,BAB_RS26970,44.017,234,131,0,5,238,6,239,8.89e-70,211
SMc03025,BAB_RS26975,57.177,418,177,2,35,450,28,445,7.66e-160,457
SMc03026,BAB_RS26980,39.604,101,51,3,90,183,103,200,5.01e-13,61.2
SMc03027,BAB_RS27060,53.279,122,55,2,1,121,1,121,2.28e-41,130
SMc03028,BAB_RS27065,60.584,137,54,0,2,138,4,140,1.56e-59,177
SMc03029,BAB_RS27070,52.137,117,44,4,1,111,1,111,1.82e-27,94.4
SMc03030,BAB_RS27075,73.282,262,70,0,1,262,1,262,8.37e-146,405
SMc03031,BAB_RS27080,49.180,122,61,1,45,165,36,157,4.23e-32,109
SMc03032,BAB_RS27085,56.710,231,100,0,18,248,91,321,3.58e-89,268
SMc03033,BAB_RS27095,46.541,159,79,3,20,178,14,166,3.04e-39,129
SMc03034,BAB_RS27100,51.452,241,109,4,1,236,5,242,1.18e-79,236
SMc03035,BAB_RS27105,37.805,164,87,4,7,163,8,163,5.12e-28,99.0
SMc03036,BAB_RS27110,67.411,224,72,1,21,244,23,245,1.37e-106,305
SMc03037,BAB_RS31620,52.663,169,66,5,1,164,1,160,1.87e-41,144
SMc03038,BAB_RS31620,50.296,169,70,5,1,164,1,160,1.47e-40,142
SMc03039,BAB_RS31620,46.354,192,84,7,1,183,1,182,1.35e-39,139
SMc03040,BAB_RS31620,44.000,325,133,8,1,320,1,281,2.23e-60,191
SMc03041,BAB_RS31610,30.131,229,121,6,1,204,1,215,7.00e-09,50.8
SMc03042,BAB_RS31605,42.750,400,168,7,10,391,8,364,7.11e-105,311
SMc03043,BAB_RS31600,31.818,440,265,11,4,429,7,425,1.22e-40,147
SMc03045,BAB_RS31590,65.169,178,62,0,10,187,6,183,5.71e-86,248
SMc03046,BAB_RS31585,70.222,225,63,1,1,221,1,225,6.66e-110,311
SMc03047,BAB_RS31580,48.058,412,192,7,1,406,1,396,8.48e-111,327
SMc03048,BAB_RS31575,41.649,485,268,6,1,471,1,484,8.05e-110,330
SMc03049,BAB_RS31570,38.202,356,200,7,1,345,1,347,1.23e-68,215
SMc03050,BAB_RS31565,48.246,114,59,0,1,114,1,114,1.09e-35,115
SMc03051,BAB_RS31560,59.231,130,53,0,2,131,6,135,2.25e-52,160
SMc03052,BAB_RS31555,57.944,107,45,0,29,135,28,134,7.87e-42,132
SMc03053,BAB_RS31550,68.966,87,27,0,2,88,2,88,4.47e-41,127
SMc03054,BAB_RS31540,68.667,450,141,0,116,565,1,450,0.0,603
SMc03055,BAB_RS31530,40.426,235,139,1,6,239,9,243,6.81e-61,189
SMc03057,BAB_RS31510,28.947,152,100,3,1,148,1,148,1.77e-22,85.9
SMc03058,BAB_RS26850,40.514,311,184,1,20,329,20,330,2.48e-84,254
SMc03059,BAB_RS28550,70.270,296,88,0,4,299,4,299,3.49e-152,424
SMc03060,BAB_RS27570,30.205,341,220,7,3,337,5,333,1.80e-30,115
SMc03062,BAB_RS30570,25.806,310,194,9,43,323,8,310,3.57e-23,95.9
SMc03063,BAB_RS29770,32.766,235,150,4,145,378,52,279,7.43e-28,107
SMc03065,BAB_RS30560,55.989,359,131,4,1,359,1,332,9.03e-135,384
SMc03068,BAB_RS28555,77.612,603,135,0,2,604,5,607,0.0,964
SMc03069,BAB_RS28560,54.545,231,105,0,1,231,1,231,8.51e-80,236
SMc03070,BAB_RS28565,75.356,491,121,0,1,491,1,491,0.0,793
SMc03071,BAB_RS31520,46.715,137,65,3,1,135,1,131,1.78e-29,104
SMc03074,BAB_RS31455,88.000,25,3,0,1,25,1,25,4.33e-10,44.3
SMc03075,BAB_RS31435,100.000,25,0,0,1,25,1,25,7.21e-12,48.5
SMc03085,BAB_RS28945,59.350,246,100,0,31,276,24,269,1.46e-98,287
SMc03091,BAB_RS27975,53.821,301,135,3,6,304,5,303,1.78e-110,319
SMc03092,BAB_RS27970,46.099,141,76,0,1,141,1,141,3.53e-38,124
SMc03096,BAB_RS16150,37.912,546,325,7,1333,1869,1039,1579,6.61e-91,324
SMc03097,BAB_RS16145,37.656,640,374,9,1,618,3,639,8.11e-123,374
SMc03101,BAB_RS17735,41.353,133,68,4,23,146,29,160,5.39e-24,93.6
SMc03102,BAB_RS17740,26.099,751,435,24,17,726,29,700,1.47e-34,137
SMc03103,BAB_RS17735,30.303,231,143,6,46,260,244,472,1.40e-17,78.6
SMc03104,BAB_RS17600,59.398,399,162,0,2,400,1,399,3.87e-163,462
SMc03106,BAB_RS18145,45.745,94,50,1,147,239,27,120,1.63e-24,91.3
SMc03109,BAB_RS31820,28.632,234,132,10,33,258,117,323,2.38e-08,51.2
SMc03110,BAB_RS22745,47.436,156,82,0,9,164,13,168,6.63e-35,117
SMc03111,BAB_RS18610,53.906,384,175,2,5,387,8,390,1.28e-151,430
SMc03112,BAB_RS16805,81.869,1252,222,2,2,1249,3,1253,0.0,2133
SMc03116,BAB_RS27685,71.132,530,153,0,2,531,3,532,0.0,808
SMc03117,BAB_RS27690,73.846,325,85,0,1,325,1,325,2.42e-177,491
SMc03118,BAB_RS27695,82.034,295,53,0,1,295,1,295,2.88e-164,455
SMc03119,BAB_RS27700,74.262,237,56,1,2,233,5,241,9.31e-128,358
SMc03120,BAB_RS27705,77.016,248,57,0,11,258,22,269,3.49e-137,384
SMc03121,BAB_RS27710,81.579,380,70,0,21,400,21,400,0.0,665
SMc03122,BAB_RS27715,61.333,300,115,1,1,300,1,299,1.59e-133,378
SMc03123,BAB_RS28125,29.936,314,205,6,3,309,5,310,1.98e-36,130
