Abortus2308|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS22380,SM_b21131,54.585,229,104,0,17,245,26,254,1.18e-89,265
BAB_RS22385,SM_b21132,53.875,271,124,1,2,271,15,285,2.36e-94,277
BAB_RS22390,SM_b21133,52.117,307,143,3,27,331,33,337,6.49e-108,316
BAB_RS22400,SMc03171,51.282,234,112,1,10,241,10,243,8.14e-72,227
BAB_RS22410,SMc04364,88.000,25,3,0,1,25,1,25,1.09e-08,41.2
BAB_RS22420,SM_b21302,46.259,147,69,3,1,138,1,146,4.06e-38,124
BAB_RS22425,SMc00165,72.285,267,73,1,4,269,7,273,7.25e-142,397
BAB_RS22430,SMa0072,43.902,246,131,2,1,242,1,243,1.25e-68,209
BAB_RS22435,SMa0070,33.462,260,142,4,1,260,90,318,6.52e-28,106
BAB_RS22440,SM_b20893,36.264,91,56,1,35,125,24,112,8.08e-10,52.8
BAB_RS22445,SMa0218,30.515,272,173,8,21,281,23,289,1.66e-20,87.4
BAB_RS22450,SMc01163,60.109,366,146,0,6,371,10,375,2.01e-166,468
BAB_RS22455,SM_b20058,35.019,257,162,3,4,258,3,256,2.83e-43,145
BAB_RS22460,SMc01511,41.975,324,174,5,22,332,42,364,4.88e-61,197
BAB_RS22470,SMc02726,24.727,275,167,8,383,620,472,743,1.59e-11,64.7
BAB_RS22475,SM_b21204,27.348,362,251,7,11,366,11,366,5.05e-29,113
BAB_RS22480,SM_b21206,37.895,570,276,10,15,515,14,574,5.43e-104,332
BAB_RS22485,SM_b21207,29.586,338,209,5,17,344,15,333,4.73e-22,92.8
BAB_RS22495,SMc01941,50.505,99,49,0,1,99,1,99,1.35e-33,109
BAB_RS22500,SMc01939,54.167,96,44,0,27,122,4,99,5.23e-32,108
BAB_RS22505,SMc01837,55.692,571,247,5,3,572,4,569,0.0,673
BAB_RS22520,SMc01830,55.208,192,83,2,6,197,9,197,5.18e-72,215
BAB_RS22555,SMc00962,38.725,204,120,4,11,213,9,208,1.59e-37,129
BAB_RS22565,SMc01274,37.383,107,63,2,6,111,4,107,9.08e-15,63.5
BAB_RS22575,SMa1151,36.735,147,88,2,1,143,1,146,8.33e-32,108
BAB_RS22580,SMc04271,53.135,303,139,2,9,308,3,305,6.67e-100,293
BAB_RS22585,SMc04272,32.889,225,146,3,12,234,20,241,7.10e-37,127
BAB_RS22590,SMc04274,63.836,365,131,1,4,368,5,368,6.32e-173,483
BAB_RS22595,SMc00979,48.077,52,24,1,83,134,88,136,1.43e-13,60.8
BAB_RS22600,SMc04323,75.061,409,101,1,1,409,1,408,0.0,629
BAB_RS22610,SMc04346,86.136,339,47,0,1,339,1,339,0.0,617
BAB_RS22615,SMc04348,50.704,213,105,0,1,213,1,213,2.04e-64,196
BAB_RS22620,SMc00873,53.537,622,285,2,33,651,2,622,0.0,649
BAB_RS22625,SMc01407,73.554,242,62,1,1,240,1,242,1.00e-125,354
BAB_RS22635,SMc01414,81.333,375,68,1,1,373,36,410,0.0,641
BAB_RS22640,SMc01430,78.947,190,40,0,1,190,1,190,3.33e-110,310
BAB_RS22645,SMc01431,82.064,591,105,1,18,607,2,592,0.0,1035
BAB_RS22650,SMc01435,55.789,285,126,0,8,292,10,294,9.74e-116,333
BAB_RS22655,SMc01494,69.048,294,91,0,5,298,1,294,3.81e-144,405
BAB_RS22660,SMc00763,67.519,391,125,2,2,391,3,392,0.0,531
BAB_RS22665,SMc01438,58.235,510,191,9,15,524,16,503,0.0,536
BAB_RS22675,SMc01440,69.128,298,92,0,1,298,1,298,2.33e-138,391
BAB_RS22680,SMc01441,64.890,319,104,3,45,361,40,352,7.71e-150,425
BAB_RS22685,SMc01442,56.805,169,73,0,3,171,4,172,5.80e-70,207
BAB_RS22690,SMc01444,84.091,264,42,0,1,264,1,264,3.27e-173,476
BAB_RS22695,SMc01449,64.078,103,36,1,1,103,1,102,5.80e-38,120
BAB_RS22700,SMc03825,31.890,254,172,1,7,260,9,261,1.73e-37,138
BAB_RS22705,SMc03169,28.767,219,146,4,46,262,20,230,3.04e-18,79.0
BAB_RS22710,SMc01450,59.686,191,54,3,1,189,1,170,7.25e-72,213
BAB_RS22720,SMc01451,53.704,54,25,0,2,55,3,56,5.97e-15,60.1
BAB_RS22725,SMc01452,47.222,72,38,0,3,74,2,73,3.70e-19,72.8
BAB_RS22730,SMc01454,33.002,1209,726,18,12,1203,1,1142,0.0,566
BAB_RS22740,SMc01455,64.240,467,167,0,1,467,1,467,0.0,624
BAB_RS22745,SMc03110,47.436,156,82,0,13,168,9,164,1.82e-40,132
BAB_RS22755,SMc01461,76.246,863,184,6,6,858,6,857,0.0,1329
BAB_RS22760,SMc01465,60.976,164,62,1,4,165,2,165,5.12e-73,214
BAB_RS22765,SM_b20765,50.259,193,96,0,32,224,8,200,2.95e-61,188
BAB_RS22770,SMc01471,54.787,188,79,3,10,191,12,199,1.17e-73,218
BAB_RS22775,SMc01472,54.138,290,128,2,1,285,1,290,4.88e-107,310
BAB_RS22780,SMc01885,59.174,605,245,2,3,605,2,606,0.0,707
BAB_RS22790,SMc01878,71.488,719,190,3,5,717,7,716,0.0,1020
BAB_RS22795,SMc01877,70.664,542,157,1,1,540,1,542,0.0,729
BAB_RS22800,SMc01876,66.409,259,86,1,28,285,30,288,4.80e-126,358
BAB_RS22805,SMc01875,59.386,293,105,3,1,285,10,296,4.44e-128,365
BAB_RS22810,SMc01874,66.227,607,147,13,1,566,1,590,0.0,629
BAB_RS22815,SMc01873,66.901,426,136,2,17,440,20,442,0.0,593
BAB_RS22820,SMc01872,48.845,303,152,1,12,311,7,309,1.48e-97,288
BAB_RS22825,SMc01871,75.974,308,74,0,1,308,1,308,4.04e-179,494
BAB_RS22830,SMc01868,64.353,317,113,0,4,320,5,321,2.62e-146,412
BAB_RS22835,SMc01867,79.915,468,90,2,1,467,1,465,0.0,728
BAB_RS22840,SMc01866,65.946,370,126,0,6,375,2,371,6.38e-167,469
BAB_RS22845,SMc01865,68.478,368,116,0,1,368,1,368,0.0,514
BAB_RS22850,SMc01864,70.000,460,137,1,1,460,1,459,0.0,579
BAB_RS22855,SMc01863,77.596,366,76,1,1,360,1,366,0.0,569
BAB_RS22860,SMc01862,57.265,468,199,1,8,475,2,468,6.20e-180,510
BAB_RS22865,SMc01861,71.694,484,131,3,3,481,1,483,0.0,676
BAB_RS22870,SMc01860,60.734,545,211,2,31,575,30,571,0.0,679
BAB_RS22875,SMc01859,43.284,134,67,3,1,128,1,131,1.02e-26,94.7
BAB_RS22880,SMc01858,66.967,333,105,1,5,337,6,333,3.91e-152,429
BAB_RS22885,SMa1115,23.284,408,272,14,43,425,26,417,2.05e-08,53.5
BAB_RS22890,SMc01855,55.844,154,64,1,65,214,26,179,2.60e-54,169
BAB_RS22895,SMc01854,59.839,249,100,0,15,263,1,249,1.92e-102,296
BAB_RS22900,SMc01853,56.780,236,101,1,1,236,1,235,5.75e-95,275
BAB_RS22910,SMc01846,49.455,275,118,3,1,273,1,256,5.76e-94,275
BAB_RS22915,SMc01845,52.139,374,175,4,40,410,33,405,2.55e-137,396
BAB_RS22920,SMc00317,31.699,306,206,3,7,311,7,310,1.06e-34,126
BAB_RS22925,SMc01843,59.155,284,115,1,17,299,15,298,7.25e-118,339
BAB_RS22930,SMc01842,59.748,318,125,2,6,322,7,322,8.42e-112,326
BAB_RS22940,SMc04407,33.623,345,213,3,8,346,5,339,4.07e-56,194
BAB_RS22950,SMc04454,88.160,549,65,0,1,549,1,549,0.0,1002
BAB_RS22960,SMc02818,47.423,291,153,0,24,314,24,314,6.21e-94,279
BAB_RS22975,SMc00982,66.506,415,138,1,1,415,1,414,0.0,609
BAB_RS22980,SMc00981,59.569,371,139,2,2,372,5,364,7.01e-155,438
BAB_RS22985,SMc00099,77.941,68,15,0,6,73,3,70,9.90e-33,105
BAB_RS22990,SMc02275,70.352,199,59,0,1,199,13,211,2.47e-102,292
BAB_RS22995,SM_b21468,67.164,335,110,0,6,340,13,347,8.52e-147,416
BAB_RS23010,SM_b20336,32.364,275,161,9,1,267,6,263,8.59e-32,115
BAB_RS23045,SMc01556,57.009,214,86,3,38,249,51,260,1.68e-71,217
BAB_RS23055,SMc00064,63.399,153,53,2,1,152,1,151,1.34e-68,202
BAB_RS23060,SMc00935,44.792,96,52,1,2,96,3,98,1.32e-20,76.6
BAB_RS23065,SMc01563,83.212,685,101,6,1,672,1,684,0.0,1098
BAB_RS23070,SMc01567,56.587,668,270,9,1,653,1,663,0.0,717
BAB_RS23075,SM_b21536,41.712,549,319,1,8,556,8,555,1.14e-136,405
BAB_RS23080,SMc01568,63.758,149,54,0,2,150,1,149,7.57e-70,205
BAB_RS23085,SMc01569,77.694,399,85,2,8,403,4,401,0.0,632
BAB_RS23090,SMc01213,62.420,314,109,3,1,308,1,311,9.46e-133,377
BAB_RS23105,SMc01215,84.179,1163,183,1,1,1162,1,1163,0.0,2001
BAB_RS23110,SM_b20937,52.613,574,268,2,45,615,19,591,0.0,629
BAB_RS23120,SMc01428,77.941,68,15,0,1,68,1,68,3.17e-37,116
BAB_RS23125,SM_b20005,31.401,207,128,5,2,203,1,198,9.77e-23,88.6
BAB_RS23130,SMc01578,83.750,400,65,0,1,400,1,400,0.0,709
BAB_RS23145,SMc01225,69.360,297,90,1,5,301,7,302,8.36e-164,455
BAB_RS23150,SMc01224,73.457,324,86,0,1,324,1,324,0.0,509
BAB_RS23155,SMa1691,43.562,466,262,1,1,466,20,484,6.24e-135,395
BAB_RS23160,SMc01223,75.333,150,37,0,1,150,1,150,3.60e-82,236
BAB_RS23165,SMc01219,55.301,349,152,2,7,351,2,350,2.40e-135,387
BAB_RS23170,SMc01218,79.487,156,32,0,1,156,2,157,1.69e-89,255
BAB_RS23180,SMc01584,54.795,292,131,1,1,291,1,292,9.14e-96,282
BAB_RS23185,SMc04230,69.231,117,35,1,1,116,1,117,4.26e-53,160
BAB_RS23190,SMc04225,56.828,227,95,2,78,302,172,397,1.09e-85,260
BAB_RS23195,SMc04228,70.543,129,38,0,1,129,1,129,2.30e-65,192
BAB_RS23200,SMc01590,39.706,68,40,1,20,86,31,98,5.27e-11,57.0
BAB_RS23205,SMc04231,75.773,970,187,10,18,940,17,985,0.0,1463
BAB_RS23210,SMc01230,46.061,165,84,3,35,198,65,225,2.37e-30,113
BAB_RS23215,SMc01585,81.690,71,13,0,1,71,1,71,5.13e-40,123
BAB_RS23220,SMc01586,49.573,117,41,4,66,169,29,140,3.08e-19,77.0
BAB_RS23225,SMc01587,64.115,209,75,0,4,212,2,210,8.38e-100,286
BAB_RS23240,SMc01592,63.971,136,49,0,18,153,19,154,6.05e-61,184
BAB_RS23245,SMc01593,70.870,230,67,0,6,235,5,234,5.03e-124,349
BAB_RS23250,SMc01595,66.357,431,142,3,17,446,31,459,0.0,578
BAB_RS23260,SMc04456,77.064,109,25,0,7,115,5,113,2.46e-57,171
BAB_RS23265,SMc02678,70.482,166,49,0,1,166,1,166,1.72e-87,251
BAB_RS23270,SMc03744,73.171,82,22,0,1,82,1,82,3.66e-38,121
BAB_RS23275,SMc02681,62.791,258,96,0,11,268,11,268,4.15e-113,325
BAB_RS23280,SMc02682,50.829,362,171,3,6,364,10,367,3.76e-121,352
BAB_RS23285,SMc02683,57.915,259,106,1,6,264,8,263,1.27e-105,305
BAB_RS23290,SMc02684,69.816,381,115,0,1,381,1,381,0.0,545
BAB_RS23295,SMc02685,48.246,114,59,0,65,178,173,286,8.17e-38,129
BAB_RS23305,SMc02686,84.194,310,49,0,1,310,1,310,0.0,540
BAB_RS23310,SMc00484,69.380,516,143,5,1,513,1,504,0.0,691
BAB_RS23315,SMc02692,72.581,186,51,0,1,186,1,186,1.66e-97,279
BAB_RS23320,SMc02693,61.753,251,80,3,1,249,1,237,1.14e-100,290
BAB_RS23325,SMc02695,80.109,367,73,0,1,367,1,367,0.0,610
BAB_RS23330,SMc02696,45.775,142,75,1,10,151,4,143,8.58e-47,147
BAB_RS23335,SMc02697,51.049,143,70,0,9,151,11,153,2.24e-51,159
BAB_RS23340,SMc02698,80.337,178,35,0,3,180,2,179,3.39e-105,297
BAB_RS23345,SMc00189,70.849,271,74,2,25,295,26,291,6.93e-134,379
BAB_RS23350,SMc00188,83.059,425,72,0,1,425,1,425,0.0,748
BAB_RS23355,SMc00187,77.083,192,39,1,1,187,1,192,1.93e-105,298
BAB_RS23360,SMc00186,58.158,619,255,2,1,618,21,636,0.0,743
BAB_RS23365,SMc00185,66.337,606,200,1,9,610,1,606,0.0,818
BAB_RS23370,SMc00184,67.347,147,48,0,2,148,3,149,6.04e-71,208
BAB_RS23380,SMc00181,63.218,87,30,2,1,86,1,86,2.17e-30,100
BAB_RS23385,SMc00180,71.053,304,86,2,1,303,1,303,4.40e-164,456
BAB_RS23390,SMc00230,54.268,164,75,0,1,164,1,164,1.96e-55,169
BAB_RS23405,SMc02700,56.049,405,178,0,13,417,9,413,4.01e-163,463
BAB_RS23410,SMc02701,55.814,215,80,4,1,206,1,209,9.69e-75,222
BAB_RS23415,SMc02702,66.990,206,64,2,13,218,23,224,1.28e-96,278
BAB_RS23420,SMc02703,75.841,327,79,0,8,334,9,335,2.35e-178,494
BAB_RS23425,SMc02704,62.671,292,109,0,3,294,4,295,4.32e-132,375
BAB_RS23430,SMc02705,50.679,957,436,14,4,948,5,937,0.0,874
BAB_RS23435,SMc02706,60.926,691,266,3,1,689,1,689,0.0,811
BAB_RS23440,SMc02707,49.383,162,82,0,1,162,1,162,1.19e-50,158
BAB_RS23445,SMc02708,67.273,330,103,1,1,325,1,330,2.68e-159,446
BAB_RS23455,SMc02711,50.331,151,74,1,1,151,14,163,2.88e-48,150
BAB_RS23460,SMc02712,56.098,287,123,2,1,285,1,286,1.16e-106,310
BAB_RS23465,SMc02717,81.541,558,103,0,16,573,7,564,0.0,969
BAB_RS23470,SMc02724,59.364,283,115,0,7,289,9,291,1.03e-104,305
BAB_RS23475,SMc02725,74.894,709,178,0,12,720,12,720,0.0,1089
BAB_RS23485,SMc00681,56.863,153,66,0,1,153,1,153,4.73e-64,191
BAB_RS23490,SMc04052,37.963,108,66,1,2,108,35,142,5.26e-17,69.3
BAB_RS23495,SMc02603,28.710,411,270,9,20,427,21,411,3.69e-29,115
BAB_RS23505,SMc02729,53.808,407,166,5,10,398,5,407,8.02e-155,440
BAB_RS23510,SMc02737,66.349,315,104,1,10,322,4,318,1.94e-145,410
BAB_RS23515,SMc02738,63.177,277,102,0,1,277,1,277,1.17e-124,354
BAB_RS23520,SMc02739,60.580,345,135,1,4,347,5,349,2.35e-146,414
BAB_RS23525,SMc00790,78.309,272,59,0,5,276,4,275,2.94e-161,447
BAB_RS23530,SMc00789,73.404,282,74,1,5,285,3,284,6.64e-151,421
BAB_RS23535,SMc00788,70.530,302,89,0,1,302,1,302,1.31e-142,401
BAB_RS23540,SMc00787,75.150,334,83,0,1,334,1,334,0.0,519
BAB_RS23565,SMc05009,62.353,85,32,0,12,96,18,102,3.85e-28,97.1
BAB_RS23570,SMc00649,50.189,265,129,1,15,276,8,272,9.74e-87,258
BAB_RS23575,SMc00659,74.869,382,91,1,3,379,1,382,0.0,592
BAB_RS23585,SMc00657,92.308,91,7,0,1,91,1,91,1.42e-61,179
BAB_RS23590,SMc00656,53.846,91,42,0,5,95,1,91,1.15e-36,117
BAB_RS23595,SMc00650,27.978,361,186,10,2,302,10,356,5.15e-23,95.1
BAB_RS23600,SMc00651,67.066,167,53,1,34,198,34,200,2.64e-83,243
BAB_RS23605,SMc00652,61.951,205,76,2,5,208,8,211,1.56e-89,260
BAB_RS23610,SMc00654,92.920,226,16,0,1,226,1,226,8.74e-157,431
BAB_RS23615,SMc00655,65.138,109,38,0,1,109,1,109,6.23e-44,137
BAB_RS23620,SM_b21248,30.000,360,217,6,33,367,29,378,1.95e-37,136
BAB_RS23625,SMa2313,30.303,198,118,6,53,232,60,255,2.93e-17,79.7
BAB_RS23630,SMc00758,100.000,25,0,0,1,25,1,25,8.78e-11,46.6
BAB_RS23650,SMc00776,49.880,832,320,13,261,1035,343,1134,0.0,743
BAB_RS23655,SMc00838,26.688,622,383,15,31,641,40,599,2.77e-52,187
BAB_RS23660,SMc00773,81.716,268,49,0,3,270,2,269,7.31e-164,452
BAB_RS23670,SMc00772,68.182,220,70,0,1,220,1,220,2.89e-97,286
BAB_RS23675,SMc00771,72.032,379,105,1,1,379,2,379,0.0,578
BAB_RS23680,SMc00770,70.523,363,107,0,5,367,2,364,0.0,547
BAB_RS23685,SMc00769,66.242,471,157,2,1,470,1,470,0.0,627
BAB_RS23695,SMc00768,93.007,429,30,0,1,429,1,429,0.0,839
BAB_RS23700,SMc00767,81.333,75,14,0,1,75,1,75,7.52e-41,126
BAB_RS23710,SMc02037,36.653,251,155,3,52,298,2,252,1.57e-41,142
BAB_RS23715,SM_b20073,29.960,247,168,3,10,255,39,281,5.87e-28,106
BAB_RS23730,SMa1096,34.228,149,83,6,56,198,9,148,3.62e-11,56.6
BAB_RS23735,SMc00604,27.612,268,131,9,1,261,1,212,2.96e-14,67.4
BAB_RS23750,SM_b20307,56.808,213,92,0,1,213,2,214,4.86e-78,231
BAB_RS23755,SM_b20312,79.933,299,60,0,3,301,397,695,0.0,518
BAB_RS23760,SM_b20312,70.223,403,117,1,6,408,10,409,0.0,554
BAB_RS23765,SM_b20313,81.604,212,39,0,1,212,15,226,1.08e-123,347
BAB_RS23770,SM_b20314,88.485,330,38,0,1,330,1,330,0.0,550
BAB_RS23775,SMc02041,48.617,253,128,2,4,256,3,253,3.10e-79,237
BAB_RS23780,SM_b20712,34.948,289,174,8,1,282,1,282,4.58e-44,150
BAB_RS23785,SM_b20854,43.807,331,171,5,2,327,3,323,4.98e-74,229
BAB_RS23790,SM_b20713,45.621,491,266,1,2,491,21,511,2.17e-145,424
BAB_RS23800,SMc03116,37.807,529,325,2,1,528,1,526,1.91e-120,362
BAB_RS23805,SMc03075,100.000,25,0,0,1,25,1,25,1.43e-11,48.5
BAB_RS23810,SMc03221,81.579,38,7,0,1,38,2,39,3.41e-14,56.2
BAB_RS23815,SMc03220,79.070,129,27,0,104,232,87,215,1.12e-52,197
BAB_RS23825,SMc03074,88.000,25,3,0,1,25,1,25,8.62e-10,44.3
BAB_RS23835,SMc03222,93.478,46,3,0,450,495,449,494,7.56e-19,86.7
BAB_RS23840,SM_b20682,24.017,229,173,1,42,269,38,266,6.08e-17,76.3
BAB_RS23845,SMc02780,62.839,479,176,1,2,478,1,479,0.0,640
BAB_RS23855,SMc00738,47.826,161,83,1,8,167,7,167,6.86e-46,145
BAB_RS23860,SMc00737,78.947,190,35,1,1,190,1,185,7.43e-115,322
BAB_RS23865,SMc00736,54.460,213,97,0,1,213,1,213,2.05e-71,214
BAB_RS23870,SMc00735,63.636,286,104,0,4,289,9,294,1.83e-132,375
BAB_RS23875,SMc02581,73.743,716,187,1,10,725,4,718,0.0,1107
BAB_RS23880,SMc01229,62.733,161,59,1,5,164,3,163,1.69e-68,203
BAB_RS23885,SMc00646,80.731,301,58,0,1,301,1,301,0.0,507
BAB_RS23890,SMc00647,66.261,329,109,2,15,343,13,339,9.24e-155,436
BAB_RS23895,SMc00648,40.310,129,67,2,26,154,6,124,3.29e-20,78.6
BAB_RS23905,SMc02510,59.843,127,51,0,14,140,15,141,1.54e-52,160
BAB_RS23910,SM_b20515,30.769,286,183,8,49,329,877,1152,1.58e-30,119
BAB_RS23915,SMc00796,75.472,53,13,0,1,53,1,53,1.82e-14,58.2
BAB_RS23920,SMc01504,75.379,264,65,0,1,264,1,264,1.06e-145,406
BAB_RS23925,SMc01505,66.667,39,13,0,27,65,11,49,7.63e-15,59.7
BAB_RS23930,SMc01506,79.429,175,36,0,15,189,8,182,3.63e-105,297
BAB_RS23935,SM_b20515,28.780,205,122,9,237,437,943,1127,2.27e-08,53.9
BAB_RS23945,SMc01509,37.500,104,55,3,21,117,20,120,3.17e-12,56.6
BAB_RS23950,SMc00885,35.714,98,59,3,49,145,87,181,5.54e-11,58.5
BAB_RS23960,SMc02085,52.542,295,125,2,21,304,12,302,3.48e-90,270
BAB_RS23965,SMc02084,64.964,137,47,1,1,137,1,136,1.86e-56,171
BAB_RS23970,SMc01515,31.373,102,69,1,182,282,205,306,6.63e-12,62.0
BAB_RS23980,SMc04351,67.742,248,80,0,19,266,400,647,3.62e-115,342
BAB_RS23985,SMc04351,70.213,376,110,1,8,381,2,377,0.0,541
BAB_RS23990,SMc04350,57.963,383,157,2,28,407,36,417,3.07e-144,414
BAB_RS23995,SMc00461,70.270,148,44,0,9,156,12,159,7.55e-73,213
BAB_RS24000,SMc00131,52.000,150,72,0,5,154,1,150,2.49e-54,166
BAB_RS24010,SMc01162,60.643,249,98,0,1,249,1,249,1.98e-110,317
BAB_RS24015,SMc00359,72.477,327,90,0,1,327,1,327,2.73e-160,448
BAB_RS24020,SMa1328,31.234,397,251,8,19,400,8,397,7.77e-47,165
BAB_RS24025,SMc00644,40.525,343,170,6,156,464,399,741,4.85e-66,223
BAB_RS24030,SMc00643,75.000,432,105,2,1,429,1,432,0.0,678
BAB_RS24040,SMc00641,78.491,530,114,0,1,530,1,530,0.0,857
BAB_RS24045,SMc00640,82.097,391,70,0,1,391,1,391,0.0,661
BAB_RS24055,SMc00638,44.689,273,128,6,15,272,9,273,6.64e-67,207
BAB_RS24060,SMc00637,72.667,450,123,0,9,458,1,450,0.0,683
BAB_RS24065,SMc04459,80.835,647,117,5,1,642,1,645,0.0,1038
BAB_RS24070,SMc02940,35.388,438,245,14,20,442,22,436,4.30e-49,171
BAB_RS24075,SMc02941,37.457,291,158,5,210,488,67,345,1.02e-51,176
BAB_RS24085,SMc02942,80.606,165,32,0,3,167,11,175,1.19e-83,241
BAB_RS24090,SMc04461,75.520,433,104,2,11,443,6,436,0.0,682
BAB_RS24095,SMc03956,54.945,364,148,8,1,356,1,356,6.74e-112,328
BAB_RS24100,SMc03957,78.523,149,32,0,1,149,1,149,7.55e-75,218
BAB_RS24105,SMc03958,80.342,234,45,1,1,234,1,233,5.63e-135,377
BAB_RS24110,SMc03960,49.286,140,69,2,8,146,5,143,1.20e-41,133
BAB_RS24115,SMc03965,82.133,347,60,2,1,346,1,346,0.0,558
BAB_RS24120,SMc03966,80.488,205,40,0,1,205,1,205,3.25e-103,294
BAB_RS24125,SMc03967,78.235,170,35,1,1,170,1,168,7.97e-91,259
BAB_RS24130,SMc03989,57.927,164,68,1,4,166,7,170,1.68e-58,179
BAB_RS24135,SMc04381,53.631,358,166,0,9,366,19,376,1.42e-140,403
BAB_RS24140,SMc03996,59.906,212,84,1,11,221,6,217,9.11e-83,243
BAB_RS24145,SMc03995,46.474,312,167,0,37,348,68,379,9.69e-88,266
BAB_RS24150,SMc00357,46.237,186,100,0,1,186,2,187,4.18e-60,183
BAB_RS24155,SMc03994,69.202,263,81,0,1,263,1,263,2.74e-135,380
BAB_RS24160,SMc03993,63.352,352,124,3,1,347,1,352,1.87e-139,398
BAB_RS24165,SMc03992,72.595,343,93,1,1,343,3,344,0.0,507
BAB_RS24170,SMc03991,66.781,584,194,0,95,678,11,594,0.0,731
BAB_RS24175,SMc03990,79.452,73,15,0,1,73,1,73,4.09e-41,126
BAB_RS24180,SMc03969,82.661,248,43,0,1,248,1,248,8.65e-156,430
BAB_RS24185,SMc03258,33.180,217,138,5,1,212,1,215,1.02e-24,95.1
BAB_RS24190,SMc00964,33.557,149,92,2,33,174,17,165,9.86e-12,58.5
BAB_RS24200,SMc03171,68.443,244,77,0,4,247,1,244,1.89e-108,310
BAB_RS24205,SMc03973,81.439,264,49,0,10,273,1,264,2.79e-164,453
BAB_RS24210,SMc03974,55.435,184,82,0,10,193,5,188,2.17e-66,200
BAB_RS24215,SMc03976,59.664,119,48,0,1,119,1,119,1.07e-47,147
BAB_RS24220,SMc03977,64.773,88,31,0,3,90,2,89,1.12e-31,103
BAB_RS24225,SMc03978,75.189,661,163,1,1,661,1,660,0.0,974
BAB_RS24230,SMc03979,81.250,336,62,1,1,335,1,336,0.0,558
BAB_RS24235,SMc03981,70.781,397,115,1,1,396,1,397,0.0,547
BAB_RS24240,SMc03986,50.000,46,23,0,20,65,2,47,1.88e-11,51.2
BAB_RS24245,SMc04095,68.976,635,195,1,1,633,1,635,0.0,898
BAB_RS24255,SMc00107,40.000,220,115,4,1,211,1,212,3.72e-42,140
BAB_RS24260,SMc01805,31.522,92,62,1,37,127,46,137,4.20e-08,46.6
BAB_RS24265,SMc04094,75.758,231,54,1,1,229,1,231,5.08e-130,363
BAB_RS24270,SMc00034,57.055,326,139,1,9,333,1,326,3.28e-119,344
BAB_RS24275,SMc03988,52.381,63,29,1,1,63,1,62,4.58e-13,55.1
BAB_RS24280,SMc03987,54.412,136,62,0,29,164,30,165,1.10e-48,161
BAB_RS24285,SMc03987,55.556,216,96,0,2,217,196,411,1.79e-64,203
BAB_RS24290,SMc03999,58.929,56,23,0,1,56,1,56,3.86e-18,67.4
BAB_RS24295,SMc04000,74.627,67,17,0,1,67,1,67,2.10e-25,86.7
BAB_RS24300,SMc04001,85.443,158,23,0,5,162,9,166,5.79e-82,236
BAB_RS24305,SMc04002,64.897,339,118,1,19,357,11,348,5.61e-160,450
BAB_RS24310,SMc04003,82.927,41,7,0,1,41,1,41,2.32e-19,69.3
BAB_RS24315,SMc04004,49.711,173,87,0,57,229,32,204,7.77e-58,179
BAB_RS24320,SMc04005,79.749,479,96,1,1,478,1,479,0.0,768
BAB_RS24325,SMc04006,69.118,136,40,2,6,141,5,138,4.69e-67,198
BAB_RS24330,SMc04007,60.938,256,100,0,13,268,4,259,2.15e-102,296
BAB_RS24335,SMc04009,63.291,79,29,0,7,85,2,80,8.01e-22,79.0
BAB_RS24340,SMc03866,69.779,589,173,2,1,585,1,588,0.0,820
BAB_RS24350,SMc03867,49.029,206,105,0,2,207,4,209,7.15e-71,213
BAB_RS24355,SMc03869,68.506,308,97,0,27,334,34,341,1.17e-161,452
BAB_RS24360,SMc03870,53.219,466,210,1,54,511,38,503,2.30e-146,429
BAB_RS24365,SMc03871,47.863,234,122,0,3,236,2,235,3.31e-69,210
BAB_RS24370,SMc03872,63.002,473,173,2,23,493,25,497,0.0,601
BAB_RS24380,SMc03873,63.704,270,98,0,34,303,10,279,2.19e-122,350
BAB_RS24390,SMc03874,85.864,191,25,2,1,191,1,189,5.31e-116,325
BAB_RS24395,SMc03875,82.143,112,20,0,1,112,1,112,1.59e-66,193
BAB_RS24400,SMc03876,57.377,122,48,2,15,132,10,131,8.08e-41,130
BAB_RS24405,SMc03877,73.231,848,223,2,11,854,6,853,0.0,1248
BAB_RS24410,SMc03879,80.916,393,74,1,1,393,1,392,0.0,650
BAB_RS24420,SMc03881,93.220,59,4,0,1,59,1,59,1.13e-37,117
BAB_RS24425,SMc03883,61.792,212,81,0,39,250,49,260,3.85e-95,277
BAB_RS24430,SMc03884,68.350,297,94,0,8,304,8,304,1.85e-116,335
BAB_RS24435,SMc03888,86.064,409,57,0,11,419,8,416,0.0,693
BAB_RS24440,SM_b21010,59.375,256,104,0,8,263,3,258,5.29e-110,315
BAB_RS24450,SMc03895,84.508,1149,177,1,8,1156,3,1150,0.0,2008
BAB_RS24455,SMc01946,67.568,370,120,0,1,370,1,370,0.0,533
BAB_RS24460,SMc01946,70.000,370,111,0,1,370,1,370,0.0,560
BAB_RS24465,SMc01947,59.649,114,46,0,1,114,1,114,1.55e-47,145
BAB_RS24470,SMc01948,81.092,238,45,0,11,248,4,241,2.23e-141,394
BAB_RS24475,SMc01949,80.000,260,52,0,7,266,10,269,3.21e-155,439
BAB_RS24480,SMc01950,78.214,459,99,1,1,459,4,461,0.0,706
