O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS18625,BME_RS08665,28.135,327,218,3,25,345,26,341,2.48e-44,152
OANT_RS18630,BME_RS03395,23.611,144,110,0,148,291,179,322,1.40e-08,51.6
OANT_RS18640,BME_RS00115,21.441,583,354,21,7,580,4,491,2.59e-11,62.4
OANT_RS18650,BME_RS12355,68.493,146,46,0,1,146,1,146,5.08e-77,222
OANT_RS18660,BME_RS12490,39.655,116,69,1,1,115,3,118,1.49e-20,78.2
OANT_RS18665,BME_RS15720,40.000,295,176,1,1,294,1,295,1.07e-72,223
OANT_RS18675,BME_RS13675,92.000,25,2,0,1,25,1,25,8.19e-11,46.2
OANT_RS18685,BME_RS13670,88.158,152,18,0,1,152,1,152,2.17e-100,281
OANT_RS18690,BME_RS13665,92.810,153,11,0,1,153,1,153,6.38e-105,293
OANT_RS18695,BME_RS03270,38.306,248,141,4,1,245,3,241,6.90e-47,154
OANT_RS18700,BME_RS12805,42.612,291,155,4,87,375,50,330,1.39e-51,172
OANT_RS18720,BME_RS03255,22.552,674,411,25,37,673,21,620,4.06e-14,72.0
OANT_RS18725,BME_RS13660,85.437,103,15,0,1,103,1,103,5.27e-68,196
OANT_RS18735,BME_RS13650,93.789,161,10,0,1,161,1,161,2.68e-111,310
OANT_RS18740,BME_RS13645,96.568,437,15,0,1,437,1,437,0.0,875
OANT_RS18745,BME_RS01865,27.778,144,96,4,6,146,2,140,2.71e-08,47.0
OANT_RS18750,BME_RS13640,92.958,355,25,0,1,355,1,355,0.0,687
OANT_RS18755,BME_RS13635,94.771,306,16,0,1,306,1,306,0.0,544
OANT_RS18760,BME_RS13630,94.643,280,15,0,1,280,1,280,0.0,512
OANT_RS18765,BME_RS13625,90.038,522,48,2,1,520,1,520,0.0,941
OANT_RS18770,BME_RS13615,90.756,238,22,0,1,238,1,238,1.21e-163,452
OANT_RS18775,BME_RS13610,89.591,269,27,1,1,268,7,275,2.72e-177,486
OANT_RS18780,BME_RS13605,83.863,409,66,0,1,409,1,409,0.0,702
OANT_RS18785,BME_RS13600,87.500,112,14,0,1,112,1,112,5.37e-75,214
OANT_RS18790,BME_RS13595,98.039,204,4,0,1,204,1,204,7.75e-148,406
OANT_RS18795,BME_RS13590,83.224,608,102,0,1,608,5,612,0.0,1077
OANT_RS18800,BME_RS13585,89.286,224,24,0,1,224,1,224,5.71e-150,413
OANT_RS18805,BME_RS13575,94.440,1169,65,0,1,1169,1,1169,0.0,2202
OANT_RS18810,BME_RS13570,90.722,97,7,1,1,95,1,97,1.62e-61,179
OANT_RS18815,BME_RS13565,94.160,702,41,0,1,702,1,702,0.0,1331
OANT_RS18820,BME_RS13560,92.586,607,45,0,1,607,1,607,0.0,1139
OANT_RS18825,BME_RS13555,87.665,454,56,0,1,454,1,454,0.0,820
OANT_RS18830,BME_RS13550,93.173,249,16,1,1,249,1,248,4.26e-164,451
OANT_RS18835,BME_RS13545,90.482,872,83,0,9,880,1,872,0.0,1551
OANT_RS18840,BME_RS13540,89.351,385,41,0,1,385,1,385,0.0,722
OANT_RS18850,BME_RS13535,100.000,25,0,0,1,25,1,25,1.05e-12,50.8
OANT_RS18865,BME_RS13530,73.256,172,37,3,1,170,2,166,1.75e-69,204
OANT_RS18870,BME_RS13525,68.542,480,150,1,1,480,1,479,0.0,709
OANT_RS18880,BME_RS13420,44.099,161,80,4,309,463,299,455,1.19e-31,123
OANT_RS18885,BME_RS13520,83.922,255,35,2,16,270,1,249,9.76e-157,433
OANT_RS18890,BME_RS13515,80.195,308,61,0,1,308,1,308,6.81e-179,493
OANT_RS18895,BME_RS13510,92.351,706,45,2,1,704,1,699,0.0,1308
OANT_RS18910,BME_RS13500,95.335,493,23,0,1,493,1,493,0.0,935
OANT_RS18920,BME_RS13495,93.684,95,6,0,1,95,1,95,2.16e-53,158
OANT_RS18925,BME_RS13490,93.191,235,16,0,1,235,1,235,1.13e-166,456
OANT_RS18930,BME_RS13485,89.697,165,14,1,1,165,1,162,7.65e-106,296
OANT_RS18935,BME_RS13480,88.007,542,65,0,1,542,1,542,0.0,980
OANT_RS18940,BME_RS13475,97.516,322,8,0,1,322,1,322,0.0,635
OANT_RS18945,BME_RS13470,91.121,428,38,0,1,428,1,428,0.0,782
OANT_RS18950,BME_RS13465,84.080,201,32,0,1,201,1,201,1.97e-107,303
OANT_RS18955,BME_RS13460,80.670,388,75,0,1,388,1,388,0.0,627
OANT_RS18965,BME_RS13450,94.242,851,49,0,1,851,1,851,0.0,1642
OANT_RS18970,BME_RS13445,88.550,786,86,1,1,786,1,782,0.0,1415
OANT_RS18975,BME_RS13440,82.927,123,21,0,29,151,1,123,5.58e-78,224
OANT_RS18980,BME_RS13435,74.486,243,62,0,4,246,1,243,1.62e-122,345
OANT_RS18985,BME_RS13430,91.579,380,32,0,1,380,1,380,0.0,639
OANT_RS18990,BME_RS13425,100.000,55,0,0,1,55,1,55,1.20e-34,108
OANT_RS18995,BME_RS13420,75.054,461,115,0,1,461,1,461,0.0,715
OANT_RS19000,BME_RS13415,96.748,123,4,0,1,123,1,123,2.57e-86,244
OANT_RS19005,BME_RS13410,81.053,95,18,0,1,95,1,95,2.20e-55,163
OANT_RS19010,BME_RS13405,76.119,67,16,0,1,67,1,67,1.63e-32,110
OANT_RS19015,BME_RS13400,86.486,444,60,0,1,444,1,444,0.0,800
OANT_RS19020,BME_RS13390,100.000,24,0,0,1,24,1,24,3.84e-12,49.3
OANT_RS19100,BME_RS13355,100.000,25,0,0,1,25,1,25,2.76e-12,49.7
OANT_RS19105,BME_RS13350,88.372,86,10,0,1,86,1,86,4.40e-46,139
OANT_RS19110,BME_RS13345,49.537,216,108,1,19,234,79,293,1.04e-71,218
OANT_RS19125,BME_RS11040,22.115,312,198,6,22,291,6,314,6.77e-12,62.0
OANT_RS19130,BME_RS03270,38.397,237,138,5,10,242,4,236,8.79e-44,146
OANT_RS19135,BME_RS11030,26.275,255,182,2,11,259,12,266,8.49e-18,78.2
OANT_RS19140,BME_RS11030,27.599,279,199,2,2,278,5,282,6.80e-17,75.5
OANT_RS19145,BME_RS15660,42.061,359,193,5,3,355,2,351,3.39e-97,289
OANT_RS19150,BME_RS12530,37.383,107,59,3,125,231,146,244,2.09e-10,58.2
OANT_RS19155,BME_RS11145,28.358,134,93,2,116,248,110,241,1.44e-09,53.9
OANT_RS19160,BME_RS08515,24.742,194,143,2,70,260,87,280,2.19e-20,85.1
OANT_RS19165,BME_RS08655,26.936,297,193,8,23,305,11,297,1.37e-17,79.3
OANT_RS19175,BME_RS15345,26.522,230,114,8,16,241,17,195,8.23e-10,55.5
OANT_RS19180,BME_RS01250,29.691,421,282,8,2,415,5,418,3.26e-43,153
OANT_RS19185,BME_RS05535,50.847,236,110,2,22,253,25,258,1.06e-80,240
OANT_RS19190,BME_RS05535,49.569,232,111,2,26,253,29,258,6.40e-81,241
OANT_RS19200,BME_RS12125,35.556,135,87,0,4,138,3,137,9.65e-22,81.6
OANT_RS19205,BME_RS14680,89.062,256,28,0,1,256,1,256,1.01e-154,428
OANT_RS19210,BME_RS14685,85.678,391,56,0,1,391,1,391,0.0,672
OANT_RS19215,BME_RS14690,83.853,353,57,0,1,353,1,353,0.0,602
OANT_RS19220,BME_RS14695,90.294,340,32,1,1,339,9,348,0.0,625
OANT_RS19225,BME_RS01335,44.792,384,189,8,11,387,14,381,3.62e-91,277
OANT_RS19230,BME_RS13335,92.576,229,17,0,1,229,1,229,3.64e-161,441
OANT_RS19235,BME_RS17265,93.496,123,8,0,1,123,1,123,1.51e-78,233
OANT_RS19240,BME_RS13320,82.470,251,44,0,1,251,1,251,2.29e-152,421
OANT_RS19245,BME_RS13315,64.746,295,103,1,6,300,5,298,3.13e-149,417
OANT_RS19250,BME_RS13310,83.805,389,63,0,1,389,1,389,0.0,686
OANT_RS19255,BME_RS13305,89.667,300,31,0,1,300,1,300,0.0,546
OANT_RS19260,BME_RS13300,77.186,263,60,0,1,263,1,263,7.06e-154,426
OANT_RS19265,BME_RS13295,94.531,128,7,0,8,135,12,139,6.66e-90,254
OANT_RS19270,BME_RS13290,91.163,215,19,0,32,246,1,215,8.02e-152,418
OANT_RS19275,BME_RS13285,86.341,205,28,0,1,205,1,205,3.82e-134,371
OANT_RS19280,BME_RS13280,67.514,354,115,0,1,354,1,354,2.58e-164,460
OANT_RS19285,BME_RS13275,95.385,390,18,0,1,390,1,390,0.0,768
OANT_RS19290,BME_RS13270,96.540,289,10,0,1,289,1,289,0.0,548
OANT_RS19295,BME_RS13265,85.806,155,22,0,1,155,1,155,9.19e-75,230
OANT_RS19300,BME_RS13260,92.369,249,19,0,1,249,1,249,5.38e-159,437
OANT_RS19305,BME_RS13255,94.118,238,14,0,1,238,1,238,4.61e-166,454
OANT_RS19310,BME_RS13250,92.007,563,45,0,1,563,37,599,0.0,1056
OANT_RS19315,BME_RS11895,22.762,391,255,9,26,398,23,384,1.18e-12,66.2
OANT_RS19320,BME_RS02195,48.899,227,109,3,17,237,31,256,1.22e-65,202
OANT_RS19325,BME_RS11280,51.351,259,122,4,2,257,10,267,1.28e-76,233
OANT_RS19330,BME_RS02185,46.182,275,142,1,30,298,24,298,1.93e-76,232
OANT_RS19335,BME_RS02180,39.130,322,191,3,18,337,15,333,1.18e-74,230
OANT_RS19340,BME_RS11255,26.024,415,287,10,34,437,41,446,3.50e-30,120
OANT_RS19345,BME_RS13245,85.507,345,50,0,1,345,1,345,0.0,616
OANT_RS19355,BME_RS11735,45.385,260,141,1,57,315,54,313,6.74e-69,214
OANT_RS19360,BME_RS06075,71.901,242,68,0,17,258,26,267,4.95e-135,378
OANT_RS19365,BME_RS05535,30.837,227,145,4,38,254,29,253,3.78e-26,100
OANT_RS19370,BME_RS00520,35.751,193,124,0,20,212,22,214,5.37e-37,126
OANT_RS19375,BME_RS00520,33.649,211,140,0,3,213,2,212,7.66e-36,123
OANT_RS19380,BME_RS00090,41.298,339,191,5,8,340,3,339,8.14e-78,239
OANT_RS19385,BME_RS13240,95.116,430,21,0,2,431,4,433,0.0,850
OANT_RS19390,BME_RS13235,94.882,254,10,1,40,293,1,251,1.46e-174,479
OANT_RS19395,BME_RS17255,100.000,173,0,0,110,282,1,173,3.12e-123,346
OANT_RS19400,BME_RS13225,88.889,351,39,0,1,351,1,351,0.0,638
OANT_RS19405,BME_RS13220,91.241,548,48,0,1,548,1,548,0.0,936
OANT_RS19415,BME_RS11745,35.887,248,152,3,6,252,5,246,4.66e-48,156
OANT_RS19420,BME_RS10530,34.498,229,148,1,6,232,11,239,5.81e-36,124
OANT_RS19425,BME_RS07615,39.520,458,275,2,15,470,10,467,8.46e-105,317
OANT_RS19430,BME_RS15515,38.438,320,185,4,2,318,3,313,6.68e-77,235
OANT_RS19435,BME_RS05125,34.843,287,183,4,4,286,5,291,1.15e-38,134
OANT_RS19440,BME_RS08505,26.302,384,223,10,2,379,20,349,1.18e-22,95.1
OANT_RS19455,BME_RS03975,24.623,199,147,2,62,258,222,419,1.58e-11,62.8
OANT_RS19470,BME_RS13215,88.945,199,22,0,1,199,1,199,4.82e-135,373
OANT_RS19475,BME_RS13210,86.577,149,20,0,1,149,1,149,1.53e-85,265
OANT_RS19480,BME_RS13205,82.803,157,27,0,1,157,2,158,1.29e-95,270
OANT_RS19485,BME_RS13195,90.759,303,27,1,1,303,1,302,0.0,529
OANT_RS19490,BME_RS13190,93.258,89,6,0,1,89,1,89,1.56e-53,171
OANT_RS19495,BME_RS13185,88.095,252,30,0,1,252,1,252,4.17e-164,451
OANT_RS19500,BME_RS13180,82.156,538,96,0,1,538,1,538,0.0,850
OANT_RS19510,BME_RS08595,30.404,569,330,14,61,607,270,794,2.27e-49,182
OANT_RS19520,BME_RS06670,29.787,235,153,6,664,891,537,766,8.00e-19,88.2
OANT_RS19525,BME_RS06730,31.858,226,145,3,6,229,1,219,4.06e-33,116
OANT_RS19530,BME_RS13175,82.836,134,23,0,1,134,1,134,3.43e-78,224
OANT_RS19535,BME_RS10840,39.787,470,258,5,20,477,32,488,7.19e-104,316
OANT_RS19540,BME_RS11285,48.860,307,147,6,23,322,19,322,1.34e-90,271
OANT_RS19545,BME_RS11600,50.000,328,156,4,4,324,3,329,7.42e-103,302
OANT_RS19550,BME_RS11595,40.741,270,159,1,3,272,18,286,3.18e-64,199
OANT_RS19555,BME_RS11215,42.492,313,171,3,5,311,5,314,1.98e-78,238
OANT_RS19560,BME_RS13785,29.360,453,288,14,51,477,33,479,5.05e-34,131
OANT_RS19565,BME_RS10785,27.176,563,364,16,9,542,15,560,3.57e-47,169
OANT_RS19575,BME_RS11825,53.125,224,102,1,6,229,1,221,2.11e-66,201
OANT_RS19580,BME_RS11830,50.000,350,162,6,20,364,7,348,1.37e-107,317
OANT_RS19585,BME_RS09675,46.667,255,135,1,11,265,6,259,5.39e-78,233
OANT_RS19590,BME_RS03600,29.255,376,257,4,13,381,15,388,3.32e-43,152
OANT_RS19595,BME_RS04215,31.754,211,126,9,164,368,4,202,3.49e-11,60.8
OANT_RS19600,BME_RS03255,24.672,685,399,26,6,667,30,620,2.72e-28,116
OANT_RS19610,BME_RS13165,84.127,315,50,0,1,315,1,315,0.0,518
OANT_RS19615,BME_RS13160,92.188,320,25,0,1,320,1,320,0.0,530
OANT_RS19620,BME_RS13155,86.751,317,42,0,1,317,1,317,0.0,545
OANT_RS19625,BME_RS13150,94.048,252,15,0,1,252,1,252,1.01e-176,483
OANT_RS19635,BME_RS02185,40.892,269,155,1,19,283,34,302,4.35e-61,192
OANT_RS19640,BME_RS11215,38.854,314,181,4,3,307,3,314,1.25e-68,213
OANT_RS19645,BME_RS11585,31.566,396,255,8,6,398,5,387,2.36e-45,162
OANT_RS19650,BME_RS09590,46.931,554,260,5,14,563,5,528,3.04e-162,472
OANT_RS19655,BME_RS13145,96.023,176,7,0,1,176,27,202,1.27e-122,341
OANT_RS19660,BME_RS13140,92.487,1198,90,0,9,1206,6,1203,0.0,2251
OANT_RS19665,BME_RS13135,92.218,257,20,0,1,257,1,257,5.71e-175,479
OANT_RS19670,BME_RS13130,90.708,226,21,0,1,226,1,226,1.68e-141,392
OANT_RS19675,BME_RS13125,94.071,253,15,0,1,253,1,253,0.0,499
OANT_RS19680,BME_RS13120,79.457,516,97,4,1,514,1,509,0.0,735
OANT_RS19685,BME_RS13115,96.250,240,9,0,1,240,1,240,3.87e-175,478
OANT_RS19690,BME_RS13110,90.733,464,43,0,1,464,1,464,0.0,837
OANT_RS19695,BME_RS13100,91.105,371,33,0,1,371,1,371,0.0,690
OANT_RS19700,BME_RS13095,96.246,293,11,0,1,293,1,293,0.0,565
OANT_RS19705,BME_RS13090,97.945,292,6,0,1,292,1,292,0.0,575
OANT_RS19710,BME_RS13085,93.447,412,27,0,1,412,10,421,0.0,799
OANT_RS19715,BME_RS13080,88.535,157,18,0,1,157,1,157,4.76e-104,291
OANT_RS19720,BME_RS13075,69.549,266,81,0,1,266,1,266,1.61e-131,370
OANT_RS19725,BME_RS13070,85.965,114,16,0,1,114,1,114,2.40e-70,202
OANT_RS19730,BME_RS13065,82.883,111,19,0,2,112,20,130,9.91e-67,194
OANT_RS19735,BME_RS08600,42.056,428,246,2,338,764,253,679,9.55e-110,347
OANT_RS19740,BME_RS13060,83.971,418,67,0,2,419,20,437,0.0,672
OANT_RS19745,BME_RS13055,88.757,338,38,0,1,338,1,338,0.0,619
OANT_RS19750,BME_RS13050,70.300,367,104,2,1,363,1,366,0.0,511
OANT_RS19755,BME_RS13045,88.034,351,42,0,1,351,1,351,0.0,612
OANT_RS19760,BME_RS13035,65.318,173,60,0,1,173,1,173,7.36e-83,239
OANT_RS19765,BME_RS13030,77.799,536,114,4,1,533,1,534,0.0,833
OANT_RS19770,BME_RS13020,86.620,426,57,0,1,426,1,426,0.0,684
OANT_RS19775,BME_RS13015,94.286,175,10,0,1,175,1,175,5.63e-124,343
OANT_RS19780,BME_RS13010,95.109,184,9,0,1,184,1,184,2.27e-131,362
OANT_RS19785,BME_RS13005,86.288,299,41,0,1,299,1,299,0.0,537
OANT_RS19790,BME_RS13000,76.471,357,82,1,1,357,20,374,0.0,540
OANT_RS19795,BME_RS12995,90.090,333,33,0,1,333,1,333,0.0,589
OANT_RS19800,BME_RS12990,87.365,277,32,2,1,276,1,275,0.0,495
OANT_RS19805,BME_RS12985,88.449,632,73,0,2,633,3,634,0.0,1162
OANT_RS19810,BME_RS12980,89.292,607,65,0,1,607,1,607,0.0,1127
OANT_RS19815,BME_RS12975,84.615,299,46,0,1,299,1,299,0.0,520
OANT_RS19820,BME_RS12970,91.822,269,22,0,1,269,1,269,0.0,525
OANT_RS19830,BME_RS12965,87.218,266,34,0,1,266,1,266,6.71e-180,492
OANT_RS19835,BME_RS12960,92.068,353,28,0,1,353,1,353,0.0,660
OANT_RS19840,BME_RS12955,82.891,754,103,3,1,741,1,741,0.0,1202
OANT_RS19845,BME_RS12950,95.894,341,14,0,1,341,1,341,0.0,681
OANT_RS19850,BME_RS12945,91.687,1227,102,0,1,1227,1,1227,0.0,2294
OANT_RS19855,BME_RS12940,96.341,164,6,0,1,164,1,164,2.53e-117,325
OANT_RS19860,BME_RS12525,37.398,492,296,8,3,488,9,494,3.29e-108,327
OANT_RS19865,BME_RS09010,25.595,336,205,8,23,319,26,355,4.43e-26,103
OANT_RS19870,BME_RS12700,37.302,252,149,3,2,252,3,246,8.26e-53,168
OANT_RS19875,BME_RS08510,51.359,368,162,6,1,358,1,361,1.32e-123,358
OANT_RS19880,BME_RS08515,28.622,283,186,5,4,275,13,290,2.92e-38,132
OANT_RS19885,BME_RS13235,28.163,245,164,7,65,304,12,249,2.00e-25,99.0
OANT_RS19890,BME_RS08525,24.627,402,271,12,29,417,55,437,1.30e-15,74.7
OANT_RS19895,BME_RS00090,28.198,344,219,14,3,338,10,333,9.38e-27,105
OANT_RS19915,BME_RS14515,30.855,269,169,7,7,265,11,272,1.01e-20,85.9
OANT_RS19930,BME_RS12935,93.255,934,59,1,4,937,3,932,0.0,1710
OANT_RS19935,BME_RS12930,90.164,122,12,0,1,122,1,122,9.44e-79,224
OANT_RS19940,BME_RS12925,94.823,367,19,0,1,367,1,367,0.0,709
OANT_RS19955,BME_RS12915,84.722,360,55,0,1,360,1,360,0.0,629
OANT_RS19960,BME_RS11715,38.956,249,152,0,15,263,5,253,1.01e-61,192
OANT_RS19965,BME_RS15660,42.995,207,117,1,12,218,2,207,2.55e-54,176
OANT_RS19970,BME_RS14105,25.991,227,144,6,47,262,52,265,5.65e-12,61.2
OANT_RS19980,BME_RS02980,31.073,177,103,6,55,219,54,223,1.01e-13,69.3
OANT_RS19990,BME_RS08175,36.126,191,117,2,22,211,29,215,8.03e-33,115
OANT_RS19995,BME_RS12910,87.500,272,34,0,3,274,9,280,1.46e-177,487
OANT_RS20000,BME_RS12905,73.077,234,63,0,22,255,12,245,5.73e-127,357
OANT_RS20005,BME_RS07885,26.012,173,124,2,10,181,9,178,1.97e-15,67.4
OANT_RS20015,BME_RS07875,28.019,207,135,5,40,240,40,238,1.25e-16,76.6
OANT_RS20020,BME_RS12900,91.264,435,37,1,22,456,1,434,0.0,845
OANT_RS20025,BME_RS00110,31.004,458,303,6,8,457,40,492,3.10e-61,204
OANT_RS20030,BME_RS12895,88.432,389,45,0,1,389,1,389,0.0,680
OANT_RS20035,BME_RS12890,75.497,151,33,2,1,151,1,147,2.56e-69,202
OANT_RS20045,BME_RS12885,86.622,299,40,0,1,299,1,299,2.76e-171,473
OANT_RS20050,BME_RS12880,93.750,288,18,0,1,288,1,288,0.0,556
OANT_RS20055,BME_RS12875,92.027,301,24,0,1,301,1,301,0.0,550
OANT_RS20060,BME_RS12870,88.832,394,38,1,1,394,1,388,0.0,715
OANT_RS20065,BME_RS12860,88.535,157,18,0,1,157,1,157,4.72e-103,288
OANT_RS20070,BME_RS12855,80.682,352,68,0,3,354,4,355,0.0,597
OANT_RS20075,BME_RS12850,93.174,293,20,0,1,293,1,293,0.0,553
OANT_RS20080,BME_RS12845,89.714,350,36,0,1,350,1,350,0.0,631
OANT_RS20085,BME_RS12840,77.432,257,58,0,1,257,1,257,1.83e-134,376
OANT_RS20090,BME_RS12835,93.199,397,27,0,1,397,1,397,0.0,762
OANT_RS20095,BME_RS10735,31.734,271,168,7,19,285,49,306,1.62e-33,121
OANT_RS20100,BME_RS12825,92.364,275,19,1,3,275,5,279,0.0,507
OANT_RS20105,BME_RS12820,92.683,123,9,0,1,123,1,123,5.94e-79,225
OANT_RS20110,BME_RS12815,92.025,489,39,0,1,489,1,489,0.0,932
OANT_RS20115,BME_RS03975,22.781,338,235,7,62,376,222,556,7.83e-17,79.3
OANT_RS20130,BME_RS09010,27.586,348,210,12,25,335,27,369,2.53e-21,90.1
OANT_RS20135,BME_RS12550,78.431,51,11,0,13,63,13,63,2.11e-19,87.4
OANT_RS20140,BME_RS10530,32.727,220,144,2,13,228,16,235,1.80e-28,104
OANT_RS20145,BME_RS12525,25.890,309,178,14,89,368,111,397,2.18e-09,55.1
OANT_RS20150,BME_RS07890,26.396,197,140,3,1,197,7,198,3.03e-11,57.8
OANT_RS20155,BME_RS07895,25.105,239,140,7,184,407,228,442,2.87e-11,61.2
OANT_RS20160,BME_RS17055,32.069,290,180,10,31,313,50,329,2.15e-26,106
OANT_RS20165,BME_RS10885,32.220,509,290,12,14,481,9,503,4.18e-69,226
OANT_RS20170,BME_RS11675,30.847,295,194,4,17,308,31,318,1.00e-20,87.4
OANT_RS20175,BME_RS01960,31.449,283,165,7,47,311,59,330,1.62e-23,95.5
OANT_RS20185,BME_RS12810,80.077,261,52,0,1,261,1,261,1.54e-148,412
OANT_RS20190,BME_RS12805,90.446,314,30,0,16,329,16,329,0.0,532
OANT_RS20195,BME_RS12800,75.581,344,82,1,1,342,1,344,0.0,544
OANT_RS20220,BME_RS15385,90.909,77,7,0,1,77,1,77,2.25e-47,142
OANT_RS20225,BME_RS10445,41.667,120,59,5,26,144,16,125,1.23e-17,73.9
OANT_RS20235,BME_RS02085,100.000,25,0,0,1,25,1,25,1.70e-13,52.8
OANT_RS20240,BME_RS02080,80.921,1064,165,10,1,1055,1,1035,0.0,1694
OANT_RS20250,BME_RS02075,89.831,649,62,2,1,649,1,645,0.0,1139
OANT_RS20255,BME_RS02070,98.168,273,5,0,1,273,1,273,0.0,535
OANT_RS20260,BME_RS02065,94.389,303,17,0,1,303,1,303,0.0,540
OANT_RS20265,BME_RS02060,96.588,381,13,0,1,381,1,381,0.0,766
OANT_RS20270,BME_RS02055,97.275,367,10,0,1,367,1,367,0.0,738
OANT_RS20275,BME_RS02050,95.024,422,21,0,49,470,1,422,0.0,822
OANT_RS20280,BME_RS02040,95.804,429,18,0,1,429,1,429,0.0,857
OANT_RS20285,BME_RS02035,94.872,78,4,0,1,78,1,78,3.08e-53,156
OANT_RS20305,BME_RS12745,96.218,476,18,0,1,476,1,476,0.0,959
OANT_RS20310,BME_RS12735,87.850,428,52,0,1,428,1,428,0.0,779
OANT_RS20315,BME_RS12730,73.188,138,37,0,1,138,8,145,2.79e-66,194
OANT_RS20320,BME_RS14585,26.225,347,232,10,108,440,93,429,7.12e-14,70.5
OANT_RS20325,BME_RS12725,69.963,273,75,2,1,273,1,266,6.23e-138,386
OANT_RS20330,BME_RS07195,30.000,290,175,5,33,314,17,286,1.22e-22,92.4
OANT_RS20340,BME_RS00365,30.612,196,117,7,10,188,8,201,1.88e-10,57.0
OANT_RS20350,BME_RS12720,91.447,152,13,0,1,152,1,152,2.53e-102,286
OANT_RS20355,BME_RS12715,75.610,246,60,0,1,246,1,246,1.73e-135,378
OANT_RS20360,BME_RS12710,86.735,98,13,0,1,98,1,98,4.34e-57,168
OANT_RS20380,BME_RS04460,37.712,236,140,5,5,237,9,240,1.17e-36,129
OANT_RS20390,BME_RS01550,28.866,194,116,6,11,193,25,207,7.67e-13,62.0
OANT_RS20395,BME_RS12705,84.651,430,48,3,1,421,1,421,0.0,701
OANT_RS20405,BME_RS12700,84.739,249,38,0,1,249,1,249,4.57e-161,443
OANT_RS20410,BME_RS12695,92.261,491,38,0,1,491,1,491,0.0,946
OANT_RS20415,BME_RS12690,91.810,232,19,0,1,232,1,232,2.95e-149,412
OANT_RS20420,BME_RS12685,92.586,607,45,0,1,607,1,607,0.0,1154
OANT_RS20425,BME_RS12680,95.652,299,13,0,1,299,1,299,0.0,580
OANT_RS20430,BME_RS15705,25.959,443,266,12,112,497,126,563,3.07e-22,97.1
OANT_RS20440,BME_RS16840,35.333,150,91,3,1,147,1,147,1.82e-25,94.7
OANT_RS20445,BME_RS12675,84.133,271,43,0,1,271,1,271,3.51e-167,460
OANT_RS20450,BME_RS12670,79.098,244,51,0,1,244,1,244,1.44e-138,386
OANT_RS20455,BME_RS12665,76.096,251,60,0,1,251,1,251,5.80e-131,367
OANT_RS20460,BME_RS12660,87.273,275,35,0,1,275,1,275,3.85e-164,453
OANT_RS20465,BME_RS12655,88.788,330,37,0,1,330,1,330,0.0,574
OANT_RS20470,BME_RS12650,87.313,536,68,0,1,536,1,536,0.0,953
OANT_RS20475,BME_RS12645,72.973,111,30,0,1,111,1,111,3.41e-60,177
OANT_RS20480,BME_RS12635,89.706,136,14,0,1,136,1,136,4.48e-87,247
OANT_RS20485,BME_RS12630,95.463,551,25,0,1,551,1,551,0.0,1083
OANT_RS20490,BME_RS14360,27.232,224,144,3,1,223,37,242,2.13e-23,91.7
OANT_RS20500,BME_RS11415,37.555,229,138,4,335,561,350,575,3.83e-35,136
OANT_RS20515,BME_RS08510,31.285,358,239,4,2,352,4,361,7.04e-61,196
OANT_RS20520,BME_RS13225,38.226,327,179,5,1,319,1,312,7.79e-70,219
OANT_RS20525,BME_RS13875,27.007,274,183,8,13,271,24,295,3.78e-18,79.3
OANT_RS20530,BME_RS08515,28.819,288,193,6,18,296,5,289,2.70e-39,136
OANT_RS20550,BME_RS07485,30.469,256,167,7,35,287,57,304,1.51e-25,100
OANT_RS20555,BME_RS15720,32.881,295,195,2,6,299,1,293,3.74e-56,180
OANT_RS20560,BME_RS15370,33.677,291,188,4,1,290,2,288,3.53e-49,162
OANT_RS20570,BME_RS12760,24.020,204,145,4,7,204,5,204,6.93e-08,49.7
OANT_RS20575,BME_RS07670,50.000,82,31,2,1,82,1,72,1.40e-11,51.6
OANT_RS20580,BME_RS14075,41.033,329,191,2,89,415,16,343,1.04e-71,226
OANT_RS20585,BME_RS15640,27.048,525,364,5,2,521,5,515,4.34e-55,190
OANT_RS20595,BME_RS07950,32.727,220,143,2,16,233,15,231,2.03e-30,109
OANT_RS20605,BME_RS10690,26.230,122,87,1,191,312,134,252,3.90e-08,50.1
OANT_RS20610,BME_RS06070,26.606,327,204,12,4,315,1,306,3.48e-19,85.1
OANT_RS20620,BME_RS13275,28.571,385,250,12,6,374,3,378,1.00e-28,112
OANT_RS20625,BME_RS10515,36.278,317,186,4,2,304,1,315,2.96e-42,145
OANT_RS20630,BME_RS11845,36.527,334,197,8,11,336,3,329,4.78e-43,148
OANT_RS20635,BME_RS10505,46.774,248,132,0,1,248,1,248,7.53e-78,232
OANT_RS20640,BME_RS14460,38.889,234,141,2,1,232,1,234,1.34e-62,192
OANT_RS20645,BME_RS14185,28.820,517,340,11,36,533,37,544,4.18e-46,166
OANT_RS20655,BME_RS16635,39.683,63,38,0,175,237,144,206,3.09e-08,49.3
OANT_RS20680,BME_RS01240,33.673,98,65,0,51,148,29,126,1.69e-09,50.4
OANT_RS20685,BME_RS15175,28.391,317,202,9,23,336,26,320,7.69e-24,99.8
OANT_RS20700,BME_RS12120,29.275,345,213,10,406,731,4,336,1.37e-33,129
