Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS28350,OANT_RS18660,39.655,116,69,1,3,118,1,115,2.20e-20,78.2
BAB_RS28360,OANT_RS14925,32.547,212,131,3,3,204,165,374,1.58e-29,110
BAB_RS28365,OANT_RS11285,32.871,721,462,13,6,716,298,1006,5.18e-96,317
BAB_RS28370,OANT_RS21120,48.363,397,197,5,1,390,1,396,1.02e-123,361
BAB_RS28375,OANT_RS21095,32.877,219,137,4,42,256,11,223,7.83e-34,119
BAB_RS28390,OANT_RS21125,42.316,475,263,7,23,493,17,484,8.99e-109,329
BAB_RS28395,OANT_RS17280,65.473,391,130,3,3,390,5,393,0.0,533
BAB_RS28400,OANT_RS17285,72.000,350,98,0,6,355,1,350,0.0,506
BAB_RS28405,OANT_RS17290,75.261,287,71,0,13,299,16,302,2.88e-159,443
BAB_RS28410,OANT_RS17295,78.929,280,59,0,1,280,1,280,4.84e-147,410
BAB_RS28415,OANT_RS20135,91.051,514,46,0,1,514,1,514,0.0,979
BAB_RS28430,OANT_RS03250,38.636,308,184,2,1,307,1,304,2.55e-73,226
BAB_RS28435,OANT_RS19330,44.882,254,140,0,30,283,45,298,4.09e-75,229
BAB_RS28440,OANT_RS12835,38.934,244,142,3,21,257,18,261,3.89e-46,159
BAB_RS28445,OANT_RS06675,40.698,258,149,3,8,261,10,267,1.97e-60,190
BAB_RS28450,OANT_RS16065,35.616,365,218,7,6,363,5,359,3.51e-65,209
BAB_RS28455,OANT_RS15800,23.618,199,152,0,3,201,75,273,1.83e-12,62.8
BAB_RS28460,OANT_RS17615,49.091,55,28,0,1,55,1,55,2.91e-11,53.1
BAB_RS28475,OANT_RS20800,94.305,597,34,0,1,597,1,597,0.0,1177
BAB_RS28480,OANT_RS20795,97.761,402,9,0,1,402,1,402,0.0,804
BAB_RS28485,OANT_RS20790,96.883,738,23,0,1,738,1,738,0.0,1463
BAB_RS28490,OANT_RS20785,90.826,218,19,1,1,218,1,217,8.90e-147,405
BAB_RS28495,OANT_RS20780,79.692,325,59,3,1,319,1,324,3.83e-173,480
BAB_RS28500,OANT_RS20485,95.644,551,24,0,1,551,1,551,0.0,1084
BAB_RS28505,OANT_RS20480,89.706,136,14,0,1,136,1,136,6.84e-87,247
BAB_RS28510,OANT_RS14815,83.415,205,34,0,12,216,2,206,5.06e-132,367
BAB_RS28515,OANT_RS20475,72.973,111,30,0,1,111,1,111,4.21e-60,177
BAB_RS28520,OANT_RS20470,87.313,536,68,0,1,536,1,536,0.0,951
BAB_RS28525,OANT_RS20465,89.091,330,36,0,1,330,1,330,0.0,575
BAB_RS28530,OANT_RS20460,87.273,275,35,0,1,275,1,275,6.44e-160,443
BAB_RS28535,OANT_RS20455,76.096,251,60,0,1,251,1,251,7.57e-127,357
BAB_RS28540,OANT_RS20450,78.689,244,52,0,1,244,1,244,1.39e-137,384
BAB_RS28545,OANT_RS20445,83.395,271,45,0,1,271,1,271,1.95e-165,456
BAB_RS28550,OANT_RS20425,95.652,299,13,0,1,299,1,299,0.0,580
BAB_RS28555,OANT_RS20420,92.422,607,46,0,1,607,1,607,0.0,1152
BAB_RS28560,OANT_RS20415,91.810,232,19,0,1,232,1,232,2.45e-149,412
BAB_RS28565,OANT_RS20410,92.464,491,37,0,1,491,1,491,0.0,947
BAB_RS28570,OANT_RS20405,85.542,249,36,0,1,249,1,249,2.89e-162,446
BAB_RS28575,OANT_RS20395,87.559,426,48,1,1,426,1,421,0.0,731
BAB_RS28580,OANT_RS20360,86.869,99,13,0,1,99,1,99,7.03e-58,170
BAB_RS28585,OANT_RS20355,75.203,246,61,0,1,246,1,246,1.22e-133,374
BAB_RS28590,OANT_RS20350,91.447,152,13,0,1,152,1,152,3.97e-102,286
BAB_RS28595,OANT_RS20325,69.163,227,65,1,1,222,47,273,4.37e-115,327
BAB_RS28600,OANT_RS20315,73.188,138,37,0,8,145,1,138,4.61e-66,194
BAB_RS28605,OANT_RS20310,87.850,428,52,0,1,428,1,428,0.0,760
BAB_RS28615,OANT_RS20305,96.008,476,19,0,1,476,1,476,0.0,957
BAB_RS28625,OANT_RS15510,65.000,100,35,0,1,100,1,100,3.56e-44,136
BAB_RS28630,OANT_RS15515,93.789,322,16,1,1,322,1,318,0.0,612
BAB_RS28635,OANT_RS15520,90.361,498,48,0,1,498,1,498,0.0,907
BAB_RS28640,OANT_RS15530,94.092,457,27,0,1,457,1,457,0.0,898
BAB_RS28645,OANT_RS15535,77.823,248,55,0,1,248,1,248,3.71e-139,388
BAB_RS28650,OANT_RS15540,87.857,140,17,0,1,140,1,140,3.88e-86,245
BAB_RS28655,OANT_RS15545,85.960,698,97,1,1,698,1,697,0.0,1198
BAB_RS28660,OANT_RS15550,85.507,69,10,0,1,69,1,69,8.98e-41,125
BAB_RS28665,OANT_RS15555,90.625,288,27,0,1,288,1,288,0.0,525
BAB_RS28670,OANT_RS20195,75.291,344,83,1,1,344,1,342,0.0,534
BAB_RS28675,OANT_RS20190,90.291,309,30,0,21,329,21,329,0.0,547
BAB_RS28680,OANT_RS20185,80.077,261,52,0,1,261,1,261,2.82e-148,412
BAB_RS28685,OANT_RS20110,90.389,489,41,1,1,483,1,489,0.0,889
BAB_RS28690,OANT_RS20105,92.683,123,9,0,1,123,1,123,3.36e-85,241
BAB_RS28695,OANT_RS20100,93.455,275,18,0,1,275,1,275,0.0,521
BAB_RS28700,OANT_RS20095,90.657,289,27,0,1,289,1,289,0.0,504
BAB_RS28705,OANT_RS20090,93.703,397,25,0,1,397,1,397,0.0,765
BAB_RS28710,OANT_RS20085,77.432,257,58,0,1,257,1,257,3.51e-147,409
BAB_RS28715,OANT_RS20080,89.714,350,36,0,1,350,1,350,0.0,642
BAB_RS28720,OANT_RS20075,92.491,293,22,0,1,293,1,293,0.0,525
BAB_RS28725,OANT_RS20070,78.431,51,11,0,4,54,3,53,2.32e-23,86.7
BAB_RS28730,OANT_RS20070,80.333,300,59,0,1,300,55,354,0.0,504
BAB_RS28740,OANT_RS20060,89.218,371,34,1,2,366,24,394,0.0,677
BAB_RS28745,OANT_RS20055,91.694,301,25,0,1,301,1,301,0.0,547
BAB_RS28750,OANT_RS20050,93.403,288,19,0,1,288,1,288,0.0,553
BAB_RS28755,OANT_RS20045,86.622,299,40,0,1,299,1,299,1.19e-178,492
BAB_RS28760,OANT_RS20035,76.821,151,31,3,1,147,1,151,1.65e-80,231
BAB_RS28765,OANT_RS20030,88.432,389,45,0,1,389,1,389,0.0,681
BAB_RS28770,OANT_RS20020,90.789,456,41,1,1,455,1,456,0.0,877
BAB_RS28780,OANT_RS19995,87.500,272,34,0,9,280,3,274,2.35e-177,487
BAB_RS28785,OANT_RS19955,84.938,405,61,0,1,405,1,405,0.0,707
BAB_RS28790,OANT_RS25860,100.000,48,0,0,1,48,1,48,3.99e-30,96.7
BAB_RS28795,OANT_RS19940,95.095,367,18,0,1,367,1,367,0.0,711
BAB_RS28800,OANT_RS19935,90.164,122,12,0,1,122,1,122,1.48e-78,224
BAB_RS28805,OANT_RS19930,93.148,934,60,1,3,932,4,937,0.0,1747
BAB_RS28810,OANT_RS19855,96.951,164,5,0,1,164,1,164,1.55e-117,326
BAB_RS28815,OANT_RS19850,91.769,1227,101,0,1,1227,1,1227,0.0,2272
BAB_RS28820,OANT_RS19845,96.481,341,12,0,1,341,1,341,0.0,684
BAB_RS28825,OANT_RS19840,89.879,741,75,0,1,741,1,741,0.0,1314
BAB_RS28830,OANT_RS19835,92.068,353,28,0,1,353,1,353,0.0,661
BAB_RS28835,OANT_RS19830,86.842,266,35,0,1,266,1,266,1.48e-178,489
BAB_RS28840,OANT_RS19820,91.822,269,22,0,1,269,1,269,0.0,525
BAB_RS28845,OANT_RS19815,84.615,299,46,0,1,299,1,299,0.0,535
BAB_RS28850,OANT_RS19810,89.292,607,65,0,1,607,1,607,0.0,1137
BAB_RS28855,OANT_RS19805,88.449,632,73,0,3,634,2,633,0.0,1164
BAB_RS28860,OANT_RS19800,87.004,277,33,2,1,275,1,276,1.32e-179,493
BAB_RS28865,OANT_RS19795,90.390,333,32,0,1,333,1,333,0.0,559
BAB_RS28870,OANT_RS19790,76.816,358,79,2,20,374,1,357,0.0,528
BAB_RS28875,OANT_RS19785,85.619,299,43,0,1,299,1,299,0.0,534
BAB_RS28880,OANT_RS19780,96.196,184,7,0,1,184,1,184,2.80e-133,368
BAB_RS28885,OANT_RS19775,94.857,175,9,0,1,175,1,175,4.94e-124,343
BAB_RS28890,OANT_RS19770,87.234,423,54,0,1,423,1,423,0.0,691
BAB_RS28895,OANT_RS25855,52.555,137,55,2,5,131,5,141,2.70e-42,134
BAB_RS28900,OANT_RS19765,77.612,536,115,4,1,534,1,533,0.0,831
BAB_RS28905,OANT_RS19760,65.318,173,60,0,1,173,1,173,1.16e-82,239
BAB_RS28910,OANT_RS19755,89.041,73,8,0,1,73,369,441,9.53e-42,137
BAB_RS28915,OANT_RS19755,87.749,351,43,0,1,351,1,351,0.0,617
BAB_RS28920,OANT_RS19750,70.300,367,104,2,1,366,1,363,0.0,510
BAB_RS28925,OANT_RS19745,88.496,339,38,1,1,339,1,338,0.0,615
BAB_RS28930,OANT_RS19740,85.996,557,78,0,20,576,2,558,0.0,922
BAB_RS28935,OANT_RS19730,82.883,111,19,0,20,130,2,112,3.66e-66,193
BAB_RS28940,OANT_RS19725,85.965,114,16,0,1,114,1,114,3.77e-70,202
BAB_RS28945,OANT_RS19720,69.925,266,80,0,1,266,1,266,2.36e-136,382
BAB_RS28950,OANT_RS19715,88.535,157,18,0,1,157,1,157,7.49e-104,291
BAB_RS28955,OANT_RS19710,93.447,412,27,0,10,421,1,412,0.0,800
BAB_RS28960,OANT_RS19705,98.288,292,5,0,1,292,1,292,0.0,579
BAB_RS28965,OANT_RS19700,91.667,60,5,0,1,60,1,60,4.15e-26,93.6
BAB_RS28970,OANT_RS19700,97.525,202,5,0,1,202,92,293,2.76e-140,390
BAB_RS28975,OANT_RS19695,91.105,371,33,0,1,371,1,371,0.0,690
BAB_RS28985,OANT_RS19690,90.733,464,43,0,1,464,1,464,0.0,836
BAB_RS28990,OANT_RS19685,96.250,240,9,0,1,240,1,240,6.09e-175,478
BAB_RS28995,OANT_RS19680,79.457,516,97,4,1,509,1,514,0.0,771
BAB_RS29000,OANT_RS19675,93.676,253,16,0,1,253,1,253,0.0,497
BAB_RS29005,OANT_RS19670,91.150,226,20,0,1,226,1,226,7.55e-142,393
BAB_RS29010,OANT_RS19665,91.829,257,21,0,1,257,1,257,3.53e-174,477
BAB_RS29015,OANT_RS19660,92.237,1198,93,0,6,1203,9,1206,0.0,2250
BAB_RS29020,OANT_RS19655,96.591,176,6,0,27,202,1,176,2.98e-123,343
BAB_RS29025,OANT_RS19625,94.048,252,15,0,1,252,1,252,1.58e-176,483
BAB_RS29030,OANT_RS19620,86.435,317,42,1,1,316,1,317,0.0,537
BAB_RS29035,OANT_RS19615,91.875,320,26,0,1,320,1,320,0.0,529
BAB_RS29040,OANT_RS19610,84.127,315,50,0,1,315,1,315,0.0,520
BAB_RS29045,OANT_RS19535,90.852,481,44,0,1,481,1,481,0.0,912
BAB_RS29050,OANT_RS19530,82.836,134,23,0,1,134,1,134,5.39e-78,224
BAB_RS29055,OANT_RS19500,82.375,539,95,0,1,539,1,539,0.0,881
BAB_RS29060,OANT_RS19495,88.095,252,30,0,1,252,1,252,6.56e-164,451
BAB_RS29065,OANT_RS19490,94.366,284,16,0,1,284,1,284,0.0,556
BAB_RS29070,OANT_RS19485,90.099,303,29,1,1,302,1,303,0.0,501
BAB_RS29075,OANT_RS25845,88.889,45,5,0,1,45,1,45,7.67e-25,83.2
BAB_RS29085,OANT_RS19480,82.803,157,27,0,2,158,1,157,1.99e-95,270
BAB_RS29090,OANT_RS19475,92.791,430,31,0,1,430,1,430,0.0,774
BAB_RS29095,OANT_RS19470,87.437,199,25,0,1,199,1,199,2.51e-133,369
BAB_RS29100,OANT_RS19405,91.864,590,46,1,1,588,1,590,0.0,1022
BAB_RS29105,OANT_RS19400,89.459,351,37,0,1,351,1,351,0.0,641
BAB_RS29110,OANT_RS19395,97.518,282,7,0,1,282,1,282,0.0,545
BAB_RS29115,OANT_RS19390,96.246,293,11,0,1,293,1,293,0.0,567
BAB_RS29120,OANT_RS19385,95.116,430,21,0,4,433,2,431,0.0,850
BAB_RS29125,OANT_RS19345,85.507,345,50,0,1,345,1,345,0.0,617
BAB_RS29130,OANT_RS19310,92.362,563,43,0,37,599,1,563,0.0,1041
BAB_RS29135,OANT_RS19305,94.118,238,14,0,1,238,1,238,2.86e-165,453
BAB_RS29140,OANT_RS19300,92.369,249,19,0,1,249,1,249,7.10e-159,438
BAB_RS29145,OANT_RS19295,91.321,265,23,0,1,265,1,265,5.97e-158,442
BAB_RS29150,OANT_RS19290,96.194,289,11,0,1,289,1,289,0.0,546
BAB_RS29155,OANT_RS19285,95.128,390,19,0,1,390,1,390,0.0,765
BAB_RS29160,OANT_RS19280,66.949,354,117,0,1,354,1,354,2.89e-175,488
BAB_RS29165,OANT_RS19275,86.829,205,27,0,1,205,1,205,1.78e-134,372
BAB_RS29170,OANT_RS19270,91.463,246,21,0,1,246,1,246,7.19e-175,478
BAB_RS29175,OANT_RS19265,94.531,128,7,0,12,139,8,135,1.08e-89,254
BAB_RS29180,OANT_RS19260,77.186,263,60,0,1,263,1,263,1.13e-153,426
BAB_RS29185,OANT_RS19255,89.000,300,33,0,1,300,1,300,0.0,542
BAB_RS29190,OANT_RS19250,84.953,319,48,0,1,319,1,319,0.0,572
BAB_RS29195,OANT_RS19245,64.746,295,103,1,5,298,6,300,3.39e-149,418
BAB_RS29200,OANT_RS19240,82.072,251,45,0,1,251,1,251,4.57e-151,419
BAB_RS29205,OANT_RS19235,91.064,235,21,0,1,235,1,235,2.09e-160,441
BAB_RS29210,OANT_RS19230,92.576,229,17,0,1,229,1,229,5.73e-161,441
BAB_RS29215,OANT_RS19225,86.717,399,27,1,1,373,1,399,0.0,691
BAB_RS29220,OANT_RS17360,52.397,584,268,4,1,575,1,583,0.0,609
BAB_RS29225,OANT_RS19200,92.593,27,2,0,8,34,1,27,2.29e-10,52.8
BAB_RS29230,OANT_RS19195,97.268,366,10,0,1,366,1,366,0.0,731
BAB_RS29235,OANT_RS19190,89.494,257,23,1,1,257,1,253,1.79e-172,473
BAB_RS29240,OANT_RS19185,91.700,253,21,0,1,253,1,253,4.55e-174,476
BAB_RS29245,OANT_RS19180,80.964,415,79,0,1,415,1,415,0.0,702
BAB_RS29255,OANT_RS19105,88.372,86,10,0,1,86,1,86,5.86e-46,140
BAB_RS29260,OANT_RS19100,100.000,25,0,0,1,25,1,25,4.34e-12,49.7
BAB_RS29265,OANT_RS04385,32.544,169,107,6,26,189,2,168,4.13e-16,72.0
BAB_RS29280,OANT_RS23335,68.317,101,31,1,1,100,1,101,3.30e-48,146
BAB_RS29290,OANT_RS11115,32.432,148,100,0,4,151,85,232,2.72e-21,84.3
BAB_RS29295,OANT_RS19020,100.000,24,0,0,1,24,1,24,6.04e-12,49.3
BAB_RS29305,OANT_RS19015,86.486,444,60,0,1,444,1,444,0.0,800
BAB_RS29310,OANT_RS19010,86.719,128,17,0,1,128,1,128,7.37e-82,236
BAB_RS29315,OANT_RS19005,81.053,95,18,0,1,95,1,95,5.88e-47,142
BAB_RS29320,OANT_RS19000,96.748,123,4,0,1,123,1,123,4.03e-86,244
BAB_RS29325,OANT_RS18995,73.970,461,115,1,1,456,1,461,0.0,701
BAB_RS29330,OANT_RS18990,100.000,55,0,0,1,55,1,55,1.89e-34,108
BAB_RS29335,OANT_RS18985,91.579,380,32,0,1,380,1,380,0.0,646
BAB_RS29340,OANT_RS18980,74.486,243,62,0,1,243,4,246,6.91e-124,349
BAB_RS29345,OANT_RS18975,81.457,151,28,0,1,151,1,151,3.75e-95,269
BAB_RS29350,OANT_RS18970,88.422,786,87,1,1,782,1,786,0.0,1398
BAB_RS29355,OANT_RS18965,92.316,885,60,1,1,877,1,885,0.0,1641
BAB_RS29365,OANT_RS18955,80.670,388,75,0,1,388,1,388,0.0,627
BAB_RS29370,OANT_RS18950,83.582,201,33,0,1,201,1,201,5.60e-116,325
BAB_RS29375,OANT_RS18945,91.355,428,37,0,1,428,1,428,0.0,784
BAB_RS29380,OANT_RS18940,97.516,322,8,0,1,322,1,322,0.0,635
BAB_RS29385,OANT_RS18935,88.007,542,65,0,1,542,1,542,0.0,980
BAB_RS29390,OANT_RS18930,89.697,165,14,1,1,162,1,165,7.45e-106,297
BAB_RS29395,OANT_RS18925,93.191,235,16,0,1,235,1,235,1.79e-166,456
BAB_RS29400,OANT_RS18920,93.684,95,6,0,1,95,1,95,4.10e-53,158
BAB_RS29405,OANT_RS18910,95.335,493,23,0,1,493,1,493,0.0,935
BAB_RS29410,OANT_RS18900,76.271,59,14,0,1,59,1,59,8.06e-31,99.4
BAB_RS29415,OANT_RS18895,92.493,706,44,2,1,699,1,704,0.0,1342
BAB_RS29420,OANT_RS18890,80.844,308,59,0,1,308,1,308,1.51e-180,498
BAB_RS29425,OANT_RS18885,85.098,255,35,2,1,252,16,270,1.67e-159,440
BAB_RS29430,OANT_RS18870,68.542,480,150,1,1,479,1,480,0.0,709
BAB_RS29435,OANT_RS18865,75.581,172,33,3,2,166,1,170,1.29e-69,206
BAB_RS29440,OANT_RS18850,100.000,25,0,0,1,25,1,25,1.65e-12,50.8
BAB_RS29445,OANT_RS18840,89.610,385,40,0,1,385,1,385,0.0,724
BAB_RS29450,OANT_RS18835,90.482,872,83,0,1,872,9,880,0.0,1548
BAB_RS29455,OANT_RS18830,91.968,249,19,1,1,248,1,249,1.05e-156,432
BAB_RS29460,OANT_RS18825,87.755,441,54,0,1,441,1,441,0.0,797
BAB_RS29465,OANT_RS18820,92.916,607,43,0,1,607,1,607,0.0,1153
BAB_RS29470,OANT_RS18815,94.160,702,41,0,1,702,1,702,0.0,1331
BAB_RS29475,OANT_RS18810,92.632,95,7,0,1,95,1,95,2.23e-63,184
BAB_RS29480,OANT_RS18805,94.525,1169,64,0,1,1169,1,1169,0.0,2259
BAB_RS29490,OANT_RS18800,88.839,224,25,0,1,224,1,224,1.36e-148,410
BAB_RS29495,OANT_RS18795,83.059,608,103,0,5,612,1,608,0.0,1075
BAB_RS29500,OANT_RS18790,98.039,204,4,0,1,204,1,204,1.22e-147,406
BAB_RS29505,OANT_RS18785,87.500,112,14,0,1,112,1,112,8.45e-75,214
BAB_RS29510,OANT_RS18780,83.863,409,66,0,1,409,1,409,0.0,702
BAB_RS29515,OANT_RS18775,89.591,269,27,1,7,275,1,268,4.97e-175,481
BAB_RS29520,OANT_RS18770,90.756,238,22,0,1,238,1,238,1.40e-163,452
BAB_RS29530,OANT_RS18765,90.038,522,48,2,1,520,1,520,0.0,941
BAB_RS29535,OANT_RS18760,94.444,360,20,0,1,360,1,360,0.0,655
BAB_RS29540,OANT_RS18755,93.137,306,16,1,1,301,1,306,0.0,528
BAB_RS29545,OANT_RS18750,92.394,355,27,0,1,355,1,355,0.0,685
BAB_RS29550,OANT_RS18740,96.568,437,15,0,1,437,1,437,0.0,875
BAB_RS29555,OANT_RS18735,95.031,161,8,0,1,161,1,161,1.07e-111,311
BAB_RS29560,OANT_RS25825,87.379,103,13,0,1,103,1,103,2.46e-68,197
BAB_RS29565,OANT_RS18725,85.437,103,15,0,1,103,1,103,8.28e-68,196
BAB_RS29570,OANT_RS18690,92.763,152,11,0,1,152,1,152,5.68e-104,291
BAB_RS29575,OANT_RS18685,88.158,152,18,0,1,152,1,152,1.27e-100,283
BAB_RS29580,OANT_RS18675,92.000,25,2,0,1,25,1,25,1.44e-10,46.2
BAB_RS29595,OANT_RS26105,42.857,112,59,2,5,111,3,114,1.23e-22,86.3
BAB_RS29600,OANT_RS23785,37.500,128,69,2,37,153,23,150,2.47e-18,73.9
BAB_RS29605,OANT_RS14235,56.250,112,49,0,6,117,7,118,4.79e-48,147
BAB_RS29610,OANT_RS24605,50.864,521,247,4,1,517,1,516,1.60e-180,515
BAB_RS29615,OANT_RS22340,30.065,153,99,3,15,159,19,171,6.00e-14,64.7
BAB_RS29625,OANT_RS22740,52.367,338,157,2,9,342,16,353,2.50e-128,372
BAB_RS29630,OANT_RS22745,57.143,49,21,0,2,50,49,97,1.83e-15,61.6
BAB_RS29635,OANT_RS22750,58.896,163,67,0,2,164,1,163,3.82e-55,169
BAB_RS29640,OANT_RS22755,76.115,314,75,0,1,314,1,314,0.0,520
BAB_RS29645,OANT_RS22760,50.588,170,77,3,15,181,24,189,5.89e-56,172
BAB_RS29650,OANT_RS22765,82.366,448,79,0,1,448,1,448,0.0,734
BAB_RS29655,OANT_RS22770,73.490,596,157,1,17,612,22,616,0.0,930
BAB_RS29660,OANT_RS22775,77.370,327,74,0,1,327,1,327,0.0,527
BAB_RS29665,OANT_RS22780,82.500,320,54,1,18,337,4,321,0.0,558
BAB_RS29670,OANT_RS13295,36.667,120,62,3,2,115,1,112,4.72e-20,75.9
BAB_RS29675,OANT_RS18590,90.286,525,51,0,1,525,1,525,0.0,981
BAB_RS29680,OANT_RS18595,88.952,525,58,0,1,525,1,525,0.0,986
BAB_RS29685,OANT_RS18600,97.720,307,7,0,1,307,1,307,0.0,589
BAB_RS29690,OANT_RS18605,92.308,377,29,0,1,377,1,377,0.0,677
BAB_RS29695,OANT_RS18610,94.757,534,28,0,1,534,1,534,0.0,1032
BAB_RS29700,OANT_RS18465,81.517,211,39,0,1,211,1,211,1.69e-131,365
BAB_RS29710,OANT_RS25925,41.667,108,61,1,8,113,2,109,6.83e-23,87.0
BAB_RS29715,OANT_RS18415,88.761,436,49,0,1,436,1,436,0.0,749
BAB_RS29720,OANT_RS18400,83.481,339,55,1,1,339,1,338,0.0,582
BAB_RS29725,OANT_RS18380,80.283,847,122,11,1,819,1,830,0.0,1274
BAB_RS29730,OANT_RS18370,82.379,227,40,0,1,227,23,249,4.05e-136,380
BAB_RS29735,OANT_RS18365,88.937,461,51,0,1,461,4,464,0.0,827
BAB_RS29740,OANT_RS18360,89.245,437,41,2,1,431,1,437,0.0,756
BAB_RS29745,OANT_RS18355,97.033,337,10,0,1,337,1,337,0.0,679
BAB_RS29750,OANT_RS18350,94.390,410,8,1,1,395,1,410,0.0,803
BAB_RS29760,OANT_RS18345,87.688,333,41,0,1,333,1,333,0.0,614
BAB_RS29765,OANT_RS18340,91.573,356,30,0,1,356,1,356,0.0,690
BAB_RS29770,OANT_RS18335,94.982,279,14,0,1,279,1,279,0.0,528
BAB_RS29775,OANT_RS18330,93.949,314,19,0,1,314,1,314,0.0,601
BAB_RS29790,OANT_RS18320,85.324,293,43,0,1,293,1,293,0.0,506
BAB_RS29795,OANT_RS18315,92.578,256,18,1,1,256,1,255,1.10e-173,476
BAB_RS29800,OANT_RS25815,94.118,51,3,0,1,51,1,51,8.40e-31,98.6
BAB_RS29805,OANT_RS18305,84.635,384,59,0,1,384,1,384,0.0,666
BAB_RS29810,OANT_RS18300,92.952,525,37,0,1,525,1,525,0.0,999
BAB_RS29815,OANT_RS18295,76.786,560,130,0,1,560,1,560,0.0,773
BAB_RS29820,OANT_RS18290,76.117,582,135,2,1,578,1,582,0.0,825
BAB_RS29825,OANT_RS18285,94.944,178,9,0,1,178,1,178,4.71e-125,347
BAB_RS29830,OANT_RS18275,84.348,115,18,0,1,115,1,115,1.47e-70,204
BAB_RS29835,OANT_RS18270,87.097,93,12,0,1,93,1,93,1.01e-43,134
BAB_RS29840,OANT_RS18265,69.591,171,52,0,1,171,1,171,2.12e-74,218
BAB_RS29845,OANT_RS18260,89.114,542,59,0,1,542,1,542,0.0,873
BAB_RS29850,OANT_RS18255,94.643,112,6,0,1,112,1,112,1.07e-73,211
BAB_RS29855,OANT_RS18250,90.329,972,93,1,1,972,1,971,0.0,1681
BAB_RS29860,OANT_RS18245,65.766,444,149,1,1,441,1,444,0.0,600
BAB_RS29865,OANT_RS18240,85.930,199,28,0,1,199,1,199,4.21e-130,361
BAB_RS29870,OANT_RS18210,92.442,172,13,0,1,172,2,173,1.21e-117,327
BAB_RS29875,OANT_RS18145,64.516,93,33,0,1,93,1,93,4.53e-45,137
BAB_RS29880,OANT_RS14630,76.087,322,76,1,22,342,10,331,0.0,523
BAB_RS29885,OANT_RS14625,59.783,368,148,0,3,370,7,374,8.30e-152,431
BAB_RS29890,OANT_RS14620,61.137,211,82,0,1,211,1,211,1.44e-89,259
BAB_RS29895,OANT_RS14615,70.047,424,127,0,1,424,1,424,0.0,585
BAB_RS29900,OANT_RS14610,60.194,309,108,2,5,311,4,299,4.40e-129,368
BAB_RS29910,OANT_RS18045,89.508,305,32,0,1,305,1,305,0.0,582
BAB_RS29915,OANT_RS18055,87.050,278,34,1,20,295,78,355,0.0,516
BAB_RS29930,OANT_RS18030,72.093,258,71,1,1,258,1,257,9.06e-141,393
BAB_RS29935,OANT_RS18020,81.879,149,27,0,1,149,1,149,3.00e-83,238
BAB_RS29940,OANT_RS18005,85.748,421,60,0,1,421,1,421,0.0,725
BAB_RS29945,OANT_RS17965,77.311,119,23,2,1,116,1,118,1.89e-63,186
BAB_RS29960,OANT_RS08555,39.149,235,134,6,1,234,9,235,3.25e-48,156
BAB_RS29965,OANT_RS08550,33.453,278,170,6,199,468,177,447,9.85e-37,137
BAB_RS29970,OANT_RS17560,82.133,347,62,0,1,347,1,347,0.0,582
BAB_RS29975,OANT_RS17565,80.407,541,100,1,4,538,2,542,0.0,894
BAB_RS29980,OANT_RS17570,78.912,147,31,0,15,161,5,151,2.23e-68,201
BAB_RS29985,OANT_RS18565,83.529,340,56,0,24,363,1,340,0.0,584
BAB_RS29990,OANT_RS18560,85.433,254,37,0,1,254,1,254,7.24e-161,443
BAB_RS29995,OANT_RS18555,86.617,269,36,0,4,272,5,273,1.67e-163,451
BAB_RS30000,OANT_RS15130,83.206,131,22,0,2,132,1,131,8.08e-75,216
BAB_RS30005,OANT_RS15170,89.067,375,41,0,5,379,4,378,0.0,629
BAB_RS30020,OANT_RS15160,83.439,314,52,0,1,314,1,314,0.0,501
BAB_RS30025,OANT_RS15155,69.196,224,67,1,2,225,4,225,7.28e-104,298
BAB_RS30030,OANT_RS17730,85.632,348,50,0,1,348,1,348,0.0,568
BAB_RS30035,OANT_RS22785,73.191,235,62,1,1,235,1,234,6.47e-124,348
BAB_RS30040,OANT_RS17260,66.434,143,48,0,1,143,1,143,9.00e-68,199
BAB_RS30045,OANT_RS17255,65.441,136,47,0,1,136,1,136,6.00e-57,171
BAB_RS30050,OANT_RS17250,85.417,96,14,0,6,101,15,110,5.09e-55,164
BAB_RS30055,OANT_RS17235,77.636,313,70,0,1,313,1,313,7.46e-159,443
BAB_RS30060,OANT_RS16060,79.878,164,33,0,1,164,1,164,1.38e-88,253
BAB_RS30065,OANT_RS16055,93.689,412,26,0,1,412,1,412,0.0,793
BAB_RS30075,OANT_RS16085,85.538,325,47,0,1,325,1,325,0.0,582
BAB_RS30080,OANT_RS16080,79.583,240,49,0,1,240,1,240,6.42e-128,371
BAB_RS30085,OANT_RS16080,86.577,298,40,0,1,298,257,554,0.0,536
BAB_RS30090,OANT_RS16075,80.392,51,10,0,1,51,1,51,3.43e-19,81.3
BAB_RS30095,OANT_RS16070,89.141,396,43,0,1,396,1,396,0.0,728
BAB_RS30100,OANT_RS16065,93.067,375,26,0,1,375,1,375,0.0,699
BAB_RS30105,OANT_RS17415,89.655,145,15,0,1,145,1,145,1.71e-97,274
BAB_RS30110,OANT_RS17615,80.205,293,58,0,1,293,1,293,5.77e-172,475
BAB_RS30115,OANT_RS17610,74.786,234,57,1,1,232,1,234,9.70e-103,309
