Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS12190,OANT_RS17040,94.186,344,20,0,1,344,1,344,0.0,677
BME_RS12195,OANT_RS17045,76.027,146,35,0,1,146,1,146,4.05e-82,236
BME_RS12200,OANT_RS17050,91.429,140,12,0,1,140,1,140,7.70e-94,265
BME_RS12205,OANT_RS17075,94.286,140,8,0,1,140,1,140,1.42e-95,269
BME_RS12210,OANT_RS17080,94.030,201,12,0,1,201,1,201,6.50e-143,394
BME_RS12215,OANT_RS17090,87.285,291,37,0,41,331,1,291,0.0,515
BME_RS12220,OANT_RS17095,100.000,68,0,0,1,68,1,68,3.97e-49,146
BME_RS12225,OANT_RS17100,91.379,116,10,0,1,116,1,116,8.32e-68,197
BME_RS12230,OANT_RS17105,93.842,682,42,0,1,682,1,682,0.0,1309
BME_RS12235,OANT_RS17110,94.118,459,27,0,7,465,3,461,0.0,862
BME_RS12240,OANT_RS17115,98.191,608,11,0,1,608,1,608,0.0,1214
BME_RS12245,OANT_RS17155,88.718,195,22,0,1,195,1,195,8.57e-123,342
BME_RS12255,OANT_RS15050,92.941,340,24,0,1,340,1,340,0.0,637
BME_RS12260,OANT_RS15055,96.893,354,11,0,1,354,1,354,0.0,718
BME_RS12265,OANT_RS15060,98.000,150,3,0,1,150,1,150,5.75e-105,293
BME_RS12270,OANT_RS15065,93.750,256,16,0,1,256,1,256,0.0,496
BME_RS12275,OANT_RS15070,89.764,254,26,0,1,254,1,254,1.75e-167,460
BME_RS12280,OANT_RS15075,93.038,316,22,0,1,316,1,316,0.0,601
BME_RS12285,OANT_RS15080,96.452,310,11,0,1,310,1,310,0.0,623
BME_RS12290,OANT_RS15085,95.817,502,21,0,1,502,1,502,0.0,993
BME_RS12295,OANT_RS15090,90.909,517,47,0,1,517,1,517,0.0,931
BME_RS12300,OANT_RS15095,87.615,218,26,1,1,218,1,217,5.22e-117,329
BME_RS12305,OANT_RS15100,94.942,514,26,0,1,514,1,514,0.0,989
BME_RS12310,OANT_RS15105,98.266,346,6,0,1,346,1,346,0.0,659
BME_RS12315,OANT_RS15110,65.672,67,23,0,1,67,1,67,1.16e-22,93.2
BME_RS12320,OANT_RS15115,97.527,283,7,0,1,283,1,283,0.0,568
BME_RS12325,OANT_RS15355,75.157,479,119,0,1,479,1,479,0.0,721
BME_RS12330,OANT_RS15360,65.982,438,140,3,1,436,1,431,0.0,578
BME_RS12335,OANT_RS15365,86.957,138,18,0,1,138,1,138,1.92e-85,243
BME_RS12340,OANT_RS15370,88.988,336,36,1,1,336,1,335,0.0,623
BME_RS12345,OANT_RS15375,90.385,468,45,0,17,484,4,471,0.0,865
BME_RS12350,OANT_RS15380,64.074,540,194,0,18,557,17,556,0.0,694
BME_RS12355,OANT_RS18650,68.493,146,46,0,1,146,1,146,7.88e-77,222
BME_RS12375,OANT_RS04170,28.037,214,125,7,24,231,44,234,3.02e-18,78.6
BME_RS12430,OANT_RS20870,92.000,25,2,0,1,25,1,25,2.20e-11,47.8
BME_RS12435,OANT_RS20865,90.966,321,29,0,1,321,1,321,0.0,575
BME_RS12445,OANT_RS20860,72.941,340,89,3,1,338,1,339,4.24e-175,486
BME_RS12450,OANT_RS20845,95.300,851,40,0,1,851,1,851,0.0,1595
BME_RS12455,OANT_RS20840,94.958,238,12,0,1,238,1,238,1.16e-169,464
BME_RS12460,OANT_RS20835,88.321,274,32,0,1,274,1,274,0.0,495
BME_RS12465,OANT_RS20830,95.425,306,14,0,1,306,1,306,0.0,518
BME_RS12470,OANT_RS20820,55.445,1001,306,16,73,949,212,1196,0.0,947
BME_RS12475,OANT_RS20815,56.667,150,61,1,1,146,1,150,8.84e-46,144
BME_RS12485,OANT_RS18660,42.975,121,68,1,16,136,7,126,1.15e-18,73.9
BME_RS12490,OANT_RS18660,39.655,116,69,1,3,118,1,115,2.20e-20,78.2
BME_RS12495,OANT_RS14925,30.793,328,213,5,4,320,50,374,5.89e-38,137
BME_RS12500,OANT_RS11285,31.636,1021,670,17,1,1008,1,1006,5.91e-131,419
BME_RS12505,OANT_RS21120,48.866,397,195,5,1,390,1,396,7.63e-125,364
BME_RS12510,OANT_RS21095,32.877,219,137,4,42,256,11,223,7.83e-34,119
BME_RS12525,OANT_RS19860,37.398,492,296,8,9,494,3,488,5.23e-108,327
BME_RS12530,OANT_RS17280,65.473,391,130,3,3,390,5,393,0.0,532
BME_RS12535,OANT_RS17285,71.617,303,86,0,1,303,48,350,9.83e-154,431
BME_RS12540,OANT_RS17290,57.895,57,24,0,11,67,14,70,1.43e-16,75.5
BME_RS12545,OANT_RS17295,79.643,280,57,0,1,280,1,280,6.13e-149,415
BME_RS12550,OANT_RS20135,74.603,63,16,0,1,63,1,63,6.01e-23,99.0
BME_RS12560,OANT_RS15320,29.638,469,285,14,41,489,43,486,9.72e-46,165
BME_RS12570,OANT_RS19330,44.094,254,142,0,30,283,45,298,1.34e-72,223
BME_RS12575,OANT_RS12835,38.934,244,142,3,21,257,18,261,3.89e-46,159
BME_RS12580,OANT_RS06675,40.698,258,149,3,8,261,10,267,1.97e-60,190
BME_RS12585,OANT_RS16065,35.890,365,217,7,6,363,5,359,3.55e-65,209
BME_RS12590,OANT_RS15800,23.618,199,152,0,3,201,75,273,2.04e-12,62.8
BME_RS12605,OANT_RS20800,94.305,597,34,0,1,597,1,597,0.0,1179
BME_RS12610,OANT_RS20795,97.761,402,9,0,1,402,1,402,0.0,804
BME_RS12615,OANT_RS20790,97.154,738,21,0,1,738,1,738,0.0,1463
BME_RS12620,OANT_RS20785,89.908,218,21,1,1,218,1,217,2.47e-145,401
BME_RS12625,OANT_RS20780,79.692,325,59,3,1,319,1,324,3.83e-173,480
BME_RS12630,OANT_RS20485,95.463,551,25,0,1,551,1,551,0.0,1083
BME_RS12635,OANT_RS20480,89.706,136,14,0,1,136,1,136,6.84e-87,247
BME_RS12640,OANT_RS14815,80.000,205,33,1,12,208,2,206,5.33e-124,346
BME_RS12645,OANT_RS20475,72.973,111,30,0,1,111,1,111,5.36e-60,177
BME_RS12650,OANT_RS20470,87.313,536,68,0,1,536,1,536,0.0,951
BME_RS12655,OANT_RS20465,88.788,330,37,0,1,330,1,330,0.0,574
BME_RS12660,OANT_RS20460,87.273,275,35,0,1,275,1,275,6.44e-160,443
BME_RS12665,OANT_RS20455,76.096,251,60,0,1,251,1,251,7.57e-127,357
BME_RS12670,OANT_RS20450,79.098,244,51,0,1,244,1,244,2.21e-138,386
BME_RS12675,OANT_RS20445,84.133,271,43,0,1,271,1,271,5.52e-167,460
BME_RS12680,OANT_RS20425,95.652,299,13,0,1,299,1,299,0.0,580
BME_RS12685,OANT_RS20420,92.586,607,45,0,1,607,1,607,0.0,1154
BME_RS12690,OANT_RS20415,91.810,232,19,0,1,232,1,232,2.45e-149,412
BME_RS12695,OANT_RS20410,92.261,491,38,0,1,491,1,491,0.0,946
BME_RS12700,OANT_RS20405,84.739,249,38,0,1,249,1,249,7.18e-161,443
BME_RS12705,OANT_RS20395,84.651,430,48,3,1,421,1,421,0.0,702
BME_RS12710,OANT_RS20360,86.735,98,13,0,1,98,1,98,6.82e-57,168
BME_RS12715,OANT_RS20355,75.610,246,60,0,1,246,1,246,2.73e-135,378
BME_RS12720,OANT_RS20350,91.447,152,13,0,1,152,1,152,3.97e-102,286
BME_RS12725,OANT_RS20325,69.231,273,77,2,1,266,1,273,1.65e-133,375
BME_RS12730,OANT_RS20315,73.188,138,37,0,8,145,1,138,4.61e-66,194
BME_RS12735,OANT_RS20310,87.850,428,52,0,1,428,1,428,0.0,760
BME_RS12745,OANT_RS20305,96.218,476,18,0,1,476,1,476,0.0,959
BME_RS12755,OANT_RS15510,65.000,100,35,0,1,100,1,100,3.56e-44,136
BME_RS12760,OANT_RS15515,93.789,322,16,1,1,322,1,318,0.0,613
BME_RS12765,OANT_RS15520,90.562,498,47,0,1,498,1,498,0.0,909
BME_RS12770,OANT_RS15530,93.873,457,28,0,1,457,1,457,0.0,897
BME_RS12775,OANT_RS15535,77.823,248,55,0,1,248,1,248,1.45e-139,389
BME_RS12780,OANT_RS15540,87.413,143,18,0,1,143,1,143,5.12e-88,250
BME_RS12785,OANT_RS15545,85.817,698,98,1,1,698,1,697,0.0,1198
BME_RS12790,OANT_RS15550,85.507,69,10,0,1,69,1,69,8.98e-41,125
BME_RS12795,OANT_RS15555,89.931,288,26,1,1,285,1,288,0.0,515
BME_RS12800,OANT_RS20195,75.291,344,83,1,1,344,1,342,0.0,534
BME_RS12805,OANT_RS20190,90.291,309,30,0,21,329,21,329,0.0,547
BME_RS12810,OANT_RS20185,80.077,261,52,0,1,261,1,261,2.42e-148,412
BME_RS12815,OANT_RS20110,92.025,489,39,0,1,489,1,489,0.0,910
BME_RS12820,OANT_RS20105,92.683,123,9,0,1,123,1,123,3.36e-85,241
BME_RS12825,OANT_RS20100,92.364,275,19,1,5,279,3,275,0.0,507
BME_RS12835,OANT_RS20090,93.199,397,27,0,1,397,1,397,0.0,762
BME_RS12840,OANT_RS20085,77.432,257,58,0,1,257,1,257,3.51e-147,409
BME_RS12845,OANT_RS20080,89.714,350,36,0,1,350,1,350,0.0,642
BME_RS12850,OANT_RS20075,93.174,293,20,0,1,293,1,293,0.0,531
BME_RS12855,OANT_RS20070,80.682,352,68,0,4,355,3,354,0.0,597
BME_RS12860,OANT_RS20065,88.535,157,18,0,1,157,1,157,7.43e-103,288
BME_RS12870,OANT_RS20060,88.832,394,38,1,1,388,1,394,0.0,715
BME_RS12875,OANT_RS20055,92.027,301,24,0,1,301,1,301,0.0,550
BME_RS12880,OANT_RS20050,93.750,288,18,0,1,288,1,288,0.0,556
BME_RS12885,OANT_RS20045,86.622,299,40,0,1,299,1,299,9.89e-179,492
BME_RS12890,OANT_RS20035,76.821,151,31,3,1,147,1,151,1.65e-80,231
BME_RS12895,OANT_RS20030,88.432,389,45,0,1,389,1,389,0.0,681
BME_RS12900,OANT_RS20020,91.264,435,37,1,1,434,22,456,0.0,845
BME_RS12905,OANT_RS20000,73.077,234,63,0,12,245,22,255,8.71e-127,357
BME_RS12910,OANT_RS19995,87.500,272,34,0,9,280,3,274,2.35e-177,487
BME_RS12915,OANT_RS19955,84.722,360,55,0,1,360,1,360,0.0,629
BME_RS12920,OANT_RS25860,100.000,48,0,0,1,48,1,48,3.99e-30,96.7
BME_RS12925,OANT_RS19940,94.823,367,19,0,1,367,1,367,0.0,709
BME_RS12930,OANT_RS19935,90.164,122,12,0,1,122,1,122,1.48e-78,224
BME_RS12935,OANT_RS19930,93.255,934,59,1,3,932,4,937,0.0,1746
BME_RS12940,OANT_RS19855,96.341,164,6,0,1,164,1,164,3.97e-117,325
BME_RS12945,OANT_RS19850,91.687,1227,102,0,1,1227,1,1227,0.0,2272
BME_RS12950,OANT_RS19845,95.894,341,14,0,1,341,1,341,0.0,681
BME_RS12955,OANT_RS19840,82.891,754,103,3,1,741,1,741,0.0,1194
BME_RS12960,OANT_RS19835,92.068,353,28,0,1,353,1,353,0.0,660
BME_RS12965,OANT_RS19830,87.218,266,34,0,1,266,1,266,1.04e-179,492
BME_RS12970,OANT_RS19820,91.822,269,22,0,1,269,1,269,0.0,525
BME_RS12975,OANT_RS19815,84.615,299,46,0,1,299,1,299,0.0,535
BME_RS12980,OANT_RS19810,89.292,607,65,0,1,607,1,607,0.0,1135
BME_RS12985,OANT_RS19805,88.449,632,73,0,3,634,2,633,0.0,1162
BME_RS12990,OANT_RS19800,87.365,277,32,2,1,275,1,276,1.44e-180,495
BME_RS12995,OANT_RS19795,90.090,333,33,0,1,333,1,333,0.0,558
BME_RS13000,OANT_RS19790,76.536,358,80,2,20,374,1,357,0.0,528
BME_RS13005,OANT_RS19785,86.288,299,41,0,1,299,1,299,0.0,537
BME_RS13010,OANT_RS19780,95.109,184,9,0,1,184,1,184,3.57e-131,362
BME_RS13015,OANT_RS19775,94.286,175,10,0,1,175,1,175,8.84e-124,343
BME_RS13020,OANT_RS19770,87.234,423,54,0,1,423,1,423,0.0,691
BME_RS13025,OANT_RS25855,49.645,141,61,1,1,131,1,141,6.00e-40,128
BME_RS13030,OANT_RS19765,77.799,536,114,4,1,534,1,533,0.0,833
BME_RS13035,OANT_RS19760,65.318,173,60,0,1,173,1,173,1.16e-82,239
BME_RS13040,OANT_RS19755,89.041,73,8,0,1,73,369,441,9.53e-42,137
BME_RS13045,OANT_RS19755,88.034,351,42,0,1,351,1,351,0.0,617
BME_RS13050,OANT_RS19750,70.300,367,104,2,1,366,1,363,0.0,511
BME_RS13055,OANT_RS19745,88.757,338,38,0,1,338,1,338,0.0,619
BME_RS13060,OANT_RS19740,83.971,418,67,0,20,437,2,419,0.0,671
BME_RS13065,OANT_RS19730,82.883,111,19,0,20,130,2,112,1.81e-66,194
BME_RS13070,OANT_RS19725,85.965,114,16,0,1,114,1,114,3.77e-70,202
BME_RS13075,OANT_RS19720,69.549,266,81,0,1,266,1,266,4.20e-135,379
BME_RS13080,OANT_RS19715,88.535,157,18,0,1,157,1,157,7.49e-104,291
BME_RS13085,OANT_RS19710,93.447,412,27,0,10,421,1,412,0.0,799
BME_RS13090,OANT_RS19705,97.945,292,6,0,1,292,1,292,0.0,575
BME_RS13095,OANT_RS19700,96.246,293,11,0,1,293,1,293,0.0,565
BME_RS13100,OANT_RS19695,91.105,371,33,0,1,371,1,371,0.0,690
BME_RS13110,OANT_RS19690,90.733,464,43,0,1,464,1,464,0.0,837
BME_RS13115,OANT_RS19685,96.250,240,9,0,1,240,1,240,6.09e-175,478
BME_RS13120,OANT_RS19680,79.070,516,99,4,1,509,1,514,0.0,766
BME_RS13125,OANT_RS19675,94.071,253,15,0,1,253,1,253,0.0,499
BME_RS13130,OANT_RS19670,90.708,226,21,0,1,226,1,226,1.86e-141,392
BME_RS13135,OANT_RS19665,92.218,257,20,0,1,257,1,257,8.97e-175,479
BME_RS13140,OANT_RS19660,92.487,1198,90,0,6,1203,9,1206,0.0,2254
BME_RS13145,OANT_RS19655,96.023,176,7,0,27,202,1,176,2.29e-122,341
BME_RS13150,OANT_RS19625,94.048,252,15,0,1,252,1,252,1.58e-176,483
BME_RS13155,OANT_RS19620,86.751,317,42,0,1,317,1,317,0.0,544
BME_RS13160,OANT_RS19615,92.188,320,25,0,1,320,1,320,0.0,530
BME_RS13165,OANT_RS19610,84.127,315,50,0,1,315,1,315,0.0,520
BME_RS13170,OANT_RS19535,84.058,69,11,0,1,69,1,69,5.09e-33,128
BME_RS13175,OANT_RS19530,82.836,134,23,0,1,134,1,134,5.39e-78,224
BME_RS13180,OANT_RS19500,82.189,539,96,0,1,539,1,539,0.0,877
BME_RS13185,OANT_RS19495,88.095,252,30,0,1,252,1,252,6.56e-164,451
BME_RS13190,OANT_RS19490,93.258,89,6,0,1,89,1,89,2.22e-53,171
BME_RS13195,OANT_RS19485,90.759,303,27,1,1,302,1,303,0.0,505
BME_RS13200,OANT_RS25845,88.889,45,5,0,1,45,1,45,7.67e-25,83.2
BME_RS13205,OANT_RS19480,82.803,157,27,0,2,158,1,157,1.99e-95,270
BME_RS13210,OANT_RS19475,86.577,149,20,0,1,149,1,149,8.32e-86,266
BME_RS13215,OANT_RS19470,88.945,199,22,0,1,199,1,199,7.58e-135,373
BME_RS13220,OANT_RS19405,91.241,548,48,0,1,548,1,548,0.0,938
BME_RS13225,OANT_RS19400,88.889,351,39,0,1,351,1,351,0.0,638
BME_RS13235,OANT_RS19390,94.882,254,10,1,1,251,40,293,1.96e-174,479
BME_RS13240,OANT_RS19385,95.116,430,21,0,4,433,2,431,0.0,850
BME_RS13245,OANT_RS19345,85.507,345,50,0,1,345,1,345,0.0,616
BME_RS13250,OANT_RS19310,92.007,563,45,0,37,599,1,563,0.0,1037
BME_RS13255,OANT_RS19305,94.118,238,14,0,1,238,1,238,7.25e-166,454
BME_RS13260,OANT_RS19300,92.369,249,19,0,1,249,1,249,7.10e-159,438
BME_RS13265,OANT_RS19295,85.806,155,22,0,1,155,1,155,6.56e-74,228
BME_RS13270,OANT_RS19290,96.540,289,10,0,1,289,1,289,0.0,548
BME_RS13275,OANT_RS19285,95.385,390,18,0,1,390,1,390,0.0,768
BME_RS13280,OANT_RS19280,67.514,354,115,0,1,354,1,354,1.24e-177,494
BME_RS13285,OANT_RS19275,86.341,205,28,0,1,205,1,205,6.00e-134,371
BME_RS13290,OANT_RS19270,91.163,215,19,0,1,215,32,246,1.10e-151,418
BME_RS13295,OANT_RS19265,94.531,128,7,0,12,139,8,135,1.08e-89,254
BME_RS13300,OANT_RS19260,77.186,263,60,0,1,263,1,263,1.13e-153,426
BME_RS13305,OANT_RS19255,89.667,300,31,0,1,300,1,300,0.0,546
BME_RS13310,OANT_RS19250,83.805,389,63,0,1,389,1,389,0.0,686
BME_RS13315,OANT_RS19245,64.746,295,103,1,5,298,6,300,4.92e-149,417
BME_RS13320,OANT_RS19240,82.470,251,44,0,1,251,1,251,3.67e-152,421
BME_RS13335,OANT_RS19230,92.576,229,17,0,1,229,1,229,5.73e-161,441
BME_RS13340,OANT_RS19225,98.095,105,2,0,1,105,1,105,2.68e-70,213
BME_RS13345,OANT_RS19110,49.537,216,108,1,79,293,19,234,7.26e-72,219
BME_RS13350,OANT_RS19105,88.372,86,10,0,1,86,1,86,5.86e-46,140
BME_RS13355,OANT_RS19100,100.000,25,0,0,1,25,1,25,4.34e-12,49.7
BME_RS13360,OANT_RS04385,32.544,169,107,6,26,189,2,168,4.13e-16,72.0
BME_RS13375,OANT_RS23335,68.317,101,31,1,1,100,1,101,3.30e-48,146
BME_RS13385,OANT_RS11115,27.556,225,163,0,14,238,8,232,4.20e-25,97.1
BME_RS13390,OANT_RS19020,100.000,24,0,0,1,24,1,24,6.04e-12,49.3
BME_RS13400,OANT_RS19015,86.486,444,60,0,1,444,1,444,0.0,800
BME_RS13405,OANT_RS19010,76.119,67,16,0,1,67,1,67,1.51e-32,110
BME_RS13410,OANT_RS19005,81.053,95,18,0,1,95,1,95,5.88e-47,142
BME_RS13415,OANT_RS19000,96.748,123,4,0,1,123,1,123,4.03e-86,244
BME_RS13420,OANT_RS18995,75.054,461,115,0,1,461,1,461,0.0,715
BME_RS13425,OANT_RS18990,100.000,55,0,0,1,55,1,55,1.89e-34,108
BME_RS13430,OANT_RS18985,91.579,380,32,0,1,380,1,380,0.0,647
BME_RS13435,OANT_RS18980,74.486,243,62,0,1,243,4,246,3.46e-123,347
BME_RS13440,OANT_RS18975,82.927,123,21,0,1,123,29,151,7.18e-78,224
BME_RS13445,OANT_RS18970,88.550,786,86,1,1,782,1,786,0.0,1402
BME_RS13450,OANT_RS18965,92.542,885,58,1,1,877,1,885,0.0,1644
BME_RS13460,OANT_RS18955,80.670,388,75,0,1,388,1,388,0.0,627
BME_RS13465,OANT_RS18950,84.080,201,32,0,1,201,1,201,8.49e-117,327
BME_RS13470,OANT_RS18945,91.121,428,38,0,1,428,1,428,0.0,782
BME_RS13475,OANT_RS18940,97.516,322,8,0,1,322,1,322,0.0,635
BME_RS13480,OANT_RS18935,88.007,542,65,0,1,542,1,542,0.0,980
BME_RS13485,OANT_RS18930,89.697,165,14,1,1,162,1,165,1.18e-105,296
BME_RS13490,OANT_RS18925,93.191,235,16,0,1,235,1,235,1.79e-166,456
BME_RS13495,OANT_RS18920,93.684,95,6,0,1,95,1,95,4.10e-53,158
BME_RS13500,OANT_RS18910,95.335,493,23,0,1,493,1,493,0.0,936
BME_RS13510,OANT_RS18895,92.493,706,44,2,1,699,1,704,0.0,1342
BME_RS13515,OANT_RS18890,80.195,308,61,0,1,308,1,308,6.83e-179,493
BME_RS13520,OANT_RS18885,83.922,255,35,2,1,249,16,270,1.42e-156,433
BME_RS13525,OANT_RS18870,68.542,480,150,1,1,479,1,480,0.0,709
BME_RS13530,OANT_RS18865,75.581,172,33,3,2,166,1,170,1.29e-69,206
BME_RS13535,OANT_RS18850,100.000,25,0,0,1,25,1,25,1.65e-12,50.8
BME_RS13540,OANT_RS18840,89.351,385,41,0,1,385,1,385,0.0,722
BME_RS13545,OANT_RS18835,90.482,872,83,0,1,872,9,880,0.0,1550
BME_RS13550,OANT_RS18830,91.968,249,19,1,1,248,1,249,1.05e-156,432
BME_RS13555,OANT_RS18825,87.982,441,53,0,1,441,1,441,0.0,800
BME_RS13560,OANT_RS18820,92.586,607,45,0,1,607,1,607,0.0,1150
BME_RS13565,OANT_RS18815,94.160,702,41,0,1,702,1,702,0.0,1331
BME_RS13570,OANT_RS18810,90.722,97,7,1,1,97,1,95,2.60e-61,179
BME_RS13575,OANT_RS18805,94.440,1169,65,0,1,1169,1,1169,0.0,2257
BME_RS13585,OANT_RS18800,89.286,224,24,0,1,224,1,224,8.98e-150,413
BME_RS13590,OANT_RS18795,83.224,608,102,0,5,612,1,608,0.0,1077
BME_RS13595,OANT_RS18790,98.039,204,4,0,1,204,1,204,1.22e-147,406
BME_RS13600,OANT_RS18785,87.500,112,14,0,1,112,1,112,8.45e-75,214
BME_RS13605,OANT_RS18780,83.863,409,66,0,1,409,1,409,0.0,702
BME_RS13610,OANT_RS18775,89.591,269,27,1,7,275,1,268,5.37e-175,481
BME_RS13615,OANT_RS18770,90.756,238,22,0,1,238,1,238,1.40e-163,452
BME_RS13620,OANT_RS18770,90.000,60,6,0,1,60,265,324,2.49e-31,107
BME_RS13625,OANT_RS18765,90.038,522,48,2,1,520,1,520,0.0,941
BME_RS13630,OANT_RS18760,94.643,280,15,0,1,280,1,280,0.0,510
BME_RS13635,OANT_RS18755,94.771,306,16,0,1,306,1,306,0.0,544
BME_RS13640,OANT_RS18750,92.958,355,25,0,1,355,1,355,0.0,687
BME_RS13645,OANT_RS18740,96.568,437,15,0,1,437,1,437,0.0,875
BME_RS13650,OANT_RS18735,93.789,161,10,0,1,161,1,161,4.21e-111,310
BME_RS13655,OANT_RS25825,86.408,103,14,0,1,103,1,103,1.07e-67,196
BME_RS13660,OANT_RS18725,85.437,103,15,0,1,103,1,103,8.28e-68,196
BME_RS13665,OANT_RS18690,92.810,153,11,0,1,153,1,153,1.00e-104,293
BME_RS13670,OANT_RS18685,88.158,152,18,0,1,152,1,152,3.42e-100,281
BME_RS13675,OANT_RS18675,92.000,25,2,0,1,25,1,25,1.44e-10,46.2
BME_RS13690,OANT_RS26105,41.071,112,61,2,5,111,3,114,2.40e-21,82.8
BME_RS13695,OANT_RS23785,37.795,127,68,2,37,152,23,149,4.48e-18,73.6
BME_RS13700,OANT_RS14235,55.357,112,50,0,6,117,7,118,3.79e-47,145
BME_RS13705,OANT_RS24605,50.641,312,151,2,1,312,1,309,4.12e-102,306
BME_RS13715,OANT_RS22340,30.065,153,99,3,15,159,19,171,6.00e-14,64.7
BME_RS13730,OANT_RS25925,41.667,108,61,1,8,113,2,109,3.47e-23,87.8
BME_RS13735,OANT_RS22740,35.955,89,57,0,8,96,15,103,3.73e-09,55.1
BME_RS13740,OANT_RS22745,46.316,95,50,1,5,98,3,97,2.51e-24,86.3
BME_RS13745,OANT_RS22750,58.896,163,67,0,2,164,1,163,3.82e-55,169
BME_RS13750,OANT_RS22755,78.189,243,53,0,1,243,72,314,1.31e-148,414
BME_RS13755,OANT_RS22760,50.588,170,77,3,15,181,24,189,5.89e-56,172
BME_RS13760,OANT_RS22765,82.143,448,80,0,1,448,1,448,0.0,732
BME_RS13770,OANT_RS22775,77.064,327,75,0,1,327,1,327,0.0,525
BME_RS13775,OANT_RS22780,78.333,180,37,1,19,198,144,321,2.71e-101,293
BME_RS13780,OANT_RS13295,36.667,120,62,3,2,115,1,112,4.72e-20,75.9
BME_RS13785,OANT_RS18590,90.095,525,52,0,1,525,1,525,0.0,978
BME_RS13790,OANT_RS18595,88.571,525,60,0,1,525,1,525,0.0,980
BME_RS13795,OANT_RS18600,97.394,307,8,0,1,307,1,307,0.0,588
BME_RS13800,OANT_RS18605,92.308,377,29,0,1,377,1,377,0.0,676
BME_RS13805,OANT_RS18610,94.757,534,28,0,1,534,1,534,0.0,1032
BME_RS13810,OANT_RS18465,81.043,211,40,0,1,211,1,211,6.58e-131,364
BME_RS13815,OANT_RS18415,88.761,436,49,0,1,436,1,436,0.0,749
BME_RS13820,OANT_RS18400,83.481,339,55,1,1,339,1,338,0.0,582
BME_RS13825,OANT_RS18380,80.476,840,135,10,1,821,1,830,0.0,1273
BME_RS13830,OANT_RS18370,78.715,249,53,0,1,249,1,249,2.52e-142,396
BME_RS13835,OANT_RS18365,88.503,461,53,0,1,461,4,464,0.0,820
BME_RS13840,OANT_RS18360,89.474,437,40,2,1,431,1,437,0.0,759
BME_RS13845,OANT_RS18355,97.329,337,9,0,1,337,1,337,0.0,680
BME_RS13850,OANT_RS18350,97.561,410,10,0,1,410,1,410,0.0,839
BME_RS13860,OANT_RS18345,87.688,333,41,0,1,333,1,333,0.0,614
BME_RS13865,OANT_RS18340,91.292,356,31,0,1,356,1,356,0.0,686
BME_RS13870,OANT_RS18335,94.982,279,14,0,1,279,1,279,0.0,528
BME_RS13875,OANT_RS18330,93.949,314,19,0,1,314,1,314,0.0,601
BME_RS13890,OANT_RS18320,85.324,293,43,0,1,293,1,293,0.0,506
BME_RS13895,OANT_RS18315,92.188,256,19,1,1,256,1,255,4.20e-173,474
BME_RS13900,OANT_RS25815,94.118,51,3,0,1,51,1,51,8.40e-31,98.6
BME_RS13905,OANT_RS18305,85.185,27,4,0,1,27,1,27,3.73e-08,51.6
BME_RS13910,OANT_RS18300,92.952,525,37,0,1,525,1,525,0.0,999
BME_RS13915,OANT_RS18295,76.786,560,130,0,1,560,1,560,0.0,771
BME_RS13920,OANT_RS18290,76.117,582,135,2,1,578,1,582,0.0,824
BME_RS13925,OANT_RS18285,94.944,178,9,0,1,178,1,178,4.71e-125,347
BME_RS13930,OANT_RS18275,84.348,115,18,0,1,115,1,115,1.47e-70,204
BME_RS13935,OANT_RS18270,87.097,93,12,0,1,93,1,93,1.01e-43,134
BME_RS13940,OANT_RS18265,69.006,171,53,0,1,171,1,171,9.11e-74,216
BME_RS13945,OANT_RS18260,88.561,542,62,0,1,542,1,542,0.0,868
BME_RS13950,OANT_RS18255,95.536,112,5,0,1,112,1,112,2.22e-74,213
BME_RS13955,OANT_RS18250,90.329,972,93,1,1,972,1,971,0.0,1679
BME_RS13960,OANT_RS18245,65.766,444,149,1,1,441,1,444,0.0,600
BME_RS13965,OANT_RS18240,85.930,199,28,0,1,199,1,199,4.21e-130,361
BME_RS13970,OANT_RS18210,92.442,172,13,0,1,172,2,173,1.21e-117,327
BME_RS13975,OANT_RS18145,64.516,93,33,0,1,93,1,93,4.53e-45,137
BME_RS13980,OANT_RS14630,76.087,322,76,1,22,342,10,331,0.0,523
BME_RS13985,OANT_RS14625,60.054,368,147,0,3,370,7,374,5.91e-153,434
BME_RS13990,OANT_RS14620,61.611,211,81,0,1,211,1,211,2.17e-90,261
BME_RS13995,OANT_RS14615,70.283,424,126,0,1,424,1,424,0.0,587
BME_RS14000,OANT_RS14610,60.194,309,108,2,5,311,4,299,4.40e-129,368
BME_RS14015,OANT_RS18045,89.180,305,33,0,1,305,1,305,0.0,578
BME_RS14020,OANT_RS18055,86.691,278,35,1,20,295,78,355,0.0,514
BME_RS14035,OANT_RS18030,72.330,206,56,1,1,206,1,205,6.85e-111,317
BME_RS14040,OANT_RS18020,81.879,149,27,0,1,149,1,149,3.00e-83,238
BME_RS14045,OANT_RS18005,85.748,421,60,0,1,421,1,421,0.0,725
BME_RS14050,OANT_RS17965,77.311,119,23,2,1,116,1,118,1.89e-63,186
BME_RS14065,OANT_RS08555,39.149,235,134,6,1,234,9,235,3.25e-48,156
BME_RS14070,OANT_RS08550,33.453,278,170,6,199,468,177,447,7.46e-37,138
