O_anthropi|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS10140,AYT27_RS03165,87.545,1397,173,1,1,1396,1,1397,0.0,2568
OANT_RS10150,AYT27_RS05385,96.748,123,4,0,1,123,1,123,7.99e-86,241
OANT_RS10155,AYT27_RS05380,89.744,156,16,0,1,156,1,156,6.02e-106,295
OANT_RS10160,AYT27_RS05375,91.066,694,62,0,1,694,1,694,0.0,1299
OANT_RS10165,AYT27_RS05370,91.304,391,34,0,1,391,1,391,0.0,708
OANT_RS10170,AYT27_RS05365,98.039,102,2,0,1,102,1,102,5.46e-71,202
OANT_RS10175,AYT27_RS05360,83.333,246,33,2,1,238,1,246,1.69e-150,415
OANT_RS10180,AYT27_RS05355,75.728,206,50,0,1,206,1,206,5.32e-119,332
OANT_RS10185,AYT27_RS05350,84.536,97,15,0,1,97,1,97,9.57e-58,169
OANT_RS10190,AYT27_RS05345,85.560,277,40,0,1,277,1,277,8.10e-173,474
OANT_RS10195,AYT27_RS05340,89.130,92,10,0,1,92,1,92,2.98e-60,174
OANT_RS10200,AYT27_RS05335,88.372,129,15,0,1,129,1,129,1.80e-82,234
OANT_RS10205,AYT27_RS05330,89.407,236,25,0,1,236,1,236,6.53e-162,443
OANT_RS10210,AYT27_RS05325,92.701,137,10,0,1,137,1,137,4.16e-94,264
OANT_RS10215,AYT27_RS05320,69.697,66,20,0,1,66,1,66,1.02e-28,93.2
OANT_RS10220,AYT27_RS05315,83.544,79,13,0,1,79,1,79,3.92e-46,138
OANT_RS10225,AYT27_RS05310,94.262,122,7,0,1,122,1,122,1.38e-81,231
OANT_RS10230,AYT27_RS05305,80.769,104,19,1,1,103,1,104,3.17e-57,168
OANT_RS10235,AYT27_RS05300,81.081,185,35,0,1,185,1,185,2.86e-115,321
OANT_RS10240,AYT27_RS05295,80.198,101,20,0,1,101,1,101,5.60e-58,169
OANT_RS10245,AYT27_RS05290,81.818,132,24,0,1,132,1,132,7.63e-79,224
OANT_RS10250,AYT27_RS05285,77.966,177,39,0,1,177,1,177,2.63e-104,293
OANT_RS10255,AYT27_RS05280,69.167,120,37,0,1,120,1,120,3.24e-53,159
OANT_RS10260,AYT27_RS05275,84.324,185,25,1,1,185,1,181,2.13e-112,314
OANT_RS10265,AYT27_RS05270,72.059,68,16,1,1,65,1,68,1.91e-29,95.1
OANT_RS10270,AYT27_RS05265,70.130,154,46,0,1,154,1,154,4.97e-76,219
OANT_RS10275,AYT27_RS05260,78.000,450,93,2,1,446,1,448,0.0,712
OANT_RS10280,AYT27_RS05255,63.351,191,70,0,1,191,1,191,1.27e-87,252
OANT_RS10285,AYT27_RS05250,88.496,113,13,0,1,113,1,113,3.39e-71,204
OANT_RS10290,AYT27_RS05245,93.798,129,8,0,1,129,1,129,3.73e-91,256
OANT_RS10295,AYT27_RS05240,83.086,337,57,0,1,337,1,337,0.0,587
OANT_RS10300,AYT27_RS05235,81.203,133,25,0,1,133,1,133,3.91e-79,226
OANT_RS10305,AYT27_RS05230,59.188,468,184,6,11,476,1,463,0.0,539
OANT_RS10310,AYT27_RS05225,76.147,436,104,0,3,438,4,439,0.0,707
OANT_RS10315,AYT27_RS00385,50.575,174,86,0,18,191,20,193,1.35e-59,181
OANT_RS10320,AYT27_RS07685,31.731,104,71,0,106,209,60,163,4.66e-11,55.5
OANT_RS10325,AYT27_RS05220,86.047,344,48,0,14,357,1,344,0.0,615
OANT_RS10330,AYT27_RS05215,72.367,883,243,1,1,882,1,883,0.0,1334
OANT_RS10355,AYT27_RS05130,84.119,403,64,0,1,403,1,403,0.0,731
OANT_RS10370,AYT27_RS04305,67.164,268,88,0,1,268,1,268,1.53e-133,375
OANT_RS10375,AYT27_RS04310,55.598,259,115,0,18,276,3,261,2.57e-113,323
OANT_RS10405,AYT27_RS04115,50.111,451,216,4,1,451,1,442,3.80e-151,441
OANT_RS10410,AYT27_RS00175,28.652,178,121,4,31,206,70,243,4.17e-14,68.9
OANT_RS10450,AYT27_RS03170,54.032,124,57,0,4,127,4,127,1.94e-44,137
OANT_RS10465,AYT27_RS03180,70.021,467,138,1,1,467,1,465,0.0,685
OANT_RS10480,AYT27_RS03190,48.817,465,212,5,7,468,7,448,1.46e-149,430
OANT_RS10485,AYT27_RS03195,58.095,105,42,1,7,109,20,124,2.84e-42,131
OANT_RS10490,AYT27_RS03200,71.013,790,217,6,1,786,1,782,0.0,1127
OANT_RS10505,AYT27_RS03205,67.143,140,46,0,1,140,1,140,2.95e-70,204
OANT_RS10515,AYT27_RS00950,33.473,239,128,12,8,230,3,226,1.43e-16,72.4
OANT_RS10520,AYT27_RS03210,60.784,153,60,0,1,153,1,153,3.17e-64,189
OANT_RS10525,AYT27_RS03215,44.318,264,146,1,17,279,10,273,8.99e-86,253
OANT_RS10530,AYT27_RS03220,87.352,253,32,0,1,253,1,253,2.05e-172,471
OANT_RS10535,AYT27_RS03225,76.873,307,69,1,1,305,1,307,1.05e-164,456
OANT_RS10540,AYT27_RS03230,79.828,233,47,0,7,239,7,239,1.17e-138,385
OANT_RS10545,AYT27_RS03235,77.419,186,42,0,1,186,1,186,7.99e-105,295
OANT_RS10555,AYT27_RS03240,49.071,269,134,2,1,267,1,268,4.63e-78,233
OANT_RS10560,AYT27_RS03245,42.582,364,196,3,23,378,21,379,7.62e-107,315
OANT_RS10565,AYT27_RS03250,60.652,798,301,3,1,785,1,798,0.0,999
OANT_RS10570,AYT27_RS03255,61.671,347,133,0,1,347,1,347,8.34e-160,447
OANT_RS10575,AYT27_RS03260,67.123,146,48,0,9,154,10,155,3.55e-74,215
OANT_RS10580,AYT27_RS03265,64.151,265,95,0,1,265,1,265,2.26e-129,364
OANT_RS10585,AYT27_RS03270,54.874,277,124,1,16,292,11,286,3.33e-100,291
OANT_RS10590,AYT27_RS03275,56.589,387,160,2,8,388,6,390,1.63e-155,440
OANT_RS10595,AYT27_RS03300,79.720,429,87,0,1,429,1,429,0.0,744
OANT_RS10600,AYT27_RS03305,73.561,469,124,0,4,472,2,470,0.0,734
OANT_RS10605,AYT27_RS03310,42.710,679,365,10,71,741,66,728,3.99e-174,518
OANT_RS10610,AYT27_RS04330,61.475,244,79,2,1,239,1,234,6.20e-110,312
OANT_RS10640,AYT27_RS02940,34.181,629,401,8,1,623,1,622,2.08e-123,375
OANT_RS10645,AYT27_RS02945,66.929,254,84,0,1,254,1,254,4.92e-125,351
OANT_RS10650,AYT27_RS02950,42.500,160,69,3,1,150,1,147,1.30e-23,86.3
OANT_RS10655,AYT27_RS06030,53.205,156,72,1,76,230,62,217,1.47e-60,186
OANT_RS10660,AYT27_RS02955,82.103,542,97,0,1,542,1,542,0.0,920
OANT_RS10665,AYT27_RS02960,72.364,275,76,0,1,275,1,275,1.85e-153,425
OANT_RS10670,AYT27_RS02965,77.273,418,95,0,1,418,1,418,0.0,681
OANT_RS10680,AYT27_RS02975,57.843,102,43,0,1,102,1,102,4.84e-39,122
OANT_RS10685,AYT27_RS02980,77.457,346,78,0,1,346,1,346,0.0,548
OANT_RS10690,AYT27_RS02985,75.054,465,108,1,1,465,1,457,0.0,727
OANT_RS10695,AYT27_RS02990,63.393,448,154,2,1,444,1,442,0.0,589
OANT_RS10705,AYT27_RS02995,80.287,487,95,1,1,487,1,486,0.0,813
OANT_RS10710,AYT27_RS03000,78.931,318,66,1,1,318,1,317,0.0,525
OANT_RS10715,AYT27_RS03005,65.101,149,52,0,1,149,1,149,1.21e-74,216
OANT_RS10720,AYT27_RS02775,32.099,243,161,2,1,242,2,241,8.01e-40,134
OANT_RS10725,AYT27_RS03010,57.862,159,67,0,5,163,4,162,5.02e-60,179
OANT_RS10730,AYT27_RS03015,59.494,395,160,0,13,407,1,395,3.48e-175,490
OANT_RS10735,AYT27_RS04140,27.208,283,178,10,22,285,14,287,8.38e-17,75.9
OANT_RS10740,AYT27_RS03025,32.000,225,120,8,139,348,513,719,4.89e-19,84.3
OANT_RS10745,AYT27_RS03030,33.403,479,282,7,10,482,5,452,1.20e-83,261
OANT_RS10770,AYT27_RS04340,50.990,202,91,3,22,219,14,211,1.40e-65,207
OANT_RS10775,AYT27_RS04345,49.448,362,183,0,37,398,26,387,1.11e-128,372
OANT_RS10780,AYT27_RS04350,50.000,210,103,2,1,208,1,210,1.06e-74,221
OANT_RS10785,AYT27_RS04355,44.444,342,180,5,9,348,8,341,3.12e-99,293
OANT_RS10790,AYT27_RS04360,64.892,507,177,1,4,509,3,509,0.0,727
OANT_RS10795,AYT27_RS04365,64.453,256,91,0,1,256,1,256,1.38e-130,366
OANT_RS10800,AYT27_RS04370,60.153,261,104,0,9,269,6,266,8.77e-120,339
OANT_RS10805,AYT27_RS05210,63.390,590,215,1,1,590,1,589,0.0,810
OANT_RS10810,AYT27_RS05205,73.538,325,86,0,1,325,1,325,0.0,514
OANT_RS10825,AYT27_RS05195,50.775,258,124,2,1,257,1,256,1.04e-92,270
OANT_RS10830,AYT27_RS05185,82.729,469,81,0,1,469,1,469,0.0,838
OANT_RS10835,AYT27_RS05180,75.000,112,28,0,1,112,1,112,7.70e-60,175
OANT_RS10855,AYT27_RS03315,58.182,220,92,0,5,224,4,223,2.95e-87,254
OANT_RS10860,AYT27_RS03320,46.541,159,84,1,6,163,6,164,1.79e-45,144
OANT_RS10865,AYT27_RS03325,60.652,460,180,1,4,463,4,462,0.0,594
OANT_RS10870,AYT27_RS03330,79.111,450,94,0,1,450,1,450,0.0,778
OANT_RS10880,AYT27_RS03335,62.774,548,203,1,11,558,5,551,0.0,729
OANT_RS10885,AYT27_RS03340,60.486,453,178,1,3,455,2,453,0.0,565
OANT_RS10890,AYT27_RS03855,77.997,759,166,1,7,765,10,767,0.0,1190
OANT_RS10895,AYT27_RS02775,31.274,259,147,7,5,253,4,241,1.80e-24,94.4
OANT_RS10900,AYT27_RS03300,31.343,201,115,7,198,376,213,412,3.77e-13,65.9
OANT_RS10905,AYT27_RS03300,28.571,378,240,8,4,357,46,417,1.32e-40,144
OANT_RS10930,AYT27_RS06570,37.662,231,139,3,25,252,6,234,7.41e-46,154
OANT_RS10945,AYT27_RS03860,28.614,1688,969,40,1,1620,1,1520,0.0,608
OANT_RS11005,AYT27_RS04930,84.783,138,21,0,1,138,1,138,1.69e-84,239
OANT_RS11010,AYT27_RS04925,43.810,105,59,0,1,105,1,105,7.54e-21,85.1
OANT_RS11015,AYT27_RS04920,46.382,843,421,9,24,855,23,845,0.0,712
OANT_RS11040,AYT27_RS06040,32.258,155,86,7,3,156,2,138,4.23e-16,67.8
OANT_RS11065,AYT27_RS06355,27.273,165,116,1,8,168,365,529,1.64e-13,65.5
OANT_RS11075,AYT27_RS05510,32.515,163,107,2,61,221,577,738,1.76e-21,90.1
OANT_RS11085,AYT27_RS05490,65.083,421,144,1,1,418,5,425,0.0,583
OANT_RS11090,AYT27_RS05475,65.699,379,130,0,16,394,9,387,0.0,511
OANT_RS11095,AYT27_RS05490,24.359,312,206,9,7,302,21,318,8.68e-14,67.4
OANT_RS11100,AYT27_RS05215,27.419,248,143,10,1,224,458,692,2.45e-09,52.8
OANT_RS11115,AYT27_RS02320,26.415,159,108,6,86,237,532,688,2.52e-10,56.2
OANT_RS11145,AYT27_RS03825,49.442,269,136,0,4,272,4,272,1.71e-94,275
OANT_RS11160,AYT27_RS05080,47.653,277,138,5,75,345,48,323,7.20e-91,271
OANT_RS11165,AYT27_RS03950,78.419,658,141,1,1,657,1,658,0.0,1117
OANT_RS11170,AYT27_RS03190,37.255,408,213,8,34,402,44,447,7.32e-79,246
OANT_RS11175,AYT27_RS03955,66.667,105,35,0,15,119,10,114,4.79e-52,156
OANT_RS11180,AYT27_RS03960,55.634,142,63,0,1,142,1,142,4.64e-59,176
OANT_RS11185,AYT27_RS03965,65.241,187,65,0,27,213,18,204,2.41e-96,275
OANT_RS11205,AYT27_RS03970,96.429,28,1,0,1,28,1,28,3.09e-13,51.6
OANT_RS11210,AYT27_RS03545,27.305,282,193,7,12,290,70,342,2.66e-25,99.4
OANT_RS11255,AYT27_RS07805,28.571,469,328,4,228,692,95,560,1.03e-48,176
OANT_RS11275,AYT27_RS05920,25.667,300,195,8,15,297,10,298,2.40e-26,101
OANT_RS11285,AYT27_RS00680,33.366,1025,657,9,6,1019,22,1031,1.24e-173,531
OANT_RS11290,AYT27_RS00675,24.250,400,242,12,3,381,5,364,3.83e-20,87.0
OANT_RS11300,AYT27_RS05145,73.442,369,98,0,10,378,3,371,0.0,580
OANT_RS11310,AYT27_RS05150,79.394,165,34,0,4,168,5,169,5.26e-102,286
OANT_RS11315,AYT27_RS05155,70.520,173,46,2,24,193,19,189,6.40e-87,250
OANT_RS11320,AYT27_RS05160,65.854,164,56,0,1,164,1,164,8.26e-77,223
OANT_RS11325,AYT27_RS05165,81.236,906,168,2,10,914,14,918,0.0,1520
OANT_RS11350,AYT27_RS06570,35.217,230,138,2,1,227,6,227,2.64e-42,144
OANT_RS11365,AYT27_RS05655,42.640,197,113,0,7,203,13,209,3.62e-59,181
OANT_RS11370,AYT27_RS03280,29.648,199,133,4,31,228,31,223,9.11e-27,100
OANT_RS11375,AYT27_RS01235,34.746,236,144,4,25,254,27,258,8.25e-36,129
OANT_RS11410,AYT27_RS05170,67.222,180,43,4,1,172,1,172,1.93e-79,229
OANT_RS11420,AYT27_RS05175,77.743,966,214,1,1,966,1,965,0.0,1562
OANT_RS11425,AYT27_RS02590,44.718,284,155,2,10,291,2,285,1.70e-69,214
OANT_RS11440,AYT27_RS03060,70.000,90,27,0,1,90,1,90,5.03e-42,129
OANT_RS11445,AYT27_RS03055,80.454,793,154,1,21,812,15,807,0.0,1325
OANT_RS11450,AYT27_RS03050,87.972,424,51,0,1,424,1,424,0.0,783
OANT_RS11455,AYT27_RS03045,83.732,209,34,0,1,209,1,209,2.97e-136,376
OANT_RS11460,AYT27_RS03870,58.756,434,169,3,24,457,17,440,9.12e-172,486
OANT_RS11465,AYT27_RS03865,88.462,78,9,0,1,78,1,78,1.19e-50,149
OANT_RS11470,AYT27_RS03035,65.066,458,160,0,1,458,1,458,0.0,625
OANT_RS11475,AYT27_RS03030,74.614,453,113,1,1,453,1,451,0.0,706
OANT_RS11480,AYT27_RS03025,57.276,749,311,4,15,760,1,743,0.0,861
OANT_RS11490,AYT27_RS03295,41.126,231,130,2,36,264,24,250,5.23e-64,197
OANT_RS11505,AYT27_RS03355,91.667,24,2,0,1,24,1,24,7.53e-12,47.8
OANT_RS11510,AYT27_RS02865,34.291,522,314,6,14,527,4,504,6.52e-106,326
OANT_RS11525,AYT27_RS02320,28.090,178,112,4,183,350,515,686,4.31e-10,56.6
OANT_RS11530,AYT27_RS06340,46.602,412,170,10,1,372,1,402,2.44e-116,340
OANT_RS11540,AYT27_RS03760,84.000,25,4,0,1,25,1,25,1.82e-09,42.0
OANT_RS11555,AYT27_RS02775,34.263,251,141,8,6,245,4,241,8.66e-28,102
OANT_RS11600,AYT27_RS03295,38.583,254,147,4,13,264,4,250,3.09e-61,190
OANT_RS11605,AYT27_RS03290,48.148,216,112,0,1,216,1,216,6.01e-58,180
OANT_RS11610,AYT27_RS03285,52.402,229,109,0,47,275,6,234,3.67e-82,243
OANT_RS11630,AYT27_RS05420,69.978,906,272,0,1,906,1,906,0.0,1376
OANT_RS11640,AYT27_RS05430,52.425,433,201,3,5,437,11,438,1.69e-149,429
OANT_RS11645,AYT27_RS05435,56.250,224,96,1,1,222,1,224,6.71e-84,244
OANT_RS11660,AYT27_RS03820,62.698,126,46,1,1,126,1,125,6.90e-54,161
OANT_RS11670,AYT27_RS03345,67.967,487,121,3,1,480,5,463,0.0,665
OANT_RS11675,AYT27_RS03350,65.323,248,86,0,8,255,8,255,1.29e-124,350
OANT_RS11680,AYT27_RS04110,100.000,25,0,0,1,25,1,25,1.34e-12,49.7
OANT_RS11685,AYT27_RS04420,73.529,136,33,1,4,139,1,133,5.99e-70,202
OANT_RS11690,AYT27_RS04425,67.640,411,133,0,3,413,2,412,0.0,606
OANT_RS11695,AYT27_RS04430,47.059,408,214,2,15,421,12,418,2.21e-138,399
OANT_RS11700,AYT27_RS04435,79.681,251,51,0,1,251,1,251,5.50e-151,417
OANT_RS11705,AYT27_RS04440,86.785,507,63,1,1,507,1,503,0.0,936
OANT_RS11715,AYT27_RS04445,51.989,377,180,1,6,382,4,379,9.10e-137,392
OANT_RS11720,AYT27_RS04450,82.960,223,38,0,1,223,1,223,1.66e-144,398
OANT_RS11730,AYT27_RS04455,72.464,414,114,0,3,416,3,416,0.0,642
OANT_RS11740,AYT27_RS04460,64.430,149,52,1,7,154,3,151,3.87e-68,199
OANT_RS11750,AYT27_RS07050,35.211,142,90,1,298,437,487,628,7.56e-24,100
OANT_RS11755,AYT27_RS04465,79.251,347,72,0,1,347,8,354,0.0,558
OANT_RS11760,AYT27_RS04470,65.365,794,271,3,29,819,29,821,0.0,1093
OANT_RS11765,AYT27_RS04475,49.211,380,173,6,10,384,34,398,8.97e-121,352
OANT_RS11775,AYT27_RS04485,54.632,950,333,19,1,925,1,877,0.0,917
OANT_RS11780,AYT27_RS05915,27.179,390,261,8,8,379,9,393,2.54e-37,135
OANT_RS11790,AYT27_RS04125,45.370,216,115,2,47,259,66,281,1.58e-65,202
OANT_RS11795,AYT27_RS00600,60.584,137,54,0,1,137,1,137,6.08e-55,166
OANT_RS11800,AYT27_RS04120,59.740,154,59,3,4,154,10,163,2.45e-60,180
OANT_RS11805,AYT27_RS04115,84.199,443,70,0,1,443,1,443,0.0,788
OANT_RS11815,AYT27_RS03090,60.938,128,50,0,21,148,9,136,4.14e-60,179
OANT_RS11820,AYT27_RS03085,58.955,134,51,1,1,134,1,130,5.61e-59,175
OANT_RS11830,AYT27_RS03080,82.164,499,89,0,1,499,1,499,0.0,878
OANT_RS11835,AYT27_RS03075,67.585,472,144,3,9,475,1,468,0.0,639
OANT_RS11870,AYT27_RS07560,33.333,135,75,5,24,150,11,138,2.27e-15,66.6
OANT_RS11885,AYT27_RS01590,30.033,303,189,8,4,297,3,291,2.31e-28,110
OANT_RS11895,AYT27_RS01595,35.211,71,43,2,1,69,1,70,8.54e-08,40.8
OANT_RS11900,AYT27_RS01600,28.926,121,85,1,5,125,3,122,1.72e-09,48.5
OANT_RS11915,AYT27_RS01620,23.776,143,105,2,4,146,6,144,7.95e-10,50.8
OANT_RS11920,AYT27_RS01625,38.428,229,130,5,222,444,168,391,1.66e-40,146
OANT_RS11950,AYT27_RS01670,42.574,101,57,1,5,105,4,103,1.45e-25,89.4
OANT_RS11960,AYT27_RS01675,36.634,101,57,3,12,109,2,98,9.96e-11,53.5
OANT_RS11990,AYT27_RS01750,28.629,496,321,10,36,507,22,508,3.62e-52,181
OANT_RS12000,AYT27_RS01760,34.477,583,334,16,14,571,15,574,2.75e-101,317
OANT_RS12115,AYT27_RS03070,100.000,27,0,0,1,27,1,27,1.19e-15,57.8
OANT_RS12130,AYT27_RS03065,74.342,456,115,2,8,463,7,460,0.0,717
OANT_RS12135,AYT27_RS02935,46.154,273,140,2,7,275,7,276,4.24e-83,247
OANT_RS12140,AYT27_RS02930,65.891,129,43,1,1,129,1,128,7.82e-60,176
OANT_RS12145,AYT27_RS05520,37.444,673,406,6,76,741,158,822,2.00e-147,448
OANT_RS12150,AYT27_RS02925,66.667,114,37,1,1,113,1,114,1.31e-52,158
OANT_RS12160,AYT27_RS02920,45.000,260,110,3,210,437,133,391,9.48e-74,232
OANT_RS12165,AYT27_RS02915,48.804,209,106,1,15,222,11,219,5.67e-72,214
OANT_RS12175,AYT27_RS02910,70.213,423,126,0,1,423,1,423,0.0,625
OANT_RS12180,AYT27_RS02905,49.042,261,132,1,4,264,4,263,8.76e-88,258
OANT_RS12185,AYT27_RS02900,44.792,96,53,0,1,96,1,96,6.12e-20,78.2
OANT_RS12190,AYT27_RS02895,58.333,48,19,1,1,47,1,48,1.61e-11,51.2
OANT_RS12215,AYT27_RS05100,25.497,553,314,19,465,993,361,839,1.24e-31,128
OANT_RS12220,AYT27_RS05095,67.179,585,192,0,1,585,1,585,0.0,863
OANT_RS12225,AYT27_RS05090,61.596,401,152,1,1,401,1,399,0.0,515
OANT_RS12230,AYT27_RS05085,70.755,106,31,0,3,108,2,107,8.82e-55,162
OANT_RS12240,AYT27_RS05390,66.023,259,87,1,1,259,1,258,4.18e-130,365
OANT_RS12245,AYT27_RS05415,51.908,262,125,1,2,263,4,264,1.33e-94,275
OANT_RS12250,AYT27_RS04160,43.151,146,74,2,37,181,23,160,1.12e-36,122
OANT_RS12255,AYT27_RS04155,51.707,205,99,0,5,209,7,211,9.83e-86,248
OANT_RS12260,AYT27_RS04150,81.818,154,28,0,1,154,1,154,1.48e-94,267
OANT_RS12265,AYT27_RS04145,62.577,326,122,0,7,332,5,330,7.04e-153,429
OANT_RS12285,AYT27_RS04140,61.709,316,121,0,14,329,10,325,5.98e-155,434
OANT_RS12320,AYT27_RS03850,88.043,92,11,0,1,92,1,92,1.47e-55,163
OANT_RS12325,AYT27_RS03845,61.069,393,151,1,1,393,1,391,5.52e-157,443
OANT_RS12330,AYT27_RS03840,74.762,420,106,0,3,422,2,421,0.0,636
OANT_RS12335,AYT27_RS03835,80.409,342,67,0,1,342,1,342,0.0,566
OANT_RS12340,AYT27_RS03830,64.821,307,108,0,1,307,1,307,1.46e-141,398
OANT_RS12345,AYT27_RS04940,62.162,222,84,0,2,223,3,224,3.30e-105,299
OANT_RS12350,AYT27_RS04945,80.831,433,83,0,1,433,1,433,0.0,743
OANT_RS12360,AYT27_RS04950,61.538,182,70,0,1,182,1,182,1.21e-86,249
OANT_RS12375,AYT27_RS04955,81.496,254,47,0,1,254,1,254,1.60e-159,439
OANT_RS12380,AYT27_RS04960,61.538,78,30,0,2,79,1,78,6.52e-32,102
OANT_RS12385,AYT27_RS04965,73.874,222,57,1,1,222,1,221,5.92e-127,354
OANT_RS12410,AYT27_RS04970,74.079,733,189,1,1,732,1,733,0.0,1102
OANT_RS12415,AYT27_RS04975,77.922,77,17,0,1,77,1,77,2.45e-43,130
OANT_RS12420,AYT27_RS04980,71.818,110,31,0,1,110,1,110,1.30e-59,174
OANT_RS12425,AYT27_RS04985,49.272,412,201,2,9,414,4,413,1.86e-135,391
OANT_RS12430,AYT27_RS07800,29.524,210,133,4,41,246,38,236,3.51e-19,80.5
OANT_RS12435,AYT27_RS04320,81.343,268,50,0,14,281,25,292,1.05e-163,452
OANT_RS12445,AYT27_RS04315,86.341,205,28,0,1,205,1,205,3.86e-139,383
OANT_RS12475,AYT27_RS05025,68.761,1146,358,0,17,1162,16,1161,0.0,1623
OANT_RS12480,AYT27_RS04510,68.919,222,69,0,6,227,4,225,3.98e-114,322
OANT_RS12485,AYT27_RS04515,60.808,421,165,0,18,438,2,422,0.0,538
OANT_RS12490,AYT27_RS04520,75.682,440,107,0,1,440,1,440,0.0,716
OANT_RS12505,AYT27_RS04525,67.086,556,183,0,1,556,1,556,0.0,792
OANT_RS12510,AYT27_RS04530,42.586,263,150,1,1,263,1,262,1.67e-74,224
OANT_RS12515,AYT27_RS04535,61.777,484,179,1,1,478,1,484,0.0,596
OANT_RS12520,AYT27_RS04540,81.520,487,90,0,1,487,1,487,0.0,816
OANT_RS12525,AYT27_RS04545,73.867,662,160,3,2,661,1,651,0.0,980
OANT_RS12530,AYT27_RS04550,85.294,102,15,0,1,102,1,102,8.35e-52,154
OANT_RS12535,AYT27_RS04555,73.301,206,54,1,1,205,1,206,2.50e-84,244
OANT_RS12540,AYT27_RS04560,88.957,163,18,0,1,163,1,163,1.68e-109,305
OANT_RS12545,AYT27_RS04565,82.558,344,59,1,5,347,5,348,0.0,542
OANT_RS12550,AYT27_RS04570,72.911,694,183,3,1,694,1,689,0.0,1046
OANT_RS12555,AYT27_RS04575,83.448,435,72,0,1,435,1,435,0.0,775
OANT_RS12560,AYT27_RS04580,72.906,203,55,0,1,203,1,203,2.64e-113,326
OANT_RS12565,AYT27_RS04585,83.838,396,64,0,1,396,1,396,0.0,704
OANT_RS12575,AYT27_RS04590,69.543,197,60,0,4,200,3,199,2.40e-105,297
OANT_RS12580,AYT27_RS04595,83.938,193,31,0,1,193,1,193,3.94e-127,352
OANT_RS12585,AYT27_RS04600,79.339,121,25,0,1,121,1,121,9.35e-69,198
OANT_RS12590,AYT27_RS03975,52.987,385,180,1,6,390,9,392,1.96e-154,437
OANT_RS12600,AYT27_RS04605,96.000,25,1,0,1,25,1,25,1.81e-12,49.3
OANT_RS12605,AYT27_RS04605,96.000,25,1,0,1,25,1,25,1.81e-12,49.3
OANT_RS12630,AYT27_RS02100,38.269,439,216,9,2,387,13,449,8.61e-84,259
OANT_RS12645,AYT27_RS00680,29.048,1050,675,23,5,1030,22,1025,5.57e-110,362
OANT_RS12650,AYT27_RS00675,24.412,340,225,9,37,373,53,363,5.99e-14,68.2
OANT_RS12705,AYT27_RS03975,38.918,388,220,3,31,401,4,391,4.00e-90,273
OANT_RS12715,AYT27_RS07895,43.519,108,43,3,4,93,1,108,1.84e-08,44.7
OANT_RS12755,AYT27_RS03295,36.502,263,152,4,1,261,1,250,7.31e-58,181
OANT_RS12770,AYT27_RS04135,30.943,488,309,10,38,510,13,487,9.63e-51,178
OANT_RS12775,AYT27_RS02210,22.551,439,301,15,94,505,42,468,8.56e-22,94.0
OANT_RS12825,AYT27_RS06185,35.583,326,175,2,15,311,38,357,2.45e-65,205
OANT_RS12830,AYT27_RS06180,43.346,263,149,0,25,287,46,308,2.72e-65,203
OANT_RS12835,AYT27_RS01235,42.672,539,282,7,9,538,7,527,2.89e-153,447
OANT_RS12845,AYT27_RS06190,22.222,414,284,12,21,402,14,421,5.28e-20,88.6
OANT_RS12850,AYT27_RS02030,24.479,384,264,11,34,404,33,403,2.56e-23,97.1
OANT_RS12855,AYT27_RS04610,96.000,25,1,0,1,25,1,25,1.83e-12,49.3
OANT_RS12875,AYT27_RS00955,53.191,282,126,3,1,277,1,281,1.38e-100,294
OANT_RS12880,AYT27_RS04945,25.138,362,237,12,109,455,91,433,7.47e-10,56.2
OANT_RS12885,AYT27_RS00960,32.271,251,160,2,37,277,29,279,1.59e-38,132
OANT_RS12890,AYT27_RS00965,26.692,266,189,6,31,294,30,291,1.50e-23,93.6
OANT_RS12945,AYT27_RS04020,85.430,151,22,0,1,151,1,151,1.29e-96,271
OANT_RS12950,AYT27_RS04015,83.333,162,22,2,1,158,1,161,1.78e-97,274
OANT_RS12970,AYT27_RS03885,56.774,310,134,0,1,310,1,310,1.83e-139,392
OANT_RS12980,AYT27_RS03880,53.801,342,156,1,18,357,25,366,1.19e-135,387
OANT_RS13030,AYT27_RS03815,100.000,25,0,0,1,25,1,25,5.64e-13,50.8
OANT_RS13035,AYT27_RS02775,26.860,242,168,6,2,241,7,241,3.32e-17,73.9
OANT_RS13045,AYT27_RS02135,55.061,247,110,1,3,249,7,252,4.56e-94,273
OANT_RS13055,AYT27_RS03945,54.396,182,65,2,1,179,1,167,1.52e-68,202
OANT_RS13060,AYT27_RS03940,74.510,102,26,0,1,102,1,102,1.09e-54,162
OANT_RS13065,AYT27_RS03935,71.296,324,92,1,1,323,1,324,9.59e-175,483
OANT_RS13070,AYT27_RS03930,68.047,338,108,0,1,338,1,338,2.25e-172,479
OANT_RS13075,AYT27_RS03925,47.126,174,87,2,6,178,12,181,4.36e-54,166
OANT_RS13085,AYT27_RS03920,56.667,150,61,1,19,168,12,157,2.43e-59,178
OANT_RS13095,AYT27_RS03915,67.742,155,47,1,5,159,4,155,7.44e-75,217
OANT_RS13100,AYT27_RS03910,66.434,143,45,1,10,152,10,149,4.80e-69,202
OANT_RS13105,AYT27_RS03905,61.463,205,72,2,1,201,1,202,2.65e-90,259
