O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS18195,BAB_RS29005,40.359,223,123,3,3,224,5,218,1.00e-36,125
OANT_RS18200,BAB_RS25260,52.632,247,117,0,13,259,6,252,1.07e-84,251
OANT_RS18205,BAB_RS29240,33.929,280,153,5,6,281,1,252,3.85e-45,150
OANT_RS18210,BAB_RS29870,92.442,172,13,0,2,173,1,172,7.68e-118,327
OANT_RS18235,BAB_RS31260,31.702,429,260,14,14,433,4,408,8.59e-43,157
OANT_RS18240,BAB_RS29865,85.930,199,28,0,1,199,1,199,2.66e-130,361
OANT_RS18245,BAB_RS29860,65.766,444,149,1,1,444,1,441,0.0,582
OANT_RS18250,BAB_RS29855,90.329,972,93,1,1,971,1,972,0.0,1693
OANT_RS18255,BAB_RS29850,94.643,112,6,0,1,112,1,112,6.75e-74,211
OANT_RS18260,BAB_RS29845,89.114,542,59,0,1,542,1,542,0.0,883
OANT_RS18265,BAB_RS29840,69.591,171,52,0,1,171,1,171,2.47e-84,243
OANT_RS18270,BAB_RS29835,87.097,93,12,0,1,93,1,93,2.87e-45,137
OANT_RS18275,BAB_RS29830,84.348,115,18,0,1,115,1,115,1.50e-59,176
OANT_RS18285,BAB_RS29825,94.944,178,9,0,1,178,1,178,2.98e-125,347
OANT_RS18290,BAB_RS29820,76.117,582,135,2,1,582,1,578,0.0,852
OANT_RS18295,BAB_RS29815,76.786,560,130,0,1,560,1,560,0.0,799
OANT_RS18300,BAB_RS29810,92.952,525,37,0,1,525,1,525,0.0,999
OANT_RS18305,BAB_RS29805,84.635,384,59,0,1,384,1,384,0.0,666
OANT_RS18315,BAB_RS29795,92.578,256,18,1,1,255,1,256,6.94e-174,476
OANT_RS18320,BAB_RS29790,85.324,293,43,0,1,293,1,293,0.0,506
OANT_RS18325,BAB_RS33360,94.033,419,25,0,1,419,1,419,0.0,820
OANT_RS18330,BAB_RS29775,93.949,314,19,0,1,314,1,314,0.0,601
OANT_RS18335,BAB_RS29770,94.982,279,14,0,1,279,1,279,0.0,528
OANT_RS18340,BAB_RS29765,91.573,356,30,0,1,356,1,356,0.0,690
OANT_RS18345,BAB_RS29760,87.688,333,41,0,1,333,1,333,0.0,614
OANT_RS18350,BAB_RS29750,94.390,410,8,1,1,410,1,395,0.0,803
OANT_RS18355,BAB_RS29745,97.033,337,10,0,1,337,1,337,0.0,679
OANT_RS18360,BAB_RS29740,88.558,437,44,2,1,437,1,431,0.0,756
OANT_RS18365,BAB_RS29735,88.937,461,51,0,4,464,1,461,0.0,827
OANT_RS18370,BAB_RS29730,82.379,227,40,0,23,249,1,227,4.73e-136,379
OANT_RS18375,BAB_RS33345,83.607,61,8,1,1,61,1,59,1.09e-33,106
OANT_RS18380,BAB_RS29725,80.499,841,131,10,1,830,1,819,0.0,1254
OANT_RS18385,BAB_RS23985,48.413,378,185,4,1,375,5,375,1.27e-103,317
OANT_RS18390,BAB_RS23990,34.937,395,217,6,2,383,18,385,3.39e-71,226
OANT_RS18395,BAB_RS20535,25.758,396,250,11,62,438,50,420,1.88e-16,77.8
OANT_RS18400,BAB_RS29720,83.481,339,55,1,1,338,1,339,0.0,568
OANT_RS18405,BAB_RS27810,56.989,279,119,1,3,280,11,289,4.66e-119,340
OANT_RS18410,BAB_RS25240,31.933,119,81,0,2,120,15,133,2.60e-11,60.1
OANT_RS18415,BAB_RS29715,88.761,436,49,0,1,436,1,436,0.0,770
OANT_RS18425,BAB_RS17060,29.268,82,55,1,2,80,5,86,3.26e-11,52.4
OANT_RS18430,BAB_RS23785,32.394,284,182,4,40,314,39,321,2.30e-38,135
OANT_RS18435,BAB_RS23785,36.395,294,170,5,30,312,45,332,1.72e-47,160
OANT_RS18440,BAB_RS23790,42.536,489,281,0,24,512,4,492,4.09e-137,402
OANT_RS18450,BAB_RS27040,28.846,260,178,4,5,263,5,258,3.37e-25,97.8
OANT_RS18455,BAB_RS23775,33.005,203,129,2,434,634,14,211,1.67e-23,97.1
OANT_RS18465,BAB_RS29700,81.517,211,39,0,1,211,1,211,1.07e-131,365
OANT_RS18470,BAB_RS25405,35.455,330,196,7,40,360,35,356,1.66e-46,159
OANT_RS18475,BAB_RS18225,39.271,247,144,3,6,252,1,241,3.53e-51,164
OANT_RS18480,BAB_RS30480,44.582,323,170,4,19,339,6,321,1.27e-94,283
OANT_RS18490,BAB_RS31375,33.659,205,129,3,76,276,51,252,1.82e-30,113
OANT_RS18495,BAB_RS30470,31.897,232,156,2,14,244,9,239,6.76e-34,120
OANT_RS18500,BAB_RS17285,39.000,400,233,4,35,431,34,425,2.28e-83,259
OANT_RS18505,BAB_RS20085,32.979,188,120,4,1,183,1,187,4.18e-18,80.5
OANT_RS18510,BAB_RS27845,29.258,229,162,0,24,252,16,244,2.27e-30,110
OANT_RS18525,BAB_RS29070,29.965,287,188,5,11,290,2,282,1.20e-23,95.1
OANT_RS18535,BAB_RS28630,32.000,175,112,3,3,176,5,173,4.29e-18,79.7
OANT_RS18540,BAB_RS30650,93.642,346,22,0,1,346,1,346,0.0,661
OANT_RS18545,BAB_RS30645,93.511,262,17,0,1,262,1,262,4.63e-170,467
OANT_RS18550,BAB_RS30640,90.357,280,27,0,1,280,1,280,0.0,521
OANT_RS18555,BAB_RS29995,86.617,269,36,0,5,273,4,272,2.48e-168,463
OANT_RS18560,BAB_RS29990,85.433,254,37,0,1,254,1,254,4.58e-161,443
OANT_RS18565,BAB_RS29985,83.529,340,56,0,1,340,24,363,0.0,577
OANT_RS18570,BAB_RS26315,30.667,150,91,2,18,167,43,179,3.62e-12,61.6
OANT_RS18575,BAB_RS29680,67.619,525,170,0,1,525,1,525,0.0,764
OANT_RS18580,BAB_RS19100,50.400,375,132,7,26,384,26,362,9.01e-120,348
OANT_RS18590,BAB_RS29675,90.286,525,51,0,1,525,1,525,0.0,978
OANT_RS18595,BAB_RS29680,88.952,525,58,0,1,525,1,525,0.0,986
OANT_RS18600,BAB_RS29685,97.720,307,7,0,1,307,1,307,0.0,589
OANT_RS18605,BAB_RS29690,92.308,377,29,0,1,377,1,377,0.0,677
OANT_RS18610,BAB_RS29695,94.757,534,28,0,1,534,1,534,0.0,1032
OANT_RS18615,BAB_RS18020,36.025,161,98,2,217,373,219,378,1.39e-26,105
OANT_RS18625,BAB_RS16870,28.135,327,221,3,25,345,26,344,6.38e-45,154
OANT_RS18630,BAB_RS22325,22.917,144,111,0,148,291,179,322,1.97e-08,51.2
OANT_RS18640,BAB_RS25665,21.441,583,354,21,7,580,4,491,2.49e-11,62.4
OANT_RS18650,BAB_RS28210,67.808,146,47,0,1,146,1,146,2.62e-76,220
OANT_RS18660,BAB_RS28345,43.802,121,67,1,7,126,16,136,9.89e-21,79.0
OANT_RS18665,BAB_RS26815,40.000,295,176,1,1,294,1,295,1.07e-72,223
OANT_RS18675,BAB_RS29580,92.000,25,2,0,1,25,1,25,8.15e-11,46.2
OANT_RS18685,BAB_RS29575,88.158,152,18,0,1,152,1,152,8.05e-101,283
OANT_RS18690,BAB_RS29570,92.763,152,11,0,1,152,1,152,3.59e-104,291
OANT_RS18695,BAB_RS22455,38.306,248,141,4,1,245,3,241,6.86e-47,154
OANT_RS18700,BAB_RS28675,42.612,291,155,4,87,375,50,330,1.38e-51,172
OANT_RS18720,BAB_RS22470,22.700,674,410,25,37,673,21,620,1.98e-14,73.2
OANT_RS18725,BAB_RS29565,85.437,103,15,0,1,103,1,103,5.24e-68,196
OANT_RS18735,BAB_RS29555,95.031,161,8,0,1,161,1,161,6.76e-112,311
OANT_RS18740,BAB_RS29550,96.568,437,15,0,1,437,1,437,0.0,875
OANT_RS18750,BAB_RS29545,92.394,355,27,0,1,355,1,355,0.0,685
OANT_RS18755,BAB_RS29540,93.137,306,16,1,1,306,1,301,0.0,528
OANT_RS18760,BAB_RS29535,94.444,360,20,0,1,360,1,360,0.0,656
OANT_RS18765,BAB_RS29530,90.038,522,48,2,1,520,1,520,0.0,941
OANT_RS18770,BAB_RS29520,90.756,238,22,0,1,238,1,238,1.20e-163,452
OANT_RS18775,BAB_RS29515,89.591,269,27,1,1,268,7,275,1.78e-177,486
OANT_RS18780,BAB_RS29510,83.863,409,66,0,1,409,1,409,0.0,702
OANT_RS18785,BAB_RS29505,87.500,112,14,0,1,112,1,112,5.34e-75,214
OANT_RS18790,BAB_RS29500,98.039,204,4,0,1,204,1,204,7.70e-148,406
OANT_RS18795,BAB_RS29495,83.059,608,103,0,1,608,5,612,0.0,1075
OANT_RS18800,BAB_RS29490,88.839,224,25,0,1,224,1,224,8.63e-149,410
OANT_RS18805,BAB_RS29480,94.525,1169,64,0,1,1169,1,1169,0.0,2204
OANT_RS18810,BAB_RS29475,92.632,95,7,0,1,95,1,95,1.41e-63,184
OANT_RS18815,BAB_RS29470,94.160,702,41,0,1,702,1,702,0.0,1331
OANT_RS18820,BAB_RS29465,92.916,607,43,0,1,607,1,607,0.0,1142
OANT_RS18825,BAB_RS29460,87.445,454,57,0,1,454,1,454,0.0,817
OANT_RS18830,BAB_RS29455,93.173,249,16,1,1,249,1,248,4.23e-164,451
OANT_RS18835,BAB_RS29450,90.482,872,83,0,9,880,1,872,0.0,1548
OANT_RS18840,BAB_RS29445,89.610,385,40,0,1,385,1,385,0.0,724
OANT_RS18850,BAB_RS29440,100.000,25,0,0,1,25,1,25,1.04e-12,50.8
OANT_RS18865,BAB_RS29435,73.256,172,37,3,1,170,2,166,1.74e-69,204
OANT_RS18870,BAB_RS29430,68.542,480,150,1,1,480,1,479,0.0,709
OANT_RS18880,BAB_RS29325,44.099,161,80,4,309,463,294,450,9.81e-32,123
OANT_RS18885,BAB_RS29425,85.098,255,35,2,16,270,1,252,1.13e-159,440
OANT_RS18890,BAB_RS29420,80.844,308,59,0,1,308,1,308,1.34e-180,497
OANT_RS18895,BAB_RS29415,92.351,706,45,2,1,704,1,699,0.0,1308
OANT_RS18900,BAB_RS29410,76.271,59,14,0,1,59,1,59,5.10e-31,99.4
OANT_RS18910,BAB_RS29405,95.335,493,23,0,1,493,1,493,0.0,934
OANT_RS18920,BAB_RS29400,93.684,95,6,0,1,95,1,95,2.15e-53,158
OANT_RS18925,BAB_RS29395,93.191,235,16,0,1,235,1,235,1.12e-166,456
OANT_RS18930,BAB_RS29390,89.697,165,14,1,1,165,1,162,4.80e-106,297
OANT_RS18935,BAB_RS29385,88.007,542,65,0,1,542,1,542,0.0,980
OANT_RS18940,BAB_RS29380,97.516,322,8,0,1,322,1,322,0.0,635
OANT_RS18945,BAB_RS29375,91.355,428,37,0,1,428,1,428,0.0,784
OANT_RS18950,BAB_RS29370,83.582,201,33,0,1,201,1,201,8.91e-107,301
OANT_RS18955,BAB_RS29365,80.670,388,75,0,1,388,1,388,0.0,627
OANT_RS18965,BAB_RS29355,94.007,851,51,0,1,851,1,851,0.0,1637
OANT_RS18970,BAB_RS29350,88.422,786,87,1,1,786,1,782,0.0,1412
OANT_RS18975,BAB_RS29345,81.457,151,28,0,1,151,1,151,2.37e-95,269
OANT_RS18980,BAB_RS29340,74.486,243,62,0,4,246,1,243,4.36e-123,347
OANT_RS18985,BAB_RS29335,91.579,380,32,0,1,380,1,380,0.0,639
OANT_RS18990,BAB_RS29330,100.000,55,0,0,1,55,1,55,1.19e-34,108
OANT_RS18995,BAB_RS29325,73.970,461,115,1,1,461,1,456,0.0,701
OANT_RS19000,BAB_RS29320,96.748,123,4,0,1,123,1,123,2.55e-86,244
OANT_RS19005,BAB_RS29315,81.053,95,18,0,1,95,1,95,2.19e-55,163
OANT_RS19010,BAB_RS29310,86.719,128,17,0,1,128,1,128,3.92e-82,236
OANT_RS19015,BAB_RS29305,86.486,444,60,0,1,444,1,444,0.0,800
OANT_RS19020,BAB_RS29295,100.000,24,0,0,1,24,1,24,3.82e-12,49.3
OANT_RS19100,BAB_RS29260,100.000,25,0,0,1,25,1,25,2.74e-12,49.7
OANT_RS19105,BAB_RS29255,88.372,86,10,0,1,86,1,86,4.37e-46,139
OANT_RS19110,BAB_RS33310,65.116,129,45,0,106,234,1,129,2.31e-56,173
OANT_RS19125,BAB_RS31485,22.115,312,198,6,22,291,6,314,5.39e-12,62.0
OANT_RS19130,BAB_RS22455,38.397,237,138,5,10,242,4,236,8.74e-44,146
OANT_RS19135,BAB_RS31495,26.275,255,182,2,11,259,12,266,8.44e-18,78.2
OANT_RS19140,BAB_RS31495,27.599,279,199,2,2,278,5,282,6.77e-17,75.5
OANT_RS19145,BAB_RS26875,41.504,359,195,5,3,355,2,351,4.35e-95,284
OANT_RS19150,BAB_RS28395,37.383,107,59,3,125,231,146,244,1.34e-10,58.5
OANT_RS19155,BAB_RS30475,27.500,160,115,1,115,274,232,390,2.82e-10,56.6
OANT_RS19160,BAB_RS17045,24.742,194,143,2,70,260,87,280,2.18e-20,85.1
OANT_RS19165,BAB_RS16880,26.936,297,193,8,23,305,11,297,1.75e-17,79.0
OANT_RS19175,BAB_RS27205,26.522,230,114,8,16,241,17,195,8.19e-10,55.5
OANT_RS19180,BAB_RS29245,80.964,415,79,0,1,415,1,415,0.0,702
OANT_RS19185,BAB_RS29240,91.700,253,21,0,1,253,1,253,2.88e-174,476
OANT_RS19190,BAB_RS29235,89.494,257,23,1,1,253,1,257,1.11e-172,473
OANT_RS19195,BAB_RS29230,97.268,366,10,0,1,366,1,366,0.0,731
OANT_RS19200,BAB_RS27970,35.556,135,87,0,4,138,3,137,5.78e-22,82.4
OANT_RS19205,BAB_RS30470,88.672,256,29,0,1,256,1,256,7.58e-154,426
OANT_RS19210,BAB_RS30475,86.445,391,53,0,1,391,1,391,0.0,681
OANT_RS19215,BAB_RS30480,84.419,353,55,0,1,353,1,353,0.0,616
OANT_RS19220,BAB_RS30485,90.294,340,32,1,1,339,9,348,0.0,625
OANT_RS19225,BAB_RS29215,86.717,399,27,1,1,399,1,373,0.0,691
OANT_RS19230,BAB_RS29210,92.576,229,17,0,1,229,1,229,3.62e-161,441
OANT_RS19235,BAB_RS29205,91.064,235,21,0,1,235,1,235,1.32e-160,441
OANT_RS19240,BAB_RS29200,82.072,251,45,0,1,251,1,251,2.84e-151,419
OANT_RS19245,BAB_RS29195,64.746,295,103,1,6,300,5,298,2.14e-149,418
OANT_RS19250,BAB_RS29190,84.953,319,48,0,1,319,1,319,0.0,572
OANT_RS19255,BAB_RS29185,89.000,300,33,0,1,300,1,300,0.0,542
OANT_RS19260,BAB_RS29180,77.186,263,60,0,1,263,1,263,7.03e-154,426
OANT_RS19265,BAB_RS29175,94.531,128,7,0,8,135,12,139,6.62e-90,254
OANT_RS19270,BAB_RS29170,91.463,246,21,0,1,246,1,246,4.55e-175,478
OANT_RS19275,BAB_RS29165,86.829,205,27,0,1,205,1,205,1.12e-134,372
OANT_RS19280,BAB_RS29160,66.949,354,117,0,1,354,1,354,1.25e-161,453
OANT_RS19285,BAB_RS29155,95.128,390,19,0,1,390,1,390,0.0,765
OANT_RS19290,BAB_RS29150,96.194,289,11,0,1,289,1,289,0.0,546
OANT_RS19295,BAB_RS29145,91.321,265,23,0,1,265,1,265,1.35e-158,443
OANT_RS19300,BAB_RS29140,92.369,249,19,0,1,249,1,249,5.35e-159,437
OANT_RS19305,BAB_RS29135,94.118,238,14,0,1,238,1,238,1.81e-165,453
OANT_RS19310,BAB_RS29130,92.362,563,43,0,1,563,37,599,0.0,1060
OANT_RS19315,BAB_RS27740,22.917,384,249,9,26,391,23,377,4.45e-12,64.7
OANT_RS19320,BAB_RS23525,48.899,227,109,3,17,237,31,256,1.22e-65,202
OANT_RS19325,BAB_RS31235,51.351,259,122,4,2,257,10,267,1.27e-76,233
OANT_RS19330,BAB_RS23535,45.818,275,143,1,30,298,24,298,2.43e-75,229
OANT_RS19335,BAB_RS31245,40.123,324,185,4,19,337,16,335,3.46e-76,234
OANT_RS19340,BAB_RS31260,26.024,415,287,10,34,437,41,446,3.48e-30,120
OANT_RS19345,BAB_RS29125,85.507,345,50,0,1,345,1,345,0.0,617
OANT_RS19355,BAB_RS27575,46.215,251,134,1,57,306,54,304,4.60e-69,215
OANT_RS19360,BAB_RS19595,71.901,242,68,0,17,258,26,267,4.92e-135,378
OANT_RS19365,BAB_RS20135,30.837,227,145,4,38,254,29,253,3.57e-26,100
OANT_RS19370,BAB_RS25255,35.751,193,124,0,20,212,22,214,5.34e-37,126
OANT_RS19375,BAB_RS25255,33.649,211,140,0,3,213,2,212,7.62e-36,123
OANT_RS19380,BAB_RS25695,41.298,339,191,5,8,340,3,339,4.98e-78,239
OANT_RS19385,BAB_RS29120,95.116,430,21,0,2,431,4,433,0.0,850
OANT_RS19390,BAB_RS29115,96.246,293,11,0,1,293,1,293,0.0,567
OANT_RS19395,BAB_RS29110,97.518,282,7,0,1,282,1,282,0.0,545
OANT_RS19400,BAB_RS29105,89.459,351,37,0,1,351,1,351,0.0,641
OANT_RS19405,BAB_RS29100,91.864,590,46,1,1,590,1,588,0.0,1020
OANT_RS19415,BAB_RS27585,35.887,248,152,3,6,252,5,246,4.64e-48,156
OANT_RS19420,BAB_RS26475,35.242,227,139,3,11,232,16,239,1.00e-34,121
OANT_RS19425,BAB_RS17990,39.520,458,275,2,15,470,10,467,2.32e-102,311
OANT_RS19430,BAB_RS27035,38.438,320,185,4,2,318,3,313,9.60e-77,235
OANT_RS19435,BAB_RS22310,36.986,292,160,8,5,281,4,286,1.01e-32,119
OANT_RS19440,BAB_RS17055,26.042,384,224,10,2,379,20,349,4.23e-22,93.6
OANT_RS19455,BAB_RS17710,27.273,429,283,9,17,417,24,451,1.07e-33,129
OANT_RS19470,BAB_RS29095,87.437,199,25,0,1,199,1,199,1.59e-133,369
OANT_RS19475,BAB_RS29090,92.791,430,31,0,1,430,1,430,0.0,774
OANT_RS19480,BAB_RS29085,82.803,157,27,0,1,157,2,158,1.28e-95,270
OANT_RS19485,BAB_RS29070,90.099,303,29,1,1,303,1,302,0.0,525
OANT_RS19490,BAB_RS29065,94.366,284,16,0,1,284,1,284,0.0,556
OANT_RS19495,BAB_RS29060,88.095,252,30,0,1,252,1,252,4.15e-164,451
OANT_RS19500,BAB_RS29055,82.342,538,95,0,1,538,1,538,0.0,854
OANT_RS19510,BAB_RS16955,29.703,606,367,14,23,607,160,727,4.00e-50,183
OANT_RS19520,BAB_RS18995,29.787,235,153,6,664,891,537,766,7.75e-19,88.2
OANT_RS19525,BAB_RS18935,31.858,226,145,3,6,229,1,219,4.04e-33,116
OANT_RS19530,BAB_RS29050,82.836,134,23,0,1,134,1,134,3.41e-78,224
OANT_RS19535,BAB_RS29045,90.852,481,44,0,1,481,1,481,0.0,891
OANT_RS19540,BAB_RS31230,49.511,307,145,6,23,322,19,322,1.72e-92,275
OANT_RS19545,BAB_RS30910,49.695,328,157,4,4,324,3,329,2.48e-101,298
OANT_RS19550,BAB_RS30915,40.741,270,159,1,3,272,18,286,3.17e-64,199
OANT_RS19555,BAB_RS31300,42.492,313,171,3,5,311,5,314,1.97e-78,238
OANT_RS19560,BAB_RS29675,29.360,453,288,14,51,477,33,479,3.46e-34,132
OANT_RS19565,BAB_RS29220,31.599,519,340,10,12,523,47,557,2.08e-71,235
OANT_RS19575,BAB_RS27670,53.125,224,102,1,6,229,1,221,1.90e-66,201
OANT_RS19580,BAB_RS27675,50.000,350,162,6,20,364,7,348,1.36e-107,317
OANT_RS19585,BAB_RS26300,46.275,255,136,1,11,265,6,259,1.63e-76,229
OANT_RS19590,BAB_RS22110,29.255,376,257,4,13,381,15,388,3.31e-43,152
OANT_RS19595,BAB_RS21490,31.754,211,126,9,164,368,4,202,3.47e-11,60.8
OANT_RS19600,BAB_RS22470,24.528,689,395,26,6,667,30,620,2.09e-29,120
OANT_RS19610,BAB_RS29040,84.127,315,50,0,1,315,1,315,0.0,518
OANT_RS19615,BAB_RS29035,91.875,320,26,0,1,320,1,320,0.0,530
OANT_RS19620,BAB_RS29030,86.435,317,42,1,1,317,1,316,0.0,539
OANT_RS19625,BAB_RS29025,94.048,252,15,0,1,252,1,252,1.00e-176,483
OANT_RS19635,BAB_RS31305,44.538,238,129,2,41,278,56,290,2.03e-63,198
OANT_RS19640,BAB_RS28430,39.414,307,184,2,1,305,1,307,1.18e-70,218
OANT_RS19645,BAB_RS30925,31.566,396,255,8,6,398,5,387,2.75e-41,151
OANT_RS19650,BAB_RS15965,46.751,554,261,5,14,563,5,528,4.67e-162,471
OANT_RS19655,BAB_RS29020,96.591,176,6,0,1,176,27,202,1.65e-123,343
OANT_RS19660,BAB_RS29015,92.237,1198,93,0,9,1206,6,1203,0.0,2249
OANT_RS19665,BAB_RS29010,91.829,257,21,0,1,257,1,257,2.24e-174,477
OANT_RS19670,BAB_RS29005,91.150,226,20,0,1,226,1,226,4.62e-142,393
OANT_RS19675,BAB_RS29000,93.676,253,16,0,1,253,1,253,0.0,497
OANT_RS19680,BAB_RS28995,79.845,516,95,4,1,514,1,509,0.0,760
OANT_RS19685,BAB_RS28990,96.250,240,9,0,1,240,1,240,3.85e-175,478
OANT_RS19690,BAB_RS28985,90.733,464,43,0,1,464,1,464,0.0,836
OANT_RS19695,BAB_RS28975,91.105,371,33,0,1,371,1,371,0.0,690
OANT_RS19700,BAB_RS28970,97.525,202,5,0,92,293,1,202,2.53e-140,390
OANT_RS19705,BAB_RS28960,98.288,292,5,0,1,292,1,292,0.0,579
OANT_RS19710,BAB_RS28955,93.447,412,27,0,1,412,10,421,0.0,800
OANT_RS19715,BAB_RS28950,88.535,157,18,0,1,157,1,157,4.74e-104,291
OANT_RS19720,BAB_RS28945,69.925,266,80,0,1,266,1,266,4.66e-133,374
OANT_RS19725,BAB_RS28940,85.965,114,16,0,1,114,1,114,2.38e-70,202
OANT_RS19730,BAB_RS28935,82.883,111,19,0,2,112,20,130,1.99e-66,193
OANT_RS19735,BAB_RS16950,41.822,428,247,2,338,764,253,679,1.11e-109,347
OANT_RS19740,BAB_RS28930,85.996,557,78,0,2,558,20,576,0.0,922
OANT_RS19745,BAB_RS28925,88.496,339,38,1,1,338,1,339,0.0,615
OANT_RS19750,BAB_RS28920,70.300,367,104,2,1,363,1,366,0.0,510
OANT_RS19755,BAB_RS28915,87.749,351,43,0,1,351,1,351,0.0,613
OANT_RS19760,BAB_RS28905,65.318,173,60,0,1,173,1,173,7.32e-83,239
OANT_RS19765,BAB_RS28900,77.612,536,115,4,1,533,1,534,0.0,831
OANT_RS19770,BAB_RS28890,86.620,426,57,0,1,426,1,426,0.0,684
OANT_RS19775,BAB_RS28885,94.857,175,9,0,1,175,1,175,3.13e-124,343
OANT_RS19780,BAB_RS28880,96.196,184,7,0,1,184,1,184,1.77e-133,368
OANT_RS19785,BAB_RS28875,85.619,299,43,0,1,299,1,299,0.0,534
OANT_RS19790,BAB_RS28870,76.751,357,81,1,1,357,20,374,0.0,540
OANT_RS19795,BAB_RS28865,90.390,333,32,0,1,333,1,333,0.0,590
OANT_RS19800,BAB_RS28860,87.004,277,33,2,1,276,1,275,8.37e-180,493
OANT_RS19805,BAB_RS28855,88.449,632,73,0,2,633,3,634,0.0,1164
OANT_RS19810,BAB_RS28850,89.292,607,65,0,1,607,1,607,0.0,1129
OANT_RS19815,BAB_RS28845,84.615,299,46,0,1,299,1,299,0.0,520
OANT_RS19820,BAB_RS28840,91.822,269,22,0,1,269,1,269,0.0,525
OANT_RS19830,BAB_RS28835,86.842,266,35,0,1,266,1,266,9.49e-179,489
OANT_RS19835,BAB_RS28830,92.068,353,28,0,1,353,1,353,0.0,661
OANT_RS19840,BAB_RS28825,89.879,741,75,0,1,741,1,741,0.0,1320
OANT_RS19845,BAB_RS28820,96.481,341,12,0,1,341,1,341,0.0,684
OANT_RS19850,BAB_RS28815,91.769,1227,101,0,1,1227,1,1227,0.0,2294
OANT_RS19855,BAB_RS28810,96.951,164,5,0,1,164,1,164,9.78e-118,326
OANT_RS19860,BAB_RS28390,37.398,492,296,8,3,488,7,492,6.41e-109,329
OANT_RS19865,BAB_RS16530,25.595,336,205,8,23,319,26,355,1.60e-25,102
OANT_RS19870,BAB_RS28570,37.302,252,149,3,2,252,3,246,2.47e-52,167
OANT_RS19875,BAB_RS17050,51.630,368,161,6,1,358,1,361,1.39e-124,360
OANT_RS19880,BAB_RS17045,28.622,283,186,5,4,275,13,290,2.91e-38,132
OANT_RS19885,BAB_RS29115,27.660,282,194,7,28,304,15,291,7.23e-30,111
OANT_RS19890,BAB_RS17035,24.627,402,271,12,29,417,55,437,1.29e-15,74.7
OANT_RS19895,BAB_RS25695,27.907,344,220,14,3,338,10,333,3.78e-26,103
OANT_RS19915,BAB_RS30315,30.855,269,169,7,7,265,11,272,1.01e-20,85.9
OANT_RS19930,BAB_RS28805,93.148,934,60,1,4,937,3,932,0.0,1709
OANT_RS19935,BAB_RS28800,90.164,122,12,0,1,122,1,122,9.39e-79,224
OANT_RS19940,BAB_RS28795,95.095,367,18,0,1,367,1,367,0.0,711
OANT_RS19955,BAB_RS28785,84.938,405,61,0,1,405,1,405,0.0,707
OANT_RS19960,BAB_RS27555,38.956,249,152,0,15,263,5,253,1.01e-61,192
OANT_RS19965,BAB_RS31810,44.490,245,132,3,14,258,5,245,1.64e-61,191
OANT_RS19970,BAB_RS16910,25.869,259,172,3,12,262,2,248,5.38e-20,83.6
OANT_RS19980,BAB_RS22740,31.073,177,103,6,55,219,54,223,1.01e-13,69.3
OANT_RS19990,BAB_RS17415,36.649,191,116,2,22,211,29,215,1.22e-34,119
OANT_RS19995,BAB_RS28780,87.500,272,34,0,3,274,9,280,1.45e-177,487
OANT_RS20000,BAB_RS24330,38.174,241,147,2,9,248,10,249,7.93e-45,149
OANT_RS20005,BAB_RS17705,25.000,172,105,3,10,181,9,156,5.32e-13,60.5
OANT_RS20010,BAB_RS17710,28.571,392,266,2,50,428,58,448,2.83e-44,158
OANT_RS20015,BAB_RS17715,24.603,252,169,6,40,278,40,283,2.16e-16,76.3
OANT_RS20020,BAB_RS28770,90.789,456,41,1,1,456,1,455,0.0,877
OANT_RS20025,BAB_RS31655,31.320,447,302,3,5,450,19,461,4.32e-62,206
OANT_RS20030,BAB_RS28765,88.432,389,45,0,1,389,1,389,0.0,680
OANT_RS20035,BAB_RS28760,75.497,151,33,2,1,151,1,147,2.55e-69,202
OANT_RS20045,BAB_RS28755,86.622,299,40,0,1,299,1,299,1.57e-172,476
OANT_RS20050,BAB_RS28750,93.403,288,19,0,1,288,1,288,0.0,553
OANT_RS20055,BAB_RS28745,91.694,301,25,0,1,301,1,301,0.0,547
OANT_RS20060,BAB_RS28740,89.218,371,34,1,24,394,2,366,0.0,677
OANT_RS20065,BAB_RS33260,84.848,66,10,0,1,66,1,66,1.52e-39,128
OANT_RS20070,BAB_RS28730,80.333,300,59,0,55,354,1,300,0.0,504
OANT_RS20075,BAB_RS28720,92.491,293,22,0,1,293,1,293,0.0,546
OANT_RS20080,BAB_RS28715,89.714,350,36,0,1,350,1,350,0.0,631
OANT_RS20085,BAB_RS28710,77.432,257,58,0,1,257,1,257,1.82e-134,376
OANT_RS20090,BAB_RS28705,93.703,397,25,0,1,397,1,397,0.0,765
OANT_RS20095,BAB_RS28700,90.657,289,27,0,1,289,1,289,0.0,530
OANT_RS20100,BAB_RS28695,93.455,275,18,0,1,275,1,275,0.0,521
OANT_RS20105,BAB_RS28690,92.683,123,9,0,1,123,1,123,5.90e-79,225
OANT_RS20110,BAB_RS28685,90.389,489,41,1,1,489,1,483,0.0,910
OANT_RS20115,BAB_RS17710,25.779,353,252,4,45,390,58,407,3.13e-34,130
OANT_RS20130,BAB_RS16530,27.586,348,210,12,25,335,27,369,2.24e-21,90.5
OANT_RS20135,BAB_RS28415,91.833,502,41,0,13,514,13,514,0.0,966
