Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS22195,BME_RS03520,7.15e-163,451,82.456,7.11e-163,451,82.456
BAB_RS22205,BME_RS03515,2.47e-79,228,100,3.34e-79,228,100
BAB_RS22210,BME_RS03510,0,724,99.449,0,724,99.449
BAB_RS22215,BME_RS03505,0,639,99.083,0,639,99.083
BAB_RS22220,BME_RS03500,0,658,99.699,0,658,99.699
BAB_RS22225,BME_RS03495,0,872,100,0,872,100
BAB_RS22230,BME_RS03490,0,585,100,0,585,100
BAB_RS22235,BME_RS03485,0,733,99.458,0,733,99.458
BAB_RS22240,BME_RS03480,7.56e-178,485,99.194,7.52e-178,485,99.194
BAB_RS22245,BME_RS03475,0,507,98.81,0,507,98.81
BAB_RS22250,BME_RS03470,1.05e-95,268,100,1.04e-95,268,100
BAB_RS22255,BME_RS03465,2.94e-107,298,98.649,2.92e-107,298,98.649
BAB_RS22260,BME_RS03460,1.92e-19,81.6,89.13,1.2e-19,82.4,89.13
BAB_RS22265,BME_RS03455,1.09e-74,214,100,1.37e-74,214,100
BAB_RS22270,BME_RS03450,8.14e-158,432,100,8.1e-158,432,100
BAB_RS22275,BME_RS03445,0,2557,99.683,0,2557,99.683
BAB_RS22280,BME_RS03440,0,697,99.425,0,697,99.425
BAB_RS22285,BME_RS03435,2.11e-127,352,100,2.1e-127,352,100
BAB_RS22290,BME_RS03430,8.06e-154,422,100,8.87e-154,422,100
BAB_RS22295,BME_RS03425,1.03e-40,124,100,1.03e-40,124,100
BAB_RS22300,BME_RS03420,0,964,99.586,0,964,99.586
BAB_RS22305,BME_RS03415,0,800,100,0,800,100
BAB_RS22310,BME_RS03410,0,599,99.662,0,599,99.662
BAB_RS22315,BME_RS03405,1.34e-27,89.7,100,1.33e-27,89.7,100
BAB_RS22320,BME_RS03400,0,618,99.346,0,618,99.346
BAB_RS22325,BME_RS03395,0,679,99.096,0,679,99.096
BAB_RS22335,BME_RS03385,0,1431,99.423,0,1431,99.423
BAB_RS22340,BME_RS03380,2.25e-66,191,98.958,2.23e-66,191,98.958
BAB_RS22345,BME_RS03375,0,1715,99.65,0,1715,99.65
BAB_RS22350,BME_RS03370,3.1e-113,314,100,3.08e-113,314,100
BAB_RS22355,BME_RS03365,0,1696,99.763,0,1696,99.763
BAB_RS22360,BME_RS03360,0,1208,99.677,0,1208,99.677
BAB_RS22365,BME_RS03355,0,639,100,0,639,100
BAB_RS22370,BME_RS16145,6.63e-72,209,100,1.27e-71,209,100
BAB_RS22380,BME_RS03340,0,546,99.275,0,546,99.275
BAB_RS22385,BME_RS03335,0,538,100,0,538,100
BAB_RS22390,BME_RS03330,0,684,99.701,0,684,99.701
BAB_RS22395,BME_RS03325,9.21e-41,124,100,9.16e-41,124,100
BAB_RS22400,BME_RS03320,0,1038,99.808,0,1038,99.808
BAB_RS22405,BME_RS03315,1.64e-157,431,100,1.63e-157,431,100
BAB_RS22410,BME_RS03310,1.27e-11,48.1,100,1.26e-11,48.1,100
BAB_RS22415,BME_RS03305,5.25e-131,361,100,5.22e-131,361,100
BAB_RS22420,BME_RS03300,9.88e-100,279,100,9.82e-100,279,100
BAB_RS22425,BME_RS03295,0,540,98.885,0,540,98.885
BAB_RS22430,BME_RS03290,0,526,99.614,0,526,99.614
BAB_RS22435,BME_RS03285,0,512,98.864,0,512,98.864
BAB_RS22445,BME_RS16135,8.78e-121,340,99.412,4.82e-121,340,99.412
BAB_RS22450,BME_RS03275,0,764,99.73,0,764,99.73
BAB_RS22455,BME_RS03270,0,514,100,0,514,100
BAB_RS22460,BME_RS03265,0,617,100,0,617,100
BAB_RS22465,BME_RS03260,0,558,99.642,0,558,99.642
BAB_RS22470,BME_RS03255,0,1256,99.355,0,1256,99.355
BAB_RS22475,BME_RS03250,0,734,99.73,0,734,99.73
BAB_RS22480,BME_RS03245,3.85e-73,256,100,3.83e-73,256,100
BAB_RS22485,BME_RS03240,0,697,99.718,0,697,99.718
BAB_RS22490,BME_RS03235,0,888,99.536,0,888,99.536
BAB_RS22495,BME_RS03230,1.02e-69,200,100,1.01e-69,200,100
BAB_RS22500,BME_RS03225,4.38e-119,329,100,4.35e-119,329,100
BAB_RS22505,BME_RS03220,0,1167,99.302,0,1167,99.302
BAB_RS22510,BME_RS03215,4.29e-111,313,89.655,3.6e-111,313,89.655
BAB_RS22515,BME_RS03210,0,493,99.588,0,493,99.588
BAB_RS22520,BME_RS03205,1.03e-155,426,100,1.02e-155,426,100
BAB_RS22525,BME_RS03200,0,622,99.342,0,622,99.342
BAB_RS22530,BME_RS03195,0,675,100,0,675,100
BAB_RS22535,BME_RS03190,0,517,100,0,517,100
BAB_RS22540,BME_RS03185,1.72e-40,134,93.548,4.3e-39,130,95.556
BAB_RS22545,BME_RS03180,2.49e-152,417,100,2.47e-152,417,100
BAB_RS22550,BME_RS03175,0,507,100,0,507,100
BAB_RS22555,BME_RS16115,1.35e-175,479,99.582,1.34e-175,479,99.582
BAB_RS22560,BME_RS03160,0,539,99.63,0,539,99.63
BAB_RS22565,BME_RS03155,6.54e-88,248,99.225,6.51e-88,248,99.225
BAB_RS22570,BME_RS03150,0,695,99.707,0,695,99.707
BAB_RS22575,BME_RS03145,1.15e-108,302,100,1.14e-108,302,100
BAB_RS22580,BME_RS03140,0,631,100,0,631,100
BAB_RS22590,BME_RS03130,0,766,100,0,766,100
BAB_RS22595,BME_RS03125,9.63e-96,268,98.519,9.57e-96,268,98.519
BAB_RS22600,BME_RS03120,0,842,99.756,0,842,99.756
BAB_RS22605,BME_RS03115,9.59e-52,152,98.649,9.54e-52,152,98.649
BAB_RS22610,BME_RS03110,0,700,99.705,0,700,99.705
BAB_RS22615,BME_RS03105,3.15e-154,422,99.531,3.14e-154,422,99.531
BAB_RS22620,BME_RS03100,0,1305,99.693,0,1305,99.693
BAB_RS22625,BME_RS03095,0,494,100,0,494,100
BAB_RS22630,BME_RS03090,1.37e-95,268,99.248,1.37e-95,268,99.248
BAB_RS22635,BME_RS03085,0,769,100,0,769,100
BAB_RS22640,BME_RS03080,1.01e-139,384,100,1.01e-139,384,100
BAB_RS22645,BME_RS03075,0,1258,99.835,0,1258,99.835
BAB_RS22650,BME_RS03070,0,623,99.355,0,623,99.355
BAB_RS22655,BME_RS03065,0,593,99.331,0,593,99.331
BAB_RS22660,BME_RS03060,0,797,99.237,0,797,99.237
BAB_RS22665,BME_RS03055,0,1034,99.809,0,1034,99.809
BAB_RS22670,BME_RS03050,2.77e-37,115,100,2.75e-37,115,100
BAB_RS22675,BME_RS03045,0,589,99.667,0,589,99.667
BAB_RS22680,BME_RS03040,0,782,100,0,782,100
BAB_RS22685,BME_RS03035,1.21e-127,352,100,1.2e-127,352,100
BAB_RS22690,BME_RS03030,0,551,100,0,551,100
BAB_RS22695,BME_RS03025,7.68e-72,205,100,7.63e-72,205,100
BAB_RS22700,BME_RS03020,0,797,99.752,0,797,99.752
BAB_RS22705,BME_RS03015,0,561,99.635,0,561,99.635
BAB_RS22710,BME_RS03010,5.92e-140,384,99.471,5.89e-140,384,99.471
BAB_RS22720,BME_RS03000,2.28e-43,130,100,2.27e-43,130,100
BAB_RS22725,BME_RS02995,5.05e-57,167,100,3.87e-57,167,100
BAB_RS22730,BME_RS02990,0,2466,99.519,0,2466,99.519
BAB_RS22740,BME_RS02980,0,960,100,0,960,100
BAB_RS22745,BME_RS02975,3.75e-121,335,99.408,3.73e-121,335,99.408
BAB_RS22750,BME_RS02970,0,728,100,0,728,100
BAB_RS22755,BME_RS02965,0,1765,99.65,0,1765,99.65
BAB_RS22760,BME_RS02960,3.75e-122,337,98.788,3.73e-122,337,98.788
BAB_RS22765,BME_RS02955,1.9e-172,470,100,1.89e-172,470,100
BAB_RS22770,BME_RS02950,6.94e-144,395,98.98,6.94e-144,395,98.98
BAB_RS22775,BME_RS02945,0,567,100,0,567,100
BAB_RS22780,BME_RS02940,0,1232,99.671,0,1232,99.671
BAB_RS22785,BME_RS02935,3.11e-173,472,98.718,3.1e-173,472,98.718
BAB_RS22790,BME_RS02930,0,1461,99.722,0,1461,99.722
BAB_RS22795,BME_RS02925,0,1099,99.821,0,1099,99.821
BAB_RS22800,BME_RS02920,0,588,100,0,588,100
BAB_RS22805,BME_RS02915,0,576,99.65,0,576,99.65
BAB_RS22810,BME_RS02910,0,1025,99.228,0,1025,99.228
BAB_RS22815,BME_RS02905,0,872,99.773,0,872,99.773
BAB_RS22820,BME_RS02900,0,623,99.678,0,623,99.678
BAB_RS22825,BME_RS02895,0,635,99.675,0,635,99.675
BAB_RS22830,BME_RS02890,0,650,99.689,0,650,99.689
BAB_RS22835,BME_RS02885,0,961,100,0,961,100
BAB_RS22840,BME_RS02880,0,757,99.736,0,757,99.736
BAB_RS22845,BME_RS02875,0,760,100,0,760,100
BAB_RS22850,BME_RS02870,0,936,99.572,0,936,99.572
BAB_RS22855,BME_RS02865,0,715,100,0,715,100
BAB_RS22860,BME_RS02860,0,976,100,0,976,100
BAB_RS22865,BME_RS02855,0,975,99.388,0,975,99.388
BAB_RS22870,BME_RS02850,0,1240,99.671,0,1240,99.671
BAB_RS22875,BME_RS02845,1.18e-96,271,99.27,1.17e-96,271,99.27
BAB_RS22880,BME_RS02840,0,685,100,0,685,100
BAB_RS22885,BME_RS02835,0,914,100,0,914,100
BAB_RS22890,BME_RS02830,7.85e-160,437,100,7.81e-160,437,100
BAB_RS22895,BME_RS02825,0,558,100,0,558,100
BAB_RS22900,BME_RS02820,4.71e-175,477,99.576,4.69e-175,477,99.576
BAB_RS22905,BME_RS02815,1.05e-90,256,97.761,1.05e-90,256,97.761
BAB_RS22910,BME_RS02810,0,574,99.639,0,574,99.639
BAB_RS22915,BME_RS02805,0,731,100,0,731,100
BAB_RS22920,BME_RS02800,0,600,99.678,0,600,99.678
BAB_RS22925,BME_RS02795,0,620,99.34,0,620,99.34
BAB_RS22930,BME_RS02790,0,676,99.707,0,676,99.707
BAB_RS22935,BME_RS02785,4.57e-76,216,100,4.54e-76,216,100
BAB_RS22940,BME_RS02780,0,897,99.552,0,897,99.552
BAB_RS22945,BME_RS02775,7.65e-179,488,100,7.61e-179,488,100
BAB_RS22950,BME_RS02770,0,1126,99.818,0,1126,99.818
BAB_RS22955,BME_RS02765,2.9e-38,117,100,2.88e-38,117,100
BAB_RS22960,BME_RS02760,0,646,99.682,0,646,99.682
BAB_RS22965,BME_RS02755,3.12e-98,275,99.27,3.1e-98,275,99.27
BAB_RS22975,BME_RS02745,0,864,99.036,0,864,99.036
BAB_RS22980,BME_RS02740,0,770,99.731,0,770,99.731
BAB_RS22985,BME_RS02735,4.26e-48,143,100,4.23e-48,143,100
BAB_RS22990,BME_RS02730,2.25e-158,433,99.522,2.24e-158,433,99.522
BAB_RS22995,BME_RS02725,0,707,99.717,0,707,99.717
BAB_RS23000,BME_RS02720,1.61e-61,178,100,1.6e-61,178,100
BAB_RS23005,BME_RS02715,0,758,100,0,758,100
BAB_RS23010,BME_RS02710,0,547,100,0,547,100
BAB_RS23020,BME_RS02700,8.79e-140,384,99.476,8.74e-140,384,99.476
BAB_RS23025,BME_RS02695,5.07e-83,235,98.291,5.05e-83,235,98.291
BAB_RS23030,BME_RS02690,8.76e-142,389,99.474,8.71e-142,389,99.474
BAB_RS23035,BME_RS02685,9.05e-121,334,99.39,9e-121,334,99.39
BAB_RS23040,BME_RS02680,2.19e-12,50.1,100,2.18e-12,50.1,100
BAB_RS23045,BME_RS02675,0,500,99.6,0,500,99.6
BAB_RS23050,BME_RS02670,3.1e-78,223,99.123,3.08e-78,223,99.123
BAB_RS23055,BME_RS02665,2.87e-114,317,100,2.86e-114,317,100
BAB_RS23060,BME_RS02660,3.35e-68,196,100,3.33e-68,196,100
BAB_RS23065,BME_RS02655,0,1355,100,0,1355,100
BAB_RS23070,BME_RS02650,0,1323,99.847,0,1323,99.847
BAB_RS23075,BME_RS02645,0,1114,99.104,0,1114,99.104
BAB_RS23080,BME_RS02640,1.93e-106,296,100,1.92e-106,296,100
BAB_RS23085,BME_RS02635,0,832,100,0,832,100
BAB_RS23090,BME_RS02630,0,627,99.675,0,627,99.675
BAB_RS23095,BME_RS02625,5.86e-121,335,100,5.83e-121,335,100
BAB_RS23100,BME_RS02620,0,532,98.524,0,532,98.524
BAB_RS23105,BME_RS02615,0,2368,99.742,0,2368,99.742
BAB_RS23110,BME_RS02610,0,1251,99.839,0,1251,99.839
BAB_RS23115,BME_RS02605,1.79e-108,301,100,1.78e-108,301,100
BAB_RS23120,BME_RS02600,4.24e-47,140,98.551,4.22e-47,140,98.551
BAB_RS23125,BME_RS02595,3.27e-152,417,100,3.25e-152,417,100
BAB_RS23130,BME_RS02590,0,825,99.75,0,825,99.75
BAB_RS23135,BME_RS02585,8.57e-40,121,98.361,8.52e-40,121,98.361
BAB_RS23140,BME_RS02580,9.08e-51,150,100,9.03e-51,150,100
BAB_RS23145,BME_RS02575,0,620,100,0,620,100
BAB_RS23150,BME_RS02570,0,662,99.383,0,662,99.383
BAB_RS23155,BME_RS02565,0,920,99.571,0,920,99.571
BAB_RS23160,BME_RS02560,3.26e-115,319,99.359,3.24e-115,319,99.359
BAB_RS23165,BME_RS02555,0,722,100,0,722,100
BAB_RS23170,BME_RS02550,1.75e-113,315,100,1.74e-113,315,100
BAB_RS23175,BME_RS02545,0,717,100,0,717,100
BAB_RS23180,BME_RS02540,0,596,99.67,0,596,99.67
BAB_RS23185,BME_RS02535,1.39e-81,231,100,1.38e-81,231,100
BAB_RS23190,BME_RS02530,0,624,99.01,0,624,99.01
BAB_RS23195,BME_RS02525,1.99e-94,265,100,1.98e-94,265,100
BAB_RS23200,BME_RS02520,7.75e-136,374,100,7.71e-136,374,100
BAB_RS23205,BME_RS02515,0,1923,99.787,0,1923,99.787
BAB_RS23210,BME_RS02510,0,543,99.625,0,543,99.625
BAB_RS23215,BME_RS02505,5.06e-49,145,100,5.03e-49,145,100
BAB_RS23220,BME_RS02500,1.16e-120,334,98.235,1.14e-120,334,98.235
BAB_RS23225,BME_RS02495,3.58e-158,433,98.624,3.56e-158,433,98.624
BAB_RS23230,BME_RS02490,2.08e-55,163,98.925,2.07e-55,163,98.925
BAB_RS23235,BME_RS02485,4.24e-71,203,98.98,4.21e-71,203,98.98
BAB_RS23240,BME_RS02480,1.37e-134,370,100,1.36e-134,370,100
BAB_RS23245,BME_RS02475,2.34e-173,473,100,2.33e-173,473,100
BAB_RS23250,BME_RS02470,0,902,99.553,0,902,99.553
BAB_RS23255,BME_RS02465,4.77e-57,167,100,4.74e-57,167,100
BAB_RS23260,BME_RS02460,1.08e-82,234,100,1.07e-82,234,100
BAB_RS23265,BME_RS02455,1.92e-122,338,100,1.91e-122,338,100
BAB_RS23270,BME_RS02450,1.22e-70,202,99.057,1.21e-70,202,99.057
BAB_RS23275,BME_RS02445,0,551,100,0,551,100
BAB_RS23280,BME_RS02440,0,742,99.726,0,742,99.726
BAB_RS23285,BME_RS02435,0,543,99.245,0,543,99.245
BAB_RS23290,BME_RS02430,0,797,99.739,0,797,99.739
BAB_RS23295,BME_RS02425,3.18e-134,370,98.913,3.16e-134,370,98.913
BAB_RS23300,BME_RS02420,2.44e-41,125,100,2.42e-41,125,100
BAB_RS23305,BME_RS02415,0,625,100,0,625,100
BAB_RS23310,BME_RS02410,0,1029,99.805,0,1029,99.805
BAB_RS23315,BME_RS02405,1.83e-151,415,100,1.82e-151,415,100
BAB_RS23320,BME_RS02400,0,513,99.6,0,513,99.6
BAB_RS23325,BME_RS02395,0,746,99.728,0,746,99.728
BAB_RS23330,BME_RS02390,1.22e-124,344,98.795,1.21e-124,344,98.795
BAB_RS23335,BME_RS02385,1.72e-120,333,99.375,1.71e-120,333,99.375
BAB_RS23340,BME_RS02380,7.95e-131,361,100,7.91e-131,361,100
BAB_RS23345,BME_RS02375,0,607,99.322,0,607,99.322
BAB_RS23350,BME_RS02370,0,866,99.769,0,866,99.769
BAB_RS23355,BME_RS02365,2.66e-140,385,100,2.65e-140,385,100
BAB_RS23360,BME_RS02360,0,1244,99.678,0,1244,99.678
BAB_RS23365,BME_RS02355,0,1251,99.201,0,1251,99.201
BAB_RS23370,BME_RS02350,2.15e-118,328,100,2.14e-118,328,100
BAB_RS23375,BME_RS02345,0,703,99.42,0,703,99.42
BAB_RS23380,BME_RS02340,1e-58,171,96.512,9.95e-59,171,96.512
BAB_RS23385,BME_RS02335,0,630,100,0,630,100
BAB_RS23390,BME_RS02330,4.19e-117,325,99.39,4.16e-117,325,99.39
BAB_RS23395,BME_RS02325,2.38e-69,198,100,2.37e-69,198,100
BAB_RS23400,BME_RS02320,2.9e-151,414,99.5,2.89e-151,414,99.5
BAB_RS23405,BME_RS02315,0,843,99.527,0,843,99.527
BAB_RS23410,BME_RS02310,1.62e-153,420,99.517,1.61e-153,420,99.517
BAB_RS23415,BME_RS02305,1.14e-162,444,100,1.13e-162,444,100
BAB_RS23420,BME_RS02300,0,674,100,0,674,100
BAB_RS23425,BME_RS02295,0,624,100,0,624,100
BAB_RS23430,BME_RS02290,0,1884,99.368,0,1884,99.368
BAB_RS23435,BME_RS02285,0,1377,99.419,0,1377,99.419
BAB_RS23440,BME_RS02280,4.13e-122,338,99.405,4.11e-122,338,99.405
BAB_RS23445,BME_RS02275,0,677,99.388,0,677,99.388
BAB_RS23450,BME_RS02270,5.98e-168,458,100,5.94e-168,458,100
BAB_RS23455,BME_RS02265,1.58e-112,312,100,1.57e-112,312,100
BAB_RS23460,BME_RS02260,0,615,100,0,615,100
BAB_RS23465,BME_RS02255,0,1185,99.478,0,1185,99.478
BAB_RS23470,BME_RS02250,0,602,100,0,602,100
BAB_RS23475,BME_RS02245,0,1503,99.726,0,1503,99.726
BAB_RS23480,BME_RS02240,8.77e-43,129,100,8.72e-43,129,100
BAB_RS23485,BME_RS02235,7.24e-113,313,100,7.2e-113,313,100
BAB_RS23490,BME_RS02230,2.64e-50,150,100,1.67e-50,150,100
BAB_RS23495,BME_RS02225,1.1e-35,133,100,1.09e-35,133,100
BAB_RS23500,BME_RS02220,0,639,99.688,0,639,99.688
BAB_RS23505,BME_RS02215,0,811,100,0,811,100
BAB_RS23510,BME_RS02210,0,657,99.689,0,657,99.689
BAB_RS23515,BME_RS02205,0,542,99.64,0,542,99.64
BAB_RS23520,BME_RS02200,0,700,100,0,700,100
BAB_RS23525,BME_RS02195,0,576,100,0,576,100
BAB_RS23530,BME_RS02190,0,575,99.298,0,575,99.298
BAB_RS23535,BME_RS02185,0,594,99.338,0,594,99.338
BAB_RS23540,BME_RS02180,0,661,100,0,661,100
BAB_RS23560,BME_RS02170,2.4e-57,167,100,2.38e-57,167,100
BAB_RS23565,BME_RS02165,6.68e-81,229,97.391,6.64e-81,229,97.391
BAB_RS23570,BME_RS02160,0,558,99.638,0,558,99.638
BAB_RS23575,BME_RS02155,0,810,99.749,0,810,99.749
BAB_RS23585,BME_RS02145,6.11e-65,187,100,6.08e-65,187,100
BAB_RS23590,BME_RS02140,1.81e-55,164,100,1.78e-55,164,100
BAB_RS23595,BME_RS02135,0,596,100,0,596,100
BAB_RS23600,BME_RS02130,6.11e-146,400,100,6.08e-146,400,100
BAB_RS23605,BME_RS02125,3.72e-153,419,99.043,3.7e-153,419,99.043
BAB_RS23610,BME_RS02120,6.86e-172,469,100,6.83e-172,469,100
BAB_RS23615,BME_RS02115,5.14e-92,258,100,5.11e-92,258,100
BAB_RS23620,BME_RS02110,0,761,99.733,0,761,99.733
BAB_RS23625,BME_RS02105,0,650,99.686,0,650,99.686
BAB_RS23630,BME_RS02100,4.44e-11,46.6,100,4.41e-11,46.6,100
BAB_RS23635,BME_RS02095,0,539,100,0,539,100
BAB_RS23640,BME_RS02090,4.91e-49,145,98.649,4.89e-49,145,98.649
BAB_RS23645,BME_RS02085,1.7e-13,52.8,100,1.69e-13,52.8,100
BAB_RS23650,BME_RS02080,0,2079,99.614,0,2079,99.614
BAB_RS23655,BME_RS02075,0,1287,99.845,0,1287,99.845
BAB_RS23660,BME_RS02070,0,546,100,0,546,100
BAB_RS23670,BME_RS02065,1.33e-157,439,100,1.32e-157,439,100
BAB_RS23675,BME_RS02060,0,787,100,0,787,100
BAB_RS23680,BME_RS02055,0,753,99.728,0,753,99.728
BAB_RS23685,BME_RS02050,0,851,99.526,0,851,99.526
BAB_RS23695,BME_RS02040,0,885,99.767,0,885,99.767
BAB_RS23700,BME_RS02035,8.04e-55,160,98.718,7.99e-55,160,98.718
BAB_RS23705,BME_RS02030,1.29e-08,40.4,100,1.29e-08,40.4,100
BAB_RS23710,BME_RS02025,0,616,99.671,0,616,99.671
BAB_RS23715,BME_RS02020,0,544,99.242,0,544,99.242
BAB_RS23725,BME_RS02015,0,845,99.041,0,845,99.041
BAB_RS23730,BME_RS02010,6.03e-139,383,99.51,5.99e-139,383,99.51
BAB_RS23735,BME_RS02005,7.88e-135,375,99.471,6.07e-135,375,99.471
BAB_RS23740,BME_RS02000,0,970,99.37,0,970,99.37
BAB_RS23745,BME_RS01995,2.3e-66,191,100,2.29e-66,191,100
BAB_RS23750,BME_RS01990,1.09e-155,426,98.605,1.08e-155,426,98.605
BAB_RS23760,BME_RS15965,0,797,96.814,0,797,96.814
BAB_RS23765,BME_RS01980,5.48e-151,414,98.592,5.45e-151,414,98.592
BAB_RS23770,BME_RS01975,0,668,100,0,668,100
BAB_RS23775,BME_RS01970,2.38e-89,262,100,2.38e-89,262,100
BAB_RS23780,BME_RS01965,0,666,99.392,0,666,99.392
BAB_RS23785,BME_RS01960,0,642,100,0,642,100
BAB_RS23790,BME_RS01955,0,955,99.366,0,955,99.366
BAB_RS23795,BME_RS01950,4.36e-75,214,99.048,4.34e-75,214,99.048
BAB_RS23815,BME_RS01925,0,1823,100,0,1823,100
BAB_RS23840,BME_RS01905,0,558,100,0,558,100
BAB_RS23845,BME_RS01900,0,976,99.793,0,976,99.793
BAB_RS23850,BME_RS01895,3.1e-138,381,100,3.09e-138,381,100
BAB_RS23855,BME_RS01890,1.03e-124,345,99.419,1.02e-124,345,99.419
BAB_RS23860,BME_RS01885,7.48e-144,394,99.474,7.44e-144,394,99.474
BAB_RS23865,BME_RS01880,2.83e-153,420,100,2.81e-153,420,100
BAB_RS23870,BME_RS01875,0,595,99.656,0,595,99.656
BAB_RS23875,BME_RS01870,0,1503,99.725,0,1503,99.725
BAB_RS23880,BME_RS01865,3.62e-119,330,98.78,3.6e-119,330,98.78
BAB_RS23885,BME_RS01860,0,623,100,0,623,100
BAB_RS23890,BME_RS01855,0,711,99.712,0,711,99.712
BAB_RS23895,BME_RS01850,5.71e-113,314,100,5.68e-113,314,100
BAB_RS23900,BME_RS01845,1.33e-11,48.1,100,1.32e-11,48.1,100
BAB_RS23905,BME_RS01840,1.59e-102,286,99.291,1.58e-102,286,99.291
BAB_RS23910,BME_RS01835,0,688,99.701,0,688,99.701
BAB_RS23915,BME_RS01830,1.54e-14,57.4,98.148,2.42e-20,72,98.148
BAB_RS23920,BME_RS01825,0,535,100,0,535,100
BAB_RS23925,BME_RS01820,9.61e-53,155,100,9.55e-53,155,100
BAB_RS23930,BME_RS01815,4.08e-140,385,98.947,4.06e-140,385,98.947
BAB_RS23935,BME_RS01810,0,957,98.967,0,957,98.967
BAB_RS23940,BME_RS01805,1.21e-93,264,99.301,1.2e-93,264,99.301
BAB_RS23945,BME_RS01800,5.48e-79,224,100,5.44e-79,224,100
BAB_RS23950,BME_RS15950,2.42e-99,289,90.26,2.4e-99,289,90.26
BAB_RS23960,BME_RS01780,0,619,100,0,619,100
BAB_RS23965,BME_RS01775,8.01e-115,319,99.39,8.45e-115,319,99.39
BAB_RS23970,BME_RS01770,0,554,98.94,0,554,98.94
BAB_RS23980,BME_RS01760,0,534,99.624,0,534,99.624
BAB_RS23985,BME_RS01755,0,762,99.475,0,762,99.475
BAB_RS23990,BME_RS01750,0,820,100,0,820,100
BAB_RS23995,BME_RS01745,5.72e-113,314,100,5.69e-113,314,100
BAB_RS24000,BME_RS01740,1.03e-113,315,100,1.03e-113,315,100
BAB_RS24005,BME_RS01735,3.2e-48,143,98.592,3.19e-48,143,98.592
BAB_RS24010,BME_RS01730,0,507,100,0,507,100
BAB_RS24015,BME_RS01725,0,618,99.346,0,618,99.346
BAB_RS24020,BME_RS01715,0,889,99.556,0,889,99.556
BAB_RS24025,BME_RS01710,0,930,98.925,0,930,98.925
BAB_RS24030,BME_RS01705,0,865,100,0,865,100
BAB_RS24035,BME_RS01700,6.42e-126,347,98.817,6.39e-126,347,98.817
BAB_RS24040,BME_RS01695,0,1077,99.812,0,1077,99.812
BAB_RS24045,BME_RS01690,0,790,99.744,0,790,99.744
BAB_RS24050,BME_RS01685,0,617,99.686,0,617,99.686
BAB_RS24055,BME_RS01680,0,553,99.635,0,553,99.635
BAB_RS24060,BME_RS01675,0,929,99.346,0,929,99.346
BAB_RS24065,BME_RS01670,0,1311,99.845,0,1311,99.845
BAB_RS24070,BME_RS01665,0,896,99.777,0,896,99.777
BAB_RS24075,BME_RS01660,0,991,99.795,0,991,99.795
BAB_RS24085,BME_RS01650,1.4e-124,344,100,1.4e-124,344,100
BAB_RS24090,BME_RS01645,0,902,99.774,0,902,99.774
BAB_RS24095,BME_RS01640,0,699,99.719,0,699,99.719
BAB_RS24100,BME_RS01635,2.89e-108,301,99.333,2.87e-108,301,99.333
BAB_RS24105,BME_RS01630,7.68e-171,466,100,7.64e-171,466,100
BAB_RS24110,BME_RS01625,2.26e-110,306,98.658,2.25e-110,306,98.658
BAB_RS24115,BME_RS01620,0,681,99.711,0,681,99.711
BAB_RS24120,BME_RS01615,1.58e-147,405,100,1.57e-147,405,100
BAB_RS24125,BME_RS01610,5.78e-128,353,100,5.75e-128,353,100
BAB_RS24130,BME_RS01605,6.64e-121,335,99.405,6.6e-121,335,99.405
BAB_RS24135,BME_RS01600,0,794,100,0,794,100
BAB_RS24140,BME_RS01595,8.37e-162,442,100,8.32e-162,442,100
BAB_RS24145,BME_RS01590,0,702,99.714,0,702,99.714
BAB_RS24150,BME_RS01585,1.43e-137,378,100,1.42e-137,378,100
BAB_RS24155,BME_RS01580,0,529,99.24,0,529,99.24
BAB_RS24160,BME_RS01575,0,691,99.713,0,691,99.713
BAB_RS24165,BME_RS01570,0,681,100,0,681,100
BAB_RS24170,BME_RS01565,0,1359,99.559,0,1359,99.559
BAB_RS24175,BME_RS01560,1.02e-51,152,100,1.01e-51,152,100
BAB_RS24180,BME_RS01555,0,507,100,0,507,100
BAB_RS24185,BME_RS01550,6.34e-166,454,99.565,6.3e-166,454,99.565
BAB_RS24190,BME_RS01545,3.43e-132,365,100,3.41e-132,365,100
BAB_RS24195,BME_RS01540,3.18e-104,290,100,3.17e-104,290,100
BAB_RS24200,BME_RS01535,4.83e-176,481,99.19,4.8e-176,481,99.19
BAB_RS24205,BME_RS01530,0,561,100,0,561,100
BAB_RS24210,BME_RS01525,8.34e-144,395,99.495,8.29e-144,395,99.495
BAB_RS24215,BME_RS01520,3.95e-87,245,100,3.92e-87,245,100
BAB_RS24220,BME_RS01515,1.71e-57,168,100,1.7e-57,168,100
BAB_RS24225,BME_RS01510,0,1367,99.849,0,1367,99.849
BAB_RS24230,BME_RS01505,0,683,99.701,0,683,99.701
BAB_RS24235,BME_RS01500,0,795,99.747,0,795,99.747
BAB_RS24240,BME_RS01495,2.31e-46,139,100,2.29e-46,139,100
BAB_RS24245,BME_RS01490,0,1304,99.686,0,1304,99.686
BAB_RS24250,BME_RS01485,1.12e-41,126,100,1.11e-41,126,100
BAB_RS24255,BME_RS01480,2.78e-118,333,96.591,2.77e-118,333,96.591
BAB_RS24260,BME_RS01475,2.21e-97,273,100,2.19e-97,273,100
