Abortus2308,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS23430,SMc02705,0,874,50.679,0,886,50.679
BAB_RS23435,SMc02706,0,811,60.926,0,813,60.926
BAB_RS23440,SMc02707,1.19e-50,158,49.383,5.01e-51,158,54.11
BAB_RS23445,SMc02708,2.68e-159,446,67.273,1.55e-169,471,67.273
BAB_RS23455,SMc02711,2.88e-48,150,50.331,1.56e-48,150,50.331
BAB_RS23460,SMc02712,1.16e-106,310,56.098,5.83e-107,310,56.098
BAB_RS23465,SMc02717,0,969,81.541,0,969,81.541
BAB_RS23470,SMc02724,1.03e-104,305,59.364,1.2e-106,310,59.364
BAB_RS23475,SMc02725,0,1089,74.894,0,1108,74.441
BAB_RS23485,SMc00681,4.73e-64,191,56.863,2.39e-64,191,56.863
BAB_RS23495,SMc02603,3.69e-29,115,28.71,9.48e-32,122,29.927
BAB_RS23505,SMc02729,8.02e-155,440,53.808,3.07e-157,446,53.96
BAB_RS23510,SMc02737,1.94e-145,410,66.349,7.85e-151,423,66.349
BAB_RS23515,SMc02738,1.17e-124,354,63.177,3.24e-115,329,63.177
BAB_RS23520,SMc02739,2.35e-146,414,60.58,1.19e-146,414,60.58
BAB_RS23525,SMc00790,2.94e-161,447,78.309,4.24e-158,438,80.309
BAB_RS23530,SMc00789,6.64e-151,421,73.404,3.33e-151,421,73.404
BAB_RS23535,SMc00788,1.31e-142,401,70.53,9.68e-149,416,70.53
BAB_RS23540,SMc00787,0,519,75.15,0,519,75.15
BAB_RS23565,SMc05009,3.85e-28,97.1,62.353,2.73e-28,97.1,62.353
BAB_RS23570,SMc00649,9.74e-87,258,50.189,4.88e-87,258,50.189
BAB_RS23575,SMc00659,0,592,74.869,0,600,73.98
BAB_RS23585,SMc00657,1.42e-61,179,92.308,7.16e-62,179,92.308
BAB_RS23590,SMc00656,1.15e-36,117,53.846,5.53e-37,117,53.846
BAB_RS23595,SMc00650,5.15e-23,95.1,27.978,1.72e-18,81.6,27.299
BAB_RS23600,SMc00651,2.64e-83,243,67.066,2.79e-83,242,67.066
BAB_RS23605,SMc00652,1.56e-89,260,61.951,8.27e-90,260,61.951
BAB_RS23610,SMc00654,8.74e-157,431,92.92,4.41e-157,431,92.92
BAB_RS23615,SMc00655,6.23e-44,137,65.138,2.8e-44,137,65.138
BAB_RS23630,SMc00758,8.78e-11,46.6,100,4.41e-11,46.6,100
BAB_RS23650,SMc00776,0,743,49.88,0,797,43.331
BAB_RS23655,SMc00838,2.77e-52,187,26.688,8.91e-57,199,26.72
BAB_RS23660,SMc00773,7.31e-164,452,81.716,3.67e-164,452,81.716
BAB_RS23670,SMc00772,2.89e-97,286,68.182,2.55e-107,311,68.182
BAB_RS23675,SMc00771,0,578,72.032,0,578,72.032
BAB_RS23680,SMc00770,0,547,70.523,0,547,70.523
BAB_RS23685,SMc00769,0,627,66.242,0,630,66.242
BAB_RS23695,SMc00768,0,839,93.007,0,839,93.007
BAB_RS23700,SMc00767,7.52e-41,126,81.333,3.83e-41,126,81.333
BAB_RS23730,SMa1096,3.62e-11,56.6,34.228,2.24e-08,47.8,33.557
BAB_RS23750,SM_b20307,4.86e-78,231,56.808,3.28e-82,241,56.808
BAB_RS23760,SM_b20312,0,554,70.223,0,557,70.223
BAB_RS23765,SM_b20313,1.08e-123,347,81.604,1.12e-115,326,81.604
BAB_RS23770,SM_b20314,0,550,88.485,0,567,88.485
BAB_RS23775,SMc02041,3.1e-79,237,48.617,5.16e-75,225,48.617
BAB_RS23780,SM_b20712,4.58e-44,150,34.948,2.16e-44,150,34.948
BAB_RS23785,SM_b20854,4.98e-74,229,43.807,2.48e-74,229,43.807
BAB_RS23790,SM_b20713,2.17e-145,424,45.621,1.13e-145,424,45.621
BAB_RS23835,SMc03222,7.56e-19,86.7,93.478,4.39e-19,86.3,93.478
BAB_RS23845,SMc02780,0,640,62.839,0,614,62.839
BAB_RS23855,SMc00738,6.86e-46,145,47.826,3.39e-46,145,47.826
BAB_RS23860,SMc00737,7.43e-115,322,78.947,3.64e-115,322,78.947
BAB_RS23865,SMc00736,2.05e-71,214,54.46,2.13e-74,221,54.46
BAB_RS23870,SMc00735,1.83e-132,375,63.636,6.57e-135,380,63.636
BAB_RS23875,SMc02581,0,1107,73.743,0,1107,73.743
BAB_RS23880,SMc01229,1.69e-68,203,62.733,8.74e-69,203,62.733
BAB_RS23885,SMc00646,0,507,80.731,3.36e-178,491,80.731
BAB_RS23890,SMc00647,9.24e-155,436,66.261,4.59e-155,436,66.261
BAB_RS23895,SMc00648,3.29e-20,78.6,40.31,1.33e-20,78.6,40.31
BAB_RS23905,SMc02510,1.54e-52,160,59.843,7.82e-53,160,59.843
BAB_RS23915,SMc00796,1.82e-14,58.2,75.472,1.45e-15,60.1,74.074
BAB_RS23920,SMc01504,1.06e-145,406,75.379,5.32e-146,406,75.379
BAB_RS23925,SMc01505,7.63e-15,59.7,66.667,2.83e-15,59.7,66.667
BAB_RS23930,SMc01506,3.63e-105,297,79.429,1.77e-105,297,79.429
BAB_RS23945,SMc01509,3.17e-12,56.6,37.5,2.9e-09,48.1,37.5
BAB_RS23950,SMc00885,5.54e-11,58.5,35.714,6.17e-13,62.8,35.652
BAB_RS23960,SMc02085,3.48e-90,270,52.542,1.78e-89,267,59.438
BAB_RS23965,SMc02084,1.86e-56,171,64.964,1.18e-47,148,63.83
BAB_RS23970,SMc01515,6.63e-12,62,31.373,4.9e-09,52.8,30.46
BAB_RS23985,SMc04351,0,541,70.213,0,516,70.213
BAB_RS23990,SMc04350,3.07e-144,414,57.963,2.69e-149,426,56.675
BAB_RS23995,SMc00461,7.55e-73,213,70.27,3.87e-73,213,70.27
BAB_RS24010,SMc01162,1.98e-110,317,60.643,9.96e-111,317,60.643
BAB_RS24015,SMc00359,2.73e-160,448,72.477,2.84e-173,480,72.477
BAB_RS24025,SMc00644,4.85e-66,223,40.525,5.43e-67,226,40.909
BAB_RS24030,SMc00643,0,678,75,0,678,75
BAB_RS24040,SMc00641,0,857,78.491,0,839,78.491
BAB_RS24045,SMc00640,0,661,82.097,0,654,82.507
BAB_RS24055,SMc00638,6.64e-67,207,44.689,3.35e-67,207,44.689
BAB_RS24060,SMc00637,0,683,72.667,0,680,73.363
BAB_RS24065,SMc04459,0,1038,80.835,0,1037,80.835
BAB_RS24070,SMc02940,4.3e-49,171,35.388,3.97e-50,173,36.073
BAB_RS24075,SMc02941,1.02e-51,176,37.457,7.15e-49,167,37.931
BAB_RS24085,SMc02942,1.19e-83,241,80.606,3.92e-99,280,80.606
BAB_RS24090,SMc04461,0,682,75.52,0,682,75.52
BAB_RS24095,SMc03956,6.74e-112,328,54.945,2.74e-95,285,54.017
BAB_RS24100,SMc03957,7.55e-75,218,78.523,8.74e-76,219,78.523
BAB_RS24105,SMc03958,5.63e-135,377,80.342,2.87e-135,377,80.342
BAB_RS24110,SMc03960,1.2e-41,133,49.286,6.1e-42,133,49.286
BAB_RS24115,SMc03965,0,558,82.133,0,558,82.133
BAB_RS24120,SMc03966,3.25e-103,294,80.488,8.09e-103,292,80.488
BAB_RS24125,SMc03967,7.97e-91,259,78.235,3.06e-91,260,78.235
BAB_RS24130,SMc03989,1.68e-58,179,57.927,9.85e-59,179,57.927
BAB_RS24135,SMc04381,1.42e-140,403,53.631,3.36e-134,386,53.631
BAB_RS24140,SMc03996,9.11e-83,243,59.906,5.83e-79,233,60.19
BAB_RS24145,SMc03995,9.69e-88,266,46.474,1.39e-87,265,48.958
BAB_RS24150,SMc00357,4.18e-60,183,46.237,2.13e-60,183,46.237
BAB_RS24155,SMc03994,2.74e-135,380,69.202,1.39e-135,380,69.202
BAB_RS24160,SMc03993,1.87e-139,398,63.352,2.16e-120,348,63.352
BAB_RS24165,SMc03992,0,507,72.595,0,507,72.595
BAB_RS24170,SMc03991,0,731,66.781,0,732,67.014
BAB_RS24175,SMc03990,4.09e-41,126,79.452,2.06e-41,126,79.452
BAB_RS24180,SMc03969,8.65e-156,430,82.661,4.35e-156,430,82.661
BAB_RS24185,SMc03258,1.02e-24,95.1,33.18,5.13e-25,95.1,33.18
BAB_RS24190,SMc00964,9.86e-12,58.5,33.557,2.86e-12,59.3,33.553
BAB_RS24200,SMc03171,1.89e-108,310,68.443,2.95e-111,317,69.008
BAB_RS24205,SMc03973,2.79e-164,453,81.439,1.36e-164,453,81.439
BAB_RS24210,SMc03974,2.17e-66,200,55.435,1.07e-66,200,55.435
BAB_RS24215,SMc03976,1.07e-47,147,59.664,5.53e-48,147,59.664
BAB_RS24220,SMc03977,1.12e-31,103,64.773,5.55e-32,103,64.773
BAB_RS24225,SMc03978,0,974,75.189,0,1016,75.189
BAB_RS24230,SMc03979,0,558,81.25,0,558,81.25
BAB_RS24235,SMc03981,0,547,70.781,0,568,70.781
BAB_RS24240,SMc03986,1.88e-11,51.2,50,3.1e-09,44.3,53.125
BAB_RS24245,SMc04095,0,898,68.976,0,913,68.976
BAB_RS24255,SMc00107,3.72e-42,140,40,1.24e-43,144,40
BAB_RS24265,SMc04094,5.08e-130,363,75.758,2.58e-130,363,75.758
BAB_RS24270,SMc00034,3.28e-119,344,57.055,1.61e-119,344,57.055
BAB_RS24275,SMc03988,4.58e-13,55.1,52.381,2.27e-13,55.1,52.381
BAB_RS24290,SMc03999,3.86e-18,67.4,58.929,1.88e-18,67.4,58.929
BAB_RS24295,SMc04000,2.1e-25,86.7,74.627,8.96e-26,86.7,74.627
BAB_RS24300,SMc04001,5.79e-82,236,85.443,1.61e-81,235,85.443
BAB_RS24305,SMc04002,5.61e-160,450,64.897,1.41e-155,438,64.897
BAB_RS24310,SMc04003,2.32e-19,69.3,82.927,1.17e-19,69.3,82.927
BAB_RS24315,SMc04004,7.77e-58,179,49.711,1.19e-58,181,47.872
BAB_RS24320,SMc04005,0,768,79.749,0,768,79.749
BAB_RS24325,SMc04006,4.69e-67,198,69.118,2.23e-67,198,69.118
BAB_RS24330,SMc04007,2.15e-102,296,60.938,3.51e-109,313,60.938
BAB_RS24335,SMc04009,8.01e-22,79,63.291,1.16e-21,77.8,63.291
BAB_RS24340,SMc03866,0,820,69.779,0,822,69.477
BAB_RS24350,SMc03867,7.15e-71,213,49.029,3.56e-71,213,49.029
BAB_RS24355,SMc03869,1.17e-161,452,68.506,9.45e-164,457,67.937
BAB_RS24360,SMc03870,2.3e-146,429,53.219,5.39e-159,461,53.719
BAB_RS24365,SMc03871,3.31e-69,210,47.863,1.64e-69,210,47.863
BAB_RS24370,SMc03872,0,601,63.002,0,605,62.5
BAB_RS24380,SMc03873,2.19e-122,350,63.704,2.12e-122,349,63.704
BAB_RS24390,SMc03874,5.31e-116,325,85.864,2.64e-116,325,85.864
BAB_RS24395,SMc03875,1.59e-66,193,82.143,7.98e-67,193,82.143
BAB_RS24400,SMc03876,8.08e-41,130,57.377,4.37e-41,130,57.377
BAB_RS24405,SMc03877,0,1248,73.231,0,1246,69.913
BAB_RS24410,SMc03879,0,650,80.916,0,650,80.916
BAB_RS24420,SMc03881,1.13e-37,117,93.22,5.87e-38,117,93.22
BAB_RS24425,SMc03883,3.85e-95,277,61.792,1.89e-96,280,58.874
BAB_RS24430,SMc03884,1.85e-116,335,68.35,5.19e-127,361,68.35
BAB_RS24435,SMc03888,0,693,86.064,0,701,84.726
BAB_RS24440,SM_b21010,5.29e-110,315,59.375,2.61e-110,315,59.375
BAB_RS24450,SMc03895,0,2008,84.508,0,2008,84.508
BAB_RS24460,SMc01946,0,560,70,0,560,70
BAB_RS24465,SMc01947,1.55e-47,145,59.649,7.77e-48,145,59.649
BAB_RS24470,SMc01948,2.23e-141,394,81.092,1.09e-141,394,81.092
BAB_RS24475,SMc01949,3.21e-155,439,80,3.18e-161,452,78.967
BAB_RS24480,SMc01950,0,706,78.214,0,714,78.214
BAB_RS24485,SMc01951,1.19e-175,485,78.477,5.93e-176,485,78.477
BAB_RS24490,SM_b20268,0,548,77.879,0,548,77.879
BAB_RS24495,SM_b20267,6.16e-152,434,53.056,1.76e-152,435,54.156
BAB_RS24505,SMc00562,2.21e-49,153,53.191,1.15e-49,153,53.191
BAB_RS24510,SMc02502,2.11e-54,165,58.519,1.07e-54,165,58.519
BAB_RS24515,SMc02501,0,852,84.706,0,834,90.287
BAB_RS24520,SMc02500,2.27e-161,448,79.592,7.13e-165,456,80.272
BAB_RS24525,SMc02499,0,954,92.717,0,954,92.717
BAB_RS24530,SMc02498,4.13e-94,269,73.118,2.1e-94,269,73.118
BAB_RS24535,SMc02497,4.11e-08,46.6,46.535,4.32e-28,97.4,42.647
BAB_RS24540,SMc02496,0,1055,71.946,0,1076,71.946
BAB_RS24545,SMc02495,1.03e-140,389,85.714,5.2e-141,389,85.714
BAB_RS24550,SMc02803,5.74e-26,96.3,40.217,5.06e-28,100,40.217
BAB_RS24555,SMc02804,0,1348,73.583,0,1365,73.583
BAB_RS24560,SMc02812,4.09e-107,305,68.807,1.99e-107,305,68.807
BAB_RS24570,SMc00137,1.1e-36,117,56.627,5.14e-37,117,56.627
BAB_RS24575,SMc04093,0,1146,84.462,0,1168,84.462
BAB_RS24580,SMc04092,4.46e-16,63.5,72.549,1.91e-14,58.9,72.549
BAB_RS24585,SMc04091,4.41e-150,422,68.308,1.73e-150,422,68.615
BAB_RS24590,SMc04090,3.95e-175,497,56.652,2.01e-175,497,56.652
BAB_RS24595,SMc04089,6.72e-167,484,47.059,1.67e-168,487,47.059
BAB_RS24600,SMc04088,0,763,72.862,0,777,72.862
BAB_RS24605,SMc04087,4.75e-169,479,61.979,1.51e-173,489,61.979
BAB_RS24610,SMc04085,0,1576,52.528,0,1558,52.821
BAB_RS24625,SMc00853,2.46e-32,113,40.373,1.28e-32,112,40.373
BAB_RS24630,SMc03859,3.57e-60,179,79.612,1.94e-62,184,78.899
BAB_RS24635,SMc03858,2.93e-47,144,75,1.64e-41,129,75
BAB_RS24640,SMc03857,0,694,82.158,0,733,84.679
BAB_RS24645,SMc04411,6.81e-138,387,70.722,3.4e-138,387,70.722
BAB_RS24650,SMc04083,5.02e-117,330,70.616,2.67e-117,330,70.616
BAB_RS24655,SMc04084,1.94e-119,342,62.799,7.86e-127,360,62.799
BAB_RS24665,SMc00781,0,739,71.285,0,743,71.285
BAB_RS24670,SMc00780,1.93e-138,390,63.356,9.71e-139,390,63.356
BAB_RS24675,SMa1162,4.95e-12,60.5,31.98,4.9e-08,48.5,31.22
BAB_RS24680,SMc02320,1.05e-28,96.3,59.524,5.26e-29,96.3,59.524
BAB_RS24685,SMc03785,1.62e-90,259,73.006,7.64e-91,259,73.006
BAB_RS24690,SMc03783,0,626,70.522,0,626,70.522
BAB_RS24695,SMc03782,3.5e-124,366,48.418,1.21e-126,372,49.292
BAB_RS24705,SMc03781,4.35e-70,207,60.947,2.07e-70,207,60.947
BAB_RS24710,SMc03780,1.97e-44,140,67.021,1.31e-44,140,67.021
BAB_RS24715,SMc03778,5.3e-98,281,70.466,2.32e-98,281,70.466
BAB_RS24720,SMc03777,0,623,72.3,0,623,72.3
BAB_RS24725,SMc03776,0,516,70.321,1.82e-178,498,70.321
BAB_RS24730,SMc03775,1.73e-163,459,78.528,1.27e-173,484,77.477
BAB_RS24740,SM_b21153,9.15e-17,71.6,31.325,9.37e-15,65.1,31.325
BAB_RS24745,SMc03773,1.91e-81,239,58.011,9.35e-82,239,58.011
BAB_RS24750,SMc03772,1.01e-51,154,86.517,5.07e-52,154,86.517
BAB_RS24755,SMc03770,2.6e-46,144,70.297,1.55e-46,144,68.571
BAB_RS24760,SMc03779,8.28e-16,59.7,93.333,4.16e-16,59.7,93.333
BAB_RS24805,SMc03220,1.56e-77,270,88.439,6.35e-78,271,88.439
BAB_RS24830,SMc02432,0,642,51.659,0,627,51.545
BAB_RS24835,SMc01575,1.02e-132,389,49.17,4.88e-133,389,49.17
BAB_RS24840,SMc02433,0,1419,80.533,0,1435,80.533
BAB_RS24845,SMc02434,2.89e-40,136,57.037,1.83e-46,151,60.606
BAB_RS24850,SMc02435,1.08e-86,259,49.11,4.43e-89,264,48.763
BAB_RS24855,SMc02436,0,555,75.775,0,555,75.775
BAB_RS24860,SMc02437,0,1123,72.487,0,1112,72.487
BAB_RS24865,SMc02438,0,744,86.288,0,744,86.288
BAB_RS24870,SMc02440,1.06e-125,354,68.016,2.61e-130,365,68.016
BAB_RS24880,SMc02441,1.58e-50,155,47.887,7.99e-51,155,47.887
BAB_RS24885,SMc02442,9.14e-124,352,62.454,2.53e-121,345,62.454
BAB_RS24890,SMc02443,5.01e-30,99.8,61.446,2.52e-30,99.8,61.446
BAB_RS24895,SMc02444,2.62e-76,229,51.477,3.84e-79,236,51.477
BAB_RS24900,SMc02445,3.54e-115,332,63.287,7.95e-121,345,63.287
BAB_RS24905,SMc03237,8.93e-174,489,61,4.86e-164,464,60.697
BAB_RS24920,SMc03234,1.56e-161,468,49.362,6.31e-144,422,52.795
BAB_RS24925,SMc03233,2.67e-23,99.4,33.784,5.42e-35,132,32.544
BAB_RS24930,SMc03232,1.56e-33,118,38.559,7.84e-34,118,38.559
BAB_RS24935,SMc03231,2.46e-137,389,63.259,1.22e-137,389,63.259
BAB_RS24940,SMc03230,0,532,72.5,0,532,72.5
BAB_RS24945,SMc03229,2.92e-77,237,45.231,5.92e-72,223,45.231
BAB_RS24950,SMc03228,3.85e-34,110,57.895,6.07e-32,104,57.895
BAB_RS24955,SMc03227,6.11e-82,235,77.698,3.09e-82,235,77.698
BAB_RS24960,SMc03226,6.65e-96,276,65.534,3.34e-96,276,65.534
BAB_RS24965,SM_b20040,4.43e-126,358,65.035,1.03e-111,321,65.035
BAB_RS24970,SM_b20039,0,525,58.744,0,551,58.744
BAB_RS24975,SMc03808,0,1045,63.731,0,1056,64.426
BAB_RS24980,SMc03807,1.95e-128,376,53.171,1.48e-136,396,52.955
BAB_RS24985,SMc03805,2.74e-152,426,71.93,1.35e-152,426,71.93
BAB_RS24990,SMc03804,0,530,67.734,0,536,67.98
BAB_RS24995,SMa1358,2.11e-36,118,48.78,1.07e-36,118,48.78
BAB_RS25000,SMc02466,6.31e-176,482,87.259,3.17e-176,482,87.259
BAB_RS25005,SMc02465,0,1042,82.871,0,1038,83.444
BAB_RS25010,SMc02464,4.99e-57,171,64.8,2.41e-57,171,64.8
BAB_RS25015,SMc02463,2.7e-52,159,58.594,1.34e-52,159,58.594
BAB_RS25025,SMc03823,0,870,90.405,0,870,90.405
BAB_RS25030,SMc03863,2.72e-65,194,70.629,3.22e-65,193,77.869
BAB_RS25060,SMc00080,1.34e-68,207,48.416,6.92e-69,207,48.416
BAB_RS25065,SMc03861,8.8e-116,328,72.646,4.35e-116,328,72.646
BAB_RS25070,SMc03860,5.36e-67,201,61.236,2.2e-75,221,61.236
BAB_RS25075,SMc02489,1.83e-141,400,68.167,2.13e-148,417,68.167
BAB_RS25080,SMc02488,3.33e-90,271,47.619,1.83e-93,279,48.026
BAB_RS25085,SMc02487,0,745,77.778,0,745,77.778
BAB_RS25090,SMc02485,2.32e-13,62.4,29.054,1.07e-13,62.4,29.054
BAB_RS25095,SMc02484,1.75e-121,340,79.812,8.87e-122,340,79.812
BAB_RS25105,SMc02483,0,629,76.978,0,603,75.54
BAB_RS25110,SMc02482,0,1691,80.677,0,1697,80.478
BAB_RS25115,SMc02481,0,517,90,0,519,90
BAB_RS25120,SMc02480,0,686,88.665,0,695,88.665
BAB_RS25125,SMc02479,0,558,87.812,0,579,87.812
BAB_RS25130,SMc02478,3.09e-168,474,61.702,1.48e-168,474,61.702
BAB_RS25135,SMc02475,1.05e-20,82,39.506,1.28e-27,99,40.782
BAB_RS25140,SMc03856,7.7e-151,422,73.356,3.07e-148,415,73.356
BAB_RS25145,SMc03855,0,544,65.882,0,569,65.882
BAB_RS25150,SMc03854,0,529,58.439,3.06e-175,499,81.967
BAB_RS25155,SMc03853,4.26e-105,299,73.558,9.31e-100,285,73.913
BAB_RS25160,SMc00708,3.35e-110,316,62.055,1.66e-110,316,62.055
BAB_RS25170,SMc02447,1.32e-08,46.2,35.714,6.99e-09,46.2,35.714
BAB_RS25175,SMc02448,1.31e-77,223,78.519,6.43e-78,223,78.519
BAB_RS25180,SMc02449,1.71e-69,214,45.122,1.05e-69,214,45.122
BAB_RS25185,SMc02450,0,601,75.545,0,593,75.545
BAB_RS25190,SMc02451,4.69e-94,278,50.752,4.45e-93,275,50.958
BAB_RS25200,SMc04458,0,1442,76.185,0,1407,76.185
BAB_RS25210,SMc00742,3.82e-162,461,53.699,1.9e-162,461,53.699
BAB_RS25255,SMa0081,1.86e-40,136,37.306,8.52e-41,136,37.306
BAB_RS25260,SM_b21096,7.6e-90,265,52.778,5.7e-85,251,52.778
BAB_RS25285,SM_b20323,8.43e-20,82,31.25,4.09e-20,82,31.25
BAB_RS25300,SMc01666,0,706,80.66,0,713,80.815
BAB_RS25310,SMc00421,3.67e-170,473,76.415,1.84e-163,455,76.415
BAB_RS25315,SMc00727,3.77e-179,493,80.969,1.89e-179,493,80.969
BAB_RS25320,SMc00728,1.57e-168,468,78.964,5.5e-168,465,78.964
BAB_RS25325,SMc00729,1.68e-136,382,79.116,6.9e-145,402,79.116
BAB_RS25330,SM_b20940,9.13e-138,384,83.7,4.87e-138,384,83.7
BAB_RS25335,SM_b20939,4.34e-69,201,79.661,2.14e-69,201,79.661
BAB_RS25340,SM_b20938,1.18e-136,382,74.37,1.07e-127,358,74.37
BAB_RS25345,SMc00731,3.56e-103,293,73.846,1.76e-103,293,73.846
BAB_RS25350,SMc00732,7.37e-12,52.4,45.763,3.7e-12,52.4,45.763
BAB_RS25355,SMc00733,3.34e-116,332,62.313,3.35e-121,344,62.313
BAB_RS25360,SMc00734,5.77e-107,310,58.633,3.75e-107,310,58.633
BAB_RS25365,SMc01271,1.51e-41,134,50.685,6.87e-42,134,50.685
BAB_RS25370,SMc00726,1.22e-72,218,54.589,6.34e-74,221,52.889
BAB_RS25375,SMc00725,0,784,81.779,0,784,81.779
BAB_RS25385,SMc00723,0,634,71.971,0,620,71.971
BAB_RS25390,SMc00722,0,610,43.825,0,610,45.07
BAB_RS25395,SMc00719,1.21e-86,250,70.455,6.52e-87,250,70.455
BAB_RS25400,SMc00709,2.16e-125,354,68.526,1.06e-125,354,68.526
BAB_RS25405,SMc00710,0,530,74.302,0,525,74.302
BAB_RS25410,SMc00711,2.4e-165,460,74.667,1.15e-165,460,74.667
BAB_RS25415,SMc00712,8.85e-25,100,25,4.42e-25,100,25
BAB_RS25420,SMc00713,2.38e-62,189,58.182,2.3e-68,203,58.182
BAB_RS25430,SMc03238,4.31e-31,103,50,1.18e-26,91.3,50
BAB_RS25435,SMc03239,4.87e-111,311,82.386,2.46e-111,311,82.386
BAB_RS25440,SMc00714,2.03e-111,319,59.302,3.58e-109,312,59.302
BAB_RS25445,SMc00715,1.43e-54,175,44.103,6.09e-56,177,43.541
BAB_RS25450,SMc00716,1.28e-114,333,61.905,6.45e-130,371,61.905
BAB_RS25455,SMc00717,6.52e-122,342,78.995,2.25e-128,358,78.995
BAB_RS25465,SMc01870,7.47e-116,328,74.561,1.31e-111,316,74.561
BAB_RS25470,SMc03809,2.74e-84,247,68.023,1.26e-87,255,61.137
BAB_RS25475,SMc03818,3.13e-132,372,65.299,1.57e-132,372,65.299
BAB_RS25480,SMc03819,1.88e-41,133,47.02,9.32e-42,133,47.02
BAB_RS25485,SMc03820,1.5e-136,380,83.7,3.11e-141,391,83.7
BAB_RS25490,SMc03821,1.42e-57,176,51.765,1.38e-53,165,51.765
BAB_RS25525,SMc00703,6.07e-52,164,54.359,7.32e-64,194,54.359
BAB_RS25530,SMc00704,3.22e-54,161,79.167,2.42e-50,150,79.545
BAB_RS25535,SMc00705,3.09e-54,174,36.948,1.53e-54,174,36.948
BAB_RS25540,SMc00109,7.45e-38,124,46.154,4.14e-38,124,46.154
BAB_RS25545,SMc04128,0,871,65.986,0,867,65.034
BAB_RS25550,SM_b20729,7.78e-20,80.5,42.478,2.16e-20,80.5,42.478
BAB_RS25560,SMc00701,0,913,71.036,0,892,72.305
BAB_RS25565,SMc00700,0,603,87.462,0,603,87.462
BAB_RS25570,SMc00699,2.97e-84,245,63.934,1.3e-84,245,63.934
BAB_RS25575,SMc00698,1.01e-38,122,64.286,4.54e-39,122,64.286
BAB_RS25580,SMc00697,0,572,66.588,0,558,66.588
BAB_RS25585,SMc00696,0,518,70.442,3.23e-177,494,70.442
BAB_RS25590,SMc00695,5.86e-64,194,52.273,2.83e-64,194,52.273
BAB_RS25595,SMc00692,1.67e-08,43.1,36.957,6.78e-09,43.1,36.957
BAB_RS25600,SMc00691,4.74e-126,360,60.797,2.77e-114,329,60.797
BAB_RS25605,SMc00690,2.89e-175,485,71.293,2.38e-163,454,71.293
BAB_RS25610,SMc00689,8.11e-109,326,48.189,2.7e-110,329,54.386
BAB_RS25615,SMc00688,3.71e-27,91.7,60.87,1.89e-27,91.7,60.87
BAB_RS25620,SMc00684,1.48e-155,441,61.719,2e-159,450,60.207
BAB_RS25625,SMc00683,7.11e-135,387,56.447,3.47e-135,387,56.447
BAB_RS25630,SMc00682,0,521,65.116,0,522,65.116
BAB_RS25645,SMc04046,6.82e-16,67,31.538,3.19e-16,67,31.538
BAB_RS25655,SMc04390,0,950,84.288,0,950,84.288
BAB_RS25660,SMc04391,6.14e-114,325,70.703,1.12e-107,308,70.703
BAB_RS25665,SMc04392,0,754,74.343,0,741,74.343
BAB_RS25670,SMc04397,0,783,75.198,0,809,75.198
BAB_RS25675,SMc04398,1.06e-139,390,74.517,2.6e-132,371,74.517
BAB_RS25685,SMc04399,0,660,86.968,0,660,86.968
BAB_RS25690,SMc04400,1.99e-179,497,70.871,2.15e-175,486,70.871
BAB_RS25695,SMc04401,6.44e-175,487,71.429,3.19e-175,487,71.429
BAB_RS25700,SMc04402,0,582,73.298,0,596,73.298
BAB_RS25710,SMc03830,0,508,78.233,2.43e-179,495,81.081
BAB_RS25715,SMc03829,2.12e-158,441,83.276,1.44e-161,448,83.276
BAB_RS25720,SMc03828,7.38e-146,406,75.665,3.71e-146,406,75.665
BAB_RS25725,SMc02802,9.79e-100,296,44.315,4.86e-100,296,44.315
BAB_RS25730,SMc02801,3.35e-126,359,61.149,1.7e-126,359,61.149
BAB_RS25735,SMc02800,1.17e-141,396,75.862,5.84e-142,396,75.862
BAB_RS25740,SMc02799,1.73e-64,196,49.749,8.71e-65,196,49.749
BAB_RS25745,SMc02798,0,851,67.213,0,829,67.213
BAB_RS25750,SMc02797,1.24e-150,432,53.409,6.17e-151,432,53.409
BAB_RS25760,SMc02796,0,815,95.455,0,815,95.455
BAB_RS25770,SMc02795,5.27e-67,200,52.299,1.51e-68,203,52.299
BAB_RS25775,SMc02794,3.64e-160,448,68.652,1.71e-160,448,68.652
BAB_RS25780,SMc02793,1.29e-127,361,65.019,5.66e-125,354,65.019
BAB_RS25785,SMc02792,8.14e-77,226,59.487,9.12e-76,223,59.487
BAB_RS25790,SMc02791,2.3e-106,308,55.556,1.15e-106,308,55.556
BAB_RS25795,SMc02790,2.8e-70,209,53.927,1.37e-70,209,53.927
BAB_RS25800,SMc02789,4.63e-107,306,64.655,2.41e-107,306,64.655
BAB_RS25805,SMc02788,1.64e-78,228,76.623,2.52e-79,229,75.641
BAB_RS25810,SMc02787,7.37e-31,108,38.509,1.77e-31,108,35.638
BAB_RS25815,SMc02786,5.53e-100,288,60.684,2.84e-95,275,60.811
BAB_RS25820,SMc02785,1.06e-135,389,58.056,2.35e-143,408,58.056
BAB_RS25825,SMc02784,4.84e-58,178,54.749,2.29e-58,178,54.749
BAB_RS25830,SMc02783,4.44e-46,143,58.929,2.21e-46,143,58.929
