Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS06340,OANT_RS13480,2.45e-115,322,88.333,1.49e-115,322,88.333
BME_RS06345,OANT_RS13485,6.55e-101,283,91.946,4.17e-101,283,91.946
BME_RS06355,OANT_RS13495,0,716,87.282,0,716,87.282
BME_RS06360,OANT_RS13500,0,654,90.884,0,654,90.884
BME_RS06365,OANT_RS13505,0,1420,85.732,0,1420,85.732
BME_RS06370,OANT_RS13510,0,563,84.639,0,563,84.639
BME_RS06375,OANT_RS13515,0,555,81.765,0,555,81.765
BME_RS06380,OANT_RS13520,0,520,91.667,0,520,91.667
BME_RS06385,OANT_RS13525,0,763,69.284,0,763,68.858
BME_RS06390,OANT_RS13530,0,525,85.948,0,514,85.948
BME_RS06395,OANT_RS13535,0,1066,96.276,0,1066,96.276
BME_RS06400,OANT_RS13545,0,922,87.625,0,922,87.625
BME_RS06405,OANT_RS13550,6.35e-15,58.9,58.182,4.04e-15,58.9,58.182
BME_RS06410,OANT_RS15410,5.29e-61,186,51.295,3.36e-49,155,50.777
BME_RS06415,OANT_RS13555,6.84e-165,454,82.625,4.35e-165,454,82.625
BME_RS06420,OANT_RS13560,1.55e-80,231,76.224,1.02e-80,231,76.224
BME_RS06425,OANT_RS13565,2.39e-70,204,85.714,2.19e-67,196,86.916
BME_RS06430,OANT_RS13570,1.56e-55,164,89.773,9.9e-56,164,89.773
BME_RS06435,OANT_RS13575,4.51e-128,360,72.874,2.77e-128,360,72.874
BME_RS06440,OANT_RS13595,0,870,94.369,0,870,94.369
BME_RS06445,OANT_RS13600,7.96e-164,455,77.622,5.57e-164,455,77.622
BME_RS06450,OANT_RS13605,2.38e-136,377,87.745,1.52e-136,377,87.745
BME_RS06455,OANT_RS13610,3.35e-84,243,70.238,1.43e-78,228,70.238
BME_RS06460,OANT_RS13615,2.26e-163,449,88.843,1.42e-163,449,88.843
BME_RS06465,OANT_RS13620,0,594,92.605,0,594,92.605
BME_RS06470,OANT_RS13625,1.7e-158,436,89.744,1.08e-158,436,89.744
BME_RS06475,OANT_RS13630,0,497,93.462,0,497,93.462
BME_RS06480,OANT_RS13635,5.06e-89,253,92.366,3.79e-89,253,92.366
BME_RS06485,OANT_RS13640,5.16e-116,325,89.474,6.4e-108,304,89.474
BME_RS06490,OANT_RS13645,0,504,87.365,0,504,87.365
BME_RS06495,OANT_RS13655,0,751,91.811,0,751,91.811
BME_RS06500,OANT_RS13660,0,751,79.955,0,751,79.955
BME_RS06505,OANT_RS13665,1.5e-150,417,83.665,9.45e-151,417,83.665
BME_RS06510,OANT_RS13670,7.03e-137,377,97.396,4.47e-137,377,97.396
BME_RS06515,OANT_RS13675,0,1489,96.8,0,1489,96.8
BME_RS06520,OANT_RS13680,1.02e-84,241,91.045,3.74e-78,224,90.299
BME_RS06525,OANT_RS13685,7.12e-136,375,96.335,4.53e-136,375,96.335
BME_RS06530,OANT_RS13690,1.1e-144,399,86.574,6.78e-145,399,86.574
BME_RS06535,OANT_RS13695,2.88e-111,310,94.304,1.83e-111,310,94.304
BME_RS06540,OANT_RS13700,0,578,94.539,0,578,94.539
BME_RS06545,OANT_RS13705,0,1199,83.796,0,1188,83.796
BME_RS06550,OANT_RS13710,2.96e-55,173,46.429,5.97e-54,169,46.429
BME_RS06560,OANT_RS13715,1.59e-82,241,56.19,1e-82,241,56.19
BME_RS06565,OANT_RS13730,2.25e-170,476,72.207,1.25e-170,476,72.207
BME_RS06570,OANT_RS13725,2.28e-15,58.2,96.667,1.45e-15,58.2,96.667
BME_RS06580,OANT_RS13735,0,590,88.636,0,590,88.636
BME_RS06585,OANT_RS13740,5.77e-104,308,79.885,2.86e-104,309,79.885
BME_RS06590,OANT_RS13745,5.03e-47,145,74.138,6.91e-48,147,74.138
BME_RS06595,OANT_RS13750,1.74e-100,290,80.214,2.38e-99,286,76.884
BME_RS06600,OANT_RS13760,2.45e-138,385,88.018,1.32e-138,385,88.018
BME_RS06605,OANT_RS13765,1.93e-50,150,84.706,1.23e-50,150,84.706
BME_RS06615,OANT_RS13770,9.21e-64,186,89.565,1.33e-65,191,89.565
BME_RS06620,OANT_RS13775,5.66e-158,434,87.288,3.58e-158,434,87.288
BME_RS06635,OANT_RS13780,0,969,92.2,0,969,92.2
BME_RS06640,OANT_RS13785,1.34e-84,256,42.598,3.06e-86,259,42.598
BME_RS06645,OANT_RS13790,0,1068,92.43,0,1068,92.43
BME_RS06650,OANT_RS13795,7.54e-163,451,83.681,1.89e-176,485,83.681
BME_RS06655,OANT_RS13800,0,770,90.408,0,753,90.408
BME_RS06660,OANT_RS13805,0,551,89.342,0,545,89.342
BME_RS06665,OANT_RS13810,0,1543,83.012,0,1543,83.012
BME_RS06670,OANT_RS13815,0,1446,90.051,0,1446,90.051
BME_RS06675,OANT_RS03160,9.41e-46,160,38.866,2.18e-46,160,38.866
BME_RS06680,OANT_RS13820,0,1679,83.759,0,1679,83.759
BME_RS06685,OANT_RS13825,0,822,87.768,0,822,87.768
BME_RS06690,OANT_RS13830,3.37e-165,452,95.319,2.14e-165,452,95.319
BME_RS06695,OANT_RS13835,0,876,86.32,0,852,86.32
BME_RS06700,OANT_RS13840,3.31e-81,234,75.949,5.55e-87,248,75.949
BME_RS06705,OANT_RS13845,0,1199,91.403,0,1214,91.403
BME_RS06710,OANT_RS13850,1.1e-107,301,91.515,7.03e-108,301,91.515
BME_RS06715,OANT_RS13855,0,543,76.781,0,585,76.781
BME_RS06720,OANT_RS13860,4.83e-79,228,80.263,3.21e-80,230,79.605
BME_RS06725,OANT_RS13865,0,771,86.927,0,771,86.927
BME_RS06730,OANT_RS13870,2.4e-154,425,92.208,1.54e-154,425,92.208
BME_RS06735,OANT_RS13875,1.86e-56,167,84.694,1.18e-56,167,84.694
BME_RS06780,OANT_RS13880,5.51e-56,168,67.797,5.14e-48,147,67.797
BME_RS06785,OANT_RS01285,1.91e-17,80.9,28.363,1.35e-17,80.9,28.363
BME_RS06800,OANT_RS13890,0,1343,90.746,0,1341,90.746
BME_RS06805,OANT_RS13895,1.89e-112,317,77.073,1.18e-112,317,77.073
BME_RS06810,OANT_RS13900,4.62e-111,311,78.889,2.94e-111,311,78.889
BME_RS06815,OANT_RS13905,0,526,76.012,6.09e-162,453,76.012
BME_RS06820,OANT_RS13910,3.33e-69,200,85.965,2.17e-69,200,85.965
BME_RS06825,OANT_RS13915,4.54e-180,498,77.439,8.57e-178,491,77.439
BME_RS06830,OANT_RS13920,0,942,76.221,0,917,76.221
BME_RS06835,OANT_RS13925,4.4e-66,195,66,7.22e-69,202,66
BME_RS06840,OANT_RS13930,4.22e-98,275,94.326,2.68e-98,275,94.326
BME_RS06845,OANT_RS13935,0,663,81.86,0,677,81.86
BME_RS06850,OANT_RS13940,5.11e-119,338,68.482,2.77e-118,336,68.482
BME_RS06855,OANT_RS13945,1.09e-72,212,70.199,6.79e-73,212,70.199
BME_RS06860,OANT_RS13950,1.09e-32,107,62.791,5.97e-33,107,62.791
BME_RS06865,OANT_RS13955,2.73e-101,283,95.775,1.73e-101,283,95.775
BME_RS06870,OANT_RS13960,0,1305,89.799,0,1305,89.799
BME_RS06875,OANT_RS13965,1.07e-57,171,77.67,6.89e-58,171,77.67
BME_RS06880,OANT_RS14010,1.77e-138,382,92.424,1.12e-138,382,92.424
BME_RS06885,OANT_RS14005,1.41e-107,305,85.475,9.04e-108,305,85.475
BME_RS06895,OANT_RS14000,2.78e-154,425,92.017,3.89e-161,442,92.017
BME_RS06900,OANT_RS13990,0,918,92.843,0,895,92.843
BME_RS06905,OANT_RS13975,1.82e-65,191,90.833,7.14e-73,209,90.833
BME_RS06910,OANT_RS14015,0,585,79.54,0,659,79.54
BME_RS06915,OANT_RS14020,8.95e-128,357,80.889,5.7e-128,357,80.889
BME_RS06920,OANT_RS14025,0,608,88.485,0,608,88.485
BME_RS06925,OANT_RS14030,1.41e-42,130,82.895,5.58e-35,110,82.895
BME_RS06930,OANT_RS14035,7.59e-80,228,86.047,4.83e-80,228,86.047
BME_RS06935,OANT_RS14040,1.84e-98,277,85.806,1.17e-98,277,85.806
BME_RS06945,OANT_RS14045,5.74e-129,358,91.71,3.58e-129,358,91.71
BME_RS06950,OANT_RS14050,0,854,95.105,0,852,95.105
BME_RS06955,OANT_RS14055,0,915,94.456,0,915,94.456
BME_RS06970,OANT_RS17660,0,593,85.714,0,593,85.714
BME_RS06975,OANT_RS17655,0,845,85.27,0,845,85.27
BME_RS06980,OANT_RS17650,0,869,94.943,0,869,94.943
BME_RS06985,OANT_RS17645,0,737,94.615,0,738,94.615
BME_RS06990,OANT_RS17640,0,701,95.714,0,701,95.714
BME_RS06995,OANT_RS17635,0,622,96.25,0,622,96.25
BME_RS07000,OANT_RS17630,0,577,93.694,0,566,93.694
BME_RS07005,OANT_RS17625,0,879,86.106,0,879,86.106
BME_RS07010,OANT_RS02055,9.72e-11,59.7,29.032,6.94e-11,59.7,29.032
BME_RS07045,OANT_RS24225,2.67e-08,49.7,28.866,4.49e-08,49.7,28.866
BME_RS07095,OANT_RS14220,4.19e-25,98.2,26.556,2.9e-25,98.2,26.556
BME_RS07100,OANT_RS14215,3.47e-58,182,38.956,2.17e-58,182,38.956
BME_RS07115,OANT_RS23325,1.04e-131,377,70.833,1.49e-131,377,70.833
BME_RS07130,OANT_RS03600,4.23e-13,52.4,100,2.69e-13,52.4,100
BME_RS07135,OANT_RS03595,0,507,78.209,0,511,78.209
BME_RS07140,OANT_RS03590,0,1112,86.656,0,1060,86.656
BME_RS07150,OANT_RS03580,8e-76,217,88.136,5.09e-76,217,88.136
BME_RS07155,OANT_RS03575,5.38e-107,300,83.432,3.42e-107,300,83.432
BME_RS07160,OANT_RS03570,1.01e-122,342,87.94,6.39e-123,342,87.94
BME_RS07165,OANT_RS03565,0,527,84.333,0,527,84.333
BME_RS07170,OANT_RS03560,1.65e-153,425,79.771,8.84e-143,398,79.771
BME_RS07175,OANT_RS03545,6.26e-70,203,81.25,3.74e-70,203,81.25
BME_RS07180,OANT_RS03540,3.55e-140,392,72.963,2.29e-140,392,72.963
BME_RS07185,OANT_RS03535,0,1714,93.123,0,1696,93.123
BME_RS07195,OANT_RS16690,3.26e-62,197,42.537,4.01e-57,184,41.754
BME_RS07200,OANT_RS03185,0,1861,88.271,0,1863,88.271
BME_RS07205,OANT_RS03180,7.61e-127,354,84.332,8.21e-131,363,84.332
BME_RS07210,OANT_RS03175,3.75e-104,293,80.571,2.39e-104,293,80.571
BME_RS07215,OANT_RS03155,0,579,80.672,0,602,80.672
BME_RS07220,OANT_RS03150,6.62e-131,363,83.744,4.19e-131,363,83.744
BME_RS07225,OANT_RS03145,0,761,95.756,0,761,95.756
BME_RS07230,OANT_RS03140,0,978,86.577,0,982,86.577
BME_RS07235,OANT_RS03135,1.39e-152,420,90.351,8.83e-153,420,90.351
BME_RS07240,OANT_RS03130,5.61e-34,107,81.967,3.57e-34,107,81.967
BME_RS07250,OANT_RS03120,6.61e-114,320,77.041,4.29e-114,320,77.041
BME_RS07255,OANT_RS03115,0,887,92.657,0,887,92.657
BME_RS07260,OANT_RS03110,0,832,93.721,0,832,93.721
BME_RS07265,OANT_RS03105,7.45e-137,379,86.893,4.74e-137,379,86.893
BME_RS07270,OANT_RS03100,0,1873,95.426,0,1873,95.426
BME_RS07275,OANT_RS03095,1.13e-137,380,91,7.21e-138,380,91
BME_RS07280,OANT_RS03080,4.72e-126,356,63.158,3e-126,356,63.158
BME_RS07285,OANT_RS03075,2.54e-103,290,87.578,5.67e-99,279,87.578
BME_RS07290,OANT_RS03070,1.66e-104,293,91.558,1.05e-104,293,91.558
BME_RS07295,OANT_RS03065,0,610,90.184,0,610,90.184
BME_RS07300,OANT_RS03060,0,666,93.429,0,666,93.429
BME_RS07305,OANT_RS03055,3.89e-153,424,82.8,2.62e-153,424,82.8
BME_RS07310,OANT_RS03050,7.67e-78,223,84.252,5.03e-78,223,84.252
BME_RS07315,OANT_RS03045,0,574,96.918,0,574,96.918
BME_RS07320,OANT_RS03040,2.55e-128,357,87.755,1.64e-128,357,87.755
BME_RS07325,OANT_RS03035,2.62e-32,103,77.049,1.67e-32,103,77.049
BME_RS07330,OANT_RS03030,0,568,88.889,0,568,88.889
BME_RS07335,OANT_RS03025,0,1073,96.558,0,1073,96.558
BME_RS07340,OANT_RS03020,0,527,90.169,0,527,90.169
BME_RS07345,OANT_RS03015,1.26e-118,332,83.173,2.57e-117,329,83.173
BME_RS07350,OANT_RS03010,0,918,94.681,0,918,94.681
BME_RS07355,OANT_RS02990,8.93e-157,430,96.347,5.68e-157,430,96.347
BME_RS07360,OANT_RS02985,1.07e-176,486,84.397,7.2e-177,486,84.397
BME_RS07365,OANT_RS02980,0,677,83.495,0,677,83.495
BME_RS07370,OANT_RS02975,0,732,94.272,0,753,94.272
BME_RS07375,OANT_RS02970,8.57e-50,148,100,5.45e-50,148,100
BME_RS07380,OANT_RS02965,1.58e-175,479,95.51,1.01e-175,479,95.51
BME_RS07385,OANT_RS02960,0,577,91.72,0,560,92.027
BME_RS07390,OANT_RS02955,4.38e-71,207,96.19,1.59e-71,208,96.19
BME_RS07395,OANT_RS02950,1.55e-56,166,98.78,9.84e-57,166,98.78
BME_RS07400,OANT_RS02945,5.76e-178,492,82.353,1.92e-167,465,82.353
BME_RS07405,OANT_RS02940,2.53e-131,363,94.709,1.61e-131,363,94.709
BME_RS07410,OANT_RS02935,0,835,91.784,0,835,91.784
BME_RS07415,OANT_RS02925,0,994,96.407,0,994,96.407
BME_RS07420,OANT_RS02920,0,904,95.931,0,904,95.931
BME_RS07425,OANT_RS02915,2.08e-104,295,85.938,1.26e-107,303,85.938
BME_RS07430,OANT_RS02910,0,981,95.363,0,956,95.363
BME_RS07435,OANT_RS02905,1.52e-173,474,92.276,9.66e-174,474,92.276
BME_RS07440,OANT_RS02895,0,513,91.727,0,513,91.727
BME_RS07445,OANT_RS02890,1.5e-162,446,94.397,8.81e-163,446,94.397
BME_RS07450,OANT_RS02885,0,1176,90.446,0,1176,90.446
BME_RS07455,OANT_RS02875,1.78e-166,471,60.185,1.2e-166,471,60.185
BME_RS07460,OANT_RS02870,3.19e-60,178,71.074,2.19e-53,160,77.895
BME_RS07465,OANT_RS02865,1.17e-130,362,85,7.42e-131,362,85
BME_RS07470,OANT_RS02855,0,764,90.534,0,747,90.534
BME_RS07475,OANT_RS02850,3.11e-159,439,84.19,3.09e-151,418,84.19
BME_RS07480,OANT_RS02845,0,1220,93.468,0,1196,93.468
BME_RS07485,OANT_RS02840,0,543,86.842,0,543,86.842
BME_RS07490,OANT_RS02835,5.31e-73,215,85.484,2.53e-70,208,81.183
BME_RS07495,OANT_RS02830,5.15e-37,117,71.264,3.31e-37,117,71.264
BME_RS07500,OANT_RS02825,5.8e-102,288,81.977,3.69e-102,288,81.977
BME_RS07505,OANT_RS02820,1.68e-57,168,100,1.07e-57,168,100
BME_RS07510,OANT_RS02815,0,583,87.658,0,583,87.658
BME_RS07515,OANT_RS02810,0,715,92.722,0,715,92.722
BME_RS07520,OANT_RS02805,0,692,93.956,0,693,93.956
BME_RS07525,OANT_RS02800,1.41e-49,148,86.747,8.97e-50,148,86.747
BME_RS07550,OANT_RS02790,7.76e-143,393,94.898,4.94e-143,393,94.898
BME_RS07555,OANT_RS02785,0,546,97.794,0,546,97.794
BME_RS07560,OANT_RS02780,1.86e-165,460,86.164,8.95e-171,473,86.792
BME_RS07570,OANT_RS02765,3.12e-141,389,91.626,1.99e-141,389,91.626
BME_RS07575,OANT_RS02760,0,580,89.189,0,537,89.189
BME_RS07580,OANT_RS02755,0,792,91.253,0,767,91.253
BME_RS07585,OANT_RS04900,2.07e-50,171,33.607,1.79e-51,174,33.607
BME_RS07590,OANT_RS02750,0,1083,92.23,0,1101,92.23
BME_RS07595,OANT_RS02745,2.52e-158,436,86.8,1.6e-158,436,86.8
BME_RS07600,OANT_RS02740,1.43e-120,336,94.149,1.02e-120,336,94.149
BME_RS07615,OANT_RS02735,0,930,95.319,0,930,95.319
BME_RS07620,OANT_RS02730,0,539,83.282,0,539,83.282
BME_RS07625,OANT_RS02720,0,1414,92.021,0,1436,92.021
BME_RS07630,OANT_RS02715,0,621,94.855,0,621,94.855
BME_RS07635,OANT_RS02710,0,1074,86.312,0,1053,86.312
BME_RS07640,OANT_RS02705,0,654,95.562,0,654,95.562
BME_RS07645,OANT_RS02700,2.26e-45,137,93.151,1.42e-45,137,93.151
BME_RS07650,OANT_RS02695,4.8e-141,394,81.176,5.02e-141,393,81.176
BME_RS07655,OANT_RS02685,0,647,84.224,0,626,84.224
BME_RS07660,OANT_RS02675,6.24e-40,122,95.082,3.97e-40,122,95.082
BME_RS07665,OANT_RS02670,8.04e-137,386,69.492,5.25e-137,386,69.492
BME_RS07670,OANT_RS02660,6.03e-34,108,87.838,1.11e-32,104,87.838
BME_RS07675,OANT_RS02655,4.4e-69,204,68.072,5.92e-76,221,68.072
BME_RS07680,OANT_RS02650,0,736,91.282,0,736,91.282
BME_RS07685,OANT_RS02645,5.35e-137,380,88.991,2.27e-137,380,88.991
BME_RS07690,OANT_RS02630,3.85e-98,277,87.421,2.45e-98,277,87.421
BME_RS07695,OANT_RS02625,7.15e-134,371,90.732,4.48e-134,371,90.732
BME_RS07700,OANT_RS02620,1.32e-47,142,100,8.4e-48,142,100
BME_RS07705,OANT_RS02615,1.7e-170,467,95.181,1.08e-170,467,95.181
BME_RS07710,OANT_RS02610,1.27e-80,230,86.364,3.43e-73,211,86.364
BME_RS07715,OANT_RS02605,0,790,87.646,0,790,87.646
BME_RS07720,OANT_RS02575,0,803,89.498,0,803,89.498
BME_RS07725,OANT_RS02550,0,906,94.203,0,934,94.203
BME_RS07730,OANT_RS02545,2.01e-135,377,84.475,4.94e-130,362,84.475
BME_RS07735,OANT_RS02540,0,543,77.545,0,543,77.545
BME_RS07740,OANT_RS02535,0,697,81.995,0,697,81.995
BME_RS07745,OANT_RS02530,2.27e-130,376,82.251,4.9e-131,377,82.251
BME_RS07750,OANT_RS02505,6.09e-174,484,68.314,3.87e-174,484,68.314
BME_RS07755,OANT_RS02500,4.88e-74,213,86.087,3.1e-74,213,86.087
BME_RS07760,OANT_RS02490,0,655,86.981,0,655,86.981
BME_RS07770,OANT_RS02480,6.95e-121,338,85.222,1.49e-121,339,85.222
BME_RS07785,OANT_RS02455,0,1050,94.455,0,1050,94.455
BME_RS07790,OANT_RS02450,7.25e-177,483,94.239,4.61e-177,483,94.239
BME_RS07795,OANT_RS02445,3.17e-28,92.4,80.769,2.02e-28,92.4,80.769
BME_RS07800,OANT_RS02440,0,543,89.895,0,543,89.895
BME_RS07805,OANT_RS02435,0,981,90.403,0,981,90.403
BME_RS07810,OANT_RS02430,9.75e-111,309,89.091,6.2e-111,309,89.091
BME_RS07815,OANT_RS02425,0,1359,88.165,0,1359,88.165
BME_RS07820,OANT_RS02420,4.44e-29,94.4,92.308,1.17e-19,70.1,92.308
BME_RS07825,OANT_RS02415,0,645,81.56,0,660,81.56
BME_RS07830,OANT_RS02390,0,841,92.61,0,841,92.61
BME_RS07835,OANT_RS02385,0,802,93.187,0,802,93.187
BME_RS07840,OANT_RS02380,0,541,92.079,0,541,92.079
BME_RS07845,OANT_RS02375,2.22e-162,450,77.891,1.17e-153,427,77.143
BME_RS07850,OANT_RS02370,0,1484,92.602,0,1494,92.602
BME_RS07855,OANT_RS02365,0,861,86.82,0,861,86.82
BME_RS07865,OANT_RS02355,0,924,92.842,0,901,92.842
BME_RS07870,OANT_RS02350,0,530,92.989,0,530,92.989
BME_RS07875,OANT_RS02340,3.18e-163,459,90.299,4.65e-159,448,90.299
BME_RS07880,OANT_RS02335,1.9e-08,53.9,94.595,1.61e-09,56.6,94.595
BME_RS07885,OANT_RS02330,5.41e-126,349,95.604,3.44e-126,349,95.604
BME_RS07890,OANT_RS02325,9.64e-135,374,91.981,1.07e-142,394,91.981
BME_RS07895,OANT_RS02320,0,832,88.889,0,832,88.889
BME_RS07900,OANT_RS02315,7.25e-107,300,84.971,4.59e-107,300,84.971
BME_RS07905,OANT_RS02310,0,844,90.792,0,835,90.909
BME_RS07910,OANT_RS02305,0,656,94.1,0,656,94.1
BME_RS07915,OANT_RS02300,0,833,97.094,0,833,97.094
BME_RS07920,OANT_RS02295,0,723,94.521,0,723,94.521
BME_RS07930,OANT_RS02270,0,511,94.961,0,511,94.961
BME_RS07935,OANT_RS02235,0,499,89.011,0,499,89.011
BME_RS07940,OANT_RS02230,0,503,84.642,0,503,84.642
BME_RS07945,OANT_RS02225,0,672,78.744,0,688,78.744
BME_RS07950,OANT_RS02205,7.56e-151,416,92.14,4.73e-151,416,92.14
BME_RS07955,OANT_RS02200,5.19e-78,224,88.806,6.09e-83,236,88.806
BME_RS07960,OANT_RS02195,5.07e-170,470,83.618,3.12e-163,452,83.618
BME_RS07965,OANT_RS02190,1.65e-38,119,93.443,1.05e-38,119,93.443
BME_RS07975,OANT_RS02175,4.42e-110,314,62.979,3e-110,314,62.979
BME_RS07980,OANT_RS02170,3.69e-107,306,61.373,2.35e-107,306,61.373
BME_RS07985,OANT_RS02160,0,795,94.353,0,794,94.353
BME_RS07990,OANT_RS02150,7.01e-87,247,90.441,4.43e-87,247,90.441
BME_RS07995,OANT_RS02145,0,1961,87.422,0,1961,87.422
BME_RS08005,OANT_RS02135,0,612,93.038,0,612,93.038
BME_RS08010,OANT_RS02130,4.45e-69,202,71.739,2.72e-69,202,71.739
BME_RS08015,OANT_RS02125,1.04e-67,196,81.897,6.54e-68,196,81.897
BME_RS08020,OANT_RS02120,0,650,87.293,0,650,87.293
BME_RS08025,OANT_RS02115,0,762,86.755,0,795,86.755
BME_RS08030,OANT_RS02110,9.97e-100,281,84.375,6.34e-100,281,84.375
BME_RS08035,OANT_RS02105,7.69e-53,157,87.5,4.89e-53,157,87.5
BME_RS08040,OANT_RS02100,0,611,90.303,0,589,90.303
BME_RS08045,OANT_RS02095,0,683,93.388,0,683,93.388
BME_RS08055,OANT_RS02090,0,766,92.947,0,766,92.947
BME_RS08060,OANT_RS02085,7.25e-80,228,82.308,4.61e-80,228,82.308
BME_RS08065,OANT_RS02080,0,612,87.574,0,612,87.574
BME_RS08070,OANT_RS02075,0,619,93.91,0,619,93.91
BME_RS08075,OANT_RS02070,0,776,92.786,0,776,92.786
BME_RS08080,OANT_RS02065,8.5e-114,318,91.111,2.19e-112,314,91.111
BME_RS08085,OANT_RS02000,6.86e-26,106,40.237,4.29e-26,106,40.237
BME_RS08090,OANT_RS01995,0,534,88.818,0,526,89.577
BME_RS08095,OANT_RS01990,0,906,72.991,0,887,72.991
BME_RS08100,OANT_RS01985,4.01e-138,388,66.784,2.57e-138,388,66.784
BME_RS08110,OANT_RS01980,0,1974,93.989,0,1973,94.595
BME_RS08115,OANT_RS01975,0,624,85.644,0,610,85.644
BME_RS08120,OANT_RS01970,9.01e-109,308,71.782,5.9e-109,308,71.782
BME_RS08125,OANT_RS01965,0,1055,85.542,0,1055,85.542
BME_RS08140,OANT_RS01955,5.15e-146,405,83.898,3.18e-146,405,83.898
BME_RS08145,OANT_RS01950,0,629,88.669,0,629,88.669
BME_RS08150,OANT_RS01945,0,1047,91.803,0,1047,91.803
BME_RS08155,OANT_RS01940,3.37e-90,256,89.051,2.72e-95,268,87.671
BME_RS08160,OANT_RS01930,0,829,80.723,0,818,80.321
BME_RS08165,OANT_RS01925,0,850,93.578,0,850,93.578
BME_RS08170,OANT_RS01850,7.02e-71,206,79.07,5.62e-64,188,79.07
BME_RS08175,OANT_RS01845,1.44e-135,377,79.741,9.37e-136,377,79.741
BME_RS08180,OANT_RS01840,0,801,92.53,0,801,92.53
BME_RS08185,OANT_RS01835,0,967,94.824,0,967,94.824
BME_RS08190,OANT_RS01810,0,1820,93.465,0,1841,93.229
BME_RS08195,OANT_RS01805,0,598,81.003,0,600,81.003
BME_RS08200,OANT_RS01800,0,863,86.628,0,877,86.628
BME_RS08205,OANT_RS01795,2.24e-13,53.1,100,1.42e-13,53.1,100
BME_RS08210,OANT_RS01785,2.93e-142,392,91.262,1.85e-142,392,91.262
BME_RS08215,OANT_RS01780,1.45e-124,349,78.07,3.28e-122,343,78.07
BME_RS08220,OANT_RS01775,5.15e-86,247,88.028,2.95e-86,247,88.112
BME_RS08225,OANT_RS01770,0,1133,95.263,0,1133,95.263
BME_RS08230,OANT_RS01765,3.15e-64,186,87.129,2.01e-64,186,87.129
BME_RS08245,OANT_RS01750,2.52e-160,444,78.445,1.62e-160,444,78.445
BME_RS08255,OANT_RS09255,1.88e-14,59.7,47.561,1.14e-14,59.7,47.561
BME_RS08280,OANT_RS01740,7.05e-11,46.6,100,4.49e-11,46.6,100
BME_RS08285,OANT_RS25235,1.08e-24,84.7,79.63,5.16e-25,84.7,79.63
BME_RS08290,OANT_RS01730,0,803,93.706,0,806,93.706
BME_RS08295,OANT_RS01725,7.61e-93,262,85.616,4.84e-93,262,85.616
BME_RS08300,OANT_RS01720,0,784,90.698,0,784,90.698
BME_RS08305,OANT_RS01715,5.93e-111,309,93.125,3.77e-111,309,93.125
BME_RS08310,OANT_RS01710,7.89e-93,263,85.714,4.89e-93,263,85.714
BME_RS08315,OANT_RS01705,2.21e-49,147,100,1.41e-49,147,100
BME_RS08320,OANT_RS01700,7.12e-135,374,87.5,4.53e-135,374,87.5
BME_RS08325,OANT_RS01695,1.26e-37,117,78.261,8e-38,117,78.261
BME_RS08330,OANT_RS01690,7.48e-13,51.6,100,4.76e-13,51.6,100
BME_RS08365,OANT_RS04625,3.81e-14,58.9,41.975,2.48e-14,58.9,41.975
BME_RS08445,OANT_RS16440,1.16e-20,87.8,39.394,4.01e-24,97.1,39.394
BME_RS08475,OANT_RS01680,0,810,90.824,0,810,90.824
BME_RS08480,OANT_RS01675,0,536,90,0,536,90
BME_RS08485,OANT_RS01670,3.13e-158,436,86.475,1.99e-158,436,86.475
BME_RS08495,OANT_RS01660,0,652,87.187,0,652,87.187
BME_RS08500,OANT_RS01655,3.93e-72,207,87.037,2.41e-72,207,87.037
BME_RS08505,OANT_RS01650,0,701,89.757,0,682,89.757
BME_RS08510,OANT_RS01645,0,677,89.532,0,677,89.532
BME_RS08515,OANT_RS01640,0,527,85.862,0,527,85.862
BME_RS08520,OANT_RS01635,1.95e-179,494,91.246,7.51e-180,494,91.246
BME_RS08525,OANT_RS01630,0,763,86.788,0,780,86.788
BME_RS08530,OANT_RS01625,2.96e-177,486,88.931,1.88e-177,486,88.931
BME_RS08535,OANT_RS01620,6.08e-163,451,73.404,3.87e-163,451,73.404
BME_RS08540,OANT_RS01605,1.11e-105,298,80,6.89e-106,298,80
BME_RS08545,OANT_RS01600,0,1865,90.782,0,1883,90.782
BME_RS08550,OANT_RS01595,9.92e-70,200,92.079,6.31e-70,200,92.079
BME_RS08555,OANT_RS01590,0,799,94.964,0,800,94.964
BME_RS08560,OANT_RS01585,0,793,90.024,0,793,90.024
BME_RS08570,OANT_RS01580,0,563,92.233,0,563,92.233
BME_RS08575,OANT_RS01575,1.71e-176,495,75.949,0,508,75.949
BME_RS08580,OANT_RS01570,0,556,88.462,0,556,88.462
BME_RS08585,OANT_RS01565,4.11e-140,390,86.179,1.19e-140,391,86.179
BME_RS08590,OANT_RS01560,4.74e-28,96.7,84.906,4.91e-28,96.7,84.906
BME_RS08595,OANT_RS01520,0,1477,89.588,0,1489,90.429
BME_RS08600,OANT_RS01515,0,1248,85.997,0,1248,85.997
BME_RS08605,OANT_RS01510,2.84e-163,452,81.443,2.81e-161,447,81.443
BME_RS08610,OANT_RS01505,0,580,84.731,0,562,84.731
