Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS22300,OANT_RS09735,0,868,88.589,0,868,88.589
BAB_RS22305,OANT_RS09730,0,728,88.571,0,728,88.571
BAB_RS22310,OANT_RS09725,0,526,90.444,0,524,90.444
BAB_RS22315,OANT_RS09715,5.14e-26,86.3,93.182,3.25e-26,86.3,93.182
BAB_RS22320,OANT_RS09710,0,573,89.836,0,553,89.836
BAB_RS22325,OANT_RS09700,0,666,96.988,0,666,96.988
BAB_RS22335,OANT_RS09695,0,1364,93.651,0,1364,93.651
BAB_RS22340,OANT_RS09690,1.21e-45,139,73.958,7.63e-46,139,73.958
BAB_RS22345,OANT_RS09685,0,1372,81.49,0,1406,82.072
BAB_RS22350,OANT_RS09680,7.02e-47,146,58.394,3.96e-47,146,58.394
BAB_RS22355,OANT_RS09675,0,1528,90.888,0,1502,90.888
BAB_RS22360,OANT_RS09670,0,947,84.814,0,972,84.814
BAB_RS22365,OANT_RS09665,0,558,92.698,0,584,92.698
BAB_RS22370,OANT_RS09660,2.86e-69,202,94.231,3.24e-69,202,94.231
BAB_RS22380,OANT_RS09655,1.1e-176,485,92.029,0,513,92.029
BAB_RS22385,OANT_RS09650,0,506,91.575,0,506,91.575
BAB_RS22390,OANT_RS09645,0,623,92.216,0,604,92.216
BAB_RS22395,OANT_RS09640,5.96e-28,92.4,70,3.83e-28,92.4,70
BAB_RS22400,OANT_RS09635,0,928,88.889,0,947,88.889
BAB_RS22405,OANT_RS09630,1.19e-120,339,89.545,7.45e-136,377,89.545
BAB_RS22410,OANT_RS09625,2e-11,48.1,100,1.26e-11,48.1,100
BAB_RS22415,OANT_RS09575,1.15e-99,282,79.33,7.17e-100,282,79.33
BAB_RS22420,OANT_RS09570,8.75e-90,254,88.571,5.54e-90,254,88.571
BAB_RS22425,OANT_RS09530,7.77e-179,490,86.245,4.91e-179,490,86.245
BAB_RS22430,OANT_RS09525,0,516,96.911,0,516,96.911
BAB_RS22435,OANT_RS09520,3.7e-179,495,94.318,3.33e-179,495,94.318
BAB_RS22445,OANT_RS09515,0,561,94.822,0,560,94.822
BAB_RS22450,OANT_RS09510,0,679,85.366,0,679,85.366
BAB_RS22455,OANT_RS09505,8.43e-143,398,77.165,5.31e-143,398,77.165
BAB_RS22460,OANT_RS09500,1.73e-166,464,90.39,1.91e-161,451,90.39
BAB_RS22465,OANT_RS09495,5.78e-151,420,78.495,4.4e-151,420,78.495
BAB_RS22470,OANT_RS09490,0,1069,82.77,0,1077,82.77
BAB_RS22475,OANT_RS09485,0,654,90.811,0,661,90.811
BAB_RS22480,OANT_RS09480,0,1166,86.858,0,1166,86.858
BAB_RS22485,OANT_RS09475,0,582,88.169,0,559,88.169
BAB_RS22490,OANT_RS09470,0,573,66.329,0,573,66.329
BAB_RS22515,OANT_RS12675,1.82e-12,62.4,22.034,1.19e-12,62.4,22.034
BAB_RS22530,OANT_RS12680,4.62e-40,141,30.655,6.63e-42,146,30.655
BAB_RS22575,OANT_RS09460,2.88e-79,228,69.718,1.82e-79,228,69.718
BAB_RS22580,OANT_RS09455,0,566,90.909,0,577,90.909
BAB_RS22585,OANT_RS09450,2.97e-128,360,74.894,1.82e-128,360,74.894
BAB_RS22590,OANT_RS09445,0,669,87.263,0,687,87.263
BAB_RS22595,OANT_RS09440,9.76e-55,165,57.037,6.36e-55,165,57.037
BAB_RS22600,OANT_RS09435,0,782,92.421,0,782,92.421
BAB_RS22610,OANT_RS09425,0,644,94.985,0,644,94.985
BAB_RS22615,OANT_RS09420,3.7e-142,392,91.08,2.34e-142,392,91.08
BAB_RS22620,OANT_RS09415,0,1234,92.934,0,1234,92.934
BAB_RS22625,OANT_RS09410,1.99e-155,429,91.837,2.67e-155,428,91.837
BAB_RS22630,OANT_RS09405,4.52e-82,234,83.459,2.86e-82,234,83.459
BAB_RS22635,OANT_RS09400,0,743,95.71,0,743,95.71
BAB_RS22640,OANT_RS09385,7.38e-135,372,95.789,4.67e-135,372,95.789
BAB_RS22645,OANT_RS09380,0,1202,94.069,0,1202,94.069
BAB_RS22650,OANT_RS09365,1.68e-163,454,73.754,9.64e-153,427,73.754
BAB_RS22655,OANT_RS09360,0,534,88.294,0,534,88.294
BAB_RS22660,OANT_RS09350,0,729,88.295,0,729,88.295
BAB_RS22665,OANT_RS09345,0,926,90.076,0,932,90.267
BAB_RS22670,OANT_RS09340,3.19e-35,110,93.443,2.02e-35,110,93.443
BAB_RS22675,OANT_RS09335,0,539,93.333,0,557,93.333
BAB_RS22680,OANT_RS09330,0,639,92.068,0,642,92.962
BAB_RS22685,OANT_RS09325,2.31e-94,268,71.765,1.48e-94,268,71.765
BAB_RS22690,OANT_RS09320,0,518,93.182,0,518,93.182
BAB_RS22695,OANT_RS09315,2.94e-66,192,92.233,1.86e-66,192,92.233
BAB_RS22700,OANT_RS09215,0,511,90.759,4.57e-173,486,90.759
BAB_RS22705,OANT_RS09210,4.18e-126,355,78.696,5.84e-129,362,78.696
BAB_RS22710,OANT_RS09205,1.63e-107,303,81.959,4.01e-114,320,81.959
BAB_RS22720,OANT_RS09200,3.42e-28,93.2,74.242,2.16e-28,93.2,74.242
BAB_RS22725,OANT_RS09195,2.52e-40,125,74.026,1.16e-40,125,74.026
BAB_RS22730,OANT_RS09190,0,1999,80.521,0,1995,80.673
BAB_RS22740,OANT_RS09185,0,926,95.726,0,916,95.726
BAB_RS22745,OANT_RS09180,4.23e-106,298,85.119,1.45e-99,281,85.119
BAB_RS22750,OANT_RS09175,0,704,96.369,0,704,96.369
BAB_RS22755,OANT_RS09170,0,1633,94.104,0,1633,94.104
BAB_RS22760,OANT_RS09165,1.61e-111,311,90.303,1.02e-111,311,90.303
BAB_RS22765,OANT_RS09160,3.78e-137,380,87.143,2.05e-131,365,87.143
BAB_RS22770,OANT_RS09150,1.85e-116,326,83.59,1.91e-116,326,83.59
BAB_RS22775,OANT_RS09145,0,532,92.606,0,532,92.606
BAB_RS22780,OANT_RS09140,0,1139,90.461,0,1120,90.461
BAB_RS22785,OANT_RS09125,5.76e-151,417,82.906,3.64e-151,417,82.906
BAB_RS22790,OANT_RS09120,0,1226,85.873,0,1244,85.873
BAB_RS22795,OANT_RS09115,0,977,93.346,0,977,93.346
BAB_RS22800,OANT_RS09110,0,561,93.728,0,561,93.728
BAB_RS22805,OANT_RS09105,0,503,85.714,0,503,85.714
BAB_RS22810,OANT_RS09100,0,896,94.885,0,903,94.885
BAB_RS22815,OANT_RS09095,0,857,98.182,0,857,98.182
BAB_RS22820,OANT_RS09090,0,574,90.032,0,574,90.032
BAB_RS22825,OANT_RS09085,0,549,88.961,0,530,88.961
BAB_RS22830,OANT_RS09080,0,584,92.5,0,584,92.5
BAB_RS22835,OANT_RS09075,0,862,94.268,0,862,94.268
BAB_RS22840,OANT_RS09070,0,655,87.936,0,649,87.936
BAB_RS22845,OANT_RS09065,0,731,94.286,0,731,94.286
BAB_RS22850,OANT_RS09060,0,858,90.792,0,831,90.792
BAB_RS22855,OANT_RS09055,0,687,95.278,0,687,95.278
BAB_RS22860,OANT_RS09050,0,906,92.017,0,887,92.017
BAB_RS22865,OANT_RS09045,0,883,94.515,0,883,94.515
BAB_RS22870,OANT_RS09040,0,1144,91.598,0,1144,91.598
BAB_RS22875,OANT_RS09035,1.16e-86,246,92.481,7.14e-87,246,92.481
BAB_RS22880,OANT_RS09030,0,654,94.22,0,654,94.22
BAB_RS22885,OANT_RS09025,0,826,91.228,0,826,91.228
BAB_RS22890,OANT_RS09010,2.28e-122,343,80,1.48e-122,343,80
BAB_RS22895,OANT_RS09005,1.34e-169,466,82.463,8.51e-170,466,82.463
BAB_RS22900,OANT_RS09000,1.32e-153,423,86.864,8.37e-154,423,86.864
BAB_RS22905,OANT_RS08995,1.35e-42,135,59.559,1.13e-41,132,58.088
BAB_RS22910,OANT_RS08975,0,499,87.004,0,518,87.004
BAB_RS22915,OANT_RS08970,0,742,90.291,0,738,90.291
BAB_RS22920,OANT_RS08965,0,543,91.64,0,524,91.64
BAB_RS22925,OANT_RS08960,0,606,95.71,0,606,95.71
BAB_RS22930,OANT_RS08955,0,644,93.548,0,644,93.548
BAB_RS22935,OANT_RS08950,4.75e-71,204,94.393,3e-71,204,94.393
BAB_RS22940,OANT_RS08945,0,826,91.685,0,826,91.685
BAB_RS22950,OANT_RS08930,0,1105,97.996,0,1105,97.996
BAB_RS22960,OANT_RS08925,1.03e-177,491,76.206,7.76e-178,491,76.206
BAB_RS22975,OANT_RS08900,0,841,95.181,0,841,95.181
BAB_RS22980,OANT_RS08895,0,690,91.129,0,712,91.129
BAB_RS22985,OANT_RS08890,8.06e-45,135,95.89,5.1e-45,135,95.89
BAB_RS22990,OANT_RS08885,1.87e-133,370,82.297,1.18e-133,370,82.297
BAB_RS22995,OANT_RS08870,0,677,93.768,0,677,93.768
BAB_RS23000,OANT_RS08865,1.73e-28,95.5,54.545,1.11e-28,95.5,54.545
BAB_RS23005,OANT_RS08855,0,561,74.044,0,578,74.044
BAB_RS23010,OANT_RS08850,2.14e-162,449,78.571,1.44e-162,449,78.571
BAB_RS23035,OANT_RS11210,4.15e-14,65.5,32.812,4.74e-14,65.5,32.812
BAB_RS23040,OANT_RS08805,3.44e-12,50.1,100,2.18e-12,50.1,100
BAB_RS23045,OANT_RS08800,4.02e-155,429,83.6,2.56e-155,429,83.6
BAB_RS23050,OANT_RS08795,1.5e-46,143,70.085,6.53e-45,138,70.085
BAB_RS23055,OANT_RS08790,6.72e-92,260,91.837,1.71e-93,264,91.837
BAB_RS23060,OANT_RS08780,9.48e-66,190,96.842,6e-66,190,96.842
BAB_RS23065,OANT_RS08775,0,1305,96.28,0,1305,96.28
BAB_RS23070,OANT_RS08770,0,1203,91.921,0,1219,92.835
BAB_RS23075,OANT_RS08765,0,1063,93.56,0,1063,93.56
BAB_RS23080,OANT_RS08760,1.96e-91,259,93.333,9.88e-89,252,93.333
BAB_RS23085,OANT_RS08755,0,780,91.892,0,780,91.892
BAB_RS23090,OANT_RS08745,0,538,91.29,0,539,91.29
BAB_RS23105,OANT_RS08735,0,2301,96.727,0,2301,96.727
BAB_RS23110,OANT_RS08730,0,1070,86.356,0,1103,86.517
BAB_RS23115,OANT_RS08725,1.75e-77,224,73.973,1.11e-77,224,73.973
BAB_RS23120,OANT_RS08720,3.82e-46,138,97.101,2.42e-46,138,97.101
BAB_RS23130,OANT_RS08700,0,784,93.25,0,784,93.25
BAB_RS23145,OANT_RS08665,0,608,96.678,0,608,96.678
BAB_RS23150,OANT_RS08660,0,626,94.136,0,641,94.136
BAB_RS23155,OANT_RS08655,0,854,91.202,0,839,91.228
BAB_RS23160,OANT_RS08650,4.26e-114,317,98.077,2.69e-114,317,98.077
BAB_RS23165,OANT_RS08645,0,610,85.185,0,610,85.185
BAB_RS23170,OANT_RS08640,1.81e-109,305,95.541,1.14e-109,305,95.541
BAB_RS23175,OANT_RS08635,1.36e-172,481,66.282,8.53e-173,481,66.282
BAB_RS23180,OANT_RS08630,1.37e-180,497,86.333,0,518,86.333
BAB_RS23185,OANT_RS08625,6.17e-77,220,93.103,5.29e-68,197,93.103
BAB_RS23190,OANT_RS08620,0,506,83.495,0,525,84.142
BAB_RS23195,OANT_RS08615,7.63e-76,218,76.744,4.83e-76,218,76.744
BAB_RS23200,OANT_RS08610,9.43e-93,266,83.735,2.1e-92,265,83.735
BAB_RS23205,OANT_RS08605,0,1706,89.612,0,1725,89.612
BAB_RS23210,OANT_RS08595,8.73e-97,280,73.709,3.32e-100,288,73.709
BAB_RS23215,OANT_RS08590,1.67e-46,139,95.775,1.06e-46,139,95.775
BAB_RS23220,OANT_RS08585,1.89e-43,139,61.176,1.53e-52,161,61.176
BAB_RS23225,OANT_RS08580,3.79e-148,408,92.661,2.4e-148,408,92.661
BAB_RS23230,OANT_RS08575,2.22e-45,138,90.323,5.43e-41,127,90.323
BAB_RS23240,OANT_RS08560,8.49e-118,328,96.364,5.19e-118,328,96.364
BAB_RS23245,OANT_RS08555,1.53e-172,471,99.574,9.69e-173,471,99.574
BAB_RS23250,OANT_RS08550,0,840,95.078,0,840,95.078
BAB_RS23260,OANT_RS08545,3.59e-80,228,95.652,2.27e-80,228,95.652
BAB_RS23265,OANT_RS08540,2.2e-120,333,98.193,1.39e-120,333,98.193
BAB_RS23270,OANT_RS08535,1.29e-53,160,94.318,1.29e-56,167,91.429
BAB_RS23275,OANT_RS08530,0,509,93.95,4.54e-180,494,94.834
BAB_RS23280,OANT_RS08525,0,627,83.791,0,627,83.791
BAB_RS23285,OANT_RS08520,1.54e-173,476,86.792,1.16e-173,476,86.792
BAB_RS23290,OANT_RS08515,0,766,94.778,0,766,94.778
BAB_RS23295,OANT_RS08510,8.71e-104,295,72.811,2.54e-101,288,73.272
BAB_RS23305,OANT_RS08505,0,619,98.71,0,619,98.71
BAB_RS23310,OANT_RS08495,0,922,94.444,0,945,94.942
BAB_RS23315,OANT_RS08490,6.08e-136,376,96.859,5.57e-137,379,94.258
BAB_RS23320,OANT_RS08485,2.6e-163,449,93.802,8.63e-164,450,93.802
BAB_RS23325,OANT_RS08480,0,723,96.458,0,723,96.458
BAB_RS23330,OANT_RS08475,4e-105,295,83.851,2.46e-105,295,83.851
BAB_RS23335,OANT_RS08470,2.84e-104,292,83.125,1.8e-104,292,83.125
BAB_RS23340,OANT_RS08465,3.23e-118,329,94.475,1.93e-118,330,94.475
BAB_RS23345,OANT_RS08460,0,513,88.475,0,513,88.475
BAB_RS23350,OANT_RS08455,0,810,95.37,0,810,95.37
BAB_RS23355,OANT_RS08450,6.55e-127,352,93.583,2.7e-127,352,93.583
BAB_RS23360,OANT_RS08445,0,1118,88.889,0,1118,88.889
BAB_RS23365,OANT_RS08440,0,1106,90.747,0,1105,90.747
BAB_RS23370,OANT_RS08435,9.39e-94,266,82.581,5.94e-94,266,82.581
BAB_RS23375,OANT_RS08430,0,555,80.87,0,582,80.87
BAB_RS23380,OANT_RS08420,2.35e-52,155,86.667,1.56e-52,155,86.667
BAB_RS23385,OANT_RS08415,0,587,91.447,0,587,91.447
BAB_RS23390,OANT_RS08410,7.6e-99,279,84.049,4.81e-99,279,84.049
BAB_RS23400,OANT_RS08400,8.26e-130,363,95.628,7.25e-130,363,95.628
BAB_RS23405,OANT_RS08395,0,724,88.889,0,750,88.889
BAB_RS23410,OANT_RS08390,3.11e-143,395,91.304,1.97e-143,395,91.304
BAB_RS23415,OANT_RS08385,2.22e-140,389,86.425,1.41e-140,389,86.425
BAB_RS23420,OANT_RS08380,0,654,96.119,0,654,96.119
BAB_RS23425,OANT_RS08375,0,543,88.997,0,545,88.997
BAB_RS23430,OANT_RS08370,0,1649,85.789,0,1657,85.789
BAB_RS23435,OANT_RS08365,0,1193,89.87,0,1204,89.87
BAB_RS23440,OANT_RS08360,9.5e-111,310,90.476,6.01e-111,310,90.476
BAB_RS23445,OANT_RS08355,0,602,87.077,0,602,87.077
BAB_RS23450,OANT_RS08350,1.66e-136,379,88.106,1.56e-135,377,88.106
BAB_RS23455,OANT_RS08345,8.54e-104,290,91.391,5.41e-104,290,91.391
BAB_RS23460,OANT_RS08340,0,563,89,0,563,89
BAB_RS23465,OANT_RS08330,0,1133,93.739,0,1133,93.739
BAB_RS23470,OANT_RS08320,0,548,93.377,0,548,93.377
BAB_RS23475,OANT_RS08315,0,1415,93.57,0,1428,93.57
BAB_RS23485,OANT_RS08310,1.32e-109,305,98.039,8.35e-110,305,98.039
BAB_RS23490,OANT_RS08305,2.07e-62,184,79.825,1.49e-62,184,79.825
BAB_RS23495,OANT_RS08300,0,744,91.86,0,773,91.86
BAB_RS23500,OANT_RS08285,0,543,83.801,0,543,83.801
BAB_RS23505,OANT_RS08280,0,716,85.819,0,721,86.7
BAB_RS23510,OANT_RS08275,0,602,90.683,0,602,90.683
BAB_RS23515,OANT_RS08270,4.13e-166,459,89.568,3.41e-172,473,89.568
BAB_RS23520,OANT_RS08265,0,645,91.954,0,645,91.954
BAB_RS23525,OANT_RS08260,0,556,96.454,0,556,96.454
BAB_RS23530,OANT_RS08255,0,536,93.571,0,536,93.571
BAB_RS23535,OANT_RS08250,0,525,89.073,0,525,89.073
BAB_RS23540,OANT_RS08245,0,635,95.224,0,635,95.224
BAB_RS23565,OANT_RS08230,1.66e-71,206,87.719,1.05e-71,206,87.719
BAB_RS23570,OANT_RS08225,1.98e-158,439,83.395,3.3e-165,456,83.395
BAB_RS23575,OANT_RS08215,0,787,96.465,0,787,96.465
BAB_RS23585,OANT_RS25570,4.72e-64,185,98.901,2.99e-64,185,98.901
BAB_RS23590,OANT_RS08205,4.87e-63,183,89.583,3.11e-63,183,89.583
BAB_RS23595,OANT_RS08200,2.41e-144,406,74.74,2.05e-144,405,74.74
BAB_RS23600,OANT_RS08195,1.05e-128,357,95.455,9.22e-129,357,95.455
BAB_RS23605,OANT_RS08190,4.01e-150,412,96.651,2.53e-150,412,96.651
BAB_RS23610,OANT_RS08180,1.95e-170,466,99.138,1.24e-170,466,99.138
BAB_RS23615,OANT_RS08175,2.93e-77,222,94.615,7.34e-87,246,94.615
BAB_RS23620,OANT_RS08160,0,721,93.583,0,721,93.583
BAB_RS23625,OANT_RS08155,0,566,88.013,0,585,88.013
BAB_RS23630,OANT_RS08150,6.98e-11,46.6,100,4.41e-11,46.6,100
BAB_RS23645,OANT_RS20235,2.66e-13,52.8,100,1.69e-13,52.8,100
BAB_RS23650,OANT_RS20240,0,1649,79.567,0,1692,80.827
BAB_RS23655,OANT_RS20250,0,1138,89.676,0,1138,89.676
BAB_RS23660,OANT_RS20255,0,535,98.168,0,535,98.168
BAB_RS23670,OANT_RS20260,1.29e-148,416,93.636,3.38e-147,412,93.636
BAB_RS23675,OANT_RS20265,0,766,96.588,0,766,96.588
BAB_RS23680,OANT_RS20270,0,737,97.003,0,737,97.003
BAB_RS23685,OANT_RS20275,0,908,94.468,0,908,94.468
BAB_RS23695,OANT_RS20280,0,860,96.037,0,860,96.037
BAB_RS23700,OANT_RS20285,1.58e-53,158,96.154,9.99e-54,158,96.154
BAB_RS23750,OANT_RS21005,1.44e-131,366,83.568,9.13e-132,366,83.568
BAB_RS23760,OANT_RS25870,0,693,86.275,0,692,86.275
BAB_RS23765,OANT_RS20990,7.83e-132,367,92.488,3.77e-132,367,92.488
BAB_RS23770,OANT_RS20985,0,616,94.848,0,612,94.848
BAB_RS23775,OANT_RS20980,9.1e-168,461,94.553,2.58e-169,464,94.553
BAB_RS23780,OANT_RS20975,0,626,95.745,0,646,95.745
BAB_RS23785,OANT_RS20970,0,622,96.386,0,622,96.386
BAB_RS23790,OANT_RS20965,0,924,91.463,0,924,91.463
BAB_RS23835,OANT_RS21525,0,654,75.097,0,654,75.097
BAB_RS23840,OANT_RS06560,8.38e-165,455,82.156,5.27e-165,455,82.156
BAB_RS23845,OANT_RS06555,0,909,95.445,0,909,95.445
BAB_RS23850,OANT_RS06550,8.08e-129,357,93.333,5.11e-129,357,93.333
BAB_RS23855,OANT_RS06545,4.14e-101,285,80.117,2.65e-101,285,80.117
BAB_RS23860,OANT_RS06540,1.09e-138,382,94.211,6.88e-139,382,94.211
BAB_RS23865,OANT_RS06535,3.95e-141,390,92.056,2.5e-141,390,92.056
BAB_RS23870,OANT_RS06530,0,526,87.285,0,526,87.285
BAB_RS23875,OANT_RS06525,0,1425,93.931,0,1425,93.931
BAB_RS23880,OANT_RS06520,3.33e-112,313,90.854,2.1e-112,313,90.854
BAB_RS23885,OANT_RS06360,0,571,95.364,0,571,95.05
BAB_RS23890,OANT_RS06365,0,641,92.814,0,641,92.814
BAB_RS23895,OANT_RS06370,6.41e-97,274,87.421,4.08e-97,274,87.421
BAB_RS23900,OANT_RS06375,2.08e-11,48.1,100,1.32e-11,48.1,100
BAB_RS23905,OANT_RS06395,2.13e-93,263,90.78,1.35e-93,263,90.78
BAB_RS23910,OANT_RS06400,0,551,82.143,0,551,82.143
BAB_RS23915,OANT_RS25515,4.37e-28,92,98.148,2.76e-28,92,98.148
BAB_RS23920,OANT_RS06410,4.75e-176,483,89.394,3e-176,483,89.394
BAB_RS23925,OANT_RS06415,2.2e-42,129,80,1.39e-42,129,80
BAB_RS23930,OANT_RS06420,8.66e-130,359,91.579,5.48e-130,359,91.579
BAB_RS23935,OANT_RS06425,0,667,75.855,0,712,75.855
BAB_RS23940,OANT_RS06430,9.75e-43,135,73.759,8.98e-57,171,73.759
BAB_RS23945,OANT_RS06435,1.83e-67,196,82.906,1.87e-60,178,82.906
BAB_RS23950,OANT_RS06440,2.53e-146,409,75.704,4.58e-159,441,75.704
BAB_RS23960,OANT_RS06445,6.15e-173,480,75.931,1.28e-163,456,93.496
BAB_RS23965,OANT_RS06450,4.62e-98,277,85.799,3.44e-83,239,93.706
BAB_RS23970,OANT_RS06455,7.22e-89,265,58.154,1.61e-99,291,60.923
BAB_RS23985,OANT_RS06465,0,659,87.399,0,630,87.399
BAB_RS23990,OANT_RS06470,0,634,80.241,0,655,80
BAB_RS23995,OANT_RS06490,1.13e-106,298,92.357,7.16e-107,298,92.357
BAB_RS24000,OANT_RS06495,3.2e-93,264,83.117,2.02e-93,264,83.117
BAB_RS24005,OANT_RS06500,4.77e-45,136,92.958,3.02e-45,136,92.958
BAB_RS24010,OANT_RS06505,0,506,90.189,0,506,90.189
BAB_RS24015,OANT_RS06510,0,635,94.19,0,635,94.19
BAB_RS24020,OANT_RS06515,0,864,96.875,0,864,96.875
BAB_RS24025,OANT_RS06340,0,664,72.016,0,646,71.843
BAB_RS24030,OANT_RS06335,0,845,97.203,0,845,97.203
BAB_RS24035,OANT_RS06330,2.82e-121,336,95.266,1.79e-121,336,95.266
BAB_RS24040,OANT_RS06325,0,1046,96.248,0,1046,96.248
BAB_RS24045,OANT_RS06320,0,740,94.517,0,740,94.517
BAB_RS24050,OANT_RS06315,0,587,92.767,0,555,92.767
BAB_RS24055,OANT_RS06305,3.44e-120,342,73.82,4.88e-136,382,69.928
BAB_RS24060,OANT_RS06300,0,877,94.457,0,865,94.582
BAB_RS24065,OANT_RS06295,0,1278,97.196,0,1278,97.196
BAB_RS24070,OANT_RS06290,0,610,71.053,0,610,71.053
BAB_RS24075,OANT_RS06285,0,733,79.371,0,727,78.824
BAB_RS24085,OANT_RS06280,4.32e-123,341,98.802,2.73e-123,341,98.802
BAB_RS24090,OANT_RS06275,0,891,97.968,0,891,97.968
BAB_RS24095,OANT_RS06270,0,526,89.607,0,509,89.607
BAB_RS24100,OANT_RS06265,7.06e-107,298,98.667,4.47e-107,298,98.667
BAB_RS24105,OANT_RS06260,2.1e-166,456,97.872,1.33e-166,456,97.872
BAB_RS24110,OANT_RS06255,9.83e-100,280,88.235,6.51e-100,280,88.235
BAB_RS24115,OANT_RS06250,0,673,98.266,0,673,98.266
BAB_RS24120,OANT_RS06245,1.02e-142,393,97.073,6.44e-143,393,97.073
BAB_RS24125,OANT_RS06240,5.65e-116,323,97.093,4.33e-116,323,97.093
BAB_RS24130,OANT_RS06235,1.8e-107,301,89.759,1.14e-107,301,89.759
BAB_RS24135,OANT_RS06230,0,661,90.513,0,679,90.513
BAB_RS24140,OANT_RS06225,1.69e-135,376,88.688,9.79e-136,377,88.688
BAB_RS24145,OANT_RS06220,0,573,82.051,0,542,80.571
BAB_RS24150,OANT_RS06215,2.98e-133,368,96.774,1.89e-133,368,96.774
BAB_RS24155,OANT_RS06210,0,508,93.536,0,508,93.536
BAB_RS24160,OANT_RS06205,0,548,90.598,0,549,90.598
BAB_RS24165,OANT_RS06200,0,652,94.169,0,652,94.169
BAB_RS24170,OANT_RS06195,0,1064,84.478,0,1057,84.478
BAB_RS24175,OANT_RS06190,1.6e-51,152,100,1.01e-51,152,100
BAB_RS24180,OANT_RS06185,2.48e-178,487,95.565,1.57e-178,487,95.565
BAB_RS24185,OANT_RS06180,2.74e-149,412,91.667,1.7e-149,412,91.667
BAB_RS24190,OANT_RS06175,1.16e-106,301,79.581,7.33e-107,301,79.581
BAB_RS24195,OANT_RS06170,1.01e-72,211,72.857,6.58e-73,211,72.857
BAB_RS24200,OANT_RS06165,4.96e-150,415,90.688,5.46e-158,435,90.688
BAB_RS24205,OANT_RS06160,0,532,93.796,0,532,93.796
BAB_RS24210,OANT_RS06155,3.47e-111,313,83.696,2.21e-111,313,83.696
BAB_RS24215,OANT_RS06145,1.87e-79,226,91.667,1.18e-79,226,91.667
BAB_RS24220,OANT_RS06140,9.12e-55,162,95.556,5.77e-55,162,95.556
BAB_RS24225,OANT_RS06135,0,1252,92.76,0,1268,92.76
BAB_RS24230,OANT_RS06130,0,666,97.015,0,666,97.015
BAB_RS24235,OANT_RS06120,0,739,92.768,0,739,92.768
BAB_RS24245,OANT_RS06105,0,1201,90.252,0,1193,90.252
BAB_RS24250,OANT_RS06095,9.07e-29,94.4,86.885,2.72e-29,95.1,86.885
BAB_RS24255,OANT_RS06090,4.89e-165,452,96.567,3.09e-165,452,96.567
BAB_RS24265,OANT_RS06065,1.86e-164,450,94.323,1.18e-164,450,94.323
BAB_RS24270,OANT_RS06060,0,621,90.12,0,621,90.12
BAB_RS24275,OANT_RS06055,2.83e-22,78.2,82.54,1.23e-31,101,82.54
BAB_RS24285,OANT_RS06050,9.39e-136,384,92.202,8.36e-144,405,92.202
BAB_RS24290,OANT_RS06045,5.01e-34,107,89.831,3.17e-34,107,89.831
BAB_RS24295,OANT_RS06040,2.99e-42,128,97.015,1.89e-42,128,97.015
BAB_RS24300,OANT_RS06035,8.8e-111,309,96.296,5.64e-111,309,96.296
BAB_RS24305,OANT_RS06030,0,619,88.547,0,618,88.547
BAB_RS24310,OANT_RS06025,4.52e-24,80.9,95.122,2.86e-24,80.9,95.122
BAB_RS24315,OANT_RS06020,2.01e-130,364,79.565,1.24e-135,377,80
BAB_RS24320,OANT_RS06015,0,933,97.49,0,933,97.49
BAB_RS24325,OANT_RS06010,5.55e-104,291,95.862,3.33e-104,291,95.862
BAB_RS24330,OANT_RS06005,1.93e-159,441,79.554,5.05e-154,427,79.554
BAB_RS24335,OANT_RS25405,2.01e-32,104,98.077,7.74e-33,104,98.077
BAB_RS24340,OANT_RS05915,0,1105,92.699,0,1105,92.699
BAB_RS24345,OANT_RS05910,5.42e-13,56.6,96.429,1.37e-14,60.1,93.333
BAB_RS24350,OANT_RS05905,9.88e-144,397,88.073,6.25e-144,397,88.073
BAB_RS24355,OANT_RS05900,0,607,86.527,0,592,86.527
BAB_RS24360,OANT_RS05895,0,808,82.56,0,811,82.56
BAB_RS24365,OANT_RS05890,8.38e-132,369,77.966,5.41e-132,369,77.966
BAB_RS24370,OANT_RS05885,0,928,91.075,0,928,91.075
BAB_RS24375,OANT_RS05880,1.87e-132,370,77.13,1.14e-132,370,77.13
BAB_RS24380,OANT_RS05875,0,576,93.248,0,576,93.248
BAB_RS24390,OANT_RS05860,1.84e-135,374,97.409,1.18e-135,374,97.409
BAB_RS24395,OANT_RS05855,4.5e-77,220,96.429,2.84e-77,220,96.429
BAB_RS24400,OANT_RS05850,3.51e-71,206,81.89,2.15e-71,206,81.89
BAB_RS24405,OANT_RS05845,0,1845,90.997,0,1816,91.288
BAB_RS24410,OANT_RS05840,0,731,90.863,0,731,90.863
BAB_RS24415,OANT_RS05835,1.11e-85,244,87.413,3.2e-78,225,87.413
BAB_RS24420,OANT_RS05830,5.25e-38,117,96.61,3.32e-38,117,96.61
BAB_RS24425,OANT_RS05825,1.84e-161,444,86.066,1.13e-161,444,86.066
BAB_RS24430,OANT_RS05820,0,506,87.829,0,507,87.829
BAB_RS24435,OANT_RS05805,0,835,96.667,0,835,96.667
BAB_RS24440,OANT_RS05800,1.7e-166,458,88.973,8.8e-175,479,88.973
