O_anthropi,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
OANT_RS08280,SMc02729,3.4e-153,437,51.429,3.06e-153,437,52.184
OANT_RS08300,SMc02603,1.57e-28,113,27.981,2.62e-30,118,29.412
OANT_RS08310,SMc00681,2.64e-63,189,59.589,2.11e-63,189,59.589
OANT_RS08315,SMc02725,0,1111,74.861,0,1113,74.415
OANT_RS08320,SMc02724,7.23e-105,306,60.071,5.96e-106,308,60.071
OANT_RS08330,SMc02717,0,977,82.353,0,977,82.353
OANT_RS08340,SMc02712,1.59e-108,315,55.052,1.27e-108,315,55.052
OANT_RS08345,SMc02711,1.5e-49,154,50.993,1.28e-49,154,50.993
OANT_RS08355,SMc02708,1.72e-163,456,69.697,2.18e-173,481,69.697
OANT_RS08360,SMc02707,2.03e-48,152,49.383,1.2e-48,153,49.383
OANT_RS08365,SMc02706,0,811,60.203,0,805,60.203
OANT_RS08370,SMc02705,0,868,50.313,0,875,50.313
OANT_RS08375,SMc02704,6.21e-133,377,60.797,1.37e-129,369,60.797
OANT_RS08380,SMc02703,1.54e-177,493,75.229,0,504,75.229
OANT_RS08385,SMc02702,1.34e-89,261,68.205,1.09e-89,261,68.205
OANT_RS08390,SMc02701,3.83e-75,223,55.349,3.09e-75,223,55.349
OANT_RS08395,SMc02700,1.72e-168,476,58.025,1.82e-165,468,58.025
OANT_RS08405,SMc01351,1.86e-26,90.5,52.381,1.48e-26,90.5,52.381
OANT_RS08410,SMc00230,1.63e-58,177,53.704,1.3e-58,177,53.704
OANT_RS08415,SMc00180,1.66e-166,462,72.368,1.18e-171,475,72.368
OANT_RS08420,SMc00181,1.69e-28,95.9,58.242,1.28e-28,95.9,58.242
OANT_RS08435,SMc00184,3.87e-73,214,70.068,1.65e-77,224,70.068
OANT_RS08440,SMc00185,0,818,65.182,0,795,64.553
OANT_RS08445,SMc00186,0,763,60.097,0,763,60.097
OANT_RS08450,SMc00187,1.04e-102,291,74.479,3.78e-104,295,74.479
OANT_RS08455,SMc00188,0,743,83.294,0,723,83.294
OANT_RS08460,SMc00189,2.4e-136,385,73.004,6.03e-135,381,67.577
OANT_RS08465,SMc02698,1.63e-105,298,80.337,8.72e-98,278,80.337
OANT_RS08470,SMc02697,2.82e-50,156,49.045,2.18e-50,156,49.045
OANT_RS08475,SMc02696,1.45e-54,167,51.351,1.08e-54,167,51.351
OANT_RS08480,SMc02695,0,614,80.654,0,600,80.654
OANT_RS08485,SMc02693,2.07e-100,290,64,8.15e-97,280,64.05
OANT_RS08490,SMc02692,1.01e-95,275,72.043,1.54e-95,274,72.043
OANT_RS08495,SMc00484,0,687,68.138,0,671,68.297
OANT_RS08500,SMc00808,3.73e-116,346,49.541,1.98e-115,344,48.394
OANT_RS08505,SMc02686,0,541,84.516,0,541,84.516
OANT_RS08510,SMc02685,4.39e-38,131,48.246,3.51e-38,131,48.246
OANT_RS08515,SMc02684,0,543,68.504,0,565,68.504
OANT_RS08520,SMc02683,3.52e-112,321,61.39,4.28e-109,313,61.355
OANT_RS08525,SMc02682,9.6e-129,371,52.514,7.82e-129,371,52.514
OANT_RS08530,SMc02681,1.83e-113,326,61.24,4.18e-113,325,60.821
OANT_RS08535,SMc03744,1.04e-38,122,74.39,3.7e-38,120,74.39
OANT_RS08540,SMc02678,6.99e-88,252,71.084,5.55e-88,252,71.084
OANT_RS08545,SMc04456,7.45e-57,169,75.926,5.81e-57,169,75.926
OANT_RS08550,SMc01595,0,576,65.429,0,561,64.706
OANT_RS08555,SMc01593,7.8e-124,348,70.87,6.17e-124,348,70.87
OANT_RS08560,SMc01592,9.04e-63,188,66.917,6.56e-63,188,66.917
OANT_RS08580,SMc01587,7.73e-99,283,62.736,6e-99,283,62.736
OANT_RS08585,SMc01586,1.68e-20,79.3,49.573,4.48e-24,88.2,45.946
OANT_RS08590,SMc01585,3.13e-40,124,80.282,2.49e-40,124,80.282
OANT_RS08595,SMc01230,2.39e-29,108,46.104,6.41e-28,105,46.104
OANT_RS08600,SMc04226,3.47e-24,90.1,40.789,2.34e-24,90.5,44.186
OANT_RS08605,SMc04231,0,1460,74.646,0,1449,74.646
OANT_RS08610,SMa2297,5.95e-11,57.4,38.158,4.54e-11,58.2,37.662
OANT_RS08615,SMc04228,1.33e-64,190,70.543,1.05e-64,190,70.543
OANT_RS08620,SMc04225,1.07e-89,270,53.818,3.9e-87,264,52.941
OANT_RS08625,SMc04230,5.85e-54,162,71.795,4.69e-54,162,71.795
OANT_RS08630,SMc01584,5.39e-100,293,57.192,1.47e-100,294,57.192
OANT_RS08640,SMc01218,1.01e-89,256,78.846,8.08e-90,256,78.846
OANT_RS08645,SMc01219,2.4e-132,379,55.908,1.88e-132,379,55.908
OANT_RS08650,SMc01223,3.81e-82,236,75.333,3.03e-82,236,75.333
OANT_RS08655,SMa1691,3e-132,388,42.704,5.82e-137,400,42.704
OANT_RS08660,SMc01224,0,509,73.765,1.25e-178,494,73.765
OANT_RS08665,SMc01225,1.71e-165,459,70.37,1.37e-165,459,70.37
OANT_RS08680,SM_b20232,6.25e-48,160,34.164,6e-47,157,35.918
OANT_RS08700,SMc01578,0,712,84,0,712,84
OANT_RS08710,SMa2095,1.68e-08,52,27.119,1.72e-10,57.8,28.716
OANT_RS08715,SMc01670,1.42e-29,103,44.697,1.1e-28,101,44.615
OANT_RS08720,SMc01428,1.59e-36,114,76.471,1.27e-36,114,76.471
OANT_RS08730,SM_b20937,0,636,52.332,0,619,52.422
OANT_RS08735,SMc01215,0,2016,85.013,0,2016,85.013
OANT_RS08740,SM_b20943,5.08e-26,103,32.153,6.26e-25,100,32.047
OANT_RS08745,SMc01213,1.15e-137,389,64.013,8.19e-141,397,63.75
OANT_RS08750,SMc01212,0,605,78,0,601,78.055
OANT_RS08755,SMc01569,0,637,76.309,0,637,76.309
OANT_RS08760,SMc01568,1.66e-72,211,66.443,1.32e-65,194,66.443
OANT_RS08765,SM_b21536,1.42e-136,405,41.924,2.42e-140,415,41.924
OANT_RS08770,SMc01567,0,714,56.845,0,738,57.015
OANT_RS08775,SMc01563,0,1095,83.358,0,1075,82.749
OANT_RS08780,SMc00935,9.33e-21,77,44.211,8.18e-21,77,44.211
OANT_RS08790,SMc00064,1.05e-67,199,65.493,2.23e-64,191,66.667
OANT_RS08800,SMc01556,4.15e-77,231,58.605,3.43e-84,249,54
OANT_RS08815,SMc01725,1.25e-52,167,39.241,9.91e-53,167,39.241
OANT_RS08820,SMa1077,4.2e-37,124,50,1.39e-41,134,50
OANT_RS08830,SM_b21330,2.74e-38,119,88.06,2.18e-38,119,88.06
OANT_RS08850,SM_b20336,1.4e-27,105,31.387,1.04e-27,105,31.387
OANT_RS08860,SM_b21035,5.68e-17,66.6,46.377,3.26e-17,66.6,46.377
OANT_RS08870,SM_b21468,3.66e-148,420,65.797,6.37e-160,449,65.797
OANT_RS08885,SMc02275,9.81e-106,300,70.854,7.87e-106,300,70.854
OANT_RS08890,SMc00099,5.91e-33,105,77.941,4.51e-33,105,77.941
OANT_RS08895,SMc00981,4.96e-154,436,59.03,2.34e-160,451,59.892
OANT_RS08900,SMc00982,0,605,66.024,0,605,66.024
OANT_RS08920,SMc02384,2.71e-31,115,33.054,6.55e-30,112,33.054
OANT_RS08925,SMc02818,2.24e-98,290,49.296,7.78e-97,286,49.296
OANT_RS08930,SMc04454,0,1001,88.16,0,996,88.16
OANT_RS08935,SMc00225,4.52e-91,267,50.394,3.62e-91,267,50.394
OANT_RS08955,SMc01842,9.67e-114,331,60.692,3.3e-133,380,60.692
OANT_RS08960,SMc01843,4.68e-119,342,59.155,3.84e-119,342,59.155
OANT_RS08965,SMc00317,3.04e-35,127,31.818,9.05e-31,115,31.818
OANT_RS08970,SMc01845,8.54e-136,392,52,3.4e-136,393,52
OANT_RS08975,SMc01846,5.28e-98,286,52.727,2.5e-95,278,52.756
OANT_RS08980,SMc01847,4.55e-68,206,51.402,3.48e-68,206,51.402
OANT_RS08985,SMc01848,2.05e-172,486,59.5,1.65e-172,486,59.5
OANT_RS09000,SMc01853,1.83e-92,269,57.203,1.44e-92,269,57.203
OANT_RS09005,SMc01854,1.88e-105,304,60.905,1.47e-105,304,60.905
OANT_RS09010,SMc01855,2.95e-55,172,64.516,1.92e-55,172,64.516
OANT_RS09020,SMc00372,3.09e-75,226,51.373,5.66e-80,238,51.373
OANT_RS09030,SMc01858,3.1e-150,424,66.366,2.43e-150,424,66.366
OANT_RS09035,SMc01859,3.53e-26,93.2,42.424,1.03e-26,94.4,42.537
OANT_RS09040,SMc01860,0,687,59.201,0,687,59.201
OANT_RS09045,SMc01861,0,685,72.107,0,677,72.117
OANT_RS09050,SMc01862,0,521,57.906,0,542,57.906
OANT_RS09055,SMc01863,0,568,78.142,0,571,78.142
OANT_RS09060,SMc01864,0,588,70.652,0,659,70.499
OANT_RS09065,SMc01865,0,512,68.478,0,527,68.478
OANT_RS09070,SMc01866,9.95e-163,458,64.96,3.06e-165,464,64.96
OANT_RS09075,SMc01867,0,732,80.215,0,732,80.215
OANT_RS09080,SMc01868,1.48e-145,410,63.722,2.16e-148,417,63.722
OANT_RS09085,SMc01871,0,499,75.649,6.13e-173,478,75.649
OANT_RS09090,SMc01872,1.83e-98,290,50.877,1.44e-98,290,50.877
OANT_RS09095,SMc01873,0,595,67.371,0,570,67.371
OANT_RS09100,SMc01874,0,624,66.225,0,600,66.886
OANT_RS09105,SMc01875,1.78e-140,397,61.538,1.46e-140,397,61.538
OANT_RS09110,SMc01876,1.46e-126,359,65.9,7.22e-128,362,64.469
OANT_RS09115,SMc01877,0,719,70.111,0,701,69.982
OANT_RS09120,SMc01878,0,966,68.911,0,976,68.194
OANT_RS09130,SMc01882,1.98e-94,274,60.444,1.43e-100,290,60.444
OANT_RS09135,SMc01883,7.07e-16,64.7,40.217,5.85e-16,64.7,40.217
OANT_RS09140,SMc01885,0,712,59.339,0,723,59.339
OANT_RS09145,SMc01472,6.41e-105,305,53.633,5.2e-105,305,53.633
OANT_RS09150,SMc01471,1.34e-72,216,54.04,2.07e-71,212,59.172
OANT_RS09165,SMc01465,2.86e-76,222,64.634,2.27e-76,222,64.634
OANT_RS09170,SMc01461,0,1327,75.806,0,1326,75.922
OANT_RS09180,SMc03110,3.24e-39,129,45.57,2.5e-39,129,45.57
OANT_RS09185,SMc01455,0,637,65.096,0,637,65.096
OANT_RS09190,SMc01454,2.9e-177,555,32.234,3.23e-169,533,32
OANT_RS09195,SMc01452,1.8e-20,75.1,50,1.47e-20,75.1,50
OANT_RS09200,SMc01451,1.33e-15,62,50.877,1.14e-15,62,50.877
OANT_RS09205,SMc01450,5.24e-72,213,58.081,9.03e-71,209,56.923
OANT_RS09315,SMc01449,1.39e-37,120,64.078,7.45e-43,132,64.078
OANT_RS09320,SMc01444,2.23e-173,476,84.091,1.77e-173,476,84.091
OANT_RS09325,SMc01442,4.65e-68,202,54.491,3.82e-68,202,54.491
OANT_RS09330,SMc01441,2.28e-151,429,62.647,9.85e-155,437,64.371
OANT_RS09335,SMc01440,8.51e-139,392,68.121,9.69e-143,402,68.121
OANT_RS09345,SMc01438,0,535,57.004,0,549,57.004
OANT_RS09350,SMc00763,0,531,66.154,0,531,66.154
OANT_RS09355,SMc01437,1.44e-70,209,59.218,1.21e-70,209,59.218
OANT_RS09360,SMc01494,4.41e-140,394,67.687,5.74e-141,396,67.687
OANT_RS09365,SMc01435,1.06e-111,323,53.265,8.25e-112,323,53.265
OANT_RS09375,SMc01432,0,550,54.274,0,563,54.274
OANT_RS09380,SMc01431,0,1031,82.082,0,1031,82.082
OANT_RS09385,SMc01430,6.16e-110,310,77.895,4.89e-110,310,77.895
OANT_RS09390,SMc01425,2.52e-99,283,67.839,1.98e-99,283,67.839
OANT_RS09400,SMc01414,0,643,81.867,0,655,81.867
OANT_RS09410,SMc01407,3.07e-124,350,71.901,2.45e-114,325,70.85
OANT_RS09415,SMc00873,0,651,53.226,0,651,53.226
OANT_RS09420,SMc04348,1.52e-64,196,50.235,1.22e-64,196,50.235
OANT_RS09425,SMc04346,0,627,87.906,0,605,87.906
OANT_RS09435,SMc04323,0,620,74.328,0,632,74.328
OANT_RS09445,SMc04274,2.45e-174,487,62.74,5.74e-170,476,62.74
OANT_RS09450,SMc04272,1.73e-37,129,31.169,1.45e-37,129,31.169
OANT_RS09455,SMc04271,1.3e-100,295,53.135,6.36e-102,298,53.135
OANT_RS09460,SMa1151,2.2e-29,102,34.722,1.83e-29,102,34.722
OANT_RS09475,SM_b21207,1.41e-20,88.6,29.825,3.23e-25,101,31.408
OANT_RS09480,SM_b21206,3.13e-62,219,42.215,1.3e-62,219,42.215
OANT_RS09510,SMc01163,2.01e-173,485,62.842,1.6e-173,485,62.842
OANT_RS09515,SMa0067,1.39e-19,84.7,27.914,2.29e-18,81.3,27.632
OANT_RS09525,SMa0072,8.81e-71,215,45.122,6.57e-71,215,45.122
OANT_RS09530,SMc00165,3.5e-140,392,68.773,1.8e-145,406,68.773
OANT_RS09535,SM_b20614,0,686,50.436,0,671,50.291
OANT_RS09545,SMc03124,0,787,68.015,0,787,68.015
OANT_RS09550,SMc03125,1.1e-163,458,71.651,8.54e-164,458,71.651
OANT_RS09555,SMc03126,3.32e-159,446,70.701,2.66e-159,446,70.701
OANT_RS09560,SMc03127,6.25e-169,468,73.052,1.29e-158,442,73.052
OANT_RS09565,SMc03128,2.95e-159,442,79.259,2.38e-159,442,79.259
OANT_RS09570,SM_b21302,2.97e-36,119,43.151,2.54e-36,119,43.151
OANT_RS09580,SMc03246,1.72e-08,53.5,24.409,1.31e-08,53.5,24.409
OANT_RS09625,SMc04364,1.09e-08,41.2,88,8.64e-09,41.2,88
OANT_RS09665,SMc02853,5.87e-123,352,60.577,7.79e-123,352,60.577
OANT_RS09670,SMa1600,0,595,57.509,0,578,57.509
OANT_RS09675,SMc02265,0,1004,62.201,0,1013,62.201
OANT_RS09685,SMc04176,0,720,43.866,0,696,44.354
OANT_RS09690,SMc04174,5.17e-17,67,45.833,3.77e-17,67,45.833
OANT_RS09695,SMc01987,0,1505,82.181,0,1505,82.181
OANT_RS09700,SMc04169,0,543,77.709,0,543,77.709
OANT_RS09710,SMc04163,3.08e-118,340,54.915,2.38e-118,340,54.915
OANT_RS09720,SMc02383,2.72e-23,100,26.695,1.11e-19,89,27.897
OANT_RS09725,SM_b20751,1.7e-126,360,68.276,6.59e-134,379,68.276
OANT_RS09730,SM_b20753,0,524,66.578,0,524,66.578
OANT_RS09735,SMc04309,0,668,69.053,0,668,69.053
OANT_RS09750,SMc04305,1.64e-70,208,67.066,3.46e-75,220,67.066
OANT_RS09755,SMc04304,0,517,75.219,0,540,75.219
OANT_RS09760,SMc04303,0,1792,70.843,0,1803,70.843
OANT_RS09765,SMc04302,9.6e-96,275,68.159,7.7e-96,275,68.159
OANT_RS09775,SMc04286,4.9e-113,325,66.807,3.93e-115,330,66.667
OANT_RS09785,SMc04285,9.65e-16,66.2,46.296,5.27e-19,74.7,46.296
OANT_RS09790,SMa0224,5.63e-61,205,32.759,1.89e-56,192,32.755
OANT_RS09800,SMc03187,5.66e-93,271,55.777,2.33e-93,272,55.777
OANT_RS09805,SMc03189,8.04e-56,177,44.898,2.93e-51,165,44.898
OANT_RS09815,SMc04284,1.84e-150,420,76.316,1.4e-150,420,76.316
OANT_RS09820,SMc04282,1.21e-170,483,61.021,2.91e-173,489,61.021
OANT_RS09825,SMc04281,2.51e-84,255,45.181,2.13e-88,266,45.181
OANT_RS09830,SMc04279,2.72e-99,293,50.836,6.16e-91,272,50.482
OANT_RS09835,SMc00513,2.33e-49,167,35.227,1.59e-62,201,35.227
OANT_RS09840,SMc00514,6.86e-52,161,48.101,5.51e-52,161,48.101
OANT_RS09845,SMc01019,1.55e-95,281,48.239,1.27e-95,281,48.239
OANT_RS09855,SMc03190,8.86e-72,228,49.407,3.35e-70,223,49.802
OANT_RS09860,SMc03191,4e-80,238,50.847,3.27e-80,238,50.847
OANT_RS09865,SMc03192,2.93e-94,271,68.812,2.35e-94,271,68.812
OANT_RS09870,SMc03193,8.62e-18,82.8,26.733,8.9e-18,82.4,26.733
OANT_RS09875,SMc03188,1.02e-134,390,49.751,8.32e-135,390,49.751
OANT_RS09880,SMa1740,3.88e-58,190,32.402,9.61e-54,178,32.402
OANT_RS09885,SMc01529,1.96e-141,394,78.367,1.59e-141,394,78.367
OANT_RS09890,SMc01528,1.93e-163,452,79.783,1.54e-163,452,79.783
OANT_RS09895,SMc01527,0,507,85.806,0,498,85.806
OANT_RS09900,SMc01526,0,549,77.391,0,549,77.391
OANT_RS09910,SMc01525,0,825,73.993,0,820,73.81
OANT_RS09915,SMc01524,0,534,72.727,0,534,72.727
OANT_RS09925,SMc00299,9.33e-107,306,62.903,7.8e-107,306,62.903
OANT_RS09930,SMc00298,3.03e-174,479,83.026,2.44e-174,479,83.026
OANT_RS09935,SMc00297,1.05e-102,295,64.286,8.59e-103,295,64.286
OANT_RS09955,SMc00291,2.81e-55,186,53.416,3.58e-55,186,42.915
OANT_RS09965,SMc00294,0,730,86.139,0,730,86.139
OANT_RS09970,SMc00293,0,642,71.396,0,642,71.396
OANT_RS09985,SMc00292,0,639,62.373,0,696,62.373
OANT_RS09990,SMc04202,2.69e-58,187,48.571,1.11e-61,196,47.423
OANT_RS09995,SMc00290,3.45e-82,236,72.603,2.74e-82,236,72.603
OANT_RS10000,SMc00289,1.67e-99,283,70.466,1.32e-99,283,70.466
OANT_RS10005,SMc00288,2.56e-35,118,49.573,3.08e-35,117,49.573
OANT_RS10010,SMc02114,1.36e-116,332,66.939,1.41e-111,319,66.939
OANT_RS10015,SMc02113,1.62e-142,399,69.63,1.29e-142,399,69.63
OANT_RS10020,SMc02112,7.62e-32,103,70.588,7.2e-32,103,70.588
OANT_RS10035,SMc01715,2.4e-13,63.9,28.643,2.18e-13,63.9,28.643
OANT_RS10045,SMc00997,3.23e-51,164,36.842,3.69e-51,164,36.842
OANT_RS10050,SMc04241,2.27e-79,231,62.5,1.81e-79,231,62.5
OANT_RS10055,SMc00360,7.24e-73,217,56.742,5.87e-73,217,56.742
OANT_RS10060,SMc00999,7.83e-69,206,52.083,6.25e-69,206,52.083
OANT_RS10065,SMc01000,1.71e-21,86.3,31.169,1.38e-21,86.3,31.169
OANT_RS10070,SMc01001,5.73e-45,149,36.842,1.23e-49,160,37.143
OANT_RS10075,SMc01002,4.74e-39,126,43.972,3.74e-39,126,43.972
OANT_RS10080,SMc01327,5.9e-121,345,62.369,9.84e-128,362,62.369
OANT_RS10085,SMc01378,5.28e-15,57.4,96.429,4.19e-15,57.4,96.429
OANT_RS10090,SMc01379,1.61e-10,45.8,100,1.28e-10,45.8,100
OANT_RS10100,SMc01381,7.15e-10,44.3,88,5.68e-10,44.3,88
OANT_RS10105,SMc01323,6.25e-22,77.8,66.154,9.49e-22,77,66.154
OANT_RS10110,SMc01322,7.5e-105,295,82.955,5.99e-105,295,82.955
OANT_RS10115,SMc01321,2.27e-87,248,83.099,1.8e-87,248,83.099
OANT_RS10120,SMc01320,1.52e-138,385,83.406,9.62e-132,368,83.406
OANT_RS10125,SMc01319,1.5e-92,264,72.674,1.19e-92,264,72.674
OANT_RS10130,SMc01318,4.22e-51,155,84.127,1.59e-50,154,80.159
OANT_RS10135,SMc01317,0,2482,86.739,0,2482,86.739
OANT_RS10140,SMc01316,0,2546,87.348,0,2546,87.348
OANT_RS10145,SMc01315,1.68e-19,73.9,41.86,1.67e-15,63.5,41.86
OANT_RS10150,SMc01314,2.1e-83,237,95.935,1.67e-83,237,95.935
OANT_RS10155,SMc01313,2.89e-104,292,86.538,2.3e-104,292,86.538
OANT_RS10160,SMc01312,0,1200,84.052,0,1199,84.052
OANT_RS10165,SMc01311,0,709,91.56,0,709,91.56
OANT_RS10170,SMc01310,1.58e-70,203,96.078,1.26e-70,203,96.078
OANT_RS10175,SMc01309,6.63e-128,358,78.505,8.48e-131,365,78.082
OANT_RS10180,SMc01308,1.31e-125,350,81.553,1.04e-125,350,81.553
OANT_RS10185,SMc01307,6.29e-58,171,86.598,5e-58,171,86.598
OANT_RS10190,SMc01306,2.49e-174,479,87.77,3.36e-174,479,87.77
OANT_RS10195,SMc01305,4.26e-64,186,96.739,3.38e-64,186,96.739
OANT_RS10200,SMc01304,8.67e-79,226,86.822,6.89e-79,226,86.822
OANT_RS10205,SMc01303,4.38e-155,427,86.076,3.49e-155,427,86.076
OANT_RS10210,SMc01302,2.75e-82,235,81.022,2.19e-82,235,81.022
OANT_RS10215,SMc01301,1.07e-31,102,78.788,8.5e-32,102,78.788
OANT_RS10220,SMc01300,1.26e-45,138,80.769,9.73e-46,138,80.769
OANT_RS10225,SMc01299,8.98e-83,235,96.721,7.13e-83,235,96.721
OANT_RS10230,SMc01298,3.78e-57,169,80.583,3e-57,169,80.583
OANT_RS10235,SMc01297,3.51e-103,292,80,1.03e-108,306,80
OANT_RS10240,SMc01296,7.46e-56,166,77.228,5.93e-56,166,77.228
OANT_RS10245,SMc01295,2.25e-79,228,81.061,1.79e-79,228,81.061
OANT_RS10250,SMc01294,3.46e-100,284,79.096,2.75e-100,284,79.096
OANT_RS10255,SMc01293,1.92e-66,194,80,9.83e-57,169,80
OANT_RS10260,SMc01292,4.4e-111,312,86.772,3.55e-111,312,86.772
OANT_RS10265,SMc01291,2.49e-30,99,78.788,2.04e-30,99,78.788
OANT_RS10270,SMc01290,2.27e-81,234,76.923,1.81e-81,234,76.923
OANT_RS10275,SMc01289,0,756,82.287,0,756,82.287
OANT_RS10280,SMc01288,7.25e-109,307,78.534,5.7e-109,307,78.534
OANT_RS10285,SMc01287,1.88e-68,199,86.726,1.49e-68,199,86.726
OANT_RS10290,SMc01286,2.08e-91,258,96.124,1.65e-91,258,96.124
OANT_RS10295,SMc01285,0,629,89.318,0,629,89.318
OANT_RS10300,SMc01283,3.09e-83,238,87.121,3.08e-81,233,87.5
OANT_RS10305,SMc01280,1.75e-179,508,57.709,3.71e-180,510,56.41
OANT_RS10310,SMc01279,0,772,85.747,0,772,85.747
OANT_RS10315,SMc01561,4.32e-82,239,66.667,1.07e-87,253,65.263
OANT_RS10320,SMc00354,9.37e-93,268,70.32,9.01e-92,266,70.32
OANT_RS10325,SMc00760,0,657,87.812,0,657,87.812
OANT_RS10330,SMc00475,0,1413,78.207,0,1390,78.416
OANT_RS10345,SMc00080,4.51e-82,242,54.867,3.4e-76,227,54.867
OANT_RS10355,SMc00480,0,780,91.337,0,780,91.337
OANT_RS10365,SMa0275,1.24e-71,213,51.795,9.88e-72,213,51.795
OANT_RS10370,SMc00482,1.05e-126,359,66.045,8.18e-127,359,66.045
OANT_RS10375,SMc00483,4.45e-137,385,72.868,3.52e-137,385,72.868
OANT_RS10380,SMc01429,6.32e-118,337,58.363,5.02e-118,337,58.363
OANT_RS10390,SM_b21472,1.9e-30,105,45.045,2.18e-30,105,45.045
OANT_RS10395,SM_b21473,8.2e-20,76.6,45.133,7.8e-20,76.6,45.133
OANT_RS10400,SM_b20757,0,1178,79.692,0,1199,79.692
OANT_RS10405,SM_b20756,0,1033,75.412,0,1033,75.412
OANT_RS10410,SM_b20755,0,957,89.608,0,957,89.608
OANT_RS10415,SM_b20754,0,684,68.443,0,684,68.443
OANT_RS10420,SMa1626,6.11e-57,176,55.621,2.21e-57,177,54.913
OANT_RS10425,SMc02723,5.43e-85,243,74.342,4.29e-85,243,74.342
OANT_RS10435,SMc01015,1.26e-49,169,41.603,8.49e-56,184,41.603
OANT_RS10440,SM_b21501,5.88e-17,68.6,43.333,3.97e-23,84,42.202
OANT_RS10450,SMc01260,2.35e-71,207,78.125,1.87e-71,207,78.125
OANT_RS10455,SMc01258,7.39e-92,275,49.02,1.4e-93,279,49.02
OANT_RS10460,SMc00331,1.11e-64,202,40.23,1.12e-64,202,40.23
OANT_RS10465,SMc01256,0,693,74.518,0,694,74.518
OANT_RS10470,SMc00995,3.9e-56,170,61.379,2.02e-57,173,61.379
OANT_RS10480,SMc00996,2.98e-130,384,47.193,7.64e-133,390,48.734
OANT_RS10485,SMc02110,1.67e-66,193,80.909,1.42e-66,193,80.909
OANT_RS10490,SMc02109,0,1327,79.097,0,1342,82.481
OANT_RS10495,SMc02108,1.28e-70,214,50.679,8.36e-76,228,49.583
OANT_RS10500,SMc02107,3.06e-18,71.6,57.471,4.8e-26,91.3,53.398
OANT_RS10505,SMc02106,5.67e-65,192,70.714,4.16e-70,204,70.714
OANT_RS10510,SMc02105,0,530,65.974,0,530,65.974
OANT_RS10515,SMc02104,5.78e-84,248,53.527,4.59e-84,248,53.527
OANT_RS10520,SMc02103,2.07e-71,209,66.234,1.64e-71,209,66.234
OANT_RS10525,SMc02102,2.55e-90,266,50,1.97e-90,266,50
OANT_RS10530,SMc02101,1.09e-168,463,86.22,8.64e-169,463,86.22
OANT_RS10535,SMc02100,4.55e-156,436,71.01,4.74e-156,436,71.01
OANT_RS10540,SMc02099,1.45e-133,373,80.417,8.88e-134,374,80.417
OANT_RS10545,SMc02098,1.1e-97,278,70.43,8.75e-98,278,70.43
OANT_RS10550,SMc02097,6.8e-107,306,65.502,5.24e-107,306,65.502
OANT_RS10555,SMc02096,7.19e-64,199,46.032,2.78e-54,174,47.347
OANT_RS10560,SMc02095,1.16e-121,354,50.291,4.94e-115,337,50.291
OANT_RS10565,SMc02094,0,819,53.875,0,833,53.875
OANT_RS10570,SMc02093,2.49e-103,305,48.997,3.94e-113,330,48.997
OANT_RS10575,SMc02092,1.48e-70,207,66.887,1.15e-70,207,66.887
OANT_RS10580,SMc02091,1.52e-82,247,47.082,1.58e-78,236,47.082
OANT_RS10585,SMc02090,2.34e-73,225,51.246,8.39e-80,241,50.173
OANT_RS10590,SMc02089,9.91e-127,368,50.392,2.92e-134,387,50.392
OANT_RS10595,SMc02087,0,803,86.247,0,803,86.247
OANT_RS10600,SMc03172,7.77e-93,287,36.214,6.33e-93,287,36.214
OANT_RS10605,SMc02086,3.21e-127,398,34.168,1.03e-123,389,34.168
OANT_RS10610,SMc01183,4.26e-128,359,76.569,5.3e-129,361,76.151
OANT_RS10620,SMc00238,1.87e-125,366,51.724,5.87e-122,357,51.724
OANT_RS10625,SMc00237,8.05e-79,228,75,6.63e-79,228,75
OANT_RS10630,SMc00236,2.55e-141,395,78.03,2.79e-149,415,78.03
OANT_RS10635,SMc00235,2.22e-163,457,67.164,4.31e-157,441,67.164
OANT_RS10640,SMc00234,1.09e-180,523,46.9,2.49e-173,504,45.946
OANT_RS10645,SMc01023,4.93e-119,338,64.961,3.95e-119,338,64.961
OANT_RS10650,SMc01024,3e-24,89.7,62.857,2.83e-32,110,53.247
OANT_RS10660,SMc01025,0,979,87.823,0,978,87.823
OANT_RS10665,SMc01027,3.92e-141,395,78.214,3.58e-148,413,78.495
OANT_RS10670,SMc01028,0,714,83.215,0,714,83.215
OANT_RS10675,SMc01560,2.35e-35,115,49.573,1.86e-35,115,49.573
OANT_RS10680,SMc01029,3.03e-26,91.3,48.864,2.06e-26,91.3,48.864
OANT_RS10685,SMc01030,0,579,83.908,0,600,83.908
OANT_RS10690,SMc01031,0,780,85.313,0,785,85.313
OANT_RS10695,SMc01032,0,598,70.067,0,597,70.067
OANT_RS10700,SMc01034,2.55e-67,202,51.295,2.03e-67,202,51.295
OANT_RS10705,SMc01035,0,844,85.01,0,844,85.01
OANT_RS10710,SMc01037,0,548,80.938,0,548,80.938
OANT_RS10715,SMc01038,1.12e-77,224,73.826,8.77e-78,224,73.826
OANT_RS10720,SMc01698,1.68e-57,181,43.254,1.36e-57,181,43.254
OANT_RS10725,SMc01039,6.85e-54,166,59.211,5.51e-54,166,59.211
