Melitensis16M,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS07485,SMc00971,6.04e-149,418,67.657,2.97e-149,418,67.657
BME_RS07490,SMa1765,2.92e-16,70.1,38.739,5.52e-11,55.1,39.726
BME_RS07505,SMc00970,1.24e-32,105,64.474,6.21e-33,105,64.474
BME_RS07510,SMc00969,1.66e-141,399,63.407,2.01e-149,419,63.407
BME_RS07515,SMc00008,0,551,73.995,0,551,73.995
BME_RS07520,SMc00007,0,577,81.319,0,598,81.319
BME_RS07525,SMc00070,1.23e-14,60.5,37.349,6.46e-15,60.5,37.349
BME_RS07550,SMc00006,2.22e-69,207,52.85,1.14e-72,215,52.85
BME_RS07555,SMc00005,1.56e-164,454,80.147,7.89e-165,454,80.147
BME_RS07560,SMa0116,8.86e-65,204,38.71,5.93e-59,188,36.774
BME_RS07570,SMc00069,5.26e-118,331,77.889,2.7e-118,331,77.889
BME_RS07575,SMc00988,9.27e-128,365,63.009,1.94e-121,348,63.009
BME_RS07580,SMc00993,0,572,68.941,0,577,68.941
BME_RS07585,SM_b20523,4.21e-56,186,34.551,7.96e-59,193,34.551
BME_RS07590,SMc00977,0,816,67.227,0,799,67.227
BME_RS07595,SMc00976,1.62e-89,263,58.824,6.27e-99,286,58.566
BME_RS07600,SMc00987,5.07e-72,213,58.564,7.63e-65,194,58.564
BME_RS07615,SMc00985,0,626,63.404,0,626,63.404
BME_RS07620,SMc00984,9.95e-120,345,59.873,5.04e-120,345,59.873
BME_RS07625,SMc00851,0,1014,66.924,0,1014,66.924
BME_RS07630,SMc00855,0,564,84.839,0,564,84.839
BME_RS07635,SMc00861,0,541,47.107,0,540,49.728
BME_RS07640,SMc00860,0,535,77.219,0,553,77.219
BME_RS07645,SMc00859,2.28e-31,102,70.833,1.12e-31,102,70.833
BME_RS07650,SMc00858,3.08e-81,243,56.68,1.46e-80,241,56.68
BME_RS07655,SMc00857,2.21e-128,380,65.172,4.73e-129,380,65.172
BME_RS07660,SMc00856,6.97e-08,42,40.984,6.79e-15,58.9,40.984
BME_RS07665,SMc00862,4.91e-76,232,48.432,2.5e-76,232,48.432
BME_RS07675,SMc00865,2.15e-22,86.3,37.405,1.18e-22,86.3,37.405
BME_RS07680,SMc00866,0,564,73.151,0,564,73.151
BME_RS07685,SMc00867,6.99e-75,223,60.748,1.48e-74,221,61.682
BME_RS07690,SMc00868,1.07e-57,175,60.377,1.17e-64,192,60.377
BME_RS07695,SMc00869,2.12e-78,231,60.396,8.09e-84,244,60.68
BME_RS07700,SMc00870,4e-36,114,95.082,2.38e-36,114,95.082
BME_RS07705,SMc00871,2.6e-142,396,77.823,1.32e-142,396,77.823
BME_RS07710,SMc00872,7.93e-30,102,53.704,7.45e-28,97.4,68.493
BME_RS07715,SMc00928,1.12e-138,400,51.053,5.08e-139,400,51.053
BME_RS07720,SMc02376,1.31e-130,381,46.572,6.48e-131,381,46.572
BME_RS07725,SM_b20995,0,714,72.05,0,714,72.05
BME_RS07730,SM_b20996,6.9e-78,231,54.128,1.94e-73,219,54.128
BME_RS07735,SM_b20998,7.59e-120,346,55.822,3.01e-121,349,53.312
BME_RS07740,SM_b20999,0,604,68.116,0,604,68.116
BME_RS07745,SM_b21000,3.28e-52,175,46.809,1.69e-52,175,46.809
BME_RS07755,SMc00386,1.05e-48,149,63.158,5.32e-49,149,63.158
BME_RS07785,SMa1220,0,833,76.038,0,858,74.954
BME_RS07790,SMa1216,1.13e-148,412,79.424,5.7e-149,412,79.424
BME_RS07795,SMa1214,1.17e-15,60.8,55.319,5.71e-16,60.8,55.319
BME_RS07800,SMa0769,1.6e-138,390,61.324,8.07e-139,390,61.324
BME_RS07805,SMa1211,0,743,68.102,0,743,68.102
BME_RS07810,SMa1210,1.88e-31,108,39.264,1.07e-32,111,39.264
BME_RS07815,SMa1209,0,768,53.947,0,788,53.553
BME_RS07820,SMa0622,2.94e-18,68.2,68.085,2.84e-11,50.4,69.565
BME_RS07825,SM_b20678,3.06e-166,469,64.218,6.67e-178,498,64.218
BME_RS07830,SM_b21293,0,622,66.821,0,622,66.821
BME_RS07835,SM_b21292,0,674,77.859,0,674,77.859
BME_RS07840,SM_b21291,1.55e-180,498,76.974,1.81e-170,471,76.974
BME_RS07845,SM_b21288,3.88e-113,325,61.172,9.28e-113,324,61.029
BME_RS07850,SM_b21287,0,1043,67.057,0,1041,67.057
BME_RS07855,SM_b21286,0,612,63.522,0,628,63.522
BME_RS07865,SM_b21284,0,643,66.667,0,632,66.667
BME_RS07870,SM_b20684,1.17e-157,437,74.632,6.06e-158,437,74.632
BME_RS07875,SMc04251,3.02e-102,304,65.625,8.03e-106,312,65.625
BME_RS07885,SMc04248,1.81e-60,184,53.073,3.03e-66,198,53.073
BME_RS07890,SM_b21520,1.56e-30,109,35.025,8.09e-31,109,35.025
BME_RS07895,SMa0204,2.07e-15,75.1,28.5,9.54e-16,75.1,28.5
BME_RS07905,SMc01211,4.85e-102,310,41.089,1.26e-113,340,41.256
BME_RS07910,SM_b20270,1.4e-171,478,67.847,7.09e-172,478,67.847
BME_RS07915,SM_b21630,0,741,84.504,0,741,84.504
BME_RS07920,SM_b21631,0,644,82.466,0,644,82.466
BME_RS07930,SMc02122,8.9e-100,290,56.627,4.71e-100,290,56.627
BME_RS07935,SMc01881,4.5e-152,423,73.162,2.26e-152,423,73.162
BME_RS07940,SMc01880,2.77e-139,392,67.972,1.39e-139,392,67.972
BME_RS07945,SM_b20335,8.7e-159,452,58.678,5.32e-165,467,58.245
BME_RS07980,SMc00001,5.36e-11,58.9,31.068,4.09e-11,58.9,31.068
BME_RS07985,SMc03104,2.89e-165,468,59.398,3.9e-163,462,59.398
BME_RS07990,SMc02250,5.2e-46,144,53.901,5.53e-50,153,55.634
BME_RS07995,SMc02249,0,1118,52.373,0,1093,52.193
BME_RS08005,SMc02547,1.5e-120,347,55.34,1.48e-119,343,55.34
BME_RS08010,SMc02247,1.45e-27,97.8,41.6,7.05e-28,97.8,41.6
BME_RS08015,SMc02246,2.01e-49,150,67.857,9.98e-50,150,67.857
BME_RS08020,SMc02245,3.78e-171,479,66.116,1.9e-171,479,66.116
BME_RS08025,SMc02244,7.99e-150,432,55.149,7.9e-159,454,55.149
BME_RS08030,SMc02243,3.08e-30,105,38.889,1.63e-30,105,38.889
BME_RS08035,SMc02242,5.55e-29,98.6,61.364,6.18e-36,115,61.364
BME_RS08045,SMc02218,0,580,79.778,0,580,79.778
BME_RS08055,SMc02217,0,625,72.237,0,615,72.237
BME_RS08060,SMc02135,2.57e-60,179,63.077,1.3e-60,179,63.077
BME_RS08065,SMc02136,2.67e-144,408,65.312,3.43e-151,425,65.312
BME_RS08070,SMc02137,5.49e-173,479,73.154,2.69e-173,479,73.154
BME_RS08075,SMc02138,0,571,71.611,0,587,71.611
BME_RS08080,SMc02139,1.15e-75,222,60.656,4.54e-73,214,60.656
BME_RS08090,SMc02148,3.42e-138,391,62.069,1.08e-130,371,63.158
BME_RS08095,SM_b20391,2.39e-10,60.8,24.907,1.67e-10,60.5,24.907
BME_RS08100,SMc02219,5.03e-80,241,45.669,2.78e-80,241,45.669
BME_RS08110,SMc03971,0,892,46.615,0,909,46.456
BME_RS08115,SMc02868,3.52e-69,221,39.157,8.1e-65,209,37.468
BME_RS08120,SMc02866,4.37e-39,131,37.129,2.28e-39,131,37.129
BME_RS08125,SMc02162,0,795,67.26,0,795,67.26
BME_RS08140,SMc00893,4.92e-45,149,36.17,2.36e-45,149,36.17
BME_RS08145,SMc00388,1.06e-89,271,47.74,8.1e-89,268,47.74
BME_RS08150,SMc02163,0,791,70.522,0,791,70.522
BME_RS08155,SMc01132,1.74e-52,161,54.286,8.92e-53,161,54.286
BME_RS08160,SMc01814,0,535,59.361,0,535,59.361
BME_RS08165,SMc01815,0,767,84.247,0,767,84.247
BME_RS08175,SMc01819,3.48e-70,211,52.261,1.97e-72,216,52.736
BME_RS08180,SMc01820,0,643,74.328,0,643,74.328
BME_RS08185,SMc01821,0,744,72.899,0,744,72.899
BME_RS08190,SMc01457,0,1286,62.877,0,1256,62.852
BME_RS08195,SMc01458,2.54e-102,306,40.898,4.63e-98,294,47.712
BME_RS08200,SMc01716,2.01e-160,463,51.31,2.07e-162,467,51.931
BME_RS08205,SMc01733,6.44e-12,49.7,92,3.25e-12,49.7,92
BME_RS08210,SMc01830,2.93e-118,332,77.833,1.44e-118,332,77.833
BME_RS08215,SMc01831,7.26e-65,198,53.917,9.45e-65,197,53.917
BME_RS08220,SMc01832,1.49e-44,142,51.948,9.81e-43,136,55.2
BME_RS08225,SMc01837,0,950,79.123,0,950,79.123
BME_RS08230,SMc01939,2.09e-49,149,68.317,1.05e-49,149,68.317
BME_RS08245,SMc01942,1.39e-79,239,47.761,6.96e-80,239,47.761
BME_RS08280,SMc02208,9.24e-08,38.9,84,4.67e-08,38.9,84
BME_RS08290,SMc02305,0,696,79.254,0,682,79.254
BME_RS08295,SMc02306,1.81e-48,150,52.414,9.13e-49,150,52.414
BME_RS08300,SMc02307,0,637,75.587,0,637,75.587
BME_RS08305,SMc02308,4.02e-88,252,76.875,2.01e-88,252,76.875
BME_RS08310,SMc02309,4.68e-62,186,63.309,2.39e-62,186,63.309
BME_RS08315,SMc02310,2.32e-48,144,98.611,1.17e-48,144,98.611
BME_RS08320,SMc02311,2.16e-95,274,64.078,1.08e-95,274,64.078
BME_RS08325,SMc02312,7.43e-24,82.8,74.468,3.7e-24,82.8,74.468
BME_RS08330,SMc02207,9.42e-13,51.6,100,4.76e-13,51.6,100
BME_RS08445,SMa0911,1.24e-17,79.3,30.83,7.33e-18,79.3,30.83
BME_RS08450,SMc02201,1.29e-27,92.4,62.903,5.89e-28,92.4,62.903
BME_RS08460,SMc02187,0,584,73.604,0,605,73.604
BME_RS08475,SM_b21113,0,763,85.882,0,763,85.882
BME_RS08480,SM_b21112,0,502,84.342,0,502,84.342
BME_RS08485,SM_b21111,2.86e-144,401,79.098,1.44e-144,401,79.098
BME_RS08495,SM_b21109,0,576,77.871,0,584,77.871
BME_RS08500,SM_b21108,1.22e-70,204,87.037,5.9e-71,204,87.037
BME_RS08505,SM_b21107,0,670,85.135,0,651,85.135
BME_RS08510,SM_b21106,0,569,74.105,0,569,74.105
BME_RS08515,SM_b21105,0,518,87.063,0,518,87.063
BME_RS08520,SM_b21104,1.16e-176,487,81.017,1.01e-160,446,81.625
BME_RS08525,SM_b21103,0,701,78.588,0,711,78.588
BME_RS08530,SM_b21102,6.16e-163,449,85.49,3.07e-163,449,85.49
BME_RS08535,SM_b21101,1.94e-129,366,61.702,9.67e-130,366,61.702
BME_RS08540,SMc03930,3.08e-23,89,32.571,1.56e-23,89,32.571
BME_RS08545,SMc03931,0,1192,60.141,0,1212,60.542
BME_RS08550,SMc03932,2.22e-47,145,68.75,1.25e-47,145,68.75
BME_RS08555,SMc03933,0,623,75.06,0,629,75.06
BME_RS08560,SMa0228,1.01e-46,164,32.361,5.72e-52,177,32.361
BME_RS08570,SM_b21144,2.15e-172,477,87.097,5.8e-178,490,82.201
BME_RS08575,SM_b21145,4.97e-132,382,63.476,3.8e-134,387,61.671
BME_RS08580,SM_b21146,1.18e-149,420,65.484,5.95e-150,420,65.484
BME_RS08585,SM_b21147,4.81e-111,317,68.376,7.01e-105,300,69.907
BME_RS08595,SM_b21578,0,1050,64.749,0,1057,64.938
BME_RS08600,SMa1548,4.08e-146,451,40.603,4.35e-146,451,40.603
BME_RS08605,SM_b20962,7.95e-93,273,59.677,1.08e-92,272,60.456
BME_RS08610,SM_b20616,5.6e-110,321,54.403,1.71e-108,316,54.87
BME_RS08620,SM_b20617,2.13e-111,318,67.729,5.65e-115,327,67.194
BME_RS08625,SM_b20618,8.27e-92,265,67.172,4.18e-98,280,67.172
BME_RS08630,SMc01827,2.73e-15,72.8,24.367,1.41e-15,72.8,24.367
BME_RS08645,SM_b20891,0,827,85.954,0,837,85.954
BME_RS08650,SM_b20941,3.21e-165,482,63.472,8.49e-173,501,64.062
BME_RS08660,SMc02688,3.17e-55,166,74.038,1.68e-55,166,74.038
BME_RS08665,SMa1296,6.99e-155,436,62.832,3.52e-155,436,62.832
BME_RS08670,SMc02689,0,867,81.764,0,850,81.764
BME_RS08675,SMc02690,1.34e-103,304,53.774,6.68e-104,304,53.774
BME_RS08680,SMc02520,0,673,68.064,0,667,68.05
BME_RS08685,SMc02521,4.2e-138,386,74.603,2.05e-138,386,74.603
BME_RS08700,SMc00126,3.44e-09,42.7,88,1.74e-09,42.7,88
BME_RS08705,SMc01952,2.19e-89,264,55.294,2.44e-84,250,55.294
BME_RS08710,SM_b21224,0,829,64.007,0,829,64.007
BME_RS08715,SM_b21223,0,501,78.523,3.6e-171,473,78.523
BME_RS08720,SM_b20379,0,527,56.858,0,543,56.858
BME_RS08725,SMc00170,1.2e-20,84.7,33.158,6.33e-21,84.7,33.158
BME_RS08730,SMc03112,0,2121,81.789,0,2132,81.789
BME_RS08745,SM_b20708,1.45e-32,113,38.272,6.98e-33,113,38.272
BME_RS08755,SMc02123,3.13e-35,119,40.476,1.51e-35,119,40.476
BME_RS08760,SMc00092,2.47e-32,116,35.321,1.31e-32,116,35.321
BME_RS08765,SMc02124,0,799,76.143,0,799,76.143
BME_RS08770,SMc01054,1.83e-31,104,61.364,9.73e-32,104,61.364
BME_RS08775,SMc01053,0,608,66.017,0,572,66.017
BME_RS08780,SMc00418,2.71e-47,146,67.544,1.33e-47,146,67.544
BME_RS08785,SMc00416,1.91e-118,340,62,9.34e-115,330,62
BME_RS08790,SMc01147,0,516,65.789,0,516,65.789
BME_RS08795,SMc01146,7.67e-114,322,74.057,3.77e-114,322,74.057
BME_RS08810,SMc01144,2.29e-145,403,78.571,1.16e-145,403,78.571
BME_RS08815,SMc01143,2.42e-178,496,67.797,1.23e-178,496,67.797
BME_RS08820,SMc01142,2.71e-85,249,68.306,3.73e-85,248,74.074
BME_RS08825,SMc00330,1.65e-79,234,58.852,5.73e-81,237,58.852
BME_RS08830,SMc02846,9.65e-171,475,69.697,4.88e-171,475,69.697
BME_RS08835,SMc02882,1.93e-91,267,64.502,1.35e-92,269,64.502
BME_RS08840,SMc02843,7.03e-133,373,74.899,7.79e-134,375,73.123
BME_RS08845,SMc02842,2.9e-46,146,53.472,2.16e-52,161,54.43
BME_RS08850,SMc01106,4.74e-76,220,73.427,2.45e-76,220,73.427
BME_RS08855,SMc01107,3.01e-27,92.4,50,1.6e-27,92.4,50
BME_RS08860,SMc01141,1.64e-75,219,69.481,8.27e-76,219,69.481
BME_RS08865,SMc01140,3.27e-82,239,59.474,3.35e-73,216,59.474
BME_RS08870,SMc01139,0,593,58.153,0,593,58.153
BME_RS08875,SMc01138,2.05e-141,396,79.424,3.41e-142,397,72.628
BME_RS08880,SMc01137,2.31e-39,131,41.52,1.26e-39,131,41.52
BME_RS08885,SMc01136,1.66e-37,128,35.897,1.35e-38,130,35.5
BME_RS08890,SMc01135,1.95e-98,291,50.313,2.56e-95,282,49.068
BME_RS08895,SMc01134,9.19e-53,157,83.516,6.19e-53,157,83.516
BME_RS08900,SMc01133,5.72e-34,111,50.962,3.08e-34,111,50.962
BME_RS08910,SMc01130,8.38e-136,383,66.548,4.11e-136,383,66.548
BME_RS08915,SMc01129,8.41e-52,160,53.02,4.41e-52,160,53.02
BME_RS08920,SMc01127,1.28e-116,334,60.687,6.79e-117,334,60.687
BME_RS08925,SMc01125,0,1219,71.914,0,1284,71.914
BME_RS08940,SMc01124,0,1222,65.435,0,1241,65.435
BME_RS08945,SMc01123,0,788,81.298,0,818,81.298
BME_RS08950,SMc01121,0,529,71.469,0,529,71.469
BME_RS08955,SMc01120,9.61e-71,209,64.417,2.81e-64,192,64.417
BME_RS08960,SMc01119,2.18e-105,298,75.789,9.34e-102,288,75.789
BME_RS08965,SMc02582,6.43e-81,240,55.357,3.17e-78,233,59.043
BME_RS08970,SMc02583,3.56e-69,204,64.516,1.91e-69,204,64.516
BME_RS08975,SMc02584,6.74e-103,291,77.778,3.53e-103,291,77.778
BME_RS08990,SMc02585,3.09e-164,466,58.213,3.01e-154,440,58.213
BME_RS09000,SMc02586,0,660,63.211,0,689,63.211
BME_RS09010,SMc01270,0,560,72.872,0,560,72.872
BME_RS09020,SMc01272,1.59e-53,169,46.97,5.35e-54,169,46.97
BME_RS09025,SMc01273,3.43e-144,403,67.754,1.73e-144,403,67.754
BME_RS09030,SMc02782,0,1293,78.133,0,1297,78.133
BME_RS09035,SMc01090,0,594,54.93,0,588,55.474
BME_RS09040,SMc02850,0,1539,75.224,0,1553,75.224
BME_RS09045,SMc02852,0,751,77.223,0,751,77.223
BME_RS09050,SMc00342,5.35e-103,293,69.756,2.74e-103,293,69.756
BME_RS09065,SMc02856,0,786,59.307,0,824,60.61
BME_RS09070,SMa1757,6.4e-102,295,62.353,1.16e-110,316,62.353
BME_RS09075,SMc02164,2.16e-134,381,62.745,2.65e-141,398,62.745
BME_RS09080,SMc01426,7.99e-109,311,60.417,3.73e-109,311,60.417
BME_RS09090,SMc02276,0,749,82.719,0,749,82.719
BME_RS09095,SMc04382,0,3090,53.751,0,3085,53.751
BME_RS09100,SM_b21130,0,544,73.973,0,544,73.973
BME_RS09105,SM_b21131,1.06e-141,398,75.347,5.3e-137,385,75.347
BME_RS09110,SM_b21132,1.22e-130,370,70.833,6.81e-144,403,70.833
BME_RS09115,SM_b21133,3.85e-165,462,68.622,5e-171,476,68.622
BME_RS09130,SMc02317,2.89e-45,141,49.612,1.4e-45,141,49.612
BME_RS09135,SMc02235,1.67e-40,125,69.231,8.42e-41,125,69.231
BME_RS09140,SM_b20934,2.48e-13,60.8,35,1.79e-13,60.8,35
BME_RS09150,SMc04045,0,1055,83.633,0,1017,83.633
BME_RS09155,SMc03851,4.55e-73,217,57.609,2.29e-73,217,57.609
BME_RS09165,SMc03849,1.1e-137,385,76.349,5.43e-138,385,76.349
BME_RS09170,SMc03848,5.23e-91,264,72.398,8.01e-93,268,72.398
BME_RS09175,SMc03847,3.81e-70,210,52.427,1.85e-70,210,52.427
BME_RS09180,SMc03846,0,1528,82.848,0,1528,82.848
BME_RS09185,SMc03845,2.18e-59,186,44.196,6.79e-57,179,43.556
BME_RS09190,SMc03844,5.31e-48,148,67.327,7.76e-48,147,67.327
BME_RS09195,SMc03840,2.21e-59,181,53.488,1.16e-59,181,53.488
BME_RS09200,SMc03839,4.28e-130,365,74.286,2.17e-130,365,74.286
BME_RS09205,SMc03838,0,903,60.142,0,929,60.142
BME_RS09210,SMc03837,1.56e-100,290,76.842,7.83e-101,290,76.842
BME_RS09220,SMc03836,3.53e-85,250,58.216,3.37e-85,249,58.216
BME_RS09225,SMc03835,2e-99,283,76.705,1.41e-91,263,76.705
BME_RS09235,SMc03834,1.8e-30,101,48.958,9.75e-31,101,48.958
BME_RS09240,SMc03833,2.43e-43,136,52.893,1.21e-43,136,52.893
BME_RS09245,SMc03832,5.47e-76,222,61.677,2.76e-76,222,61.677
BME_RS09255,SMc03831,0,707,85.455,0,707,85.455
BME_RS09265,SMc03827,5.34e-63,192,52.356,1.95e-67,203,49.765
BME_RS09270,SMc03826,0,790,94.815,0,790,94.815
BME_RS09275,SMc01707,5.87e-41,136,42.771,2.29e-41,136,42.771
BME_RS09290,SMc03790,4.68e-20,85.9,33.166,1.41e-20,86.7,33.166
BME_RS09295,SMc03789,1.49e-111,338,40.795,8.39e-112,338,40.795
BME_RS09300,SMc03788,0,1083,51.502,0,1088,51.502
BME_RS09305,SMc00455,8.03e-71,213,51.942,4.1e-71,213,51.942
BME_RS09325,SMc02319,2.04e-09,45.8,38.095,1.02e-09,45.8,38.095
BME_RS09330,SMc04240,2.01e-100,288,62.441,4.32e-104,297,61.161
BME_RS09335,SMc02167,2.07e-65,199,49.505,9.3e-66,199,49.505
BME_RS09345,SMa0557,3.78e-103,301,47.959,1.9e-103,301,47.959
BME_RS09350,SMc03925,0,866,74.307,0,848,74.307
BME_RS09355,SMc00876,0,530,69.054,0,527,67.857
BME_RS09370,SMc01242,3.34e-109,319,48.494,1.65e-109,319,48.494
BME_RS09390,SMc03096,1.22e-101,358,37.912,6.09e-91,324,37.912
BME_RS09395,SMc03097,3.96e-125,381,37.147,4.98e-122,372,37.5
BME_RS09405,SM_b22024,1.5e-41,131,52.846,8.34e-42,131,52.846
BME_RS09410,SM_b21489,1.44e-78,232,57.672,7.29e-79,232,57.672
BME_RS09415,SM_b21488,0,940,68.645,0,924,68.645
BME_RS09420,SM_b21487,1.36e-114,335,48.408,7.89e-115,335,48.408
BME_RS09425,SMc00519,2.38e-79,248,44.34,9.39e-86,265,44.34
BME_RS09430,SMc02897,4.09e-61,189,52.041,3.7e-59,183,52.841
BME_RS09435,SMc02898,9.99e-122,344,72.131,5.03e-122,344,72.131
BME_RS09440,SMc02899,5.42e-163,451,75.627,2.71e-163,451,75.627
BME_RS09445,SMc02903,9.71e-84,253,46.918,8.06e-77,234,46.918
BME_RS09450,SMc02904,7.62e-53,164,56.716,6.91e-53,164,56.716
BME_RS09455,SMc02905,0,702,61.12,0,707,61.716
BME_RS09460,SMc02906,1.97e-50,152,70.093,9.96e-51,152,70.093
BME_RS09465,SMc02908,8.88e-119,333,79.104,4.49e-119,333,79.104
BME_RS09470,SMc02909,4.75e-171,483,59.184,3.96e-176,495,59.184
BME_RS09475,SM_b20123,2.65e-25,100,31.776,1.33e-25,100,31.776
BME_RS09480,SMa1737,2.55e-27,107,29.582,4.95e-25,100,29.375
BME_RS09485,SMc00335,0,978,86.949,0,980,86.949
BME_RS09490,SMc00334,1.06e-107,306,73.077,5.2e-108,306,73.077
BME_RS09495,SMc00333,0,744,81.778,0,717,80.444
BME_RS09500,SMc00332,1.08e-26,94.4,60.377,2.79e-26,92.4,64.634
BME_RS09505,SMc00435,1.01e-11,48.9,96,5.1e-12,48.9,96
BME_RS09525,SM_b21121,0,642,82.768,0,665,82.768
BME_RS09530,SM_b21122,0,848,76.262,0,861,76.262
BME_RS09535,SM_b21124,0,757,61.457,0,746,61.457
BME_RS09540,SM_b21125,4.43e-127,361,62.989,1.92e-124,353,62.989
BME_RS09555,SMc00078,0,528,68.75,0,528,68.75
BME_RS09570,SMc02832,0,576,48.976,0,582,48.276
BME_RS09580,SMc02831,0,546,73.699,0,548,73.973
BME_RS09585,SMc02830,0,565,75.798,0,586,75.798
BME_RS09590,SMc02829,0,843,76.735,0,843,76.735
BME_RS09595,SMc02828,4.75e-90,269,50.725,2.41e-90,269,50.725
BME_RS09600,SMc02864,1.16e-121,345,73.361,8.84e-127,357,73.361
BME_RS09605,SMc02863,7.48e-149,423,58.667,1.03e-139,399,58.4
BME_RS09610,SMc00415,0,620,79.839,0,600,79.839
BME_RS09615,SMc01167,0,653,66.412,0,659,66.603
BME_RS09620,SMc01152,2.17e-35,113,68.182,1.23e-38,120,68.182
BME_RS09630,SMc01153,7.6e-138,385,75.097,3.84e-138,385,75.097
BME_RS09635,SMc01154,1.61e-131,373,64.356,8.34e-132,373,64.356
BME_RS09645,SMc02825,3.87e-177,501,57.175,9.34e-174,492,57.175
BME_RS09650,SMc02826,3.55e-46,142,71.93,7.67e-54,161,71.93
BME_RS09655,SMc02827,4.8e-117,335,59.155,2.38e-117,335,59.155
BME_RS09660,SMc04308,2.66e-36,126,34,1.56e-36,126,34
BME_RS09665,SMc02849,0,541,78.078,0,541,78.078
BME_RS09670,SMc02848,1.76e-63,192,60.274,1.61e-64,195,57.962
BME_RS09675,SMc03157,5.42e-129,363,70.782,3.05e-133,373,69.112
BME_RS09680,SMc00329,3.43e-66,195,68.657,1.67e-66,195,68.657
BME_RS09685,SMc00328,7.05e-100,283,77.976,3.54e-100,283,77.976
BME_RS09690,SMc00327,0,627,74.51,0,627,74.51
BME_RS09695,SMc00326,1.03e-158,439,77.695,5.14e-159,439,77.695
BME_RS09705,SMc00325,2.61e-48,163,40.851,7.48e-52,171,41.494
BME_RS09710,SMc00324,0,1249,86.197,0,1250,86.197
BME_RS09715,SMc00323,4.6e-44,135,74.157,2.33e-44,135,74.157
BME_RS09720,SMc00321,5.53e-150,421,66.77,2.68e-150,421,66.77
BME_RS09725,SMc00320,3.47e-62,185,70.543,2.85e-61,182,72.951
BME_RS09735,SMc02913,7.85e-71,213,56.701,4.2e-71,213,56.701
BME_RS09740,SMc02912,0,884,81.365,0,885,83.397
BME_RS09745,SMc02911,7.37e-75,223,59.551,1.9e-79,233,55.024
BME_RS09750,SMc01108,2.86e-97,281,63.636,1.08e-105,302,63.636
BME_RS09755,SMc01109,0,689,81.623,0,689,81.623
BME_RS09760,SMc01110,2.92e-71,207,81.538,9.88e-77,221,81.022
BME_RS09765,SMc01111,0,550,59.229,0,562,59.229
BME_RS09770,SMc01112,2.27e-125,363,60.117,2.11e-120,350,60
BME_RS09775,SMc01113,8.38e-58,175,56.494,4.5e-58,175,56.494
BME_RS09785,SMc01115,0,688,71.554,0,688,71.554
BME_RS09790,SMc01116,2.18e-88,262,49.43,1.21e-88,262,49.43
BME_RS09795,SMc01117,3.85e-36,120,46.875,1.96e-36,120,46.875
BME_RS09800,SMc01118,4.8e-48,155,45.982,3.76e-58,180,47.556
BME_RS09810,SMc00382,0,686,79.853,0,686,79.853
BME_RS09815,SMc00083,2.32e-18,70.1,52.308,5.8e-19,70.9,47.561
BME_RS09825,SMc02140,7.41e-134,373,81.696,3.73e-134,373,81.696
BME_RS09830,SMc02141,8.94e-120,338,71.308,4.46e-120,338,71.308
BME_RS09835,SMc02142,2.37e-162,449,78.388,1.19e-162,449,78.388
BME_RS09840,SMc02143,0,617,73.46,0,631,73.46
BME_RS09845,SMc02144,2.49e-161,457,78.878,7.09e-169,474,78.878
BME_RS09850,SMc02146,0,503,75.389,0,510,72.303
BME_RS09855,SM_b20557,6.97e-15,63.9,44.34,9.12e-24,85.5,44.34
BME_RS09860,SMc00404,2.84e-40,128,64,5.82e-43,134,66.304
BME_RS09865,SMc00998,3.98e-70,210,57.059,3.87e-72,214,52.239
BME_RS09870,SMc00420,0,754,76.275,0,768,76.275
BME_RS09875,SMc00419,1.27e-178,493,73.548,6.48e-179,493,73.548
BME_RS09880,SMc00883,1.18e-95,281,48.951,6.02e-96,281,48.951
BME_RS09885,SMc00411,2.55e-46,141,67.368,1.29e-46,141,67.368
BME_RS09890,SMc00412,7.43e-119,336,72.222,3.69e-119,336,72.222
BME_RS09895,SMc00414,8.28e-90,259,64.249,4.2e-90,259,64.249
BME_RS09900,SMc02858,0,602,79.42,0,575,79.42
BME_RS09910,SMc02857,0,1095,85.358,0,1090,84.891
BME_RS09915,SMc00375,5.48e-147,414,61.442,2.77e-147,414,61.442
BME_RS09920,SMc00366,0,1186,71.623,0,1160,71.623
BME_RS09925,SMc00365,0,603,77.778,0,603,77.778
BME_RS09935,SMc00364,2.71e-72,210,79.104,1.37e-72,210,79.104
BME_RS09940,SMc00363,7.98e-36,112,85.075,4.09e-36,112,85.075
BME_RS09945,SMc01259,4.31e-09,51.2,28.873,1.68e-09,51.2,28.873
BME_RS09950,SMc00362,3.4e-85,244,83.803,1.38e-85,244,83.803
BME_RS09960,SMc00361,2.52e-102,296,61.373,1.36e-102,296,61.373
BME_RS09965,SMc02691,3.03e-75,236,40.691,1.64e-75,236,40.691
BME_RS09980,SMc02768,2.43e-86,254,54.148,1.22e-86,254,54.148
BME_RS09990,SMc02767,3.7e-93,269,67.907,7.47e-87,253,67.907
BME_RS09995,SMc02766,0,684,79.208,0,684,79.208
BME_RS10005,SMc02765,4.39e-129,365,68.045,8.57e-135,379,67.742
BME_RS10010,SMc02764,2.73e-154,431,70.979,1.4e-154,431,70.979
BME_RS10015,SMc02763,0,570,66.818,0,602,66.818
